"","date","CSTE"
"126","2012-09-19",13.79
"127","2012-09-20",13.49
"128","2012-09-21",13.55
"129","2012-09-24",13.77
"130","2012-09-25",13.6
"131","2012-09-26",13.52
"132","2012-09-27",14.16
"133","2012-09-28",14.1
"134","2012-10-01",14.45
"135","2012-10-02",14.8
"136","2012-10-03",15
"137","2012-10-04",14.81
"138","2012-10-05",14.96
"139","2012-10-08",14.76
"140","2012-10-09",14.33
"141","2012-10-10",14.34
"142","2012-10-11",14.29
"143","2012-10-12",15
"144","2012-10-15",14.59
"145","2012-10-16",14.99
"146","2012-10-17",15.01
"147","2012-10-18",15.02
"148","2012-10-19",14.9
"149","2012-10-22",15.64
"150","2012-10-23",15.29
"151","2012-10-24",15.69
"152","2012-10-25",15.67
"153","2012-10-26",15.65
"154","2012-10-31",16
"155","2012-11-01",15.74
"156","2012-11-02",15.81
"157","2012-11-05",15.89
"158","2012-11-06",15.84
"159","2012-11-07",15.01
"160","2012-11-08",15.29
"161","2012-11-09",15.1
"162","2012-11-12",15.98
"163","2012-11-13",15.56
"164","2012-11-14",15.8
"165","2012-11-15",15.31
"166","2012-11-16",15.4
"167","2012-11-19",15.38
"168","2012-11-20",15.35
"169","2012-11-21",15.26
"170","2012-11-23",15.59
"171","2012-11-26",15.53
"172","2012-11-27",15.5
"173","2012-11-28",15.7
"174","2012-11-29",15.76
"175","2012-11-30",15.8
"176","2012-12-03",15.76
"177","2012-12-04",15.76
"178","2012-12-05",15.76
"179","2012-12-06",16
"180","2012-12-07",16.15
"181","2012-12-10",16.25
"182","2012-12-11",15.93
"183","2012-12-12",15.85
"184","2012-12-13",15.7
"185","2012-12-14",15.86
"186","2012-12-17",15.89
"187","2012-12-18",16.43
"188","2012-12-19",16.299999
"189","2012-12-20",16.25
"190","2012-12-21",16.15
"191","2012-12-24",16.139999
"192","2012-12-26",16.200001
"193","2012-12-27",16.6
"194","2012-12-28",16.610001
"195","2012-12-31",15.99
"196","2013-01-02",16.59
"197","2013-01-03",16.41
"198","2013-01-04",17.370001
"199","2013-01-07",17
"200","2013-01-08",17.049999
"201","2013-01-09",17.51
"202","2013-01-10",17.559999
"203","2013-01-11",17.379999
"204","2013-01-14",17.26
"205","2013-01-15",17.370001
"206","2013-01-16",17.26
"207","2013-01-17",17.42
"208","2013-01-18",18.16
"209","2013-01-22",18.49
"210","2013-01-23",18.99
"211","2013-01-24",19.25
"212","2013-01-25",19.299999
"213","2013-01-28",19
"214","2013-01-29",19.09
"215","2013-01-30",19
"216","2013-01-31",19
"217","2013-02-01",19
"218","2013-02-04",19.07
"219","2013-02-05",18.99
"220","2013-02-06",20.709999
"221","2013-02-07",20.85
"222","2013-02-08",21.74
"223","2013-02-11",21.629999
"224","2013-02-12",21.41
"225","2013-02-13",21.889999
"226","2013-02-14",22.280001
"227","2013-02-15",23.120001
"228","2013-02-19",24.950001
"229","2013-02-20",22.610001
"230","2013-02-21",22.969999
"231","2013-02-22",22.34
"232","2013-02-25",22.27
"233","2013-02-26",23
"234","2013-02-27",22.91
"235","2013-02-28",23.25
"236","2013-03-01",22.83
"237","2013-03-04",22.35
"238","2013-03-05",22.42
"239","2013-03-06",22.23
"240","2013-03-07",22.49
"241","2013-03-08",22.5
"242","2013-03-11",22.469999
"243","2013-03-12",22.66
"244","2013-03-13",23.129999
"245","2013-03-14",23.469999
"246","2013-03-15",24.709999
"247","2013-03-18",23.440001
"248","2013-03-19",25.07
"249","2013-03-20",25.34
"250","2013-03-21",24.73
"251","2013-03-22",24.719999
"252","2013-03-25",25.25
"253","2013-03-26",25.02
"254","2013-03-27",25.610001
"255","2013-03-28",26.4
"256","2013-04-01",26.040001
"257","2013-04-02",25.41
"258","2013-04-03",23.709999
"259","2013-04-04",23.9
"260","2013-04-05",24.41
"261","2013-04-08",23.49
"262","2013-04-09",23.719999
"263","2013-04-10",23.5
"264","2013-04-11",23.91
"265","2013-04-12",22.75
"266","2013-04-15",21.799999
"267","2013-04-16",22.360001
"268","2013-04-17",22.5
"269","2013-04-18",22.1
"270","2013-04-19",22.299999
"271","2013-04-22",22.66
"272","2013-04-23",23.219999
"273","2013-04-24",23.389999
"274","2013-04-25",24.209999
"275","2013-04-26",24.1
"276","2013-04-29",23.91
"277","2013-04-30",23.459999
"278","2013-05-01",23.01
"279","2013-05-02",23.450001
"280","2013-05-03",23.870001
"281","2013-05-06",23.5
"282","2013-05-07",23.58
"283","2013-05-08",24.4
"284","2013-05-09",24.799999
"285","2013-05-10",25.219999
"286","2013-05-13",25.370001
"287","2013-05-14",25.68
"288","2013-05-15",26.690001
"289","2013-05-16",27.809999
"290","2013-05-17",27.969999
"291","2013-05-20",27.940001
"292","2013-05-21",27.860001
"293","2013-05-22",28.07
"294","2013-05-23",28.18
"295","2013-05-24",28.4
"296","2013-05-28",29.200001
"297","2013-05-29",29.57
"298","2013-05-30",30.049999
"299","2013-05-31",28.76
"300","2013-06-03",28.16
"301","2013-06-04",27.09
"302","2013-06-05",25.23
"303","2013-06-06",26.049999
"304","2013-06-07",27.18
"305","2013-06-10",27.879999
"306","2013-06-11",27.709999
"307","2013-06-12",27.41
"308","2013-06-13",27.620001
"309","2013-06-14",28.08
"310","2013-06-17",28.290001
"311","2013-06-18",28.889999
"312","2013-06-19",28.629999
"313","2013-06-20",27.35
"314","2013-06-21",27.15
"315","2013-06-24",25.889999
"316","2013-06-25",27
"317","2013-06-26",26.690001
"318","2013-06-27",27.620001
"319","2013-06-28",27.23
"320","2013-07-01",27.219999
"321","2013-07-02",27.24
"322","2013-07-03",27.620001
"323","2013-07-05",27.549999
"324","2013-07-08",27.370001
"325","2013-07-09",27.459999
"326","2013-07-10",29.1
"327","2013-07-11",29.200001
"328","2013-07-12",29.23
"329","2013-07-15",29.49
"330","2013-07-16",29.35
"331","2013-07-17",29.59
"332","2013-07-18",30.059999
"333","2013-07-19",31.700001
"334","2013-07-22",32.849998
"335","2013-07-23",33.740002
"336","2013-07-24",32.919998
"337","2013-07-25",32.52
"338","2013-07-26",31.99
"339","2013-07-29",31.52
"340","2013-07-30",31.889999
"341","2013-07-31",32.439999
"342","2013-08-01",32.540001
"343","2013-08-02",34.279999
"344","2013-08-05",35.560001
"345","2013-08-06",35.41
"346","2013-08-07",40.869999
"347","2013-08-08",43.82
"348","2013-08-09",43.5
"349","2013-08-12",43.009998
"350","2013-08-13",43.57
"351","2013-08-14",43.799999
"352","2013-08-15",42.889999
"353","2013-08-16",42.18
"354","2013-08-19",41.150002
"355","2013-08-20",41.119999
"356","2013-08-21",42.689999
"357","2013-08-22",43.259998
"358","2013-08-23",43.02
"359","2013-08-26",43.470001
"360","2013-08-27",41.709999
"361","2013-08-28",40.41
"362","2013-08-29",42.27
"363","2013-08-30",41.759998
"364","2013-09-03",41.52
"365","2013-09-04",40.75
"366","2013-09-05",40.529999
"367","2013-09-06",40.049999
"368","2013-09-09",40.810001
"369","2013-09-10",42.5
"370","2013-09-11",41.93
"371","2013-09-12",41.09
"372","2013-09-13",41.279999
"373","2013-09-16",41.59
"374","2013-09-17",41.73
"375","2013-09-18",42.220001
"376","2013-09-19",42.25
"377","2013-09-20",42.360001
"378","2013-09-23",44.48
"379","2013-09-24",46.66
"380","2013-09-25",47.610001
"381","2013-09-26",46.599998
"382","2013-09-27",46.16
"383","2013-09-30",45.68
"384","2013-10-01",46.610001
"385","2013-10-02",46.169998
"386","2013-10-03",45.18
"387","2013-10-04",45.209999
"388","2013-10-07",44.73
"389","2013-10-08",42.599998
"390","2013-10-09",40.580002
"391","2013-10-10",41.68
"392","2013-10-11",41.990002
"393","2013-10-14",41.630001
"394","2013-10-15",40.34
"395","2013-10-16",39.5
"396","2013-10-17",39.490002
"397","2013-10-18",38.84
"398","2013-10-21",38.450001
"399","2013-10-22",40.029999
"400","2013-10-23",38.630001
"401","2013-10-24",39.68
"402","2013-10-25",42.639999
"403","2013-10-28",43.73
"404","2013-10-29",43.68
"405","2013-10-30",41.57
"406","2013-10-31",42.169998
"407","2013-11-01",41.41
"408","2013-11-04",42.779999
"409","2013-11-05",42.389999
"410","2013-11-06",45.189999
"411","2013-11-07",44.880001
"412","2013-11-08",44.189999
"413","2013-11-11",42.98
"414","2013-11-12",43.990002
"415","2013-11-13",47
"416","2013-11-14",46.330002
"417","2013-11-15",45.990002
"418","2013-11-18",45.889999
"419","2013-11-19",47.619999
"420","2013-11-20",47.490002
"421","2013-11-21",49.91
"422","2013-11-22",48.970001
"423","2013-11-25",46.82
"424","2013-11-26",47.810001
"425","2013-11-27",48.150002
"426","2013-11-29",49.150002
"427","2013-12-02",48.009998
"428","2013-12-03",46.610001
"429","2013-12-04",47.98
"430","2013-12-05",47.380001
"431","2013-12-06",48.16
"432","2013-12-09",50.93
"433","2013-12-10",49.389999
"434","2013-12-11",47.549999
"435","2013-12-12",48.049999
"436","2013-12-13",50.380001
"437","2013-12-16",49.68
"438","2013-12-17",48.34
"439","2013-12-18",49.450001
"440","2013-12-19",48.41
"441","2013-12-20",48.200001
"442","2013-12-23",49.369999
"443","2013-12-24",50.18
"444","2013-12-26",50.150002
"445","2013-12-27",48.27
"446","2013-12-30",48.119999
"447","2013-12-31",49.669998
"448","2014-01-02",48.349998
"449","2014-01-03",49.34
"450","2014-01-06",49.59
"451","2014-01-07",52.509998
"452","2014-01-08",53.299999
"453","2014-01-09",52.990002
"454","2014-01-10",52.41
"455","2014-01-13",49.700001
"456","2014-01-14",50.049999
"457","2014-01-15",51.09
"458","2014-01-16",48.509998
"459","2014-01-17",46.389999
"460","2014-01-21",46.07
"461","2014-01-22",45.580002
"462","2014-01-23",47.959999
"463","2014-01-24",44.900002
"464","2014-01-27",44.110001
"465","2014-01-28",46
"466","2014-01-29",45.040001
"467","2014-01-30",45.689999
"468","2014-01-31",45.32
"469","2014-02-03",43.200001
"470","2014-02-04",44.119999
"471","2014-02-05",43.57
"472","2014-02-06",43.900002
"473","2014-02-07",44.009998
"474","2014-02-10",43.959999
"475","2014-02-11",46.240002
"476","2014-02-12",55.279999
"477","2014-02-13",56.509998
"478","2014-02-14",56.119999
"479","2014-02-18",56.110001
"480","2014-02-19",53.470001
"481","2014-02-20",53.580002
"482","2014-02-21",53.799999
"483","2014-02-24",54.709999
"484","2014-02-25",54.48
"485","2014-02-26",56.970001
"486","2014-02-27",58.740002
"487","2014-02-28",59.119999
"488","2014-03-03",57.619999
"489","2014-03-04",59.959999
"490","2014-03-05",59.540001
"491","2014-03-06",60.610001
"492","2014-03-07",59.900002
"493","2014-03-10",59.689999
"494","2014-03-11",59.07
"495","2014-03-12",59.68
"496","2014-03-13",58.970001
"497","2014-03-14",58.959999
"498","2014-03-17",59.860001
"499","2014-03-18",60.349998
"500","2014-03-19",60.310001
"501","2014-03-20",60.049999
"502","2014-03-21",59.98
"503","2014-03-24",55.209999
"504","2014-03-25",55.43
"505","2014-03-26",53.439999
"506","2014-03-27",54.799999
"507","2014-03-28",54.950001
"508","2014-03-31",54.380001
"509","2014-04-01",56.959999
"510","2014-04-02",58.34
"511","2014-04-03",57.23
"512","2014-04-04",55.849998
"513","2014-04-07",52.52
"514","2014-04-08",53.029999
"515","2014-04-09",55.200001
"516","2014-04-10",54.310001
"517","2014-04-11",53.110001
"518","2014-04-14",53.23
"519","2014-04-15",52.889999
"520","2014-04-16",54.869999
"521","2014-04-17",55.240002
"522","2014-04-21",54.77
"523","2014-04-22",57.080002
"524","2014-04-23",55.799999
"525","2014-04-24",55.189999
"526","2014-04-25",54.650002
"527","2014-04-28",52.509998
"528","2014-04-29",51.610001
"529","2014-04-30",52.18
"530","2014-05-01",53.040001
"531","2014-05-02",54.990002
"532","2014-05-05",54.869999
"533","2014-05-06",54.619999
"534","2014-05-07",52.939999
"535","2014-05-08",51.220001
"536","2014-05-09",50.07
"537","2014-05-12",51.48
"538","2014-05-13",51.98
"539","2014-05-14",51.43
"540","2014-05-15",50.490002
"541","2014-05-16",51.41
"542","2014-05-19",50.200001
"543","2014-05-20",49.459999
"544","2014-05-21",48.27
"545","2014-05-22",49.360001
"546","2014-05-23",50.560001
"547","2014-05-27",49.720001
"548","2014-05-28",48.73
"549","2014-05-29",45.830002
"550","2014-05-30",45.18
"551","2014-06-02",45.970001
"552","2014-06-03",45.599998
"553","2014-06-04",45.630001
"554","2014-06-05",46.18
"555","2014-06-06",47.25
"556","2014-06-09",47.490002
"557","2014-06-10",47.48
"558","2014-06-11",47.259998
"559","2014-06-12",45.959999
"560","2014-06-13",46.529999
"561","2014-06-16",47.23
"562","2014-06-17",47.43
"563","2014-06-18",46.970001
"564","2014-06-19",47.209999
"565","2014-06-20",47.360001
"566","2014-06-23",47.41
"567","2014-06-24",47.91
"568","2014-06-25",48.43
"569","2014-06-26",48.41
"570","2014-06-27",48.509998
"571","2014-06-30",49.080002
"572","2014-07-01",50.259998
"573","2014-07-02",50.900002
"574","2014-07-03",51.18
"575","2014-07-07",51.349998
"576","2014-07-08",49.68
"577","2014-07-09",48.810001
"578","2014-07-10",46
"579","2014-07-11",46.18
"580","2014-07-14",47.560001
"581","2014-07-15",47.400002
"582","2014-07-16",47.189999
"583","2014-07-17",46.790001
"584","2014-07-18",46.439999
"585","2014-07-21",46.18
"586","2014-07-22",47.389999
"587","2014-07-23",46.790001
"588","2014-07-24",46.650002
"589","2014-07-25",45.950001
"590","2014-07-28",45.349998
"591","2014-07-29",45.18
"592","2014-07-30",45.369999
"593","2014-07-31",43.360001
"594","2014-08-01",44.16
"595","2014-08-04",44.290001
"596","2014-08-05",43.91
"597","2014-08-06",48.759998
"598","2014-08-07",50.509998
"599","2014-08-08",52.860001
"600","2014-08-11",52.490002
"601","2014-08-12",52.259998
"602","2014-08-13",51.959999
"603","2014-08-14",52.009998
"604","2014-08-15",51.93
"605","2014-08-18",51.939999
"606","2014-08-19",52.450001
"607","2014-08-20",52
"608","2014-08-21",52.040001
"609","2014-08-22",51.77
"610","2014-08-25",52.529999
"611","2014-08-26",52.830002
"612","2014-08-27",52.939999
"613","2014-08-28",52.330002
"614","2014-08-29",52.009998
"615","2014-09-02",51.23
"616","2014-09-03",51.310001
"617","2014-09-04",50.950001
"618","2014-09-05",51.299999
"619","2014-09-08",51.360001
"620","2014-09-09",51.400002
"621","2014-09-10",51.150002
"622","2014-09-11",52.700001
"623","2014-09-12",51.93
"624","2014-09-15",51.560001
"625","2014-09-16",51.119999
"626","2014-09-17",51.150002
"627","2014-09-18",51.560001
"628","2014-09-19",51.529999
"629","2014-09-22",50.869999
"630","2014-09-23",50.93
"631","2014-09-24",51.5
"632","2014-09-25",51.169998
"633","2014-09-26",50.950001
"634","2014-09-29",51.080002
"635","2014-09-30",51.68
"636","2014-10-01",50.27
"637","2014-10-02",50.040001
"638","2014-10-03",50.75
"639","2014-10-06",51.029999
"640","2014-10-07",50.630001
"641","2014-10-08",51.310001
"642","2014-10-09",49.77
"643","2014-10-10",47.93
"644","2014-10-13",45.98
"645","2014-10-14",46.790001
"646","2014-10-15",46.689999
"647","2014-10-16",48.419998
"648","2014-10-17",50.400002
"649","2014-10-20",51.619999
"650","2014-10-21",53.77
"651","2014-10-22",51.700001
"652","2014-10-23",53.52
"653","2014-10-24",53.560001
"654","2014-10-27",52.889999
"655","2014-10-28",54.18
"656","2014-10-29",53.939999
"657","2014-10-30",55.279999
"658","2014-10-31",55.860001
"659","2014-11-03",57.200001
"660","2014-11-04",56.369999
"661","2014-11-05",59.049999
"662","2014-11-06",59.810001
"663","2014-11-07",61.580002
"664","2014-11-10",59.470001
"665","2014-11-11",60.02
"666","2014-11-12",60.450001
"667","2014-11-13",59.220001
"668","2014-11-14",59.369999
"669","2014-11-17",59.41
"670","2014-11-18",59.57
"671","2014-11-19",60.130001
"672","2014-11-20",62.389999
"673","2014-11-21",61.490002
"674","2014-11-24",62.25
"675","2014-11-25",61.610001
"676","2014-11-26",61.880001
"677","2014-11-28",62
"678","2014-12-01",59.639999
"679","2014-12-02",60.099998
"680","2014-12-03",60.549999
"681","2014-12-04",60.860001
"682","2014-12-05",60.700001
"683","2014-12-08",60.490002
"684","2014-12-09",60.75
"685","2014-12-10",59.639999
"686","2014-12-11",59.450001
"687","2014-12-12",58.360001
"688","2014-12-15",57.09
"689","2014-12-16",57.400002
"690","2014-12-17",59.360001
"691","2014-12-18",60.959999
"692","2014-12-19",60.490002
"693","2014-12-22",60.209999
"694","2014-12-23",60
"695","2014-12-24",60.119999
"696","2014-12-26",60.48
"697","2014-12-29",60.080002
"698","2014-12-30",59.529999
"699","2014-12-31",59.82
"700","2015-01-02",59.709999
"701","2015-01-05",58.509998
"702","2015-01-06",57.799999
"703","2015-01-07",58.330002
"704","2015-01-08",59.049999
"705","2015-01-09",60.459999
"706","2015-01-12",59.150002
"707","2015-01-13",58.77
"708","2015-01-14",57.810001
"709","2015-01-15",56.700001
"710","2015-01-16",57.240002
"711","2015-01-20",58.130001
"712","2015-01-21",58.619999
"713","2015-01-22",59.52
"714","2015-01-23",60.400002
"715","2015-01-26",63.25
"716","2015-01-27",63.560001
"717","2015-01-28",62.009998
"718","2015-01-29",63.099998
"719","2015-01-30",62.099998
"720","2015-02-02",61.349998
"721","2015-02-03",62.25
"722","2015-02-04",61.040001
"723","2015-02-05",63.09
"724","2015-02-06",62.959999
"725","2015-02-09",64.440002
"726","2015-02-10",64.160004
"727","2015-02-11",63.16
"728","2015-02-12",62.470001
"729","2015-02-13",62.619999
"730","2015-02-17",62.34
"731","2015-02-18",62.369999
"732","2015-02-19",62.68
"733","2015-02-20",64.160004
"734","2015-02-23",64
"735","2015-02-24",63.41
"736","2015-02-25",63.540001
"737","2015-02-26",65.110001
"738","2015-02-27",65.410004
"739","2015-03-02",65.540001
"740","2015-03-03",63.610001
"741","2015-03-04",62.849998
"742","2015-03-05",63.080002
"743","2015-03-06",62.950001
"744","2015-03-09",63.389999
"745","2015-03-10",62.630001
"746","2015-03-11",62.880001
"747","2015-03-12",63.099998
"748","2015-03-13",61.779999
"749","2015-03-16",62.009998
"750","2015-03-17",63.220001
"751","2015-03-18",63.91
"752","2015-03-19",62.279999
"753","2015-03-20",62.290001
"754","2015-03-23",60.330002
"755","2015-03-24",60.220001
"756","2015-03-25",58.830002
"757","2015-03-26",58.700001
"758","2015-03-27",59.34
"759","2015-03-30",60.860001
"760","2015-03-31",60.709999
"761","2015-04-01",59.150002
"762","2015-04-02",57.919998
"763","2015-04-06",56.650002
"764","2015-04-07",56.779999
"765","2015-04-08",58.709999
"766","2015-04-09",58.869999
"767","2015-04-10",59.349998
"768","2015-04-13",59.32
"769","2015-04-14",58.939999
"770","2015-04-15",59.619999
"771","2015-04-16",59.040001
"772","2015-04-17",58.389999
"773","2015-04-20",59.080002
"774","2015-04-21",58.939999
"775","2015-04-22",59.830002
"776","2015-04-23",59.5
"777","2015-04-24",60.040001
"778","2015-04-27",60.169998
"779","2015-04-28",60.43
"780","2015-04-29",59.799999
"781","2015-04-30",59.240002
"782","2015-05-01",60.560001
"783","2015-05-04",61.869999
"784","2015-05-05",60.009998
"785","2015-05-06",61.119999
"786","2015-05-07",60.669998
"787","2015-05-08",61.799999
"788","2015-05-11",60.939999
"789","2015-05-12",60.220001
"790","2015-05-13",60.66
"791","2015-05-14",60.700001
"792","2015-05-15",60.759998
"793","2015-05-18",61.48
"794","2015-05-19",62.369999
"795","2015-05-20",61.790001
"796","2015-05-21",61.57
"797","2015-05-22",61.139999
"798","2015-05-26",60.529999
"799","2015-05-27",61
"800","2015-05-28",62.110001
"801","2015-05-29",61.82
"802","2015-06-01",61.560001
"803","2015-06-02",62.259998
"804","2015-06-03",62.889999
"805","2015-06-04",63.529999
"806","2015-06-05",63.82
"807","2015-06-08",63.91
"808","2015-06-09",63.900002
"809","2015-06-10",65.25
"810","2015-06-11",64.760002
"811","2015-06-12",64.07
"812","2015-06-15",63.330002
"813","2015-06-16",63.299999
"814","2015-06-17",63.66
"815","2015-06-18",65.309998
"816","2015-06-19",65.349998
"817","2015-06-22",66.419998
"818","2015-06-23",67.330002
"819","2015-06-24",67.279999
"820","2015-06-25",67.309998
"821","2015-06-26",68.589996
"822","2015-06-29",66.900002
"823","2015-06-30",68.540001
"824","2015-07-01",67.940002
"825","2015-07-02",69.980003
"826","2015-07-06",69.800003
"827","2015-07-07",69.440002
"828","2015-07-08",67.75
"829","2015-07-09",67.489998
"830","2015-07-10",68.480003
"831","2015-07-13",68.339996
"832","2015-07-14",68.580002
"833","2015-07-15",67.760002
"834","2015-07-16",67.82
"835","2015-07-17",67.769997
"836","2015-07-20",67.139999
"837","2015-07-21",67.019997
"838","2015-07-22",67.519997
"839","2015-07-23",68.120003
"840","2015-07-24",67.379997
"841","2015-07-27",66.239998
"842","2015-07-28",67.470001
"843","2015-07-29",70.029999
"844","2015-07-30",70.550003
"845","2015-07-31",71.739998
"846","2015-08-03",70.160004
"847","2015-08-04",71.019997
"848","2015-08-05",52.57
"849","2015-08-06",49.59
"850","2015-08-07",53.900002
"851","2015-08-10",54.580002
"852","2015-08-11",53.619999
"853","2015-08-12",52.459999
"854","2015-08-13",51.279999
"855","2015-08-14",49.349998
"856","2015-08-17",48.529999
"857","2015-08-18",48.040001
"858","2015-08-19",44.610001
"859","2015-08-20",44.110001
"860","2015-08-21",45.02
"861","2015-08-24",42.439999
"862","2015-08-25",41.299999
"863","2015-08-26",39.049999
"864","2015-08-27",40.619999
"865","2015-08-28",40.5
"866","2015-08-31",39.790001
"867","2015-09-01",38.900002
"868","2015-09-02",38.970001
"869","2015-09-03",39.369999
"870","2015-09-04",38.73
"871","2015-09-08",40.18
"872","2015-09-09",39.240002
"873","2015-09-10",39.959999
"874","2015-09-11",39.84
"875","2015-09-14",39.25
"876","2015-09-15",39.599998
"877","2015-09-16",40.799999
"878","2015-09-17",41.369999
"879","2015-09-18",40.59
"880","2015-09-21",40.84
"881","2015-09-22",39.419998
"882","2015-09-23",39.439999
"883","2015-09-24",39.43
"884","2015-09-25",37.529999
"885","2015-09-28",31.049999
"886","2015-09-29",29.01
"887","2015-09-30",30.4
"888","2015-10-01",31.610001
"889","2015-10-02",34.450001
"890","2015-10-05",34.330002
"891","2015-10-06",33.889999
"892","2015-10-07",34.880001
"893","2015-10-08",34.880001
"894","2015-10-09",34.68
"895","2015-10-12",33.259998
"896","2015-10-13",32.48
"897","2015-10-14",32.66
"898","2015-10-15",32.34
"899","2015-10-16",33.959999
"900","2015-10-19",34.66
"901","2015-10-20",34.75
"902","2015-10-21",37.5
"903","2015-10-22",37.049999
"904","2015-10-23",36.110001
"905","2015-10-26",35.209999
"906","2015-10-27",34.599998
"907","2015-10-28",36.540001
"908","2015-10-29",35.470001
"909","2015-10-30",35.509998
"910","2015-11-02",36.41
"911","2015-11-03",37.240002
"912","2015-11-04",41.029999
"913","2015-11-05",40.639999
"914","2015-11-06",40.209999
"915","2015-11-09",39.529999
"916","2015-11-10",39.18
"917","2015-11-11",39.060001
"918","2015-11-12",37.889999
"919","2015-11-13",37.119999
"920","2015-11-16",37.169998
"921","2015-11-17",36.75
"922","2015-11-18",38.98
"923","2015-11-19",38.73
"924","2015-11-20",38.790001
"925","2015-11-23",39.959999
"926","2015-11-24",40.779999
"927","2015-11-25",41.209999
"928","2015-11-27",41.09
"929","2015-11-30",40.880001
"930","2015-12-01",40.080002
"931","2015-12-02",39.549999
"932","2015-12-03",38.799999
"933","2015-12-04",39.259998
"934","2015-12-07",39.779999
"935","2015-12-08",40.580002
"936","2015-12-09",39.5
"937","2015-12-10",39.849998
"938","2015-12-11",38.639999
"939","2015-12-14",39.599998
"940","2015-12-15",40.110001
"941","2015-12-16",42.099998
"942","2015-12-17",41.369999
"943","2015-12-18",40.080002
"944","2015-12-21",39.720001
"945","2015-12-22",41.740002
"946","2015-12-23",42.07
"947","2015-12-24",42.959999
"948","2015-12-28",41.380001
"949","2015-12-29",42.66
"950","2015-12-30",42.580002
"951","2015-12-31",43.34
"952","2016-01-04",42.290001
"953","2016-01-05",40.75
"954","2016-01-06",40.029999
"955","2016-01-07",37.139999
"956","2016-01-08",36.330002
"957","2016-01-11",36.48
"958","2016-01-12",36.419998
"959","2016-01-13",35.689999
"960","2016-01-14",36.200001
"961","2016-01-15",35.860001
"962","2016-01-19",34.060001
"963","2016-01-20",33.84
"964","2016-01-21",33.82
