"","date","WRLD"
"1","2007-01-03",48.040001
"2","2007-01-04",48.73
"3","2007-01-05",47.689999
"4","2007-01-08",47.279999
"5","2007-01-09",48.16
"6","2007-01-10",47.240002
"7","2007-01-11",48.619999
"8","2007-01-12",48.259998
"9","2007-01-16",47.93
"10","2007-01-17",44.700001
"11","2007-01-18",44.029999
"12","2007-01-19",43.150002
"13","2007-01-22",44.389999
"14","2007-01-23",44.32
"15","2007-01-24",45.830002
"16","2007-01-25",44.16
"17","2007-01-26",43.830002
"18","2007-01-29",44.25
"19","2007-01-30",44.299999
"20","2007-01-31",44.009998
"21","2007-02-01",44.290001
"22","2007-02-02",45
"23","2007-02-05",44.509998
"24","2007-02-06",44.740002
"25","2007-02-07",45.259998
"26","2007-02-08",45.27
"27","2007-02-09",45.009998
"28","2007-02-12",44.509998
"29","2007-02-13",44.310001
"30","2007-02-14",44.580002
"31","2007-02-15",45.439999
"32","2007-02-16",44.209999
"33","2007-02-20",45.52
"34","2007-02-21",44.529999
"35","2007-02-22",44.389999
"36","2007-02-23",43.330002
"37","2007-02-26",42.900002
"38","2007-02-27",40.560001
"39","2007-02-28",41
"40","2007-03-01",41
"41","2007-03-02",40.450001
"42","2007-03-05",37.049999
"43","2007-03-06",40.639999
"44","2007-03-07",40.669998
"45","2007-03-08",40.970001
"46","2007-03-09",41.119999
"47","2007-03-12",41.009998
"48","2007-03-13",39.16
"49","2007-03-14",39.52
"50","2007-03-15",40.150002
"51","2007-03-16",40.189999
"52","2007-03-19",40.259998
"53","2007-03-20",40.5
"54","2007-03-21",42.650002
"55","2007-03-22",41.98
"56","2007-03-23",42.060001
"57","2007-03-26",40.330002
"58","2007-03-27",40.029999
"59","2007-03-28",40.580002
"60","2007-03-29",40.029999
"61","2007-03-30",39.950001
"62","2007-04-02",40.009998
"63","2007-04-03",40.669998
"64","2007-04-04",40.279999
"65","2007-04-05",40.889999
"66","2007-04-09",40.080002
"67","2007-04-10",39.91
"68","2007-04-11",39.82
"69","2007-04-12",40.709999
"70","2007-04-13",41.02
"71","2007-04-16",42.700001
"72","2007-04-17",41.950001
"73","2007-04-18",41.919998
"74","2007-04-19",41.580002
"75","2007-04-20",42.130001
"76","2007-04-23",42.169998
"77","2007-04-24",41.790001
"78","2007-04-25",43.200001
"79","2007-04-26",43.650002
"80","2007-04-27",44.580002
"81","2007-04-30",42.93
"82","2007-05-01",42.639999
"83","2007-05-02",43.720001
"84","2007-05-03",43.419998
"85","2007-05-04",43.82
"86","2007-05-07",42.599998
"87","2007-05-08",42.93
"88","2007-05-09",43.060001
"89","2007-05-10",41.25
"90","2007-05-11",42.98
"91","2007-05-14",41.98
"92","2007-05-15",41.450001
"93","2007-05-16",41.5
"94","2007-05-17",41.200001
"95","2007-05-18",41.220001
"96","2007-05-21",43
"97","2007-05-22",43.43
"98","2007-05-23",42.099998
"99","2007-05-24",41.540001
"100","2007-05-25",41.34
"101","2007-05-29",42.34
"102","2007-05-30",42.779999
"103","2007-05-31",42.380001
"104","2007-06-01",43.799999
"105","2007-06-04",43.68
"106","2007-06-05",42.990002
"107","2007-06-06",42.689999
"108","2007-06-07",42.259998
"109","2007-06-08",42.470001
"110","2007-06-11",42.18
"111","2007-06-12",41.32
"112","2007-06-13",41.57
"113","2007-06-14",41.59
"114","2007-06-15",42.75
"115","2007-06-18",42.18
"116","2007-06-19",42.77
"117","2007-06-20",42.040001
"118","2007-06-21",41.970001
"119","2007-06-22",41.470001
"120","2007-06-25",41.790001
"121","2007-06-26",41.990002
"122","2007-06-27",42.200001
"123","2007-06-28",42.900002
"124","2007-06-29",42.73
"125","2007-07-02",42.84
"126","2007-07-03",42.860001
"127","2007-07-05",42.759998
"128","2007-07-06",42.889999
"129","2007-07-09",41.740002
"130","2007-07-10",40.860001
"131","2007-07-11",41.349998
"132","2007-07-12",41.209999
"133","2007-07-13",41.169998
"134","2007-07-16",40.360001
"135","2007-07-17",40.310001
"136","2007-07-18",39.84
"137","2007-07-19",40
"138","2007-07-20",40.060001
"139","2007-07-23",39.529999
"140","2007-07-24",38.060001
"141","2007-07-25",37.790001
"142","2007-07-26",34.130001
"143","2007-07-27",33.220001
"144","2007-07-30",33.240002
"145","2007-07-31",32.189999
"146","2007-08-01",31.610001
"147","2007-08-02",30.940001
"148","2007-08-03",28.450001
"149","2007-08-06",29.16
"150","2007-08-07",28.76
"151","2007-08-08",29.51
"152","2007-08-09",29.73
"153","2007-08-10",31
"154","2007-08-13",30.040001
"155","2007-08-14",29.860001
"156","2007-08-15",29.42
"157","2007-08-16",31.34
"158","2007-08-17",32.299999
"159","2007-08-20",32.279999
"160","2007-08-21",32.84
"161","2007-08-22",33.07
"162","2007-08-23",31.530001
"163","2007-08-24",32
"164","2007-08-27",31.799999
"165","2007-08-28",30.040001
"166","2007-08-29",30.209999
"167","2007-08-30",30.15
"168","2007-08-31",31.01
"169","2007-09-04",30.67
"170","2007-09-05",30.52
"171","2007-09-06",30.379999
"172","2007-09-07",30.16
"173","2007-09-10",29.889999
"174","2007-09-11",30.35
"175","2007-09-12",30.450001
"176","2007-09-13",30.73
"177","2007-09-14",31.129999
"178","2007-09-17",31.1
"179","2007-09-18",32.919998
"180","2007-09-19",34.560001
"181","2007-09-20",33.959999
"182","2007-09-21",34.220001
"183","2007-09-24",33.349998
"184","2007-09-25",32.900002
"185","2007-09-26",33.290001
"186","2007-09-27",33.330002
"187","2007-09-28",33.080002
"188","2007-10-01",33.990002
"189","2007-10-02",33.91
"190","2007-10-03",33.529999
"191","2007-10-04",33
"192","2007-10-05",33.299999
"193","2007-10-08",33.189999
"194","2007-10-09",33.93
"195","2007-10-10",34.25
"196","2007-10-11",33.91
"197","2007-10-12",34.82
"198","2007-10-15",34.299999
"199","2007-10-16",34.299999
"200","2007-10-17",33.68
"201","2007-10-18",33.369999
"202","2007-10-19",32.139999
"203","2007-10-22",33.490002
"204","2007-10-23",33.5
"205","2007-10-24",33.16
"206","2007-10-25",32.849998
"207","2007-10-26",32.84
"208","2007-10-29",32.41
"209","2007-10-30",32.27
"210","2007-10-31",32.259998
"211","2007-11-01",30.57
"212","2007-11-02",30.73
"213","2007-11-05",30.219999
"214","2007-11-06",30.190001
"215","2007-11-07",28.52
"216","2007-11-08",29.01
"217","2007-11-09",27.6
"218","2007-11-12",28.190001
"219","2007-11-13",29.92
"220","2007-11-14",29.49
"221","2007-11-15",29.389999
"222","2007-11-16",29.32
"223","2007-11-19",28.65
"224","2007-11-20",28.66
"225","2007-11-21",27.98
"226","2007-11-23",29.18
"227","2007-11-26",28.48
"228","2007-11-27",29.360001
"229","2007-11-28",30.940001
"230","2007-11-29",30.59
"231","2007-11-30",31.57
"232","2007-12-03",30.5
"233","2007-12-04",29.9
"234","2007-12-05",30.360001
"235","2007-12-06",31.49
"236","2007-12-07",31.32
"237","2007-12-10",32.360001
"238","2007-12-11",31
"239","2007-12-12",31.280001
"240","2007-12-13",31.030001
"241","2007-12-14",30.780001
"242","2007-12-17",28.92
"243","2007-12-18",29.17
"244","2007-12-19",28.34
"245","2007-12-20",28.23
