"","date","SBFG"
"1","2007-01-03",11.29
"2","2007-01-04",11.28
"3","2007-01-05",11.25
"4","2007-01-08",11.25
"5","2007-01-09",11.4
"6","2007-01-10",10.9
"7","2007-01-11",10.77
"8","2007-01-12",10.8
"9","2007-01-16",10.9
"10","2007-01-17",10.9
"11","2007-01-18",11.15
"12","2007-01-19",10.97
"13","2007-01-22",10.77
"14","2007-01-23",10.77
"15","2007-01-24",10.87
"16","2007-01-25",11.07
"17","2007-01-26",10.8
"18","2007-01-29",10.89
"19","2007-01-30",10.92
"20","2007-01-31",11.1
"21","2007-02-01",11.1
"22","2007-02-02",11.15
"23","2007-02-05",11.12
"24","2007-02-06",11.01
"25","2007-02-07",11.2
"26","2007-02-08",11.15
"27","2007-02-09",11.2
"28","2007-02-12",11.25
"29","2007-02-13",11.25
"30","2007-02-14",11.5
"31","2007-02-15",11.24
"32","2007-02-16",11.24
"33","2007-02-20",11.38
"34","2007-02-21",11.38
"35","2007-02-22",11.6
"36","2007-02-23",11.26
"37","2007-02-26",11.38
"38","2007-02-27",11.5
"39","2007-02-28",11.33
"40","2007-03-01",11.57
"41","2007-03-02",11.4
"42","2007-03-05",11.15
"43","2007-03-06",11.25
"44","2007-03-07",11.44
"45","2007-03-08",11.6
"46","2007-03-09",11.71
"47","2007-03-12",11.75
"48","2007-03-13",11.7
"49","2007-03-14",11.37
"50","2007-03-15",11.37
"51","2007-03-16",11.35
"52","2007-03-19",11.29
"53","2007-03-20",11.29
"54","2007-03-21",11.26
"55","2007-03-22",11.35
"56","2007-03-23",11.6
"57","2007-03-26",11.71
"58","2007-03-27",11.7
"59","2007-03-28",11.7
"60","2007-03-29",11.7
"61","2007-03-30",11.84
"62","2007-04-02",11.92
"63","2007-04-03",11.92
"64","2007-04-04",11.99
"65","2007-04-05",12
"66","2007-04-09",11.91
"67","2007-04-10",12
"68","2007-04-11",12
"69","2007-04-12",11.94
"70","2007-04-13",12.15
"71","2007-04-16",12.08
"72","2007-04-17",12
"73","2007-04-18",12.09
"74","2007-04-19",12.03
"75","2007-04-20",12.03
"76","2007-04-23",12.07
"77","2007-04-24",12.03
"78","2007-04-25",12.15
"79","2007-04-26",12.15
"80","2007-04-27",12.15
"81","2007-04-30",12.15
"82","2007-05-01",12.25
"83","2007-05-02",12.35
"84","2007-05-03",12.49
"85","2007-05-04",12.49
"86","2007-05-07",12.13
"87","2007-05-08",12.13
"88","2007-05-09",12.11
"89","2007-05-10",12.1
"90","2007-05-11",12.25
"91","2007-05-14",12.34
"92","2007-05-15",12.34
"93","2007-05-16",12.25
"94","2007-05-17",12.28
"95","2007-05-18",12.33
"96","2007-05-21",12.33
"97","2007-05-22",12.35
"98","2007-05-23",12.25
"99","2007-05-24",12.25
"100","2007-05-25",12.26
"101","2007-05-29",12.25
"102","2007-05-30",12.25
"103","2007-05-31",12.24
"104","2007-06-01",12.5
"105","2007-06-04",12.55
"106","2007-06-05",12.5
"107","2007-06-06",12.49
"108","2007-06-07",12.48
"109","2007-06-08",12.51
"110","2007-06-11",12.5
"111","2007-06-12",12.5
"112","2007-06-13",12.6
"113","2007-06-14",12.5
"114","2007-06-15",12.51
"115","2007-06-18",12.6
"116","2007-06-19",12.55
"117","2007-06-20",12.52
"118","2007-06-21",12.52
"119","2007-06-22",12.57
"120","2007-06-25",12.61
"121","2007-06-26",12.53
"122","2007-06-27",12.59
"123","2007-06-28",12.6
"124","2007-06-29",12.82
"125","2007-07-02",12.67
"126","2007-07-03",12.46
"127","2007-07-05",12.46
"128","2007-07-06",12.5
"129","2007-07-09",12.47
"130","2007-07-10",12.47
"131","2007-07-11",12.47
"132","2007-07-12",12.48
"133","2007-07-13",12.61
"134","2007-07-16",12.7
"135","2007-07-17",12.8
"136","2007-07-18",12.47
"137","2007-07-19",12.47
"138","2007-07-20",12.78
"139","2007-07-23",12.55
"140","2007-07-24",12.6
"141","2007-07-25",12.79
"142","2007-07-26",12.71
"143","2007-07-27",12.65
"144","2007-07-30",12.68
"145","2007-07-31",12.8
"146","2007-08-01",12.79
"147","2007-08-02",12.75
"148","2007-08-03",12.59
"149","2007-08-06",12.61
"150","2007-08-07",12.83
"151","2007-08-08",12.57
"152","2007-08-09",12.8
"153","2007-08-10",12.8
"154","2007-08-13",12.8
"155","2007-08-14",12.51
"156","2007-08-15",12.6
"157","2007-08-16",12.6
"158","2007-08-17",12.79
"159","2007-08-20",12.79
"160","2007-08-21",12.65
"161","2007-08-22",12.65
"162","2007-08-23",12.79
"163","2007-08-24",12.8
"164","2007-08-27",12.71
"165","2007-08-28",12.78
"166","2007-08-29",12.58
"167","2007-08-30",12.82
"168","2007-08-31",12.88
"169","2007-09-04",12.88
"170","2007-09-05",12.9
"171","2007-09-06",12.9
"172","2007-09-07",12.9
"173","2007-09-10",12.9
"174","2007-09-11",12.53
"175","2007-09-12",12.7
"176","2007-09-13",12.7
"177","2007-09-14",12.7
"178","2007-09-17",12.7
"179","2007-09-18",12.7
"180","2007-09-19",12.56
"181","2007-09-20",12.62
"182","2007-09-21",12.62
"183","2007-09-24",12.54
"184","2007-09-25",12.52
"185","2007-09-26",12.52
"186","2007-09-27",12.52
"187","2007-09-28",12.65
"188","2007-10-01",12.57
"189","2007-10-02",12.8
"190","2007-10-03",12.61
"191","2007-10-04",12.58
"192","2007-10-05",12.68
"193","2007-10-08",12.68
"194","2007-10-09",12.55
"195","2007-10-10",12.56
"196","2007-10-11",12.8
"197","2007-10-12",12.76
"198","2007-10-15",12.74
"199","2007-10-16",12.57
"200","2007-10-17",12.52
"201","2007-10-18",12.6
"202","2007-10-19",12.75
"203","2007-10-22",12.79
"204","2007-10-23",12.85
"205","2007-10-24",12.73
"206","2007-10-25",12.75
"207","2007-10-26",12.7
"208","2007-10-29",12.7
"209","2007-10-30",12.74
"210","2007-10-31",12.65
"211","2007-11-01",12.86
"212","2007-11-02",12.86
"213","2007-11-05",12.75
"214","2007-11-06",12.68
"215","2007-11-07",12.68
"216","2007-11-08",12.7
"217","2007-11-09",12.4
"218","2007-11-12",12.9
"219","2007-11-13",12.65
"220","2007-11-14",12.65
"221","2007-11-15",12.65
"222","2007-11-16",12.9
"223","2007-11-19",12.68
"224","2007-11-20",12.88
"225","2007-11-21",12.65
"226","2007-11-23",12.9
"227","2007-11-26",12.76
"228","2007-11-27",12.66
"229","2007-11-28",12.69
"230","2007-11-29",12.75
"231","2007-11-30",12.88
"232","2007-12-03",12.9
"233","2007-12-04",12.65
"234","2007-12-05",12.67
"235","2007-12-06",13.16
"236","2007-12-07",12.75
"237","2007-12-10",12.7
"238","2007-12-11",12.65
"239","2007-12-12",12.69
"240","2007-12-13",12.65
"241","2007-12-14",12.65
"242","2007-12-17",12.65
"243","2007-12-18",12.21
"244","2007-12-19",12.51
"245","2007-12-20",12.7
"246","2007-12-21",12.65
"247","2007-12-24",12.15
"248","2007-12-26",10.33
"249","2007-12-27",12
"250","2007-12-28",11.8
"251","2007-12-31",12.49
"252","2008-01-02",12
"253","2008-01-03",12
"254","2008-01-04",12
"255","2008-01-07",12
"256","2008-01-08",11.71
"257","2008-01-09",11.37
"258","2008-01-10",11.94
"259","2008-01-11",11.99
"260","2008-01-14",11.31
"261","2008-01-15",11.92
"262","2008-01-16",11.36
"263","2008-01-17",10.58
"264","2008-01-18",10.15
"265","2008-01-22",10.44
"266","2008-01-23",10.25
"267","2008-01-24",10.25
"268","2008-01-25",11.17
"269","2008-01-28",11.67
"270","2008-01-29",11.22
"271","2008-01-30",11
"272","2008-01-31",11.47
"273","2008-02-01",11.49
"274","2008-02-04",11.7
"275","2008-02-05",11.11
"276","2008-02-06",11.69
"277","2008-02-07",11.45
"278","2008-02-08",11.06
"279","2008-02-11",11.3
"280","2008-02-12",10.96
"281","2008-02-13",10.77
"282","2008-02-14",10.77
"283","2008-02-15",10.61
"284","2008-02-19",10.7
"285","2008-02-20",10.7
"286","2008-02-21",10.5
"287","2008-02-22",11.35
"288","2008-02-25",11.39
"289","2008-02-26",11.39
"290","2008-02-27",10.8
"291","2008-02-28",11.44
"292","2008-02-29",11.44
"293","2008-03-03",11.17
"294","2008-03-04",11.44
"295","2008-03-05",10.87
"296","2008-03-06",10.91
"297","2008-03-07",10.6
"298","2008-03-10",10.65
"299","2008-03-11",10.65
"300","2008-03-12",10.6
"301","2008-03-13",11.21
"302","2008-03-14",10.4
"303","2008-03-17",10.26
"304","2008-03-18",10.54
"305","2008-03-19",10.5
"306","2008-03-20",10.25
"307","2008-03-24",10.26
"308","2008-03-25",10.39
"309","2008-03-26",10.2
"310","2008-03-27",10.41
"311","2008-03-28",10.5
"312","2008-03-31",10.24
"313","2008-04-01",10.24
"314","2008-04-02",10.18
"315","2008-04-03",10.18
"316","2008-04-04",10.22
"317","2008-04-07",10.6
"318","2008-04-08",10.49
"319","2008-04-09",10.43
"320","2008-04-10",10.62
"321","2008-04-11",10.58
"322","2008-04-14",10.78
"323","2008-04-15",10.78
"324","2008-04-16",10.73
"325","2008-04-17",10.7
"326","2008-04-18",10.71
"327","2008-04-21",10.88
"328","2008-04-22",10.37
"329","2008-04-23",10.91
"330","2008-04-24",10.8
"331","2008-04-25",10.16
"332","2008-04-28",10.77
"333","2008-04-29",10.25
"334","2008-04-30",10.14
"335","2008-05-01",10.25
"336","2008-05-02",10.25
"337","2008-05-05",10.48
"338","2008-05-06",10.22
"339","2008-05-07",10.5
"340","2008-05-08",10.5
"341","2008-05-09",10.4
"342","2008-05-12",10.5
"343","2008-05-13",10.55
"344","2008-05-14",10.5
"345","2008-05-15",10.5
"346","2008-05-16",10.5
"347","2008-05-19",10.5
"348","2008-05-20",10.51
"349","2008-05-21",10.45
"350","2008-05-22",10.45
"351","2008-05-23",10.45
"352","2008-05-27",10.51
"353","2008-05-28",10.53
"354","2008-05-29",10.27
"355","2008-05-30",10.62
"356","2008-06-02",10.54
"357","2008-06-03",10.54
"358","2008-06-04",10.5
"359","2008-06-05",10.75
"360","2008-06-06",10.9
"361","2008-06-09",10.93
"362","2008-06-10",10.51
"363","2008-06-11",10.7
"364","2008-06-12",10.7
"365","2008-06-13",10.5
"366","2008-06-16",10.5
"367","2008-06-17",10.45
"368","2008-06-18",10.25
"369","2008-06-19",10.15
"370","2008-06-20",10
"371","2008-06-23",9.8
"372","2008-06-24",9.75
"373","2008-06-25",10.52
"374","2008-06-26",10.11
"375","2008-06-27",10.11
"376","2008-06-30",9.52
"377","2008-07-01",9.52
"378","2008-07-02",9.52
"379","2008-07-03",9.52
"380","2008-07-07",8.85
"381","2008-07-08",8.81
"382","2008-07-09",8.75
"383","2008-07-10",8.74
"384","2008-07-11",8.74
"385","2008-07-14",8.52
"386","2008-07-15",8.17
"387","2008-07-16",8.52
"388","2008-07-17",9.17
"389","2008-07-18",9.17
"390","2008-07-21",9.64
"391","2008-07-22",9.7
"392","2008-07-23",10
"393","2008-07-24",10
"394","2008-07-25",10
"395","2008-07-28",9.49
"396","2008-07-29",9.75
"397","2008-07-30",9.75
"398","2008-07-31",10.24
"399","2008-08-01",9.09
"400","2008-08-04",9.5
"401","2008-08-05",9.01
"402","2008-08-06",9.01
"403","2008-08-07",9.01
"404","2008-08-08",9.52
"405","2008-08-11",9.52
"406","2008-08-12",9.59
"407","2008-08-13",9.31
"408","2008-08-14",9.41
"409","2008-08-15",9.36
"410","2008-08-18",9.36
"411","2008-08-19",9.25
"412","2008-08-20",9.3
"413","2008-08-21",9.4
"414","2008-08-22",9.3
"415","2008-08-25",9.95
"416","2008-08-26",9.95
"417","2008-08-27",9.94
"418","2008-08-28",9.75
"419","2008-08-29",9.98
"420","2008-09-02",9.98
"421","2008-09-03",9.78
"422","2008-09-04",9.78
"423","2008-09-05",9.65
"424","2008-09-08",9.65
"425","2008-09-09",8.9
"426","2008-09-10",8.91
"427","2008-09-11",9.1
"428","2008-09-12",8.9
"429","2008-09-15",8.9
"430","2008-09-16",8.96
"431","2008-09-17",9
"432","2008-09-18",8.95
"433","2008-09-19",8.95
"434","2008-09-22",8.95
"435","2008-09-23",9.19
"436","2008-09-24",9.13
"437","2008-09-25",9.1
"438","2008-09-26",9.1
"439","2008-09-29",8.9
"440","2008-09-30",9
"441","2008-10-01",8.77
"442","2008-10-02",9
"443","2008-10-03",8.9
"444","2008-10-06",8.75
"445","2008-10-07",8.75
"446","2008-10-08",8.6
"447","2008-10-09",8.61
"448","2008-10-10",7.99
"449","2008-10-13",8.56
"450","2008-10-14",9
"451","2008-10-15",9
"452","2008-10-16",8
"453","2008-10-17",8.93
"454","2008-10-20",9.2
"455","2008-10-21",9.2
"456","2008-10-22",9.2
"457","2008-10-23",9.03
"458","2008-10-24",8.8
"459","2008-10-27",8.5
"460","2008-10-28",8.25
"461","2008-10-29",8
"462","2008-10-30",8
"463","2008-10-31",9
"464","2008-11-03",8.5
"465","2008-11-04",8.51
"466","2008-11-05",9
"467","2008-11-06",8.5
"468","2008-11-07",8.5
"469","2008-11-10",8.5
"470","2008-11-11",8.5
"471","2008-11-12",8.45
"472","2008-11-13",8.45
"473","2008-11-14",8.35
"474","2008-11-17",8.71
"475","2008-11-18",9.1
"476","2008-11-19",9.1
"477","2008-11-20",8.91
"478","2008-11-21",9
"479","2008-11-24",8.5
"480","2008-11-25",8.5
"481","2008-11-26",8.75
"482","2008-11-28",9.11
"483","2008-12-01",8.98
"484","2008-12-02",8.57
"485","2008-12-03",8.75
"486","2008-12-04",8.6
"487","2008-12-05",8.41
"488","2008-12-08",8.41
"489","2008-12-09",8.75
"490","2008-12-10",8.02
"491","2008-12-11",8.21
"492","2008-12-12",8.21
"493","2008-12-15",8.67
"494","2008-12-16",8.26
"495","2008-12-17",8.26
"496","2008-12-18",8.25
"497","2008-12-19",8.6
"498","2008-12-22",8.15
"499","2008-12-23",8.15
"500","2008-12-24",8.1
"501","2008-12-26",8.05
"502","2008-12-29",7.95
"503","2008-12-30",7.68
"504","2008-12-31",7.6
"505","2009-01-02",8.25
"506","2009-01-05",8.25
"507","2009-01-06",8.25
"508","2009-01-07",7.74
"509","2009-01-08",7.89
"510","2009-01-09",7.89
"511","2009-01-12",7.89
"512","2009-01-13",7.84
"513","2009-01-14",7.75
"514","2009-01-15",7.57
"515","2009-01-16",7.52
"516","2009-01-20",7.52
"517","2009-01-21",7.55
"518","2009-01-22",7.55
"519","2009-01-23",7.74
"520","2009-01-26",8.19
"521","2009-01-27",8
"522","2009-01-28",8.24
"523","2009-01-29",8.24
"524","2009-01-30",8.23
"525","2009-02-02",8.15
"526","2009-02-03",8.1
"527","2009-02-04",8.1
"528","2009-02-05",8.1
"529","2009-02-06",7.7
"530","2009-02-09",7.81
"531","2009-02-10",7.81
"532","2009-02-11",8.06
"533","2009-02-12",7.85
"534","2009-02-13",7.85
"535","2009-02-17",7.7
"536","2009-02-18",7.7
"537","2009-02-19",7.9
"538","2009-02-20",7.78
"539","2009-02-23",8.25
"540","2009-02-24",8.28
"541","2009-02-25",8.28
"542","2009-02-26",8.23
"543","2009-02-27",8.4
"544","2009-03-02",8.29
"545","2009-03-03",8.06
"546","2009-03-04",8.06
"547","2009-03-05",8.26
"548","2009-03-06",7.68
"549","2009-03-09",7.95
"550","2009-03-10",7.51
"551","2009-03-11",7.5
"552","2009-03-12",7.62
"553","2009-03-13",7.62
"554","2009-03-16",7.81
"555","2009-03-17",7.6
"556","2009-03-18",7.89
"557","2009-03-19",7.89
"558","2009-03-20",7.89
"559","2009-03-23",7.85
"560","2009-03-24",7.77
"561","2009-03-25",7.83
"562","2009-03-26",7.83
"563","2009-03-27",7.75
"564","2009-03-30",7.75
"565","2009-03-31",7.9
"566","2009-04-01",7.9
"567","2009-04-02",8.4
"568","2009-04-03",8.4
"569","2009-04-06",8.4
"570","2009-04-07",8.4
"571","2009-04-08",8.6
"572","2009-04-09",8.6
"573","2009-04-13",8.5
"574","2009-04-14",8.5
"575","2009-04-15",8.5
"576","2009-04-16",8.75
"577","2009-04-17",8.03
"578","2009-04-20",8.03
"579","2009-04-21",8
"580","2009-04-22",8
"581","2009-04-23",8
"582","2009-04-24",8.01
"583","2009-04-27",8.01
"584","2009-04-28",8.57
"585","2009-04-29",8.35
"586","2009-04-30",8.4
"587","2009-05-01",8.5
"588","2009-05-04",7.87
"589","2009-05-05",8.1
"590","2009-05-06",8.25
"591","2009-05-07",7.91
"592","2009-05-08",8
"593","2009-05-11",8
"594","2009-05-12",7.75
"595","2009-05-13",7.76
"596","2009-05-14",8.13
"597","2009-05-15",7.9
"598","2009-05-18",7.9
"599","2009-05-19",7.97
"600","2009-05-20",8
"601","2009-05-21",8.1
"602","2009-05-22",7.86
"603","2009-05-26",7.8
"604","2009-05-27",7.8
"605","2009-05-28",7.75
"606","2009-05-29",8.23
"607","2009-06-01",7.85
"608","2009-06-02",8
"609","2009-06-03",8
"610","2009-06-04",8
"611","2009-06-05",8
"612","2009-06-08",7.7
"613","2009-06-09",7.7
"614","2009-06-10",7.6
"615","2009-06-11",7.6
"616","2009-06-12",7.85
"617","2009-06-15",7.76
"618","2009-06-16",7.76
"619","2009-06-17",7.7
"620","2009-06-18",7.7
"621","2009-06-19",7.75
"622","2009-06-22",7.75
"623","2009-06-23",7.54
"624","2009-06-24",7.59
"625","2009-06-25",7.7
"626","2009-06-26",7.7
"627","2009-06-29",7.75
"628","2009-06-30",7.75
"629","2009-07-01",7.75
"630","2009-07-02",7.5
"631","2009-07-06",7.5
"632","2009-07-07",7.5
"633","2009-07-08",7.5
"634","2009-07-09",7.49
"635","2009-07-10",7.45
"636","2009-07-13",7.34
"637","2009-07-14",7.39
"638","2009-07-15",7.3
"639","2009-07-16",7.25
"640","2009-07-17",7.25
"641","2009-07-20",7.25
"642","2009-07-21",7.23
"643","2009-07-22",7.23
"644","2009-07-23",7.26
"645","2009-07-24",7.25
"646","2009-07-27",7.27
"647","2009-07-28",7.03
"648","2009-07-29",7.1
"649","2009-07-30",7.07
"650","2009-07-31",7.17
"651","2009-08-03",7.54
"652","2009-08-04",7.7
"653","2009-08-05",7.65
"654","2009-08-06",7.65
"655","2009-08-07",7.5
"656","2009-08-10",7.65
"657","2009-08-11",7.65
"658","2009-08-12",7.27
"659","2009-08-13",7.4
"660","2009-08-14",7.27
"661","2009-08-17",7.31
"662","2009-08-18",7.21
"663","2009-08-19",7.2
"664","2009-08-20",7.1
"665","2009-08-21",7.3
"666","2009-08-24",7.47
"667","2009-08-25",7.33
"668","2009-08-26",7.69
"669","2009-08-27",7.8
"670","2009-08-28",7.85
"671","2009-08-31",7.98
"672","2009-09-01",7.82
"673","2009-09-02",7.89
"674","2009-09-03",7.88
"675","2009-09-04",7.53
"676","2009-09-08",7.53
"677","2009-09-09",7.5
"678","2009-09-10",7.5
"679","2009-09-11",7.5
"680","2009-09-14",7.25
"681","2009-09-15",7.25
"682","2009-09-16",7.36
"683","2009-09-17",7.36
"684","2009-09-18",7.75
"685","2009-09-21",7.55
"686","2009-09-22",7.55
"687","2009-09-23",7.38
"688","2009-09-24",7.64
"689","2009-09-25",7.49
"690","2009-09-28",7.5
"691","2009-09-29",7.4
"692","2009-09-30",7.58
"693","2009-10-01",7.58
"694","2009-10-02",7.5
"695","2009-10-05",7.5
"696","2009-10-06",7.44
"697","2009-10-07",7.42
"698","2009-10-08",7.11
"699","2009-10-09",7.11
"700","2009-10-12",7.11
"701","2009-10-13",7.11
