"","date","BLIN"
"1","2007-06-29",6250
"2","2007-07-02",6250
"3","2007-07-03",6312.5
"4","2007-07-05",6125
"5","2007-07-06",6250
"6","2007-07-09",6125
"7","2007-07-10",6112.5
"8","2007-07-11",6100
"9","2007-07-12",6275
"10","2007-07-13",5925
"11","2007-07-16",5875
"12","2007-07-17",5937.5
"13","2007-07-18",5812.5
"14","2007-07-19",5812.5
"15","2007-07-20",5750
"16","2007-07-23",5775
"17","2007-07-24",5750
"18","2007-07-25",5750
"19","2007-07-26",5387.5
"20","2007-07-27",5187.5
"21","2007-07-30",5937.5
"22","2007-07-31",5850
"23","2007-08-01",5450
"24","2007-08-02",5650
"25","2007-08-03",5887.5
"26","2007-08-06",5650
"27","2007-08-07",5637.5
"28","2007-08-08",5312.5
"29","2007-08-09",4950
"30","2007-08-10",4987.5
"31","2007-08-13",5087.5
"32","2007-08-14",5312.5
"33","2007-08-15",5000
"34","2007-08-16",4850
"35","2007-08-17",4887.5
"36","2007-08-20",4975
"37","2007-08-21",5000
"38","2007-08-22",5012.5
"39","2007-08-23",5500
"40","2007-08-24",5037.5
"41","2007-08-27",5000
"42","2007-08-28",4987.5
"43","2007-08-29",4687.5
"44","2007-08-30",4975
"45","2007-08-31",5262.5
"46","2007-09-04",5200
"47","2007-09-05",5212.5
"48","2007-09-06",5012.5
"49","2007-09-07",5562.5
"50","2007-09-10",5625
"51","2007-09-11",5650
"52","2007-09-12",5600
"53","2007-09-13",5625
"54","2007-09-14",5462.5
"55","2007-09-17",5562.5
"56","2007-09-18",5312.5
"57","2007-09-19",5300
"58","2007-09-20",5487.5
"59","2007-09-21",5000
"60","2007-09-24",4975
"61","2007-09-25",5000
"62","2007-09-26",5012.5
"63","2007-09-27",5062.5
"64","2007-09-28",5050
"65","2007-10-01",4975
"66","2007-10-02",5425
"67","2007-10-03",5000
"68","2007-10-04",5000
"69","2007-10-05",5000
"70","2007-10-08",4937.5
"71","2007-10-09",4850
"72","2007-10-10",4987.5
"73","2007-10-11",5000
"74","2007-10-12",4975
"75","2007-10-15",4937.5
"76","2007-10-16",4625
"77","2007-10-17",4687.5
"78","2007-10-18",4700
"79","2007-10-19",4687.5
"80","2007-10-22",4737.5
"81","2007-10-23",4700
"82","2007-10-24",4400
"83","2007-10-25",4500
"84","2007-10-26",4612.5
"85","2007-10-29",4375
"86","2007-10-30",4375
"87","2007-10-31",4575
"88","2007-11-01",4525
"89","2007-11-02",4187.5
"90","2007-11-05",4187.5
"91","2007-11-06",4250
"92","2007-11-07",3962.5
"93","2007-11-08",3750
"94","2007-11-09",4187.5
"95","2007-11-12",3750
"96","2007-11-13",4375
"97","2007-11-14",4237.5
"98","2007-11-15",4625
"99","2007-11-16",3975
"100","2007-11-19",4237.5
"101","2007-11-20",4075
"102","2007-11-21",4000
"103","2007-11-23",4125
"104","2007-11-26",4112.5
"105","2007-11-27",4262.5
"106","2007-11-28",4750
"107","2007-11-29",4587.5
"108","2007-11-30",4400
"109","2007-12-03",4150
"110","2007-12-04",4137.5
"111","2007-12-05",4375
"112","2007-12-06",4337.5
"113","2007-12-07",4575
"114","2007-12-10",4437.5
"115","2007-12-11",4637.5
"116","2007-12-12",4487.5
"117","2007-12-13",4412.5
"118","2007-12-14",4500
"119","2007-12-17",4587.5
"120","2007-12-18",4187.5
"121","2007-12-19",4125
"122","2007-12-20",4225
"123","2007-12-21",4125
"124","2007-12-24",4125
"125","2007-12-26",4012.5
"126","2007-12-27",4375
"127","2007-12-28",4462.5
"128","2007-12-31",4875
"129","2008-01-02",4025
"130","2008-01-03",3900
"131","2008-01-04",4000
"132","2008-01-07",3875
"133","2008-01-08",3750
"134","2008-01-09",3737.5
"135","2008-01-10",3525
"136","2008-01-11",3725
"137","2008-01-14",3725
"138","2008-01-15",3237.5
"139","2008-01-16",3525
"140","2008-01-17",3062.5
"141","2008-01-18",3312.5
"142","2008-01-22",3075
"143","2008-01-23",3250
"144","2008-01-24",3612.5
"145","2008-01-25",3500
"146","2008-01-28",3350
"147","2008-01-29",3375
"148","2008-01-30",3312.5
"149","2008-01-31",3600
"150","2008-02-01",3687.5
"151","2008-02-04",3437.5
"152","2008-02-05",3362.5
"153","2008-02-06",3362.5
"154","2008-02-07",3312.5
"155","2008-02-08",3625
"156","2008-02-11",3562.5
"157","2008-02-12",3462.5
"158","2008-02-13",3625
"159","2008-02-14",3750
"160","2008-02-15",3900
"161","2008-02-19",4275
"162","2008-02-20",4500
"163","2008-02-21",4562.5
"164","2008-02-22",4500
"165","2008-02-25",4062.5
"166","2008-02-26",4525
"167","2008-02-27",4250
"168","2008-02-28",4350
"169","2008-02-29",4325
"170","2008-03-03",3887.5
"171","2008-03-04",3737.5
"172","2008-03-05",3912.5
"173","2008-03-06",3750
"174","2008-03-07",3725
"175","2008-03-10",3750
"176","2008-03-11",3525
"177","2008-03-12",3525
"178","2008-03-13",3775
"179","2008-03-14",3512.5
"180","2008-03-17",3512.5
"181","2008-03-18",3200
"182","2008-03-19",3387.5
"183","2008-03-20",3387.5
"184","2008-03-24",3562.5
"185","2008-03-25",3562.5
"186","2008-03-26",3475
"187","2008-03-27",3287.5
"188","2008-03-28",3137.5
"189","2008-03-31",3575
"190","2008-04-01",3037.5
"191","2008-04-02",2950
"192","2008-04-03",2812.5
"193","2008-04-04",3212.5
"194","2008-04-07",3287.5
"195","2008-04-08",3237.5
"196","2008-04-09",3250
"197","2008-04-10",3162.5
"198","2008-04-11",2937.5
"199","2008-04-14",2937.5
"200","2008-04-15",3187.5
"201","2008-04-16",3287.5
"202","2008-04-17",3125
"203","2008-04-18",3125
"204","2008-04-21",3225
"205","2008-04-22",3125
"206","2008-04-23",3100
"207","2008-04-24",3250
"208","2008-04-25",3125
"209","2008-04-28",3137.5
"210","2008-04-29",3137.5
"211","2008-04-30",3412.5
"212","2008-05-01",4187.5
"213","2008-05-02",4537.5
"214","2008-05-05",4162.5
"215","2008-05-06",4100
"216","2008-05-07",4575
"217","2008-05-08",4212.5
"218","2008-05-09",3750
"219","2008-05-12",3750
"220","2008-05-13",3750
"221","2008-05-14",3750
"222","2008-05-15",3750
"223","2008-05-16",3625
"224","2008-05-19",3612.5
"225","2008-05-20",3762.5
"226","2008-05-21",3587.5
"227","2008-05-22",3675
"228","2008-05-23",3675
"229","2008-05-27",3650
"230","2008-05-28",3450
"231","2008-05-29",3275
"232","2008-05-30",3825
"233","2008-06-02",3637.5
"234","2008-06-03",3725
"235","2008-06-04",3812.5
"236","2008-06-05",3800
"237","2008-06-06",3737.5
"238","2008-06-09",3687.5
"239","2008-06-10",3675
"240","2008-06-11",3587.5
"241","2008-06-12",3375
"242","2008-06-13",3675
"243","2008-06-16",3812.5
"244","2008-06-17",3737.5
"245","2008-06-18",3737.5
"246","2008-06-19",3687.5
"247","2008-06-20",3612.5
"248","2008-06-23",3487.5
"249","2008-06-24",3337.5
"250","2008-06-25",3125
"251","2008-06-26",3375
"252","2008-06-27",3000
"253","2008-06-30",3300
"254","2008-07-01",2937.5
"255","2008-07-02",2950
"256","2008-07-03",2875
"257","2008-07-07",2937.5
"258","2008-07-08",3000
"259","2008-07-09",2875
"260","2008-07-10",3100
"261","2008-07-11",3100
"262","2008-07-14",2637.5
"263","2008-07-15",2637.5
"264","2008-07-16",2950
"265","2008-07-17",2875
"266","2008-07-18",2562.5
"267","2008-07-21",2562.5
"268","2008-07-22",2625
"269","2008-07-23",2812.5
"270","2008-07-24",2750
"271","2008-07-25",2937.5
"272","2008-07-28",2825
"273","2008-07-29",2825
"274","2008-07-30",2737.5
"275","2008-07-31",3025
"276","2008-08-01",3037.5
"277","2008-08-04",3000
"278","2008-08-05",2925
"279","2008-08-06",2750
"280","2008-08-07",2737.5
"281","2008-08-08",2500
"282","2008-08-11",2375
"283","2008-08-12",2500
"284","2008-08-13",2500
"285","2008-08-14",2500
"286","2008-08-15",2262.5
"287","2008-08-18",2462.5
"288","2008-08-19",2200
"289","2008-08-20",2037.5
"290","2008-08-21",1762.5
"291","2008-08-22",1875
"292","2008-08-25",1700
"293","2008-08-26",1825
"294","2008-08-27",2000
"295","2008-08-28",2050
"296","2008-08-29",2112.5
"297","2008-09-02",1900
"298","2008-09-03",2187.5
"299","2008-09-04",2162.5
"300","2008-09-05",1975
"301","2008-09-08",2075
"302","2008-09-09",2162.5
"303","2008-09-10",2062.5
"304","2008-09-11",1975
"305","2008-09-12",2037.5
"306","2008-09-15",1925
"307","2008-09-16",2000
"308","2008-09-17",1950
"309","2008-09-18",1662.5
"310","2008-09-19",1712.5
"311","2008-09-22",1662.5
"312","2008-09-23",1687.5
"313","2008-09-24",1475
"314","2008-09-25",1612.5
"315","2008-09-26",1825
"316","2008-09-29",1675
"317","2008-09-30",1600
"318","2008-10-01",1612.5
"319","2008-10-02",1550
"320","2008-10-03",1337.5
"321","2008-10-06",1250
"322","2008-10-07",1200
"323","2008-10-08",1125
"324","2008-10-09",1325
"325","2008-10-10",1162.5
"326","2008-10-13",1750
"327","2008-10-14",1750
"328","2008-10-15",1625
"329","2008-10-16",1525
"330","2008-10-17",1675
"331","2008-10-20",1325
"332","2008-10-21",1512.5
"333","2008-10-22",1400
"334","2008-10-23",1475
"335","2008-10-24",1250
"336","2008-10-27",1137.5
"337","2008-10-28",1437.5
"338","2008-10-29",1250
"339","2008-10-30",1187.5
"340","2008-10-31",1200
"341","2008-11-03",1200
"342","2008-11-04",1250
"343","2008-11-05",1462.5
"344","2008-11-06",1437.5
"345","2008-11-07",1450
"346","2008-11-10",1412.5
"347","2008-11-11",1375
"348","2008-11-12",1300
"349","2008-11-13",1300
"350","2008-11-14",1225
"351","2008-11-17",1012.5
"352","2008-11-18",1012.5
"353","2008-11-19",1137.5
"354","2008-11-20",875
"355","2008-11-21",1062.5
"356","2008-11-24",937.5
"357","2008-11-25",950
"358","2008-11-26",887.5
"359","2008-11-28",887.5
"360","2008-12-01",1050
"361","2008-12-02",925
"362","2008-12-03",950
"363","2008-12-04",950
"364","2008-12-05",950
"365","2008-12-08",1037.5
"366","2008-12-09",900
"367","2008-12-10",950
"368","2008-12-11",875
"369","2008-12-12",837.5
"370","2008-12-15",937.5
"371","2008-12-16",925
"372","2008-12-17",862.5
"373","2008-12-18",875
"374","2008-12-19",762.5
"375","2008-12-22",812.5
"376","2008-12-23",762.5
"377","2008-12-24",762.5
"378","2008-12-26",762.5
"379","2008-12-29",812.5
"380","2008-12-30",775
"381","2008-12-31",700
"382","2009-01-02",875
"383","2009-01-05",1000
"384","2009-01-06",1150
"385","2009-01-07",1075
"386","2009-01-08",1250
"387","2009-01-09",1137.5
"388","2009-01-12",1137.5
"389","2009-01-13",1012.5
"390","2009-01-14",937.5
"391","2009-01-15",937.5
"392","2009-01-16",937.5
"393","2009-01-20",737.5
"394","2009-01-21",750
"395","2009-01-22",750
"396","2009-01-23",750
"397","2009-01-26",750
"398","2009-01-27",750
"399","2009-01-28",750
"400","2009-01-29",750
"401","2009-01-30",725
"402","2009-02-02",725
"403","2009-02-03",725
"404","2009-02-04",712.5
"405","2009-02-05",625
"406","2009-02-06",725
"407","2009-02-09",725
"408","2009-02-10",725
"409","2009-02-11",800
"410","2009-02-12",825
"411","2009-02-13",1000
"412","2009-02-17",1062.5
"413","2009-02-18",1150
"414","2009-02-19",1250
"415","2009-02-20",1500
"416","2009-02-23",1375
"417","2009-02-24",1250
"418","2009-02-25",1375
"419","2009-02-26",1312.5
"420","2009-02-27",1337.5
"421","2009-03-02",1175
"422","2009-03-03",1062.5
"423","2009-03-04",1012.5
"424","2009-03-05",1100
"425","2009-03-06",1175
"426","2009-03-09",1062.5
"427","2009-03-10",1125
"428","2009-03-11",1187.5
"429","2009-03-12",1187.5
"430","2009-03-13",1125
"431","2009-03-16",1300
"432","2009-03-17",1175
"433","2009-03-18",1125
"434","2009-03-19",1237.5
"435","2009-03-20",1425
"436","2009-03-23",1325
"437","2009-03-24",1387.5
"438","2009-03-25",1525
"439","2009-03-26",1200
"440","2009-03-27",1250
"441","2009-03-30",1262.5
"442","2009-03-31",1437.5
"443","2009-04-01",1300
"444","2009-04-02",1312.5
"445","2009-04-03",1375
"446","2009-04-06",1375
"447","2009-04-07",1375
"448","2009-04-08",1375
"449","2009-04-09",1325
"450","2009-04-13",1325
"451","2009-04-14",1362.5
"452","2009-04-15",1375
"453","2009-04-16",1387.5
"454","2009-04-17",1387.5
"455","2009-04-20",1437.5
"456","2009-04-21",1200
"457","2009-04-22",1412.5
"458","2009-04-23",1400
"459","2009-04-24",1487.5
"460","2009-04-27",1500
"461","2009-04-28",1675
"462","2009-04-29",1937.5
"463","2009-04-30",1987.5
"464","2009-05-01",1937.5
"465","2009-05-04",1875
"466","2009-05-05",1625
"467","2009-05-06",1912.5
"468","2009-05-07",1625
"469","2009-05-08",1775
"470","2009-05-11",2212.5
"471","2009-05-12",1787.5
"472","2009-05-13",1987.5
"473","2009-05-14",1937.5
"474","2009-05-15",1925
"475","2009-05-18",1937.5
"476","2009-05-19",1850
"477","2009-05-20",1975
"478","2009-05-21",2025
"479","2009-05-22",1875
"480","2009-05-26",1875
"481","2009-05-27",2000
"482","2009-05-28",1800
"483","2009-05-29",1687.5
"484","2009-06-01",1750
"485","2009-06-02",2025
"486","2009-06-03",2050
"487","2009-06-04",2037.5
"488","2009-06-05",2037.5
"489","2009-06-08",1812.5
"490","2009-06-09",1875
"491","2009-06-10",1812.5
"492","2009-06-11",1750
"493","2009-06-12",1762.5
"494","2009-06-15",1750
"495","2009-06-16",1750
"496","2009-06-17",1875
"497","2009-06-18",1750
"498","2009-06-19",1575
"499","2009-06-22",1637.5
"500","2009-06-23",1637.5
"501","2009-06-24",1600
"502","2009-06-25",1612.5
"503","2009-06-26",1937.5
"504","2009-06-29",1687.5
"505","2009-06-30",1687.5
"506","2009-07-01",1687.5
"507","2009-07-02",1775
"508","2009-07-06",1775
"509","2009-07-07",1375
"510","2009-07-08",1400
"511","2009-07-09",1400
"512","2009-07-10",1400
"513","2009-07-13",1800
"514","2009-07-14",1687.5
"515","2009-07-15",1687.5
"516","2009-07-16",1687.5
"517","2009-07-17",1437.5
"518","2009-07-20",1612.5
"519","2009-07-21",1462.5
"520","2009-07-22",1450
"521","2009-07-23",1487.5
"522","2009-07-24",1500
"523","2009-07-27",1500
"524","2009-07-28",1500
"525","2009-07-29",1437.5
"526","2009-07-30",1325
"527","2009-07-31",1325
"528","2009-08-03",1550
"529","2009-08-04",1262.5
"530","2009-08-05",1500
"531","2009-08-06",1525
"532","2009-08-07",1575
"533","2009-08-10",1475
"534","2009-08-11",1537.5
