"","date","BLIN"
"535","2009-08-12",1900
"536","2009-08-13",1562.5
"537","2009-08-14",1550
"538","2009-08-17",1500
"539","2009-08-18",1425
"540","2009-08-19",1525
"541","2009-08-20",1450
"542","2009-08-21",1625
"543","2009-08-24",1662.5
"544","2009-08-25",1650
"545","2009-08-26",1562.5
"546","2009-08-27",1562.5
"547","2009-08-28",1562.5
"548","2009-08-31",1562.5
"549","2009-09-01",1462.5
"550","2009-09-02",1550
"551","2009-09-03",1537.5
"552","2009-09-04",1462.5
"553","2009-09-08",1462.5
"554","2009-09-09",1500
"555","2009-09-10",1500
"556","2009-09-11",1512.5
"557","2009-09-14",1600
"558","2009-09-15",1550
"559","2009-09-16",1487.5
"560","2009-09-17",1500
"561","2009-09-18",1687.5
"562","2009-09-21",1587.5
"563","2009-09-22",1487.5
"564","2009-09-23",1487.5
"565","2009-09-24",1500
"566","2009-09-25",1612.5
"567","2009-09-28",1587.5
"568","2009-09-29",1587.5
"569","2009-09-30",1500
"570","2009-10-01",1500
"571","2009-10-02",1562.5
"572","2009-10-05",1550
"573","2009-10-06",1562.5
"574","2009-10-07",1525
"575","2009-10-08",1525
"576","2009-10-09",1462.5
"577","2009-10-12",1500
"578","2009-10-13",1450
"579","2009-10-14",1462.5
"580","2009-10-15",1400
"581","2009-10-16",1387.5
"582","2009-10-19",1512.5
"583","2009-10-20",1537.5
"584","2009-10-21",1662.5
"585","2009-10-22",1537.5
"586","2009-10-23",1587.5
"587","2009-10-26",1462.5
"588","2009-10-27",1525
"589","2009-10-28",1512.5
"590","2009-10-29",1500
"591","2009-10-30",1612.5
"592","2009-11-02",1512.5
"593","2009-11-03",1512.5
"594","2009-11-04",1512.5
"595","2009-11-05",1562.5
"596","2009-11-06",1462.5
"597","2009-11-09",1412.5
"598","2009-11-10",1412.5
"599","2009-11-11",1487.5
"600","2009-11-12",1512.5
"601","2009-11-13",1500
"602","2009-11-16",1500
"603","2009-11-17",1425
"604","2009-11-18",1500
"605","2009-11-19",1537.5
"606","2009-11-20",1450
"607","2009-11-23",1500
"608","2009-11-24",1500
"609","2009-11-25",1500
"610","2009-11-27",1412.5
"611","2009-11-30",1325
"612","2009-12-01",1375
"613","2009-12-02",1437.5
"614","2009-12-03",1425
"615","2009-12-04",1425
"616","2009-12-07",1375
"617","2009-12-08",1350
"618","2009-12-09",1325
"619","2009-12-10",1350
"620","2009-12-11",1300
"621","2009-12-14",1387.5
"622","2009-12-15",1500
"623","2009-12-16",1500
"624","2009-12-17",1400
"625","2009-12-18",1325
"626","2009-12-21",1350
"627","2009-12-22",1400
"628","2009-12-23",1525
"629","2009-12-24",1600
"630","2009-12-28",1562.5
"631","2009-12-29",1612.5
"632","2009-12-30",1550
"633","2009-12-31",1500
"634","2010-01-04",1487.5
"635","2010-01-05",1437.5
"636","2010-01-06",1437.5
"637","2010-01-07",1400
"638","2010-01-08",1437.5
"639","2010-01-11",1487.5
"640","2010-01-12",1550
"641","2010-01-13",1587.5
"642","2010-01-14",1587.5
"643","2010-01-15",1587.5
"644","2010-01-19",1812.5
"645","2010-01-20",1750
"646","2010-01-21",1725
"647","2010-01-22",1662.5
"648","2010-01-25",1737.5
"649","2010-01-26",1737.5
"650","2010-01-27",1700
"651","2010-01-28",1687.5
"652","2010-01-29",1687.5
"653","2010-02-01",1750
"654","2010-02-02",1812.5
"655","2010-02-03",1750
"656","2010-02-04",1750
"657","2010-02-05",1750
"658","2010-02-08",1750
"659","2010-02-09",1750
"660","2010-02-10",1750
"661","2010-02-11",1975
"662","2010-02-12",1950
"663","2010-02-16",2012.5
"664","2010-02-17",1875
"665","2010-02-18",1775
"666","2010-02-19",1737.5
"667","2010-02-22",1750
"668","2010-02-23",1725
"669","2010-02-24",1575
"670","2010-02-25",1625
"671","2010-02-26",1662.5
"672","2010-03-01",1587.5
"673","2010-03-02",1537.5
"674","2010-03-03",1562.5
"675","2010-03-04",1462.5
"676","2010-03-05",1487.5
"677","2010-03-08",1487.5
"678","2010-03-09",1612.5
"679","2010-03-10",1562.5
"680","2010-03-11",1612.5
"681","2010-03-12",1550
"682","2010-03-15",1625
"683","2010-03-16",1575
"684","2010-03-17",1575
"685","2010-03-18",1537.5
"686","2010-03-19",1587.5
"687","2010-03-22",1612.5
"688","2010-03-23",1587.5
"689","2010-03-24",1587.5
"690","2010-03-25",1550
"691","2010-03-26",1612.5
"692","2010-03-29",1587.5
"693","2010-03-30",1512.5
"694","2010-03-31",1600
"695","2010-04-01",1612.5
"696","2010-04-05",1612.5
"697","2010-04-06",1512.5
"698","2010-04-07",1550
"699","2010-04-08",1625
"700","2010-04-09",1612.5
"701","2010-04-12",1612.5
"702","2010-04-13",1625
"703","2010-04-14",1587.5
"704","2010-04-15",1587.5
"705","2010-04-16",1625
"706","2010-04-19",1600
"707","2010-04-20",1562.5
"708","2010-04-21",1625
"709","2010-04-22",1625
"710","2010-04-23",1650
"711","2010-04-26",1625
"712","2010-04-27",1612.5
"713","2010-04-28",1612.5
"714","2010-04-29",1625
"715","2010-04-30",1612.5
"716","2010-05-03",1612.5
"717","2010-05-04",1612.5
"718","2010-05-05",1575
"719","2010-05-06",1625
"720","2010-05-07",1562.5
"721","2010-05-10",1625
"722","2010-05-11",1562.5
"723","2010-05-12",1562.5
"724","2010-05-13",1562.5
"725","2010-05-14",1562.5
"726","2010-05-17",1500
"727","2010-05-18",1425
"728","2010-05-19",1362.5
"729","2010-05-20",1362.5
"730","2010-05-21",1387.5
"731","2010-05-24",1512.5
"732","2010-05-25",1462.5
"733","2010-05-26",1437.5
"734","2010-05-27",1550
"735","2010-05-28",1400
"736","2010-06-01",1325
"737","2010-06-02",1412.5
"738","2010-06-03",1375
"739","2010-06-04",1375
"740","2010-06-07",1325
"741","2010-06-08",1450
"742","2010-06-09",1325
"743","2010-06-10",1400
"744","2010-06-11",1325
"745","2010-06-14",1375
"746","2010-06-15",1312.5
"747","2010-06-16",1375
"748","2010-06-17",1375
"749","2010-06-18",1525
"750","2010-06-21",1375
"751","2010-06-22",1325
"752","2010-06-23",1325
"753","2010-06-24",1325
"754","2010-06-25",1325
"755","2010-06-28",1300
"756","2010-06-29",1262.5
"757","2010-06-30",1475
"758","2010-07-01",1562.5
"759","2010-07-02",1400
"760","2010-07-06",1337.5
"761","2010-07-07",1375
"762","2010-07-08",1375
"763","2010-07-09",1375
"764","2010-07-12",1437.5
"765","2010-07-13",1550
"766","2010-07-14",1550
"767","2010-07-15",1400
"768","2010-07-16",1400
"769","2010-07-19",1337.5
"770","2010-07-20",1375
"771","2010-07-21",1312.5
"772","2010-07-22",1325
"773","2010-07-23",1350
"774","2010-07-26",1362.5
"775","2010-07-27",1425
"776","2010-07-28",1525
"777","2010-07-29",1362.5
"778","2010-07-30",1362.5
"779","2010-08-02",1312.5
"780","2010-08-03",1312.5
"781","2010-08-04",1312.5
"782","2010-08-05",1312.5
"783","2010-08-06",1312.5
"784","2010-08-09",1300
"785","2010-08-10",1300
"786","2010-08-11",1300
"787","2010-08-12",1300
"788","2010-08-13",1312.5
"789","2010-08-16",1300
"790","2010-08-17",1337.5
"791","2010-08-18",1350
"792","2010-08-19",1337.5
"793","2010-08-20",1425
"794","2010-08-23",1400
"795","2010-08-24",1287.5
"796","2010-08-25",1250
"797","2010-08-26",1250
"798","2010-08-27",1375
"799","2010-08-30",1325
"800","2010-08-31",1312.5
"801","2010-09-01",1312.5
"802","2010-09-02",1312.5
"803","2010-09-03",1300
"804","2010-09-07",1250
"805","2010-09-08",1250
"806","2010-09-09",1262.5
"807","2010-09-10",1262.5
"808","2010-09-13",1287.5
"809","2010-09-14",1287.5
"810","2010-09-15",1312.5
"811","2010-09-16",1312.5
"812","2010-09-17",1187.5
"813","2010-09-20",1312.5
"814","2010-09-21",1300
"815","2010-09-22",1325
"816","2010-09-23",1500
"817","2010-09-24",1500
"818","2010-09-27",1500
"819","2010-09-28",1500
"820","2010-09-29",1525
"821","2010-09-30",1525
"822","2010-10-01",1487.5
"823","2010-10-04",1487.5
"824","2010-10-05",1487.5
"825","2010-10-06",1487.5
"826","2010-10-07",1487.5
"827","2010-10-08",1387.5
"828","2010-10-11",1375
"829","2010-10-12",1312.5
"830","2010-10-13",1375
"831","2010-10-14",1250
"832","2010-10-15",1237.5
"833","2010-10-18",1300
"834","2010-10-19",1400
"835","2010-10-20",1325
"836","2010-10-21",1312.5
"837","2010-10-22",1325
"838","2010-10-25",1375
"839","2010-10-26",1512.5
"840","2010-10-27",1875
"841","2010-10-28",1750
"842","2010-10-29",1812.5
"843","2010-11-01",1850
"844","2010-11-02",1912.5
"845","2010-11-03",1875
"846","2010-11-04",1850
"847","2010-11-05",1800
"848","2010-11-08",1825
"849","2010-11-09",1750
"850","2010-11-10",1812.5
"851","2010-11-11",1862.5
"852","2010-11-12",1750
"853","2010-11-15",1587.5
"854","2010-11-16",1412.5
"855","2010-11-17",1462.5
"856","2010-11-18",1562.5
"857","2010-11-19",1500
"858","2010-11-22",1500
"859","2010-11-23",1475
"860","2010-11-24",1550
"861","2010-11-26",1550
"862","2010-11-29",1562.5
"863","2010-11-30",1687.5
"864","2010-12-01",1675
"865","2010-12-02",1762.5
"866","2010-12-03",1862.5
"867","2010-12-06",1800
"868","2010-12-07",1875
"869","2010-12-08",1975
"870","2010-12-09",1950
"871","2010-12-10",2025
"872","2010-12-13",2000
"873","2010-12-14",2000
"874","2010-12-15",2000
"875","2010-12-16",1812.5
"876","2010-12-17",1950
"877","2010-12-20",1975
"878","2010-12-21",1875
"879","2010-12-22",1850
"880","2010-12-23",1812.5
"881","2010-12-27",1812.5
"882","2010-12-28",1825
"883","2010-12-29",1925
"884","2010-12-30",1812.5
"885","2010-12-31",1800
"886","2011-01-03",1762.5
"887","2011-01-04",1812.5
"888","2011-01-05",1837.5
"889","2011-01-06",1887.5
"890","2011-01-07",1750
"891","2011-01-10",1762.5
"892","2011-01-11",1712.5
"893","2011-01-12",1750
"894","2011-01-13",1737.5
"895","2011-01-14",1675
"896","2011-01-18",1675
"897","2011-01-19",1650
"898","2011-01-20",1650
"899","2011-01-21",1650
"900","2011-01-24",1687.5
"901","2011-01-25",1787.5
"902","2011-01-26",1612.5
"903","2011-01-27",1750
"904","2011-01-28",1812.5
"905","2011-01-31",1775
"906","2011-02-01",1775
"907","2011-02-02",1775
"908","2011-02-03",1750
"909","2011-02-04",1687.5
"910","2011-02-07",1750
"911","2011-02-08",1812.5
"912","2011-02-09",1812.5
"913","2011-02-10",1775
"914","2011-02-11",1812.5
"915","2011-02-14",1750
"916","2011-02-15",1687.5
"917","2011-02-16",1625
"918","2011-02-17",1612.5
"919","2011-02-18",1525
"920","2011-02-22",1475
"921","2011-02-23",1512.5
"922","2011-02-24",1512.5
"923","2011-02-25",1575
"924","2011-02-28",1550
"925","2011-03-01",1487.5
"926","2011-03-02",1500
"927","2011-03-03",1500
"928","2011-03-04",1400
"929","2011-03-07",1437.5
"930","2011-03-08",1500
"931","2011-03-09",1487.5
"932","2011-03-10",1462.5
"933","2011-03-11",1462.5
"934","2011-03-14",1537.5
"935","2011-03-15",1450
"936","2011-03-16",1437.5
"937","2011-03-17",1412.5
"938","2011-03-18",1375
"939","2011-03-21",1437.5
"940","2011-03-22",1437.5
"941","2011-03-23",1375
"942","2011-03-24",1287.5
"943","2011-03-25",1375
"944","2011-03-28",1325
"945","2011-03-29",1325
"946","2011-03-30",1375
"947","2011-03-31",1375
"948","2011-04-01",1400
"949","2011-04-04",1412.5
"950","2011-04-05",1412.5
"951","2011-04-06",1412.5
"952","2011-04-07",1387.5
"953","2011-04-08",1337.5
"954","2011-04-11",1337.5
"955","2011-04-12",1337.5
"956","2011-04-13",1337.5
"957","2011-04-14",1412.5
"958","2011-04-15",1412.5
"959","2011-04-18",1412.5
"960","2011-04-19",1350
"961","2011-04-20",1375
"962","2011-04-21",1375
"963","2011-04-25",1375
"964","2011-04-26",1375
"965","2011-04-27",1325
"966","2011-04-28",1375
"967","2011-04-29",1412.5
"968","2011-05-02",1375
"969","2011-05-03",1375
"970","2011-05-04",1525
"971","2011-05-05",1437.5
"972","2011-05-06",1462.5
"973","2011-05-09",1462.5
"974","2011-05-10",1437.5
"975","2011-05-11",1450
"976","2011-05-12",1450
"977","2011-05-13",1487.5
"978","2011-05-16",1375
"979","2011-05-17",1375
"980","2011-05-18",1337.5
"981","2011-05-19",1312.5
"982","2011-05-20",1400
"983","2011-05-23",1337.5
"984","2011-05-24",1337.5
"985","2011-05-25",1337.5
"986","2011-05-26",1350
"987","2011-05-27",1325
"988","2011-05-31",1300
"989","2011-06-01",1287.5
"990","2011-06-02",1312.5
"991","2011-06-03",1312.5
"992","2011-06-06",1275
"993","2011-06-07",1300
"994","2011-06-08",1312.5
"995","2011-06-09",1262.5
"996","2011-06-10",1250
"997","2011-06-13",1237.5
"998","2011-06-14",1187.5
"999","2011-06-15",1237.5
"1000","2011-06-16",1187.5
"1001","2011-06-17",1187.5
"1002","2011-06-20",1125
"1003","2011-06-21",1037.5
"1004","2011-06-22",1125
"1005","2011-06-23",1087.5
"1006","2011-06-24",1087.5
"1007","2011-06-27",1025
"1008","2011-06-28",1087.5
