"","date","EFC"
"1","2010-10-08",21.75
"2","2010-10-11",21.75
"3","2010-10-12",22.25
"4","2010-10-13",22.4
"5","2010-10-14",22.35
"6","2010-10-15",22.360001
"7","2010-10-18",22.4
"8","2010-10-19",22.209999
"9","2010-10-20",22.23
"10","2010-10-21",22.24
"11","2010-10-22",22.200001
"12","2010-10-25",21.85
"13","2010-10-26",21.950001
"14","2010-10-27",21.91
"15","2010-10-28",21.950001
"16","2010-10-29",22.030001
"17","2010-11-01",22.110001
"18","2010-11-02",21.99
"19","2010-11-03",21.940001
"20","2010-11-04",22.15
"21","2010-11-05",22.09
"22","2010-11-08",21.93
"23","2010-11-09",21.870001
"24","2010-11-10",21.75
"25","2010-11-11",21.9
"26","2010-11-12",21.9
"27","2010-11-15",21.969999
"28","2010-11-16",22.1
"29","2010-11-17",22.09
"30","2010-11-18",22.049999
"31","2010-11-19",22.35
"32","2010-11-22",22.35
"33","2010-11-23",22.4
"34","2010-11-24",22.559999
"35","2010-11-26",22.59
"36","2010-11-29",22.25
"37","2010-11-30",22.299999
"38","2010-12-01",22.299999
"39","2010-12-02",22.290001
"40","2010-12-03",22.290001
"41","2010-12-06",22.4
"42","2010-12-07",22
"43","2010-12-08",22
"44","2010-12-09",22.15
"45","2010-12-10",22.25
"46","2010-12-13",22.24
"47","2010-12-14",22.200001
"48","2010-12-15",22.18
"49","2010-12-16",22.24
"50","2010-12-17",21.950001
"51","2010-12-20",22.200001
"52","2010-12-21",22.24
"53","2010-12-22",22.24
"54","2010-12-23",22.200001
"55","2010-12-27",22.299999
"56","2010-12-28",22.25
"57","2010-12-29",22.280001
"58","2010-12-30",22.25
"59","2010-12-31",22.24
"60","2011-01-03",22.190001
"61","2011-01-04",22.190001
"62","2011-01-05",22.15
"63","2011-01-06",22.15
"64","2011-01-07",22.280001
"65","2011-01-10",22.24
"66","2011-01-11",22.219999
"67","2011-01-12",22.18
"68","2011-01-13",22.32
"69","2011-01-14",22.25
"70","2011-01-18",22.25
"71","2011-01-19",22.6
"72","2011-01-20",22.41
"73","2011-01-21",22.299999
"74","2011-01-24",22.25
"75","2011-01-25",22.34
"76","2011-01-26",22.17
"77","2011-01-27",22.209999
"78","2011-01-28",22.200001
"79","2011-01-31",22.209999
"80","2011-02-01",22.200001
"81","2011-02-02",22
"82","2011-02-03",22.5
"83","2011-02-04",22.450001
"84","2011-02-07",22.6
"85","2011-02-08",22.65
"86","2011-02-09",22.799999
"87","2011-02-10",22.76
"88","2011-02-11",23.93
"89","2011-02-14",24.34
"90","2011-02-15",24.33
"91","2011-02-16",24.370001
"92","2011-02-17",24.15
"93","2011-02-18",24.24
"94","2011-02-22",24.09
"95","2011-02-23",24
"96","2011-02-24",24
"97","2011-02-25",23
"98","2011-02-28",23.559999
"99","2011-03-01",23.32
"100","2011-03-02",23.290001
"101","2011-03-03",23.389999
"102","2011-03-04",23.25
"103","2011-03-07",23.49
"104","2011-03-08",23.5
"105","2011-03-09",23.459999
"106","2011-03-10",23.43
"107","2011-03-11",23.42
"108","2011-03-14",23.33
"109","2011-03-15",23.219999
"110","2011-03-16",23.15
"111","2011-03-17",23.040001
"112","2011-03-18",23.27
"113","2011-03-21",23
"114","2011-03-22",22.879999
"115","2011-03-23",22.950001
"116","2011-03-24",22.93
"117","2011-03-25",23.09
"118","2011-03-28",23.139999
"119","2011-03-29",23
"120","2011-03-30",23.01
"121","2011-03-31",23.049999
"122","2011-04-01",22.93
"123","2011-04-04",22.870001
"124","2011-04-05",22.48
"125","2011-04-06",22.559999
"126","2011-04-07",22.75
"127","2011-04-08",22.43
"128","2011-04-11",22.299999
"129","2011-04-12",22.200001
"130","2011-04-13",22.190001
"131","2011-04-14",22.459999
"132","2011-04-15",22.879999
"133","2011-04-18",22.450001
"134","2011-04-19",22.629999
"135","2011-04-20",22.5
"136","2011-04-21",22.65
"137","2011-04-25",22.959999
"138","2011-04-26",22.99
"139","2011-04-27",22.860001
"140","2011-04-28",23.15
"141","2011-04-29",22.74
"142","2011-05-02",22.709999
"143","2011-05-03",22.73
"144","2011-05-04",22.629999
"145","2011-05-05",22.610001
"146","2011-05-06",22.76
"147","2011-05-09",22.99
"148","2011-05-10",22.700001
"149","2011-05-11",22.540001
"150","2011-05-12",22.4
"151","2011-05-13",22.26
"152","2011-05-16",21.959999
"153","2011-05-17",21.940001
"154","2011-05-18",21.85
"155","2011-05-19",21.809999
"156","2011-05-20",22.059999
"157","2011-05-23",21.969999
"158","2011-05-24",22.129999
"159","2011-05-25",22.23
"160","2011-05-26",22.190001
"161","2011-05-27",21.93
"162","2011-05-31",21.969999
"163","2011-06-01",21.959999
"164","2011-06-02",21.940001
"165","2011-06-03",22.1
"166","2011-06-06",22.030001
"167","2011-06-07",22.08
"168","2011-06-08",22.02
"169","2011-06-09",22.030001
"170","2011-06-10",22.16
"171","2011-06-13",21.559999
"172","2011-06-14",21.370001
"173","2011-06-15",21.01
"174","2011-06-16",21.120001
"175","2011-06-17",21.15
"176","2011-06-20",20.99
"177","2011-06-21",20.969999
"178","2011-06-22",20.98
"179","2011-06-23",21.040001
"180","2011-06-24",20.889999
"181","2011-06-27",20.84
"182","2011-06-28",20.860001
"183","2011-06-29",20.85
"184","2011-06-30",21.049999
"185","2011-07-01",21.049999
"186","2011-07-05",20.93
"187","2011-07-06",20.860001
"188","2011-07-07",21.59
"189","2011-07-08",21.6
"190","2011-07-11",21.389999
"191","2011-07-12",21
"192","2011-07-13",21
"193","2011-07-14",20.700001
"194","2011-07-15",20.67
"195","2011-07-18",20.700001
"196","2011-07-19",20.52
"197","2011-07-20",20.57
"198","2011-07-21",20.51
"199","2011-07-22",20.469999
"200","2011-07-25",20.440001
"201","2011-07-26",20.219999
"202","2011-07-27",19.799999
"203","2011-07-28",19.879999
"204","2011-07-29",19.629999
"205","2011-08-01",20.09
"206","2011-08-02",19.969999
"207","2011-08-03",20.43
"208","2011-08-04",19.74
"209","2011-08-05",18.860001
"210","2011-08-08",18
"211","2011-08-09",18.389999
"212","2011-08-10",18.200001
"213","2011-08-11",18.530001
"214","2011-08-12",18.16
"215","2011-08-15",19.049999
"216","2011-08-16",18.91
"217","2011-08-17",19.33
"218","2011-08-18",18.67
"219","2011-08-19",18.290001
"220","2011-08-22",18.299999
"221","2011-08-23",17.9
