"","date","MPLX"
"1","2012-10-26",27.200001
"2","2012-10-31",27.25
"3","2012-11-01",26.690001
"4","2012-11-02",27.059999
"5","2012-11-05",27
"6","2012-11-06",27.530001
"7","2012-11-07",27.219999
"8","2012-11-08",27
"9","2012-11-09",27.440001
"10","2012-11-12",27.459999
"11","2012-11-13",27.389999
"12","2012-11-14",26.889999
"13","2012-11-15",26.92
"14","2012-11-16",27.18
"15","2012-11-19",27.049999
"16","2012-11-20",27
"17","2012-11-21",26.9
"18","2012-11-23",26.969999
"19","2012-11-26",27.200001
"20","2012-11-27",27.4
"21","2012-11-28",28.030001
"22","2012-11-29",28.690001
"23","2012-11-30",28.860001
"24","2012-12-03",29.9
"25","2012-12-04",29.559999
"26","2012-12-05",29.360001
"27","2012-12-06",29.34
"28","2012-12-07",30.15
"29","2012-12-10",30.49
"30","2012-12-11",31.299999
"31","2012-12-12",31.309999
"32","2012-12-13",30.959999
"33","2012-12-14",30.709999
"34","2012-12-17",30.6
"35","2012-12-18",30.690001
"36","2012-12-19",30.73
"37","2012-12-20",30.43
"38","2012-12-21",30.57
"39","2012-12-24",30.209999
"40","2012-12-26",30.33
"41","2012-12-27",30.59
"42","2012-12-28",30.25
"43","2012-12-31",31.190001
"44","2013-01-02",32.849998
"45","2013-01-03",32.599998
"46","2013-01-04",32.25
"47","2013-01-07",32.040001
"48","2013-01-08",32.360001
"49","2013-01-09",32.310001
"50","2013-01-10",32.34
"51","2013-01-11",32.43
"52","2013-01-14",32.18
"53","2013-01-15",32.639999
"54","2013-01-16",33.299999
"55","2013-01-17",32.93
"56","2013-01-18",32.200001
"57","2013-01-22",32.860001
"58","2013-01-23",32.919998
"59","2013-01-24",33.049999
"60","2013-01-25",33.099998
"61","2013-01-28",33.889999
"62","2013-01-29",33.369999
"63","2013-01-30",34.25
"64","2013-01-31",34.419998
"65","2013-02-01",35.560001
"66","2013-02-04",34.919998
"67","2013-02-05",34.889999
"68","2013-02-06",34.27
"69","2013-02-07",34.259998
"70","2013-02-08",34.419998
"71","2013-02-11",35.209999
"72","2013-02-12",35.709999
"73","2013-02-13",35.950001
"74","2013-02-14",35.5
"75","2013-02-15",35.139999
"76","2013-02-19",36.32
"77","2013-02-20",35.009998
"78","2013-02-21",34.259998
"79","2013-02-22",33.73
"80","2013-02-25",33.529999
"81","2013-02-26",33.150002
"82","2013-02-27",32.970001
"83","2013-02-28",32.689999
"84","2013-03-01",32.880001
"85","2013-03-04",33.419998
"86","2013-03-05",34.549999
"87","2013-03-06",35.299999
"88","2013-03-07",36.599998
"89","2013-03-08",37.509998
"90","2013-03-11",37.900002
"91","2013-03-12",37.93
"92","2013-03-13",37.220001
"93","2013-03-14",36.630001
"94","2013-03-15",36.360001
"95","2013-03-18",36
"96","2013-03-19",36.139999
"97","2013-03-20",37.009998
"98","2013-03-21",37.040001
"99","2013-03-22",37.599998
"100","2013-03-25",37.689999
"101","2013-03-26",37.700001
"102","2013-03-27",37.259998
"103","2013-03-28",37.450001
"104","2013-04-01",37.700001
"105","2013-04-02",37.709999
"106","2013-04-03",36.389999
"107","2013-04-04",36.049999
"108","2013-04-05",35.09
"109","2013-04-08",36.299999
"110","2013-04-09",36.68
"111","2013-04-10",36.32
"112","2013-04-11",36.57
"113","2013-04-12",36.82
"114","2013-04-15",35.380001
"115","2013-04-16",35.02
"116","2013-04-17",34.880001
"117","2013-04-18",35.75
"118","2013-04-19",35.75
"119","2013-04-22",36.18
"120","2013-04-23",36.380001
"121","2013-04-24",38.189999
"122","2013-04-25",38.880001
"123","2013-04-26",38.700001
"124","2013-04-29",39.099998
"125","2013-04-30",38.27
"126","2013-05-01",36.990002
"127","2013-05-02",36.639999
"128","2013-05-03",37.919998
"129","2013-05-06",38.310001
"130","2013-05-07",38.139999
"131","2013-05-08",37.27
"132","2013-05-09",37.02
"133","2013-05-10",36.630001
"134","2013-05-13",36.5
"135","2013-05-14",36.5
"136","2013-05-15",36.68
"137","2013-05-16",37.619999
"138","2013-05-17",37.27
"139","2013-05-20",38.080002
"140","2013-05-21",38.529999
"141","2013-05-22",38.529999
"142","2013-05-23",39.200001
"143","2013-05-24",38.630001
"144","2013-05-28",37.91
"145","2013-05-29",38.970001
"146","2013-05-30",38.18
"147","2013-05-31",37.130001
"148","2013-06-03",36.75
"149","2013-06-04",35.209999
"150","2013-06-05",35
"151","2013-06-06",34.57
"152","2013-06-07",36
"153","2013-06-10",37.98
"154","2013-06-11",37.66
"155","2013-06-12",37.25
"156","2013-06-13",37.599998
"157","2013-06-14",37.82
"158","2013-06-17",38.720001
"159","2013-06-18",38.93
"160","2013-06-19",38.98
"161","2013-06-20",38.360001
"162","2013-06-21",36.759998
"163","2013-06-24",36.549999
"164","2013-06-25",36.220001
"165","2013-06-26",37.200001
"166","2013-06-27",37.240002
"167","2013-06-28",36.810001
"168","2013-07-01",36.849998
"169","2013-07-02",36.639999
"170","2013-07-03",36.790001
"171","2013-07-05",36.900002
"172","2013-07-08",37.330002
"173","2013-07-09",36.990002
"174","2013-07-10",37.200001
"175","2013-07-11",37.490002
"176","2013-07-12",37.610001
"177","2013-07-15",37.73
"178","2013-07-16",37.5
"179","2013-07-17",37.029999
"180","2013-07-18",36.950001
"181","2013-07-19",36.970001
"182","2013-07-22",36.830002
"183","2013-07-23",36.77
"184","2013-07-24",36.360001
"185","2013-07-25",36.299999
"186","2013-07-26",36.84
"187","2013-07-29",36.700001
"188","2013-07-30",36.080002
"189","2013-07-31",35.75
"190","2013-08-01",35.389999
"191","2013-08-02",35.139999
"192","2013-08-05",35.080002
"193","2013-08-06",34.849998
"194","2013-08-07",35.950001
"195","2013-08-08",36.790001
"196","2013-08-09",37.099998
"197","2013-08-12",37.77
"198","2013-08-13",36.549999
"199","2013-08-14",35.950001
"200","2013-08-15",35.599998
"201","2013-08-16",34.880001
"202","2013-08-19",34.779999
"203","2013-08-20",35.419998
"204","2013-08-21",35.57
"205","2013-08-22",35.549999
"206","2013-08-23",35.130001
"207","2013-08-26",35.080002
"208","2013-08-27",34.799999
"209","2013-08-28",35.18
"210","2013-08-29",35.09
"211","2013-08-30",35.700001
"212","2013-09-03",35.299999
"213","2013-09-04",35.110001
"214","2013-09-05",34.98
"215","2013-09-06",35.169998
"216","2013-09-09",35.150002
"217","2013-09-10",35.139999
"218","2013-09-11",36.009998
"219","2013-09-12",36.150002
"220","2013-09-13",36.009998
"221","2013-09-16",36.349998
"222","2013-09-17",35.959999
"223","2013-09-18",35.810001
"224","2013-09-19",36.5
"225","2013-09-20",36.200001
"226","2013-09-23",36.02
"227","2013-09-24",36.060001
"228","2013-09-25",36.060001
"229","2013-09-26",36.279999
"230","2013-09-27",36.400002
"231","2013-09-30",36.439999
"232","2013-10-01",36.48
"233","2013-10-02",36.41
"234","2013-10-03",36.209999
"235","2013-10-04",36.599998
"236","2013-10-07",37
"237","2013-10-08",37.009998
"238","2013-10-09",37.07
"239","2013-10-10",36.82
"240","2013-10-11",37.459999
"241","2013-10-14",37.650002
"242","2013-10-15",37.490002
"243","2013-10-16",36.549999
"244","2013-10-17",36.919998
"245","2013-10-18",37.830002
"246","2013-10-21",37.27
"247","2013-10-22",37.610001
"248","2013-10-23",37.740002
"249","2013-10-24",38.060001
"250","2013-10-25",37.490002
"251","2013-10-28",38.169998
"252","2013-10-29",37.66
"253","2013-10-30",37.200001
"254","2013-10-31",36.84
"255","2013-11-01",36.619999
"256","2013-11-04",36.860001
"257","2013-11-05",37.34
"258","2013-11-06",36.740002
"259","2013-11-07",36.459999
"260","2013-11-08",35.970001
"261","2013-11-11",36
"262","2013-11-12",36.209999
"263","2013-11-13",36.349998
"264","2013-11-14",37.189999
"265","2013-11-15",37.200001
"266","2013-11-18",37.099998
"267","2013-11-19",37.639999
"268","2013-11-20",37.990002
"269","2013-11-21",38.040001
"270","2013-11-22",38.470001
"271","2013-11-25",38.130001
"272","2013-11-26",38.259998
"273","2013-11-27",37.869999
"274","2013-11-29",38.060001
"275","2013-12-02",38.880001
"276","2013-12-03",38.880001
"277","2013-12-04",37.419998
"278","2013-12-05",37.27
"279","2013-12-06",36.849998
"280","2013-12-09",37.93
"281","2013-12-10",37.849998
"282","2013-12-11",37.41
"283","2013-12-12",37.84
"284","2013-12-13",38.139999
"285","2013-12-16",38.900002
"286","2013-12-17",38.639999
"287","2013-12-18",38.619999
"288","2013-12-19",38.68
"289","2013-12-20",39.84
"290","2013-12-23",40.799999
"291","2013-12-24",40.77
"292","2013-12-26",40.860001
"293","2013-12-27",40.779999
"294","2013-12-30",43.080002
"295","2013-12-31",44.540001
"296","2014-01-02",42.130001
"297","2014-01-03",40.75
"298","2014-01-06",41.279999
"299","2014-01-07",40.549999
"300","2014-01-08",40.450001
"301","2014-01-09",40.450001
"302","2014-01-10",40.950001
"303","2014-01-13",41
"304","2014-01-14",41.169998
"305","2014-01-15",41
"306","2014-01-16",41.240002
"307","2014-01-17",42.09
"308","2014-01-21",43.299999
"309","2014-01-22",44.25
"310","2014-01-23",43.369999
"311","2014-01-24",43.639999
"312","2014-01-27",45.209999
"313","2014-01-28",46.330002
"314","2014-01-29",46.91
"315","2014-01-30",46.709999
"316","2014-01-31",46.009998
"317","2014-02-03",45.599998
"318","2014-02-04",45.09
"319","2014-02-05",45.299999
"320","2014-02-06",46.93
"321","2014-02-07",47.439999
"322","2014-02-10",46.84
"323","2014-02-11",47.220001
"324","2014-02-12",47.419998
"325","2014-02-13",47.639999
"326","2014-02-14",47.630001
"327","2014-02-18",48.200001
"328","2014-02-19",48.599998
"329","2014-02-20",47.950001
"330","2014-02-21",48.48
"331","2014-02-24",49.470001
"332","2014-02-25",49.150002
"333","2014-02-26",49.310001
"334","2014-02-27",49.200001
"335","2014-02-28",48.810001
"336","2014-03-03",48.740002
"337","2014-03-04",49
"338","2014-03-05",49.099998
"339","2014-03-06",48.810001
"340","2014-03-07",49.32
"341","2014-03-10",49.450001
"342","2014-03-11",49.27
"343","2014-03-12",49.639999
"344","2014-03-13",49.200001
"345","2014-03-14",49
"346","2014-03-17",48.950001
"347","2014-03-18",48.810001
