"","date","ECPG"
"108","2007-06-07",11.92
"109","2007-06-08",11.84
"110","2007-06-11",11.92
"111","2007-06-12",11.81
"112","2007-06-13",11.9
"113","2007-06-14",11.9
"114","2007-06-15",12.16
"115","2007-06-18",12.02
"116","2007-06-19",11.98
"117","2007-06-20",11.91
"118","2007-06-21",11.98
"119","2007-06-22",11.67
"120","2007-06-25",11.85
"121","2007-06-26",11.77
"122","2007-06-27",12.1
"123","2007-06-28",12.5
"124","2007-06-29",12.48
"125","2007-07-02",12.61
"126","2007-07-03",12.74
"127","2007-07-05",12.77
"128","2007-07-06",12.74
"129","2007-07-09",12.77
"130","2007-07-10",12.51
"131","2007-07-11",12.38
"132","2007-07-12",12.67
"133","2007-07-13",12.39
"134","2007-07-16",12.31
"135","2007-07-17",12.33
"136","2007-07-18",12.28
"137","2007-07-19",12.28
"138","2007-07-20",12.21
"139","2007-07-23",12.09
"140","2007-07-24",11.81
"141","2007-07-25",11.51
"142","2007-07-26",11.25
"143","2007-07-27",10.9
"144","2007-07-30",10.61
"145","2007-07-31",10.33
"146","2007-08-01",10.21
"147","2007-08-02",10.08
"148","2007-08-03",9.81
"149","2007-08-06",9.74
"150","2007-08-07",9.66
"151","2007-08-08",9.83
"152","2007-08-09",9.65
"153","2007-08-10",9.86
"154","2007-08-13",10.27
"155","2007-08-14",9.72
"156","2007-08-15",10.05
"157","2007-08-16",10.2
"158","2007-08-17",10.37
"159","2007-08-20",10.18
"160","2007-08-21",10.24
"161","2007-08-22",10.98
"162","2007-08-23",10.92
"163","2007-08-24",11.05
"164","2007-08-27",10.81
"165","2007-08-28",10.56
"166","2007-08-29",10.68
"167","2007-08-30",10.73
"168","2007-08-31",11
"169","2007-09-04",11.02
"170","2007-09-05",10.94
"171","2007-09-06",10.77
"172","2007-09-07",10.43
"173","2007-09-10",10.44
"174","2007-09-11",10.43
"175","2007-09-12",10.44
"176","2007-09-13",10.47
"177","2007-09-14",10.53
"178","2007-09-17",10.35
"179","2007-09-18",11.23
"180","2007-09-19",11.66
"181","2007-09-20",11.47
"182","2007-09-21",11.85
"183","2007-09-24",11.73
"184","2007-09-25",11.2
"185","2007-09-26",11.79
"186","2007-09-27",11.75
"187","2007-09-28",11.8
"188","2007-10-01",11.78
"189","2007-10-02",11.96
"190","2007-10-03",12.04
"191","2007-10-04",11.75
"192","2007-10-05",11.67
"193","2007-10-08",11.66
"194","2007-10-09",11.55
"195","2007-10-10",11.4
"196","2007-10-11",11.4
"197","2007-10-12",11.75
"198","2007-10-15",11.74
"199","2007-10-16",11.6
"200","2007-10-17",11.75
"201","2007-10-18",11.17
"202","2007-10-19",10.95
"203","2007-10-22",11.2
"204","2007-10-23",10.85
"205","2007-10-24",10.79
"206","2007-10-25",10.64
"207","2007-10-26",11.25
"208","2007-10-29",11.21
"209","2007-10-30",11.39
"210","2007-10-31",11.41
"211","2007-11-01",10.72
"212","2007-11-02",11.06
"213","2007-11-05",10.73
"214","2007-11-06",10.99
"215","2007-11-07",10.56
"216","2007-11-08",10.44
"217","2007-11-09",10.39
"218","2007-11-12",10.35
"219","2007-11-13",10.11
"220","2007-11-14",10.25
"221","2007-11-15",10.18
"222","2007-11-16",10.25
"223","2007-11-19",10.12
"224","2007-11-20",10.44
"225","2007-11-21",10.13
"226","2007-11-23",10.4
"227","2007-11-26",10.28
"228","2007-11-27",10.34
"229","2007-11-28",10.39
"230","2007-11-29",10.14
"231","2007-11-30",10.27
"232","2007-12-03",10.38
"233","2007-12-04",10.21
"234","2007-12-05",10.13
"235","2007-12-06",10.48
"236","2007-12-07",10.54
"237","2007-12-10",10.38
"238","2007-12-11",9.92
"239","2007-12-12",9.91
"240","2007-12-13",9.88
"241","2007-12-14",9.56
"242","2007-12-17",9.49
"243","2007-12-18",9.34
"244","2007-12-19",9.25
"245","2007-12-20",9.05
"246","2007-12-21",9.24
"247","2007-12-24",9.13
"248","2007-12-26",9.58
"249","2007-12-27",9.02
"250","2007-12-28",9.04
"251","2007-12-31",9.68
"252","2008-01-02",8.85
"253","2008-01-03",8.74
"254","2008-01-04",8.84
"255","2008-01-07",8.9
"256","2008-01-08",7.97
"257","2008-01-09",7.7
"258","2008-01-10",7.3
"259","2008-01-11",7.35
"260","2008-01-14",7.57
"261","2008-01-15",7.54
"262","2008-01-16",7.85
"263","2008-01-17",7.3
"264","2008-01-18",6.98
"265","2008-01-22",6.92
"266","2008-01-23",7.4
"267","2008-01-24",7.25
"268","2008-01-25",7.21
"269","2008-01-28",7.25
"270","2008-01-29",7.45
"271","2008-01-30",7.59
"272","2008-01-31",7.82
"273","2008-02-01",7.93
"274","2008-02-04",7.83
"275","2008-02-05",7.67
"276","2008-02-06",7.95
"277","2008-02-07",7.87
"278","2008-02-08",7.78
"279","2008-02-11",7.94
"280","2008-02-12",7.71
"281","2008-02-13",8.41
"282","2008-02-14",7.71
"283","2008-02-15",7.09
"284","2008-02-19",7.47
"285","2008-02-20",7.38
"286","2008-02-21",7.39
"287","2008-02-22",7.65
"288","2008-02-25",7.6
"289","2008-02-26",7.76
"290","2008-02-27",7.57
"291","2008-02-28",7.67
"292","2008-02-29",7.38
"293","2008-03-03",7.35
"294","2008-03-04",7.54
"295","2008-03-05",7.56
"296","2008-03-06",7.34
"297","2008-03-07",7.27
"298","2008-03-10",7.32
"299","2008-03-11",7.44
"300","2008-03-12",7.3
"301","2008-03-13",7.35
"302","2008-03-14",6.8
"303","2008-03-17",6.74
"304","2008-03-18",7
"305","2008-03-19",6.95
"306","2008-03-20",7.16
"307","2008-03-24",7.45
"308","2008-03-25",7.66
"309","2008-03-26",7.28
"310","2008-03-27",6.9
"311","2008-03-28",6.9
"312","2008-03-31",6.8
"313","2008-04-01",6.96
"314","2008-04-02",7.01
"315","2008-04-03",6.91
"316","2008-04-04",6.81
"317","2008-04-07",6.69
"318","2008-04-08",6.89
"319","2008-04-09",6.41
"320","2008-04-10",6.42
"321","2008-04-11",6.45
"322","2008-04-14",6.49
"323","2008-04-15",6.55
"324","2008-04-16",6.71
"325","2008-04-17",6.46
"326","2008-04-18",6.45
"327","2008-04-21",6.3
"328","2008-04-22",6.29
"329","2008-04-23",6.6
"330","2008-04-24",6.76
"331","2008-04-25",6.5
"332","2008-04-28",6.3
"333","2008-04-29",6.45
"334","2008-04-30",6.7
"335","2008-05-01",8.09
"336","2008-05-02",7.95
"337","2008-05-05",8.04
"338","2008-05-06",8.59
"339","2008-05-07",8.65
"340","2008-05-08",8.71
"341","2008-05-09",9.1
"342","2008-05-12",9.47
"343","2008-05-13",9.89
"344","2008-05-14",9.56
"345","2008-05-15",9.39
"346","2008-05-16",9.68
"347","2008-05-19",9.82
"348","2008-05-20",9.76
"349","2008-05-21",9.43
"350","2008-05-22",9.79
"351","2008-05-23",9.74
"352","2008-05-27",10.27
"353","2008-05-28",10.06
"354","2008-05-29",10.25
"355","2008-05-30",10.57
"356","2008-06-02",10.27
"357","2008-06-03",10.29
"358","2008-06-04",10.33
"359","2008-06-05",10.9
"360","2008-06-06",10.55
"361","2008-06-09",10.35
"362","2008-06-10",10.29
"363","2008-06-11",9.79
"364","2008-06-12",9.68
"365","2008-06-13",10.22
"366","2008-06-16",10.64
"367","2008-06-17",10.26
"368","2008-06-18",9.97
"369","2008-06-19",9.88
"370","2008-06-20",9.57
"371","2008-06-23",9.17
"372","2008-06-24",8.96
"373","2008-06-25",9.05
"374","2008-06-26",9.24
"375","2008-06-27",9.23
"376","2008-06-30",8.83
"377","2008-07-01",8.84
"378","2008-07-02",8.87
"379","2008-07-03",8.58
"380","2008-07-07",8.9
"381","2008-07-08",9.08
"382","2008-07-09",8.91
"383","2008-07-10",9.06
"384","2008-07-11",9.14
"385","2008-07-14",8.88
"386","2008-07-15",8.71
"387","2008-07-16",9.52
"388","2008-07-17",9.99
"389","2008-07-18",10.4
"390","2008-07-21",10.46
"391","2008-07-22",11.16
"392","2008-07-23",11.4
"393","2008-07-24",11.01
"394","2008-07-25",11.06
"395","2008-07-28",10.57
"396","2008-07-29",11.63
"397","2008-07-30",11.78
"398","2008-07-31",12.25
"399","2008-08-01",12.77
"400","2008-08-04",12
"401","2008-08-05",11.75
"402","2008-08-06",11.89
"403","2008-08-07",10.81
"404","2008-08-08",11.5
"405","2008-08-11",11.99
"406","2008-08-12",11.69
"407","2008-08-13",11.41
"408","2008-08-14",11.93
"409","2008-08-15",11.76
"410","2008-08-18",11.19
"411","2008-08-19",10.87
"412","2008-08-20",11.36
"413","2008-08-21",11.3
"414","2008-08-22",11.65
"415","2008-08-25",11.64
"416","2008-08-26",11.85
"417","2008-08-27",12.12
"418","2008-08-28",12.88
"419","2008-08-29",12.7
"420","2008-09-02",13.24
"421","2008-09-03",13.6
"422","2008-09-04",12.85
"423","2008-09-05",12.93
"424","2008-09-08",13.92
"425","2008-09-09",13.62
"426","2008-09-10",13.8
"427","2008-09-11",13.59
"428","2008-09-12",13.96
"429","2008-09-15",12.83
"430","2008-09-16",12.58
"431","2008-09-17",11.95
"432","2008-09-18",11.72
"433","2008-09-19",13.81
"434","2008-09-22",13
"435","2008-09-23",13.48
"436","2008-09-24",13.61
"437","2008-09-25",13.5
"438","2008-09-26",13.8
"439","2008-09-29",13.48
"440","2008-09-30",13.7
"441","2008-10-01",13.52
"442","2008-10-02",12.62
"443","2008-10-03",11.74
"444","2008-10-06",11.35
"445","2008-10-07",10.8
"446","2008-10-08",9.82
"447","2008-10-09",9.18
"448","2008-10-10",8.73
"449","2008-10-13",9.45
"450","2008-10-14",9.98
"451","2008-10-15",9.14
"452","2008-10-16",10.36
"453","2008-10-17",10.8
"454","2008-10-20",10.81
"455","2008-10-21",10.88
"456","2008-10-22",9.78
"457","2008-10-23",9.79
"458","2008-10-24",9.02
"459","2008-10-27",8.73
"460","2008-10-28",8.74
"461","2008-10-29",8.51
"462","2008-10-30",9.06
"463","2008-10-31",9.36
"464","2008-11-03",9.16
"465","2008-11-04",8.75
"466","2008-11-05",8.52
"467","2008-11-06",8.4
"468","2008-11-07",8.58
"469","2008-11-10",8.47
"470","2008-11-11",8
"471","2008-11-12",7.3
"472","2008-11-13",8.82
"473","2008-11-14",7.75
"474","2008-11-17",7.53
"475","2008-11-18",7.48
"476","2008-11-19",7.26
"477","2008-11-20",6.84
"478","2008-11-21",7.11
"479","2008-11-24",8.15
"480","2008-11-25",7.62
"481","2008-11-26",8.52
"482","2008-11-28",8.36
"483","2008-12-01",7.13
"484","2008-12-02",7.71
"485","2008-12-03",8.01
"486","2008-12-04",7.78
"487","2008-12-05",8.34
"488","2008-12-08",8.34
"489","2008-12-09",7.7
"490","2008-12-10",7.55
"491","2008-12-11",6.96
"492","2008-12-12",7.55
"493","2008-12-15",6.62
"494","2008-12-16",7.22
"495","2008-12-17",7.11
"496","2008-12-18",7.03
"497","2008-12-19",6.9
"498","2008-12-22",6.85
"499","2008-12-23",6.75
"500","2008-12-24",6.81
"501","2008-12-26",6.69
"502","2008-12-29",6.41
"503","2008-12-30",6.83
"504","2008-12-31",7.2
"505","2009-01-02",6.93
"506","2009-01-05",6.98
"507","2009-01-06",7.55
"508","2009-01-07",7.35
"509","2009-01-08",8.34
"510","2009-01-09",7.51
"511","2009-01-12",7.19
"512","2009-01-13",7.1
"513","2009-01-14",7.05
"514","2009-01-15",7.04
"515","2009-01-16",6.52
"516","2009-01-20",6.2
"517","2009-01-21",6.54
"518","2009-01-22",5.95
"519","2009-01-23",6.03
"520","2009-01-26",5.93
"521","2009-01-27",5.81
"522","2009-01-28",5.57
"523","2009-01-29",5.51
"524","2009-01-30",5.26
"525","2009-02-02",5.57
"526","2009-02-03",5.31
"527","2009-02-04",5.35
"528","2009-02-05",5.33
"529","2009-02-06",5.59
"530","2009-02-09",5.59
"531","2009-02-10",5.6
"532","2009-02-11",5.12
"533","2009-02-12",4.93
"534","2009-02-13",4.95
"535","2009-02-17",4.68
"536","2009-02-18",4.74
"537","2009-02-19",4.76
"538","2009-02-20",4.61
"539","2009-02-23",4.36
"540","2009-02-24",4.59
"541","2009-02-25",4.29
"542","2009-02-26",4.11
"543","2009-02-27",3.97
"544","2009-03-02",3.71
"545","2009-03-03",3.58
"546","2009-03-04",3.6
"547","2009-03-05",3.2
"548","2009-03-06",3.1
"549","2009-03-09",2.89
"550","2009-03-10",3.07
"551","2009-03-11",2.95
"552","2009-03-12",2.89
"553","2009-03-13",2.92
"554","2009-03-16",3.08
"555","2009-03-17",3.42
"556","2009-03-18",4.19
"557","2009-03-19",4.43
"558","2009-03-20",3.47
"559","2009-03-23",4.3
"560","2009-03-24",3.69
"561","2009-03-25",4.1
"562","2009-03-26",4.65
"563","2009-03-27",4.45
"564","2009-03-30",4.37
"565","2009-03-31",4.53
"566","2009-04-01",4.34
"567","2009-04-02",4.6
"568","2009-04-03",4.78
"569","2009-04-06",4.77
"570","2009-04-07",4.7
"571","2009-04-08",5.14
"572","2009-04-09",5.49
"573","2009-04-13",5.7
"574","2009-04-14",5.27
"575","2009-04-15",5.31
"576","2009-04-16",5.21
"577","2009-04-17",5.16
"578","2009-04-20",4.92
"579","2009-04-21",5.09
"580","2009-04-22",5.07
"581","2009-04-23",5.21
"582","2009-04-24",5.44
"583","2009-04-27",5.7
"584","2009-04-28",5.82
"585","2009-04-29",8.38
"586","2009-04-30",8.74
"587","2009-05-01",9.66
"588","2009-05-04",10.63
"589","2009-05-05",10.44
"590","2009-05-06",10.94
"591","2009-05-07",10.94
"592","2009-05-08",12.33
"593","2009-05-11",12.45
"594","2009-05-12",12.05
"595","2009-05-13",11.52
"596","2009-05-14",11.97
"597","2009-05-15",11.44
"598","2009-05-18",12.14
"599","2009-05-19",11.65
"600","2009-05-20",11.51
"601","2009-05-21",11.61
"602","2009-05-22",11.84
"603","2009-05-26",12.37
"604","2009-05-27",12.4
"605","2009-05-28",12.62
"606","2009-05-29",12.77
"607","2009-06-01",13.85
"608","2009-06-02",13.29
"609","2009-06-03",12.86
"610","2009-06-04",13
"611","2009-06-05",12.9
"612","2009-06-08",12.43
"613","2009-06-09",12.61
"614","2009-06-10",12.24
"615","2009-06-11",12.31
"616","2009-06-12",12.02
"617","2009-06-15",11.62
"618","2009-06-16",11.46
"619","2009-06-17",11.5
"620","2009-06-18",11.64
"621","2009-06-19",12.32
"622","2009-06-22",12.71
"623","2009-06-23",12.11
"624","2009-06-24",12.18
"625","2009-06-25",12.65
"626","2009-06-26",13.16
"627","2009-06-29",12.82
"628","2009-06-30",13.25
"629","2009-07-01",12.71
"630","2009-07-02",12.52
"631","2009-07-06",12.72
"632","2009-07-07",12.34
"633","2009-07-08",12.29
"634","2009-07-09",12.27
"635","2009-07-10",12.4
"636","2009-07-13",12.51
"637","2009-07-14",12.61
"638","2009-07-15",13.31
"639","2009-07-16",12.75
"640","2009-07-17",12.5
"641","2009-07-20",12.19
"642","2009-07-21",12.42
"643","2009-07-22",12.6
"644","2009-07-23",12.61
"645","2009-07-24",12.65
"646","2009-07-27",12.94
"647","2009-07-28",13.08
"648","2009-07-29",12.96
"649","2009-07-30",12.06
"650","2009-07-31",12.36
"651","2009-08-03",12.75
"652","2009-08-04",12.96
"653","2009-08-05",12.86
"654","2009-08-06",12.17
"655","2009-08-07",12.84
"656","2009-08-10",12.57
"657","2009-08-11",12.54
"658","2009-08-12",12.71
"659","2009-08-13",12.88
"660","2009-08-14",13
"661","2009-08-17",12.51
"662","2009-08-18",12.93
"663","2009-08-19",13.18
"664","2009-08-20",13.17
"665","2009-08-21",13.94
"666","2009-08-24",14.16
"667","2009-08-25",14.4
"668","2009-08-26",14.59
"669","2009-08-27",14.68
"670","2009-08-28",14.91
"671","2009-08-31",14.9
"672","2009-09-01",13.95
"673","2009-09-02",14.13
"674","2009-09-03",14.36
"675","2009-09-04",14.88
"676","2009-09-08",15.18
"677","2009-09-09",15.68
"678","2009-09-10",16.299999
"679","2009-09-11",16.99
"680","2009-09-14",16.469999
"681","2009-09-15",15.7
"682","2009-09-16",15.71
"683","2009-09-17",15.15
"684","2009-09-18",14.51
"685","2009-09-21",14.09
"686","2009-09-22",13.99
"687","2009-09-23",13.71
"688","2009-09-24",13.27
"689","2009-09-25",12.88
"690","2009-09-28",13.46
"691","2009-09-29",13.35
"692","2009-09-30",13.45
"693","2009-10-01",12.81
"694","2009-10-02",12.36
"695","2009-10-05",12.65
"696","2009-10-06",12.81
"697","2009-10-07",12.92
"698","2009-10-08",13.3
"699","2009-10-09",13.62
"700","2009-10-12",13.42
"701","2009-10-13",13.02
"702","2009-10-14",13.63
"703","2009-10-15",13.5
"704","2009-10-16",12.88
"705","2009-10-19",13.05
"706","2009-10-20",12.65
"707","2009-10-21",13.19
"708","2009-10-22",13.44
"709","2009-10-23",13.55
"710","2009-10-26",13.32
"711","2009-10-27",12.57
"712","2009-10-28",11.91
"713","2009-10-29",15.14
"714","2009-10-30",14.97
"715","2009-11-02",15.09
"716","2009-11-03",16.450001
"717","2009-11-04",16.639999
"718","2009-11-05",17.379999
"719","2009-11-06",17.389999
"720","2009-11-09",18.540001
"721","2009-11-10",18.27
"722","2009-11-11",17.51
"723","2009-11-12",16.93
"724","2009-11-13",16.98
"725","2009-11-16",17
"726","2009-11-17",17.07
"727","2009-11-18",17.08
"728","2009-11-19",16.83
"729","2009-11-20",16.559999
"730","2009-11-23",16.790001
"731","2009-11-24",16.440001
"732","2009-11-25",15.86
"733","2009-11-27",15.17
"734","2009-11-30",17.040001
"735","2009-12-01",17.24
"736","2009-12-02",17.940001
"737","2009-12-03",17.370001
"738","2009-12-04",18.25
"739","2009-12-07",18.9
"740","2009-12-08",18.57
"741","2009-12-09",18.6
"742","2009-12-10",18.65
"743","2009-12-11",18.35
"744","2009-12-14",18.450001
"745","2009-12-15",19.15
"746","2009-12-16",19.33
"747","2009-12-17",18.190001
"748","2009-12-18",17.51
"749","2009-12-21",17.75
"750","2009-12-22",17.66
"751","2009-12-23",17.65
"752","2009-12-24",17.629999
"753","2009-12-28",17.559999
"754","2009-12-29",17.58
"755","2009-12-30",17.51
"756","2009-12-31",17.4
"757","2010-01-04",17.610001
"758","2010-01-05",17.4
"759","2010-01-06",16.84
"760","2010-01-07",16.889999
"761","2010-01-08",17.200001
"762","2010-01-11",17.110001
"763","2010-01-12",16.23
"764","2010-01-13",16.540001
"765","2010-01-14",17.129999
"766","2010-01-15",16.309999
"767","2010-01-19",16.35
"768","2010-01-20",15.93
"769","2010-01-21",15.8
"770","2010-01-22",15.63
"771","2010-01-25",15.81
"772","2010-01-26",15.59
"773","2010-01-27",15.62
"774","2010-01-28",15.01
"775","2010-01-29",15.77
"776","2010-02-01",15.89
"777","2010-02-02",16.16
"778","2010-02-03",16.299999
"779","2010-02-04",15.69
"780","2010-02-05",15.42
"781","2010-02-08",14.66
"782","2010-02-09",17.129999
"783","2010-02-10",16.93
"784","2010-02-11",17.82
"785","2010-02-12",18.02
"786","2010-02-16",18.08
"787","2010-02-17",18.110001
"788","2010-02-18",18.110001
"789","2010-02-19",17.99
"790","2010-02-22",17.950001
"791","2010-02-23",18.450001
"792","2010-02-24",18.48
"793","2010-02-25",17.9
"794","2010-02-26",18.040001
"795","2010-03-01",17.65
"796","2010-03-02",18.059999
"797","2010-03-03",17.82
"798","2010-03-04",17.58
"799","2010-03-05",17.809999
"800","2010-03-08",17.76
"801","2010-03-09",18.01
"802","2010-03-10",17.459999
"803","2010-03-11",17.700001
"804","2010-03-12",17.4
"805","2010-03-15",17.040001
"806","2010-03-16",16.809999
"807","2010-03-17",16.870001
"808","2010-03-18",17.200001
"809","2010-03-19",16.76
"810","2010-03-22",16.719999
"811","2010-03-23",16.969999
"812","2010-03-24",16.940001
"813","2010-03-25",16.969999
"814","2010-03-26",16.77
"815","2010-03-29",16.889999
"816","2010-03-30",16.620001
"817","2010-03-31",16.450001
"818","2010-04-01",17.120001
"819","2010-04-05",17.6
"820","2010-04-06",17.219999
"821","2010-04-07",17.1
"822","2010-04-08",17
"823","2010-04-09",16.98
"824","2010-04-12",16.99
"825","2010-04-13",16.719999
"826","2010-04-14",17.07
"827","2010-04-15",17.25
"828","2010-04-16",17.25
"829","2010-04-19",17.309999
"830","2010-04-20",18.120001
"831","2010-04-21",19.92
"832","2010-04-22",20.620001
"833","2010-04-23",22.030001
"834","2010-04-26",22.700001
"835","2010-04-27",21.540001
"836","2010-04-28",22.200001
"837","2010-04-29",23.9
"838","2010-04-30",23.01
"839","2010-05-03",22.33
"840","2010-05-04",21.83
"841","2010-05-05",21.190001
"842","2010-05-06",21
"843","2010-05-07",20.17
"844","2010-05-10",21.18
"845","2010-05-11",21.139999
"846","2010-05-12",21.93
"847","2010-05-13",21.290001
"848","2010-05-14",20.950001
"849","2010-05-17",21.209999
"850","2010-05-18",20.67
"851","2010-05-19",20.82
"852","2010-05-20",20.01
"853","2010-05-21",20.33
"854","2010-05-24",20.16
"855","2010-05-25",20.559999
"856","2010-05-26",20.51
"857","2010-05-27",21.190001
"858","2010-05-28",20.9
"859","2010-06-01",20.139999
"860","2010-06-02",20.299999
"861","2010-06-03",20.49
"862","2010-06-04",19.190001
"863","2010-06-07",18.43
"864","2010-06-08",18.110001
"865","2010-06-09",17.92
"866","2010-06-10",18.200001
"867","2010-06-11",18.74
"868","2010-06-14",18.48
"869","2010-06-15",18.950001
"870","2010-06-16",19.75
"871","2010-06-17",21.440001
"872","2010-06-18",21.549999
"873","2010-06-21",21.809999
"874","2010-06-22",21.719999
"875","2010-06-23",21.200001
"876","2010-06-24",21.82
"877","2010-06-25",21.809999
"878","2010-06-28",21.360001
"879","2010-06-29",20.459999
"880","2010-06-30",20.610001
"881","2010-07-01",20.290001
"882","2010-07-02",20
"883","2010-07-06",19.68
"884","2010-07-07",20.15
"885","2010-07-08",20.639999
"886","2010-07-09",21.139999
"887","2010-07-12",20.58
"888","2010-07-13",21.549999
"889","2010-07-14",21.18
"890","2010-07-15",21.08
"891","2010-07-16",20.190001
"892","2010-07-19",19.68
"893","2010-07-20",19.93
"894","2010-07-21",19.049999
"895","2010-07-22",19.82
"896","2010-07-23",20
"897","2010-07-26",20.309999
"898","2010-07-27",21.4
"899","2010-07-28",20.700001
"900","2010-07-29",20.709999
"901","2010-07-30",22
"902","2010-08-02",22.09
"903","2010-08-03",21.51
"904","2010-08-04",21.73
"905","2010-08-05",21.959999
"906","2010-08-06",21.82
"907","2010-08-09",21.879999
"908","2010-08-10",21.450001
"909","2010-08-11",20.41
"910","2010-08-12",20.030001
"911","2010-08-13",19.120001
"912","2010-08-16",19.18
"913","2010-08-17",20.280001
"914","2010-08-18",20.1
"915","2010-08-19",19.77
"916","2010-08-20",19.950001
"917","2010-08-23",19.98
"918","2010-08-24",19.690001
"919","2010-08-25",19.85
"920","2010-08-26",19.59
"921","2010-08-27",20.32
"922","2010-08-30",20.200001
"923","2010-08-31",19.809999
"924","2010-09-01",20.379999
"925","2010-09-02",20.610001
"926","2010-09-03",20.299999
"927","2010-09-07",20.17
"928","2010-09-08",20.34
"929","2010-09-09",20.809999
"930","2010-09-10",20.9
"931","2010-09-13",21.18
"932","2010-09-14",20.35
"933","2010-09-15",20.030001
"934","2010-09-16",20.110001
"935","2010-09-17",20.35
"936","2010-09-20",20.65
"937","2010-09-21",20.6
"938","2010-09-22",19.85
"939","2010-09-23",18.860001
"940","2010-09-24",18.950001
"941","2010-09-27",18.059999
"942","2010-09-28",18.24
"943","2010-09-29",17.9
"944","2010-09-30",18.02
"945","2010-10-01",17.67
"946","2010-10-04",17.459999
"947","2010-10-05",17.790001
"948","2010-10-06",17.809999
"949","2010-10-07",17.790001
"950","2010-10-08",17.67
"951","2010-10-11",17.459999
"952","2010-10-12",17.129999
"953","2010-10-13",17.92
"954","2010-10-14",17.889999
"955","2010-10-15",18.24
"956","2010-10-18",18.870001
"957","2010-10-19",18.290001
"958","2010-10-20",19.290001
"959","2010-10-21",19.34
"960","2010-10-22",19.290001
"961","2010-10-25",19.84
"962","2010-10-26",20.16
"963","2010-10-27",20.74
"964","2010-10-28",20.379999
"965","2010-10-29",20.32
"966","2010-11-01",20.190001
"967","2010-11-02",20.620001
"968","2010-11-03",20.620001
"969","2010-11-04",20.51
"970","2010-11-05",20.26
"971","2010-11-08",20.23
"972","2010-11-09",19.9
"973","2010-11-10",19.799999
"974","2010-11-11",19.549999
"975","2010-11-12",18.73
"976","2010-11-15",18.780001
"977","2010-11-16",18.370001
"978","2010-11-17",18.110001
"979","2010-11-18",18.52
"980","2010-11-19",18.299999
"981","2010-11-22",18.6
"982","2010-11-23",18.799999
"983","2010-11-24",19.66
"984","2010-11-26",19.02
"985","2010-11-29",19.139999
"986","2010-11-30",18.59
"987","2010-12-01",19.549999
"988","2010-12-02",20.16
"989","2010-12-03",20.059999
"990","2010-12-06",20.059999
"991","2010-12-07",20.059999
