"","date","RVI"
"1","2018-06-26",31.5
"2","2018-06-27",31.5
"3","2018-06-28",31.5
"4","2018-06-29",31.25
"5","2018-07-02",32.380001
"6","2018-07-03",33.009998
"7","2018-07-05",34.450001
"8","2018-07-06",36.529999
"9","2018-07-09",36
"10","2018-07-10",37.360001
"11","2018-07-11",36.580002
"12","2018-07-12",36.459999
"13","2018-07-13",36
"14","2018-07-16",35.490002
"15","2018-07-17",35.400002
"16","2018-07-18",34.5
"17","2018-07-19",34.32
"18","2018-07-20",34.52
"19","2018-07-23",35.689999
"20","2018-07-24",34.900002
"21","2018-07-25",34.959999
"22","2018-07-26",34.459999
"23","2018-07-27",33.849998
"24","2018-07-30",32.75
"25","2018-07-31",33.040001
"26","2018-08-01",33.799999
"27","2018-08-02",34.040001
"28","2018-08-03",33.639999
"29","2018-08-06",34.259998
"30","2018-08-07",33.419998
"31","2018-08-08",33.32
"32","2018-08-09",34.599998
"33","2018-08-10",34.169998
"34","2018-08-13",34.130001
"35","2018-08-14",33.560001
"36","2018-08-15",32.75
"37","2018-08-16",33.130001
"38","2018-08-17",33.700001
"39","2018-08-20",33.970001
"40","2018-08-21",34.41
"41","2018-08-22",34.700001
"42","2018-08-23",34.98
"43","2018-08-24",35.310001
"44","2018-08-27",35.529999
"45","2018-08-28",35.700001
"46","2018-08-29",35.310001
"47","2018-08-30",35.040001
"48","2018-08-31",35.720001
"49","2018-09-04",34.650002
"50","2018-09-05",34.639999
"51","2018-09-06",33.830002
"52","2018-09-07",33.27
"53","2018-09-10",32.43
"54","2018-09-11",32
"55","2018-09-12",32.48
"56","2018-09-13",32.349998
"57","2018-09-14",32
"58","2018-09-17",31.93
"59","2018-09-18",31.950001
"60","2018-09-19",31.290001
"61","2018-09-20",31.530001
"62","2018-09-21",31.4
"63","2018-09-24",31.25
"64","2018-09-25",31.379999
"65","2018-09-26",31.549999
"66","2018-09-27",31.549999
"67","2018-09-28",32.689999
"68","2018-10-01",32.099998
"69","2018-10-02",31.440001
"70","2018-10-03",30.940001
"71","2018-10-04",30.84
"72","2018-10-05",30.790001
"73","2018-10-08",30.959999
"74","2018-10-09",30.940001
"75","2018-10-10",30.57
"76","2018-10-11",30.26
"77","2018-10-12",30.49
"78","2018-10-15",29.889999
"79","2018-10-16",30.43
"80","2018-10-17",30.139999
"81","2018-10-18",29.860001
"82","2018-10-19",29.6
"83","2018-10-22",29.040001
"84","2018-10-23",28.639999
"85","2018-10-24",28.530001
"86","2018-10-25",28.639999
"87","2018-10-26",28.290001
"88","2018-10-29",28.34
"89","2018-10-30",28.18
"90","2018-10-31",28.01
"91","2018-11-01",28.049999
"92","2018-11-02",28.190001
"93","2018-11-05",28.26
"94","2018-11-06",28.5
"95","2018-11-07",28.809999
"96","2018-11-08",28.51
"97","2018-11-09",28.280001
"98","2018-11-12",28.07
"99","2018-11-13",28.030001
"100","2018-11-14",28
"101","2018-11-15",28.16
"102","2018-11-16",27.93
"103","2018-11-19",28.01
"104","2018-11-20",28
"105","2018-11-21",28.75
"106","2018-11-23",28.799999
"107","2018-11-26",28.77
"108","2018-11-27",28.48
"109","2018-11-28",28.74
"110","2018-11-29",29
"111","2018-11-30",28.99
"112","2018-12-03",28.42
"113","2018-12-04",28.280001
"114","2018-12-06",29.02
"115","2018-12-07",29.02
"116","2018-12-10",28.690001
"117","2018-12-11",28.66
"118","2018-12-12",28.690001
"119","2018-12-13",28.139999
"120","2018-12-14",27.299999
"121","2018-12-17",26.41
"122","2018-12-18",26.75
"123","2018-12-19",26.790001
"124","2018-12-20",26.889999
"125","2018-12-21",26.24
"126","2018-12-24",25.77
"127","2018-12-26",26.33
"128","2018-12-27",25.6
"129","2018-12-28",25.32
"130","2018-12-31",25.59
"131","2019-01-02",25.549999
"132","2019-01-03",25.889999
"133","2019-01-04",26.57
"134","2019-01-07",27.68
"135","2019-01-08",29.209999
"136","2019-01-09",29.02
"137","2019-01-10",29.85
"138","2019-01-11",30.52
"139","2019-01-14",30.059999
"140","2019-01-15",30
"141","2019-01-16",29.780001
"142","2019-01-17",30
"143","2019-01-18",29.459999
"144","2019-01-22",28.84
"145","2019-01-23",29.16
"146","2019-01-24",29.809999
"147","2019-01-25",30.469999
"148","2019-01-28",30.66
"149","2019-01-29",30.379999
"150","2019-01-30",29.99
"151","2019-01-31",30.41
"152","2019-02-01",30.26
"153","2019-02-04",30.469999
"154","2019-02-05",31.07
"155","2019-02-06",30.6
"156","2019-02-07",31.139999
"157","2019-02-08",30.959999
"158","2019-02-11",31.35
"159","2019-02-12",31.35
"160","2019-02-13",31.27
"161","2019-02-14",31.59
"162","2019-02-15",30.969999
"163","2019-02-19",31.620001
"164","2019-02-20",31.879999
"165","2019-02-21",31.219999
"166","2019-02-22",31.41
"167","2019-02-25",31.59
"168","2019-02-26",31.82
"169","2019-02-27",31.059999
"170","2019-02-28",31.129999
"171","2019-03-01",31.280001
"172","2019-03-04",31.049999
"173","2019-03-05",31.18
"174","2019-03-06",31.25
"175","2019-03-07",31.1
"176","2019-03-08",31.25
"177","2019-03-11",31.450001
"178","2019-03-12",31.559999
"179","2019-03-13",31.26
"180","2019-03-14",31.5
"181","2019-03-15",31
"182","2019-03-18",31.25
"183","2019-03-19",31.48
"184","2019-03-20",31.82
"185","2019-03-21",32.310001
"186","2019-03-22",31.780001
"187","2019-03-25",31.809999
"188","2019-03-26",31.549999
"189","2019-03-27",31.299999
"190","2019-03-28",31.51
"191","2019-03-29",31.17
"192","2019-04-01",32.18
"193","2019-04-02",32.73
"194","2019-04-03",32.75
"195","2019-04-04",32.759998
"196","2019-04-05",33.560001
"197","2019-04-08",33.700001
"198","2019-04-09",33.950001
"199","2019-04-10",34.080002
"200","2019-04-11",34.16
"201","2019-04-12",34.189999
"202","2019-04-15",34.150002
"203","2019-04-16",33.41
"204","2019-04-17",32.959999
"205","2019-04-18",32.990002
"206","2019-04-22",32.84
"207","2019-04-23",33.470001
"208","2019-04-24",33.869999
"209","2019-04-25",33.34
"210","2019-04-26",34.080002
"211","2019-04-29",34.099998
"212","2019-04-30",33.5
"213","2019-05-01",33.119999
"214","2019-05-02",32.830002
"215","2019-05-03",33.450001
"216","2019-05-06",33.73
"217","2019-05-07",32.84
"218","2019-05-08",32.509998
"219","2019-05-09",32.610001
"220","2019-05-10",32.84
"221","2019-05-13",32.849998
"222","2019-05-14",32.700001
"223","2019-05-15",32.869999
"224","2019-05-16",32.91
"225","2019-05-17",32.790001
"226","2019-05-20",32.25
"227","2019-05-21",32.66
"228","2019-05-22",32.599998
"229","2019-05-23",33.41
"230","2019-05-24",33.490002
"231","2019-05-28",33.09
"232","2019-05-29",32.619999
"233","2019-05-30",32.48
"234","2019-05-31",31.92
"235","2019-06-03",32.639999
"236","2019-06-04",32.889999
"237","2019-06-05",34.060001
"238","2019-06-06",34.16
"239","2019-06-07",34.130001
"240","2019-06-10",33.970001
"241","2019-06-11",33.790001
"242","2019-06-12",33.98
"243","2019-06-13",34.509998
"244","2019-06-14",34.580002
"245","2019-06-17",34.68
"246","2019-06-18",34.599998
"247","2019-06-19",34.669998
"248","2019-06-20",34.419998
"249","2019-06-21",34.169998
"250","2019-06-24",34.240002
"251","2019-06-25",34.110001
"252","2019-06-26",33.619999
"253","2019-06-27",34.400002
"254","2019-06-28",34.799999
"255","2019-07-01",34.200001
"256","2019-07-02",34.939999
"257","2019-07-03",35.139999
"258","2019-07-05",34.549999
"259","2019-07-08",34.209999
"260","2019-07-09",35.110001
"261","2019-07-10",36.169998
"262","2019-07-11",35.77
"263","2019-07-12",35.369999
"264","2019-07-15",35.389999
"265","2019-07-16",35.68
"266","2019-07-17",36.150002
"267","2019-07-18",36.23
"268","2019-07-19",36.02
"269","2019-07-22",36.189999
"270","2019-07-23",36.849998
"271","2019-07-24",36.360001
"272","2019-07-25",36.349998
"273","2019-07-26",36.75
"274","2019-07-29",36.84
"275","2019-07-30",37.439999
"276","2019-07-31",37.639999
"277","2019-08-01",37.860001
"278","2019-08-02",37.279999
"279","2019-08-05",36.220001
"280","2019-08-06",36.57
"281","2019-08-07",36.84
"282","2019-08-08",37.549999
"283","2019-08-09",37.919998
"284","2019-08-12",37.830002
"285","2019-08-13",37.450001
"286","2019-08-14",36.650002
"287","2019-08-15",36.900002
"288","2019-08-16",37.119999
"289","2019-08-19",37.310001
"290","2019-08-20",37.759998
"291","2019-08-21",37.59
"292","2019-08-22",37.77
"293","2019-08-23",36.860001
"294","2019-08-26",37.950001
"295","2019-08-27",37.330002
"296","2019-08-28",37.349998
"297","2019-08-29",37.209999
"298","2019-08-30",36.990002
"299","2019-09-03",36.959999
"300","2019-09-04",37.23
"301","2019-09-05",37.669998
"302","2019-09-06",37.619999
"303","2019-09-09",37.16
"304","2019-09-10",37.040001
"305","2019-09-11",36.869999
"306","2019-09-12",37.130001
"307","2019-09-13",37.740002
"308","2019-09-16",37.52
"309","2019-09-17",37.630001
"310","2019-09-18",37.41
"311","2019-09-19",37.360001
"312","2019-09-20",37.360001
"313","2019-09-23",37.259998
"314","2019-09-24",36.93
"315","2019-09-25",37.139999
"316","2019-09-26",37.68
"317","2019-09-27",37.290001
"318","2019-09-30",37.040001
"319","2019-10-01",36.700001
"320","2019-10-02",36.849998
"321","2019-10-03",36.82
"322","2019-10-04",36.869999
"323","2019-10-07",36.77
"324","2019-10-08",36.560001
"325","2019-10-09",36.740002
"326","2019-10-10",36.639999
"327","2019-10-11",36.66
"328","2019-10-14",35.98
"329","2019-10-15",36.369999
"330","2019-10-16",36.32
"331","2019-10-17",36.02
"332","2019-10-18",35.93
"333","2019-10-21",36.720001
"334","2019-10-22",35.799999
"335","2019-10-23",35.799999
"336","2019-10-24",36
"337","2019-10-25",35.450001
"338","2019-10-28",35.619999
"339","2019-10-29",35.93
"340","2019-10-30",36.869999
"341","2019-10-31",36.610001
"342","2019-11-01",36.639999
"343","2019-11-04",37.330002
"344","2019-11-05",36.93
"345","2019-11-06",36.919998
"346","2019-11-07",37.490002
"347","2019-11-08",36.619999
"348","2019-11-11",36.869999
"349","2019-11-12",36.450001
"350","2019-11-13",36.630001
"351","2019-11-14",37.060001
"352","2019-11-15",37.400002
"353","2019-11-18",38.360001
"354","2019-11-19",38.66
"355","2019-11-20",37.459999
"356","2019-11-21",37.310001
"357","2019-11-22",38.310001
"358","2019-11-25",35.43
"359","2019-11-26",35.549999
"360","2019-11-27",35.790001
"361","2019-11-29",35.509998
"362","2019-12-02",34.32
"363","2019-12-03",35.040001
"364","2019-12-04",35.25
"365","2019-12-05",35.349998
"366","2019-12-06",35.459999
"367","2019-12-09",35.720001
"368","2019-12-10",36.630001
"369","2019-12-11",36.459999
"370","2019-12-12",36.119999
"371","2019-12-13",36
"372","2019-12-16",35.970001
"373","2019-12-17",35.779999
"374","2019-12-18",36.66
"375","2019-12-19",37.669998
"376","2019-12-20",36.240002
"377","2019-12-23",36.66
"378","2019-12-24",36.880001
"379","2019-12-26",36.82
"380","2019-12-27",36.849998
"381","2019-12-30",36.799999
"382","2019-12-31",36.799999
"383","2020-01-02",36.18
"384","2020-01-03",36.119999
"385","2020-01-06",36.09
"386","2020-01-07",36
"387","2020-01-08",36.049999
"388","2020-01-09",35.200001
"389","2020-01-10",34.810001
"390","2020-01-13",34.790001
"391","2020-01-14",34.959999
"392","2020-01-15",35.150002
"393","2020-01-16",35.470001
"394","2020-01-17",35.43
"395","2020-01-21",35.43
"396","2020-01-22",35.139999
"397","2020-01-23",35.48
"398","2020-01-24",34.84
"399","2020-01-27",34.049999
"400","2020-01-28",33.599998
"401","2020-01-29",33.57
"402","2020-01-30",33.34
"403","2020-01-31",32.869999
"404","2020-02-03",33.080002
"405","2020-02-04",33.580002
"406","2020-02-05",34.139999
"407","2020-02-06",33.720001
"408","2020-02-07",33.779999
"409","2020-02-10",33.810001
"410","2020-02-11",33.669998
"411","2020-02-12",33.900002
"412","2020-02-13",34.330002
"413","2020-02-14",34.560001
"414","2020-02-18",34.75
"415","2020-02-19",34.02
"416","2020-02-20",33.200001
"417","2020-02-21",33.459999
"418","2020-02-24",33.25
"419","2020-02-25",32.200001
"420","2020-02-26",31.65
"421","2020-02-27",30.09
"422","2020-02-28",27.790001
"423","2020-03-02",28.15
"424","2020-03-03",27.549999
"425","2020-03-04",27.690001
"426","2020-03-05",25
"427","2020-03-06",24.01
"428","2020-03-09",21.809999
"429","2020-03-10",23.120001
"430","2020-03-11",22.799999
"431","2020-03-12",18.940001
"432","2020-03-13",21.040001
"433","2020-03-16",18.809999
"434","2020-03-17",20.17
"435","2020-03-18",14.34
"436","2020-03-19",13.46
"437","2020-03-20",9.31
"438","2020-03-23",11.18
"439","2020-03-24",12.19
"440","2020-03-25",11.86
"441","2020-03-26",12.15
"442","2020-03-27",11.84
"443","2020-03-30",12.56
"444","2020-03-31",12.25
"445","2020-04-01",10.62
"446","2020-04-02",10.28
"447","2020-04-03",9.87
"448","2020-04-06",10.61
"449","2020-04-07",11.24
"450","2020-04-08",11.48
"451","2020-04-09",12
"452","2020-04-13",12.19
"453","2020-04-14",12.87
"454","2020-04-15",12.34
"455","2020-04-16",11.35
"456","2020-04-17",11.77
"457","2020-04-20",10.52
"458","2020-04-21",10.11
"459","2020-04-22",9.37
"460","2020-04-23",10.41
"461","2020-04-24",10.45
"462","2020-04-27",12.15
"463","2020-04-28",13.53
"464","2020-04-29",15.07
"465","2020-04-30",14.47
"466","2020-05-01",13.17
"467","2020-05-04",12.73
"468","2020-05-05",12.62
"469","2020-05-06",11.83
"470","2020-05-07",12.74
"471","2020-05-08",14.2
"472","2020-05-11",12.54
"473","2020-05-12",11.8
"474","2020-05-13",11
"475","2020-05-14",10.98
"476","2020-05-15",11.01
"477","2020-05-18",11.9
"478","2020-05-19",11.59
"479","2020-05-20",12.07
"480","2020-05-21",11.92
"481","2020-05-22",11.77
"482","2020-05-26",11.99
"483","2020-05-27",12.76
"484","2020-05-28",11.85
"485","2020-05-29",11.59
"486","2020-06-01",12.7
"487","2020-06-02",13.38
"488","2020-06-03",13.77
"489","2020-06-04",14.15
"490","2020-06-05",15.51
"491","2020-06-08",16.290001
"492","2020-06-09",15.55
"493","2020-06-10",14.03
"494","2020-06-11",13.1
"495","2020-06-12",13.49
"496","2020-06-15",12.81
"497","2020-06-16",13.14
"498","2020-06-17",12.6
"499","2020-06-18",12.4
"500","2020-06-19",12.6
"501","2020-06-22",12.54
"502","2020-06-23",12.68
"503","2020-06-24",12.19
"504","2020-06-25",12.39
"505","2020-06-26",12.36
"506","2020-06-29",12.48
"507","2020-06-30",12.36
"508","2020-07-01",12.78
"509","2020-07-02",12.72
"510","2020-07-06",12.63
"511","2020-07-07",12
"512","2020-07-08",11.89
"513","2020-07-09",11.66
"514","2020-07-10",11.74
"515","2020-07-13",11.8
"516","2020-07-14",11.96
"517","2020-07-15",12.19
"518","2020-07-16",12.22
"519","2020-07-17",12.51
"520","2020-07-20",12.19
"521","2020-07-21",12.29
"522","2020-07-22",12.25
"523","2020-07-23",12.18
"524","2020-07-24",12
"525","2020-07-27",12.05
"526","2020-07-28",12.43
"527","2020-07-29",12.59
"528","2020-07-30",12.88
"529","2020-07-31",12.66
"530","2020-08-03",12.26
"531","2020-08-04",12.88
"532","2020-08-05",12.54
"533","2020-08-06",13.64
"534","2020-08-07",13.9
"535","2020-08-10",13.58
"536","2020-08-11",13.58
"537","2020-08-12",13.45
"538","2020-08-13",12.97
"539","2020-08-14",13.15
"540","2020-08-17",13.43
"541","2020-08-18",13.05
"542","2020-08-19",13.1
"543","2020-08-20",13.3
"544","2020-08-21",12.88
"545","2020-08-24",13.3
"546","2020-08-25",13.29
"547","2020-08-26",12.7
"548","2020-08-27",12.83
"549","2020-08-28",13.05
"550","2020-08-31",12.71
"551","2020-09-01",12.41
"552","2020-09-02",12.58
"553","2020-09-03",12.7
"554","2020-09-04",12.64
"555","2020-09-08",12.55
"556","2020-09-09",12.41
"557","2020-09-10",12.4
"558","2020-09-11",12.61
"559","2020-09-14",12.4
"560","2020-09-15",12.47
"561","2020-09-16",12.44
"562","2020-09-17",12.39
"563","2020-09-18",12.29
"564","2020-09-21",11.82
"565","2020-09-22",11.73
"566","2020-09-23",11.44
"567","2020-09-24",11.3
"568","2020-09-25",12.51
"569","2020-09-28",13.07
"570","2020-09-29",12.75
"571","2020-09-30",12.57
"572","2020-10-01",13.01
"573","2020-10-02",13.86
"574","2020-10-05",13.9
"575","2020-10-06",13.6
"576","2020-10-07",13.77
"577","2020-10-08",13.97
"578","2020-10-09",13.42
"579","2020-10-12",13.88
"580","2020-10-13",13.13
"581","2020-10-14",12.77
"582","2020-10-15",12.87
"583","2020-10-16",12.82
"584","2020-10-19",12.76
"585","2020-10-20",12.78
"586","2020-10-21",12.95
"587","2020-10-22",13.26
"588","2020-10-23",13.71
"589","2020-10-26",13.38
"590","2020-10-27",12.74
"591","2020-10-28",12.69
"592","2020-10-29",12.72
"593","2020-10-30",12.5
"594","2020-11-02",12.85
"595","2020-11-03",13.48
"596","2020-11-04",12.98
"597","2020-11-05",12.62
"598","2020-11-06",12.24
"599","2020-11-09",13.8
"600","2020-11-10",14.17
"601","2020-11-11",13.64
"602","2020-11-12",13.03
"603","2020-11-13",13.91
"604","2020-11-16",14.51
"605","2020-11-17",14.93
"606","2020-11-18",14.52
"607","2020-11-19",14.67
"608","2020-11-20",14.73
"609","2020-11-23",14.87
"610","2020-11-24",15.5
"611","2020-11-25",15.3
"612","2020-11-27",15.37
