"","date","ADTN"
"1","2007-01-03",23.4
"2","2007-01-04",24.17
"3","2007-01-05",23.32
"4","2007-01-08",23.459999
"5","2007-01-09",23.77
"6","2007-01-10",23.780001
"7","2007-01-11",23.42
"8","2007-01-12",23.719999
"9","2007-01-16",23.34
"10","2007-01-17",22.68
"11","2007-01-18",22.110001
"12","2007-01-19",22.4
"13","2007-01-22",22.35
"14","2007-01-23",22.98
"15","2007-01-24",22.98
"16","2007-01-25",22.469999
"17","2007-01-26",22.950001
"18","2007-01-29",22.860001
"19","2007-01-30",22.48
"20","2007-01-31",22.16
"21","2007-02-01",22.23
"22","2007-02-02",22.34
"23","2007-02-05",22.469999
"24","2007-02-06",22.200001
"25","2007-02-07",22.799999
"26","2007-02-08",22.690001
"27","2007-02-09",22.6
"28","2007-02-12",22.93
"29","2007-02-13",23.25
"30","2007-02-14",23.85
"31","2007-02-15",23.82
"32","2007-02-16",23.82
"33","2007-02-20",24.209999
"34","2007-02-21",24
"35","2007-02-22",24.02
"36","2007-02-23",23.940001
"37","2007-02-26",23.879999
"38","2007-02-27",22.799999
"39","2007-02-28",23.030001
"40","2007-03-01",22.780001
"41","2007-03-02",22.200001
"42","2007-03-05",22.15
"43","2007-03-06",22.66
"44","2007-03-07",22.809999
"45","2007-03-08",22.870001
"46","2007-03-09",22.879999
"47","2007-03-12",23.83
"48","2007-03-13",23.450001
"49","2007-03-14",23.76
"50","2007-03-15",24.059999
"51","2007-03-16",23.549999
"52","2007-03-19",23.620001
"53","2007-03-20",23.77
"54","2007-03-21",23.49
"55","2007-03-22",23.5
"56","2007-03-23",25.280001
"57","2007-03-26",24.68
"58","2007-03-27",24.299999
"59","2007-03-28",24.32
"60","2007-03-29",24.16
"61","2007-03-30",24.35
"62","2007-04-02",24.25
"63","2007-04-03",24.41
"64","2007-04-04",24.959999
"65","2007-04-05",24.99
"66","2007-04-09",24.870001
"67","2007-04-10",24.639999
"68","2007-04-11",24.77
"69","2007-04-12",24.620001
"70","2007-04-13",25.25
"71","2007-04-16",24.99
"72","2007-04-17",26.530001
"73","2007-04-18",26.42
"74","2007-04-19",26.52
"75","2007-04-20",26.530001
"76","2007-04-23",26.42
"77","2007-04-24",26.459999
"78","2007-04-25",26.790001
"79","2007-04-26",26.65
"80","2007-04-27",26.26
"81","2007-04-30",25.450001
"82","2007-05-01",25.66
"83","2007-05-02",26.059999
"84","2007-05-03",25.92
"85","2007-05-04",25.610001
"86","2007-05-07",25.469999
"87","2007-05-08",25.83
"88","2007-05-09",26.08
"89","2007-05-10",25.629999
"90","2007-05-11",26.059999
"91","2007-05-14",25.98
"92","2007-05-15",25.780001
"93","2007-05-16",26.139999
"94","2007-05-17",25.82
"95","2007-05-18",26.41
"96","2007-05-21",26.41
"97","2007-05-22",26.32
"98","2007-05-23",26.299999
"99","2007-05-24",25.77
"100","2007-05-25",25.950001
"101","2007-05-29",26.08
"102","2007-05-30",26.360001
"103","2007-05-31",27.059999
"104","2007-06-01",26.969999
"105","2007-06-04",27.09
"106","2007-06-05",26.85
"107","2007-06-06",26.299999
"108","2007-06-07",25.99
"109","2007-06-08",26.1
"110","2007-06-11",26.049999
"111","2007-06-12",25.82
"112","2007-06-13",26.08
"113","2007-06-14",26.07
"114","2007-06-15",26.41
"115","2007-06-18",26.469999
"116","2007-06-19",26.15
"117","2007-06-20",24.969999
"118","2007-06-21",25.41
"119","2007-06-22",24.84
"120","2007-06-25",24.67
"121","2007-06-26",24.540001
"122","2007-06-27",25.049999
"123","2007-06-28",25.84
"124","2007-06-29",25.969999
"125","2007-07-02",26.059999
"126","2007-07-03",26.09
"127","2007-07-05",26.23
"128","2007-07-06",26.030001
"129","2007-07-09",25.809999
"130","2007-07-10",25.51
"131","2007-07-11",25.59
"132","2007-07-12",25.85
"133","2007-07-13",27.17
"134","2007-07-16",26.74
"135","2007-07-17",27.610001
"136","2007-07-18",27.84
"137","2007-07-19",28.26
"138","2007-07-20",27.76
"139","2007-07-23",28.08
"140","2007-07-24",27.5
"141","2007-07-25",27.629999
"142","2007-07-26",26.77
"143","2007-07-27",26.219999
"144","2007-07-30",26.49
"145","2007-07-31",26.09
"146","2007-08-01",26.129999
"147","2007-08-02",26.5
"148","2007-08-03",25.610001
"149","2007-08-06",24.870001
"150","2007-08-07",24.73
"151","2007-08-08",24.92
"152","2007-08-09",24.75
"153","2007-08-10",25.17
"154","2007-08-13",25.450001
"155","2007-08-14",25.08
"156","2007-08-15",24.85
"157","2007-08-16",25.139999
"158","2007-08-17",26.030001
"159","2007-08-20",26.35
"160","2007-08-21",26.690001
"161","2007-08-22",26.799999
"162","2007-08-23",26.66
"163","2007-08-24",26.9
"164","2007-08-27",26.610001
"165","2007-08-28",25.77
"166","2007-08-29",26.370001
"167","2007-08-30",26.379999
"168","2007-08-31",26.73
"169","2007-09-04",26.42
"170","2007-09-05",26.01
"171","2007-09-06",25.65
"172","2007-09-07",24.889999
"173","2007-09-10",24.98
"174","2007-09-11",25.49
"175","2007-09-12",25.440001
"176","2007-09-13",25.16
"177","2007-09-14",25.309999
"178","2007-09-17",24.879999
"179","2007-09-18",25.440001
"180","2007-09-19",25.969999
"181","2007-09-20",26.41
"182","2007-09-21",26.41
"183","2007-09-24",22.84
"184","2007-09-25",22.34
"185","2007-09-26",22.299999
"186","2007-09-27",23
"187","2007-09-28",23.030001
"188","2007-10-01",23.43
"189","2007-10-02",22.82
"190","2007-10-03",22.719999
"191","2007-10-04",22.9
"192","2007-10-05",23.219999
"193","2007-10-08",23.370001
"194","2007-10-09",23.190001
"195","2007-10-10",23.68
"196","2007-10-11",23.030001
"197","2007-10-12",22.58
"198","2007-10-15",22.360001
"199","2007-10-16",24.040001
"200","2007-10-17",23.360001
"201","2007-10-18",23.75
"202","2007-10-19",23.02
"203","2007-10-22",23.690001
"204","2007-10-23",23.700001
"205","2007-10-24",22.99
"206","2007-10-25",22.68
"207","2007-10-26",23.860001
"208","2007-10-29",24.190001
"209","2007-10-30",24
"210","2007-10-31",24.07
"211","2007-11-01",22.559999
"212","2007-11-02",23.02
"213","2007-11-05",22.73
"214","2007-11-06",22.77
"215","2007-11-07",22.709999
"216","2007-11-08",22.85
"217","2007-11-09",22.700001
"218","2007-11-12",22.969999
"219","2007-11-13",23.24
"220","2007-11-14",22.92
"221","2007-11-15",22.549999
"222","2007-11-16",22.52
"223","2007-11-19",22.08
"224","2007-11-20",21.92
"225","2007-11-21",21.389999
"226","2007-11-23",22
"227","2007-11-26",21.219999
"228","2007-11-27",21.93
"229","2007-11-28",22.58
"230","2007-11-29",21.92
"231","2007-11-30",21.690001
"232","2007-12-03",21.26
"233","2007-12-04",21.16
"234","2007-12-05",21.790001
"235","2007-12-06",21.41
"236","2007-12-07",20.860001
"237","2007-12-10",20.940001
"238","2007-12-11",20.700001
"239","2007-12-12",21.299999
"240","2007-12-13",21.52
"241","2007-12-14",21
"242","2007-12-17",22.17
"243","2007-12-18",22.35
"244","2007-12-19",22.49
"245","2007-12-20",22.200001
"246","2007-12-21",22.65
"247","2007-12-24",22.66
"248","2007-12-26",22.73
"249","2007-12-27",21.799999
"250","2007-12-28",21.709999
"251","2007-12-31",21.379999
"252","2008-01-02",20.92
"253","2008-01-03",21.17
"254","2008-01-04",20.65
"255","2008-01-07",20.5
"256","2008-01-08",19.58
"257","2008-01-09",19.280001
"258","2008-01-10",19.940001
"259","2008-01-11",19.25
"260","2008-01-14",19.620001
"261","2008-01-15",19.610001
"262","2008-01-16",19.84
"263","2008-01-17",19.52
"264","2008-01-18",19.469999
"265","2008-01-22",20.530001
"266","2008-01-23",19.9
"267","2008-01-24",19.879999
"268","2008-01-25",20
"269","2008-01-28",21.07
"270","2008-01-29",20.85
"271","2008-01-30",20.639999
"272","2008-01-31",20.809999
"273","2008-02-01",20.66
"274","2008-02-04",20.540001
"275","2008-02-05",19.780001
"276","2008-02-06",19.4
"277","2008-02-07",19.370001
"278","2008-02-08",19.389999
"279","2008-02-11",19.48
"280","2008-02-12",19.5
"281","2008-02-13",19.809999
"282","2008-02-14",19.540001
"283","2008-02-15",19.200001
"284","2008-02-19",19.34
"285","2008-02-20",19.52
"286","2008-02-21",18.860001
"287","2008-02-22",18.84
"288","2008-02-25",19.450001
"289","2008-02-26",19.66
"290","2008-02-27",19.4
"291","2008-02-28",18.92
"292","2008-02-29",18.42
"293","2008-03-03",18.99
"294","2008-03-04",18.75
"295","2008-03-05",18.59
"296","2008-03-06",18.09
"297","2008-03-07",18.200001
"298","2008-03-10",17.83
"299","2008-03-11",18.08
"300","2008-03-12",18.17
"301","2008-03-13",17.940001
"302","2008-03-14",17.530001
"303","2008-03-17",17.32
"304","2008-03-18",18.76
"305","2008-03-19",18.209999
"306","2008-03-20",18.450001
"307","2008-03-24",18.950001
"308","2008-03-25",18.93
"309","2008-03-26",18.92
"310","2008-03-27",18.85
"311","2008-03-28",18.440001
"312","2008-03-31",18.5
"313","2008-04-01",19.059999
"314","2008-04-02",19.459999
"315","2008-04-03",19.4
"316","2008-04-04",19.290001
"317","2008-04-07",19
"318","2008-04-08",19.190001
"319","2008-04-09",18.860001
"320","2008-04-10",19.120001
"321","2008-04-11",18.889999
"322","2008-04-14",19.09
"323","2008-04-15",20.6
"324","2008-04-16",22.49
"325","2008-04-17",22.01
"326","2008-04-18",22.690001
"327","2008-04-21",22.870001
"328","2008-04-22",23.030001
"329","2008-04-23",23.08
"330","2008-04-24",23.32
"331","2008-04-25",23.51
"332","2008-04-28",23.77
"333","2008-04-29",23.75
"334","2008-04-30",23.66
"335","2008-05-01",23.92
"336","2008-05-02",23.459999
"337","2008-05-05",23.360001
"338","2008-05-06",23.709999
"339","2008-05-07",23.32
"340","2008-05-08",23.43
"341","2008-05-09",23.610001
"342","2008-05-12",24.190001
"343","2008-05-13",24.190001
"344","2008-05-14",24.74
"345","2008-05-15",24.99
"346","2008-05-16",25.02
"347","2008-05-19",24.67
"348","2008-05-20",24.18
"349","2008-05-21",23.719999
"350","2008-05-22",24
"351","2008-05-23",23.91
"352","2008-05-27",24.15
"353","2008-05-28",24.16
"354","2008-05-29",24.76
"355","2008-05-30",24.889999
"356","2008-06-02",24.309999
"357","2008-06-03",23.9
"358","2008-06-04",24.190001
"359","2008-06-05",24.719999
"360","2008-06-06",24.09
