"","date","SAIC"
"1","2013-09-16",31.43
"2","2013-09-17",30.82
"3","2013-09-18",30.59
"4","2013-09-19",29.51
"5","2013-09-20",29.790001
"6","2013-09-23",30
"7","2013-09-24",30.18
"8","2013-09-25",31
"9","2013-09-26",34
"10","2013-09-27",35.25
"11","2013-09-30",33.75
"12","2013-10-01",33.799999
"13","2013-10-02",33.150002
"14","2013-10-03",33.689999
"15","2013-10-04",32.759998
"16","2013-10-07",32.84
"17","2013-10-08",32.490002
"18","2013-10-09",32.860001
"19","2013-10-10",33.279999
"20","2013-10-11",33.209999
"21","2013-10-14",33.560001
"22","2013-10-15",33.52
"23","2013-10-16",33.41
"24","2013-10-17",33.48
"25","2013-10-18",33.560001
"26","2013-10-21",33.880001
"27","2013-10-22",34.25
"28","2013-10-23",34.66
"29","2013-10-24",34.919998
"30","2013-10-25",35.18
"31","2013-10-28",36.099998
"32","2013-10-29",36.099998
"33","2013-10-30",36.32
"34","2013-10-31",35.25
"35","2013-11-01",35.439999
"36","2013-11-04",35.549999
"37","2013-11-05",35.610001
"38","2013-11-06",35.389999
"39","2013-11-07",36.139999
"40","2013-11-08",36.200001
"41","2013-11-11",36.470001
"42","2013-11-12",36.669998
"43","2013-11-13",38.380001
"44","2013-11-14",38.639999
"45","2013-11-15",38.73
"46","2013-11-18",38.240002
"47","2013-11-19",38.330002
"48","2013-11-20",38.619999
"49","2013-11-21",39.029999
"50","2013-11-22",38.66
"51","2013-11-25",38.48
"52","2013-11-26",36.57
"53","2013-11-27",37.400002
"54","2013-11-29",36.849998
"55","2013-12-02",36.810001
"56","2013-12-03",34.759998
"57","2013-12-04",33.889999
"58","2013-12-05",34.490002
"59","2013-12-06",34.43
"60","2013-12-09",33.209999
"61","2013-12-10",34.439999
"62","2013-12-11",35.650002
"63","2013-12-12",34.779999
"64","2013-12-13",33.709999
"65","2013-12-16",32.029999
"66","2013-12-17",32.110001
"67","2013-12-18",30.940001
"68","2013-12-19",31.07
"69","2013-12-20",31.469999
"70","2013-12-23",31.610001
"71","2013-12-24",31.469999
"72","2013-12-26",32.099998
"73","2013-12-27",32.200001
"74","2013-12-30",32.43
"75","2013-12-31",33.07
"76","2014-01-02",32.639999
"77","2014-01-03",33.709999
"78","2014-01-06",33.66
"79","2014-01-07",34.549999
"80","2014-01-08",35.040001
"81","2014-01-09",35.639999
"82","2014-01-10",36.080002
"83","2014-01-13",36.16
"84","2014-01-14",36.77
"85","2014-01-15",37.049999
"86","2014-01-16",37.099998
"87","2014-01-17",36.889999
"88","2014-01-21",37.599998
"89","2014-01-22",38.009998
"90","2014-01-23",38.259998
"91","2014-01-24",37.610001
"92","2014-01-27",36.610001
"93","2014-01-28",36.790001
"94","2014-01-29",36.709999
"95","2014-01-30",37.25
"96","2014-01-31",37.009998
"97","2014-02-03",35.970001
"98","2014-02-04",36.509998
"99","2014-02-05",35.959999
"100","2014-02-06",35.950001
"101","2014-02-07",36.52
"102","2014-02-10",36.900002
"103","2014-02-11",37.189999
"104","2014-02-12",36.740002
"105","2014-02-13",37.220001
"106","2014-02-14",36.970001
"107","2014-02-18",37.07
"108","2014-02-19",36.560001
"109","2014-02-20",37.529999
"110","2014-02-21",37.32
"111","2014-02-24",36.580002
"112","2014-02-25",36.84
"113","2014-02-26",37.130001
"114","2014-02-27",36.93
"115","2014-02-28",37.299999
"116","2014-03-03",37.919998
"117","2014-03-04",38.5
"118","2014-03-05",37.549999
"119","2014-03-06",37.57
"120","2014-03-07",37.779999
"121","2014-03-10",37.830002
"122","2014-03-11",36.939999
"123","2014-03-12",35.43
"124","2014-03-13",34.650002
"125","2014-03-14",35.049999
"126","2014-03-17",36.34
"127","2014-03-18",36.990002
"128","2014-03-19",36.509998
"129","2014-03-20",37.049999
"130","2014-03-21",37.310001
"131","2014-03-24",37.41
"132","2014-03-25",36.68
"133","2014-03-26",36.810001
"134","2014-03-27",36.419998
"135","2014-03-28",36.580002
"136","2014-03-31",37.389999
"137","2014-04-01",36.310001
"138","2014-04-02",36.349998
"139","2014-04-03",35.619999
"140","2014-04-04",34.970001
"141","2014-04-07",35.43
"142","2014-04-08",35.959999
"143","2014-04-09",39.029999
"144","2014-04-10",38.77
"145","2014-04-11",37.779999
"146","2014-04-14",38.419998
"147","2014-04-15",38.779999
"148","2014-04-16",38.650002
"149","2014-04-17",39.029999
"150","2014-04-21",39.080002
"151","2014-04-22",39.689999
"152","2014-04-23",39.73
"153","2014-04-24",39.240002
"154","2014-04-25",39.419998
"155","2014-04-28",39.049999
"156","2014-04-29",38.509998
"157","2014-04-30",39
"158","2014-05-01",38.779999
"159","2014-05-02",38.259998
"160","2014-05-05",37.75
"161","2014-05-06",37.959999
"162","2014-05-07",37.919998
"163","2014-05-08",36.639999
"164","2014-05-09",37.540001
"165","2014-05-12",37.5
"166","2014-05-13",37.560001
"167","2014-05-14",37.509998
"168","2014-05-15",37.52
"169","2014-05-16",37.09
"170","2014-05-19",37.16
"171","2014-05-20",36.82
"172","2014-05-21",37.48
"173","2014-05-22",37.84
"174","2014-05-23",38.200001
"175","2014-05-27",38.759998
"176","2014-05-28",39.09
"177","2014-05-29",38.75
"178","2014-05-30",38.73
"179","2014-06-02",38.52
"180","2014-06-03",38.029999
"181","2014-06-04",39.310001
"182","2014-06-05",39.23
"183","2014-06-06",40.209999
"184","2014-06-09",39.720001
"185","2014-06-10",42.959999
"186","2014-06-11",44.540001
"187","2014-06-12",43.48
"188","2014-06-13",44.529999
"189","2014-06-16",42.779999
"190","2014-06-17",42.720001
"191","2014-06-18",42.43
"192","2014-06-19",42.52
"193","2014-06-20",43.73
"194","2014-06-23",44.52
"195","2014-06-24",44.779999
"196","2014-06-25",45.639999
"197","2014-06-26",45.509998
"198","2014-06-27",44.849998
"199","2014-06-30",44.16
"200","2014-07-01",45.009998
"201","2014-07-02",44.830002
"202","2014-07-03",45.470001
"203","2014-07-07",44.700001
"204","2014-07-08",44.700001
"205","2014-07-09",43.990002
"206","2014-07-10",43.200001
"207","2014-07-11",42.52
"208","2014-07-14",42.779999
"209","2014-07-15",43.099998
"210","2014-07-16",42.900002
"211","2014-07-17",41.919998
"212","2014-07-18",43.459999
"213","2014-07-21",43.360001
"214","2014-07-22",43.259998
"215","2014-07-23",43.380001
"216","2014-07-24",43.369999
"217","2014-07-25",42.970001
"218","2014-07-28",43.310001
"219","2014-07-29",42.200001
"220","2014-07-30",42.52
"221","2014-07-31",41.77
"222","2014-08-01",41.75
"223","2014-08-04",41.639999
"224","2014-08-05",41.369999
"225","2014-08-06",41.599998
"226","2014-08-07",41.650002
"227","2014-08-08",41.630001
"228","2014-08-11",41.779999
"229","2014-08-12",41.509998
"230","2014-08-13",42.220001
