"","date","PGTI"
"1","2007-01-03",12.28
"2","2007-01-04",12.4
"3","2007-01-05",12.2
"4","2007-01-08",12.58
"5","2007-01-09",12.49
"6","2007-01-10",12.27
"7","2007-01-11",12.53
"8","2007-01-12",12.84
"9","2007-01-16",12.74
"10","2007-01-17",12.49
"11","2007-01-18",12.46
"12","2007-01-19",12.69
"13","2007-01-22",12.41
"14","2007-01-23",12.36
"15","2007-01-24",12.72
"16","2007-01-25",12.62
"17","2007-01-26",12.87
"18","2007-01-29",12.8
"19","2007-01-30",12.62
"20","2007-01-31",12.47
"21","2007-02-01",12.77
"22","2007-02-02",12.87
"23","2007-02-05",12.56
"24","2007-02-06",12.83
"25","2007-02-07",12.89
"26","2007-02-08",12.74
"27","2007-02-09",12.26
"28","2007-02-12",12.57
"29","2007-02-13",12.77
"30","2007-02-14",12.55
"31","2007-02-15",12.76
"32","2007-02-16",13.05
"33","2007-02-20",12.99
"34","2007-02-21",12.67
"35","2007-02-22",12.06
"36","2007-02-23",12.57
"37","2007-02-26",12.77
"38","2007-02-27",12.64
"39","2007-02-28",12.92
"40","2007-03-01",12.95
"41","2007-03-02",12.84
"42","2007-03-05",12.79
"43","2007-03-06",12.77
"44","2007-03-07",12.49
"45","2007-03-08",12.6
"46","2007-03-09",12.8
"47","2007-03-12",12.77
"48","2007-03-13",12.47
"49","2007-03-14",12.48
"50","2007-03-15",12.64
"51","2007-03-16",12.55
"52","2007-03-19",12.49
"53","2007-03-20",12.45
"54","2007-03-21",12.46
"55","2007-03-22",12.68
"56","2007-03-23",12.49
"57","2007-03-26",12.53
"58","2007-03-27",12.42
"59","2007-03-28",11.9
"60","2007-03-29",11.73
"61","2007-03-30",12
"62","2007-04-02",11.91
"63","2007-04-03",11.84
"64","2007-04-04",11.85
"65","2007-04-05",11.69
"66","2007-04-09",11.68
"67","2007-04-10",11.85
"68","2007-04-11",11.54
"69","2007-04-12",11.86
"70","2007-04-13",11.55
"71","2007-04-16",12
"72","2007-04-17",11.66
"73","2007-04-18",11.7
"74","2007-04-19",11.64
"75","2007-04-20",11.54
"76","2007-04-23",11.47
"77","2007-04-24",11.43
"78","2007-04-25",11.45
"79","2007-04-26",11.35
"80","2007-04-27",10.85
"81","2007-04-30",10.3
"82","2007-05-01",10.34
"83","2007-05-02",10.5
"84","2007-05-03",11.85
"85","2007-05-04",11.65
"86","2007-05-07",11.79
"87","2007-05-08",11.87
"88","2007-05-09",11.56
"89","2007-05-10",11.05
"90","2007-05-11",11.08
"91","2007-05-14",11.02
"92","2007-05-15",10.96
"93","2007-05-16",11.15
"94","2007-05-17",11.1
"95","2007-05-18",11.19
"96","2007-05-21",11.13
"97","2007-05-22",11.42
"98","2007-05-23",11.46
"99","2007-05-24",11.71
"100","2007-05-25",11.57
"101","2007-05-29",11.78
"102","2007-05-30",11.6
"103","2007-05-31",11.67
"104","2007-06-01",11.47
"105","2007-06-04",11.5
"106","2007-06-05",11.53
"107","2007-06-06",11.27
"108","2007-06-07",11.25
"109","2007-06-08",11.79
"110","2007-06-11",11.83
"111","2007-06-12",11.76
"112","2007-06-13",12
"113","2007-06-14",12.09
"114","2007-06-15",12.62
"115","2007-06-18",11.92
"116","2007-06-19",11.79
"117","2007-06-20",11.27
"118","2007-06-21",11.24
"119","2007-06-22",11.05
"120","2007-06-25",10.93
"121","2007-06-26",11.26
"122","2007-06-27",11.11
"123","2007-06-28",11.05
"124","2007-06-29",10.93
"125","2007-07-02",11.18
"126","2007-07-03",11.45
"127","2007-07-05",11.52
"128","2007-07-06",11.42
"129","2007-07-09",12.34
"130","2007-07-10",12.02
"131","2007-07-11",11.51
"132","2007-07-12",11.84
"133","2007-07-13",11.79
"134","2007-07-16",11.14
"135","2007-07-17",11.53
"136","2007-07-18",11.28
"137","2007-07-19",11.71
"138","2007-07-20",11.11
"139","2007-07-23",11.14
"140","2007-07-24",10.78
"141","2007-07-25",10.82
"142","2007-07-26",10.53
"143","2007-07-27",10.2
"144","2007-07-30",10.1
"145","2007-07-31",10.29
"146","2007-08-01",10.2
"147","2007-08-02",10.16
"148","2007-08-03",10.48
"149","2007-08-06",10.15
"150","2007-08-07",10.05
"151","2007-08-08",10.24
"152","2007-08-09",10.42
"153","2007-08-10",11.2
"154","2007-08-13",10.4
"155","2007-08-14",10.28
"156","2007-08-15",10.31
"157","2007-08-16",10.31
"158","2007-08-17",10.79
"159","2007-08-20",10.63
"160","2007-08-21",10.67
"161","2007-08-22",10.61
"162","2007-08-23",10.27
"163","2007-08-24",10.52
"164","2007-08-27",10.82
"165","2007-08-28",10.49
"166","2007-08-29",10.53
"167","2007-08-30",10.51
"168","2007-08-31",10.42
"169","2007-09-04",10.36
"170","2007-09-05",10.19
"171","2007-09-06",10.17
"172","2007-09-07",9.93
"173","2007-09-10",9.9
"174","2007-09-11",10
"175","2007-09-12",9.99
"176","2007-09-13",9.93
"177","2007-09-14",9.68
"178","2007-09-17",8.96
"179","2007-09-18",9.93
"180","2007-09-19",9.39
"181","2007-09-20",9.01
"182","2007-09-21",9.01
"183","2007-09-24",8.85
"184","2007-09-25",8.46
"185","2007-09-26",8.19
"186","2007-09-27",8.12
"187","2007-09-28",7.93
"188","2007-10-01",8
"189","2007-10-02",7.98
"190","2007-10-03",8.1
"191","2007-10-04",8.14
"192","2007-10-05",8.13
"193","2007-10-08",8.03
"194","2007-10-09",8.05
"195","2007-10-10",8.09
"196","2007-10-11",8.29
"197","2007-10-12",8.28
"198","2007-10-15",8
"199","2007-10-16",7.97
"200","2007-10-17",8
"201","2007-10-18",8.03
"202","2007-10-19",7.86
"203","2007-10-22",8.09
"204","2007-10-23",8.44
"205","2007-10-24",8.12
"206","2007-10-25",8.01
"207","2007-10-26",8.06
"208","2007-10-29",8
"209","2007-10-30",8
"210","2007-10-31",7.99
"211","2007-11-01",7.97
"212","2007-11-02",8.02
"213","2007-11-05",7.75
"214","2007-11-06",7.57
"215","2007-11-07",7.38
"216","2007-11-08",7.49
"217","2007-11-09",7.38
"218","2007-11-12",7.77
"219","2007-11-13",7.7
"220","2007-11-14",7.44
"221","2007-11-15",7.4
"222","2007-11-16",6.93
"223","2007-11-19",6.37
"224","2007-11-20",6.5
"225","2007-11-21",6.21
"226","2007-11-23",6.3
"227","2007-11-26",5.8
"228","2007-11-27",5.7
"229","2007-11-28",5.89
"230","2007-11-29",5.76
"231","2007-11-30",5.52
"232","2007-12-03",5.34
"233","2007-12-04",4.95
"234","2007-12-05",5.24
"235","2007-12-06",5.63
"236","2007-12-07",5.7
"237","2007-12-10",5.87
"238","2007-12-11",5.72
"239","2007-12-12",5.57
"240","2007-12-13",5.61
"241","2007-12-14",5.41
"242","2007-12-17",5.03
"243","2007-12-18",5.2
"244","2007-12-19",5.22
"245","2007-12-20",5.01
"246","2007-12-21",5.01
"247","2007-12-24",5.01
"248","2007-12-26",5.06
"249","2007-12-27",4.89
"250","2007-12-28",4.83
"251","2007-12-31",4.76
"252","2008-01-02",4.48
"253","2008-01-03",4.41
"254","2008-01-04",4.17
"255","2008-01-07",4.32
"256","2008-01-08",4.42
"257","2008-01-09",4
"258","2008-01-10",4.19
"259","2008-01-11",4.17
"260","2008-01-14",4.16
"261","2008-01-15",3.98
"262","2008-01-16",4.17
"263","2008-01-17",4.19
"264","2008-01-18",3.97
"265","2008-01-22",4.38
"266","2008-01-23",4.32
"267","2008-01-24",4.22
"268","2008-01-25",4.2
"269","2008-01-28",4.18
"270","2008-01-29",4.34
"271","2008-01-30",4.53
"272","2008-01-31",4.74
"273","2008-02-01",4.74
"274","2008-02-04",4.97
"275","2008-02-05",4.47
"276","2008-02-06",4.61
"277","2008-02-07",4.43
"278","2008-02-08",4.33
"279","2008-02-11",4.34
"280","2008-02-12",4.37
"281","2008-02-13",4.25
"282","2008-02-14",3.98
"283","2008-02-15",3.97
"284","2008-02-19",4.21
"285","2008-02-20",4.41
"286","2008-02-21",3.85
"287","2008-02-22",3.82
"288","2008-02-25",3.83
"289","2008-02-26",3.73
"290","2008-02-27",3.81
"291","2008-02-28",3.62
"292","2008-02-29",3.4
"293","2008-03-03",3.1
"294","2008-03-04",3.1
"295","2008-03-05",3.09
"296","2008-03-06",2.98
"297","2008-03-07",2.88
"298","2008-03-10",2.79
"299","2008-03-11",2.83
"300","2008-03-12",2.76
"301","2008-03-13",2.75
"302","2008-03-14",2.74
"303","2008-03-17",2.75
"304","2008-03-18",2.99
"305","2008-03-19",2.98
"306","2008-03-20",2.97
"307","2008-03-24",3.01
"308","2008-03-25",3
"309","2008-03-26",3.08
"310","2008-03-27",2.94
"311","2008-03-28",2.97
"312","2008-03-31",2.74
"313","2008-04-01",2.63
"314","2008-04-02",2.59
"315","2008-04-03",2.67
"316","2008-04-04",2.56
"317","2008-04-07",2.49
"318","2008-04-08",2.47
"319","2008-04-09",2.45
"320","2008-04-10",2.48
"321","2008-04-11",2.46
"322","2008-04-14",2.4
"323","2008-04-15",2.23
"324","2008-04-16",2.29
"325","2008-04-17",2.23
"326","2008-04-18",2.4
"327","2008-04-21",2.51
"328","2008-04-22",2.53
"329","2008-04-23",2.49
"330","2008-04-24",2.45
"331","2008-04-25",2.5
"332","2008-04-28",2.72
"333","2008-04-29",2.7
"334","2008-04-30",3.19
"335","2008-05-01",3.4
"336","2008-05-02",3.58
"337","2008-05-05",3.55
"338","2008-05-06",3.6
"339","2008-05-07",3.76
"340","2008-05-08",3.84
"341","2008-05-09",4.21
"342","2008-05-12",4.11
"343","2008-05-13",4.07
"344","2008-05-14",4.03
"345","2008-05-15",4.01
"346","2008-05-16",3.83
"347","2008-05-19",3.62
"348","2008-05-20",3.51
"349","2008-05-21",3.58
"350","2008-05-22",3.57
"351","2008-05-23",3.49
"352","2008-05-27",3.36
"353","2008-05-28",3.13
"354","2008-05-29",3.16
"355","2008-05-30",3.07
"356","2008-06-02",2.89
"357","2008-06-03",2.95
"358","2008-06-04",2.96
"359","2008-06-05",3.04
"360","2008-06-06",2.94
"361","2008-06-09",2.86
"362","2008-06-10",2.77
"363","2008-06-11",2.75
"364","2008-06-12",2.78
"365","2008-06-13",2.76
"366","2008-06-16",2.75
"367","2008-06-17",2.63
"368","2008-06-18",2.73
"369","2008-06-19",2.93
"370","2008-06-20",3.12
"371","2008-06-23",3.08
"372","2008-06-24",3.05
"373","2008-06-25",3.07
"374","2008-06-26",3.1
"375","2008-06-27",3.18
"376","2008-06-30",3.44
"377","2008-07-01",3.58
"378","2008-07-02",4.2
"379","2008-07-03",4
"380","2008-07-07",4.02
"381","2008-07-08",4.2
"382","2008-07-09",4.22
"383","2008-07-10",4.2
"384","2008-07-11",4.05
"385","2008-07-14",3.92
"386","2008-07-15",3.64
"387","2008-07-16",3.71
"388","2008-07-17",3.93
"389","2008-07-18",3.9
"390","2008-07-21",4.01
"391","2008-07-22",3.99
"392","2008-07-23",4.01
"393","2008-07-24",3.95
"394","2008-07-25",4.04
"395","2008-07-28",3.99
"396","2008-07-29",4.06
"397","2008-07-30",4.08
"398","2008-07-31",4.44
"399","2008-08-01",4.88
"400","2008-08-04",5.42
"401","2008-08-05",5.93
"402","2008-08-06",5.23
"403","2008-08-07",5.01
"404","2008-08-08",5.18
"405","2008-08-11",5.23
"406","2008-08-12",5.06
"407","2008-08-13",5.01
"408","2008-08-14",5.13
"409","2008-08-15",5.37
"410","2008-08-18",5.23
"411","2008-08-19",5.14
"412","2008-08-20",5.12
"413","2008-08-21",5
"414","2008-08-22",5
"415","2008-08-25",5.02
"416","2008-08-26",5.16
"417","2008-08-27",5.32
"418","2008-08-28",5.27
"419","2008-08-29",5.1
"420","2008-09-02",5
"421","2008-09-03",5.05
"422","2008-09-04",5.18
"423","2008-09-05",5
"424","2008-09-08",5.02
"425","2008-09-09",4.69
"426","2008-09-10",4.25
"427","2008-09-11",4.2
"428","2008-09-12",4.04
"429","2008-09-15",3.85
"430","2008-09-16",3.6
"431","2008-09-17",3.09
"432","2008-09-18",3.52
"433","2008-09-19",3.99
"434","2008-09-22",3.74
"435","2008-09-23",3.64
"436","2008-09-24",3.42
"437","2008-09-25",3.21
"438","2008-09-26",3.26
"439","2008-09-29",2.94
"440","2008-09-30",3.03
"441","2008-10-01",2.79
"442","2008-10-02",2.61
