"","date","PGTI"
"443","2008-10-03",2.6
"444","2008-10-06",2.26
"445","2008-10-07",2.07
"446","2008-10-08",2.15
"447","2008-10-09",2.36
"448","2008-10-10",2.35
"449","2008-10-13",2.34
"450","2008-10-14",2.52
"451","2008-10-15",2.3
"452","2008-10-16",2.42
"453","2008-10-17",2.41
"454","2008-10-20",2.39
"455","2008-10-21",2.41
"456","2008-10-22",2.28
"457","2008-10-23",2.15
"458","2008-10-24",2
"459","2008-10-27",2.12
"460","2008-10-28",2.01
"461","2008-10-29",2.36
"462","2008-10-30",2.08
"463","2008-10-31",2.07
"464","2008-11-03",2.13
"465","2008-11-04",2.15
"466","2008-11-05",1.98
"467","2008-11-06",1.92
"468","2008-11-07",1.94
"469","2008-11-10",1.89
"470","2008-11-11",1.96
"471","2008-11-12",1.9
"472","2008-11-13",1.75
"473","2008-11-14",1.62
"474","2008-11-17",1.17
"475","2008-11-18",1.36
"476","2008-11-19",1.25
"477","2008-11-20",1.15
"478","2008-11-21",1.04
"479","2008-11-24",0.97
"480","2008-11-25",0.95
"481","2008-11-26",0.99
"482","2008-11-28",1.01
"483","2008-12-01",0.98
"484","2008-12-02",0.95
"485","2008-12-03",0.9
"486","2008-12-04",0.88
"487","2008-12-05",1.03
"488","2008-12-08",1.01
"489","2008-12-09",1.16
"490","2008-12-10",1.39
"491","2008-12-11",1.33
"492","2008-12-12",1.35
"493","2008-12-15",1.35
"494","2008-12-16",1.4
"495","2008-12-17",1.39
"496","2008-12-18",1.27
"497","2008-12-19",1
"498","2008-12-22",1.14
"499","2008-12-23",1
"500","2008-12-24",1
"501","2008-12-26",1.01
"502","2008-12-29",1.07
"503","2008-12-30",1.07
"504","2008-12-31",1.13
"505","2009-01-02",1.18
"506","2009-01-05",1.15
"507","2009-01-06",1.1
"508","2009-01-07",1.11
"509","2009-01-08",1.05
"510","2009-01-09",1.07
"511","2009-01-12",1.07
"512","2009-01-13",1.06
"513","2009-01-14",0.89
"514","2009-01-15",0.92
"515","2009-01-16",1.01
"516","2009-01-20",0.92
"517","2009-01-21",0.99
"518","2009-01-22",0.97
"519","2009-01-23",0.99
"520","2009-01-26",1.03
"521","2009-01-27",1.04
"522","2009-01-28",1.07
"523","2009-01-29",0.95
"524","2009-01-30",1
"525","2009-02-02",1.04
"526","2009-02-03",0.96
"527","2009-02-04",1.03
"528","2009-02-05",1
"529","2009-02-06",1
"530","2009-02-09",0.96
"531","2009-02-10",0.99
"532","2009-02-11",0.99
"533","2009-02-12",0.99
"534","2009-02-13",1
"535","2009-02-17",1.07
"536","2009-02-18",1.08
"537","2009-02-19",1.06
"538","2009-02-20",1.05
"539","2009-02-23",1.01
"540","2009-02-24",1.07
"541","2009-02-25",1.07
"542","2009-02-26",1.05
"543","2009-02-27",1.05
"544","2009-03-02",1.03
"545","2009-03-03",1.05
"546","2009-03-04",1.06
"547","2009-03-05",1.04
"548","2009-03-06",1.05
"549","2009-03-09",0.81
"550","2009-03-10",0.87
"551","2009-03-11",0.88
"552","2009-03-12",0.89
"553","2009-03-13",0.88
"554","2009-03-16",0.86
"555","2009-03-17",0.85
"556","2009-03-18",0.9
"557","2009-03-19",0.91
"558","2009-03-20",0.9
"559","2009-03-23",1.08
"560","2009-03-24",1.15
"561","2009-03-25",1.29
"562","2009-03-26",1.39
"563","2009-03-27",1.43
"564","2009-03-30",1.44
"565","2009-03-31",1.39
"566","2009-04-01",1.3
"567","2009-04-02",1.5
"568","2009-04-03",1.49
"569","2009-04-06",1.45
"570","2009-04-07",1.38
"571","2009-04-08",1.34
"572","2009-04-09",1.29
"573","2009-04-13",1.34
"574","2009-04-14",1.3
"575","2009-04-15",1.32
"576","2009-04-16",1.31
"577","2009-04-17",1.23
"578","2009-04-20",1.25
"579","2009-04-21",1.3
"580","2009-04-22",1.4
"581","2009-04-23",1.67
"582","2009-04-24",1.78
"583","2009-04-27",1.91
"584","2009-04-28",2.01
"585","2009-04-29",2.01
"586","2009-04-30",2.18
"587","2009-05-01",2.26
"588","2009-05-04",2.39
"589","2009-05-05",2.47
"590","2009-05-06",2.37
"591","2009-05-07",2
"592","2009-05-08",1.96
"593","2009-05-11",1.85
"594","2009-05-12",1.92
"595","2009-05-13",1.86
"596","2009-05-14",1.84
"597","2009-05-15",1.79
"598","2009-05-18",1.63
"599","2009-05-19",1.56
"600","2009-05-20",1.58
"601","2009-05-21",1.52
"602","2009-05-22",1.55
"603","2009-05-26",1.61
"604","2009-05-27",1.65
"605","2009-05-28",1.6
"606","2009-05-29",1.59
"607","2009-06-01",1.5
"608","2009-06-02",1.65
"609","2009-06-03",1.56
"610","2009-06-04",1.6
"611","2009-06-05",1.58
"612","2009-06-08",1.6
"613","2009-06-09",1.6
"614","2009-06-10",1.61
"615","2009-06-11",1.6
"616","2009-06-12",1.55
"617","2009-06-15",1.58
"618","2009-06-16",1.67
"619","2009-06-17",1.62
"620","2009-06-18",1.63
"621","2009-06-19",1.65
"622","2009-06-22",1.65
"623","2009-06-23",1.73
"624","2009-06-24",1.7
"625","2009-06-25",1.59
"626","2009-06-26",1.48
"627","2009-06-29",1.67
"628","2009-06-30",1.51
"629","2009-07-01",1.57
"630","2009-07-02",1.54
"631","2009-07-06",1.66
"632","2009-07-07",1.51
"633","2009-07-08",1.62
"634","2009-07-09",1.59
"635","2009-07-10",1.73
"636","2009-07-13",1.7
"637","2009-07-14",1.71
"638","2009-07-15",1.68
"639","2009-07-16",1.66
"640","2009-07-17",1.72
"641","2009-07-20",1.71
"642","2009-07-21",1.69
"643","2009-07-22",1.7
"644","2009-07-23",1.77
"645","2009-07-24",1.81
"646","2009-07-27",2
"647","2009-07-28",1.89
"648","2009-07-29",1.9
"649","2009-07-30",2.1
"650","2009-07-31",2
"651","2009-08-03",1.92
"652","2009-08-04",1.94
"653","2009-08-05",1.89
"654","2009-08-06",2.3
"655","2009-08-07",2.31
"656","2009-08-10",2.3
"657","2009-08-11",2.26
"658","2009-08-12",2.26
"659","2009-08-13",2.39
"660","2009-08-14",2.43
"661","2009-08-17",2.4
"662","2009-08-18",2.28
"663","2009-08-19",2.52
"664","2009-08-20",2.58
"665","2009-08-21",2.74
"666","2009-08-24",2.79
"667","2009-08-25",2.85
"668","2009-08-26",2.82
"669","2009-08-27",2.82
"670","2009-08-28",2.73
"671","2009-08-31",2.6
"672","2009-09-01",2.5
"673","2009-09-02",2.54
"674","2009-09-03",2.63
"675","2009-09-04",2.62
"676","2009-09-08",2.85
"677","2009-09-09",2.95
"678","2009-09-10",2.95
"679","2009-09-11",3.09
"680","2009-09-14",3.04
"681","2009-09-15",3.19
"682","2009-09-16",3.05
"683","2009-09-17",2.95
"684","2009-09-18",3.1
"685","2009-09-21",2.95
"686","2009-09-22",2.95
"687","2009-09-23",2.94
"688","2009-09-24",2.95
"689","2009-09-25",2.96
"690","2009-09-28",2.71
"691","2009-09-29",2.74
"692","2009-09-30",2.87
"693","2009-10-01",2.78
"694","2009-10-02",2.7
"695","2009-10-05",2.7
"696","2009-10-06",2.7
"697","2009-10-07",2.67
"698","2009-10-08",2.7
"699","2009-10-09",2.68
"700","2009-10-12",2.69
"701","2009-10-13",2.68
"702","2009-10-14",2.66
"703","2009-10-15",2.7
"704","2009-10-16",2.69
"705","2009-10-19",2.66
"706","2009-10-20",2.7
"707","2009-10-21",2.5
"708","2009-10-22",2.57
"709","2009-10-23",2.5
"710","2009-10-26",2.5
"711","2009-10-27",2.5
"712","2009-10-28",2.57
"713","2009-10-29",2.45
"714","2009-10-30",2.47
"715","2009-11-02",2.45
"716","2009-11-03",2.34
"717","2009-11-04",2.41
"718","2009-11-05",2.32
"719","2009-11-06",2.17
"720","2009-11-09",2.34
"721","2009-11-10",2.15
"722","2009-11-11",2.34
"723","2009-11-12",2.27
"724","2009-11-13",2.27
"725","2009-11-16",2.25
"726","2009-11-17",2.3
"727","2009-11-18",2.25
"728","2009-11-19",2.2
"729","2009-11-20",2.1
"730","2009-11-23",2.1
"731","2009-11-24",2.1
"732","2009-11-25",2.08
"733","2009-11-27",2.08
"734","2009-11-30",2.07
"735","2009-12-01",2.07
"736","2009-12-02",2.06
"737","2009-12-03",2.12
"738","2009-12-04",2.07
"739","2009-12-07",2.12
"740","2009-12-08",2.09
"741","2009-12-09",2.1
"742","2009-12-10",2.12
"743","2009-12-11",2.1
"744","2009-12-14",2.2
"745","2009-12-15",2.2
"746","2009-12-16",2.45
"747","2009-12-17",2.35
"748","2009-12-18",2.35
"749","2009-12-21",2.46
"750","2009-12-22",2.39
"751","2009-12-23",2.37
"752","2009-12-24",2.23
"753","2009-12-28",2.04
"754","2009-12-29",2.06
"755","2009-12-30",2.12
"756","2009-12-31",2.1
"757","2010-01-04",2.12
"758","2010-01-05",2.13
"759","2010-01-06",2.09
"760","2010-01-07",2.04
"761","2010-01-08",2.1
"762","2010-01-11",2.21
"763","2010-01-12",2.03
"764","2010-01-13",2.04
"765","2010-01-14",2.05
"766","2010-01-15",2.17
"767","2010-01-19",2.29
"768","2010-01-20",2.25
"769","2010-01-21",2.2
"770","2010-01-22",2.08
"771","2010-01-25",2.11
"772","2010-01-26",2.08
"773","2010-01-27",2.06
"774","2010-01-28",2.04
"775","2010-01-29",1.92
"776","2010-02-01",1.83
"777","2010-02-02",1.87
"778","2010-02-03",2.04
"779","2010-02-04",1.82
"780","2010-02-05",1.8
"781","2010-02-08",1.72
"782","2010-02-09",1.8
"783","2010-02-10",1.81
"784","2010-02-11",1.81
"785","2010-02-12",1.85
"786","2010-02-16",1.83
"787","2010-02-17",1.8
"788","2010-02-18",1.85
"789","2010-02-19",1.86
"790","2010-02-22",1.86
"791","2010-02-23",1.8
"792","2010-02-24",1.69
"793","2010-02-25",1.7
"794","2010-02-26",1.69
"795","2010-03-01",1.64
"796","2010-03-02",1.57
"797","2010-03-03",1.58
"798","2010-03-04",1.57
"799","2010-03-05",1.6
"800","2010-03-08",1.62
"801","2010-03-09",1.59
"802","2010-03-10",1.58
"803","2010-03-11",1.63
"804","2010-03-12",1.66
"805","2010-03-15",1.75
"806","2010-03-16",1.87
"807","2010-03-17",1.86
"808","2010-03-18",1.87
"809","2010-03-19",1.6
"810","2010-03-22",1.7
"811","2010-03-23",1.74
"812","2010-03-24",1.76
"813","2010-03-25",1.79
"814","2010-03-26",1.8
"815","2010-03-29",1.78
"816","2010-03-30",1.85
"817","2010-03-31",1.82
"818","2010-04-01",1.89
"819","2010-04-05",2
"820","2010-04-06",1.98
"821","2010-04-07",2.24
"822","2010-04-08",2.55
"823","2010-04-09",2.48
"824","2010-04-12",2.5
"825","2010-04-13",2.49
"826","2010-04-14",2.65
"827","2010-04-15",2.73
"828","2010-04-16",2.62
"829","2010-04-19",2.53
"830","2010-04-20",2.59
"831","2010-04-21",2.6
"832","2010-04-22",2.63
"833","2010-04-23",2.92
"834","2010-04-26",2.86
"835","2010-04-27",2.91
"836","2010-04-28",2.99
"837","2010-04-29",3.05
"838","2010-04-30",3.1
"839","2010-05-03",3.32
"840","2010-05-04",3.31
"841","2010-05-05",3.32
"842","2010-05-06",3.25
"843","2010-05-07",3.03
"844","2010-05-10",3.2
"845","2010-05-11",3.27
"846","2010-05-12",3.24
"847","2010-05-13",3.23
"848","2010-05-14",3.12
"849","2010-05-17",3.19
"850","2010-05-18",3.19
"851","2010-05-19",3.06
"852","2010-05-20",2.89
"853","2010-05-21",2.81
"854","2010-05-24",2.64
"855","2010-05-25",2.53
"856","2010-05-26",2.78
"857","2010-05-27",2.86
"858","2010-05-28",2.93
"859","2010-06-01",2.81
"860","2010-06-02",2.86
"861","2010-06-03",2.89
"862","2010-06-04",2.88
"863","2010-06-07",2.95
"864","2010-06-08",2.92
"865","2010-06-09",2.86
"866","2010-06-10",2.98
"867","2010-06-11",3.05
"868","2010-06-14",3.14
"869","2010-06-15",3.14
"870","2010-06-16",3.23
"871","2010-06-17",3.17
"872","2010-06-18",3.21
"873","2010-06-21",3.18
"874","2010-06-22",3.12
"875","2010-06-23",3.02
"876","2010-06-24",3.07
"877","2010-06-25",2.98
"878","2010-06-28",2.74
"879","2010-06-29",2.65
"880","2010-06-30",2.57
"881","2010-07-01",2.49
"882","2010-07-02",2.47
"883","2010-07-06",2.45
"884","2010-07-07",2.49
"885","2010-07-08",2.59
"886","2010-07-09",2.65
"887","2010-07-12",2.48
"888","2010-07-13",2.59
"889","2010-07-14",2.58
"890","2010-07-15",2.45
"891","2010-07-16",2.3
"892","2010-07-19",2.14
"893","2010-07-20",2.09
"894","2010-07-21",2.24
"895","2010-07-22",2.38
"896","2010-07-23",2.51
"897","2010-07-26",2.57
"898","2010-07-27",2.65
"899","2010-07-28",2.69
"900","2010-07-29",2.65
"901","2010-07-30",2.6
"902","2010-08-02",2.62
"903","2010-08-03",2.62
"904","2010-08-04",2.64
"905","2010-08-05",2.62
"906","2010-08-06",2.47
"907","2010-08-09",2.34
"908","2010-08-10",2.25
"909","2010-08-11",2.15
"910","2010-08-12",2.07
"911","2010-08-13",2.05
"912","2010-08-16",2.03
"913","2010-08-17",2.05
"914","2010-08-18",2.04
"915","2010-08-19",1.94
"916","2010-08-20",2.02
"917","2010-08-23",1.95
"918","2010-08-24",1.91
"919","2010-08-25",1.93
"920","2010-08-26",1.98
"921","2010-08-27",2.28
"922","2010-08-30",2.17
"923","2010-08-31",2
"924","2010-09-01",2.29
"925","2010-09-02",2.3
"926","2010-09-03",2.18
"927","2010-09-07",2.09
"928","2010-09-08",2.22
"929","2010-09-09",2.15
"930","2010-09-10",2.16
"931","2010-09-13",2.23
"932","2010-09-14",2.17
"933","2010-09-15",2.14
"934","2010-09-16",2.12
"935","2010-09-17",2.14
"936","2010-09-20",2.19
"937","2010-09-21",2.14
"938","2010-09-22",2.17
"939","2010-09-23",2.12
"940","2010-09-24",2.25
"941","2010-09-27",2.25
"942","2010-09-28",2.27
"943","2010-09-29",2.29
"944","2010-09-30",2.28
"945","2010-10-01",2.3
"946","2010-10-04",2.23
"947","2010-10-05",2.3
"948","2010-10-06",2.28
"949","2010-10-07",2.28
"950","2010-10-08",2.31
"951","2010-10-11",2.3
"952","2010-10-12",2.29
"953","2010-10-13",2.26
"954","2010-10-14",2.25
"955","2010-10-15",2.3
"956","2010-10-18",2.29
"957","2010-10-19",2.26
"958","2010-10-20",2.22
"959","2010-10-21",2.22
"960","2010-10-22",2.18
"961","2010-10-25",2.25
"962","2010-10-26",2.19
"963","2010-10-27",2.07
"964","2010-10-28",2.06
"965","2010-10-29",2.1
"966","2010-11-01",2.03
"967","2010-11-02",2.09
"968","2010-11-03",2.15
"969","2010-11-04",2.25
"970","2010-11-05",2.15
"971","2010-11-08",2.21
"972","2010-11-09",2.26
"973","2010-11-10",2.25
"974","2010-11-11",2.23
"975","2010-11-12",2.25
"976","2010-11-15",2.23
"977","2010-11-16",2.07
"978","2010-11-17",2.04
"979","2010-11-18",2.16
"980","2010-11-19",2.19
"981","2010-11-22",2.15
"982","2010-11-23",2.1
"983","2010-11-24",2.17
"984","2010-11-26",2.17
"985","2010-11-29",2.24
"986","2010-11-30",2.2
"987","2010-12-01",2.21
"988","2010-12-02",2.3
"989","2010-12-03",2.31
"990","2010-12-06",2.28
"991","2010-12-07",2.45
"992","2010-12-08",2.49
"993","2010-12-09",2.53
"994","2010-12-10",2.51
"995","2010-12-13",2.48
"996","2010-12-14",2.54
"997","2010-12-15",2.49
"998","2010-12-16",2.49
"999","2010-12-17",2.59
"1000","2010-12-20",2.57
"1001","2010-12-21",2.59
"1002","2010-12-22",2.7
