"","date","DE"
"1","2007-01-03",46.740002
"2","2007-01-04",46.09
"3","2007-01-05",45.445
"4","2007-01-08",45.669998
"5","2007-01-09",46.125
"6","2007-01-10",46.314999
"7","2007-01-11",47.75
"8","2007-01-12",49.665001
"9","2007-01-16",49.549999
"10","2007-01-17",49.945
"11","2007-01-18",50.080002
"12","2007-01-19",49.349998
"13","2007-01-22",48.435001
"14","2007-01-23",49.790001
"15","2007-01-24",49.485001
"16","2007-01-25",48.584999
"17","2007-01-26",49.145
"18","2007-01-29",49.27
"19","2007-01-30",49.959999
"20","2007-01-31",50.139999
"21","2007-02-01",51.509998
"22","2007-02-02",52.165001
"23","2007-02-05",52.055
"24","2007-02-06",52.369999
"25","2007-02-07",51.75
"26","2007-02-08",51.450001
"27","2007-02-09",51.395
"28","2007-02-12",51.610001
"29","2007-02-13",51.334999
"30","2007-02-14",55.955002
"31","2007-02-15",56.759998
"32","2007-02-16",56.965
"33","2007-02-20",56.674999
"34","2007-02-21",57.974998
"35","2007-02-22",56.529999
"36","2007-02-23",56.665001
"37","2007-02-26",56.605
"38","2007-02-27",54.150002
"39","2007-02-28",54.145
"40","2007-03-01",54.110001
"41","2007-03-02",52.584999
"42","2007-03-05",52.099998
"43","2007-03-06",53.52
"44","2007-03-07",55.404999
"45","2007-03-08",55.395
"46","2007-03-09",56.5
"47","2007-03-12",56.505001
"48","2007-03-13",54.669998
"49","2007-03-14",55.345001
"50","2007-03-15",55.345001
"51","2007-03-16",55.02
"52","2007-03-19",56.395
"53","2007-03-20",56.099998
"54","2007-03-21",57.709999
"55","2007-03-22",56.450001
"56","2007-03-23",56.09
"57","2007-03-26",55.215
"58","2007-03-27",54.314999
"59","2007-03-28",52.75
"60","2007-03-29",54.235001
"61","2007-03-30",54.32
"62","2007-04-02",52.240002
"63","2007-04-03",53.369999
"64","2007-04-04",53.5
"65","2007-04-05",53.785
"66","2007-04-09",54.310001
"67","2007-04-10",54.450001
"68","2007-04-11",54.215
"69","2007-04-12",53.919998
"70","2007-04-13",54.400002
"71","2007-04-16",54.82
"72","2007-04-17",55.549999
"73","2007-04-18",55.785
"74","2007-04-19",55.349998
"75","2007-04-20",55.779999
"76","2007-04-23",56.355
"77","2007-04-24",56.459999
"78","2007-04-25",56.830002
"79","2007-04-26",56.805
"80","2007-04-27",56.115002
"81","2007-04-30",54.700001
"82","2007-05-01",54.349998
"83","2007-05-02",56.375
"84","2007-05-03",56.845001
"85","2007-05-04",56.919998
"86","2007-05-07",57.610001
"87","2007-05-08",57.82
"88","2007-05-09",59.470001
"89","2007-05-10",58.845001
"90","2007-05-11",60
"91","2007-05-14",59.814999
"92","2007-05-15",60.330002
"93","2007-05-16",59.200001
"94","2007-05-17",58.775002
"95","2007-05-18",58.255001
