"","date","RIO"
"1","2007-01-03",51.025002
"2","2007-01-04",49.314999
"3","2007-01-05",48.400002
"4","2007-01-08",49.5825
"5","2007-01-09",49.474998
"6","2007-01-10",50.224998
"7","2007-01-11",51.485001
"8","2007-01-12",51.607498
"9","2007-01-16",50.264999
"10","2007-01-17",50.380001
"11","2007-01-18",50.215
"12","2007-01-19",51.314999
"13","2007-01-22",50.974998
"14","2007-01-23",53.189999
"15","2007-01-24",54.747501
"16","2007-01-25",53.355
"17","2007-01-26",52.915001
"18","2007-01-29",52.577499
"19","2007-01-30",53.75
"20","2007-01-31",54.052502
"21","2007-02-01",54.462502
"22","2007-02-02",53.1875
"23","2007-02-05",53.1875
"24","2007-02-06",53.8825
"25","2007-02-07",53.799999
"26","2007-02-08",53.244999
"27","2007-02-09",52.202499
"28","2007-02-12",52.607498
"29","2007-02-13",54.247501
"30","2007-02-14",55.287498
"31","2007-02-15",55.415001
"32","2007-02-16",55.200001
"33","2007-02-20",55.4925
"34","2007-02-21",55.654999
"35","2007-02-22",56.395
"36","2007-02-23",57.592499
"37","2007-02-26",57.650002
"38","2007-02-27",53.782501
"39","2007-02-28",54.165001
"40","2007-03-01",52.877499
"41","2007-03-02",51.592499
"42","2007-03-05",50.919998
"43","2007-03-06",52.654999
"44","2007-03-07",52.349998
"45","2007-03-08",52.8675
"46","2007-03-09",52.662498
"47","2007-03-12",52.772499
"48","2007-03-13",51.3675
"49","2007-03-14",51.262501
"50","2007-03-15",52.702499
"51","2007-03-16",52.599998
"52","2007-03-19",53.872501
"53","2007-03-20",54.212502
"54","2007-03-21",55.985001
"55","2007-03-22",56
"56","2007-03-23",56.5
"57","2007-03-26",57.025002
"58","2007-03-27",56.75
"59","2007-03-28",55.474998
"60","2007-03-29",56.424999
"61","2007-03-30",56.952499
"62","2007-04-02",57.650002
"63","2007-04-03",59.5825
"64","2007-04-04",60.172501
"65","2007-04-05",59.802502
"66","2007-04-09",60.139999
"67","2007-04-10",61.384998
"68","2007-04-11",61.002499
"69","2007-04-12",61.682499
"70","2007-04-13",61.755001
"71","2007-04-16",63.689999
"72","2007-04-17",63.825001
"73","2007-04-18",62.6325
"74","2007-04-19",61.525002
"75","2007-04-20",62.192501
"76","2007-04-23",62.41
"77","2007-04-24",61.942501
"78","2007-04-25",62.8125
"79","2007-04-26",61.537498
"80","2007-04-27",61.5975
"81","2007-04-30",61
"82","2007-05-01",61.182499
"83","2007-05-02",61.997501
"84","2007-05-03",63.412498
"85","2007-05-04",65.532501
"86","2007-05-07",67.277496
"87","2007-05-08",66.162498
"88","2007-05-09",74.067497
"89","2007-05-10",70.25
"90","2007-05-11",72.722504
"91","2007-05-14",70.012497
"92","2007-05-15",69.0625
"93","2007-05-16",70.955002
"94","2007-05-17",69.512497
"95","2007-05-18",69.595001
"96","2007-05-21",70.512497
"97","2007-05-22",70.014999
"98","2007-05-23",72.065002
"99","2007-05-24",69.622498
"100","2007-05-25",73.012497
"101","2007-05-29",71.787498
"102","2007-05-30",72.537498
"103","2007-05-31",73.237503
"104","2007-06-01",74.084999
"105","2007-06-04",73.764999
"106","2007-06-05",72.847504
"107","2007-06-06",70.4375
"108","2007-06-07",69.097504
"109","2007-06-08",70.410004
"110","2007-06-11",70.68
"111","2007-06-12",70.150002
"112","2007-06-13",73.797501
"113","2007-06-14",75.6875
"114","2007-06-15",77.102501
"115","2007-06-18",76.5625
"116","2007-06-19",77.875
"117","2007-06-20",75.989998
"118","2007-06-21",77.150002
"119","2007-06-22",75.857498
"120","2007-06-25",75.099998
"121","2007-06-26",73.875
"122","2007-06-27",74.847504
"123","2007-06-28",75.7575
"124","2007-06-29",76.529999
"125","2007-07-02",80.370003
"126","2007-07-03",80.087502
"127","2007-07-05",81.162498
"128","2007-07-06",80.550003
"129","2007-07-09",81.644997
"130","2007-07-10",78.885002
"131","2007-07-11",81.105003
"132","2007-07-12",79.427498
"133","2007-07-13",76.035004
"134","2007-07-16",75.425003
"135","2007-07-17",75.322502
"136","2007-07-18",76.175003
"137","2007-07-19",77.612503
"138","2007-07-20",77.677498
"139","2007-07-23",79.014999
"140","2007-07-24",75.919998
"141","2007-07-25",74.162498
"142","2007-07-26",69.657501
"143","2007-07-27",67.845001
"144","2007-07-30",70.75
"145","2007-07-31",72.279999
"146","2007-08-01",69.512497
"147","2007-08-02",69.025002
"148","2007-08-03",66.614998
"149","2007-08-06",65.8125
"150","2007-08-07",67.082497
"151","2007-08-08",67.125
"152","2007-08-09",64.050003
"153","2007-08-10",66.25
"154","2007-08-13",64.212502
"155","2007-08-14",62.8675
"156","2007-08-15",60.75
"157","2007-08-16",58.662498
"158","2007-08-17",61.174999
"159","2007-08-20",61.602501
"160","2007-08-21",61.1325
"161","2007-08-22",64.849998
"162","2007-08-23",65.400002
"163","2007-08-24",68.504997
"164","2007-08-27",67.997498
"165","2007-08-28",64.872498
"166","2007-08-29",66.7425
"167","2007-08-30",66.099998
"168","2007-08-31",68.699997
"169","2007-09-04",71.025002
"170","2007-09-05",71.452499
"171","2007-09-06",75.379997
"172","2007-09-07",73.6875
"173","2007-09-10",72.3125
"174","2007-09-11",75.445
"175","2007-09-12",74.5
"176","2007-09-13",75.75
"177","2007-09-14",74.712502
"178","2007-09-17",73.127502
"179","2007-09-18",77.449997
"180","2007-09-19",78.207497
"181","2007-09-20",80.875
"182","2007-09-21",82.147499
"183","2007-09-24",85.709999
"184","2007-09-25",83.199997
"185","2007-09-26",82.580002
"186","2007-09-27",84.650002
"187","2007-09-28",85.849998
"188","2007-10-01",89.5
"189","2007-10-02",87.0625
"190","2007-10-03",84.447502
"191","2007-10-04",84.567497
"192","2007-10-05",87.137497
"193","2007-10-08",85.014999
"194","2007-10-09",87.097504
"195","2007-10-10",90.449997
"196","2007-10-11",91.264999
"197","2007-10-12",93.099998
"198","2007-10-15",91.125
"199","2007-10-16",89.949997
"200","2007-10-17",88.017502
"201","2007-10-18",88.625
"202","2007-10-19",85.285004
"203","2007-10-22",83.574997
"204","2007-10-23",87.165001
"205","2007-10-24",85.165001
"206","2007-10-25",87.879997
"207","2007-10-26",92
"208","2007-10-29",93.160004
"209","2007-10-30",90
"210","2007-10-31",93.75
"211","2007-11-01",90.175003
"212","2007-11-02",92.682503
"213","2007-11-05",87.864998
"214","2007-11-06",92
"215","2007-11-07",89.375
"216","2007-11-08",110.050003
"217","2007-11-09",119.587502
"218","2007-11-12",108.967499
"219","2007-11-13",111.8125
"220","2007-11-14",114.525002
"221","2007-11-15",110.239998
"222","2007-11-16",110.607498
"223","2007-11-19",104.012497
"224","2007-11-20",106.202499
"225","2007-11-21",101.432503
"226","2007-11-23",109.012497
"227","2007-11-26",106.347504
"228","2007-11-27",106.6875
"229","2007-11-28",112.175003
"230","2007-11-29",115.25
"231","2007-11-30",116.870003
"232","2007-12-03",112.347504
"233","2007-12-04",114.665001
"234","2007-12-05",114.625
"235","2007-12-06",115.8675
"236","2007-12-07",117
"237","2007-12-10",119.427498
"238","2007-12-11",113.7425
