"","date","UFS"
"1","2007-03-07",53.220001
"2","2007-03-08",54.599998
"3","2007-03-09",55.02
"4","2007-03-12",55.799999
"5","2007-03-13",56.040001
"6","2007-03-14",57
"7","2007-03-15",56.099998
"8","2007-03-16",56.400002
"9","2007-03-19",57.779999
"10","2007-03-20",58.740002
"11","2007-03-21",58.200001
"12","2007-03-22",58.200001
"13","2007-03-23",56.34
"14","2007-03-26",56.16
"15","2007-03-27",55.139999
"16","2007-03-28",55.080002
"17","2007-03-29",55.32
"18","2007-03-30",55.860001
"19","2007-04-02",55.619999
"20","2007-04-03",57.599998
"21","2007-04-04",57.18
"22","2007-04-05",58.439999
"23","2007-04-09",59.580002
"24","2007-04-10",59.880001
"25","2007-04-11",59.040001
"26","2007-04-12",58.740002
"27","2007-04-13",58.799999
"28","2007-04-16",58.799999
"29","2007-04-17",59.52
"30","2007-04-18",59.099998
"31","2007-04-19",58.32
"32","2007-04-20",58.919998
"33","2007-04-23",58.98
"34","2007-04-24",60.419998
"35","2007-04-25",60.299999
"36","2007-04-26",60.66
"37","2007-04-27",59.939999
"38","2007-04-30",58.5
"39","2007-05-01",58.619999
"40","2007-05-02",58.439999
"41","2007-05-03",58.080002
"42","2007-05-04",59.040001
"43","2007-05-07",58.919998
"44","2007-05-08",57.779999
"45","2007-05-09",57.900002
"46","2007-05-10",55.98
"47","2007-05-11",58.919998
"48","2007-05-14",57
"49","2007-05-15",57.419998
"50","2007-05-16",58.080002
"51","2007-05-17",58.68
"52","2007-05-18",59.939999
"53","2007-05-21",61.02
"54","2007-05-22",64.139999
"55","2007-05-23",64.440002
"56","2007-05-24",62.34
"57","2007-05-25",64.199997
"58","2007-05-29",64.199997
"59","2007-05-30",64.260002
"60","2007-05-31",65.400002
"61","2007-06-01",65.760002
"62","2007-06-04",65.879997
"63","2007-06-05",65.099998
"64","2007-06-06",64.739998
"65","2007-06-07",63.959999
"66","2007-06-08",65.760002
"67","2007-06-11",66
"68","2007-06-12",65.519997
"69","2007-06-13",65.940002
"70","2007-06-14",66.660004
"71","2007-06-15",67.5
"72","2007-06-18",67.739998
"73","2007-06-19",68.400002
"74","2007-06-20",67.080002
"75","2007-06-21",67.5
"76","2007-06-22",66.779999
"77","2007-06-25",65.279999
"78","2007-06-26",63.599998
"79","2007-06-27",63.84
"80","2007-06-28",64.860001
"81","2007-06-29",66.959999
"82","2007-07-02",67.32
"83","2007-07-03",67.440002
"84","2007-07-05",67.019997
"85","2007-07-06",67.260002
"86","2007-07-09",66.599998
"87","2007-07-10",65.699997
"88","2007-07-11",65.519997
"89","2007-07-12",64.5
"90","2007-07-13",64.5
"91","2007-07-16",64.019997
"92","2007-07-17",64.260002
"93","2007-07-18",64.68
"94","2007-07-19",64.019997
"95","2007-07-20",62.400002
"96","2007-07-23",62.700001
"97","2007-07-24",61.139999
"98","2007-07-25",58.799999
"99","2007-07-26",58.439999
"100","2007-07-27",55.860001
"101","2007-07-30",56.16
"102","2007-07-31",57.060001
"103","2007-08-01",55.619999
"104","2007-08-02",55.080002
"105","2007-08-03",53.700001
"106","2007-08-06",52.139999
"107","2007-08-07",51.66
"108","2007-08-08",52.5
"109","2007-08-09",49.98
"110","2007-08-10",53.759998
"111","2007-08-13",49.439999
"112","2007-08-14",45.720001
"113","2007-08-15",43.380001
"114","2007-08-16",40.860001
"115","2007-08-17",43.32
"116","2007-08-20",43.5
"117","2007-08-21",42.779999
"118","2007-08-22",46.740002
"119","2007-08-23",46.5
"120","2007-08-24",47.279999
"121","2007-08-27",49.32
"122","2007-08-28",46.619999
"123","2007-08-29",47.580002
"124","2007-08-30",46.68
"125","2007-08-31",48
"126","2007-09-04",51.419998
"127","2007-09-05",49.02
"128","2007-09-06",49.919998
"129","2007-09-07",49.32
"130","2007-09-10",47.040001
"131","2007-09-11",48.240002
"132","2007-09-12",48.360001
"133","2007-09-13",50.279999
"134","2007-09-14",49.080002
"135","2007-09-17",48.419998
"136","2007-09-18",49.799999
"137","2007-09-19",50.939999
"138","2007-09-20",49.32
"139","2007-09-21",49.259998
"140","2007-09-24",47.939999
"141","2007-09-25",46.5
"142","2007-09-26",49.080002
"143","2007-09-27",49.560001
"144","2007-09-28",49.200001
"145","2007-10-01",48.900002
"146","2007-10-02",48.900002
"147","2007-10-03",47.400002
"148","2007-10-04",47.700001
"149","2007-10-05",49.200001
"150","2007-10-08",49.5
"151","2007-10-09",50.040001
"152","2007-10-10",49.259998
"153","2007-10-11",48.119999
"154","2007-10-12",47.279999
"155","2007-10-15",49.200001
"156","2007-10-16",49.380001
"157","2007-10-17",49.200001
"158","2007-10-18",49.860001
"159","2007-10-19",48.84
"160","2007-10-22",49.080002
"161","2007-10-23",48.959999
"162","2007-10-24",49.98
"163","2007-10-25",49.860001
"164","2007-10-26",50.939999
