"","date","SITC"
"1","2007-01-03",94.119598
"2","2007-01-04",94.030296
"3","2007-01-05",92.453003
"4","2007-01-08",92.289299
"5","2007-01-09",93.5839
"6","2007-01-10",95.1017
"7","2007-01-11",95.756401
"8","2007-01-12",95.905296
"9","2007-01-16",96.738602
"10","2007-01-17",96.515404
"11","2007-01-18",95.458801
"12","2007-01-19",96.0541
"13","2007-01-22",95.7267
"14","2007-01-23",95.696899
"15","2007-01-24",96.753403
"16","2007-01-25",97.527199
"17","2007-01-26",97.958801
"18","2007-01-29",98.792099
"19","2007-01-30",99.729599
"20","2007-01-31",99.878403
"21","2007-02-01",100.294998
"22","2007-02-02",100.860001
"23","2007-02-05",100.860001
"24","2007-02-06",102.244003
"25","2007-02-07",106.217003
"26","2007-02-08",106.112999
"27","2007-02-09",104.968002
"28","2007-02-12",102.646004
"29","2007-02-13",104.029999
"30","2007-02-14",102.348999
"31","2007-02-15",103.017998
"32","2007-02-16",102.392998
"33","2007-02-20",102.334
"34","2007-02-21",101.306999
"35","2007-02-22",100.502998
"36","2007-02-23",99.327797
"37","2007-02-26",98.896202
"38","2007-02-27",96.009399
"39","2007-02-28",97.467697
"40","2007-03-01",97.363503
"41","2007-03-02",95.949898
"42","2007-03-05",91.828003
"43","2007-03-06",94.8041
"44","2007-03-07",92.691002
"45","2007-03-08",93.821999
"46","2007-03-09",95.057098
"47","2007-03-12",95.191002
"48","2007-03-13",93.286301
"49","2007-03-14",93.003502
"50","2007-03-15",94.119598
"51","2007-03-16",93.018402
"52","2007-03-19",94.417198
"53","2007-03-20",94.714798
"54","2007-03-21",95.1315
"55","2007-03-22",94.4916
"56","2007-03-23",94.714798
"57","2007-03-26",94.238602
"58","2007-03-27",93.747597
"59","2007-03-28",93.658302
"60","2007-03-29",93.375603
"61","2007-03-30",93.598801
"62","2007-04-02",93.598801
"63","2007-04-03",95.607597
"64","2007-04-04",95.235603
"65","2007-04-05",95.071899
"66","2007-04-09",95.548103
"67","2007-04-10",96.292198
"68","2007-04-11",95.309998
"69","2007-04-12",94.819
"70","2007-04-13",96.188004
"71","2007-04-16",96.128502
"72","2007-04-17",97.378403
"73","2007-04-18",96.857597
"74","2007-04-19",96.232597
"75","2007-04-20",97.408203
"76","2007-04-23",98.583801
"77","2007-04-24",98.226601
"78","2007-04-25",98.420097
"79","2007-04-26",98.405197
"80","2007-04-27",98.405197
"81","2007-04-30",96.872498
"82","2007-05-01",95.905296
"83","2007-05-02",96.202904
"84","2007-05-03",96.113602
"85","2007-05-04",95.682098
"86","2007-05-07",96.0392
"87","2007-05-08",95.756401
"88","2007-05-09",96.500504
"89","2007-05-10",94.923103
"90","2007-05-11",95.816002
"91","2007-05-14",94.967796
"92","2007-05-15",93.375603
"93","2007-05-16",92.497597
"94","2007-05-17",91.098801
"95","2007-05-18",89.610802
"96","2007-05-21",89.640503
"97","2007-05-22",89.982803
"98","2007-05-23",88.777496
"99","2007-05-24",87.259697
"100","2007-05-25",87.854897
"101","2007-05-29",89.625702
"102","2007-05-30",92.542297
"103","2007-05-31",91.738701
