"","date","HX"
"1","2017-11-03",37.98
"2","2017-11-06",32.939999
"3","2017-11-07",33.240002
"4","2017-11-08",32.849998
"5","2017-11-09",33.150002
"6","2017-11-10",35.25
"7","2017-11-13",37.950001
"8","2017-11-14",37.560001
"9","2017-11-15",40.860001
"10","2017-11-16",41.970001
"11","2017-11-17",41.25
"12","2017-11-20",38.52
"13","2017-11-21",39.18
"14","2017-11-22",39.720001
"15","2017-11-24",39.93
"16","2017-11-27",39.450001
"17","2017-11-28",38.939999
"18","2017-11-29",37.23
"19","2017-11-30",37.080002
"20","2017-12-01",34.919998
"21","2017-12-04",34.529999
"22","2017-12-05",34.830002
"23","2017-12-06",33.75
"24","2017-12-07",33
"25","2017-12-08",33.810001
"26","2017-12-11",34.380001
"27","2017-12-12",33.389999
"28","2017-12-13",33.509998
"29","2017-12-14",33.66
"30","2017-12-15",33.509998
"31","2017-12-18",33.330002
"32","2017-12-19",33
"33","2017-12-20",33
"34","2017-12-21",33
"35","2017-12-22",33
"36","2017-12-26",32.400002
"37","2017-12-27",33.900002
"38","2017-12-28",33.18
"39","2017-12-29",33.150002
"40","2018-01-02",33.779999
"41","2018-01-03",34.139999
"42","2018-01-04",34.998001
"43","2018-01-05",34.919998
"44","2018-01-08",33.959999
"45","2018-01-09",34.200001
"46","2018-01-10",32.549999
"47","2018-01-11",32.400002
"48","2018-01-12",32.400002
"49","2018-01-16",32.580002
"50","2018-01-17",31.620001
"51","2018-01-18",31.68
"52","2018-01-19",32.189999
"53","2018-01-22",31.889999
"54","2018-01-23",31.08
"55","2018-01-24",31.17
"56","2018-01-25",31.41
"57","2018-01-26",31.440001
"58","2018-01-29",31.530001
"59","2018-01-30",31.530001
"60","2018-01-31",31.65
"61","2018-02-01",31.530001
"62","2018-02-02",30.9
"63","2018-02-05",35.099998
"64","2018-02-06",32.25
"65","2018-02-07",32.189999
"66","2018-02-08",31.139999
"67","2018-02-09",30.9
"68","2018-02-12",31.02
"69","2018-02-13",31.17
"70","2018-02-14",31.139999
"71","2018-02-15",32.400002
"72","2018-02-16",31.889999
"73","2018-02-20",32.25
"74","2018-02-21",32.400002
"75","2018-02-22",31.83
"76","2018-02-23",32.099998
"77","2018-02-26",33
"78","2018-02-27",33
"79","2018-02-28",32.25
"80","2018-03-01",31.440001
"81","2018-03-02",31.200001
"82","2018-03-05",32.700001
"83","2018-03-06",33.959999
"84","2018-03-07",34.799999
"85","2018-03-08",35.700001
"86","2018-03-09",34.650002
"87","2018-03-12",35.771999
"88","2018-03-13",36.990002
"89","2018-03-14",36.299999
"90","2018-03-15",35.25
"91","2018-03-16",34.740002
"92","2018-03-19",35.700001
"93","2018-03-20",36.66
"94","2018-03-21",36.299999
"95","2018-03-22",34.799999
"96","2018-03-23",33.779999
"97","2018-03-26",34.529999
"98","2018-03-27",35.43
"99","2018-03-28",34.529999
"100","2018-03-29",33.93
"101","2018-04-02",34.290001
"102","2018-04-03",34.560001
"103","2018-04-04",34.200001
"104","2018-04-05",33.209999
"105","2018-04-06",32.669998
"106","2018-04-09",32.459999
"107","2018-04-10",32.82
"108","2018-04-11",33
"109","2018-04-12",33
"110","2018-04-13",33.75
"111","2018-04-16",34.59
"112","2018-04-17",34.799999
"113","2018-04-18",35.400002
"114","2018-04-19",35.82
"115","2018-04-20",35.040001
"116","2018-04-23",33.990002
"117","2018-04-24",33.029999
"118","2018-04-25",33.029999
"119","2018-04-26",33.060001
"120","2018-04-27",33
"121","2018-04-30",34.32
"122","2018-05-01",33.119999
"123","2018-05-02",33.119999
"124","2018-05-03",33.630001
"125","2018-05-04",34.799999
"126","2018-05-07",34.950001
"127","2018-05-08",34.98
"128","2018-05-09",34.830002
"129","2018-05-10",35.369999
"130","2018-05-11",35.639999
"131","2018-05-14",35.549999
"132","2018-05-15",35.970001
"133","2018-05-16",37.139999
"134","2018-05-17",36.209999
"135","2018-05-18",36.209999
"136","2018-05-21",36.060001
"137","2018-05-22",37.139999
"138","2018-05-23",36.810001
"139","2018-05-24",37.349998
"140","2018-05-25",36.599998
"141","2018-05-29",36
"142","2018-05-30",36.09
"143","2018-05-31",35.459999
"144","2018-06-01",34.59
"145","2018-06-04",36.299999
"146","2018-06-05",35.759998
"147","2018-06-06",36
"148","2018-06-07",36
"149","2018-06-08",36.75
"150","2018-06-11",35.580002
"151","2018-06-12",37.02
"152","2018-06-13",35.400002
"153","2018-06-14",34.391998
"154","2018-06-15",34.98
"155","2018-06-18",27.690001
"156","2018-06-19",29.115
"157","2018-06-20",28.379999
"158","2018-06-21",26.969999
"159","2018-06-22",26.91
"160","2018-06-25",30.540001
"161","2018-06-26",30.690001
"162","2018-06-27",29.76
"163","2018-06-28",30.719999
"164","2018-06-29",30.18
"165","2018-07-02",29.67
"166","2018-07-03",29.190001
"167","2018-07-05",28.98
"168","2018-07-06",29.01
"169","2018-07-09",29.790001
"170","2018-07-10",29.370001
"171","2018-07-11",28.275
"172","2018-07-12",29.07
"173","2018-07-13",27.870001
"174","2018-07-16",28.290001
"175","2018-07-17",27.9
"176","2018-07-18",27.690001
"177","2018-07-19",26.940001
"178","2018-07-20",26.4
"179","2018-07-23",26.43
"180","2018-07-24",26.879999
"181","2018-07-25",28.5
"182","2018-07-26",28.35
"183","2018-07-27",27.93
"184","2018-07-30",28.5
"185","2018-07-31",27.780001
"186","2018-08-01",26.85
"187","2018-08-02",28.17
"188","2018-08-03",27.42
"189","2018-08-06",26.370001
"190","2018-08-07",25.889999
"191","2018-08-08",25.98
"192","2018-08-09",25.200001
"193","2018-08-10",24.66
"194","2018-08-13",22.98
"195","2018-08-14",22.26
"196","2018-08-15",22.110001
"197","2018-08-16",23.940001
"198","2018-08-17",25.74
"199","2018-08-20",24.690001
"200","2018-08-21",24.389999
"201","2018-08-22",25.59
"202","2018-08-23",25.35
"203","2018-08-24",24.924
"204","2018-08-27",24.6
"205","2018-08-28",25.469999
"206","2018-08-29",25.950001
"207","2018-08-30",25.799999
"208","2018-08-31",25.620001
"209","2018-09-04",26.01
"210","2018-09-05",25.440001
"211","2018-09-06",25.02
"212","2018-09-07",25.02
"213","2018-09-10",23.940001
"214","2018-09-11",23.639999
"215","2018-09-12",23.91
"216","2018-09-13",23.370001
"217","2018-09-14",22.68
"218","2018-09-17",23.639999
"219","2018-09-18",23.73
"220","2018-09-19",24.33
"221","2018-09-20",24.93
"222","2018-09-21",24.93
"223","2018-09-24",24.75
"224","2018-09-25",23.969999
"225","2018-09-26",23.34
"226","2018-09-27",23.34
"227","2018-09-28",23.639999
"228","2018-10-01",23.639999
"229","2018-10-02",23.49
"230","2018-10-03",23.85
"231","2018-10-04",24.15
"232","2018-10-05",23.4
"233","2018-10-08",23.82
"234","2018-10-09",23.82
"235","2018-10-10",22.799999
"236","2018-10-11",22.32
"237","2018-10-12",22.32
"238","2018-10-15",23.4
"239","2018-10-16",23.610001
"240","2018-10-17",23.639999
"241","2018-10-18",22.98
"242","2018-10-19",23.370001
"243","2018-10-22",23.16
"244","2018-10-23",22.98
"245","2018-10-24",22.889999
"246","2018-10-25",23.610001
"247","2018-10-26",23.67
"248","2018-10-29",23.309999
"249","2018-10-30",23.49
"250","2018-10-31",23.25
"251","2018-11-01",23.76
"252","2018-11-02",23.280001
"253","2018-11-05",23.610001
"254","2018-11-06",23.370001
"255","2018-11-07",22.5
"256","2018-11-08",21.27
"257","2018-11-09",20.549999
"258","2018-11-12",19.530001
"259","2018-11-13",18.9
"260","2018-11-14",18.15
"261","2018-11-15",16.08
"262","2018-11-16",15.3
"263","2018-11-19",15.78
"264","2018-11-20",16.26
"265","2018-11-21",14.85
"266","2018-11-23",14.85
"267","2018-11-26",13.74
"268","2018-11-27",13.11
"269","2018-11-28",13.11
"270","2018-11-29",13.05
"271","2018-11-30",13.2
"272","2018-12-03",9.54
"273","2018-12-04",9
"274","2018-12-06",6.72
"275","2018-12-07",5.67
"276","2018-12-10",6.69
"277","2018-12-11",6
"278","2018-12-12",6.18
"279","2018-12-13",6.45
"280","2018-12-14",5.85
"281","2018-12-17",5.88
"282","2018-12-18",5.91
"283","2018-12-19",6
"284","2018-12-20",5.85
"285","2018-12-21",5.7
"286","2018-12-24",5.85
"287","2018-12-26",6.51
"288","2018-12-27",7.2
"289","2018-12-28",7.86
"290","2018-12-31",7.5
"291","2019-01-02",6.9
"292","2019-01-03",7.08
"293","2019-01-04",7.56
"294","2019-01-07",8.1
"295","2019-01-08",9.15
"296","2019-01-09",8.94
"297","2019-01-10",8.7
"298","2019-01-11",8.4
"299","2019-01-14",7.98
"300","2019-01-15",8.46
"301","2019-01-16",8.37
"302","2019-01-17",8.19
"303","2019-01-18",8.82
"304","2019-01-22",8.13
"305","2019-01-23",8.01
"306","2019-01-24",7.41
"307","2019-01-25",7.53
"308","2019-01-28",7.35
"309","2019-01-29",7.5
"310","2019-01-30",7.83
"311","2019-01-31",8.16
"312","2019-02-01",7.95
"313","2019-02-04",7.98
"314","2019-02-05",8.31
"315","2019-02-06",8.49
"316","2019-02-07",8.13
"317","2019-02-08",8.25
"318","2019-02-11",8.61
"319","2019-02-12",8.52
"320","2019-02-13",8.73
"321","2019-02-14",8.79
"322","2019-02-15",8.76
"323","2019-02-19",8.85
"324","2019-02-20",9.18
"325","2019-02-21",9.48
"326","2019-02-22",10.23
"327","2019-02-25",11.91
"328","2019-02-26",11.34
"329","2019-02-27",10.8
"330","2019-02-28",11.04
"331","2019-03-01",11.64
"332","2019-03-04",10.83
"333","2019-03-05",9.75
"334","2019-03-06",9.45
"335","2019-03-07",9
"336","2019-03-08",8.61
"337","2019-03-11",8.73
"338","2019-03-12",8.82
"339","2019-03-13",9.09
"340","2019-03-14",8.43
"341","2019-03-15",8.25
"342","2019-03-18",8.16
"343","2019-03-19",7.86
"344","2019-03-20",7.8
"345","2019-03-21",7.98
"346","2019-03-22",7.68
"347","2019-03-25",7.38
"348","2019-03-26",8.04
"349","2019-03-27",8.76
"350","2019-03-28",8.85
"351","2019-03-29",10.02
"352","2019-04-01",10.02
"353","2019-04-02",10.08
"354","2019-04-03",10.26
"355","2019-04-04",10.68
"356","2019-04-05",10.92
"357","2019-04-08",10.65
"358","2019-04-09",10.83
"359","2019-04-10",11.04
"360","2019-04-11",10.8
"361","2019-04-12",10.86
"362","2019-04-15",9.87
"363","2019-04-16",9.69
"364","2019-04-17",8.31
"365","2019-04-18",8.37
"366","2019-04-22",8.64
"367","2019-04-23",8.7
"368","2019-04-24",8.82
"369","2019-04-25",8.55
"370","2019-04-26",8.76
"371","2019-04-29",8.73
"372","2019-04-30",8.55
"373","2019-05-01",8.58
"374","2019-05-02",8.55
"375","2019-05-03",8.76
"376","2019-05-06",8.46
"377","2019-05-07",8.64
"378","2019-05-08",8.79
"379","2019-05-09",8.7
"380","2019-05-10",9.21
"381","2019-05-13",8.76
"382","2019-05-14",8.43
"383","2019-05-15",8.4
"384","2019-05-16",8.4
"385","2019-05-17",8.43
"386","2019-05-20",8.22
"387","2019-05-21",8.1
"388","2019-05-22",7.95
"389","2019-05-23",7.8
"390","2019-05-24",8.01
"391","2019-05-28",8.22
"392","2019-05-29",8.22
"393","2019-05-30",8.43
"394","2019-05-31",7.95
"395","2019-06-03",7.62
"396","2019-06-04",6.87
"397","2019-06-05",6.54
"398","2019-06-06",6.21
"399","2019-06-07",6.3
"400","2019-06-10",6.51
"401","2019-06-11",6.63
"402","2019-06-12",6.81
"403","2019-06-13",7.38
"404","2019-06-14",7.23
"405","2019-06-17",7.41
"406","2019-06-18",7.08
"407","2019-06-19",7.11
"408","2019-06-20",6.75
"409","2019-06-21",6.75
"410","2019-06-24",6.72
"411","2019-06-25",6.51
"412","2019-06-26",6.78
"413","2019-06-27",6.93
"414","2019-06-28",7.14
"415","2019-07-01",7.35
"416","2019-07-02",7.47
"417","2019-07-03",7.59
"418","2019-07-05",7.41
"419","2019-07-08",7.65
"420","2019-07-09",7.62
"421","2019-07-10",7.23
"422","2019-07-11",6.99
"423","2019-07-12",7.11
"424","2019-07-15",7.02
"425","2019-07-16",7.29
"426","2019-07-17",6.63
"427","2019-07-18",6.51
"428","2019-07-19",6.69
"429","2019-07-22",6.78
"430","2019-07-23",6.705
"431","2019-07-24",6.66
"432","2019-07-25",6.705
"433","2019-07-26",6.63
"434","2019-07-29",6.72
"435","2019-07-30",6.63
"436","2019-07-31",6.78
"437","2019-08-01",6.9
"438","2019-08-02",6.93
"439","2019-08-05",6.78
"440","2019-08-06",6.84
"441","2019-08-07",6.69
"442","2019-08-08",6.78
"443","2019-08-09",6.78
"444","2019-08-12",6.78
"445","2019-08-13",7.05
"446","2019-08-14",7.14
"447","2019-08-15",7.38
"448","2019-08-16",7.26
"449","2019-08-19",7.41
"450","2019-08-20",7.11
"451","2019-08-21",7.32
"452","2019-08-22",7.29
"453","2019-08-23",7.2
"454","2019-08-26",6.87
"455","2019-08-27",6.45
"456","2019-08-28",6.27
"457","2019-08-29",6.24
"458","2019-08-30",5.7
"459","2019-09-03",4.53
"460","2019-09-04",4.71
"461","2019-09-05",4.68
"462","2019-09-06",4.65
"463","2019-09-09",4.68
"464","2019-09-10",4.89
"465","2019-09-11",4.8
"466","2019-09-12",4.83
"467","2019-09-13",5.04
"468","2019-09-16",5.25
"469","2019-09-17",4.74
"470","2019-09-18",5.04
"471","2019-09-19",4.89
"472","2019-09-20",4.83
"473","2019-09-23",4.8
"474","2019-09-24",4.65
"475","2019-09-25",4.77
"476","2019-09-26",4.71
"477","2019-09-27",4.62
"478","2019-09-30",4.59
"479","2019-10-01",4.5
"480","2019-10-02",4.44
"481","2019-10-03",4.53
"482","2019-10-04",4.425
"483","2019-10-07",4.44
"484","2019-10-08",4.35
"485","2019-10-09",4.53
"486","2019-10-10",4.38
"487","2019-10-11",4.38
"488","2019-10-14",4.32
"489","2019-10-15",4.38
"490","2019-10-16",4.245
"491","2019-10-17",3.51
"492","2019-10-18",3.36
"493","2019-10-21",3.24
"494","2019-10-22",3.24
"495","2019-10-23",3.27
"496","2019-10-24",3.33
"497","2019-10-25",3.21
"498","2019-10-28",3.18
"499","2019-10-29",3.15
"500","2019-10-30",3.15
"501","2019-10-31",2.982
"502","2019-11-01",2.007
"503","2019-11-04",1.863
"504","2019-11-05",1.77
"505","2019-11-06",1.749
"506","2019-11-07",1.77
"507","2019-11-08",1.764
"508","2019-11-11",1.863
"509","2019-11-12",2.07
"510","2019-11-13",2.007
"511","2019-11-14",1.95
"512","2019-11-15",2.07
"513","2019-11-18",1.653
"514","2019-11-19",1.617
"515","2019-11-20",1.545
"516","2019-11-21",1.434
"517","2019-11-22",1.26
"518","2019-11-25",1.332
"519","2019-11-26",1.395
"520","2019-11-27",1.416
"521","2019-11-29",1.575
"522","2019-12-02",1.98
"523","2019-12-03",1.944
"524","2019-12-04",1.89
"525","2019-12-05",1.83
"526","2019-12-06",1.845
"527","2019-12-09",1.851
"528","2019-12-10",1.746
"529","2019-12-11",1.809
"530","2019-12-12",1.845
"531","2019-12-13",1.86
"532","2019-12-16",1.86
"533","2019-12-17",1.857
"534","2019-12-18",1.83
"535","2019-12-19",1.923
"536","2019-12-20",2.01
"537","2019-12-23",2.76
"538","2019-12-24",2.76
"539","2019-12-26",2.793
"540","2019-12-27",2.913
"541","2019-12-30",2.925
"542","2019-12-31",2.805
"543","2020-01-02",2.655
"544","2020-01-03",2.565
"545","2020-01-06",2.517
"546","2020-01-07",2.49
"547","2020-01-08",2.367
"548","2020-01-09",2.319
"549","2020-01-10",2.25
"550","2020-01-13",1.857
"551","2020-01-14",1.944
"552","2020-01-15",1.962
"553","2020-01-16",1.92
"554","2020-01-17",1.8
"555","2020-01-21",1.8
"556","2020-01-22",1.86
"557","2020-01-23",1.908
"558","2020-01-24",1.86
"559","2020-01-27",1.74
"560","2020-01-28",1.74
"561","2020-01-29",1.815
"562","2020-01-30",1.713
"563","2020-01-31",1.641
"564","2020-02-03",1.59
"565","2020-02-04",1.557
"566","2020-02-05",1.23
"567","2020-02-06",1.389
"568","2020-02-07",1.275
"569","2020-02-10",1.347
"570","2020-02-11",1.29
"571","2020-02-12",1.341
"572","2020-02-13",1.266
"573","2020-02-14",1.395
"574","2020-02-18",1.38
"575","2020-02-19",1.35
"576","2020-02-20",1.485
"577","2020-02-21",1.512
"578","2020-02-24",1.374
"579","2020-02-25",1.335
"580","2020-02-26",1.338
"581","2020-02-27",1.32
"582","2020-02-28",1.377
"583","2020-03-02",1.401
"584","2020-03-03",1.377
"585","2020-03-04",1.407
"586","2020-03-05",1.347
"587","2020-03-06",1.239
"588","2020-03-09",1.206
"589","2020-03-10",1.212
"590","2020-03-11",1.098
"591","2020-03-12",1.11
"592","2020-03-13",1.077
"593","2020-03-16",0.93
"594","2020-03-17",0.9
"595","2020-03-18",1.005
"596","2020-03-19",0.9
"597","2020-03-20",1.077
"598","2020-03-23",1.092
"599","2020-03-24",1.113
"600","2020-03-25",1.227
"601","2020-03-26",1.305
"602","2020-03-27",1.092
"603","2020-03-30",1.143
"604","2020-03-31",1.26
"605","2020-04-01",1.2
"606","2020-04-02",1.086
"607","2020-04-03",1.14
"608","2020-04-06",1.080001
"609","2020-04-07",1.128001
"610","2020-04-08",1.131001
"611","2020-04-09",1.170001
"612","2020-04-13",1.170001
"613","2020-04-14",1.125001
"614","2020-04-15",1.095001
"615","2020-04-16",1.170001
"616","2020-04-17",1.170001
"617","2020-04-20",1.293001
"618","2020-04-21",1.122001
"619","2020-04-22",1.110001
"620","2020-04-23",1.110001
"621","2020-04-24",1.167001
"622","2020-04-27",1.146001
"623","2020-04-28",1.230001
"624","2020-04-29",1.224001
"625","2020-04-30",1.161001
"626","2020-05-01",1.125001
"627","2020-05-04",1.077001
"628","2020-05-05",1.080001
"629","2020-05-06",1.107001
"630","2020-05-07",1.131001
"631","2020-05-08",1.140001
"632","2020-05-11",1.155001
"633","2020-05-12",1.086001
"634","2020-05-13",1.041001
"635","2020-05-14",0.993001
"636","2020-05-15",1.005001
"637","2020-05-18",1.038001
"638","2020-05-19",1.005001
"639","2020-05-20",1.050001
"640","2020-05-21",1.101001
"641","2020-05-22",1.260001
"642","2020-05-26",1.299001
"643","2020-05-27",1.440001
"644","2020-05-28",3.900004
"645","2020-05-29",3.39
"646","2020-06-01",3.27
"647","2020-06-02",3.09
"648","2020-06-03",3.39
"649","2020-06-04",3.09
"650","2020-06-05",3.03
"651","2020-06-08",3.15
"652","2020-06-09",3
"653","2020-06-10",2.76
"654","2020-06-11",2.07
"655","2020-06-12",2.205
"656","2020-06-15",2.13
"657","2020-06-16",2.22
"658","2020-06-17",2.487
"659","2020-06-18",2.91
"660","2020-06-19",2.97
"661","2020-06-22",2.769
"662","2020-06-23",2.679
"663","2020-06-24",2.61
"664","2020-06-25",2.553
"665","2020-06-26",2.391
"666","2020-06-29",2.322
"667","2020-06-30",2.424
"668","2020-07-01",2.4
"669","2020-07-02",2.403
"670","2020-07-06",2.61
"671","2020-07-07",2.82
"672","2020-07-08",2.73
"673","2020-07-09",3.6
"674","2020-07-10",2.97
"675","2020-07-13",2.697
"676","2020-07-14",2.454
"677","2020-07-15",2.478
"678","2020-07-16",2.487
"679","2020-07-17",2.526
"680","2020-07-20",2.544
"681","2020-07-21",2.55
"682","2020-07-22",2.61
"683","2020-07-23",2.544
"684","2020-07-24",2.454
"685","2020-07-27",2.43
"686","2020-07-28",2.376
"687","2020-07-29",2.31
"688","2020-07-30",2.28
"689","2020-07-31",2.25
"690","2020-08-03",2.223
"691","2020-08-04",2.22
"692","2020-08-05",2.25
"693","2020-08-06",2.157
"694","2020-08-07",2.151
"695","2020-08-10",2.076
"696","2020-08-11",1.86
"697","2020-08-12",1.875
"698","2020-08-13",7.44
"699","2020-08-14",3.18
"700","2020-08-17",2.88
"701","2020-08-18",2.79
"702","2020-08-19",2.43
"703","2020-08-20",2.694
"704","2020-08-21",2.58
"705","2020-08-24",1.91
"706","2020-08-25",1.95
"707","2020-08-26",1.85
