"","date","GPOR"
"1","2007-01-03",13.18
"2","2007-01-04",12.35
"3","2007-01-05",12.4
"4","2007-01-08",12.44
"5","2007-01-09",12.24
"6","2007-01-10",11.88
"7","2007-01-11",11.77
"8","2007-01-12",11.7
"9","2007-01-16",11.57
"10","2007-01-17",11.44
"11","2007-01-18",10.97
"12","2007-01-19",11.26
"13","2007-01-22",11.21
"14","2007-01-23",11.28
"15","2007-01-24",11.6
"16","2007-01-25",11.42
"17","2007-01-26",11.33
"18","2007-01-29",11.66
"19","2007-01-30",11.92
"20","2007-01-31",11.95
"21","2007-02-01",11.77
"22","2007-02-02",11.83
"23","2007-02-05",11.4
"24","2007-02-06",11.43
"25","2007-02-07",11.43
"26","2007-02-08",11.67
"27","2007-02-09",11.64
"28","2007-02-12",11.5
"29","2007-02-13",11.81
"30","2007-02-14",11.67
"31","2007-02-15",11.58
"32","2007-02-16",11.89
"33","2007-02-20",12.38
"34","2007-02-21",12.32
"35","2007-02-22",12.29
"36","2007-02-23",12.46
"37","2007-02-26",12.41
"38","2007-02-27",11.62
"39","2007-02-28",11.9
"40","2007-03-01",12.32
"41","2007-03-02",11.62
"42","2007-03-05",11.51
"43","2007-03-06",11.63
"44","2007-03-07",11.52
"45","2007-03-08",11.52
"46","2007-03-09",11.83
"47","2007-03-12",11.65
"48","2007-03-13",11.39
"49","2007-03-14",11.93
"50","2007-03-15",11.95
"51","2007-03-16",11.7
"52","2007-03-19",12.33
"53","2007-03-20",12.38
"54","2007-03-21",12.68
"55","2007-03-22",13.24
"56","2007-03-23",13.43
"57","2007-03-26",13.5
"58","2007-03-27",13.31
"59","2007-03-28",12.82
"60","2007-03-29",13.44
"61","2007-03-30",13.36
"62","2007-04-02",13.35
"63","2007-04-03",13.45
"64","2007-04-04",13.47
"65","2007-04-05",13.78
"66","2007-04-09",13.54
"67","2007-04-10",13.65
"68","2007-04-11",13.91
"69","2007-04-12",13.94
"70","2007-04-13",14
"71","2007-04-16",14.72
"72","2007-04-17",15.15
"73","2007-04-18",14.5
"74","2007-04-19",13.95
"75","2007-04-20",13.85
"76","2007-04-23",14.19
"77","2007-04-24",14.06
"78","2007-04-25",14.42
"79","2007-04-26",14.21
"80","2007-04-27",14.73
"81","2007-04-30",14.77
"82","2007-05-01",14.53
"83","2007-05-02",14.82
"84","2007-05-03",14.75
"85","2007-05-04",15.09
"86","2007-05-07",15
"87","2007-05-08",14.79
"88","2007-05-09",14.45
"89","2007-05-10",14.08
"90","2007-05-11",14.5
"91","2007-05-14",15.78
"92","2007-05-15",15.8
"93","2007-05-16",16.309999
"94","2007-05-17",17.290001
"95","2007-05-18",17.530001
"96","2007-05-21",18.08
"97","2007-05-22",18.51
"98","2007-05-23",17.719999
"99","2007-05-24",17.299999
"100","2007-05-25",17.450001
"101","2007-05-29",18.059999
"102","2007-05-30",18.65
"103","2007-05-31",19.110001
"104","2007-06-01",19.040001
"105","2007-06-04",19.549999
"106","2007-06-05",20.059999
"107","2007-06-06",19.9
"108","2007-06-07",18.299999
"109","2007-06-08",19.17
"110","2007-06-11",19.49
"111","2007-06-12",19.24
"112","2007-06-13",18.879999
"113","2007-06-14",19.43
"114","2007-06-15",19.65
"115","2007-06-18",19.629999
"116","2007-06-19",19.280001
"117","2007-06-20",18.6
"118","2007-06-21",19.540001
"119","2007-06-22",19.67
"120","2007-06-25",19.93
"121","2007-06-26",20.139999
"122","2007-06-27",19.969999
"123","2007-06-28",19.790001
"124","2007-06-29",19.98
"125","2007-07-02",21.700001
"126","2007-07-03",21.540001
"127","2007-07-05",21.809999
"128","2007-07-06",21.950001
"129","2007-07-09",21.629999
"130","2007-07-10",21.690001
"131","2007-07-11",21.65
"132","2007-07-12",21.77
"133","2007-07-13",21.719999
"134","2007-07-16",21.610001
"135","2007-07-17",21.74
"136","2007-07-18",21.99
"137","2007-07-19",23.25
"138","2007-07-20",21.85
"139","2007-07-23",22.51
"140","2007-07-24",21.110001
"141","2007-07-25",21
"142","2007-07-26",19.4
"143","2007-07-27",19.309999
"144","2007-07-30",19.23
"145","2007-07-31",19.01
"146","2007-08-01",19.41
"147","2007-08-02",19.190001
"148","2007-08-03",17.49
"149","2007-08-06",17.309999
"150","2007-08-07",17.67
"151","2007-08-08",16.9
"152","2007-08-09",16.65
"153","2007-08-10",17.469999
"154","2007-08-13",18.360001
"155","2007-08-14",18.08
"156","2007-08-15",17.9
"157","2007-08-16",16.639999
"158","2007-08-17",17.27
"159","2007-08-20",17.620001
"160","2007-08-21",17.42
"161","2007-08-22",17.870001
"162","2007-08-23",17.98
"163","2007-08-24",18.49
"164","2007-08-27",17.969999
"165","2007-08-28",17.629999
"166","2007-08-29",18.190001
"167","2007-08-30",17.66
"168","2007-08-31",18.01
"169","2007-09-04",18.459999
"170","2007-09-05",18.1
"171","2007-09-06",18.73
"172","2007-09-07",18.73
"173","2007-09-10",18.559999
"174","2007-09-11",18.629999
"175","2007-09-12",19.190001
"176","2007-09-13",19.25
"177","2007-09-14",19.18
"178","2007-09-17",18.879999
"179","2007-09-18",19.540001
"180","2007-09-19",19.219999
"181","2007-09-20",18.98
"182","2007-09-21",19.58
"183","2007-09-24",19.860001
"184","2007-09-25",20.67
"185","2007-09-26",21.719999
"186","2007-09-27",22.799999
"187","2007-09-28",23.66
"188","2007-10-01",24.25
"189","2007-10-02",24.129999
"190","2007-10-03",22.93
"191","2007-10-04",23.68
"192","2007-10-05",24.02
"193","2007-10-08",23.73
"194","2007-10-09",23.889999
"195","2007-10-10",23.83
"196","2007-10-11",23.9
"197","2007-10-12",24.110001
"198","2007-10-15",24.07
"199","2007-10-16",24.690001
"200","2007-10-17",24.639999
"201","2007-10-18",24.77
"202","2007-10-19",23.02
"203","2007-10-22",22.559999
"204","2007-10-23",23.1
"205","2007-10-24",22.91
"206","2007-10-25",22.51
"207","2007-10-26",23.51
"208","2007-10-29",22.129999
"209","2007-10-30",21.469999
"210","2007-10-31",22.139999
"211","2007-11-01",21.129999
"212","2007-11-02",21.1
"213","2007-11-05",20.870001
"214","2007-11-06",21.799999
"215","2007-11-07",21.1
"216","2007-11-08",21.459999
"217","2007-11-09",21.32
"218","2007-11-12",20.620001
"219","2007-11-13",21.02
"220","2007-11-14",21.07
"221","2007-11-15",20.85
"222","2007-11-16",21
"223","2007-11-19",20.84
"224","2007-11-20",20.790001
"225","2007-11-21",20.65
"226","2007-11-23",20.610001
"227","2007-11-26",20.23
"228","2007-11-27",20.5
"229","2007-11-28",20.530001
"230","2007-11-29",20.75
"231","2007-11-30",20.82
"232","2007-12-03",19.780001
"233","2007-12-04",18.75
"234","2007-12-05",19.1
"235","2007-12-06",18.68
"236","2007-12-07",18.67
"237","2007-12-10",18.68
"238","2007-12-11",18.620001
"239","2007-12-12",19.23
"240","2007-12-13",18.879999
"241","2007-12-14",17.66
"242","2007-12-17",17.35
"243","2007-12-18",17.5
"244","2007-12-19",17.709999
"245","2007-12-20",17.6
"246","2007-12-21",17.870001
"247","2007-12-24",17.610001
"248","2007-12-26",18.41
"249","2007-12-27",18.299999
"250","2007-12-28",18.709999
"251","2007-12-31",18.26
"252","2008-01-02",18.969999
"253","2008-01-03",19.379999
"254","2008-01-04",18.4
"255","2008-01-07",18.639999
"256","2008-01-08",17.9
"257","2008-01-09",17.690001
"258","2008-01-10",17
"259","2008-01-11",16.549999
"260","2008-01-14",17.35
"261","2008-01-15",16.5
"262","2008-01-16",16.450001
"263","2008-01-17",15.8
"264","2008-01-18",15.26
"265","2008-01-22",14.63
"266","2008-01-23",15
"267","2008-01-24",15.12
"268","2008-01-25",15.07
"269","2008-01-28",15.7
"270","2008-01-29",15.41
"271","2008-01-30",15.08
"272","2008-01-31",15.15
"273","2008-02-01",15.56
"274","2008-02-04",16.01
"275","2008-02-05",14.72
"276","2008-02-06",14.61
"277","2008-02-07",14.61
"278","2008-02-08",14.85
"279","2008-02-11",14.77
"280","2008-02-12",14.75
"281","2008-02-13",14.79
"282","2008-02-14",14.66
"283","2008-02-15",14.22
"284","2008-02-19",14.34
"285","2008-02-20",14.37
"286","2008-02-21",14.15
"287","2008-02-22",13.88
"288","2008-02-25",14.05
"289","2008-02-26",14.5
"290","2008-02-27",14.56
"291","2008-02-28",15.24
"292","2008-02-29",14.44
"293","2008-03-03",14.11
"294","2008-03-04",14.02
"295","2008-03-05",14.43
"296","2008-03-06",14.12
"297","2008-03-07",13.86
"298","2008-03-10",13.68
"299","2008-03-11",14.14
"300","2008-03-12",12.2
"301","2008-03-13",13.3
"302","2008-03-14",12.8
"303","2008-03-17",11.81
"304","2008-03-18",11.38
"305","2008-03-19",10.78
"306","2008-03-20",10.56
"307","2008-03-24",10.59
"308","2008-03-25",10.45
"309","2008-03-26",11.44
"310","2008-03-27",11.21
"311","2008-03-28",11.05
"312","2008-03-31",10.6
"313","2008-04-01",10.83
"314","2008-04-02",11.29
"315","2008-04-03",11.3
"316","2008-04-04",11.15
"317","2008-04-07",11.19
"318","2008-04-08",11.27
"319","2008-04-09",10.86
"320","2008-04-10",11.18
"321","2008-04-11",11.09
"322","2008-04-14",11.25
"323","2008-04-15",11.54
"324","2008-04-16",11.61
"325","2008-04-17",12.34
"326","2008-04-18",12.88
"327","2008-04-21",12.28
"328","2008-04-22",12.6
"329","2008-04-23",12.52
"330","2008-04-24",12.56
"331","2008-04-25",12.96
"332","2008-04-28",12.54
"333","2008-04-29",11.73
"334","2008-04-30",11.59
"335","2008-05-01",11.48
"336","2008-05-02",11.53
"337","2008-05-05",11.18
"338","2008-05-06",11.25
"339","2008-05-07",13
"340","2008-05-08",14.06
"341","2008-05-09",14.55
"342","2008-05-12",14.31
"343","2008-05-13",14.31
"344","2008-05-14",13.62
"345","2008-05-15",13.85
"346","2008-05-16",14.07
"347","2008-05-19",14.44
"348","2008-05-20",15.83
"349","2008-05-21",14.84
"350","2008-05-22",15
"351","2008-05-23",15.52
"352","2008-05-27",15.77
"353","2008-05-28",15.56
"354","2008-05-29",15.07
"355","2008-05-30",15.21
"356","2008-06-02",16.290001
"357","2008-06-03",16.75
"358","2008-06-04",16.52
"359","2008-06-05",16.6
"360","2008-06-06",16.65
"361","2008-06-09",16.6
"362","2008-06-10",16.24
"363","2008-06-11",16.870001
"364","2008-06-12",16.389999
"365","2008-06-13",16.67
"366","2008-06-16",17.01
"367","2008-06-17",16.860001
"368","2008-06-18",16.559999
"369","2008-06-19",16.049999
"370","2008-06-20",15.82
"371","2008-06-23",16
"372","2008-06-24",15.27
"373","2008-06-25",15.19
"374","2008-06-26",15.34
"375","2008-06-27",15.71
"376","2008-06-30",16.469999
"377","2008-07-01",16.719999
"378","2008-07-02",16.299999
"379","2008-07-03",15.86
"380","2008-07-07",14.95
"381","2008-07-08",14.86
"382","2008-07-09",15.11
"383","2008-07-10",15.02
"384","2008-07-11",14.54
"385","2008-07-14",15.32
"386","2008-07-15",14.64
"387","2008-07-16",14.16
"388","2008-07-17",13.7
"389","2008-07-18",13.61
"390","2008-07-21",14.75
"391","2008-07-22",14.53
"392","2008-07-23",13.71
"393","2008-07-24",13.72
"394","2008-07-25",13.98
"395","2008-07-28",14
"396","2008-07-29",13.5
"397","2008-07-30",14.56
"398","2008-07-31",14.42
"399","2008-08-01",14.68
"400","2008-08-04",13.5
"401","2008-08-05",13.04
"402","2008-08-06",13.32
"403","2008-08-07",14.03
"404","2008-08-08",13.05
"405","2008-08-11",12.88
"406","2008-08-12",12.91
"407","2008-08-13",13.72
"408","2008-08-14",13.5
"409","2008-08-15",12.99
"410","2008-08-18",12.64
"411","2008-08-19",12.96
"412","2008-08-20",13.53
"413","2008-08-21",14.06
"414","2008-08-22",13.44
"415","2008-08-25",13.18
"416","2008-08-26",13.56
"417","2008-08-27",14.06
"418","2008-08-28",13.75
"419","2008-08-29",13.34
"420","2008-09-02",12.67
"421","2008-09-03",12.81
"422","2008-09-04",12.42
"423","2008-09-05",12.07
"424","2008-09-08",12.18
"425","2008-09-09",10.92
"426","2008-09-10",11.39
"427","2008-09-11",11.13
"428","2008-09-12",11.36
"429","2008-09-15",9.72
"430","2008-09-16",10
"431","2008-09-17",9.1
"432","2008-09-18",9.31
"433","2008-09-19",10.66
"434","2008-09-22",11.15
"435","2008-09-23",10.79
"436","2008-09-24",10.71
"437","2008-09-25",10.93
"438","2008-09-26",10.59
