"","date","JBT"
"458","2010-05-14",17.870001
"459","2010-05-17",18.059999
"460","2010-05-18",17.639999
"461","2010-05-19",17.07
"462","2010-05-20",16.41
"463","2010-05-21",16.84
"464","2010-05-24",16.42
"465","2010-05-25",16.540001
"466","2010-05-26",16.5
"467","2010-05-27",17.139999
"468","2010-05-28",17.190001
"469","2010-06-01",16.25
"470","2010-06-02",16.860001
"471","2010-06-03",16.75
"472","2010-06-04",16.049999
"473","2010-06-07",15.95
"474","2010-06-08",16.26
"475","2010-06-09",16.370001
"476","2010-06-10",16.959999
"477","2010-06-11",16.950001
"478","2010-06-14",16.98
"479","2010-06-15",17.549999
"480","2010-06-16",17.459999
"481","2010-06-17",17.75
"482","2010-06-18",17.690001
"483","2010-06-21",17.190001
"484","2010-06-22",16.5
"485","2010-06-23",16.559999
"486","2010-06-24",16.25
"487","2010-06-25",16.17
"488","2010-06-28",16.299999
"489","2010-06-29",15.44
"490","2010-06-30",15.25
"491","2010-07-01",14.99
"492","2010-07-02",14.92
"493","2010-07-06",14.47
"494","2010-07-07",14.9
"495","2010-07-08",15.07
"496","2010-07-09",15.19
"497","2010-07-12",14.83
"498","2010-07-13",15.62
"499","2010-07-14",15.59
"500","2010-07-15",15.43
"501","2010-07-16",14.64
"502","2010-07-19",14.71
"503","2010-07-20",15.41
"504","2010-07-21",14.85
"505","2010-07-22",15.46
"506","2010-07-23",15.74
"507","2010-07-26",16.620001
"508","2010-07-27",16.42
"509","2010-07-28",15.94
"510","2010-07-29",16.35
"511","2010-07-30",15.71
"512","2010-08-02",16.190001
"513","2010-08-03",15.83
"514","2010-08-04",16.76
"515","2010-08-05",16.07
"516","2010-08-06",16.17
"517","2010-08-09",16.18
"518","2010-08-10",15.51
"519","2010-08-11",15.13
"520","2010-08-12",15.25
"521","2010-08-13",14.9
"522","2010-08-16",15.01
"523","2010-08-17",15.11
"524","2010-08-18",15.83
"525","2010-08-19",15.25
"526","2010-08-20",15.84
"527","2010-08-23",15.56
"528","2010-08-24",15.62
"529","2010-08-25",15.17
"530","2010-08-26",14.82
"531","2010-08-27",15.27
"532","2010-08-30",14.74
"533","2010-08-31",14.87
"534","2010-09-01",15.5
"535","2010-09-02",15.71
"536","2010-09-03",16.120001
"537","2010-09-07",15.41
"538","2010-09-08",15.55
"539","2010-09-09",15.63
"540","2010-09-10",15.77
"541","2010-09-13",16.35
"542","2010-09-14",16
"543","2010-09-15",16.110001
"544","2010-09-16",16.030001
"545","2010-09-17",16.02
"546","2010-09-20",16.67
"547","2010-09-21",16.200001
"548","2010-09-22",16.129999
"549","2010-09-23",15.57
"550","2010-09-24",16.34
"551","2010-09-27",16.34
"552","2010-09-28",16.200001
"553","2010-09-29",16.040001
"554","2010-09-30",16.110001
"555","2010-10-01",16.18
"556","2010-10-04",16.139999
"557","2010-10-05",17.25
"558","2010-10-06",16.969999
"559","2010-10-07",17.200001
"560","2010-10-08",17.530001
"561","2010-10-11",17.27
"562","2010-10-12",17.16
"563","2010-10-13",17.639999
"564","2010-10-14",17.49
"565","2010-10-15",17.43
"566","2010-10-18",17.6
"567","2010-10-19",17.1
"568","2010-10-20",17.690001
"569","2010-10-21",17.690001
"570","2010-10-22",17.99
"571","2010-10-25",17.629999
"572","2010-10-26",17.57
"573","2010-10-27",16.940001
"574","2010-10-28",17.120001
"575","2010-10-29",17.1
"576","2010-11-01",16.85
"577","2010-11-02",17.440001
"578","2010-11-03",16.860001
"579","2010-11-04",17.52
"580","2010-11-05",17.35
"581","2010-11-08",17.4
"582","2010-11-09",17.16
"583","2010-11-10",17.4
"584","2010-11-11",17.440001
"585","2010-11-12",17.299999
"586","2010-11-15",17.139999
"587","2010-11-16",17.280001
"588","2010-11-17",17.299999
"589","2010-11-18",18.120001
"590","2010-11-19",18.110001
"591","2010-11-22",18.1
"592","2010-11-23",17.809999
"593","2010-11-24",18.620001
"594","2010-11-26",18.5
"595","2010-11-29",18.6
"596","2010-11-30",18.450001
"597","2010-12-01",18.84
"598","2010-12-02",18.969999
"599","2010-12-03",19.01
"600","2010-12-06",19.07
"601","2010-12-07",19.6
"602","2010-12-08",19.870001
"603","2010-12-09",20.030001
"604","2010-12-10",20.059999
"605","2010-12-13",19.84
"606","2010-12-14",20.07
"607","2010-12-15",20.08
"608","2010-12-16",20.16
"609","2010-12-17",20.57
"610","2010-12-20",20.77
"611","2010-12-21",20.780001
"612","2010-12-22",20.610001
"613","2010-12-23",20.59
"614","2010-12-27",20.6
"615","2010-12-28",20.469999
"616","2010-12-29",20.469999
"617","2010-12-30",20.15
"618","2010-12-31",20.129999
"619","2011-01-03",20.530001
"620","2011-01-04",19.74
"621","2011-01-05",19.73
"622","2011-01-06",19.129999
"623","2011-01-07",19.08
"624","2011-01-10",19.280001
"625","2011-01-11",19.290001
"626","2011-01-12",19.860001
"627","2011-01-13",19.91
"628","2011-01-14",19.93
"629","2011-01-18",19.540001
"630","2011-01-19",18.84
"631","2011-01-20",18.549999
"632","2011-01-21",18.639999
"633","2011-01-24",18.59
"634","2011-01-25",18.620001
"635","2011-01-26",18.959999
"636","2011-01-27",18.719999
"637","2011-01-28",18.049999
"638","2011-01-31",18.049999
"639","2011-02-01",18.6
"640","2011-02-02",18.219999
"641","2011-02-03",18.129999
"642","2011-02-04",17.85
"643","2011-02-07",18.23
"644","2011-02-08",18.379999
"645","2011-02-09",18.4
"646","2011-02-10",18.620001
"647","2011-02-11",18.98
"648","2011-02-14",19.1
"649","2011-02-15",18.690001
"650","2011-02-16",19.139999
"651","2011-02-17",19.129999
"652","2011-02-18",19.139999
"653","2011-02-22",18.5
"654","2011-02-23",18.040001
"655","2011-02-24",18.309999
"656","2011-02-25",18.82
"657","2011-02-28",18.969999
"658","2011-03-01",19.030001
"659","2011-03-02",18.92
"660","2011-03-03",19.370001
"661","2011-03-04",19.139999
"662","2011-03-07",18.790001
"663","2011-03-08",19.030001
"664","2011-03-09",19.059999
"665","2011-03-10",18.24
"666","2011-03-11",18.15
"667","2011-03-14",17.98
"668","2011-03-15",17.74
"669","2011-03-16",17.51
"670","2011-03-17",17.629999
"671","2011-03-18",17.959999
"672","2011-03-21",18.690001
"673","2011-03-22",18.799999
"674","2011-03-23",18.77
"675","2011-03-24",18.83
"676","2011-03-25",18.940001
"677","2011-03-28",18.719999
"678","2011-03-29",18.969999
"679","2011-03-30",19.209999
"680","2011-03-31",19.23
"681","2011-04-01",19.629999
"682","2011-04-04",19.639999
"683","2011-04-05",19.58
"684","2011-04-06",19.76
"685","2011-04-07",19.639999
"686","2011-04-08",19.17
"687","2011-04-11",18.9
"688","2011-04-12",18.49
"689","2011-04-13",18.4
"690","2011-04-14",18.77
"691","2011-04-15",19
"692","2011-04-18",19.02
"693","2011-04-19",19.030001
"694","2011-04-20",19.219999
"695","2011-04-21",19.33
"696","2011-04-25",19.360001
"697","2011-04-26",19.790001
"698","2011-04-27",20.15
"699","2011-04-28",20.07
"700","2011-04-29",20.209999
"701","2011-05-02",20.1
"702","2011-05-03",19.879999
"703","2011-05-04",19.450001
"704","2011-05-05",19.52
"705","2011-05-06",19.469999
"706","2011-05-09",19.73
"707","2011-05-10",20.559999
"708","2011-05-11",20.280001
"709","2011-05-12",20
"710","2011-05-13",19.41
"711","2011-05-16",19.040001
"712","2011-05-17",18.950001
"713","2011-05-18",19.110001
"714","2011-05-19",19.120001
"715","2011-05-20",18.98
"716","2011-05-23",19
"717","2011-05-24",19.01
"718","2011-05-25",19.24
"719","2011-05-26",19.360001
"720","2011-05-27",19.57
"721","2011-05-31",19.639999
"722","2011-06-01",18.879999
"723","2011-06-02",18.98
"724","2011-06-03",18.639999
"725","2011-06-06",18.309999
"726","2011-06-07",18.309999
"727","2011-06-08",18.1
"728","2011-06-09",18.200001
"729","2011-06-10",17.82
"730","2011-06-13",17.76
"731","2011-06-14",18.049999
"732","2011-06-15",17.940001
"733","2011-06-16",18.209999
"734","2011-06-17",18.1
"735","2011-06-20",18.129999
"736","2011-06-21",18.379999
"737","2011-06-22",18.08
"738","2011-06-23",17.85
"739","2011-06-24",17.809999
"740","2011-06-27",18.26
"741","2011-06-28",18.52
"742","2011-06-29",18.860001
"743","2011-06-30",19.32
"744","2011-07-01",19.65
"745","2011-07-05",19.549999
"746","2011-07-06",19.379999
"747","2011-07-07",19.360001
"748","2011-07-08",19.23
"749","2011-07-11",18.879999
"750","2011-07-12",18.879999
"751","2011-07-13",19.5
"752","2011-07-14",18.950001
"753","2011-07-15",19.110001
"754","2011-07-18",19.09
"755","2011-07-19",19.110001
"756","2011-07-20",18.99
"757","2011-07-21",19.139999
"758","2011-07-22",19
"759","2011-07-25",18.51
"760","2011-07-26",18.43
"761","2011-07-27",17.82
"762","2011-07-28",17.41
"763","2011-07-29",17.66
"764","2011-08-01",17.540001
"765","2011-08-02",16.540001
"766","2011-08-03",16.110001
"767","2011-08-04",15.27
"768","2011-08-05",14.83
"769","2011-08-08",13.98
"770","2011-08-09",15.44
"771","2011-08-10",14.4
"772","2011-08-11",14.85
"773","2011-08-12",14.84
"774","2011-08-15",15.45
"775","2011-08-16",15.16
"776","2011-08-17",14.99
"777","2011-08-18",14.27
"778","2011-08-19",14.11
"779","2011-08-22",14.01
"780","2011-08-23",14.64
"781","2011-08-24",14.8
"782","2011-08-25",14.46
"783","2011-08-26",14.84
"784","2011-08-29",15.63
"785","2011-08-30",15.77
"786","2011-08-31",15.8
"787","2011-09-01",15.4
"788","2011-09-02",14.71
"789","2011-09-06",14.75
"790","2011-09-07",15.56
"791","2011-09-08",15.47
"792","2011-09-09",14.53
"793","2011-09-12",14.57
"794","2011-09-13",14.71
"795","2011-09-14",14.97
"796","2011-09-15",15.31
"797","2011-09-16",15.16
"798","2011-09-19",15.01
"799","2011-09-20",14.55
"800","2011-09-21",14.02
"801","2011-09-22",13.56
"802","2011-09-23",13.9
"803","2011-09-26",14.37
"804","2011-09-27",15.04
"805","2011-09-28",14.2
"806","2011-09-29",14.58
"807","2011-09-30",14.26
"808","2011-10-03",13.41
"809","2011-10-04",14.51
"810","2011-10-05",14.63
"811","2011-10-06",14.97
"812","2011-10-07",14.66
"813","2011-10-10",15.17
"814","2011-10-11",15.12
"815","2011-10-12",15.38
"816","2011-10-13",15.09
"817","2011-10-14",15.18
"818","2011-10-17",14.71
"819","2011-10-18",15.4
"820","2011-10-19",15.1
"821","2011-10-20",15.05
"822","2011-10-21",15.57
"823","2011-10-24",16
"824","2011-10-25",15.62
"825","2011-10-26",16.15
"826","2011-10-27",17.049999
"827","2011-10-28",16.85
"828","2011-10-31",16.139999
"829","2011-11-01",14.95
"830","2011-11-02",15.64
"831","2011-11-03",16.299999
"832","2011-11-04",16.07
"833","2011-11-07",16.27
"834","2011-11-08",16.530001
"835","2011-11-09",15.74
"836","2011-11-10",15.89
"837","2011-11-11",16.34
"838","2011-11-14",15.88
"839","2011-11-15",16.33
"840","2011-11-16",15.78
"841","2011-11-17",15.52
"842","2011-11-18",15.58
"843","2011-11-21",15.1
"844","2011-11-22",15.19
"845","2011-11-23",14.78
"846","2011-11-25",14.5
"847","2011-11-28",15.31
"848","2011-11-29",15.19
"849","2011-11-30",16.459999
"850","2011-12-01",16.25
"851","2011-12-02",15.93
"852","2011-12-05",16.25
"853","2011-12-06",16.219999
"854","2011-12-07",16.24
"855","2011-12-08",15.55
"856","2011-12-09",16.309999
"857","2011-12-12",15.88
"858","2011-12-13",15.46
"859","2011-12-14",14.97
"860","2011-12-15",15.13
"861","2011-12-16",15.24
"862","2011-12-19",15.08
"863","2011-12-20",15.76
"864","2011-12-21",15.88
"865","2011-12-22",15.8
"866","2011-12-23",15.78
"867","2011-12-27",15.75
"868","2011-12-28",15.24
"869","2011-12-29",15.52
"870","2011-12-30",15.37
"871","2012-01-03",16.01
"872","2012-01-04",16.049999
"873","2012-01-05",16.35
"874","2012-01-06",16.290001
"875","2012-01-09",16.23
"876","2012-01-10",16.49
"877","2012-01-11",16.540001
"878","2012-01-12",16.67
"879","2012-01-13",16.549999
"880","2012-01-17",16.68
"881","2012-01-18",16.959999
"882","2012-01-19",16.639999
"883","2012-01-20",16.58
"884","2012-01-23",16.440001
"885","2012-01-24",16.370001
"886","2012-01-25",16.530001
"887","2012-01-26",16.48
"888","2012-01-27",16.5
"889","2012-01-30",16.370001
"890","2012-01-31",16.41
"891","2012-02-01",17.120001
"892","2012-02-02",17.219999
"893","2012-02-03",17.49
"894","2012-02-06",17.5
"895","2012-02-07",17.549999
"896","2012-02-08",17.540001
"897","2012-02-09",17.49
"898","2012-02-10",17.059999
"899","2012-02-13",17.690001
"900","2012-02-14",17.6
"901","2012-02-15",17.48
"902","2012-02-16",17.809999
"903","2012-02-17",17.77
"904","2012-02-21",18.030001
"905","2012-02-22",17.84
"906","2012-02-23",17.879999
"907","2012-02-24",17.780001
"908","2012-02-27",17.67
"909","2012-02-28",17.549999
"910","2012-02-29",17.27
"911","2012-03-01",17.280001
"912","2012-03-02",17.18
"913","2012-03-05",17.09
"914","2012-03-06",16.719999
"915","2012-03-07",15.45
"916","2012-03-08",15.33
"917","2012-03-09",15.29
"918","2012-03-12",15.01
"919","2012-03-13",15.15
"920","2012-03-14",15.26
"921","2012-03-15",15.78
"922","2012-03-16",16
"923","2012-03-19",16.26
"924","2012-03-20",15.99
"925","2012-03-21",16.01
"926","2012-03-22",15.81
"927","2012-03-23",15.9
"928","2012-03-26",16.309999
"929","2012-03-27",16.139999
"930","2012-03-28",16.25
"931","2012-03-29",16.09
"932","2012-03-30",16.200001
"933","2012-04-02",16.360001
"934","2012-04-03",16.440001
"935","2012-04-04",16.27
"936","2012-04-05",16.33
"937","2012-04-09",15.75
"938","2012-04-10",15.27
"939","2012-04-11",15.43
"940","2012-04-12",15.52
"941","2012-04-13",15.36
"942","2012-04-16",15.65
"943","2012-04-17",15.86
"944","2012-04-18",15.47
"945","2012-04-19",15.51
"946","2012-04-20",15.65
"947","2012-04-23",15.27
"948","2012-04-24",15.59
"949","2012-04-25",15.66
"950","2012-04-26",15.92
"951","2012-04-27",16.379999
"952","2012-04-30",15.99
"953","2012-05-01",15.78
"954","2012-05-02",16.120001
"955","2012-05-03",15.93
"956","2012-05-04",15.78
"957","2012-05-07",15.97
"958","2012-05-08",15.97
"959","2012-05-09",15.85
"960","2012-05-10",16.15
"961","2012-05-11",15.73
"962","2012-05-14",15.38
"963","2012-05-15",15.41
"964","2012-05-16",15.45
"965","2012-05-17",15
"966","2012-05-18",14.73
"967","2012-05-21",14.95
"968","2012-05-22",14.49
"969","2012-05-23",14.38
"970","2012-05-24",14.21
"971","2012-05-25",14.09
"972","2012-05-29",14.3
"973","2012-05-30",14
"974","2012-05-31",13.93
"975","2012-06-01",13.31
"976","2012-06-04",13.51
"977","2012-06-05",13.7
"978","2012-06-06",13.85
"979","2012-06-07",13.79
"980","2012-06-08",13.88
"981","2012-06-11",13.36
"982","2012-06-12",13.52
