"","date","SCHL"
"1","2007-01-03",35.990002
"2","2007-01-04",35.400002
"3","2007-01-05",35.119999
"4","2007-01-08",35.490002
"5","2007-01-09",35.509998
"6","2007-01-10",35.57
"7","2007-01-11",35.779999
"8","2007-01-12",35.799999
"9","2007-01-16",35.849998
"10","2007-01-17",35.849998
"11","2007-01-18",35.48
"12","2007-01-19",35.700001
"13","2007-01-22",35.16
"14","2007-01-23",35.599998
"15","2007-01-24",35.259998
"16","2007-01-25",34.970001
"17","2007-01-26",35.259998
"18","2007-01-29",35.360001
"19","2007-01-30",35.189999
"20","2007-01-31",35.349998
"21","2007-02-01",35.369999
"22","2007-02-02",35.82
"23","2007-02-05",35.779999
"24","2007-02-06",35.889999
"25","2007-02-07",35.950001
"26","2007-02-08",35.790001
"27","2007-02-09",35.48
"28","2007-02-12",35.25
"29","2007-02-13",35.5
"30","2007-02-14",35.419998
"31","2007-02-15",35.650002
"32","2007-02-16",35.779999
"33","2007-02-20",36.290001
"34","2007-02-21",36.700001
"35","2007-02-22",36.169998
"36","2007-02-23",36.130001
"37","2007-02-26",36
"38","2007-02-27",34.860001
"39","2007-02-28",34.790001
"40","2007-03-01",34.849998
"41","2007-03-02",34.509998
"42","2007-03-05",34.25
"43","2007-03-06",34.529999
"44","2007-03-07",34.610001
"45","2007-03-08",34.59
"46","2007-03-09",34.549999
"47","2007-03-12",34.779999
"48","2007-03-13",34.169998
"49","2007-03-14",34.279999
"50","2007-03-15",34.419998
"51","2007-03-16",34.290001
"52","2007-03-19",34.630001
"53","2007-03-20",35.049999
"54","2007-03-21",35.560001
"55","2007-03-22",31.08
"56","2007-03-23",31.35
"57","2007-03-26",30.219999
"58","2007-03-27",30.219999
"59","2007-03-28",30.4
"60","2007-03-29",31.01
"61","2007-03-30",31.1
"62","2007-04-02",31.16
"63","2007-04-03",31.27
"64","2007-04-04",30.639999
"65","2007-04-05",31.049999
"66","2007-04-09",31.360001
"67","2007-04-10",31.66
"68","2007-04-11",31.370001
"69","2007-04-12",31.629999
"70","2007-04-13",31.65
"71","2007-04-16",31.91
"72","2007-04-17",31.870001
"73","2007-04-18",31.719999
"74","2007-04-19",31.559999
"75","2007-04-20",31.98
"76","2007-04-23",31.48
"77","2007-04-24",31.360001
"78","2007-04-25",31.290001
"79","2007-04-26",31.42
"80","2007-04-27",30.92
"81","2007-04-30",30.870001
"82","2007-05-01",31.57
"83","2007-05-02",32.16
"84","2007-05-03",32.259998
"85","2007-05-04",32.490002
"86","2007-05-07",32.380001
"87","2007-05-08",32.099998
"88","2007-05-09",32.259998
"89","2007-05-10",31.889999
"90","2007-05-11",32.23
"91","2007-05-14",31.9
"92","2007-05-15",31.780001
"93","2007-05-16",32.200001
"94","2007-05-17",31.790001
"95","2007-05-18",32.060001
"96","2007-05-21",32.560001
"97","2007-05-22",32.450001
"98","2007-05-23",32.009998
"99","2007-05-24",31.370001
"100","2007-05-25",31.219999
"101","2007-05-29",31.58
"102","2007-05-30",31.59
"103","2007-05-31",31.77
"104","2007-06-01",32.509998
"105","2007-06-04",36.509998
"106","2007-06-05",35.860001
"107","2007-06-06",36.220001
"108","2007-06-07",35.5
"109","2007-06-08",36.259998
"110","2007-06-11",36.200001
"111","2007-06-12",35.459999
"112","2007-06-13",35.34
"113","2007-06-14",35.669998
"114","2007-06-15",36.27
"115","2007-06-18",36.009998
"116","2007-06-19",35.529999
"117","2007-06-20",35.349998
"118","2007-06-21",35.740002
"119","2007-06-22",35.34
"120","2007-06-25",34.299999
"121","2007-06-26",34.369999
"122","2007-06-27",34.689999
"123","2007-06-28",35.799999
"124","2007-06-29",35.939999
"125","2007-07-02",36.130001
"126","2007-07-03",36.209999
"127","2007-07-05",36.27
"128","2007-07-06",36.25
"129","2007-07-09",35.830002
"130","2007-07-10",35.139999
"131","2007-07-11",35.349998
"132","2007-07-12",35.959999
"133","2007-07-13",35.880001
"134","2007-07-16",35.130001
"135","2007-07-17",35.52
"136","2007-07-18",35.509998
"137","2007-07-19",34.209999
"138","2007-07-20",33.799999
"139","2007-07-23",34.029999
"140","2007-07-24",33.779999
"141","2007-07-25",33.349998
"142","2007-07-26",32.889999
"143","2007-07-27",32.07
"144","2007-07-30",32.459999
"145","2007-07-31",32.18
"146","2007-08-01",32.459999
"147","2007-08-02",32.490002
"148","2007-08-03",31.32
"149","2007-08-06",31.799999
"150","2007-08-07",32.18
"151","2007-08-08",32.639999
"152","2007-08-09",33.349998
"153","2007-08-10",32.959999
"154","2007-08-13",33.360001
"155","2007-08-14",32.939999
"156","2007-08-15",32.189999
"157","2007-08-16",33.150002
"158","2007-08-17",33.610001
"159","2007-08-20",32.619999
"160","2007-08-21",32.5
"161","2007-08-22",32.639999
"162","2007-08-23",32.68
"163","2007-08-24",32.91
"164","2007-08-27",33.459999
"165","2007-08-28",33.349998
"166","2007-08-29",33.700001
"167","2007-08-30",33.650002
"168","2007-08-31",34.080002
"169","2007-09-04",34.240002
"170","2007-09-05",33.84
"171","2007-09-06",34.099998
"172","2007-09-07",33.689999
"173","2007-09-10",33.759998
"174","2007-09-11",33.849998
"175","2007-09-12",33.869999
"176","2007-09-13",34.259998
"177","2007-09-14",34.849998
"178","2007-09-17",34.73
"179","2007-09-18",35.779999
"180","2007-09-19",35.540001
"181","2007-09-20",35.200001
"182","2007-09-21",34.950001
"183","2007-09-24",34.869999
"184","2007-09-25",34.439999
"185","2007-09-26",34.75
"186","2007-09-27",35.07
"187","2007-09-28",34.860001
"188","2007-10-01",35.41
"189","2007-10-02",35.869999
"190","2007-10-03",35.919998
"191","2007-10-04",36.02
"192","2007-10-05",36.18
"193","2007-10-08",36.25
"194","2007-10-09",36.040001
"195","2007-10-10",37.560001
"196","2007-10-11",37.57
"197","2007-10-12",38.209999
"198","2007-10-15",37.82
"199","2007-10-16",37.540001
"200","2007-10-17",37.650002
"201","2007-10-18",37.900002
"202","2007-10-19",36.93
"203","2007-10-22",37.68
"204","2007-10-23",38.029999
"205","2007-10-24",37.27
"206","2007-10-25",38.060001
"207","2007-10-26",38.970001
"208","2007-10-29",38.619999
"209","2007-10-30",39.110001
"210","2007-10-31",39.580002
"211","2007-11-01",37.759998
"212","2007-11-02",37.599998
"213","2007-11-05",36.720001
"214","2007-11-06",36.970001
"215","2007-11-07",35.41
"216","2007-11-08",37.5
"217","2007-11-09",37.169998
"218","2007-11-12",36.5
"219","2007-11-13",37.59
"220","2007-11-14",37.029999
"221","2007-11-15",36.5
"222","2007-11-16",36.759998
"223","2007-11-19",35.970001
"224","2007-11-20",36.830002
"225","2007-11-21",36.82
"226","2007-11-23",37.209999
"227","2007-11-26",35.48
"228","2007-11-27",36
"229","2007-11-28",36
"230","2007-11-29",35.720001
"231","2007-11-30",35.240002
