"","date","PZN"
"136","2008-05-09",12.95
"137","2008-05-12",12.77
"138","2008-05-13",13.31
"139","2008-05-14",13.05
"140","2008-05-15",13.73
"141","2008-05-16",13.75
"142","2008-05-19",13.68
"143","2008-05-20",13.53
"144","2008-05-21",13.29
"145","2008-05-22",13.3
"146","2008-05-23",12.76
"147","2008-05-27",13.1
"148","2008-05-28",12.8
"149","2008-05-29",12.96
"150","2008-05-30",13.15
"151","2008-06-02",12.95
"152","2008-06-03",12.75
"153","2008-06-04",12.83
"154","2008-06-05",12.94
"155","2008-06-06",12.59
"156","2008-06-09",12.54
"157","2008-06-10",12.46
"158","2008-06-11",11.64
"159","2008-06-12",11.52
"160","2008-06-13",11.66
"161","2008-06-16",11.93
"162","2008-06-17",11.99
"163","2008-06-18",12.22
"164","2008-06-19",12.64
"165","2008-06-20",12.71
"166","2008-06-23",11.58
"167","2008-06-24",13.05
"168","2008-06-25",13.42
"169","2008-06-26",12.87
"170","2008-06-27",13.36
"171","2008-06-30",12.76
"172","2008-07-01",12.87
"173","2008-07-02",13.4
"174","2008-07-03",13.68
"175","2008-07-07",12.64
"176","2008-07-08",12.15
"177","2008-07-09",10.81
"178","2008-07-10",9.98
"179","2008-07-11",8
"180","2008-07-14",7.08
"181","2008-07-15",6.27
"182","2008-07-16",6.98
"183","2008-07-17",8.6
"184","2008-07-18",8.04
"185","2008-07-21",8
"186","2008-07-22",8.18
"187","2008-07-23",9.11
"188","2008-07-24",8.12
"189","2008-07-25",7.66
"190","2008-07-28",6.64
"191","2008-07-29",8.08
"192","2008-07-30",9.35
"193","2008-07-31",9.29
"194","2008-08-01",9.59
"195","2008-08-04",8.92
"196","2008-08-05",9.75
"197","2008-08-06",9.73
"198","2008-08-07",9.8
"199","2008-08-08",10.24
"200","2008-08-11",10.55
"201","2008-08-12",9.55
"202","2008-08-13",9.17
"203","2008-08-14",9.42
"204","2008-08-15",9.25
"205","2008-08-18",9.41
"206","2008-08-19",9.33
"207","2008-08-20",8.97
"208","2008-08-21",9.18
"209","2008-08-22",8.91
"210","2008-08-25",8.59
"211","2008-08-26",8.8
"212","2008-08-27",8.82
"213","2008-08-28",9.13
"214","2008-08-29",8.94
"215","2008-09-02",9.52
"216","2008-09-03",9.9
"217","2008-09-04",8.93
"218","2008-09-05",9.13
"219","2008-09-08",9.05
"220","2008-09-09",8.9
"221","2008-09-10",8.41
"222","2008-09-11",8.16
"223","2008-09-12",7.96
"224","2008-09-15",7.16
"225","2008-09-16",7.09
"226","2008-09-17",6.97
"227","2008-09-18",9.29
"228","2008-09-19",12.4
"229","2008-09-22",9.25
"230","2008-09-23",9.53
"231","2008-09-24",8.95
"232","2008-09-25",8.74
"233","2008-09-26",7.78
"234","2008-09-29",7.9
"235","2008-09-30",9.48
"236","2008-10-01",7.7
"237","2008-10-02",8.93
"238","2008-10-03",8.04
"239","2008-10-06",8.01
"240","2008-10-07",8
"241","2008-10-08",8
"242","2008-10-09",5.82
"243","2008-10-10",6.39
"244","2008-10-13",5.45
"245","2008-10-14",6.24
"246","2008-10-15",5.8
"247","2008-10-16",6.37
"248","2008-10-17",6.3
"249","2008-10-20",5.73
"250","2008-10-21",5.88
"251","2008-10-22",5.75
"252","2008-10-23",4.52
"253","2008-10-24",4.27
"254","2008-10-27",4.31
"255","2008-10-28",5.02
"256","2008-10-29",4.1
"257","2008-10-30",4.45
"258","2008-10-31",4.43
"259","2008-11-03",4.55
"260","2008-11-04",4.75
"261","2008-11-05",4.58
"262","2008-11-06",4.65
"263","2008-11-07",4.34
"264","2008-11-10",4.49
"265","2008-11-11",4.16
"266","2008-11-12",3.66
"267","2008-11-13",3.72
"268","2008-11-14",3.42
"269","2008-11-17",3.36
"270","2008-11-18",3.22
"271","2008-11-19",2.94
"272","2008-11-20",2.48
"273","2008-11-21",2.93
"274","2008-11-24",2.74
"275","2008-11-25",2.4
"276","2008-11-26",3.2
"277","2008-11-28",3.54
"278","2008-12-01",2.4
"279","2008-12-02",2.39
"280","2008-12-03",2.4
"281","2008-12-04",2.49
"282","2008-12-05",2.62
"283","2008-12-08",3.02
"284","2008-12-09",3.13
"285","2008-12-10",3.92
"286","2008-12-11",4
"287","2008-12-12",4.08
"288","2008-12-15",4.24
"289","2008-12-16",4.29
"290","2008-12-17",4.36
"291","2008-12-18",4.2
"292","2008-12-19",3.71
"293","2008-12-22",4
"294","2008-12-23",3.79
"295","2008-12-24",3.62
"296","2008-12-26",3.63
"297","2008-12-29",3.69
"298","2008-12-30",4.2
"299","2008-12-31",4.22
"300","2009-01-02",4.23
"301","2009-01-05",4.35
"302","2009-01-06",4.96
"303","2009-01-07",4.75
"304","2009-01-08",4.88
"305","2009-01-09",4.5
"306","2009-01-12",4.2
"307","2009-01-13",4.1
"308","2009-01-14",3.55
"309","2009-01-15",3.34
"310","2009-01-16",3.14
"311","2009-01-20",2.87
"312","2009-01-21",3.18
"313","2009-01-22",2.88
"314","2009-01-23",2.95
"315","2009-01-26",2.86
"316","2009-01-27",2.9
"317","2009-01-28",3.01
"318","2009-01-29",2.56
"319","2009-01-30",2.64
"320","2009-02-02",2.79
"321","2009-02-03",2.63
"322","2009-02-04",2.72
"323","2009-02-05",2.98
"324","2009-02-06",3.16
"325","2009-02-09",2.95
"326","2009-02-10",2.6
"327","2009-02-11",2.52
"328","2009-02-12",2.61
"329","2009-02-13",2.68
"330","2009-02-17",2.69
"331","2009-02-18",2.63
"332","2009-02-19",2.37
"333","2009-02-20",2.35
"334","2009-02-23",2.24
"335","2009-02-24",2.6
"336","2009-02-25",2.27
"337","2009-02-26",2.21
"338","2009-02-27",1.96
"339","2009-03-02",1.62
"340","2009-03-03",1.77
"341","2009-03-04",1.84
"342","2009-03-05",1.81
"343","2009-03-06",1.79
"344","2009-03-09",1.74
"345","2009-03-10",1.85
"346","2009-03-11",1.65
"347","2009-03-12",1.8
"348","2009-03-13",1.61
"349","2009-03-16",1.69
"350","2009-03-17",1.8
"351","2009-03-18",1.9
"352","2009-03-19",1.79
"353","2009-03-20",1.61
"354","2009-03-23",1.91
"355","2009-03-24",1.77
"356","2009-03-25",1.89
"357","2009-03-26",1.85
"358","2009-03-27",1.92
"359","2009-03-30",1.8
"360","2009-03-31",1.91
"361","2009-04-01",1.88
"362","2009-04-02",2
"363","2009-04-03",2.11
"364","2009-04-06",2.12
"365","2009-04-07",2.11
"366","2009-04-08",2.34
"367","2009-04-09",2.61
"368","2009-04-13",2.72
"369","2009-04-14",2.64
"370","2009-04-15",2.7
"371","2009-04-16",2.71
"372","2009-04-17",2.75
"373","2009-04-20",3.24
"374","2009-04-21",2.94
"375","2009-04-22",3.1
"376","2009-04-23",2.9
"377","2009-04-24",2.83
"378","2009-04-27",2.84
"379","2009-04-28",2.97
"380","2009-04-29",3.4
"381","2009-04-30",4.75
"382","2009-05-01",4.61
"383","2009-05-04",5.45
"384","2009-05-05",5.56
"385","2009-05-06",6.23
"386","2009-05-07",5.8
"387","2009-05-08",6.04
"388","2009-05-11",5.68
"389","2009-05-12",5.57
"390","2009-05-13",5.17
"391","2009-05-14",5.46
"392","2009-05-15",5.58
"393","2009-05-18",5.63
"394","2009-05-19",5.71
"395","2009-05-20",5.67
"396","2009-05-21",5.61
"397","2009-05-22",5.67
"398","2009-05-26",5.93
"399","2009-05-27",5.94
"400","2009-05-28",6.13
"401","2009-05-29",6.53
"402","2009-06-01",6.8
"403","2009-06-02",6.54
"404","2009-06-03",6.4
"405","2009-06-04",6.12
"406","2009-06-05",6.88
"407","2009-06-08",6.62
"408","2009-06-09",6.79
"409","2009-06-10",7.48
"410","2009-06-11",8.23
"411","2009-06-12",7.63
"412","2009-06-15",8.15
"413","2009-06-16",8
"414","2009-06-17",7.96
"415","2009-06-18",7.99
"416","2009-06-19",7.33
"417","2009-06-22",7.45
"418","2009-06-23",6.51
"419","2009-06-24",7.05
"420","2009-06-25",7
"421","2009-06-26",7.4
"422","2009-06-29",7.64
"423","2009-06-30",7.58
"424","2009-07-01",7.84
"425","2009-07-02",7.8
"426","2009-07-06",7.97
"427","2009-07-07",7.29
"428","2009-07-08",6.47
"429","2009-07-09",6
"430","2009-07-10",6.03
"431","2009-07-13",6.08
"432","2009-07-14",6.16
"433","2009-07-15",6.67
"434","2009-07-16",7.42
"435","2009-07-17",7.24
"436","2009-07-20",6.9
"437","2009-07-21",7.26
"438","2009-07-22",7.25
"439","2009-07-23",7.49
"440","2009-07-24",7.55
"441","2009-07-27",7.42
"442","2009-07-28",7.6
"443","2009-07-29",7.27
"444","2009-07-30",7.39
"445","2009-07-31",7.23
"446","2009-08-03",7.23
"447","2009-08-04",7.49
"448","2009-08-05",7.17
"449","2009-08-06",6.93
"450","2009-08-07",7.34
"451","2009-08-10",7.15
"452","2009-08-11",6.74
"453","2009-08-12",7.47
"454","2009-08-13",7.38
"455","2009-08-14",7.15
"456","2009-08-17",6.93
"457","2009-08-18",7.1
"458","2009-08-19",7.23
"459","2009-08-20",7.34
"460","2009-08-21",7.18
"461","2009-08-24",6.83
"462","2009-08-25",6.89
"463","2009-08-26",7.42
"464","2009-08-27",7.51
"465","2009-08-28",7.5
"466","2009-08-31",6.86
"467","2009-09-01",6.51
"468","2009-09-02",6.58
"469","2009-09-03",6.48
"470","2009-09-04",7.23
"471","2009-09-08",7.09
"472","2009-09-09",7.3
"473","2009-09-10",7.44
"474","2009-09-11",7.79
"475","2009-09-14",8.07
"476","2009-09-15",8.12
"477","2009-09-16",9.12
"478","2009-09-17",8.73
"479","2009-09-18",8.33
"480","2009-09-21",8.39
"481","2009-09-22",8.95
"482","2009-09-23",8.21
"483","2009-09-24",7.96
"484","2009-09-25",7.73
"485","2009-09-28",8.68
"486","2009-09-29",8.73
"487","2009-09-30",8.17
"488","2009-10-01",7.55
"489","2009-10-02",7.75
"490","2009-10-05",8.26
"491","2009-10-06",8.25
"492","2009-10-07",8.32
"493","2009-10-08",8.1
"494","2009-10-09",8.24
"495","2009-10-12",8.25
"496","2009-10-13",8.68
"497","2009-10-14",9.01
"498","2009-10-15",8.78
"499","2009-10-16",8.73
"500","2009-10-19",8.84
"501","2009-10-20",8.43
"502","2009-10-21",8.48
"503","2009-10-22",8.34
"504","2009-10-23",7.78
"505","2009-10-26",7.6
"506","2009-10-27",7.97
"507","2009-10-28",7.43
"508","2009-10-29",7.54
"509","2009-10-30",7.38
"510","2009-11-02",7.12
"511","2009-11-03",7.45
"512","2009-11-04",7.05
"513","2009-11-05",7.34
"514","2009-11-06",7.2
"515","2009-11-09",8.11
"516","2009-11-10",7.62
"517","2009-11-11",7.69
"518","2009-11-12",7.93
"519","2009-11-13",7.43
"520","2009-11-16",7.56
"521","2009-11-17",7.49
"522","2009-11-18",7.45
"523","2009-11-19",7.3
"524","2009-11-20",7.16
"525","2009-11-23",7.26
"526","2009-11-24",7.18
"527","2009-11-25",6.96
"528","2009-11-27",7.04
"529","2009-11-30",7.13
"530","2009-12-01",7.15
"531","2009-12-02",7.21
"532","2009-12-03",7.01
"533","2009-12-04",7.39
"534","2009-12-07",8.18
"535","2009-12-08",7.94
"536","2009-12-09",8.17
"537","2009-12-10",7.66
"538","2009-12-11",7.63
"539","2009-12-14",7.98
"540","2009-12-15",7.5
"541","2009-12-16",7.83
"542","2009-12-17",7.88
"543","2009-12-18",7.99
"544","2009-12-21",8
"545","2009-12-22",7.97
"546","2009-12-23",7.89
"547","2009-12-24",7.91
"548","2009-12-28",7.83
"549","2009-12-29",7.87
"550","2009-12-30",8.36
"551","2009-12-31",8.14
"552","2010-01-04",8.11
"553","2010-01-05",8.32
"554","2010-01-06",8.39
"555","2010-01-07",8.32
"556","2010-01-08",8.22
"557","2010-01-11",8.1
"558","2010-01-12",7.66
"559","2010-01-13",7.73
"560","2010-01-14",7.42
"561","2010-01-15",7.18
"562","2010-01-19",7.38
"563","2010-01-20",7.17
"564","2010-01-21",6.92
"565","2010-01-22",6.75
"566","2010-01-25",6.95
"567","2010-01-26",6.75
"568","2010-01-27",7.34
"569","2010-01-28",7.01
"570","2010-01-29",6.99
"571","2010-02-01",6.7
"572","2010-02-02",6.68
"573","2010-02-03",6.85
"574","2010-02-04",6.38
"575","2010-02-05",6.7
"576","2010-02-08",6.49
"577","2010-02-09",6.49
"578","2010-02-10",6.35
"579","2010-02-11",6.54
"580","2010-02-12",6.64
"581","2010-02-16",6.86
"582","2010-02-17",6.66
"583","2010-02-18",6.57
"584","2010-02-19",6.56
"585","2010-02-22",6.36
"586","2010-02-23",6.2
"587","2010-02-24",6.05
"588","2010-02-25",5.89
"589","2010-02-26",6
"590","2010-03-01",6.15
"591","2010-03-02",6.33
"592","2010-03-03",6.46
"593","2010-03-04",6.41
"594","2010-03-05",6.62
"595","2010-03-08",6.59
"596","2010-03-09",6.83
"597","2010-03-10",6.77
"598","2010-03-11",6.65
"599","2010-03-12",6.73
"600","2010-03-15",6.73
"601","2010-03-16",6.73
"602","2010-03-17",6.76
"603","2010-03-18",6.84
"604","2010-03-19",6.81
"605","2010-03-22",7.05
"606","2010-03-23",7.06
"607","2010-03-24",7.05
"608","2010-03-25",7.1
"609","2010-03-26",7.04
"610","2010-03-29",7.33
"611","2010-03-30",7.58
"612","2010-03-31",7.63
"613","2010-04-01",7.07
"614","2010-04-05",7.26
"615","2010-04-06",7.48
"616","2010-04-07",7.39
"617","2010-04-08",7.34
"618","2010-04-09",7.18
"619","2010-04-12",7.19
"620","2010-04-13",7.27
"621","2010-04-14",7.57
"622","2010-04-15",7.63
"623","2010-04-16",7.53
"624","2010-04-19",7.55
"625","2010-04-20",7.65
"626","2010-04-21",7.67
"627","2010-04-22",7.68
"628","2010-04-23",7.74
"629","2010-04-26",7.66
"630","2010-04-27",7.65
"631","2010-04-28",7.63
"632","2010-04-29",7.73
"633","2010-04-30",7.7
"634","2010-05-03",7.9
"635","2010-05-04",7.08
"636","2010-05-05",7.06
"637","2010-05-06",6.88
"638","2010-05-07",6.8
"639","2010-05-10",7.01
"640","2010-05-11",7.25
"641","2010-05-12",7.74
"642","2010-05-13",7.72
"643","2010-05-14",7.31
"644","2010-05-17",7.41
"645","2010-05-18",7.26
"646","2010-05-19",7.36
"647","2010-05-20",7.09
"648","2010-05-21",7.05
"649","2010-05-24",6.65
"650","2010-05-25",6.54
"651","2010-05-26",6.61
"652","2010-05-27",7.09
"653","2010-05-28",7.01
"654","2010-06-01",6.95
"655","2010-06-02",7.06
"656","2010-06-03",7
"657","2010-06-04",6.84
"658","2010-06-07",6.63
"659","2010-06-08",6.66
"660","2010-06-09",6.59
"661","2010-06-10",6.79
"662","2010-06-11",6.88
"663","2010-06-14",6.9
"664","2010-06-15",7.08
"665","2010-06-16",7.06
"666","2010-06-17",6.93
"667","2010-06-18",6.83
"668","2010-06-21",6.66
"669","2010-06-22",6.49
"670","2010-06-23",6.49
"671","2010-06-24",6.33
"672","2010-06-25",6.61
"673","2010-06-28",6.69
"674","2010-06-29",6.39
"675","2010-06-30",6.37
"676","2010-07-01",6.37
"677","2010-07-02",6.28
"678","2010-07-06",6.09
"679","2010-07-07",6.49
"680","2010-07-08",6.44
"681","2010-07-09",6.53
"682","2010-07-12",6.53
"683","2010-07-13",6.69
"684","2010-07-14",6.67
"685","2010-07-15",6.47
"686","2010-07-16",6.31
"687","2010-07-19",6.35
"688","2010-07-20",6.51
"689","2010-07-21",6.33
"690","2010-07-22",6.77
"691","2010-07-23",7.01
"692","2010-07-26",7.15
"693","2010-07-27",6.89
"694","2010-07-28",6.61
"695","2010-07-29",6.86
"696","2010-07-30",6.9
"697","2010-08-02",6.78
"698","2010-08-03",6.73
"699","2010-08-04",6.7
"700","2010-08-05",6.76
"701","2010-08-06",6.95
"702","2010-08-09",7.08
"703","2010-08-10",6.77
"704","2010-08-11",6.67
"705","2010-08-12",6.62
"706","2010-08-13",6.52
"707","2010-08-16",6.6
"708","2010-08-17",6.77
"709","2010-08-18",6.85
"710","2010-08-19",6.61
"711","2010-08-20",6.56
"712","2010-08-23",6.47
"713","2010-08-24",6.4
"714","2010-08-25",6.55
"715","2010-08-26",6.46
"716","2010-08-27",6.55
"717","2010-08-30",6.37
"718","2010-08-31",6.27
"719","2010-09-01",6.64
"720","2010-09-02",6.55
"721","2010-09-03",6.7
"722","2010-09-07",6.52
"723","2010-09-08",6.6
"724","2010-09-09",6.52
"725","2010-09-10",6.55
"726","2010-09-13",6.88
"727","2010-09-14",6.67
"728","2010-09-15",6.75
"729","2010-09-16",6.67
"730","2010-09-17",6.72
"731","2010-09-20",6.95
"732","2010-09-21",6.84
"733","2010-09-22",6.68
"734","2010-09-23",6.55
"735","2010-09-24",6.9
"736","2010-09-27",6.62
"737","2010-09-28",6.75
"738","2010-09-29",6.79
"739","2010-09-30",6.87
"740","2010-10-01",6.9
"741","2010-10-04",6.78
"742","2010-10-05",6.8
"743","2010-10-06",6.77
"744","2010-10-07",6.77
"745","2010-10-08",6.79
"746","2010-10-11",6.87
"747","2010-10-12",6.86
"748","2010-10-13",6.87
"749","2010-10-14",6.79
"750","2010-10-15",6.74
"751","2010-10-18",6.85
"752","2010-10-19",6.66
"753","2010-10-20",6.71
"754","2010-10-21",6.58
"755","2010-10-22",6.57
"756","2010-10-25",6.87
"757","2010-10-26",6.92
"758","2010-10-27",6.98
"759","2010-10-28",6.9
"760","2010-10-29",6.77
"761","2010-11-01",6.62
"762","2010-11-02",6.94
"763","2010-11-03",7
"764","2010-11-04",7.1
"765","2010-11-05",7.11
"766","2010-11-08",7.11
"767","2010-11-09",6.94
"768","2010-11-10",6.93
"769","2010-11-11",7.19
"770","2010-11-12",7.05
"771","2010-11-15",7.22
"772","2010-11-16",7.1
"773","2010-11-17",7.07
"774","2010-11-18",7.33
"775","2010-11-19",7.08
"776","2010-11-22",7.07
"777","2010-11-23",7.26
"778","2010-11-24",7.48
"779","2010-11-26",7.37
"780","2010-11-29",7.45
"781","2010-11-30",7.11
"782","2010-12-01",7.75
"783","2010-12-02",7.74
"784","2010-12-03",7.65
"785","2010-12-06",7.65
"786","2010-12-07",7.64
"787","2010-12-08",7.7
"788","2010-12-09",7.43
"789","2010-12-10",7.63
"790","2010-12-13",7.42
"791","2010-12-14",7.53
"792","2010-12-15",7.32
"793","2010-12-16",7.4
"794","2010-12-17",7.34
"795","2010-12-20",7.58
"796","2010-12-21",7.34
"797","2010-12-22",7.51
"798","2010-12-23",7.38
"799","2010-12-27",7.37
"800","2010-12-28",7.44
"801","2010-12-29",7.49
"802","2010-12-30",7.35
"803","2010-12-31",7.35
"804","2011-01-03",7.49
"805","2011-01-04",7.37
"806","2011-01-05",7.41
"807","2011-01-06",7.17
"808","2011-01-07",7.15
"809","2011-01-10",7.13
"810","2011-01-11",7.35
"811","2011-01-12",7.41
"812","2011-01-13",7.36
"813","2011-01-14",7.5
"814","2011-01-18",7.53
"815","2011-01-19",7.41
"816","2011-01-20",7.1
"817","2011-01-21",7.12
"818","2011-01-24",7.15
"819","2011-01-25",7.16
"820","2011-01-26",7.15
"821","2011-01-27",7.1
"822","2011-01-28",6.84
"823","2011-01-31",6.88
"824","2011-02-01",6.9
"825","2011-02-02",6.85
"826","2011-02-03",7.35
"827","2011-02-04",7.24
"828","2011-02-07",7.28
"829","2011-02-08",7.57
"830","2011-02-09",7.56
"831","2011-02-10",7.56
"832","2011-02-11",7.63
"833","2011-02-14",7.8
"834","2011-02-15",7.82
"835","2011-02-16",7.84
"836","2011-02-17",7.86
"837","2011-02-18",7.7
"838","2011-02-22",7.48
"839","2011-02-23",7.47
"840","2011-02-24",7.45
"841","2011-02-25",7.58
"842","2011-02-28",7.55
"843","2011-03-01",7.38
"844","2011-03-02",7.38
"845","2011-03-03",7.46
"846","2011-03-04",7.53
"847","2011-03-07",7.25
"848","2011-03-08",7.34
"849","2011-03-09",7.73
"850","2011-03-10",7.59
"851","2011-03-11",7.31
"852","2011-03-14",7
"853","2011-03-15",7
"854","2011-03-16",6.91
"855","2011-03-17",6.74
"856","2011-03-18",7.02
"857","2011-03-21",7.05
"858","2011-03-22",6.99
"859","2011-03-23",6.93
"860","2011-03-24",6.98
"861","2011-03-25",7.07
"862","2011-03-28",7.04
"863","2011-03-29",6.97
"864","2011-03-30",7.02
"865","2011-03-31",7.06
"866","2011-04-01",7.12
"867","2011-04-04",7.21
"868","2011-04-05",7.39
"869","2011-04-06",7.57
"870","2011-04-07",7.62
"871","2011-04-08",7.66
"872","2011-04-11",7.64
"873","2011-04-12",7.66
"874","2011-04-13",7.66
"875","2011-04-14",7.74
"876","2011-04-15",8
"877","2011-04-18",7.65
"878","2011-04-19",7.56
"879","2011-04-20",7.69
"880","2011-04-21",7.77
"881","2011-04-25",7.68
"882","2011-04-26",7.7
"883","2011-04-27",7.38
"884","2011-04-28",7.37
"885","2011-04-29",7.28
"886","2011-05-02",6.99
"887","2011-05-03",6.92
"888","2011-05-04",6.79
"889","2011-05-05",6.67
"890","2011-05-06",6.63
"891","2011-05-09",6.86
"892","2011-05-10",6.85
"893","2011-05-11",6.65
"894","2011-05-12",6.81
"895","2011-05-13",6.51
"896","2011-05-16",6.12
"897","2011-05-17",6.1
"898","2011-05-18",6.02
"899","2011-05-19",6.07
"900","2011-05-20",6.05
"901","2011-05-23",6.02
"902","2011-05-24",6.01
"903","2011-05-25",5.98
"904","2011-05-26",5.97
"905","2011-05-27",5.78
"906","2011-05-31",6.03
"907","2011-06-01",5.56
"908","2011-06-02",5.52
"909","2011-06-03",5.33
"910","2011-06-06",5.18
"911","2011-06-07",5.21
"912","2011-06-08",5.11
"913","2011-06-09",5.17
"914","2011-06-10",5.52
"915","2011-06-13",5.53
"916","2011-06-14",5.6
"917","2011-06-15",5.65
"918","2011-06-16",5.52
"919","2011-06-17",5.25
"920","2011-06-20",5.37
"921","2011-06-21",5.57
"922","2011-06-22",5.36
"923","2011-06-23",5.36
"924","2011-06-24",5.43
"925","2011-06-27",5.63
"926","2011-06-28",5.72
"927","2011-06-29",5.61
"928","2011-06-30",5.68
"929","2011-07-01",5.71
"930","2011-07-05",5.74
"931","2011-07-06",5.76
"932","2011-07-07",6
"933","2011-07-08",5.89
"934","2011-07-11",5.92
"935","2011-07-12",5.82
"936","2011-07-13",5.89
"937","2011-07-14",5.85
"938","2011-07-15",5.89
"939","2011-07-18",5.86
"940","2011-07-19",6.05
"941","2011-07-20",5.98
"942","2011-07-21",6.06
"943","2011-07-22",6.08
"944","2011-07-25",5.92
"945","2011-07-26",5.96
"946","2011-07-27",5.93
"947","2011-07-28",5.98
"948","2011-07-29",5.94
"949","2011-08-01",6.02
"950","2011-08-02",5.92
"951","2011-08-03",6.1
"952","2011-08-04",5.94
"953","2011-08-05",5.96
"954","2011-08-08",5.78
"955","2011-08-09",6.17
"956","2011-08-10",5.53
"957","2011-08-11",5.72
"958","2011-08-12",5.35
"959","2011-08-15",5.38
"960","2011-08-16",5.18
"961","2011-08-17",5.29
"962","2011-08-18",5.14
"963","2011-08-19",5.13
"964","2011-08-22",5.15
"965","2011-08-23",5.15
"966","2011-08-24",5.15
"967","2011-08-25",5.01
"968","2011-08-26",5.01
"969","2011-08-29",5.08
"970","2011-08-30",5.09
"971","2011-08-31",4.64
"972","2011-09-01",4.34
"973","2011-09-02",4.26
"974","2011-09-06",4.14
"975","2011-09-07",3.93
"976","2011-09-08",3.72
"977","2011-09-09",3.86
"978","2011-09-12",3.84
"979","2011-09-13",3.94
"980","2011-09-14",3.96
"981","2011-09-15",3.91
"982","2011-09-16",3.75
"983","2011-09-19",3.57
"984","2011-09-20",3.45
"985","2011-09-21",3.36
"986","2011-09-22",3.38
"987","2011-09-23",3.35
"988","2011-09-26",3.41
"989","2011-09-27",3.62
"990","2011-09-28",3.25
"991","2011-09-29",3.48
"992","2011-09-30",3.28
"993","2011-10-03",3.19
"994","2011-10-04",3.76
"995","2011-10-05",3.57
"996","2011-10-06",3.64
"997","2011-10-07",3.4
"998","2011-10-10",3.76
"999","2011-10-11",3.81
"1000","2011-10-12",4.08
"1001","2011-10-13",3.88
