"","date","FENC"
"1","2017-09-15",12
"2","2017-09-18",11.365
"3","2017-09-19",11.3
"4","2017-09-20",11.69
"5","2017-09-21",11.74
"6","2017-09-22",11.81
"7","2017-09-25",11.51
"8","2017-09-26",11.4
"9","2017-09-27",11.55
"10","2017-09-28",11.3
"11","2017-09-29",11.09
"12","2017-10-02",11.4
"13","2017-10-03",11.697
"14","2017-10-04",11.5
"15","2017-10-05",11.74
"16","2017-10-06",11.78
"17","2017-10-09",12.17
"18","2017-10-10",12.054
"19","2017-10-11",12.03
"20","2017-10-12",12.35
"21","2017-10-13",12.04
"22","2017-10-16",10.56
"23","2017-10-17",10.55
"24","2017-10-18",10.36
"25","2017-10-19",10.4
"26","2017-10-20",10.44
"27","2017-10-23",10.19
"28","2017-10-24",10.14
"29","2017-10-25",9.89
"30","2017-10-26",9.83
"31","2017-10-27",9.65
"32","2017-10-30",9.464
"33","2017-10-31",9.49
"34","2017-11-01",9.05
"35","2017-11-02",9.36
"36","2017-11-03",9.56
"37","2017-11-06",9.26
"38","2017-11-07",9.17
"39","2017-11-08",9.289
"40","2017-11-09",9.12
"41","2017-11-10",9.98
"42","2017-11-13",10.185
"43","2017-11-14",10.08
"44","2017-11-15",10.1
"45","2017-11-16",10.09
"46","2017-11-17",10
"47","2017-11-20",10.2
"48","2017-11-21",10.07
"49","2017-11-22",10.14
"50","2017-11-24",9.95
"51","2017-11-27",9.87
"52","2017-11-28",9.7
"53","2017-11-29",9.36
"54","2017-11-30",9.69
"55","2017-12-01",9.57
"56","2017-12-04",9
"57","2017-12-05",8.99
"58","2017-12-06",8.905
"59","2017-12-07",8.99
"60","2017-12-08",9.25
"61","2017-12-11",8.97
"62","2017-12-12",8.9
"63","2017-12-13",8.9
"64","2017-12-14",9.05
"65","2017-12-15",9.15
"66","2017-12-18",9.3
"67","2017-12-19",9.2
"68","2017-12-20",9.39
"69","2017-12-21",9.33
"70","2017-12-22",9.3
"71","2017-12-26",9.55
"72","2017-12-27",9.42
"73","2017-12-28",9.54
"74","2017-12-29",10.02
"75","2018-01-02",10.15
"76","2018-01-03",9.9
"77","2018-01-04",10
"78","2018-01-05",9.98
"79","2018-01-08",9.59
"80","2018-01-09",9.6
"81","2018-01-10",9.6
"82","2018-01-11",9.46
"83","2018-01-12",9.443
"84","2018-01-16",9.26
"85","2018-01-17",9.21
"86","2018-01-18",9.4
"87","2018-01-19",9.63
"88","2018-01-22",9.4
"89","2018-01-23",9.41
"90","2018-01-24",9.329
"91","2018-01-25",9.11
"92","2018-01-26",9.16
"93","2018-01-29",8.89
"94","2018-01-30",8.98
"95","2018-01-31",8.85
"96","2018-02-01",8.83
"97","2018-02-02",8.99
"98","2018-02-05",8.38
"99","2018-02-06",8.43
"100","2018-02-07",8.33
"101","2018-02-08",8.71
"102","2018-02-09",8.26
"103","2018-02-12",8.9
"104","2018-02-13",8.504
"105","2018-02-14",8.45
"106","2018-02-15",8.66
"107","2018-02-16",9.01
"108","2018-02-20",9.11
"109","2018-02-21",9.31
"110","2018-02-22",9.13
"111","2018-02-23",9.16
"112","2018-02-26",9.5
"113","2018-02-27",9.52
"114","2018-02-28",9.23
"115","2018-03-01",9.37
"116","2018-03-02",9.19
"117","2018-03-05",9.18
"118","2018-03-06",9.16
"119","2018-03-07",9.24
"120","2018-03-08",9.19
"121","2018-03-09",9.4
"122","2018-03-12",9.27
"123","2018-03-13",9.375
"124","2018-03-14",9.43
"125","2018-03-15",9.41
"126","2018-03-16",9.57
"127","2018-03-19",9.51
"128","2018-03-20",9.7
"129","2018-03-21",10.35
"130","2018-03-22",10.73
"131","2018-03-23",10.94
"132","2018-03-26",10.9
"133","2018-03-27",11.3
"134","2018-03-28",12.1
"135","2018-03-29",12.095
"136","2018-04-02",12.17
"137","2018-04-03",12.59
"138","2018-04-04",12.58
"139","2018-04-05",13.03
"140","2018-04-06",14.07
"141","2018-04-09",14.33
"142","2018-04-10",13.5
"143","2018-04-11",13.95
"144","2018-04-12",14.05
"145","2018-04-13",13.85
"146","2018-04-16",13.75
"147","2018-04-17",13.56
"148","2018-04-18",13.75
"149","2018-04-19",13.44
"150","2018-04-20",13.34
"151","2018-04-23",13.06
"152","2018-04-24",13.01
"153","2018-04-25",12.81
"154","2018-04-26",12.46
"155","2018-04-27",12.16
"156","2018-04-30",12.5
"157","2018-05-01",12.22
"158","2018-05-02",12.57
"159","2018-05-03",12.49
"160","2018-05-04",12.25
"161","2018-05-07",11.87
"162","2018-05-08",11.9
"163","2018-05-09",11.67
"164","2018-05-10",11.54
"165","2018-05-11",11.69
"166","2018-05-14",11.58
"167","2018-05-15",11.35
"168","2018-05-16",11.3
"169","2018-05-17",11.06
"170","2018-05-18",11.08
"171","2018-05-21",11.11
"172","2018-05-22",10.69
"173","2018-05-23",11.24
"174","2018-05-24",11.08
"175","2018-05-25",11.12
"176","2018-05-29",11.23
"177","2018-05-30",11.69
"178","2018-05-31",11.54
"179","2018-06-01",12.03
"180","2018-06-04",11.66
"181","2018-06-05",10.94
"182","2018-06-06",11.18
"183","2018-06-07",10.93
"184","2018-06-08",10.77
"185","2018-06-11",11.02
"186","2018-06-12",10.56
"187","2018-06-13",10.61
"188","2018-06-14",10.4
"189","2018-06-15",10.05
"190","2018-06-18",10.83
"191","2018-06-19",10.96
"192","2018-06-20",10.95
"193","2018-06-21",10.43
"194","2018-06-22",10.98
"195","2018-06-25",10.74
"196","2018-06-26",10.5
"197","2018-06-27",10.24
"198","2018-06-28",10.26
"199","2018-06-29",10.44
"200","2018-07-02",10.19
"201","2018-07-03",10.54
"202","2018-07-05",10.83
"203","2018-07-06",10.35
"204","2018-07-09",10.08
"205","2018-07-10",9.89
"206","2018-07-11",9.59
"207","2018-07-12",9.81
"208","2018-07-13",9.68
"209","2018-07-16",9.39
"210","2018-07-17",9.3
"211","2018-07-18",9.3
"212","2018-07-19",9.16
"213","2018-07-20",9.21
"214","2018-07-23",9.15
"215","2018-07-24",8.99
"216","2018-07-25",9.13
"217","2018-07-26",9.26
"218","2018-07-27",8.98
"219","2018-07-30",9.28
"220","2018-07-31",9.2
"221","2018-08-01",9.34
"222","2018-08-02",9.18
"223","2018-08-03",9.03
"224","2018-08-06",9.38
"225","2018-08-07",9.81
"226","2018-08-08",9.53
"227","2018-08-09",9.9
"228","2018-08-10",10.01
"229","2018-08-13",10.44
"230","2018-08-14",10.42
"231","2018-08-15",9.85
"232","2018-08-16",9.94
"233","2018-08-17",9.73
"234","2018-08-20",9.61
"235","2018-08-21",9.67
"236","2018-08-22",10.02
"237","2018-08-23",9.68
"238","2018-08-24",9.79
"239","2018-08-27",9.74
"240","2018-08-28",9.71
"241","2018-08-29",9.72
"242","2018-08-30",9.91
"243","2018-08-31",9.52
"244","2018-09-04",9.29
"245","2018-09-05",8.98
"246","2018-09-06",8.87
"247","2018-09-07",8.79
"248","2018-09-10",8.61
"249","2018-09-11",8.2
"250","2018-09-12",7.95
"251","2018-09-13",7.84
"252","2018-09-14",8.4
"253","2018-09-17",8.22
"254","2018-09-18",8.3
"255","2018-09-19",8.23
"256","2018-09-20",8.17
"257","2018-09-21",8.14
"258","2018-09-24",8.18
"259","2018-09-25",8.46
"260","2018-09-26",8.24
"261","2018-09-27",8.13
"262","2018-09-28",8.2
"263","2018-10-01",8.01
"264","2018-10-02",8.03
"265","2018-10-03",8.39
"266","2018-10-04",8.19
"267","2018-10-05",7.91
"268","2018-10-08",7.83
"269","2018-10-09",7.83
"270","2018-10-10",7.26
"271","2018-10-11",7.71
"272","2018-10-12",7.79
"273","2018-10-15",7.73
"274","2018-10-16",7.86
"275","2018-10-17",7.91
"276","2018-10-18",7.59
"277","2018-10-19",7.47
"278","2018-10-22",7.4
"279","2018-10-23",7.26
"280","2018-10-24",6.94
"281","2018-10-25",7.23
"282","2018-10-26",7.11
"283","2018-10-29",6.42
"284","2018-10-30",6.9
"285","2018-10-31",7.28
"286","2018-11-01",7.46
"287","2018-11-02",7.55
"288","2018-11-05",7.52
"289","2018-11-06",7.35
"290","2018-11-07",7.56
"291","2018-11-08",8.11
"292","2018-11-09",7.61
"293","2018-11-12",7.09
"294","2018-11-13",6.74
"295","2018-11-14",6.77
"296","2018-11-15",7.42
"297","2018-11-16",6.93
"298","2018-11-19",6.71
"299","2018-11-20",6.75
"300","2018-11-21",6.92
"301","2018-11-23",6.98
"302","2018-11-26",6.81
"303","2018-11-27",6.65
"304","2018-11-28",6.95
"305","2018-11-29",6.77
"306","2018-11-30",6.7
"307","2018-12-03",6.8
"308","2018-12-04",6.69
"309","2018-12-06",6.61
"310","2018-12-07",6.19
"311","2018-12-10",6.18
"312","2018-12-11",6.05
"313","2018-12-12",6.05
"314","2018-12-13",6
"315","2018-12-14",5.91
"316","2018-12-17",5.83
"317","2018-12-18",5.66
"318","2018-12-19",5.37
"319","2018-12-20",6.43
"320","2018-12-21",6.25
"321","2018-12-24",6.15
"322","2018-12-26",6.11
"323","2018-12-27",6
"324","2018-12-28",6.2
"325","2018-12-31",6.38
"326","2019-01-02",6.52
"327","2019-01-03",6.44
"328","2019-01-04",6.8
"329","2019-01-07",7.14
"330","2019-01-08",7.34
"331","2019-01-09",7.12
"332","2019-01-10",7
"333","2019-01-11",7.05
"334","2019-01-14",6.99
"335","2019-01-15",7.13
"336","2019-01-16",7.15
"337","2019-01-17",7.21
"338","2019-01-18",6.98
"339","2019-01-22",6.85
"340","2019-01-23",6.72
"341","2019-01-24",6.81
"342","2019-01-25",6.79
"343","2019-01-28",6.49
"344","2019-01-29",6.48
"345","2019-01-30",6.52
"346","2019-01-31",6.69
"347","2019-02-01",6.56
"348","2019-02-04",6.83
"349","2019-02-05",6.95
"350","2019-02-06",6.83
"351","2019-02-07",6.66
"352","2019-02-08",6.99
"353","2019-02-11",7.08
"354","2019-02-12",7
"355","2019-02-13",7.43
"356","2019-02-14",7.44
"357","2019-02-15",7.58
"358","2019-02-19",7.49
"359","2019-02-20",7.18
"360","2019-02-21",7.16
"361","2019-02-22",7.04
"362","2019-02-25",7.09
"363","2019-02-26",6.85
"364","2019-02-27",6.73
"365","2019-02-28",6.65
"366","2019-03-01",6.83
"367","2019-03-04",6.98
"368","2019-03-05",7.02
"369","2019-03-06",6.68
"370","2019-03-07",6.55
"371","2019-03-08",6.37
"372","2019-03-11",6.68
"373","2019-03-12",6.85
"374","2019-03-13",6.01
"375","2019-03-14",5.83
"376","2019-03-15",5.81
"377","2019-03-18",5.7
"378","2019-03-19",5.54
"379","2019-03-20",5.49
"380","2019-03-21",5.39
"381","2019-03-22",5.25
"382","2019-03-25",5.25
"383","2019-03-26",4.72
"384","2019-03-27",4.64
"385","2019-03-28",4.87
"386","2019-03-29",4.85
"387","2019-04-01",4.9
"388","2019-04-02",5.09
"389","2019-04-03",5.01
"390","2019-04-04",4.83
"391","2019-04-05",4.84
"392","2019-04-08",5.06
"393","2019-04-09",4.9
"394","2019-04-10",4.93
"395","2019-04-11",4.93
"396","2019-04-12",4.86
"397","2019-04-15",4.58
"398","2019-04-16",4.65
"399","2019-04-17",4.72
"400","2019-04-18",4.7
"401","2019-04-22",4.46
"402","2019-04-23",4.53
"403","2019-04-24",4.5
"404","2019-04-25",4.6
"405","2019-04-26",4.49
"406","2019-04-29",4.51
"407","2019-04-30",4.45
"408","2019-05-01",4.49
"409","2019-05-02",4.41
"410","2019-05-03",4.38
"411","2019-05-06",4.42
"412","2019-05-07",4.38
"413","2019-05-08",4.26
"414","2019-05-09",4.28
"415","2019-05-10",4.17
"416","2019-05-13",3.97
"417","2019-05-14",4.23
"418","2019-05-15",4.3
"419","2019-05-16",4.27
"420","2019-05-17",4.05
"421","2019-05-20",3.96
"422","2019-05-21",4.07
"423","2019-05-22",4.11
"424","2019-05-23",3.92
"425","2019-05-24",3.91
"426","2019-05-28",3.95
"427","2019-05-29",3.89
"428","2019-05-30",3.73
"429","2019-05-31",3.75
"430","2019-06-03",3.81
"431","2019-06-04",3.79
"432","2019-06-05",3.76
"433","2019-06-06",3.64
"434","2019-06-07",3.56
"435","2019-06-10",3.68
"436","2019-06-11",3.53
"437","2019-06-12",3.3
"438","2019-06-13",3.7
"439","2019-06-14",4
"440","2019-06-17",4
"441","2019-06-18",4.26
"442","2019-06-19",3.92
"443","2019-06-20",3.98
"444","2019-06-21",4
"445","2019-06-24",3.91
"446","2019-06-25",3.88
"447","2019-06-26",3.72
"448","2019-06-27",3.83
"449","2019-06-28",4
"450","2019-07-01",3.9
"451","2019-07-02",3.96
"452","2019-07-03",3.97
"453","2019-07-05",4.09
"454","2019-07-08",4
"455","2019-07-09",4.03
"456","2019-07-10",4.08
"457","2019-07-11",4.14
"458","2019-07-12",4.25
"459","2019-07-15",4.1
"460","2019-07-16",4
"461","2019-07-17",3.92
"462","2019-07-18",3.85
"463","2019-07-19",3.85
"464","2019-07-22",4.04
"465","2019-07-23",3.975
"466","2019-07-24",3.975
"467","2019-07-25",4.09
"468","2019-07-26",4.04
"469","2019-07-29",4.15
"470","2019-07-30",4.43
"471","2019-07-31",4.68
"472","2019-08-01",4.71
"473","2019-08-02",4.67
"474","2019-08-05",4.33
"475","2019-08-06",4.41
"476","2019-08-07",4.42
"477","2019-08-08",4.77
