"","date","ZIOP"
"229","2007-11-28",3.1
"230","2007-11-29",3.21
"231","2007-11-30",3.41
"232","2007-12-03",3.39
"233","2007-12-04",3.29
"234","2007-12-05",3.07
"235","2007-12-06",3.16
"236","2007-12-07",2.96
"237","2007-12-10",2.88
"238","2007-12-11",2.73
"239","2007-12-12",2.57
"240","2007-12-13",2.6
"241","2007-12-14",2.46
"242","2007-12-17",2.36
"243","2007-12-18",2.56
"244","2007-12-19",2.71
"245","2007-12-20",3.1
"246","2007-12-21",3.13
"247","2007-12-24",2.89
"248","2007-12-26",2.76
"249","2007-12-27",3.17
"250","2007-12-28",3.25
"251","2007-12-31",3.54
"252","2008-01-02",3.48
"253","2008-01-03",3.54
"254","2008-01-04",3.58
"255","2008-01-07",3.25
"256","2008-01-08",3.27
"257","2008-01-09",3.16
"258","2008-01-10",3.5
"259","2008-01-11",3.5
"260","2008-01-14",3.22
"261","2008-01-15",3.25
"262","2008-01-16",3.29
"263","2008-01-17",3.2
"264","2008-01-18",3.31
"265","2008-01-22",3.08
"266","2008-01-23",3.18
"267","2008-01-24",3.3
"268","2008-01-25",3.3
"269","2008-01-28",3.26
"270","2008-01-29",3.2
"271","2008-01-30",3.25
"272","2008-01-31",3.3
"273","2008-02-01",3.01
"274","2008-02-04",3.3
"275","2008-02-05",3.2
"276","2008-02-06",3.21
"277","2008-02-07",3.21
"278","2008-02-08",2.97
"279","2008-02-11",2.86
"280","2008-02-12",3.13
"281","2008-02-13",2.91
"282","2008-02-14",3.14
"283","2008-02-15",3.1
"284","2008-02-19",3.25
"285","2008-02-20",2.75
"286","2008-02-21",2.73
"287","2008-02-22",2.9
"288","2008-02-25",3.19
"289","2008-02-26",3.2
"290","2008-02-27",3.17
"291","2008-02-28",2.99
"292","2008-02-29",3.09
"293","2008-03-03",2.88
"294","2008-03-04",2.88
"295","2008-03-05",2.88
"296","2008-03-06",2.91
"297","2008-03-07",2.87
"298","2008-03-10",2.94
"299","2008-03-11",2.81
"300","2008-03-12",2.52
"301","2008-03-13",2.43
"302","2008-03-14",2.73
"303","2008-03-17",2.76
"304","2008-03-18",2.99
"305","2008-03-19",2.78
"306","2008-03-20",2.81
"307","2008-03-24",3.05
"308","2008-03-25",2.99
"309","2008-03-26",2.65
"310","2008-03-27",2.52
"311","2008-03-28",2.76
"312","2008-03-31",2.94
"313","2008-04-01",2.85
"314","2008-04-02",2.95
"315","2008-04-03",2.8
"316","2008-04-04",2.72
"317","2008-04-07",2.72
"318","2008-04-08",2.75
"319","2008-04-09",2.75
"320","2008-04-10",2.81
"321","2008-04-11",2.81
"322","2008-04-14",2.8
"323","2008-04-15",2.79
"324","2008-04-16",2.78
"325","2008-04-17",2.8
"326","2008-04-18",2.81
"327","2008-04-21",2.79
"328","2008-04-22",2.82
"329","2008-04-23",2.92
"330","2008-04-24",2.89
"331","2008-04-25",3
"332","2008-04-28",3.1
"333","2008-04-29",3.01
"334","2008-04-30",3.06
"335","2008-05-01",2.95
"336","2008-05-02",3
"337","2008-05-05",2.94
"338","2008-05-06",2.9
"339","2008-05-07",2.86
"340","2008-05-08",2.9
"341","2008-05-09",2.93
"342","2008-05-12",2.86
"343","2008-05-13",2.6
"344","2008-05-14",2.58
"345","2008-05-15",2.42
"346","2008-05-16",2.3
"347","2008-05-19",2.29
"348","2008-05-20",2.33
"349","2008-05-21",2.29
"350","2008-05-22",2.43
"351","2008-05-23",2.48
"352","2008-05-27",2.42
"353","2008-05-28",2.47
"354","2008-05-29",2.45
"355","2008-05-30",2.56
"356","2008-06-02",2.52
"357","2008-06-03",2.51
"358","2008-06-04",2.48
"359","2008-06-05",2.37
"360","2008-06-06",2.32
"361","2008-06-09",2.24
"362","2008-06-10",2.35
"363","2008-06-11",2.46
"364","2008-06-12",2.53
"365","2008-06-13",2.38
"366","2008-06-16",2.31
"367","2008-06-17",2.25
"368","2008-06-18",2.26
"369","2008-06-19",2.21
"370","2008-06-20",2.21
"371","2008-06-23",2.19
"372","2008-06-24",2.14
"373","2008-06-25",2.11
"374","2008-06-26",1.98
"375","2008-06-27",2.25
"376","2008-06-30",2.15
"377","2008-07-01",1.89
"378","2008-07-02",1.8
"379","2008-07-03",1.82
"380","2008-07-07",1.81
"381","2008-07-08",1.86
"382","2008-07-09",1.8
"383","2008-07-10",1.73
"384","2008-07-11",1.71
"385","2008-07-14",1.67
"386","2008-07-15",1.6
"387","2008-07-16",1.51
"388","2008-07-17",1.55
"389","2008-07-18",1.91
"390","2008-07-21",1.71
"391","2008-07-22",1.71
"392","2008-07-23",1.97
"393","2008-07-24",1.84
"394","2008-07-25",1.64
"395","2008-07-28",1.6
"396","2008-07-29",1.56
"397","2008-07-30",1.39
"398","2008-07-31",1.53
"399","2008-08-01",1.41
"400","2008-08-04",1.65
"401","2008-08-05",1.55
"402","2008-08-06",1.6
"403","2008-08-07",1.6
"404","2008-08-08",1.5
"405","2008-08-11",1.5
"406","2008-08-12",1.51
"407","2008-08-13",1.48
"408","2008-08-14",1.55
"409","2008-08-15",1.54
"410","2008-08-18",1.53
"411","2008-08-19",1.52
"412","2008-08-20",1.54
"413","2008-08-21",1.37
"414","2008-08-22",1.41
"415","2008-08-25",1.34
"416","2008-08-26",1.32
"417","2008-08-27",1.38
"418","2008-08-28",1.38
"419","2008-08-29",1.41
"420","2008-09-02",1.38
"421","2008-09-03",1.28
"422","2008-09-04",1.15
"423","2008-09-05",1.2
"424","2008-09-08",1.24
"425","2008-09-09",1.24
"426","2008-09-10",1.28
"427","2008-09-11",1.19
"428","2008-09-12",1.22
"429","2008-09-15",1.22
"430","2008-09-16",1.21
"431","2008-09-17",1.22
"432","2008-09-18",1.16
"433","2008-09-19",1.19
"434","2008-09-22",1.21
"435","2008-09-23",1.36
"436","2008-09-24",1.37
"437","2008-09-25",1.58
"438","2008-09-26",1.63
"439","2008-09-29",1.78
"440","2008-09-30",1.69
"441","2008-10-01",1.7
"442","2008-10-02",1.73
"443","2008-10-03",1.7
"444","2008-10-06",1.39
"445","2008-10-07",1.32
"446","2008-10-08",1.32
"447","2008-10-09",1.09
"448","2008-10-10",1.78
"449","2008-10-13",1.49
"450","2008-10-14",1.62
"451","2008-10-15",1.54
"452","2008-10-16",1.55
"453","2008-10-17",1.31
"454","2008-10-20",1.62
"455","2008-10-21",1.5
"456","2008-10-22",1.45
"457","2008-10-23",1.48
"458","2008-10-24",1.4
"459","2008-10-27",1.24
"460","2008-10-28",1.24
"461","2008-10-29",1.26
"462","2008-10-30",1.41
"463","2008-10-31",1.28
"464","2008-11-03",1.34
"465","2008-11-04",1.3
"466","2008-11-05",1.34
"467","2008-11-06",1.16
"468","2008-11-07",1.28
"469","2008-11-10",1.34
"470","2008-11-11",1.23
"471","2008-11-12",1.18
"472","2008-11-13",1.09
"473","2008-11-14",1.04
"474","2008-11-17",1
"475","2008-11-18",1.04
"476","2008-11-19",1.05
"477","2008-11-20",1.01
"478","2008-11-21",1.01
"479","2008-11-24",0.95
"480","2008-11-25",1.04
"481","2008-11-26",0.96
"482","2008-11-28",0.97
"483","2008-12-01",0.92
"484","2008-12-02",0.83
"485","2008-12-03",0.76
"486","2008-12-04",0.72
"487","2008-12-05",0.95
"488","2008-12-08",0.93
"489","2008-12-09",0.93
"490","2008-12-10",0.79
"491","2008-12-11",0.86
"492","2008-12-12",0.82
"493","2008-12-15",0.73
"494","2008-12-16",0.89
"495","2008-12-17",0.96
"496","2008-12-18",0.8
"497","2008-12-19",0.73
"498","2008-12-22",0.71
"499","2008-12-23",0.66
"500","2008-12-24",0.75
"501","2008-12-26",0.63
"502","2008-12-29",0.57
"503","2008-12-30",0.59
"504","2008-12-31",0.58
"505","2009-01-02",0.6
"506","2009-01-05",0.6
"507","2009-01-06",0.6
"508","2009-01-07",0.8
"509","2009-01-08",0.84
"510","2009-01-09",0.85
"511","2009-01-12",0.86
"512","2009-01-13",0.91
"513","2009-01-14",0.85
"514","2009-01-15",0.84
"515","2009-01-16",0.82
"516","2009-01-20",0.85
"517","2009-01-21",0.82
"518","2009-01-22",0.85
"519","2009-01-23",0.88
"520","2009-01-26",0.82
"521","2009-01-27",0.82
"522","2009-01-28",0.82
"523","2009-01-29",0.82
"524","2009-01-30",0.82
"525","2009-02-02",0.8
"526","2009-02-03",0.82
"527","2009-02-04",0.82
"528","2009-02-05",0.8
"529","2009-02-06",0.8
"530","2009-02-09",0.82
"531","2009-02-10",0.82
"532","2009-02-11",0.81
"533","2009-02-12",0.78
"534","2009-02-13",0.82
"535","2009-02-17",0.78
"536","2009-02-18",0.8
"537","2009-02-19",0.81
"538","2009-02-20",0.7
"539","2009-02-23",0.69
"540","2009-02-24",0.68
"541","2009-02-25",0.87
"542","2009-02-26",0.68
"543","2009-02-27",0.68
"544","2009-03-02",0.71
"545","2009-03-03",0.68
"546","2009-03-04",0.71
"547","2009-03-05",0.63
"548","2009-03-06",0.7
"549","2009-03-09",0.61
"550","2009-03-10",0.6
"551","2009-03-11",0.58
"552","2009-03-12",0.55
"553","2009-03-13",0.6
"554","2009-03-16",0.61
"555","2009-03-17",0.66
"556","2009-03-18",0.67
"557","2009-03-19",0.68
"558","2009-03-20",0.66
"559","2009-03-23",0.65
"560","2009-03-24",0.63
"561","2009-03-25",0.64
"562","2009-03-26",0.64
"563","2009-03-27",0.64
"564","2009-03-30",0.63
"565","2009-03-31",0.63
"566","2009-04-01",0.6
"567","2009-04-02",0.61
"568","2009-04-03",0.6
"569","2009-04-06",0.58
"570","2009-04-07",0.58
"571","2009-04-08",0.59
"572","2009-04-09",0.59
"573","2009-04-13",0.6
"574","2009-04-14",0.59
"575","2009-04-15",0.61
"576","2009-04-16",0.58
"577","2009-04-17",0.59
"578","2009-04-20",0.55
"579","2009-04-21",0.59
"580","2009-04-22",0.58
"581","2009-04-23",0.58
"582","2009-04-24",0.6
"583","2009-04-27",0.57
"584","2009-04-28",0.54
"585","2009-04-29",0.6
"586","2009-04-30",0.66
"587","2009-05-01",0.64
"588","2009-05-04",0.63
"589","2009-05-05",0.66
"590","2009-05-06",0.62
"591","2009-05-07",0.62
"592","2009-05-08",0.51
"593","2009-05-11",0.65
"594","2009-05-12",0.68
"595","2009-05-13",0.7
"596","2009-05-14",0.85
"597","2009-05-15",0.78
"598","2009-05-18",0.76
"599","2009-05-19",0.9
"600","2009-05-20",0.92
"601","2009-05-21",1.15
"602","2009-05-22",1
"603","2009-05-26",1.35
"604","2009-05-27",1.2
"605","2009-05-28",1.3
"606","2009-05-29",1.62
"607","2009-06-01",1.69
"608","2009-06-02",1.6
"609","2009-06-03",1.5
"610","2009-06-04",1.74
"611","2009-06-05",1.88
"612","2009-06-08",1.88
"613","2009-06-09",1.83
"614","2009-06-10",1.83
"615","2009-06-11",1.9
"616","2009-06-12",1.8
"617","2009-06-15",1.57
"618","2009-06-16",1.57
"619","2009-06-17",1.64
"620","2009-06-18",1.74
"621","2009-06-19",1.69
"622","2009-06-22",1.68
"623","2009-06-23",1.66
"624","2009-06-24",1.64
"625","2009-06-25",1.61
"626","2009-06-26",1.61
"627","2009-06-29",1.58
"628","2009-06-30",1.63
"629","2009-07-01",1.65
"630","2009-07-02",1.63
"631","2009-07-06",1.52
"632","2009-07-07",1.41
"633","2009-07-08",1.27
"634","2009-07-09",1.29
"635","2009-07-10",1.36
"636","2009-07-13",1.59
"637","2009-07-14",1.65
"638","2009-07-15",1.55
"639","2009-07-16",1.53
"640","2009-07-17",1.49
"641","2009-07-20",1.45
"642","2009-07-21",1.41
"643","2009-07-22",1.39
"644","2009-07-23",1.4
"645","2009-07-24",1.48
"646","2009-07-27",1.38
"647","2009-07-28",1.38
"648","2009-07-29",1.85
"649","2009-07-30",1.81
"650","2009-07-31",1.83
"651","2009-08-03",1.72
"652","2009-08-04",1.68
"653","2009-08-05",1.79
"654","2009-08-06",1.78
"655","2009-08-07",1.99
"656","2009-08-10",2.17
"657","2009-08-11",2.18
"658","2009-08-12",2.13
"659","2009-08-13",1.9
"660","2009-08-14",1.9
"661","2009-08-17",1.86
"662","2009-08-18",1.78
"663","2009-08-19",1.8
"664","2009-08-20",1.64
"665","2009-08-21",1.61
"666","2009-08-24",1.67
"667","2009-08-25",1.53
"668","2009-08-26",1.54
"669","2009-08-27",1.51
"670","2009-08-28",1.55
"671","2009-08-31",1.62
"672","2009-09-01",1.56
"673","2009-09-02",1.7
"674","2009-09-03",1.7
"675","2009-09-04",1.69
"676","2009-09-08",1.79
"677","2009-09-09",1.8
"678","2009-09-10",1.71
"679","2009-09-11",1.67
"680","2009-09-14",1.83
"681","2009-09-15",1.89
"682","2009-09-16",1.87
"683","2009-09-17",1.87
"684","2009-09-18",1.87
"685","2009-09-21",1.88
"686","2009-09-22",1.88
"687","2009-09-23",2.06
"688","2009-09-24",2.11
"689","2009-09-25",2.39
"690","2009-09-28",2.56
"691","2009-09-29",2.47
"692","2009-09-30",2.74
"693","2009-10-01",2.58
"694","2009-10-02",2.55
"695","2009-10-05",2.68
"696","2009-10-06",3
"697","2009-10-07",2.96
"698","2009-10-08",2.84
"699","2009-10-09",2.75
"700","2009-10-12",2.84
"701","2009-10-13",2.89
"702","2009-10-14",3.6
"703","2009-10-15",3.58
"704","2009-10-16",3.7
"705","2009-10-19",3.93
"706","2009-10-20",3.96
"707","2009-10-21",3.77
"708","2009-10-22",3.35
"709","2009-10-23",3.37
"710","2009-10-26",3.15
"711","2009-10-27",2.88
"712","2009-10-28",3.19
"713","2009-10-29",3.31
"714","2009-10-30",3.21
"715","2009-11-02",3.09
"716","2009-11-03",3.15
"717","2009-11-04",2.94
"718","2009-11-05",3.07
"719","2009-11-06",3.44
"720","2009-11-09",3.75
"721","2009-11-10",3.79
"722","2009-11-11",3.74
"723","2009-11-12",3.6
"724","2009-11-13",3.59
"725","2009-11-16",3.45
"726","2009-11-17",3.6
"727","2009-11-18",3.47
"728","2009-11-19",3.44
"729","2009-11-20",3.6
"730","2009-11-23",3.53
"731","2009-11-24",3.67
"732","2009-11-25",3.95
"733","2009-11-27",3.88
"734","2009-11-30",3.91
"735","2009-12-01",3.79
"736","2009-12-02",3.72
"737","2009-12-03",3.66
"738","2009-12-04",2.96
"739","2009-12-07",3.18
"740","2009-12-08",3.05
"741","2009-12-09",3.12
"742","2009-12-10",3.02
"743","2009-12-11",3.09
"744","2009-12-14",3.04
"745","2009-12-15",2.99
"746","2009-12-16",2.97
"747","2009-12-17",2.82
"748","2009-12-18",2.82
"749","2009-12-21",2.78
"750","2009-12-22",2.8
"751","2009-12-23",2.8
"752","2009-12-24",2.8
"753","2009-12-28",2.82
"754","2009-12-29",2.83
"755","2009-12-30",2.85
"756","2009-12-31",2.96
"757","2010-01-04",2.95
"758","2010-01-05",3.05
"759","2010-01-06",3.08
"760","2010-01-07",3.04
"761","2010-01-08",3.1
"762","2010-01-11",3.19
"763","2010-01-12",3.1
"764","2010-01-13",3.1
"765","2010-01-14",3.11
"766","2010-01-15",3.08
"767","2010-01-19",3.07
"768","2010-01-20",3.06
"769","2010-01-21",3.05
"770","2010-01-22",3.04
"771","2010-01-25",3.05
"772","2010-01-26",3.05
"773","2010-01-27",2.91
"774","2010-01-28",3.04
"775","2010-01-29",3.13
"776","2010-02-01",3.14
"777","2010-02-02",3.13
"778","2010-02-03",3.15
"779","2010-02-04",3.09
"780","2010-02-05",3.1
"781","2010-02-08",3.08
"782","2010-02-09",3.09
"783","2010-02-10",3.07
"784","2010-02-11",3.09
"785","2010-02-12",3.1
"786","2010-02-16",3.18
"787","2010-02-17",3.15
"788","2010-02-18",3.35
"789","2010-02-19",3.27
"790","2010-02-22",3.22
"791","2010-02-23",3.2
"792","2010-02-24",3.25
"793","2010-02-25",3.35
"794","2010-02-26",3.33
"795","2010-03-01",3.32
"796","2010-03-02",3.43
"797","2010-03-03",3.53
"798","2010-03-04",3.7
"799","2010-03-05",3.7
"800","2010-03-08",3.72
"801","2010-03-09",3.8
"802","2010-03-10",3.84
"803","2010-03-11",3.73
"804","2010-03-12",3.69
"805","2010-03-15",3.78
"806","2010-03-16",3.76
"807","2010-03-17",3.88
"808","2010-03-18",3.85
"809","2010-03-19",4.07
"810","2010-03-22",4.3
"811","2010-03-23",4.47
"812","2010-03-24",4.55
"813","2010-03-25",4.7
"814","2010-03-26",4.64
"815","2010-03-29",4.89
"816","2010-03-30",5.09
"817","2010-03-31",5.08
"818","2010-04-01",5.36
"819","2010-04-05",5.12
"820","2010-04-06",5.39
"821","2010-04-07",5.42
"822","2010-04-08",5.5
"823","2010-04-09",5.57
"824","2010-04-12",5.69
"825","2010-04-13",5.55
"826","2010-04-14",5.7
"827","2010-04-15",5.32
"828","2010-04-16",5.29
"829","2010-04-19",5.54
"830","2010-04-20",5.68
"831","2010-04-21",5.73
"832","2010-04-22",5.83
"833","2010-04-23",5.92
"834","2010-04-26",5.97
"835","2010-04-27",5.99
"836","2010-04-28",5.9
"837","2010-04-29",5.95
"838","2010-04-30",5.92
"839","2010-05-03",6.04
"840","2010-05-04",6.05
"841","2010-05-05",6.09
"842","2010-05-06",5.59
"843","2010-05-07",5.62
"844","2010-05-10",5.9
"845","2010-05-11",6
"846","2010-05-12",5.98
"847","2010-05-13",6.09
"848","2010-05-14",5.99
"849","2010-05-17",5.94
"850","2010-05-18",5.83
"851","2010-05-19",5.68
"852","2010-05-20",5.14
"853","2010-05-21",5.64
"854","2010-05-24",5.85
"855","2010-05-25",5.58
"856","2010-05-26",5.58
"857","2010-05-27",5.01
"858","2010-05-28",5.05
"859","2010-06-01",4.94
"860","2010-06-02",5.1
"861","2010-06-03",5.11
"862","2010-06-04",5.02
"863","2010-06-07",4.78
"864","2010-06-08",4.45
"865","2010-06-09",4.25
"866","2010-06-10",4.38
"867","2010-06-11",4.66
"868","2010-06-14",4.79
"869","2010-06-15",4.93
"870","2010-06-16",4.75
"871","2010-06-17",4.81
"872","2010-06-18",4.85
"873","2010-06-21",3.42
"874","2010-06-22",3.45
"875","2010-06-23",3.88
"876","2010-06-24",3.64
"877","2010-06-25",3.76
"878","2010-06-28",3.51
"879","2010-06-29",3.3
"880","2010-06-30",3.18
"881","2010-07-01",3.37
"882","2010-07-02",3.28
"883","2010-07-06",3.14
"884","2010-07-07",3.36
"885","2010-07-08",3.47
"886","2010-07-09",3.52
"887","2010-07-12",3.31
"888","2010-07-13",3.49
"889","2010-07-14",3.39
"890","2010-07-15",3.28
"891","2010-07-16",3.25
"892","2010-07-19",3.27
"893","2010-07-20",3.31
"894","2010-07-21",3.54
"895","2010-07-22",3.55
"896","2010-07-23",3.51
"897","2010-07-26",3.74
"898","2010-07-27",3.8
"899","2010-07-28",3.69
"900","2010-07-29",3.74
"901","2010-07-30",3.74
"902","2010-08-02",3.9
"903","2010-08-03",3.78
"904","2010-08-04",3.99
"905","2010-08-05",4.02
"906","2010-08-06",3.84
"907","2010-08-09",3.93
"908","2010-08-10",3.84
"909","2010-08-11",3.56
"910","2010-08-12",3.81
"911","2010-08-13",3.52
"912","2010-08-16",3.56
"913","2010-08-17",3.7
"914","2010-08-18",3.77
"915","2010-08-19",3.61
"916","2010-08-20",3.65
"917","2010-08-23",3.52
"918","2010-08-24",3.51
"919","2010-08-25",3.55
"920","2010-08-26",3.5
"921","2010-08-27",3.73
"922","2010-08-30",3.66
"923","2010-08-31",3.6
"924","2010-09-01",3.71
"925","2010-09-02",3.84
"926","2010-09-03",3.92
"927","2010-09-07",3.81
"928","2010-09-08",3.88
"929","2010-09-09",3.82
"930","2010-09-10",3.84
"931","2010-09-13",4.02
"932","2010-09-14",3.99
"933","2010-09-15",3.93
"934","2010-09-16",3.84
"935","2010-09-17",3.77
"936","2010-09-20",3.94
"937","2010-09-21",3.87
"938","2010-09-22",3.98
"939","2010-09-23",3.95
"940","2010-09-24",3.99
"941","2010-09-27",3.84
"942","2010-09-28",3.81
"943","2010-09-29",3.75
"944","2010-09-30",3.75
"945","2010-10-01",3.82
"946","2010-10-04",3.71
"947","2010-10-05",3.93
"948","2010-10-06",4.2
"949","2010-10-07",4.13
"950","2010-10-08",4.17
"951","2010-10-11",4.16
"952","2010-10-12",4.25
"953","2010-10-13",4.23
"954","2010-10-14",4.22
"955","2010-10-15",4.25
"956","2010-10-18",4.15
"957","2010-10-19",3.99
"958","2010-10-20",4.12
"959","2010-10-21",4
"960","2010-10-22",4.11
"961","2010-10-25",4.19
"962","2010-10-26",4.28
"963","2010-10-27",4.32
"964","2010-10-28",4.43
"965","2010-10-29",4.31
"966","2010-11-01",4.19
"967","2010-11-02",4.37
"968","2010-11-03",4.29
"969","2010-11-04",4.57
"970","2010-11-05",4.54
"971","2010-11-08",4.51
"972","2010-11-09",4.35
"973","2010-11-10",4.19
"974","2010-11-11",4.31
"975","2010-11-12",4.26
"976","2010-11-15",4.25
"977","2010-11-16",4.13
"978","2010-11-17",4.04
"979","2010-11-18",4.02
"980","2010-11-19",4.08
"981","2010-11-22",4.08
"982","2010-11-23",4.1
"983","2010-11-24",4.22
"984","2010-11-26",4.3
"985","2010-11-29",4.26
"986","2010-11-30",4.11
"987","2010-12-01",4.21
"988","2010-12-02",4.25
"989","2010-12-03",4.27
"990","2010-12-06",4.28
"991","2010-12-07",4.26
"992","2010-12-08",4.3
"993","2010-12-09",4.43
"994","2010-12-10",4.48
"995","2010-12-13",4.52
"996","2010-12-14",4.43
"997","2010-12-15",4.41
"998","2010-12-16",4.5
"999","2010-12-17",4.73
"1000","2010-12-20",4.89
