"","date","EXR"
"1","2007-01-03",18.530001
"2","2007-01-04",18.74
"3","2007-01-05",18.209999
"4","2007-01-08",18.030001
"5","2007-01-09",18.200001
"6","2007-01-10",18.360001
"7","2007-01-11",18.469999
"8","2007-01-12",18.74
"9","2007-01-16",18.700001
"10","2007-01-17",18.76
"11","2007-01-18",18.540001
"12","2007-01-19",18.76
"13","2007-01-22",18.91
"14","2007-01-23",18.75
"15","2007-01-24",18.799999
"16","2007-01-25",18.860001
"17","2007-01-26",18.93
"18","2007-01-29",19.17
"19","2007-01-30",19.440001
"20","2007-01-31",19.74
"21","2007-02-01",19.76
"22","2007-02-02",19.950001
"23","2007-02-05",19.66
"24","2007-02-06",19.700001
"25","2007-02-07",20.17
"26","2007-02-08",20.110001
"27","2007-02-09",19.700001
"28","2007-02-12",19.42
"29","2007-02-13",19.959999
"30","2007-02-14",19.84
"31","2007-02-15",19.84
"32","2007-02-16",19.93
"33","2007-02-20",20.049999
"34","2007-02-21",19.870001
"35","2007-02-22",19.700001
"36","2007-02-23",19.299999
"37","2007-02-26",19.08
"38","2007-02-27",18.629999
"39","2007-02-28",19
"40","2007-03-01",18.85
"41","2007-03-02",18.860001
"42","2007-03-05",18.190001
"43","2007-03-06",18.77
"44","2007-03-07",18.92
"45","2007-03-08",19.549999
"46","2007-03-09",20.030001
"47","2007-03-12",20.440001
"48","2007-03-13",19.92
"49","2007-03-14",19.9
"50","2007-03-15",20.049999
"51","2007-03-16",19.93
"52","2007-03-19",20.120001
"53","2007-03-20",20.01
"54","2007-03-21",19.57
"55","2007-03-22",19.530001
"56","2007-03-23",19.450001
"57","2007-03-26",19.299999
"58","2007-03-27",19.129999
"59","2007-03-28",18.91
"60","2007-03-29",18.700001
"61","2007-03-30",18.940001
"62","2007-04-02",19.190001
"63","2007-04-03",19.120001
"64","2007-04-04",19.09
"65","2007-04-05",19.18
"66","2007-04-09",19.01
"67","2007-04-10",19.1
"68","2007-04-11",18.84
"69","2007-04-12",18.77
"70","2007-04-13",18.969999
"71","2007-04-16",19.059999
"72","2007-04-17",19.33
"73","2007-04-18",19.18
"74","2007-04-19",19.059999
"75","2007-04-20",19.190001
"76","2007-04-23",19.25
"77","2007-04-24",19.26
"78","2007-04-25",19.41
"79","2007-04-26",19.290001
"80","2007-04-27",19.17
"81","2007-04-30",18.709999
"82","2007-05-01",18.66
"83","2007-05-02",18.68
"84","2007-05-03",18.530001
"85","2007-05-04",18.379999
"86","2007-05-07",18.200001
"87","2007-05-08",17.940001
"88","2007-05-09",18.049999
"89","2007-05-10",17.65
"90","2007-05-11",17.85
"91","2007-05-14",17.75
"92","2007-05-15",17.620001
"93","2007-05-16",17.610001
"94","2007-05-17",17.18
"95","2007-05-18",17.01
"96","2007-05-21",17.52
"97","2007-05-22",17.67
"98","2007-05-23",17.34
"99","2007-05-24",17.18
"100","2007-05-25",17.17
"101","2007-05-29",17.540001
"102","2007-05-30",17.950001
"103","2007-05-31",17.91
"104","2007-06-01",18.030001
"105","2007-06-04",18.07
"106","2007-06-05",17.629999
"107","2007-06-06",17.469999
"108","2007-06-07",17.200001
"109","2007-06-08",17.25
"110","2007-06-11",17.08
"111","2007-06-12",16.709999
"112","2007-06-13",16.74
"113","2007-06-14",16.59
"114","2007-06-15",16.84
"115","2007-06-18",16.92
"116","2007-06-19",16.879999
"117","2007-06-20",16.379999
"118","2007-06-21",16.6
"119","2007-06-22",16.709999
"120","2007-06-25",16.700001
"121","2007-06-26",16.84
"122","2007-06-27",17.030001
"123","2007-06-28",16.780001
"124","2007-06-29",16.5
"125","2007-07-02",16.73
"126","2007-07-03",16.4
"127","2007-07-05",16.469999
"128","2007-07-06",16.690001
"129","2007-07-09",16.48
"130","2007-07-10",16.290001
"131","2007-07-11",16.280001
"132","2007-07-12",16.469999
"133","2007-07-13",16.450001
"134","2007-07-16",16.24
"135","2007-07-17",16.27
"136","2007-07-18",16.209999
"137","2007-07-19",16.190001
"138","2007-07-20",15.73
"139","2007-07-23",15.51
"140","2007-07-24",15.08
"141","2007-07-25",14.87
"142","2007-07-26",14.43
"143","2007-07-27",13.87
"144","2007-07-30",13.84
"145","2007-07-31",14.04
"146","2007-08-01",14.35
"147","2007-08-02",14.49
"148","2007-08-03",14.26
"149","2007-08-06",15
"150","2007-08-07",15
"151","2007-08-08",15.3
"152","2007-08-09",15.51
"153","2007-08-10",15.06
