"","date","ISNS"
"101","2007-05-29",15.88
"102","2007-05-30",15.69
"103","2007-05-31",15.7
"104","2007-06-01",15.56
"105","2007-06-04",15.62
"106","2007-06-05",15.72
"107","2007-06-06",15.69
"108","2007-06-07",15.73
"109","2007-06-08",15.75
"110","2007-06-11",15.95
"111","2007-06-12",15.85
"112","2007-06-13",15.92
"113","2007-06-14",15.73
"114","2007-06-15",15.91
"115","2007-06-18",15.81
"116","2007-06-19",15.99
"117","2007-06-20",16.049999
"118","2007-06-21",15.89
"119","2007-06-22",16.040001
"120","2007-06-25",15.66
"121","2007-06-26",15.54
"122","2007-06-27",15.39
"123","2007-06-28",15.5
"124","2007-06-29",15.64
"125","2007-07-02",15.68
"126","2007-07-03",15.62
"127","2007-07-05",16.040001
"128","2007-07-06",16.01
"129","2007-07-09",16.26
"130","2007-07-10",16.25
"131","2007-07-11",16.440001
"132","2007-07-12",16.25
"133","2007-07-13",16.290001
"134","2007-07-16",16.610001
"135","2007-07-17",16.73
"136","2007-07-18",16.370001
"137","2007-07-19",16.450001
"138","2007-07-20",16.52
"139","2007-07-23",16.5
"140","2007-07-24",16.389999
"141","2007-07-25",15.71
"142","2007-07-26",15.04
"143","2007-07-27",15.33
"144","2007-07-30",15.37
"145","2007-07-31",15.43
"146","2007-08-01",15.15
"147","2007-08-02",15.15
"148","2007-08-03",13.6
"149","2007-08-06",13.05
"150","2007-08-07",12.78
"151","2007-08-08",13.39
"152","2007-08-09",14.98
"153","2007-08-10",14.98
"154","2007-08-13",14.26
"155","2007-08-14",14.24
"156","2007-08-15",13.96
"157","2007-08-16",13.96
"158","2007-08-17",13.96
"159","2007-08-20",13.96
"160","2007-08-21",13.17
"161","2007-08-22",13.16
"162","2007-08-23",13.1
"163","2007-08-24",13.16
"164","2007-08-27",12.8
"165","2007-08-28",13
"166","2007-08-29",12.65
"167","2007-08-30",12.65
"168","2007-08-31",12.7
"169","2007-09-04",12.65
"170","2007-09-05",12.66
"171","2007-09-06",12.57
"172","2007-09-07",12.51
"173","2007-09-10",12.53
"174","2007-09-11",12.51
"175","2007-09-12",12.65
"176","2007-09-13",12.17
"177","2007-09-14",12.17
"178","2007-09-17",11.8
"179","2007-09-18",11.76
"180","2007-09-19",12.54
"181","2007-09-20",12.51
"182","2007-09-21",12.69
"183","2007-09-24",12.56
"184","2007-09-25",12.69
"185","2007-09-26",12.65
"186","2007-09-27",12.55
"187","2007-09-28",12.78
"188","2007-10-01",12.77
"189","2007-10-02",12.66
"190","2007-10-03",12.77
"191","2007-10-04",12.6
"192","2007-10-05",12.56
"193","2007-10-08",12.38
"194","2007-10-09",12.48
"195","2007-10-10",12.16
"196","2007-10-11",12.01
"197","2007-10-12",11.95
"198","2007-10-15",11.95
"199","2007-10-16",12.1
"200","2007-10-17",12.96
"201","2007-10-18",13.3
"202","2007-10-19",12.69
"203","2007-10-22",12.69
"204","2007-10-23",12.88
"205","2007-10-24",16.299999
"206","2007-10-25",18.209999
"207","2007-10-26",17.65
"208","2007-10-29",17.49
"209","2007-10-30",17.74
"210","2007-10-31",17.33
"211","2007-11-01",17.26
"212","2007-11-02",16.559999
"213","2007-11-05",17.83
"214","2007-11-06",18.139999
"215","2007-11-07",18.25
"216","2007-11-08",17.52
"217","2007-11-09",16.9
"218","2007-11-12",17
"219","2007-11-13",17
"220","2007-11-14",16.75
"221","2007-11-15",16.34
"222","2007-11-16",15.5
"223","2007-11-19",15.11
"224","2007-11-20",16.120001
"225","2007-11-21",16.5
"226","2007-11-23",16.200001
"227","2007-11-26",16.24
"228","2007-11-27",16.690001
"229","2007-11-28",17.950001
"230","2007-11-29",18
"231","2007-11-30",18
"232","2007-12-03",17.629999
"233","2007-12-04",16.65
"234","2007-12-05",16.799999
"235","2007-12-06",17.5
"236","2007-12-07",17.6
"237","2007-12-10",17.57
"238","2007-12-11",16.799999
"239","2007-12-12",17.1
"240","2007-12-13",17.049999
"241","2007-12-14",17.389999
"242","2007-12-17",16.02
"243","2007-12-18",15.6
"244","2007-12-19",15.1
"245","2007-12-20",15
"246","2007-12-21",15.29
"247","2007-12-24",14.5
"248","2007-12-26",15.7
"249","2007-12-27",16.5
"250","2007-12-28",16.889999
"251","2007-12-31",17.379999
"252","2008-01-02",17.5
"253","2008-01-03",17.5
"254","2008-01-04",16.799999
"255","2008-01-07",16.889999
"256","2008-01-08",17.1
"257","2008-01-09",17.200001
"258","2008-01-10",17
"259","2008-01-11",16.809999
"260","2008-01-14",16.99
"261","2008-01-15",16.809999
"262","2008-01-16",16.75
"263","2008-01-17",16.6
"264","2008-01-18",16.85
"265","2008-01-22",15.5
"266","2008-01-23",14.69
"267","2008-01-24",16.4
"268","2008-01-25",16.059999
"269","2008-01-28",16.389999
"270","2008-01-29",16.389999
"271","2008-01-30",15.69
"272","2008-01-31",15.59
"273","2008-02-01",15.63
"274","2008-02-04",16
"275","2008-02-05",15.99
"276","2008-02-06",15.73
"277","2008-02-07",15.41
"278","2008-02-08",15.78
"279","2008-02-11",15.81
"280","2008-02-12",15.99
"281","2008-02-13",15.18
"282","2008-02-14",15.51
"283","2008-02-15",14.77
"284","2008-02-19",15.69
"285","2008-02-20",15.85
"286","2008-02-21",15.8
"287","2008-02-22",15.91
"288","2008-02-25",16
"289","2008-02-26",16.049999
"290","2008-02-27",16.049999
"291","2008-02-28",16.040001
"292","2008-02-29",15.9
"293","2008-03-03",15.9
"294","2008-03-04",15.88
"295","2008-03-05",15.38
"296","2008-03-06",15.5
"297","2008-03-07",15.51
"298","2008-03-10",15.12
"299","2008-03-11",14.89
"300","2008-03-12",14.17
"301","2008-03-13",14.52
"302","2008-03-14",14.1
"303","2008-03-17",13.25
"304","2008-03-18",13.53
"305","2008-03-19",13.48
"306","2008-03-20",13.68
"307","2008-03-24",12.21
"308","2008-03-25",12.28
"309","2008-03-26",12.37
"310","2008-03-27",12.84
"311","2008-03-28",12.45
"312","2008-03-31",12.3
"313","2008-04-01",12.47
"314","2008-04-02",13.35
"315","2008-04-03",12.4
"316","2008-04-04",13.01
"317","2008-04-07",12.42
"318","2008-04-08",12.22
"319","2008-04-09",12.36
"320","2008-04-10",12.33
"321","2008-04-11",11.55
"322","2008-04-14",12
"323","2008-04-15",11.8
"324","2008-04-16",12.19
"325","2008-04-17",12.6
"326","2008-04-18",12.65
"327","2008-04-21",12.86
"328","2008-04-22",12.99
"329","2008-04-23",12.91
"330","2008-04-24",12.2
"331","2008-04-25",13.99
"332","2008-04-28",13.55
"333","2008-04-29",13.04
"334","2008-04-30",14.17
"335","2008-05-01",14.03
"336","2008-05-02",15.66
"337","2008-05-05",15.81
"338","2008-05-06",15.92
"339","2008-05-07",15.68
"340","2008-05-08",15.61
"341","2008-05-09",14.16
"342","2008-05-12",15.17
"343","2008-05-13",15.1
"344","2008-05-14",15.01
"345","2008-05-15",15.01
"346","2008-05-16",15
"347","2008-05-19",14.88
"348","2008-05-20",15
"349","2008-05-21",14.9
"350","2008-05-22",14.91
"351","2008-05-23",14.89
"352","2008-05-27",14.94
"353","2008-05-28",15.02
"354","2008-05-29",15.02
"355","2008-05-30",14.99
"356","2008-06-02",14.59
"357","2008-06-03",14.74
"358","2008-06-04",14.54
"359","2008-06-05",13.18
"360","2008-06-06",14.4
"361","2008-06-09",13.98
"362","2008-06-10",13.5
"363","2008-06-11",14.38
"364","2008-06-12",14.4
"365","2008-06-13",14.39
"366","2008-06-16",14.01
"367","2008-06-17",14.37
"368","2008-06-18",13.41
"369","2008-06-19",13.5
"370","2008-06-20",13.5
"371","2008-06-23",13.01
"372","2008-06-24",12.2
"373","2008-06-25",14.29
"374","2008-06-26",13.16
"375","2008-06-27",13.16
"376","2008-06-30",12.87
"377","2008-07-01",12.25
"378","2008-07-02",12.63
"379","2008-07-03",13.9
"380","2008-07-07",13.17
"381","2008-07-08",12.16
"382","2008-07-09",12.1
"383","2008-07-10",12.5
"384","2008-07-11",13.09
"385","2008-07-14",12.3
"386","2008-07-15",12.25
"387","2008-07-16",13.02
"388","2008-07-17",13
"389","2008-07-18",13
"390","2008-07-21",12.26
"391","2008-07-22",12.26
"392","2008-07-23",13.22
"393","2008-07-24",13.13
"394","2008-07-25",12.63
"395","2008-07-28",12.38
"396","2008-07-29",12.6
"397","2008-07-30",14.63
"398","2008-07-31",14.49
"399","2008-08-01",14.5
"400","2008-08-04",14.15
"401","2008-08-05",14.15
"402","2008-08-06",14.4
"403","2008-08-07",14.37
"404","2008-08-08",14.2
"405","2008-08-11",14.25
"406","2008-08-12",14.05
"407","2008-08-13",14
"408","2008-08-14",13.54
"409","2008-08-15",14.44
"410","2008-08-18",14.66
"411","2008-08-19",14.66
"412","2008-08-20",14.39
"413","2008-08-21",14.39
"414","2008-08-22",14.39
"415","2008-08-25",14.08
"416","2008-08-26",14.19
"417","2008-08-27",14.15
"418","2008-08-28",14.05
"419","2008-08-29",13.82
"420","2008-09-02",14.24
"421","2008-09-03",14.24
"422","2008-09-04",14.44
"423","2008-09-05",14.44
"424","2008-09-08",14.45
"425","2008-09-09",14
"426","2008-09-10",13.9
"427","2008-09-11",13.26
"428","2008-09-12",13
"429","2008-09-15",12.75
"430","2008-09-16",13.39
"431","2008-09-17",12.92
"432","2008-09-18",11.96
"433","2008-09-19",12.25
"434","2008-09-22",12.26
"435","2008-09-23",12.5
"436","2008-09-24",12.75
"437","2008-09-25",12.65
"438","2008-09-26",12.1
"439","2008-09-29",11.9
"440","2008-09-30",11.63
"441","2008-10-01",12
"442","2008-10-02",12
"443","2008-10-03",10.85
"444","2008-10-06",9.85
"445","2008-10-07",9.5
"446","2008-10-08",9.84
"447","2008-10-09",9.01
"448","2008-10-10",9.44
"449","2008-10-13",9.99
"450","2008-10-14",9.5
"451","2008-10-15",9.49
"452","2008-10-16",9.25
"453","2008-10-17",8.86
"454","2008-10-20",8.86
"455","2008-10-21",8.99
"456","2008-10-22",8.84
"457","2008-10-23",9
"458","2008-10-24",8.8
"459","2008-10-27",8.5
"460","2008-10-28",8.1
"461","2008-10-29",8.47
"462","2008-10-30",8.4
"463","2008-10-31",9.2
"464","2008-11-03",9.99
"465","2008-11-04",9.99
"466","2008-11-05",10.99
"467","2008-11-06",8.95
"468","2008-11-07",8.75
"469","2008-11-10",7.91
"470","2008-11-11",7.45
"471","2008-11-12",7.38
"472","2008-11-13",8.52
"473","2008-11-14",8.5
"474","2008-11-17",6.51
"475","2008-11-18",6.57
"476","2008-11-19",6.48
"477","2008-11-20",6.7
"478","2008-11-21",6.8
"479","2008-11-24",6.45
"480","2008-11-25",6.72
"481","2008-11-26",6.65
"482","2008-11-28",7.5
"483","2008-12-01",7.5
"484","2008-12-02",7.5
"485","2008-12-03",8.15
"486","2008-12-04",8.5
"487","2008-12-05",8.5
"488","2008-12-08",8.32
"489","2008-12-09",7.1
"490","2008-12-10",7.1
"491","2008-12-11",8.03
"492","2008-12-12",7.4
"493","2008-12-15",7.36
"494","2008-12-16",7.54
"495","2008-12-17",7.41
"496","2008-12-18",7.08
"497","2008-12-19",7.72
"498","2008-12-22",7.07
"499","2008-12-23",6.99
"500","2008-12-24",6.81
"501","2008-12-26",7.09
"502","2008-12-29",6.62
"503","2008-12-30",7.02
"504","2008-12-31",6.37
"505","2009-01-02",7.13
"506","2009-01-05",7.76
"507","2009-01-06",9
"508","2009-01-07",9
"509","2009-01-08",10
"510","2009-01-09",10.03
"511","2009-01-12",9.25
"512","2009-01-13",10.51
"513","2009-01-14",9.14
"514","2009-01-15",9.1
"515","2009-01-16",8.19
"516","2009-01-20",8.1
"517","2009-01-21",7.69
"518","2009-01-22",7.5
"519","2009-01-23",7.5
"520","2009-01-26",6.74
"521","2009-01-27",6.69
"522","2009-01-28",7.25
"523","2009-01-29",7
"524","2009-01-30",7.3
"525","2009-02-02",7.37
"526","2009-02-03",7.6
"527","2009-02-04",7.6
"528","2009-02-05",7.33
"529","2009-02-06",7
"530","2009-02-09",7.42
"531","2009-02-10",7.26
"532","2009-02-11",7.7
"533","2009-02-12",7.3
"534","2009-02-13",7.3
"535","2009-02-17",7.15
"536","2009-02-18",7.15
"537","2009-02-19",7.2
"538","2009-02-20",7.2
"539","2009-02-23",7.15
"540","2009-02-24",7.3
"541","2009-02-25",7.21
"542","2009-02-26",7.15
"543","2009-02-27",7.3
"544","2009-03-02",7.3
"545","2009-03-03",7.3
"546","2009-03-04",7.16
"547","2009-03-05",7.3
"548","2009-03-06",7.3
"549","2009-03-09",7.3
"550","2009-03-10",7.5
"551","2009-03-11",7.78
"552","2009-03-12",7.46
"553","2009-03-13",7.8
"554","2009-03-16",8.34
"555","2009-03-17",7.62
"556","2009-03-18",7.61
"557","2009-03-19",7.82
"558","2009-03-20",7.75
"559","2009-03-23",8.38
"560","2009-03-24",8.38
"561","2009-03-25",8.4
"562","2009-03-26",8.85
"563","2009-03-27",8.43
"564","2009-03-30",8.59
"565","2009-03-31",8.9
"566","2009-04-01",8.19
"567","2009-04-02",8.91
"568","2009-04-03",10
"569","2009-04-06",9.5
"570","2009-04-07",9.6
"571","2009-04-08",9.5
"572","2009-04-09",9.74
"573","2009-04-13",9.35
"574","2009-04-14",9.3
"575","2009-04-15",8.5
"576","2009-04-16",9.64
"577","2009-04-17",9.05
"578","2009-04-20",8.5
"579","2009-04-21",9.1
"580","2009-04-22",9.25
"581","2009-04-23",9.45
"582","2009-04-24",9.58
"583","2009-04-27",10.13
"584","2009-04-28",9.6
"585","2009-04-29",10
"586","2009-04-30",9.76
"587","2009-05-01",9.49
"588","2009-05-04",10.25
"589","2009-05-05",10.25
"590","2009-05-06",9.9
"591","2009-05-07",8.98
"592","2009-05-08",9
"593","2009-05-11",8.97
"594","2009-05-12",8.5
"595","2009-05-13",8.87
"596","2009-05-14",8.7
"597","2009-05-15",8.76
"598","2009-05-18",9
"599","2009-05-19",9
"600","2009-05-20",9.01
"601","2009-05-21",9
"602","2009-05-22",8.97
"603","2009-05-26",9
"604","2009-05-27",9.29
"605","2009-05-28",9.29
"606","2009-05-29",9.44
"607","2009-06-01",9
"608","2009-06-02",8.91
"609","2009-06-03",8.91
"610","2009-06-04",8.89
"611","2009-06-05",8.92
"612","2009-06-08",9
"613","2009-06-09",9.16
"614","2009-06-10",9.44
"615","2009-06-11",9.22
"616","2009-06-12",9.65
"617","2009-06-15",8.91
"618","2009-06-16",8.98
"619","2009-06-17",9.47
"620","2009-06-18",8.63
"621","2009-06-19",9.12
"622","2009-06-22",9.22
"623","2009-06-23",8.91
"624","2009-06-24",8.85
"625","2009-06-25",9.22
"626","2009-06-26",9
"627","2009-06-29",9.34
"628","2009-06-30",9.3
"629","2009-07-01",9.25
"630","2009-07-02",9.25
"631","2009-07-06",8.96
"632","2009-07-07",9.02
"633","2009-07-08",8.61
"634","2009-07-09",8.97
"635","2009-07-10",9.24
"636","2009-07-13",9.26
"637","2009-07-14",9.19
"638","2009-07-15",9.25
"639","2009-07-16",9
"640","2009-07-17",8.95
"641","2009-07-20",9.18
"642","2009-07-21",9.27
"643","2009-07-22",9.26
"644","2009-07-23",9.44
"645","2009-07-24",9.56
"646","2009-07-27",9.56
"647","2009-07-28",9.28
"648","2009-07-29",9.28
"649","2009-07-30",9.61
"650","2009-07-31",9.25
"651","2009-08-03",9.49
"652","2009-08-04",9.51
"653","2009-08-05",9.84
"654","2009-08-06",9.68
"655","2009-08-07",10.35
"656","2009-08-10",10.8
"657","2009-08-11",10.38
"658","2009-08-12",10.4
"659","2009-08-13",10.75
"660","2009-08-14",10.9
"661","2009-08-17",10.53
"662","2009-08-18",10.5
"663","2009-08-19",10.5
"664","2009-08-20",10.55
"665","2009-08-21",10.95
"666","2009-08-24",11.08
"667","2009-08-25",11.06
"668","2009-08-26",11.15
"669","2009-08-27",11.4
"670","2009-08-28",11.35
"671","2009-08-31",11.02
"672","2009-09-01",11
"673","2009-09-02",11.2
"674","2009-09-03",11.2
"675","2009-09-04",11.35
"676","2009-09-08",11.3
"677","2009-09-09",11.23
"678","2009-09-10",11.15
"679","2009-09-11",11.02
"680","2009-09-14",11
"681","2009-09-15",11.77
"682","2009-09-16",11.8
"683","2009-09-17",12.18
"684","2009-09-18",13.11
"685","2009-09-21",13
"686","2009-09-22",13
"687","2009-09-23",12.97
"688","2009-09-24",12.01
"689","2009-09-25",11.68
"690","2009-09-28",11.65
"691","2009-09-29",12.3
"692","2009-09-30",12.94
"693","2009-10-01",12.55
"694","2009-10-02",12.55
"695","2009-10-05",12.95
"696","2009-10-06",12.51
"697","2009-10-07",11.85
"698","2009-10-08",12.15
"699","2009-10-09",12.15
"700","2009-10-12",12.15
"701","2009-10-13",12.38
"702","2009-10-14",12.38
"703","2009-10-15",12.28
"704","2009-10-16",12.53
"705","2009-10-19",12.59
"706","2009-10-20",12.82
"707","2009-10-21",12.89
"708","2009-10-22",13.05
"709","2009-10-23",13.02
"710","2009-10-26",11.68
"711","2009-10-27",12.29
"712","2009-10-28",12.29
"713","2009-10-29",12.15
"714","2009-10-30",12.15
"715","2009-11-02",12.03
"716","2009-11-03",13.41
"717","2009-11-04",12.5
"718","2009-11-05",12.79
"719","2009-11-06",13.36
"720","2009-11-09",13.5
"721","2009-11-10",13.54
"722","2009-11-11",13
"723","2009-11-12",13.72
"724","2009-11-13",13.75
"725","2009-11-16",13.8
"726","2009-11-17",13.75
"727","2009-11-18",14.1
"728","2009-11-19",14.1
"729","2009-11-20",13.9
"730","2009-11-23",13.9
"731","2009-11-24",13.75
"732","2009-11-25",13.5
"733","2009-11-27",13.9
"734","2009-11-30",13.71
"735","2009-12-01",13.25
"736","2009-12-02",13.2
"737","2009-12-03",13.39
"738","2009-12-04",12.44
"739","2009-12-07",12.25
"740","2009-12-08",12.45
"741","2009-12-09",11.79
"742","2009-12-10",12.04
"743","2009-12-11",11.81
"744","2009-12-14",12
"745","2009-12-15",12.45
"746","2009-12-16",12.45
"747","2009-12-17",12.79
"748","2009-12-18",12.76
"749","2009-12-21",12.79
"750","2009-12-22",12.35
"751","2009-12-23",12
"752","2009-12-24",11.99
"753","2009-12-28",11.72
"754","2009-12-29",11.75
"755","2009-12-30",11.5
"756","2009-12-31",11.4
"757","2010-01-04",11.55
"758","2010-01-05",12.1
"759","2010-01-06",11.8
"760","2010-01-07",12.05
"761","2010-01-08",12.66
"762","2010-01-11",12.7
"763","2010-01-12",12.7
"764","2010-01-13",13.05
"765","2010-01-14",13.2
"766","2010-01-15",12.99
"767","2010-01-19",13.46
"768","2010-01-20",13.52
"769","2010-01-21",13.79
"770","2010-01-22",13.75
"771","2010-01-25",14
"772","2010-01-26",14.03
"773","2010-01-27",13.18
"774","2010-01-28",13.17
"775","2010-01-29",13.2
"776","2010-02-01",14.52
"777","2010-02-02",14.22
"778","2010-02-03",13.79
"779","2010-02-04",14.27
"780","2010-02-05",14.89
"781","2010-02-08",15.19
"782","2010-02-09",15.1
"783","2010-02-10",15.1
"784","2010-02-11",15.08
"785","2010-02-12",14.4
"786","2010-02-16",14.59
"787","2010-02-17",14.28
"788","2010-02-18",14.13
"789","2010-02-19",14.1
"790","2010-02-22",14.5
"791","2010-02-23",14.4
"792","2010-02-24",13.96
"793","2010-02-25",13.07
"794","2010-02-26",13.28
"795","2010-03-01",12.91
"796","2010-03-02",12.9
"797","2010-03-03",12.75
"798","2010-03-04",12.97
"799","2010-03-05",12.75
"800","2010-03-08",13.25
"801","2010-03-09",13.85
"802","2010-03-10",13.36
"803","2010-03-11",13.2
"804","2010-03-12",13.4
"805","2010-03-15",14.05
"806","2010-03-16",14.45
"807","2010-03-17",13.81
"808","2010-03-18",14.18
"809","2010-03-19",14.6
"810","2010-03-22",14.17
"811","2010-03-23",14.01
"812","2010-03-24",14
"813","2010-03-25",13.62
"814","2010-03-26",13.3
"815","2010-03-29",13.09
"816","2010-03-30",12.99
"817","2010-03-31",13.07
"818","2010-04-01",13.06
"819","2010-04-05",13.2
"820","2010-04-06",13.13
"821","2010-04-07",13.08
"822","2010-04-08",13.02
"823","2010-04-09",13.02
"824","2010-04-12",13.2
"825","2010-04-13",13.37
"826","2010-04-14",13.3
"827","2010-04-15",13.25
"828","2010-04-16",13.2
"829","2010-04-19",13.31
"830","2010-04-20",13.39
"831","2010-04-21",13.5
"832","2010-04-22",13.45
"833","2010-04-23",13.41
"834","2010-04-26",13.4
"835","2010-04-27",13.4
"836","2010-04-28",13.8
"837","2010-04-29",13.51
"838","2010-04-30",13.5
"839","2010-05-03",13.56
"840","2010-05-04",13.5
"841","2010-05-05",13.5
"842","2010-05-06",13.06
"843","2010-05-07",12.86
"844","2010-05-10",13
"845","2010-05-11",12.55
"846","2010-05-12",12.7
"847","2010-05-13",13.18
"848","2010-05-14",12.97
"849","2010-05-17",12.75
"850","2010-05-18",12.98
"851","2010-05-19",12.85
"852","2010-05-20",13
"853","2010-05-21",12.61
"854","2010-05-24",12.45
"855","2010-05-25",12.5
"856","2010-05-26",13.12
"857","2010-05-27",13.15
"858","2010-05-28",12.85
"859","2010-06-01",13.5
"860","2010-06-02",13
"861","2010-06-03",13.09
"862","2010-06-04",13.1
"863","2010-06-07",12.84
"864","2010-06-08",13.1
"865","2010-06-09",12.88
"866","2010-06-10",13.13
"867","2010-06-11",13.1
"868","2010-06-14",13.09
"869","2010-06-15",13.1
"870","2010-06-16",13.2
"871","2010-06-17",13.1
"872","2010-06-18",12.75
"873","2010-06-21",12.99
"874","2010-06-22",12.99
"875","2010-06-23",13.23
"876","2010-06-24",13.21
"877","2010-06-25",13.25
"878","2010-06-28",13.1
"879","2010-06-29",13.13
"880","2010-06-30",13.45
"881","2010-07-01",13.36
"882","2010-07-02",13.4
"883","2010-07-06",13.25
"884","2010-07-07",13.27
"885","2010-07-08",13.38
"886","2010-07-09",13.45
"887","2010-07-12",13.5
"888","2010-07-13",13.5
"889","2010-07-14",13.25
"890","2010-07-15",13.25
"891","2010-07-16",13.04
"892","2010-07-19",13.17
"893","2010-07-20",13.08
"894","2010-07-21",13
"895","2010-07-22",13.06
"896","2010-07-23",12.96
"897","2010-07-26",12.74
"898","2010-07-27",12.62
"899","2010-07-28",12.81
"900","2010-07-29",12.03
"901","2010-07-30",12.04
"902","2010-08-02",11.41
"903","2010-08-03",11.5
"904","2010-08-04",11.68
"905","2010-08-05",11.6
"906","2010-08-06",11.5
"907","2010-08-09",11.2
"908","2010-08-10",11.44
"909","2010-08-11",11.5
"910","2010-08-12",11.34
"911","2010-08-13",11.35
"912","2010-08-16",11.4
"913","2010-08-17",11.48
"914","2010-08-18",11.22
"915","2010-08-19",11.74
"916","2010-08-20",12
"917","2010-08-23",10.96
"918","2010-08-24",11.02
"919","2010-08-25",10.91
"920","2010-08-26",10.85
"921","2010-08-27",10.57
"922","2010-08-30",10.61
"923","2010-08-31",10.69
"924","2010-09-01",10.69
"925","2010-09-02",10.5
"926","2010-09-03",10.5
"927","2010-09-07",10.35
"928","2010-09-08",10.25
"929","2010-09-09",10.15
"930","2010-09-10",10.25
"931","2010-09-13",10.25
"932","2010-09-14",10.25
"933","2010-09-15",10.55
"934","2010-09-16",10.6
"935","2010-09-17",10.6
"936","2010-09-20",10.8
"937","2010-09-21",11.66
"938","2010-09-22",11.55
"939","2010-09-23",11.58
"940","2010-09-24",11.58
"941","2010-09-27",11.09
"942","2010-09-28",11.44
"943","2010-09-29",11.5
"944","2010-09-30",11.2
"945","2010-10-01",11.2
"946","2010-10-04",11.15
"947","2010-10-05",11.23
"948","2010-10-06",11.17
"949","2010-10-07",11.14
"950","2010-10-08",11.14
"951","2010-10-11",11.26
"952","2010-10-12",11.2
"953","2010-10-13",11.41
"954","2010-10-14",11.49
"955","2010-10-15",11.25
"956","2010-10-18",11.88
"957","2010-10-19",12.07
"958","2010-10-20",11.64
"959","2010-10-21",11.36
"960","2010-10-22",11.6
"961","2010-10-25",11.35
"962","2010-10-26",11.5
"963","2010-10-27",11.6
"964","2010-10-28",11.6
"965","2010-10-29",11.59
"966","2010-11-01",11.78
"967","2010-11-02",11.68
"968","2010-11-03",11.22
"969","2010-11-04",11.19
"970","2010-11-05",12.5
"971","2010-11-08",12.99
"972","2010-11-09",13.14
"973","2010-11-10",13.14
"974","2010-11-11",13.2
"975","2010-11-12",13.03
"976","2010-11-15",12.73
"977","2010-11-16",12.99
"978","2010-11-17",13.06
"979","2010-11-18",12.5
"980","2010-11-19",12.75
"981","2010-11-22",12.78
"982","2010-11-23",12.26
"983","2010-11-24",12.22
"984","2010-11-26",12.22
"985","2010-11-29",12.01
"986","2010-11-30",12.31
"987","2010-12-01",12
"988","2010-12-02",12
"989","2010-12-03",12.05
"990","2010-12-06",12.1
"991","2010-12-07",12.1
"992","2010-12-08",12.07
"993","2010-12-09",12.12
"994","2010-12-10",12.2
"995","2010-12-13",12
"996","2010-12-14",12
"997","2010-12-15",12.6
"998","2010-12-16",12.9
"999","2010-12-17",13.25
"1000","2010-12-20",13.2
"1001","2010-12-21",13.41
"1002","2010-12-22",13.41
