"","date","PLOW"
"165","2010-12-28",15.98
"166","2010-12-29",15.49
"167","2010-12-30",15.62
"168","2010-12-31",15.15
"169","2011-01-03",15.25
"170","2011-01-04",14.94
"171","2011-01-05",15
"172","2011-01-06",14.92
"173","2011-01-07",14.74
"174","2011-01-10",14.84
"175","2011-01-11",14.93
"176","2011-01-12",14.98
"177","2011-01-13",15.27
"178","2011-01-14",15.23
"179","2011-01-18",14.81
"180","2011-01-19",14.87
"181","2011-01-20",14.77
"182","2011-01-21",14.57
"183","2011-01-24",14.37
"184","2011-01-25",14.81
"185","2011-01-26",14.97
"186","2011-01-27",15
"187","2011-01-28",14.51
"188","2011-01-31",14.58
"189","2011-02-01",15.05
"190","2011-02-02",15.42
"191","2011-02-03",15.37
"192","2011-02-04",15.54
"193","2011-02-07",15.79
"194","2011-02-08",15.88
"195","2011-02-09",16.23
"196","2011-02-10",16.700001
"197","2011-02-11",16.709999
"198","2011-02-14",16.5
"199","2011-02-15",16.370001
"200","2011-02-16",15.93
"201","2011-02-17",15.98
"202","2011-02-18",15.88
"203","2011-02-22",15.77
"204","2011-02-23",15.56
"205","2011-02-24",15.87
"206","2011-02-25",16.379999
"207","2011-02-28",16
"208","2011-03-01",15.54
"209","2011-03-02",15.64
"210","2011-03-03",15.52
"211","2011-03-04",15.17
"212","2011-03-07",14.76
"213","2011-03-08",14.9
"214","2011-03-09",14.94
"215","2011-03-10",14.75
"216","2011-03-11",14.5
"217","2011-03-14",14.52
"218","2011-03-15",14.36
"219","2011-03-16",14.06
"220","2011-03-17",13.7
"221","2011-03-18",13.61
"222","2011-03-21",13.95
"223","2011-03-22",14.04
"224","2011-03-23",14.1
"225","2011-03-24",14
"226","2011-03-25",14.1
"227","2011-03-28",14
"228","2011-03-29",14.19
"229","2011-03-30",14.07
"230","2011-03-31",14.26
"231","2011-04-01",14.93
"232","2011-04-04",15.29
"233","2011-04-05",15.32
"234","2011-04-06",15.53
"235","2011-04-07",15.31
"236","2011-04-08",14.8
"237","2011-04-11",15
"238","2011-04-12",14.88
"239","2011-04-13",14.78
"240","2011-04-14",14.74
"241","2011-04-15",15.43
"242","2011-04-18",14.94
"243","2011-04-19",14.54
"244","2011-04-20",14.88
"245","2011-04-21",15.02
"246","2011-04-25",15.05
"247","2011-04-26",15.46
"248","2011-04-27",15.18
"249","2011-04-28",15.43
"250","2011-04-29",15.49
"251","2011-05-02",15.02
"252","2011-05-03",14.48
"253","2011-05-04",14.35
"254","2011-05-05",14.14
"255","2011-05-06",14.2
"256","2011-05-09",15.67
"257","2011-05-10",15.59
"258","2011-05-11",15.97
"259","2011-05-12",16.17
"260","2011-05-13",16.059999
"261","2011-05-16",16.059999
"262","2011-05-17",15.15
"263","2011-05-18",15.05
"264","2011-05-19",15.11
"265","2011-05-20",15.14
"266","2011-05-23",15.23
"267","2011-05-24",15.11
"268","2011-05-25",15.29
"269","2011-05-26",15.22
"270","2011-05-27",15.29
"271","2011-05-31",15.49
"272","2011-06-01",14.68
"273","2011-06-02",15.04
"274","2011-06-03",14.49
"275","2011-06-06",14.52
"276","2011-06-07",14.43
"277","2011-06-08",15.18
"278","2011-06-09",15.24
"279","2011-06-10",15.2
"280","2011-06-13",15.24
"281","2011-06-14",15.14
"282","2011-06-15",14.97
"283","2011-06-16",15.09
"284","2011-06-17",14.96
"285","2011-06-20",15.4
"286","2011-06-21",15.18
"287","2011-06-22",15.18
"288","2011-06-23",14.97
"289","2011-06-24",14.79
"290","2011-06-27",15.09
"291","2011-06-28",15.01
"292","2011-06-29",15.26
"293","2011-06-30",15.79
"294","2011-07-01",15.9
"295","2011-07-05",15.94
"296","2011-07-06",16.07
"297","2011-07-07",16.01
"298","2011-07-08",15.91
"299","2011-07-11",15.84
"300","2011-07-12",15.86
"301","2011-07-13",16.09
"302","2011-07-14",15.8
"303","2011-07-15",16.02
"304","2011-07-18",15.96
"305","2011-07-19",15.7
"306","2011-07-20",15.43
"307","2011-07-21",15.65
"308","2011-07-22",15.38
"309","2011-07-25",15.23
"310","2011-07-26",15
"311","2011-07-27",14.79
"312","2011-07-28",14.94
"313","2011-07-29",15.19
"314","2011-08-01",15.39
"315","2011-08-02",14.93
"316","2011-08-03",14.74
"317","2011-08-04",14.24
"318","2011-08-05",14.08
"319","2011-08-08",12.58
"320","2011-08-09",13.8
"321","2011-08-10",13.26
"322","2011-08-11",13.49
"323","2011-08-12",13.38
"324","2011-08-15",13.39
"325","2011-08-16",13.13
"326","2011-08-17",13.33
"327","2011-08-18",12.83
"328","2011-08-19",13.11
"329","2011-08-22",13.12
"330","2011-08-23",14.01
"331","2011-08-24",14.01
"332","2011-08-25",13.4
"333","2011-08-26",13.97
"334","2011-08-29",14.16
"335","2011-08-30",14.21
"336","2011-08-31",14.52
"337","2011-09-01",13.69
"338","2011-09-02",13.26
"339","2011-09-06",13.35
"340","2011-09-07",13.48
"341","2011-09-08",13.26
"342","2011-09-09",13.48
"343","2011-09-12",13.42
"344","2011-09-13",13.78
"345","2011-09-14",14.18
"346","2011-09-15",14.21
"347","2011-09-16",13.55
"348","2011-09-19",13.69
"349","2011-09-20",13.37
"350","2011-09-21",12.95
"351","2011-09-22",12.68
"352","2011-09-23",12.94
"353","2011-09-26",13.1
"354","2011-09-27",13.39
"355","2011-09-28",12.89
"356","2011-09-29",13.39
"357","2011-09-30",12.78
"358","2011-10-03",12.85
"359","2011-10-04",13.12
"360","2011-10-05",13.35
"361","2011-10-06",13.58
"362","2011-10-07",12.99
"363","2011-10-10",13.25
"364","2011-10-11",13.42
"365","2011-10-12",13.55
"366","2011-10-13",13.51
"367","2011-10-14",13.2
"368","2011-10-17",12.94
"369","2011-10-18",13.27
"370","2011-10-19",13.03
"371","2011-10-20",12.93
"372","2011-10-21",13.32
"373","2011-10-24",13.85
"374","2011-10-25",13.59
"375","2011-10-26",13.95
"376","2011-10-27",14.78
"377","2011-10-28",14.73
"378","2011-10-31",15.02
"379","2011-11-01",14.63
"380","2011-11-02",15.25
"381","2011-11-03",15.28
"382","2011-11-04",15.3
"383","2011-11-07",15.23
"384","2011-11-08",14.9
"385","2011-11-09",14.47
"386","2011-11-10",14.56
"387","2011-11-11",14.97
"388","2011-11-14",14.49
"389","2011-11-15",14.73
"390","2011-11-16",14.34
"391","2011-11-17",14.23
"392","2011-11-18",14.38
"393","2011-11-21",14.2
"394","2011-11-22",14.07
"395","2011-11-23",14.15
"396","2011-11-25",14.15
"397","2011-11-28",14.57
"398","2011-11-29",14.59
"399","2011-11-30",15.5
"400","2011-12-01",14.67
"401","2011-12-02",14.82
"402","2011-12-05",14.95
"403","2011-12-06",15.17
"404","2011-12-07",15.14
"405","2011-12-08",14.78
"406","2011-12-09",15.02
"407","2011-12-12",14.88
"408","2011-12-13",15
"409","2011-12-14",14.8
"410","2011-12-15",14.77
"411","2011-12-16",14.53
"412","2011-12-19",14.31
"413","2011-12-20",14.68
"414","2011-12-21",14.95
"415","2011-12-22",14.91
"416","2011-12-23",14.81
"417","2011-12-27",14.79
"418","2011-12-28",14.4
"419","2011-12-29",14.55
"420","2011-12-30",14.62
"421","2012-01-03",14.57
"422","2012-01-04",14.27
"423","2012-01-05",14.62
"424","2012-01-06",14.45
"425","2012-01-09",13.96
"426","2012-01-10",14.09
"427","2012-01-11",14.19
"428","2012-01-12",14.12
"429","2012-01-13",14.11
"430","2012-01-17",14.3
"431","2012-01-18",14.02
"432","2012-01-19",13.48
"433","2012-01-20",13.31
"434","2012-01-23",13.36
"435","2012-01-24",13.55
"436","2012-01-25",13.55
"437","2012-01-26",13.56
"438","2012-01-27",13.61
"439","2012-01-30",13.5
"440","2012-01-31",13.61
"441","2012-02-01",13.64
"442","2012-02-02",13.58
"443","2012-02-03",14.05
"444","2012-02-06",13.93
"445","2012-02-07",13.71
"446","2012-02-08",13.69
"447","2012-02-09",13.62
"448","2012-02-10",13.3
"449","2012-02-13",13.45
"450","2012-02-14",13.38
"451","2012-02-15",13.37
"452","2012-02-16",13.55
"453","2012-02-17",13.66
"454","2012-02-21",13.75
"455","2012-02-22",13.58
"456","2012-02-23",13.71
"457","2012-02-24",13.64
"458","2012-02-27",13.49
"459","2012-02-28",13.37
"460","2012-02-29",13
"461","2012-03-01",13.05
"462","2012-03-02",13.03
"463","2012-03-05",13
"464","2012-03-06",12.73
"465","2012-03-07",12.94
"466","2012-03-08",12.82
"467","2012-03-09",12.94
"468","2012-03-12",13.15
"469","2012-03-13",13.5
"470","2012-03-14",13.42
"471","2012-03-15",13.44
"472","2012-03-16",13.14
"473","2012-03-19",13.22
"474","2012-03-20",13.11
"475","2012-03-21",13.28
"476","2012-03-22",13.16
"477","2012-03-23",13.47
"478","2012-03-26",13.75
"479","2012-03-27",13.7
"480","2012-03-28",13.61
"481","2012-03-29",13.59
"482","2012-03-30",13.75
"483","2012-04-02",13.85
"484","2012-04-03",13.62
"485","2012-04-04",13.21
"486","2012-04-05",13.08
"487","2012-04-09",12.95
"488","2012-04-10",12.73
"489","2012-04-11",12.78
"490","2012-04-12",12.94
"491","2012-04-13",12.71
"492","2012-04-16",12.8
"493","2012-04-17",13.1
"494","2012-04-18",13.14
"495","2012-04-19",12.86
"496","2012-04-20",13.14
"497","2012-04-23",13.2
"498","2012-04-24",13.58
"499","2012-04-25",13.95
"500","2012-04-26",14.04
"501","2012-04-27",14.19
"502","2012-04-30",14.13
"503","2012-05-01",13.81
"504","2012-05-02",13.85
"505","2012-05-03",13.9
"506","2012-05-04",13.77
"507","2012-05-07",13.9
"508","2012-05-08",13.25
"509","2012-05-09",13.19
"510","2012-05-10",13.04
"511","2012-05-11",12.94
"512","2012-05-14",12.73
"513","2012-05-15",12.62
"514","2012-05-16",12.56
"515","2012-05-17",12.6
"516","2012-05-18",12.71
"517","2012-05-21",12.86
"518","2012-05-22",12.86
"519","2012-05-23",12.85
"520","2012-05-24",12.96
"521","2012-05-25",12.9
"522","2012-05-29",13.07
"523","2012-05-30",12.9
"524","2012-05-31",12.78
"525","2012-06-01",12.7
"526","2012-06-04",12.69
"527","2012-06-05",12.75
"528","2012-06-06",12.76
"529","2012-06-07",12.82
"530","2012-06-08",13.21
"531","2012-06-11",13.17
"532","2012-06-12",12.92
"533","2012-06-13",12.84
"534","2012-06-14",12.82
"535","2012-06-15",12.87
"536","2012-06-18",12.8
"537","2012-06-19",13.09
"538","2012-06-20",13.2
"539","2012-06-21",13.11
"540","2012-06-22",13.17
"541","2012-06-25",13.08
"542","2012-06-26",13.03
"543","2012-06-27",13.45
"544","2012-06-28",13.72
"545","2012-06-29",14.25
"546","2012-07-02",14.17
"547","2012-07-03",14.48
"548","2012-07-05",14.23
"549","2012-07-06",14.13
"550","2012-07-09",14.2
"551","2012-07-10",14.23
"552","2012-07-11",14.14
"553","2012-07-12",13.97
"554","2012-07-13",14.01
"555","2012-07-16",13.95
"556","2012-07-17",13.95
"557","2012-07-18",13.96
"558","2012-07-19",13.92
"559","2012-07-20",13.68
"560","2012-07-23",13.55
"561","2012-07-24",13.34
"562","2012-07-25",13.64
"563","2012-07-26",13.61
"564","2012-07-27",13.77
"565","2012-07-30",13.57
"566","2012-07-31",13.37
"567","2012-08-01",12.83
"568","2012-08-02",12.99
"569","2012-08-03",13.85
"570","2012-08-06",13.91
"571","2012-08-07",14.23
"572","2012-08-08",14
"573","2012-08-09",14
"574","2012-08-10",13.88
"575","2012-08-13",13.6
"576","2012-08-14",13.37
"577","2012-08-15",13.27
"578","2012-08-16",13.86
"579","2012-08-17",13.99
"580","2012-08-20",14.13
"581","2012-08-21",14.16
"582","2012-08-22",14.15
"583","2012-08-23",14.1
"584","2012-08-24",14.12
"585","2012-08-27",14.04
"586","2012-08-28",14.17
"587","2012-08-29",14.18
"588","2012-08-30",13.99
"589","2012-08-31",14.02
"590","2012-09-04",14.03
"591","2012-09-05",13.93
"592","2012-09-06",14.52
"593","2012-09-07",14.6
"594","2012-09-10",14.64
"595","2012-09-11",14.76
"596","2012-09-12",14.97
"597","2012-09-13",15.03
"598","2012-09-14",15.09
"599","2012-09-17",14.91
"600","2012-09-18",15.05
"601","2012-09-19",15.06
"602","2012-09-20",15.23
"603","2012-09-21",15.43
"604","2012-09-24",15.51
"605","2012-09-25",14.99
"606","2012-09-26",15.13
"607","2012-09-27",14.89
"608","2012-09-28",14.79
"609","2012-10-01",14.8
"610","2012-10-02",14.96
"611","2012-10-03",14.85
"612","2012-10-04",14.9
"613","2012-10-05",15
"614","2012-10-08",14.83
"615","2012-10-09",14.62
"616","2012-10-10",14.69
"617","2012-10-11",14.91
"618","2012-10-12",14.83
"619","2012-10-15",14.91
"620","2012-10-16",15.33
"621","2012-10-17",15.65
"622","2012-10-18",15.29
"623","2012-10-19",14.88
"624","2012-10-22",14.85
"625","2012-10-23",14.8
"626","2012-10-24",14.67
"627","2012-10-25",14.69
"628","2012-10-26",14.93
"629","2012-10-31",15.19
"630","2012-11-01",14.92
"631","2012-11-02",14.8
"632","2012-11-05",15.07
"633","2012-11-06",14.59
"634","2012-11-07",14.12
"635","2012-11-08",13.43
"636","2012-11-09",13.4
"637","2012-11-12",13.21
"638","2012-11-13",12.93
"639","2012-11-14",12.97
"640","2012-11-15",13.05
"641","2012-11-16",13
"642","2012-11-19",13.24
"643","2012-11-20",13.02
"644","2012-11-21",13.07
"645","2012-11-23",13.47
"646","2012-11-26",13.94
"647","2012-11-27",13.98
"648","2012-11-28",14.26
"649","2012-11-29",14.33
"650","2012-11-30",14.38
"651","2012-12-03",14.06
"652","2012-12-04",13.96
"653","2012-12-05",13.85
"654","2012-12-06",13.67
"655","2012-12-07",13.69
"656","2012-12-10",13.66
"657","2012-12-11",13.87
"658","2012-12-12",13.95
"659","2012-12-13",13.84
"660","2012-12-14",13.56
"661","2012-12-17",13.62
"662","2012-12-18",13.75
"663","2012-12-19",13.77
"664","2012-12-20",13.89
"665","2012-12-21",14.02
"666","2012-12-24",13.96
"667","2012-12-26",13.81
"668","2012-12-27",13.86
"669","2012-12-28",13.87
"670","2012-12-31",14.39
"671","2013-01-02",14.78
"672","2013-01-03",14.46
"673","2013-01-04",14.41
"674","2013-01-07",14.12
"675","2013-01-08",14.14
"676","2013-01-09",12.95
"677","2013-01-10",13.32
"678","2013-01-11",13.12
"679","2013-01-14",12.88
"680","2013-01-15",13.28
"681","2013-01-16",13.16
"682","2013-01-17",13.08
"683","2013-01-18",13.06
"684","2013-01-22",13.07
"685","2013-01-23",13.04
"686","2013-01-24",12.82
"687","2013-01-25",13
"688","2013-01-28",13.07
"689","2013-01-29",13.08
"690","2013-01-30",13.07
"691","2013-01-31",13.18
"692","2013-02-01",13.5
"693","2013-02-04",13.06
"694","2013-02-05",12.95
"695","2013-02-06",13.47
"696","2013-02-07",13.91
"697","2013-02-08",13.87
"698","2013-02-11",14.06
"699","2013-02-12",14.24
"700","2013-02-13",14.01
"701","2013-02-14",13.93
"702","2013-02-15",14.04
"703","2013-02-19",14.14
"704","2013-02-20",14.02
"705","2013-02-21",14.02
"706","2013-02-22",14.19
"707","2013-02-25",13.94
"708","2013-02-26",14.17
"709","2013-02-27",14.25
"710","2013-02-28",14.22
"711","2013-03-01",14.24
"712","2013-03-04",14.33
"713","2013-03-05",14.5
"714","2013-03-06",14.4
"715","2013-03-07",14.5
"716","2013-03-08",14.46
"717","2013-03-11",14.4
"718","2013-03-12",14.27
"719","2013-03-13",14.4
"720","2013-03-14",14.46
"721","2013-03-15",14.44
"722","2013-03-18",13.95
"723","2013-03-19",13.88
"724","2013-03-20",13.65
"725","2013-03-21",13.74
"726","2013-03-22",13.95
"727","2013-03-25",14.1
"728","2013-03-26",14.16
"729","2013-03-27",14.2
"730","2013-03-28",13.82
"731","2013-04-01",13.55
"732","2013-04-02",13.49
"733","2013-04-03",13.25
"734","2013-04-04",13.34
"735","2013-04-05",13.32
"736","2013-04-08",13.48
"737","2013-04-09",13.25
"738","2013-04-10",13.91
"739","2013-04-11",13.96
"740","2013-04-12",13.73
"741","2013-04-15",13.01
"742","2013-04-16",13.12
"743","2013-04-17",13.26
"744","2013-04-18",13.35
"745","2013-04-19",13.69
"746","2013-04-22",13.48
"747","2013-04-23",13.67
"748","2013-04-24",13.89
"749","2013-04-25",13.74
"750","2013-04-26",13.76
"751","2013-04-29",13.84
"752","2013-04-30",13.99
"753","2013-05-01",13.22
"754","2013-05-02",13.61
"755","2013-05-03",14.13
"756","2013-05-06",13.93
"757","2013-05-07",14.34
"758","2013-05-08",14
"759","2013-05-09",13.8
"760","2013-05-10",13.99
"761","2013-05-13",13.75
"762","2013-05-14",13.81
"763","2013-05-15",14.05
"764","2013-05-16",14.08
"765","2013-05-17",14.15
"766","2013-05-20",14.36
"767","2013-05-21",14.07
"768","2013-05-22",14.1
"769","2013-05-23",14.42
"770","2013-05-24",14.42
"771","2013-05-28",14.51
"772","2013-05-29",14.5
"773","2013-05-30",14.5
"774","2013-05-31",13.98
"775","2013-06-03",13.89
"776","2013-06-04",13.86
"777","2013-06-05",13.71
"778","2013-06-06",13.67
"779","2013-06-07",13.7
"780","2013-06-10",13.69
"781","2013-06-11",13.67
"782","2013-06-12",13.68
"783","2013-06-13",13.68
"784","2013-06-14",13.5
"785","2013-06-17",13.48
"786","2013-06-18",13.48
"787","2013-06-19",13.38
"788","2013-06-20",13.2
"789","2013-06-21",12.9
"790","2013-06-24",13.05
"791","2013-06-25",13.33
"792","2013-06-26",13.45
"793","2013-06-27",13.42
"794","2013-06-28",12.98
"795","2013-07-01",13.53
"796","2013-07-02",13.56
"797","2013-07-03",13.61
"798","2013-07-05",13.94
"799","2013-07-08",14.09
"800","2013-07-09",14.24
"801","2013-07-10",14.38
"802","2013-07-11",14.5
"803","2013-07-12",14.39
"804","2013-07-15",14.5
"805","2013-07-16",14.5
"806","2013-07-17",14.35
"807","2013-07-18",14.49
"808","2013-07-19",14.5
"809","2013-07-22",14.74
"810","2013-07-23",14.59
"811","2013-07-24",14.55
"812","2013-07-25",14.76
"813","2013-07-26",14.53
"814","2013-07-29",14.22
"815","2013-07-30",14.34
"816","2013-07-31",14.37
"817","2013-08-01",14.57
"818","2013-08-02",14.88
"819","2013-08-05",14.72
"820","2013-08-06",14.36
"821","2013-08-07",14.28
"822","2013-08-08",14.6
"823","2013-08-09",14.79
"824","2013-08-12",14.93
"825","2013-08-13",14.87
"826","2013-08-14",14.7
"827","2013-08-15",14.68
"828","2013-08-16",14.81
"829","2013-08-19",14.71
"830","2013-08-20",14.77
"831","2013-08-21",14.68
"832","2013-08-22",15.07
"833","2013-08-23",15.22
"834","2013-08-26",15.06
"835","2013-08-27",14.72
"836","2013-08-28",14.38
"837","2013-08-29",14.46
"838","2013-08-30",14.06
"839","2013-09-03",14.17
"840","2013-09-04",14.31
"841","2013-09-05",14.26
"842","2013-09-06",14.66
"843","2013-09-09",14.8
"844","2013-09-10",14.74
"845","2013-09-11",14.71
"846","2013-09-12",14.78
"847","2013-09-13",14.78
"848","2013-09-16",14.88
"849","2013-09-17",14.95
"850","2013-09-18",14.98
"851","2013-09-19",14.93
"852","2013-09-20",14.87
"853","2013-09-23",14.86
"854","2013-09-24",14.9
"855","2013-09-25",14.84
"856","2013-09-26",14.84
"857","2013-09-27",14.67
"858","2013-09-30",14.73
"859","2013-10-01",14.57
"860","2013-10-02",14.65
"861","2013-10-03",14.5
"862","2013-10-04",14.59
"863","2013-10-07",14.5
"864","2013-10-08",14.47
"865","2013-10-09",14.66
"866","2013-10-10",14.83
"867","2013-10-11",15.04
"868","2013-10-14",15.1
"869","2013-10-15",14.92
"870","2013-10-16",14.86
"871","2013-10-17",15.05
"872","2013-10-18",14.88
"873","2013-10-21",14.88
"874","2013-10-22",15.1
"875","2013-10-23",15.11
"876","2013-10-24",15.25
"877","2013-10-25",15.28
"878","2013-10-28",15.33
"879","2013-10-29",15.23
"880","2013-10-30",15.25
"881","2013-10-31",15.17
"882","2013-11-01",15.36
"883","2013-11-04",15.44
"884","2013-11-05",15.31
"885","2013-11-06",15.16
"886","2013-11-07",14.94
"887","2013-11-08",15.24
"888","2013-11-11",15.26
"889","2013-11-12",15.28
"890","2013-11-13",15.42
"891","2013-11-14",15.35
"892","2013-11-15",15.29
"893","2013-11-18",15.26
"894","2013-11-19",15.36
"895","2013-11-20",15.31
"896","2013-11-21",15.37
"897","2013-11-22",15.42
"898","2013-11-25",15.41
"899","2013-11-26",15.46
"900","2013-11-27",15.87
"901","2013-11-29",15.94
"902","2013-12-02",15.82
"903","2013-12-03",16
"904","2013-12-04",15.84
"905","2013-12-05",16.139999
"906","2013-12-06",16.4
"907","2013-12-09",16.51
"908","2013-12-10",16.559999
"909","2013-12-11",16.52
"910","2013-12-12",16.17
"911","2013-12-13",16.43
"912","2013-12-16",16.870001
"913","2013-12-17",16.85
"914","2013-12-18",16.99
"915","2013-12-19",16.709999
"916","2013-12-20",16.75
"917","2013-12-23",16.969999
"918","2013-12-24",17
"919","2013-12-26",16.969999
"920","2013-12-27",17
"921","2013-12-30",16.93
"922","2013-12-31",16.82
"923","2014-01-02",16.6
"924","2014-01-03",16.67
"925","2014-01-06",16.48
"926","2014-01-07",16.65
"927","2014-01-08",16.52
"928","2014-01-09",16.51
"929","2014-01-10",16.610001
"930","2014-01-13",16.530001
"931","2014-01-14",16.73
"932","2014-01-15",16.700001
"933","2014-01-16",16.639999
"934","2014-01-17",16.51
"935","2014-01-21",16.5
"936","2014-01-22",16.440001
"937","2014-01-23",16.27
"938","2014-01-24",15.58
"939","2014-01-27",15.58
"940","2014-01-28",15.48
"941","2014-01-29",15.3
"942","2014-01-30",14.55
"943","2014-01-31",14.52
"944","2014-02-03",14.32
"945","2014-02-04",14.43
"946","2014-02-05",14.39
"947","2014-02-06",14.89
"948","2014-02-07",14.82
"949","2014-02-10",14.83
"950","2014-02-11",14.94
"951","2014-02-12",15.16
"952","2014-02-13",15.63
"953","2014-02-14",15.66
"954","2014-02-18",15.67
"955","2014-02-19",15.32
"956","2014-02-20",15.5
"957","2014-02-21",15.53
"958","2014-02-24",15.74
"959","2014-02-25",15.73
"960","2014-02-26",15.88
"961","2014-02-27",16.1
"962","2014-02-28",16.18
"963","2014-03-03",16.200001
"964","2014-03-04",16.32
"965","2014-03-05",16.299999
"966","2014-03-06",16.120001
"967","2014-03-07",16.1
"968","2014-03-10",16.32
"969","2014-03-11",16.68
"970","2014-03-12",17.120001
"971","2014-03-13",17.360001
"972","2014-03-14",17.4
"973","2014-03-17",18.09
"974","2014-03-18",18.280001
"975","2014-03-19",17.719999
"976","2014-03-20",17.58
"977","2014-03-21",17.52
"978","2014-03-24",17.34
"979","2014-03-25",17.219999
"980","2014-03-26",17.24
"981","2014-03-27",16.940001
"982","2014-03-28",16.940001
"983","2014-03-31",17.42
"984","2014-04-01",17.49
"985","2014-04-02",17.57
"986","2014-04-03",17.299999
"987","2014-04-04",16.75
"988","2014-04-07",17.1
"989","2014-04-08",17.23
"990","2014-04-09",17.32
"991","2014-04-10",17.559999
"992","2014-04-11",17.26
"993","2014-04-14",16.93
"994","2014-04-15",16.77
"995","2014-04-16",16.73
"996","2014-04-17",16.690001
"997","2014-04-21",17.42
"998","2014-04-22",17.620001
"999","2014-04-23",17.65
