"","date","TPC"
"1","2007-01-03",30.530001
"2","2007-01-04",29.379999
"3","2007-01-05",28.5
"4","2007-01-08",29.549999
"5","2007-01-09",29.799999
"6","2007-01-10",30.440001
"7","2007-01-11",30.58
"8","2007-01-12",30.719999
"9","2007-01-16",29.41
"10","2007-01-17",30.82
"11","2007-01-18",30
"12","2007-01-19",30.610001
"13","2007-01-22",29.690001
"14","2007-01-23",30
"15","2007-01-24",30.120001
"16","2007-01-25",29.58
"17","2007-01-26",29.25
"18","2007-01-29",28.959999
"19","2007-01-30",30.16
"20","2007-01-31",30.219999
"21","2007-02-01",30.76
"22","2007-02-02",30.719999
"23","2007-02-05",30.790001
"24","2007-02-06",30.629999
"25","2007-02-07",30.65
"26","2007-02-08",30.68
"27","2007-02-09",30.27
"28","2007-02-12",30.98
"29","2007-02-13",31.15
"30","2007-02-14",30.66
"31","2007-02-15",30.370001
"32","2007-02-16",36.41
"33","2007-02-20",38.549999
"34","2007-02-21",36.759998
"35","2007-02-22",37.66
"36","2007-02-23",37.139999
"37","2007-02-26",38.240002
"38","2007-02-27",36.630001
"39","2007-02-28",36.290001
"40","2007-03-01",36.080002
"41","2007-03-02",34.98
"42","2007-03-05",34.189999
"43","2007-03-06",36.07
"44","2007-03-07",36.009998
"45","2007-03-08",36.209999
"46","2007-03-09",36.639999
"47","2007-03-12",36.029999
"48","2007-03-13",34.279999
"49","2007-03-14",35
"50","2007-03-15",34.98
"51","2007-03-16",34.220001
"52","2007-03-19",34.59
"53","2007-03-20",34.360001
"54","2007-03-21",35.700001
"55","2007-03-22",35.900002
"56","2007-03-23",35.75
"57","2007-03-26",35.950001
"58","2007-03-27",35.939999
"59","2007-03-28",35.459999
"60","2007-03-29",35.869999
"61","2007-03-30",36.860001
"62","2007-04-02",36.279999
"63","2007-04-03",38.169998
"64","2007-04-04",38.470001
"65","2007-04-05",39.389999
"66","2007-04-09",39.41
"67","2007-04-10",39.48
"68","2007-04-11",40
"69","2007-04-12",41.439999
"70","2007-04-13",39.5
"71","2007-04-16",39.799999
"72","2007-04-17",39.98
"73","2007-04-18",39.830002
"74","2007-04-19",40
"75","2007-04-20",40.740002
"76","2007-04-23",42.25
"77","2007-04-24",42.48
"78","2007-04-25",41.939999
"79","2007-04-26",43.610001
"80","2007-04-27",42.490002
"81","2007-04-30",42.599998
"82","2007-05-01",43.34
"83","2007-05-02",44
"84","2007-05-03",44.299999
"85","2007-05-04",44.52
"86","2007-05-07",44.16
"87","2007-05-08",45.919998
"88","2007-05-09",50.419998
"89","2007-05-10",50.939999
"90","2007-05-11",51.450001
"91","2007-05-14",49.75
"92","2007-05-15",49.880001
"93","2007-05-16",50.950001
"94","2007-05-17",49.82
"95","2007-05-18",50
"96","2007-05-21",49.950001
"97","2007-05-22",50.459999
"98","2007-05-23",50.970001
"99","2007-05-24",51.650002
"100","2007-05-25",50.290001
"101","2007-05-29",53.25
"102","2007-05-30",53.860001
"103","2007-05-31",55
"104","2007-06-01",57
"105","2007-06-04",57.240002
"106","2007-06-05",58.110001
"107","2007-06-06",58.240002
"108","2007-06-07",56.700001
"109","2007-06-08",56.279999
"110","2007-06-11",58.279999
"111","2007-06-12",59.240002
"112","2007-06-13",59.619999
"113","2007-06-14",59.939999
"114","2007-06-15",62.07
"115","2007-06-18",64.040001
"116","2007-06-19",61.5
"117","2007-06-20",59.93
"118","2007-06-21",61.110001
"119","2007-06-22",59.919998
"120","2007-06-25",59.720001
"121","2007-06-26",60
"122","2007-06-27",61.599998
"123","2007-06-28",59.34
"124","2007-06-29",61.529999
"125","2007-07-02",63.93
"126","2007-07-03",62.380001
"127","2007-07-05",63.950001
"128","2007-07-06",64.370003
"129","2007-07-09",63.889999
"130","2007-07-10",62.889999
"131","2007-07-11",64.459999
"132","2007-07-12",69.160004
"133","2007-07-13",71.849998
"134","2007-07-16",73.059998
"135","2007-07-17",73.860001
"136","2007-07-18",72.870003
"137","2007-07-19",72.93
"138","2007-07-20",71.879997
"139","2007-07-23",73.889999
"140","2007-07-24",71.910004
"141","2007-07-25",63
"142","2007-07-26",55.900002
"143","2007-07-27",56.639999
"144","2007-07-30",61.369999
"145","2007-07-31",61.41
"146","2007-08-01",60
"147","2007-08-02",60.279999
"148","2007-08-03",55.529999
"149","2007-08-06",51.470001
"150","2007-08-07",50.389999
"151","2007-08-08",51.099998
"152","2007-08-09",49.25
"153","2007-08-10",54.619999
"154","2007-08-13",56.34
"155","2007-08-14",55.5
"156","2007-08-15",49.509998
"157","2007-08-16",51.360001
"158","2007-08-17",48.5
"159","2007-08-20",51.52
"160","2007-08-21",51.5
"161","2007-08-22",54.27
"162","2007-08-23",55.84
"163","2007-08-24",56.130001
"164","2007-08-27",55.43
"165","2007-08-28",52.5
"166","2007-08-29",55.689999
"167","2007-08-30",55.200001
"168","2007-08-31",56.599998
"169","2007-09-04",57.200001
"170","2007-09-05",56.560001
"171","2007-09-06",57.25
"172","2007-09-07",55.599998
"173","2007-09-10",53.310001
"174","2007-09-11",55.029999
"175","2007-09-12",53.59
"176","2007-09-13",53.900002
"177","2007-09-14",54.02
"178","2007-09-17",51.360001
"179","2007-09-18",52.200001
"180","2007-09-19",52.740002
"181","2007-09-20",52.75
"182","2007-09-21",54.48
"183","2007-09-24",52.310001
"184","2007-09-25",53.759998
"185","2007-09-26",53.220001
"186","2007-09-27",56.419998
"187","2007-09-28",55.93
"188","2007-10-01",58.900002
"189","2007-10-02",59.369999
"190","2007-10-03",58.580002
"191","2007-10-04",61.110001
