"","date","TEDU"
"362","2015-09-09",8.5
"363","2015-09-10",8.56
"364","2015-09-11",8.67
"365","2015-09-14",8.34
"366","2015-09-15",8.4
"367","2015-09-16",8.84
"368","2015-09-17",8.79
"369","2015-09-18",8.66
"370","2015-09-21",9.25
"371","2015-09-22",8.47
"372","2015-09-23",8.77
"373","2015-09-24",8.89
"374","2015-09-25",8.79
"375","2015-09-28",8.84
"376","2015-09-29",9
"377","2015-09-30",9.48
"378","2015-10-01",9.28
"379","2015-10-02",9.3
"380","2015-10-05",9.34
"381","2015-10-06",9.37
"382","2015-10-07",9.76
"383","2015-10-08",9.65
"384","2015-10-09",9.78
"385","2015-10-12",9.85
"386","2015-10-13",9.83
"387","2015-10-14",9.06
"388","2015-10-15",10.4
"389","2015-10-16",9.66
"390","2015-10-19",9.71
"391","2015-10-20",9.93
"392","2015-10-21",9.77
"393","2015-10-22",9.7
"394","2015-10-23",9.85
"395","2015-10-26",9.71
"396","2015-10-27",9.1
"397","2015-10-28",9.5
"398","2015-10-29",9.42
"399","2015-10-30",9.39
"400","2015-11-02",9.64
"401","2015-11-03",9.58
"402","2015-11-04",9.85
"403","2015-11-05",9.3
"404","2015-11-06",9.98
"405","2015-11-09",9.88
"406","2015-11-10",9.69
"407","2015-11-11",9.91
"408","2015-11-12",9.77
"409","2015-11-13",9.35
"410","2015-11-16",9.78
"411","2015-11-17",10.08
"412","2015-11-18",9.86
"413","2015-11-19",9.92
"414","2015-11-20",9.85
"415","2015-11-23",10.13
"416","2015-11-24",10.79
"417","2015-11-25",10.96
"418","2015-11-27",10.55
"419","2015-11-30",10.37
"420","2015-12-01",10.82
"421","2015-12-02",11.01
"422","2015-12-03",10.76
"423","2015-12-04",11.37
"424","2015-12-07",11.25
"425","2015-12-08",11.11
"426","2015-12-09",10.86
"427","2015-12-10",11.06
"428","2015-12-11",11.02
"429","2015-12-14",11.04
"430","2015-12-15",11.15
"431","2015-12-16",11.21
"432","2015-12-17",11
"433","2015-12-18",11.12
"434","2015-12-21",11.01
"435","2015-12-22",11.03
"436","2015-12-23",10.85
"437","2015-12-24",10.96
"438","2015-12-28",10.67
"439","2015-12-29",10.83
"440","2015-12-30",10.43
"441","2015-12-31",10.44
"442","2016-01-04",10.06
"443","2016-01-05",10.17
"444","2016-01-06",10.08
"445","2016-01-07",9.96
"446","2016-01-08",10
"447","2016-01-11",9.7
"448","2016-01-12",9.78
"449","2016-01-13",9.7
"450","2016-01-14",9.76
"451","2016-01-15",9.29
"452","2016-01-19",9.12
"453","2016-01-20",9.2
"454","2016-01-21",9.26
"455","2016-01-22",9.15
"456","2016-01-25",8.9
"457","2016-01-26",8.77
"458","2016-01-27",8.61
"459","2016-01-28",8.76
"460","2016-01-29",8.68
"461","2016-02-01",8.78
"462","2016-02-02",8.51
"463","2016-02-03",8.49
"464","2016-02-04",8.73
"465","2016-02-05",8.42
"466","2016-02-08",8.44
"467","2016-02-09",8.5
"468","2016-02-10",8.54
"469","2016-02-11",8.4
"470","2016-02-12",8.65
"471","2016-02-16",9.16
"472","2016-02-17",9.25
"473","2016-02-18",9.36
"474","2016-02-19",9.31
"475","2016-02-22",9.55
"476","2016-02-23",10.41
"477","2016-02-24",9.91
"478","2016-02-25",9.88
"479","2016-02-26",10.02
"480","2016-02-29",10.12
"481","2016-03-01",10.13
"482","2016-03-02",9.96
"483","2016-03-03",10.07
"484","2016-03-04",10.14
"485","2016-03-07",10.34
"486","2016-03-08",10.93
"487","2016-03-09",10.84
"488","2016-03-10",10.71
"489","2016-03-11",10.87
"490","2016-03-14",10.69
"491","2016-03-15",10.71
"492","2016-03-16",10.62
"493","2016-03-17",10.74
"494","2016-03-18",11.1
"495","2016-03-21",11.14
"496","2016-03-22",11
"497","2016-03-23",10.79
"498","2016-03-24",10.77
"499","2016-03-28",10.64
"500","2016-03-29",10.7
"501","2016-03-30",10.82
"502","2016-03-31",10.81
"503","2016-04-01",10.82
"504","2016-04-04",10.82
"505","2016-04-05",10.79
"506","2016-04-06",11.18
"507","2016-04-07",10.79
"508","2016-04-08",11.11
"509","2016-04-11",10.87
"510","2016-04-12",11.27
"511","2016-04-13",11.22
"512","2016-04-14",11.21
"513","2016-04-15",11.15
"514","2016-04-18",11.17
"515","2016-04-19",10.97
"516","2016-04-20",11.02
"517","2016-04-21",11.36
"518","2016-04-22",11.36
"519","2016-04-25",11.2
"520","2016-04-26",11.055
"521","2016-04-27",11.2
"522","2016-04-28",11.24
"523","2016-04-29",11.08
"524","2016-05-02",11.43
"525","2016-05-03",11.15
"526","2016-05-04",11.2
"527","2016-05-05",10.99
"528","2016-05-06",10.75
"529","2016-05-09",10.78
"530","2016-05-10",10.74
"531","2016-05-11",10.51
"532","2016-05-12",9.72
"533","2016-05-13",10.22
"534","2016-05-16",10.37
"535","2016-05-17",10.4
"536","2016-05-18",10.18
"537","2016-05-19",10.2
"538","2016-05-20",10.31
"539","2016-05-23",10.42
"540","2016-05-24",10.01
"541","2016-05-25",10.1
"542","2016-05-26",10.38
"543","2016-05-27",10.4
"544","2016-05-31",10.63
"545","2016-06-01",10.5
"546","2016-06-02",10.58
"547","2016-06-03",10.67
"548","2016-06-06",10.62
"549","2016-06-07",10.63
"550","2016-06-08",10.62
"551","2016-06-09",10.47
"552","2016-06-10",10.25
"553","2016-06-13",10.1
"554","2016-06-14",10.16
"555","2016-06-15",10
"556","2016-06-16",10.05
"557","2016-06-17",9.97
"558","2016-06-20",10.23
"559","2016-06-21",10.16
"560","2016-06-22",10.15
"561","2016-06-23",10.3
"562","2016-06-24",10.1
"563","2016-06-27",10.04
"564","2016-06-28",10.13
"565","2016-06-29",10.28
"566","2016-06-30",10.33
"567","2016-07-01",10.3
"568","2016-07-05",10.29
"569","2016-07-06",10.41
"570","2016-07-07",10.47
"571","2016-07-08",10.59
"572","2016-07-11",10.51
"573","2016-07-12",10.5
"574","2016-07-13",10.51
"575","2016-07-14",10.41
"576","2016-07-15",10.44
"577","2016-07-18",10.5
"578","2016-07-19",10.47
"579","2016-07-20",10.49
"580","2016-07-21",10.73
"581","2016-07-22",10.73
"582","2016-07-25",10.89
"583","2016-07-26",10.95
"584","2016-07-27",11.51
"585","2016-07-28",11.37
"586","2016-07-29",11.34
"587","2016-08-01",11.72
"588","2016-08-02",11.29
"589","2016-08-03",11.24
"590","2016-08-04",11.5
"591","2016-08-05",11.5
"592","2016-08-08",11.44
"593","2016-08-09",11.39
"594","2016-08-10",11.36
"595","2016-08-11",11.46
"596","2016-08-12",11.4
"597","2016-08-15",11.59
"598","2016-08-16",11.79
"599","2016-08-17",13.3
"600","2016-08-18",13.1
"601","2016-08-19",13.48
"602","2016-08-22",13.1
"603","2016-08-23",13.41
"604","2016-08-24",13.85
"605","2016-08-25",13.61
"606","2016-08-26",13.66
"607","2016-08-29",13.68
"608","2016-08-30",13.54
"609","2016-08-31",13.1
"610","2016-09-01",13.09
"611","2016-09-02",13.51
"612","2016-09-06",13.94
"613","2016-09-07",14.37
"614","2016-09-08",14.59
"615","2016-09-09",14.07
"616","2016-09-12",14.08
"617","2016-09-13",14
"618","2016-09-14",14.31
"619","2016-09-15",14.59
"620","2016-09-16",14.63
"621","2016-09-19",14.71
"622","2016-09-20",14.35
"623","2016-09-21",14.51
"624","2016-09-22",15.14
"625","2016-09-23",14.7
"626","2016-09-26",14.29
"627","2016-09-27",14.51
"628","2016-09-28",14.43
"629","2016-09-29",14.42
"630","2016-09-30",14.48
"631","2016-10-03",14.25
"632","2016-10-04",14.33
"633","2016-10-05",15.33
"634","2016-10-06",15.16
"635","2016-10-07",15.02
"636","2016-10-10",15.23
"637","2016-10-11",14.78
"638","2016-10-12",15.43
"639","2016-10-13",14.23
"640","2016-10-14",14.91
"641","2016-10-17",14.7
"642","2016-10-18",14.69
"643","2016-10-19",15.04
"644","2016-10-20",15
"645","2016-10-21",15.05
"646","2016-10-24",15.6
"647","2016-10-25",15.86
"648","2016-10-26",15.61
"649","2016-10-27",16
"650","2016-10-28",15.79
"651","2016-10-31",16.15
"652","2016-11-01",16.120001
"653","2016-11-02",15.17
"654","2016-11-03",14.93
"655","2016-11-04",14.93
"656","2016-11-07",14.96
"657","2016-11-08",14.88
"658","2016-11-09",14.81
"659","2016-11-10",14.3
"660","2016-11-11",14.35
"661","2016-11-14",14.34
"662","2016-11-15",14.11
"663","2016-11-16",14.71
"664","2016-11-17",14.95
"665","2016-11-18",14.92
"666","2016-11-21",15.02
"667","2016-11-22",16.49
"668","2016-11-23",16.629999
"669","2016-11-25",16.870001
"670","2016-11-28",16.889999
"671","2016-11-29",16.57
"672","2016-11-30",16.790001
"673","2016-12-01",16.540001
"674","2016-12-02",16.709999
"675","2016-12-05",16.6
"676","2016-12-06",16.389999
"677","2016-12-07",16.540001
"678","2016-12-08",16.809999
"679","2016-12-09",16.68
"680","2016-12-12",16
"681","2016-12-13",15.88
"682","2016-12-14",15.14
"683","2016-12-15",15.1
"684","2016-12-16",15.19
"685","2016-12-19",15.22
"686","2016-12-20",15.16
"687","2016-12-21",15.15
"688","2016-12-22",15.14
"689","2016-12-23",15.19
"690","2016-12-27",15.13
"691","2016-12-28",15.2
"692","2016-12-29",15.22
"693","2016-12-30",14.99
"694","2017-01-03",14.94
"695","2017-01-04",15.17
"696","2017-01-05",15.17
"697","2017-01-06",15.09
"698","2017-01-09",15.24
"699","2017-01-10",15.42
"700","2017-01-11",15.48
"701","2017-01-12",15.35
"702","2017-01-13",15.34
"703","2017-01-17",15.45
"704","2017-01-18",15.49
"705","2017-01-19",15.49
"706","2017-01-20",15.17
"707","2017-01-23",14.98
"708","2017-01-24",15.1
"709","2017-01-25",15.07
"710","2017-01-26",15.01
"711","2017-01-27",15.04
"712","2017-01-30",14.81
"713","2017-01-31",14.79
"714","2017-02-01",15.05
"715","2017-02-02",15
"716","2017-02-03",14.99
"717","2017-02-06",14.53
"718","2017-02-07",14.29
"719","2017-02-08",14.1
"720","2017-02-09",14.38
"721","2017-02-10",14.68
"722","2017-02-13",14.83
"723","2017-02-14",15.01
"724","2017-02-15",14.85
"725","2017-02-16",15.44
"726","2017-02-17",15.26
"727","2017-02-21",15.12
"728","2017-02-22",15.38
"729","2017-02-23",14.69
"730","2017-02-24",14.83
"731","2017-02-27",14.5
"732","2017-02-28",14.47
"733","2017-03-01",15.36
"734","2017-03-02",15.51
"735","2017-03-03",16.34
"736","2017-03-06",16.469999
"737","2017-03-07",18.049999
"738","2017-03-08",17.959999
"739","2017-03-09",18
"740","2017-03-10",18.1
"741","2017-03-13",18.540001
"742","2017-03-14",18.129999
"743","2017-03-15",18.309999
"744","2017-03-16",18.18
"745","2017-03-17",18.23
"746","2017-03-20",18.309999
"747","2017-03-21",17.959999
"748","2017-03-22",18
"749","2017-03-23",18.219999
"750","2017-03-24",18.190001
"751","2017-03-27",18.33
"752","2017-03-28",19.57
"753","2017-03-29",19.35
"754","2017-03-30",18.99
"755","2017-03-31",18.68
"756","2017-04-03",18.93
"757","2017-04-04",19.139999
"758","2017-04-05",18.99
"759","2017-04-06",19.110001
"760","2017-04-07",19.17
"761","2017-04-10",19.07
"762","2017-04-11",19.110001
"763","2017-04-12",19.1
"764","2017-04-13",19
"765","2017-04-17",18.959999
"766","2017-04-18",18.75
"767","2017-04-19",18.709999
"768","2017-04-20",18.75
"769","2017-04-21",18.709999
"770","2017-04-24",18.6
"771","2017-04-25",18.75
"772","2017-04-26",18.540001
"773","2017-04-27",18.9
"774","2017-04-28",18.610001
"775","2017-05-01",18.74
"776","2017-05-02",19.27
"777","2017-05-03",19.290001
"778","2017-05-04",19.129999
"779","2017-05-05",19.379999
"780","2017-05-08",19.51
"781","2017-05-09",19.5
"782","2017-05-10",19.459999
"783","2017-05-11",19.299999
"784","2017-05-12",19.73
"785","2017-05-15",19.51
"786","2017-05-16",19.02
"787","2017-05-17",18.09
"788","2017-05-18",18.5
"789","2017-05-19",18.49
"790","2017-05-22",18.59
"791","2017-05-23",17.690001
"792","2017-05-24",17.620001
"793","2017-05-25",17.82
"794","2017-05-26",17.57
"795","2017-05-30",17.299999
"796","2017-05-31",17.129999
"797","2017-06-01",17.540001
"798","2017-06-02",17.58
"799","2017-06-05",17.92
"800","2017-06-06",18.120001
"801","2017-06-07",18.540001
"802","2017-06-08",18.299999
"803","2017-06-09",18.309999
"804","2017-06-12",18.02
"805","2017-06-13",18.27
"806","2017-06-14",18.200001
"807","2017-06-15",18.040001
"808","2017-06-16",18.450001
"809","2017-06-19",18.59
"810","2017-06-20",18.549999
"811","2017-06-21",18.5
"812","2017-06-22",18.219999
"813","2017-06-23",18.33
"814","2017-06-26",18.18
"815","2017-06-27",17.85
"816","2017-06-28",17.99
"817","2017-06-29",17.99
"818","2017-06-30",17.91
"819","2017-07-03",17.440001
"820","2017-07-05",17.93
"821","2017-07-06",18.16
"822","2017-07-07",18.59
"823","2017-07-10",18.690001
"824","2017-07-11",18.6
"825","2017-07-12",19.129999
"826","2017-07-13",19.01
"827","2017-07-14",18.98
"828","2017-07-17",19.299999
"829","2017-07-18",21.32
"830","2017-07-19",20.540001
"831","2017-07-20",20.370001
"832","2017-07-21",19.85
"833","2017-07-24",19.950001
"834","2017-07-25",19.799999
"835","2017-07-26",19.879999
"836","2017-07-27",19.09
"837","2017-07-28",19.389999
"838","2017-07-31",19.299999
"839","2017-08-01",19.030001
"840","2017-08-02",19.01
"841","2017-08-03",19.040001
"842","2017-08-04",19.15
"843","2017-08-07",18.940001
"844","2017-08-08",19.049999
"845","2017-08-09",18.809999
"846","2017-08-10",17.93
"847","2017-08-11",18.16
"848","2017-08-14",18.49
"849","2017-08-15",18.469999
"850","2017-08-16",18.43
"851","2017-08-17",18.07
"852","2017-08-18",18.02
"853","2017-08-21",18.610001
"854","2017-08-22",14.11
"855","2017-08-23",14.03
"856","2017-08-24",13.46
"857","2017-08-25",13.37
"858","2017-08-28",12.94
"859","2017-08-29",12.99
"860","2017-08-30",13.75
"861","2017-08-31",14.12
"862","2017-09-01",14.27
"863","2017-09-05",14.04
"864","2017-09-06",14.05
"865","2017-09-07",14.16
"866","2017-09-08",13.94
"867","2017-09-11",14.09
"868","2017-09-12",14.14
"869","2017-09-13",14.41
"870","2017-09-14",14.45
"871","2017-09-15",14.42
"872","2017-09-18",14.49
"873","2017-09-19",14.52
"874","2017-09-20",14.49
"875","2017-09-21",14.49
"876","2017-09-22",14.5
"877","2017-09-25",14.29
"878","2017-09-26",14.44
"879","2017-09-27",14.57
"880","2017-09-28",14.48
"881","2017-09-29",14.55
"882","2017-10-02",14.48
"883","2017-10-03",14.22
"884","2017-10-04",14.39
"885","2017-10-05",14.5
"886","2017-10-06",14.61
"887","2017-10-09",14.51
"888","2017-10-10",14.81
"889","2017-10-11",14.58
"890","2017-10-12",14.27
"891","2017-10-13",14.59
"892","2017-10-16",14.67
"893","2017-10-17",14.4
"894","2017-10-18",14.51
"895","2017-10-19",14.51
"896","2017-10-20",14.45
"897","2017-10-23",14.56
"898","2017-10-24",14.69
"899","2017-10-25",14.6
"900","2017-10-26",14.34
"901","2017-10-27",14.5
"902","2017-10-30",14.58
"903","2017-10-31",14.65
"904","2017-11-01",14.46
"905","2017-11-02",14.6
"906","2017-11-03",14.72
"907","2017-11-06",15.29
"908","2017-11-07",14.84
"909","2017-11-08",14.84
"910","2017-11-09",14.66
"911","2017-11-10",14.78
"912","2017-11-13",14.67
"913","2017-11-14",14.41
"914","2017-11-15",14.85
"915","2017-11-16",15.22
"916","2017-11-17",15.52
"917","2017-11-20",15.89
"918","2017-11-21",13.36
"919","2017-11-22",13.7
"920","2017-11-24",13.14
"921","2017-11-27",13.09
"922","2017-11-28",13.34
"923","2017-11-29",13.5
"924","2017-11-30",13.49
"925","2017-12-01",13.35
"926","2017-12-04",13.27
"927","2017-12-05",13.38
"928","2017-12-06",13.31
"929","2017-12-07",13.47
"930","2017-12-08",13.28
"931","2017-12-11",13.64
"932","2017-12-12",13.4
"933","2017-12-13",13.5
"934","2017-12-14",13.81
"935","2017-12-15",13.91
"936","2017-12-18",14.15
"937","2017-12-19",14.2
"938","2017-12-20",14.28
"939","2017-12-21",14.37
"940","2017-12-22",14.36
"941","2017-12-26",14.56
"942","2017-12-27",14.49
"943","2017-12-28",14.57
"944","2017-12-29",14.99
"945","2018-01-02",14.9
"946","2018-01-03",15.18
"947","2018-01-04",15.17
"948","2018-01-05",15.16
"949","2018-01-08",15.06
"950","2018-01-09",14.68
"951","2018-01-10",14.74
"952","2018-01-11",14.49
"953","2018-01-12",14.18
"954","2018-01-16",13.82
"955","2018-01-17",14
"956","2018-01-18",14.01
"957","2018-01-19",13.96
"958","2018-01-22",13.61
"959","2018-01-23",13.24
"960","2018-01-24",13.24
"961","2018-01-25",13.5
"962","2018-01-26",13.55
"963","2018-01-29",13.5
"964","2018-01-30",13.34
"965","2018-01-31",13.38
"966","2018-02-01",13.52
"967","2018-02-02",13.17
"968","2018-02-05",12.3
"969","2018-02-06",12.26
"970","2018-02-07",12.24
"971","2018-02-08",11.58
"972","2018-02-09",11.92
"973","2018-02-12",12.07
"974","2018-02-13",11.65
"975","2018-02-14",12.33
"976","2018-02-15",12.38
"977","2018-02-16",12.51
"978","2018-02-20",12.44
"979","2018-02-21",12.55
"980","2018-02-22",12.57
"981","2018-02-23",12.51
"982","2018-02-26",12.45
"983","2018-02-27",12.23
"984","2018-02-28",12.27
"985","2018-03-01",12.32
"986","2018-03-02",12.13
"987","2018-03-05",12.46
"988","2018-03-06",12.57
"989","2018-03-07",12.42
"990","2018-03-08",12.09
"991","2018-03-09",12.28
"992","2018-03-12",12.09
"993","2018-03-13",11.93
"994","2018-03-14",12.03
"995","2018-03-15",12.22
"996","2018-03-16",11.75
