"","date","MSON"
"175","2007-09-12",4.03
"176","2007-09-13",4.13
"177","2007-09-14",4.16
"178","2007-09-17",4.6
"179","2007-09-18",4.87
"180","2007-09-19",4.86
"181","2007-09-20",4.96
"182","2007-09-21",4.98
"183","2007-09-24",4.77
"184","2007-09-25",5.09
"185","2007-09-26",5.15
"186","2007-09-27",5.35
"187","2007-09-28",5.4
"188","2007-10-01",5.3
"189","2007-10-02",5.19
"190","2007-10-03",5.18
"191","2007-10-04",5.27
"192","2007-10-05",5.15
"193","2007-10-08",5.5
"194","2007-10-09",5.44
"195","2007-10-10",5.69
"196","2007-10-11",5.3
"197","2007-10-12",5.45
"198","2007-10-15",5.46
"199","2007-10-16",5.41
"200","2007-10-17",5.23
"201","2007-10-18",5.39
"202","2007-10-19",5.29
"203","2007-10-22",5.25
"204","2007-10-23",5.25
"205","2007-10-24",4.91
"206","2007-10-25",5.17
"207","2007-10-26",5.29
"208","2007-10-29",5.57
"209","2007-10-30",5.63
"210","2007-10-31",5.45
"211","2007-11-01",5.2
"212","2007-11-02",5.67
"213","2007-11-05",5.82
"214","2007-11-06",5.58
"215","2007-11-07",4.98
"216","2007-11-08",4.9
"217","2007-11-09",4.67
"218","2007-11-12",4.63
"219","2007-11-13",4.69
"220","2007-11-14",4.89
"221","2007-11-15",4.96
"222","2007-11-16",5.14
"223","2007-11-19",4.99
"224","2007-11-20",5.23
"225","2007-11-21",4.87
"226","2007-11-23",4.87
"227","2007-11-26",5.05
"228","2007-11-27",5
"229","2007-11-28",4.92
"230","2007-11-29",4.83
"231","2007-11-30",4.8
"232","2007-12-03",4.96
"233","2007-12-04",4.75
"234","2007-12-05",4.7
"235","2007-12-06",4.75
"236","2007-12-07",4.6
"237","2007-12-10",4.55
"238","2007-12-11",4.4
"239","2007-12-12",4.31
"240","2007-12-13",4.46
"241","2007-12-14",4.38
"242","2007-12-17",4.37
"243","2007-12-18",4.41
"244","2007-12-19",4.35
"245","2007-12-20",4.4
"246","2007-12-21",4.54
"247","2007-12-24",4.45
"248","2007-12-26",4.74
"249","2007-12-27",4.55
"250","2007-12-28",4.36
"251","2007-12-31",4.52
"252","2008-01-02",4.63
"253","2008-01-03",4.56
"254","2008-01-04",4.62
"255","2008-01-07",4.34
"256","2008-01-08",4.28
"257","2008-01-09",4.67
"258","2008-01-10",4.52
"259","2008-01-11",4.4
"260","2008-01-14",4.44
"261","2008-01-15",4.3
"262","2008-01-16",4.19
"263","2008-01-17",4.19
"264","2008-01-18",4.28
"265","2008-01-22",4.28
"266","2008-01-23",4.25
"267","2008-01-24",4.39
"268","2008-01-25",4.34
"269","2008-01-28",4.2
"270","2008-01-29",4.59
"271","2008-01-30",4.3
"272","2008-01-31",4.42
"273","2008-02-01",4.41
"274","2008-02-04",4.31
"275","2008-02-05",4.33
"276","2008-02-06",4.41
"277","2008-02-07",4.4
"278","2008-02-08",4.43
"279","2008-02-11",4.3
"280","2008-02-12",4.39
"281","2008-02-13",4.43
"282","2008-02-14",4.29
"283","2008-02-15",4.34
"284","2008-02-19",4.23
"285","2008-02-20",4.35
"286","2008-02-21",4.17
"287","2008-02-22",4.2
"288","2008-02-25",4.39
"289","2008-02-26",4.25
"290","2008-02-27",4.31
"291","2008-02-28",4.27
"292","2008-02-29",4.31
"293","2008-03-03",4.16
"294","2008-03-04",4.2
"295","2008-03-05",4.16
"296","2008-03-06",4.3
"297","2008-03-07",4.36
"298","2008-03-10",4.15
"299","2008-03-11",4.16
"300","2008-03-12",4.09
"301","2008-03-13",4.11
"302","2008-03-14",4.08
"303","2008-03-17",3.94
"304","2008-03-18",4.02
"305","2008-03-19",4
"306","2008-03-20",4
"307","2008-03-24",3.89
"308","2008-03-25",3.69
"309","2008-03-26",3.9
"310","2008-03-27",3.86
"311","2008-03-28",3.96
"312","2008-03-31",3.86
"313","2008-04-01",3.9
"314","2008-04-02",3.83
"315","2008-04-03",3.53
"316","2008-04-04",3.82
"317","2008-04-07",3.81
"318","2008-04-08",3.72
"319","2008-04-09",3.66
"320","2008-04-10",3.7
"321","2008-04-11",3.7
"322","2008-04-14",3.72
"323","2008-04-15",3.7
"324","2008-04-16",3.84
"325","2008-04-17",4.09
"326","2008-04-18",4.23
"327","2008-04-21",4.22
"328","2008-04-22",4.11
"329","2008-04-23",3.83
"330","2008-04-24",4.02
"331","2008-04-25",4
"332","2008-04-28",3.9
"333","2008-04-29",3.78
"334","2008-04-30",3.79
"335","2008-05-01",3.95
"336","2008-05-02",4
"337","2008-05-05",3.81
"338","2008-05-06",3.96
"339","2008-05-07",3.92
"340","2008-05-08",3.94
"341","2008-05-09",4
"342","2008-05-12",3.89
"343","2008-05-13",3.79
"344","2008-05-14",3.73
"345","2008-05-15",3.73
"346","2008-05-16",3.71
"347","2008-05-19",3.74
"348","2008-05-20",3.75
"349","2008-05-21",3.62
"350","2008-05-22",3.63
"351","2008-05-23",3.65
"352","2008-05-27",3.73
"353","2008-05-28",3.71
"354","2008-05-29",3.6
"355","2008-05-30",3.6
"356","2008-06-02",3.63
"357","2008-06-03",3.69
"358","2008-06-04",3.64
"359","2008-06-05",3.6
"360","2008-06-06",3.71
"361","2008-06-09",3.53
"362","2008-06-10",3.51
"363","2008-06-11",3.59
"364","2008-06-12",3.54
"365","2008-06-13",3.45
"366","2008-06-16",3.48
"367","2008-06-17",3.45
"368","2008-06-18",3.26
"369","2008-06-19",3.33
"370","2008-06-20",3.35
"371","2008-06-23",3.37
"372","2008-06-24",3.37
"373","2008-06-25",3.35
"374","2008-06-26",3.25
"375","2008-06-27",3.19
"376","2008-06-30",3.15
"377","2008-07-01",3.07
"378","2008-07-02",2.97
"379","2008-07-03",3
"380","2008-07-07",2.98
"381","2008-07-08",2.96
"382","2008-07-09",2.94
"383","2008-07-10",2.93
"384","2008-07-11",2.89
"385","2008-07-14",2.83
"386","2008-07-15",2.78
"387","2008-07-16",2.6
"388","2008-07-17",3.04
"389","2008-07-18",3.2
"390","2008-07-21",3.23
"391","2008-07-22",3.28
"392","2008-07-23",3.1
"393","2008-07-24",3.38
"394","2008-07-25",3.4
"395","2008-07-28",3.39
"396","2008-07-29",3.13
"397","2008-07-30",3.63
"398","2008-07-31",3.5
"399","2008-08-01",3.07
"400","2008-08-04",3.07
"401","2008-08-05",3.11
"402","2008-08-06",3.28
"403","2008-08-07",3.28
"404","2008-08-08",3.29
"405","2008-08-11",3.2
"406","2008-08-12",3.08
"407","2008-08-13",3.08
"408","2008-08-14",2.86
"409","2008-08-15",2.94
"410","2008-08-18",3
"411","2008-08-19",3
"412","2008-08-20",2.92
"413","2008-08-21",2.82
"414","2008-08-22",2.92
"415","2008-08-25",2.97
"416","2008-08-26",2.79
"417","2008-08-27",2.69
"418","2008-08-28",2.71
"419","2008-08-29",2.7
"420","2008-09-02",2.72
"421","2008-09-03",2.74
"422","2008-09-04",2.7
"423","2008-09-05",2.78
"424","2008-09-08",2.65
"425","2008-09-09",2.6
"426","2008-09-10",2.66
"427","2008-09-11",2.66
"428","2008-09-12",2.54
"429","2008-09-15",2.45
"430","2008-09-16",2.51
"431","2008-09-17",2.25
"432","2008-09-18",2.29
"433","2008-09-19",2.49
"434","2008-09-22",2.32
"435","2008-09-23",2.42
"436","2008-09-24",2.11
"437","2008-09-25",2.4
"438","2008-09-26",2.25
"439","2008-09-29",2.04
"440","2008-09-30",2.14
"441","2008-10-01",2.01
"442","2008-10-02",2.02
"443","2008-10-03",2
"444","2008-10-06",1.75
"445","2008-10-07",1.87
"446","2008-10-08",1.33
"447","2008-10-09",1.52
"448","2008-10-10",1.59
"449","2008-10-13",1.76
"450","2008-10-14",2.05
"451","2008-10-15",2.3
"452","2008-10-16",2.18
"453","2008-10-17",2.18
"454","2008-10-20",1.86
"455","2008-10-21",1.84
"456","2008-10-22",1.49
"457","2008-10-23",1.62
"458","2008-10-24",1.4
"459","2008-10-27",1.5
"460","2008-10-28",1.44
"461","2008-10-29",1.44
"462","2008-10-30",1.93
"463","2008-10-31",2.05
"464","2008-11-03",1.81
"465","2008-11-04",1.91
"466","2008-11-05",1.88
"467","2008-11-06",1.95
"468","2008-11-07",1.76
"469","2008-11-10",1.49
"470","2008-11-11",1.3
"471","2008-11-12",1.49
"472","2008-11-13",1.3
"473","2008-11-14",1.3
"474","2008-11-17",1.3
"475","2008-11-18",1.11
"476","2008-11-19",1.06
"477","2008-11-20",1.06
"478","2008-11-21",1.1
"479","2008-11-24",1.02
"480","2008-11-25",0.93
"481","2008-11-26",0.95
"482","2008-11-28",0.95
"483","2008-12-01",0.98
"484","2008-12-02",1.05
"485","2008-12-03",0.95
"486","2008-12-04",0.88
"487","2008-12-05",0.87
"488","2008-12-08",0.81
"489","2008-12-09",0.8
"490","2008-12-10",0.85
"491","2008-12-11",0.85
"492","2008-12-12",0.75
"493","2008-12-15",0.75
"494","2008-12-16",0.87
"495","2008-12-17",0.82
"496","2008-12-18",0.67
"497","2008-12-19",0.85
"498","2008-12-22",0.74
"499","2008-12-23",0.72
"500","2008-12-24",0.67
"501","2008-12-26",0.67
"502","2008-12-29",0.59
"503","2008-12-30",0.67
"504","2008-12-31",0.78
"505","2009-01-02",0.86
"506","2009-01-05",0.98
"507","2009-01-06",0.95
"508","2009-01-07",0.96
"509","2009-01-08",0.99
"510","2009-01-09",0.91
"511","2009-01-12",0.91
"512","2009-01-13",1
"513","2009-01-14",1
"514","2009-01-15",0.91
"515","2009-01-16",1
"516","2009-01-20",1.04
"517","2009-01-21",1.04
"518","2009-01-22",0.97
"519","2009-01-23",0.78
"520","2009-01-26",0.81
"521","2009-01-27",0.82
"522","2009-01-28",0.83
"523","2009-01-29",0.82
"524","2009-01-30",1.12
"525","2009-02-02",1
"526","2009-02-03",0.92
"527","2009-02-04",1.12
"528","2009-02-05",0.98
"529","2009-02-06",0.86
"530","2009-02-09",1
"531","2009-02-10",1.05
"532","2009-02-11",1.04
"533","2009-02-12",1
"534","2009-02-13",1.12
"535","2009-02-17",1
"536","2009-02-18",0.82
"537","2009-02-19",1.19
"538","2009-02-20",0.99
"539","2009-02-23",1.01
"540","2009-02-24",1.12
"541","2009-02-25",1.02
"542","2009-02-26",1.02
"543","2009-02-27",1.02
"544","2009-03-02",0.89
"545","2009-03-03",0.9
"546","2009-03-04",0.92
"547","2009-03-05",1
"548","2009-03-06",0.94
"549","2009-03-09",0.9
"550","2009-03-10",0.95
"551","2009-03-11",0.9
"552","2009-03-12",0.9
"553","2009-03-13",0.91
"554","2009-03-16",0.81
"555","2009-03-17",0.72
"556","2009-03-18",0.72
"557","2009-03-19",0.74
"558","2009-03-20",0.7
"559","2009-03-23",0.84
"560","2009-03-24",0.76
"561","2009-03-25",0.84
"562","2009-03-26",0.83
"563","2009-03-27",0.83
"564","2009-03-30",0.9
"565","2009-03-31",0.94
"566","2009-04-01",0.86
"567","2009-04-02",0.94
"568","2009-04-03",0.87
"569","2009-04-06",0.81
"570","2009-04-07",0.92
"571","2009-04-08",1.05
"572","2009-04-09",1.15
"573","2009-04-13",1.48
"574","2009-04-14",1.44
"575","2009-04-15",1.21
"576","2009-04-16",1.55
"577","2009-04-17",1.85
"578","2009-04-20",1.85
"579","2009-04-21",1.76
"580","2009-04-22",2
"581","2009-04-23",2.19
"582","2009-04-24",2.2
"583","2009-04-27",2.51
"584","2009-04-28",2.25
"585","2009-04-29",2.25
"586","2009-04-30",2.3
"587","2009-05-01",2.35
"588","2009-05-04",2.55
"589","2009-05-05",2.8
"590","2009-05-06",2.8
"591","2009-05-07",2.75
"592","2009-05-08",2.91
"593","2009-05-11",2.55
"594","2009-05-12",2.26
"595","2009-05-13",2.31
"596","2009-05-14",2.3
"597","2009-05-15",2.3
"598","2009-05-18",2.48
"599","2009-05-19",2.25
"600","2009-05-20",2.24
"601","2009-05-21",2.11
"602","2009-05-22",2.29
"603","2009-05-26",2.25
"604","2009-05-27",2.35
"605","2009-05-28",2.39
"606","2009-05-29",2.31
"607","2009-06-01",2.31
"608","2009-06-02",2.31
"609","2009-06-03",2.21
"610","2009-06-04",2.23
"611","2009-06-05",2.21
"612","2009-06-08",2.19
"613","2009-06-09",2.15
"614","2009-06-10",2.12
"615","2009-06-11",2.1
"616","2009-06-12",2.13
"617","2009-06-15",2.08
"618","2009-06-16",2.1
"619","2009-06-17",2.01
"620","2009-06-18",2.2
"621","2009-06-19",2.11
"622","2009-06-22",2.04
"623","2009-06-23",2
"624","2009-06-24",1.99
"625","2009-06-25",2
"626","2009-06-26",2.07
"627","2009-06-29",1.99
"628","2009-06-30",1.99
"629","2009-07-01",2.02
"630","2009-07-02",1.96
"631","2009-07-06",1.94
"632","2009-07-07",1.92
"633","2009-07-08",1.91
"634","2009-07-09",1.9
"635","2009-07-10",1.9
"636","2009-07-13",1.91
"637","2009-07-14",1.87
"638","2009-07-15",1.86
"639","2009-07-16",1.79
"640","2009-07-17",1.71
"641","2009-07-20",1.73
"642","2009-07-21",1.8
"643","2009-07-22",1.79
"644","2009-07-23",1.84
"645","2009-07-24",1.81
"646","2009-07-27",1.75
"647","2009-07-28",1.72
"648","2009-07-29",1.71
"649","2009-07-30",1.65
"650","2009-07-31",1.6
"651","2009-08-03",1.68
"652","2009-08-04",1.77
"653","2009-08-05",2.11
"654","2009-08-06",1.98
"655","2009-08-07",1.95
"656","2009-08-10",1.92
"657","2009-08-11",1.8
"658","2009-08-12",1.87
"659","2009-08-13",1.85
"660","2009-08-14",1.82
"661","2009-08-17",1.75
"662","2009-08-18",1.8
"663","2009-08-19",1.96
"664","2009-08-20",2.04
"665","2009-08-21",2.1
"666","2009-08-24",2.15
"667","2009-08-25",2.11
"668","2009-08-26",2.27
"669","2009-08-27",2.5
"670","2009-08-28",2.45
"671","2009-08-31",2.5
"672","2009-09-01",2.39
"673","2009-09-02",2.38
"674","2009-09-03",2.42
"675","2009-09-04",2.63
"676","2009-09-08",2.35
"677","2009-09-09",2.44
"678","2009-09-10",2.49
"679","2009-09-11",2.27
"680","2009-09-14",2.18
"681","2009-09-15",2.09
"682","2009-09-16",2.22
"683","2009-09-17",2.33
"684","2009-09-18",2.24
"685","2009-09-21",2.32
"686","2009-09-22",2.37
"687","2009-09-23",2.47
"688","2009-09-24",2.39
"689","2009-09-25",2.36
"690","2009-09-28",2.32
"691","2009-09-29",2.28
"692","2009-09-30",2.44
"693","2009-10-01",2.31
"694","2009-10-02",2.19
"695","2009-10-05",2.5
"696","2009-10-06",2.52
"697","2009-10-07",2.38
"698","2009-10-08",2.4
"699","2009-10-09",2.4
"700","2009-10-12",2.48
"701","2009-10-13",2.46
"702","2009-10-14",2.5
"703","2009-10-15",2.6
"704","2009-10-16",2.53
"705","2009-10-19",2.55
"706","2009-10-20",2.57
"707","2009-10-21",2.56
"708","2009-10-22",2.7
"709","2009-10-23",2.75
"710","2009-10-26",2.69
"711","2009-10-27",2.58
"712","2009-10-28",2.58
"713","2009-10-29",2.56
"714","2009-10-30",2.54
"715","2009-11-02",2.51
"716","2009-11-03",2.41
"717","2009-11-04",2.3
"718","2009-11-05",2.42
"719","2009-11-06",2.44
"720","2009-11-09",2.39
"721","2009-11-10",2.22
"722","2009-11-11",2.19
"723","2009-11-12",2.35
"724","2009-11-13",2.33
"725","2009-11-16",2.07
"726","2009-11-17",2.01
"727","2009-11-18",1.9
"728","2009-11-19",1.99
"729","2009-11-20",1.9
"730","2009-11-23",1.91
"731","2009-11-24",1.8
"732","2009-11-25",1.83
"733","2009-11-27",1.76
"734","2009-11-30",1.75
"735","2009-12-01",1.74
"736","2009-12-02",1.8
"737","2009-12-03",1.84
"738","2009-12-04",1.8
"739","2009-12-07",1.83
"740","2009-12-08",1.83
"741","2009-12-09",1.85
"742","2009-12-10",1.85
"743","2009-12-11",1.89
"744","2009-12-14",1.87
"745","2009-12-15",1.87
"746","2009-12-16",1.9
"747","2009-12-17",1.87
"748","2009-12-18",1.85
"749","2009-12-21",1.9
"750","2009-12-22",1.87
"751","2009-12-23",1.87
"752","2009-12-24",1.82
"753","2009-12-28",1.83
"754","2009-12-29",1.83
"755","2009-12-30",1.85
"756","2009-12-31",1.9
"757","2010-01-04",1.76
"758","2010-01-05",1.79
"759","2010-01-06",1.77
"760","2010-01-07",1.86
"761","2010-01-08",2.11
"762","2010-01-11",2.56
"763","2010-01-12",2.74
"764","2010-01-13",2.57
"765","2010-01-14",2.7
"766","2010-01-15",2.65
"767","2010-01-19",2.72
"768","2010-01-20",2.72
"769","2010-01-21",2.57
"770","2010-01-22",2.49
"771","2010-01-25",2.49
"772","2010-01-26",2.29
"773","2010-01-27",2.28
"774","2010-01-28",2.28
"775","2010-01-29",2.09
"776","2010-02-01",2.03
"777","2010-02-02",1.97
"778","2010-02-03",2
"779","2010-02-04",2.11
"780","2010-02-05",2.09
"781","2010-02-08",2.13
"782","2010-02-09",2.09
"783","2010-02-10",2.02
"784","2010-02-11",2.12
"785","2010-02-12",2.15
"786","2010-02-16",2.36
"787","2010-02-17",2.36
"788","2010-02-18",2.25
"789","2010-02-19",2.45
"790","2010-02-22",2.36
"791","2010-02-23",2.36
"792","2010-02-24",2.23
"793","2010-02-25",2.12
"794","2010-02-26",2.31
"795","2010-03-01",2.31
"796","2010-03-02",2.16
"797","2010-03-03",2.13
"798","2010-03-04",2.13
"799","2010-03-05",2.16
"800","2010-03-08",2.2
"801","2010-03-09",2.19
"802","2010-03-10",2.14
"803","2010-03-11",2.36
"804","2010-03-12",2.35
"805","2010-03-15",2.33
"806","2010-03-16",2.32
"807","2010-03-17",2.31
"808","2010-03-18",2.27
"809","2010-03-19",2.19
"810","2010-03-22",2.26
"811","2010-03-23",2.25
"812","2010-03-24",2.2
"813","2010-03-25",2.16
"814","2010-03-26",2.17
"815","2010-03-29",2.18
"816","2010-03-30",2.18
"817","2010-03-31",2.22
"818","2010-04-01",2.13
"819","2010-04-05",2.22
"820","2010-04-06",2.16
"821","2010-04-07",2.13
"822","2010-04-08",2.08
"823","2010-04-09",2.18
"824","2010-04-12",2.18
"825","2010-04-13",2.34
"826","2010-04-14",2.39
"827","2010-04-15",2.3
"828","2010-04-16",2.29
"829","2010-04-19",2.25
"830","2010-04-20",2.17
"831","2010-04-21",2.17
"832","2010-04-22",2.15
"833","2010-04-23",2.09
"834","2010-04-26",2.15
"835","2010-04-27",2.24
"836","2010-04-28",2.2
"837","2010-04-29",2.28
"838","2010-04-30",2.27
"839","2010-05-03",2.29
"840","2010-05-04",2.99
"841","2010-05-05",2.51
"842","2010-05-06",2.55
"843","2010-05-07",2.43
"844","2010-05-10",2.54
"845","2010-05-11",2.6
"846","2010-05-12",2.75
"847","2010-05-13",2.74
"848","2010-05-14",2.62
"849","2010-05-17",2.57
"850","2010-05-18",2.6
"851","2010-05-19",2.68
"852","2010-05-20",2.66
"853","2010-05-21",2.73
"854","2010-05-24",2.67
"855","2010-05-25",2.76
"856","2010-05-26",2.65
"857","2010-05-27",2.66
"858","2010-05-28",2.6
"859","2010-06-01",2.58
"860","2010-06-02",2.56
"861","2010-06-03",2.55
"862","2010-06-04",2.59
"863","2010-06-07",2.53
"864","2010-06-08",2.24
"865","2010-06-09",2.15
"866","2010-06-10",2.21
"867","2010-06-11",2.19
"868","2010-06-14",2.11
"869","2010-06-15",2.18
"870","2010-06-16",2.21
"871","2010-06-17",2.22
"872","2010-06-18",2.2
"873","2010-06-21",2.2
"874","2010-06-22",2.14
"875","2010-06-23",2.17
"876","2010-06-24",2.21
"877","2010-06-25",2.19
"878","2010-06-28",2.13
"879","2010-06-29",2.17
"880","2010-06-30",2.22
"881","2010-07-01",2.06
"882","2010-07-02",2.01
"883","2010-07-06",2
"884","2010-07-07",1.97
"885","2010-07-08",1.95
"886","2010-07-09",2.01
"887","2010-07-12",2.1
"888","2010-07-13",2.12
"889","2010-07-14",2.1
"890","2010-07-15",2.19
"891","2010-07-16",2.06
"892","2010-07-19",2.01
"893","2010-07-20",2.03
"894","2010-07-21",2.13
"895","2010-07-22",2.14
"896","2010-07-23",2.08
"897","2010-07-26",1.99
"898","2010-07-27",2.04
"899","2010-07-28",2.04
"900","2010-07-29",1.96
"901","2010-07-30",2.02
"902","2010-08-02",2
"903","2010-08-03",2.03
"904","2010-08-04",2.02
"905","2010-08-05",1.97
"906","2010-08-06",2.07
"907","2010-08-09",2.08
"908","2010-08-10",1.93
"909","2010-08-11",1.93
"910","2010-08-12",1.93
"911","2010-08-13",2.06
"912","2010-08-16",1.9
"913","2010-08-17",2.02
"914","2010-08-18",2.07
"915","2010-08-19",1.82
"916","2010-08-20",1.89
"917","2010-08-23",1.86
"918","2010-08-24",1.87
"919","2010-08-25",1.75
"920","2010-08-26",1.8
"921","2010-08-27",1.78
"922","2010-08-30",1.83
"923","2010-08-31",1.92
"924","2010-09-01",1.86
"925","2010-09-02",1.93
"926","2010-09-03",1.81
"927","2010-09-07",1.83
"928","2010-09-08",1.87
"929","2010-09-09",1.94
"930","2010-09-10",1.96
"931","2010-09-13",1.96
"932","2010-09-14",1.98
"933","2010-09-15",2.02
"934","2010-09-16",2
"935","2010-09-17",2.05
"936","2010-09-20",2.03
"937","2010-09-21",2.05
"938","2010-09-22",2
"939","2010-09-23",2
"940","2010-09-24",1.96
"941","2010-09-27",1.97
"942","2010-09-28",2.21
"943","2010-09-29",2.21
"944","2010-09-30",2.28
"945","2010-10-01",2.25
"946","2010-10-04",2.3
"947","2010-10-05",2.39
"948","2010-10-06",2.37
"949","2010-10-07",2.34
"950","2010-10-08",2.24
"951","2010-10-11",2.16
"952","2010-10-12",2.14
"953","2010-10-13",2.28
"954","2010-10-14",2.2
"955","2010-10-15",2.2
"956","2010-10-18",2.2
"957","2010-10-19",2.2
"958","2010-10-20",2.24
"959","2010-10-21",2.4
"960","2010-10-22",2.4
"961","2010-10-25",2.4
"962","2010-10-26",2.35
"963","2010-10-27",2.35
"964","2010-10-28",2.35
"965","2010-10-29",2.29
"966","2010-11-01",2.28
"967","2010-11-02",2.21
"968","2010-11-03",2.45
"969","2010-11-04",2.4
"970","2010-11-05",2.4
"971","2010-11-08",2.33
"972","2010-11-09",2.32
"973","2010-11-10",2.4
"974","2010-11-11",2.38
"975","2010-11-12",2.36
"976","2010-11-15",2.48
"977","2010-11-16",2.47
"978","2010-11-17",2.43
"979","2010-11-18",2.46
"980","2010-11-19",2.45
"981","2010-11-22",2.48
"982","2010-11-23",2.69
"983","2010-11-24",2.88
"984","2010-11-26",2.81
"985","2010-11-29",2.53
"986","2010-11-30",2.41
"987","2010-12-01",2.35
"988","2010-12-02",2.56
"989","2010-12-03",2.65
"990","2010-12-06",2.65
"991","2010-12-07",2.67
"992","2010-12-08",2.57
"993","2010-12-09",2.43
"994","2010-12-10",2.31
"995","2010-12-13",2.32
"996","2010-12-14",2.26
"997","2010-12-15",2.26
"998","2010-12-16",2.25
"999","2010-12-17",2.3
"1000","2010-12-20",2.26
"1001","2010-12-21",2.26
"1002","2010-12-22",2.18
