"","date","FIBK"
"1","2010-03-24",15.7
"2","2010-03-25",16.059999
"3","2010-03-26",16.549999
"4","2010-03-29",16.690001
"5","2010-03-30",16.34
"6","2010-03-31",16.25
"7","2010-04-01",16.01
"8","2010-04-05",16.030001
"9","2010-04-06",15.97
"10","2010-04-07",15.85
"11","2010-04-08",15.9
"12","2010-04-09",15.98
"13","2010-04-12",16
"14","2010-04-13",15.71
"15","2010-04-14",16
"16","2010-04-15",16.1
"17","2010-04-16",15.9
"18","2010-04-19",15.84
"19","2010-04-20",16.040001
"20","2010-04-21",16.110001
"21","2010-04-22",16.51
"22","2010-04-23",16.66
"23","2010-04-26",16.17
"24","2010-04-27",15.98
"25","2010-04-28",16.24
"26","2010-04-29",16.309999
"27","2010-04-30",16.200001
"28","2010-05-03",16.16
"29","2010-05-04",16.190001
"30","2010-05-05",16.18
"31","2010-05-06",15.91
"32","2010-05-07",15.77
"33","2010-05-10",15.65
"34","2010-05-11",15.76
"35","2010-05-12",15.86
"36","2010-05-13",15.92
"37","2010-05-14",15.84
"38","2010-05-17",15.72
"39","2010-05-18",15.54
"40","2010-05-19",15.37
"41","2010-05-20",15.31
"42","2010-05-21",15.39
"43","2010-05-24",15.3
"44","2010-05-25",15.07
"45","2010-05-26",15.28
"46","2010-05-27",15.8
"47","2010-05-28",15.75
"48","2010-06-01",16.17
"49","2010-06-02",16
"50","2010-06-03",15.88
"51","2010-06-04",15.73
"52","2010-06-07",15.64
"53","2010-06-08",15.64
"54","2010-06-09",15.35
"55","2010-06-10",15.31
"56","2010-06-11",15.4
"57","2010-06-14",15.37
"58","2010-06-15",15.62
"59","2010-06-16",15.81
"60","2010-06-17",15.65
"61","2010-06-18",15.82
"62","2010-06-21",15.71
"63","2010-06-22",15.89
"64","2010-06-23",16.110001
"65","2010-06-24",15.96
"66","2010-06-25",16.209999
"67","2010-06-28",15.8
"68","2010-06-29",15.71
"69","2010-06-30",15.73
"70","2010-07-01",15.46
"71","2010-07-02",15.54
"72","2010-07-06",15.76
"73","2010-07-07",15.6
"74","2010-07-08",15.6
"75","2010-07-09",15.73
"76","2010-07-12",15.2
"77","2010-07-13",15.7
"78","2010-07-14",15.49
"79","2010-07-15",15.22
"80","2010-07-16",14.95
"81","2010-07-19",14.93
"82","2010-07-20",14.95
"83","2010-07-21",14.69
"84","2010-07-22",14.97
"85","2010-07-23",14.26
"86","2010-07-26",13.16
"87","2010-07-27",13.02
"88","2010-07-28",13.13
"89","2010-07-29",13.13
"90","2010-07-30",13.3
"91","2010-08-02",13.98
"92","2010-08-03",13.6
"93","2010-08-04",13.53
"94","2010-08-05",13.39
"95","2010-08-06",13.5
"96","2010-08-09",13.64
"97","2010-08-10",13.11
"98","2010-08-11",12.69
"99","2010-08-12",12.51
"100","2010-08-13",12.36
"101","2010-08-16",12.14
"102","2010-08-17",12.5
"103","2010-08-18",12.6
"104","2010-08-19",12.14
"105","2010-08-20",12.22
"106","2010-08-23",12
"107","2010-08-24",11.98
"108","2010-08-25",12.2
"109","2010-08-26",12
"110","2010-08-27",12.41
"111","2010-08-30",11.5
"112","2010-08-31",11.42
"113","2010-09-01",12.13
"114","2010-09-02",12.07
"115","2010-09-03",12.82
"116","2010-09-07",12.7
"117","2010-09-08",13.36
"118","2010-09-09",13.19
"119","2010-09-10",13.08
"120","2010-09-13",13.48
"121","2010-09-14",13.47
"122","2010-09-15",13.39
"123","2010-09-16",13.4
"124","2010-09-17",13.1
"125","2010-09-20",13.37
"126","2010-09-21",13.4
"127","2010-09-22",13.36
"128","2010-09-23",13.02
"129","2010-09-24",13.41
"130","2010-09-27",13.42
"131","2010-09-28",13.4
"132","2010-09-29",13.43
"133","2010-09-30",13.46
"134","2010-10-01",13.55
"135","2010-10-04",13.37
"136","2010-10-05",13.37
"137","2010-10-06",13.16
"138","2010-10-07",12.78
"139","2010-10-08",12.47
"140","2010-10-11",12.47
"141","2010-10-12",12.29
"142","2010-10-13",12.42
"143","2010-10-14",12.45
"144","2010-10-15",12.61
"145","2010-10-18",12.79
"146","2010-10-19",12.62
"147","2010-10-20",12.42
"148","2010-10-21",12.27
"149","2010-10-22",12.43
"150","2010-10-25",12.11
"151","2010-10-26",12.57
"152","2010-10-27",12.57
"153","2010-10-28",12.84
"154","2010-10-29",12.96
"155","2010-11-01",12.88
"156","2010-11-02",13
"157","2010-11-03",13
"158","2010-11-04",13.04
"159","2010-11-05",13.02
"160","2010-11-08",13.03
"161","2010-11-09",13
"162","2010-11-10",13.29
"163","2010-11-11",14.12
"164","2010-11-12",14.21
"165","2010-11-15",14.46
"166","2010-11-16",14
"167","2010-11-17",13.98
"168","2010-11-18",14.02
"169","2010-11-19",14.04
"170","2010-11-22",14.15
"171","2010-11-23",14.07
"172","2010-11-24",14.11
"173","2010-11-26",14.17
"174","2010-11-29",14.41
"175","2010-11-30",13.62
"176","2010-12-01",14.38
"177","2010-12-02",14.27
"178","2010-12-03",14.54
"179","2010-12-06",14.48
"180","2010-12-07",14.48
"181","2010-12-08",14.35
"182","2010-12-09",14.69
"183","2010-12-10",15
"184","2010-12-13",14.89
"185","2010-12-14",14.63
"186","2010-12-15",14.46
"187","2010-12-16",14.49
"188","2010-12-17",14.89
"189","2010-12-20",14.8
"190","2010-12-21",15
"191","2010-12-22",15.11
"192","2010-12-23",15
"193","2010-12-27",15.14
"194","2010-12-28",15.23
"195","2010-12-29",15.31
"196","2010-12-30",15.37
"197","2010-12-31",15.24
"198","2011-01-03",15.57
"199","2011-01-04",15.49
"200","2011-01-05",15.53
"201","2011-01-06",15.9
"202","2011-01-07",15.59
"203","2011-01-10",15.74
"204","2011-01-11",15.51
"205","2011-01-12",15.09
"206","2011-01-13",14.83
"207","2011-01-14",15.04
"208","2011-01-18",15.17
"209","2011-01-19",14.8
"210","2011-01-20",14.25
"211","2011-01-21",13.61
"212","2011-01-24",13.45
"213","2011-01-25",13.74
"214","2011-01-26",13.84
"215","2011-01-27",13.71
"216","2011-01-28",13.08
"217","2011-01-31",12.99
"218","2011-02-01",13.68
"219","2011-02-02",13.46
"220","2011-02-03",13.7
"221","2011-02-04",13.64
"222","2011-02-07",13.62
"223","2011-02-08",13.62
"224","2011-02-09",13.8
"225","2011-02-10",13.88
"226","2011-02-11",14.2
"227","2011-02-14",14.49
"228","2011-02-15",14.69
"229","2011-02-16",15.09
"230","2011-02-17",15.05
"231","2011-02-18",15.15
"232","2011-02-22",15
"233","2011-02-23",15
"234","2011-02-24",14.37
"235","2011-02-25",14.2
"236","2011-02-28",14.29
"237","2011-03-01",14.3
"238","2011-03-02",14.23
"239","2011-03-03",14.58
"240","2011-03-04",14.66
"241","2011-03-07",14.49
"242","2011-03-08",14.61
"243","2011-03-09",14.35
"244","2011-03-10",14.15
"245","2011-03-11",14.07
"246","2011-03-14",13.96
"247","2011-03-15",13.92
"248","2011-03-16",13.99
"249","2011-03-17",13.75
"250","2011-03-18",13.94
"251","2011-03-21",14
"252","2011-03-22",14.1
"253","2011-03-23",13.95
"254","2011-03-24",13.8
"255","2011-03-25",13.68
"256","2011-03-28",13.58
"257","2011-03-29",13.63
"258","2011-03-30",13.68
"259","2011-03-31",13.6
"260","2011-04-01",13.59
"261","2011-04-04",13.52
"262","2011-04-05",13.55
"263","2011-04-06",13.63
"264","2011-04-07",13.53
"265","2011-04-08",13.36
"266","2011-04-11",13.32
"267","2011-04-12",13.24
"268","2011-04-13",13.33
"269","2011-04-14",13.28
"270","2011-04-15",13.32
"271","2011-04-18",13.37
"272","2011-04-19",13.3
"273","2011-04-20",13.4
"274","2011-04-21",13.4
"275","2011-04-25",13.29
"276","2011-04-26",13.19
"277","2011-04-27",13.26
"278","2011-04-28",13.39
"279","2011-04-29",13.68
"280","2011-05-02",13.57
"281","2011-05-03",13.7
"282","2011-05-04",13.37
"283","2011-05-05",13.4
"284","2011-05-06",13.16
"285","2011-05-09",13.27
"286","2011-05-10",13.64
"287","2011-05-11",13.26
"288","2011-05-12",13.45
"289","2011-05-13",13.34
"290","2011-05-16",13.2
"291","2011-05-17",13.29
"292","2011-05-18",13.81
"293","2011-05-19",13.68
"294","2011-05-20",13.41
"295","2011-05-23",13.25
"296","2011-05-24",13.25
"297","2011-05-25",13.35
"298","2011-05-26",13.32
"299","2011-05-27",13.49
"300","2011-05-31",14.2
"301","2011-06-01",13.65
"302","2011-06-02",13.71
"303","2011-06-03",13.6
"304","2011-06-06",13.53
"305","2011-06-07",13.55
"306","2011-06-08",13.46
"307","2011-06-09",13.52
"308","2011-06-10",13.43
"309","2011-06-13",13.67
"310","2011-06-14",13.85
"311","2011-06-15",13.54
"312","2011-06-16",13.93
"313","2011-06-17",14.07
"314","2011-06-20",14.7
"315","2011-06-21",14.63
"316","2011-06-22",14.51
"317","2011-06-23",14.58
"318","2011-06-24",14.39
"319","2011-06-27",14.61
"320","2011-06-28",14.68
"321","2011-06-29",14.44
"322","2011-06-30",14.74
"323","2011-07-01",14.59
"324","2011-07-05",14.48
"325","2011-07-06",14.56
"326","2011-07-07",14.83
"327","2011-07-08",14.65
"328","2011-07-11",14.26
"329","2011-07-12",14.12
"330","2011-07-13",14.27
"331","2011-07-14",14.36
"332","2011-07-15",14.33
"333","2011-07-18",14
"334","2011-07-19",14.14
"335","2011-07-20",13.92
"336","2011-07-21",14.22
"337","2011-07-22",13.73
"338","2011-07-25",13.76
"339","2011-07-26",13.72
"340","2011-07-27",13.28
"341","2011-07-28",13.12
"342","2011-07-29",13.38
"343","2011-08-01",13.47
"344","2011-08-02",13.36
"345","2011-08-03",13.54
"346","2011-08-04",12.95
"347","2011-08-05",12.33
"348","2011-08-08",11.96
"349","2011-08-09",12.04
"350","2011-08-10",11.78
"351","2011-08-11",11.9
"352","2011-08-12",11.62
"353","2011-08-15",11.84
"354","2011-08-16",12.03
"355","2011-08-17",12.17
"356","2011-08-18",12.05
"357","2011-08-19",12.17
"358","2011-08-22",11.85
"359","2011-08-23",12.51
"360","2011-08-24",13.42
"361","2011-08-25",12.24
"362","2011-08-26",12.04
"363","2011-08-29",12.38
"364","2011-08-30",12.3
"365","2011-08-31",12.19
"366","2011-09-01",11.6
"367","2011-09-02",11.1
"368","2011-09-06",11.36
"369","2011-09-07",11.6
"370","2011-09-08",11.29
"371","2011-09-09",11.07
"372","2011-09-12",11.22
"373","2011-09-13",11.26
"374","2011-09-14",11.58
"375","2011-09-15",11.66
"376","2011-09-16",11.52
"377","2011-09-19",11.1
"378","2011-09-20",11
"379","2011-09-21",10.79
"380","2011-09-22",10.39
"381","2011-09-23",10.08
"382","2011-09-26",10.24
"383","2011-09-27",11.06
"384","2011-09-28",10.74
"385","2011-09-29",11.09
"386","2011-09-30",10.71
"387","2011-10-03",9.88
"388","2011-10-04",11.26
"389","2011-10-05",10.95
"390","2011-10-06",10.95
"391","2011-10-07",10.27
"392","2011-10-10",11.04
"393","2011-10-11",11.35
"394","2011-10-12",11.66
"395","2011-10-13",11.72
"396","2011-10-14",11.9
"397","2011-10-17",11.23
"398","2011-10-18",11.85
"399","2011-10-19",11.56
"400","2011-10-20",12.03
"401","2011-10-21",12.21
"402","2011-10-24",12.63
"403","2011-10-25",12.49
"404","2011-10-26",12.78
"405","2011-10-27",13.41
"406","2011-10-28",13.19
"407","2011-10-31",12.64
"408","2011-11-01",11.84
"409","2011-11-02",12.68
"410","2011-11-03",12.89
"411","2011-11-04",12.24
"412","2011-11-07",12.45
"413","2011-11-08",12.92
"414","2011-11-09",12.21
"415","2011-11-10",12.34
"416","2011-11-11",12.66
"417","2011-11-14",12.22
"418","2011-11-15",12.25
"419","2011-11-16",11.93
"420","2011-11-17",11.45
"421","2011-11-18",11.5
"422","2011-11-21",11.15
"423","2011-11-22",11.11
"424","2011-11-23",10.82
"425","2011-11-25",10.7
"426","2011-11-28",11.46
"427","2011-11-29",11.37
"428","2011-11-30",11.78
"429","2011-12-01",11.85
"430","2011-12-02",11.97
"431","2011-12-05",12.41
"432","2011-12-06",12.51
"433","2011-12-07",12.57
"434","2011-12-08",12.04
"435","2011-12-09",12.48
"436","2011-12-12",12.36
"437","2011-12-13",12.12
"438","2011-12-14",11.82
"439","2011-12-15",12.09
"440","2011-12-16",12.15
"441","2011-12-19",11.77
