"","date","SUM"
"1","2015-03-12",20.680473
"2","2015-03-13",20.71006
"3","2015-03-16",20.808678
"4","2015-03-17",21.449703
"5","2015-03-18",21.163708
"6","2015-03-19",21.203156
"7","2015-03-20",21.597633
"8","2015-03-23",21.134123
"9","2015-03-24",21.439842
"10","2015-03-25",21.242603
"11","2015-03-26",21.459566
"12","2015-03-27",21.459566
"13","2015-03-30",21.193295
"14","2015-03-31",21.844181
"15","2015-04-01",21.193295
"16","2015-04-02",21.577909
"17","2015-04-06",21.499014
"18","2015-04-07",21.12426
"19","2015-04-08",20.739645
"20","2015-04-09",20.91716
"21","2015-04-10",20.76923
"22","2015-04-13",20.621302
"23","2015-04-14",21.084812
"24","2015-04-15",21.775148
"25","2015-04-16",21.785009
"26","2015-04-17",23.264299
"27","2015-04-20",23.885601
"28","2015-04-21",23.382643
"29","2015-04-22",23.195267
"30","2015-04-23",22.75148
"31","2015-04-24",23.402367
"32","2015-04-27",23.658777
"33","2015-04-28",23.865877
"34","2015-04-29",22.95858
"35","2015-04-30",23.362919
"36","2015-05-01",24.319527
"37","2015-05-04",23.836292
"38","2015-05-05",25.187376
"39","2015-05-06",25.700197
"40","2015-05-07",25.591717
"41","2015-05-08",25.660749
"42","2015-05-11",25.956608
"43","2015-05-12",25.641026
"44","2015-05-13",25.56213
"45","2015-05-14",25.986193
"46","2015-05-15",25.660749
"47","2015-05-18",26.262327
"48","2015-05-19",26.656805
"49","2015-05-20",26.301775
"50","2015-05-21",27.524654
"51","2015-05-22",27.790928
"52","2015-05-26",28.343195
"53","2015-05-27",27.702169
"54","2015-05-28",27.702169
"55","2015-05-29",27.120316
"56","2015-06-01",26.68639
"57","2015-06-02",26.084812
"58","2015-06-03",25.404339
"59","2015-06-04",24.783037
"60","2015-06-05",25.660749
"61","2015-06-08",26.173571
"62","2015-06-09",26.084812
"63","2015-06-10",26.548323
"64","2015-06-11",26.627218
"65","2015-06-12",26.104536
"66","2015-06-15",25.680473
"67","2015-06-16",26.637081
"68","2015-06-17",26.37081
"69","2015-06-18",26.439842
"70","2015-06-19",27.307692
"71","2015-06-22",26.666666
"72","2015-06-23",26.341223
"73","2015-06-24",25.739645
"74","2015-06-25",25.187376
"75","2015-06-26",25.177515
"76","2015-06-29",24.723866
"77","2015-06-30",25.147928
"78","2015-07-01",25.404339
"79","2015-07-02",25.591717
"80","2015-07-06",26.134123
"81","2015-07-07",25.650888
"82","2015-07-08",25.443787
"83","2015-07-09",24.802761
"84","2015-07-10",25.226824
"85","2015-07-13",25.187376
"86","2015-07-14",25.680473
"87","2015-07-15",25.532545
"88","2015-07-16",25.828402
"89","2015-07-17",26.094675
"90","2015-07-20",25.91716
"91","2015-07-21",25.414202
"92","2015-07-22",25.059172
"93","2015-07-23",24.7929
"94","2015-07-24",24.585798
"95","2015-07-27",24.102564
"96","2015-07-28",24.704142
"97","2015-07-29",25.098619
"98","2015-07-30",25.266272
"99","2015-07-31",24.743589
"100","2015-08-03",24.575937
"101","2015-08-04",24.733728
"102","2015-08-05",25.670612
"103","2015-08-06",25.394478
"104","2015-08-07",25.384615
"105","2015-08-10",26.12426
"106","2015-08-11",25.857988
"107","2015-08-12",25.867849
"108","2015-08-13",25.966469
"109","2015-08-14",26.02564
"110","2015-08-17",26.331362
"111","2015-08-18",25.571993
"112","2015-08-19",25.394478
"113","2015-08-20",24.635109
"114","2015-08-21",23.076923
"115","2015-08-24",22.001972
"116","2015-08-25",21.785009
"117","2015-08-26",22.228796
"118","2015-08-27",23.333334
"119","2015-08-28",23.284023
"120","2015-08-31",23.136095
"121","2015-09-01",22.485207
"122","2015-09-02",23.145956
"123","2015-09-03",23.303747
"124","2015-09-04",23.076923
"125","2015-09-08",23.579882
"126","2015-09-09",22.928993
"127","2015-09-10",22.642998
"128","2015-09-11",22.879684
"129","2015-09-14",22.938856
"130","2015-09-15",23.06706
"131","2015-09-16",23.589743
"132","2015-09-17",23.836292
"133","2015-09-18",23.767258
"134","2015-09-21",23.806705
"135","2015-09-22",22.692308
"136","2015-09-23",22.130178
"137","2015-09-24",21.47929
"138","2015-09-25",20.581854
"139","2015-09-28",18.757397
"140","2015-09-29",17.909269
"141","2015-09-30",18.510849
"142","2015-10-01",19.418146
"143","2015-10-02",20.91716
"144","2015-10-05",21.538462
"145","2015-10-06",20.897436
"146","2015-10-07",21.528599
"147","2015-10-08",22.386587
"148","2015-10-09",22.662722
"149","2015-10-12",22.04142
"150","2015-10-13",20.927021
"151","2015-10-14",20.700197
"152","2015-10-15",20.591717
