"","date","AEY"
"442","2008-10-02",2.5
"443","2008-10-03",2.49
"444","2008-10-06",2.05
"445","2008-10-07",1.99
"446","2008-10-08",2.03
"447","2008-10-09",2
"448","2008-10-10",1.95
"449","2008-10-13",1.75
"450","2008-10-14",1.56
"451","2008-10-15",1.75
"452","2008-10-16",1.64
"453","2008-10-17",1.68
"454","2008-10-20",1.65
"455","2008-10-21",1.81
"456","2008-10-22",1.8
"457","2008-10-23",1.8
"458","2008-10-24",1.82
"459","2008-10-27",1.92
"460","2008-10-28",1.88
"461","2008-10-29",1.9
"462","2008-10-30",1.93
"463","2008-10-31",2
"464","2008-11-03",1.93
"465","2008-11-04",1.97
"466","2008-11-05",1.9
"467","2008-11-06",1.73
"468","2008-11-07",1.75
"469","2008-11-10",1.9
"470","2008-11-11",1.83
"471","2008-11-12",1.78
"472","2008-11-13",1.8
"473","2008-11-14",1.76
"474","2008-11-17",1.72
"475","2008-11-18",1.6
"476","2008-11-19",1.53
"477","2008-11-20",1.5
"478","2008-11-21",1.49
"479","2008-11-24",1.3
"480","2008-11-25",1.28
"481","2008-11-26",1.29
"482","2008-11-28",1.3
"483","2008-12-01",1.28
"484","2008-12-02",1.45
"485","2008-12-03",1.41
"486","2008-12-04",1.44
"487","2008-12-05",1.41
"488","2008-12-08",1.38
"489","2008-12-09",1.41
"490","2008-12-10",1.36
"491","2008-12-11",1.35
"492","2008-12-12",1.79
"493","2008-12-15",1.87
"494","2008-12-16",1.88
"495","2008-12-17",1.82
"496","2008-12-18",2.08
"497","2008-12-19",2.2
"498","2008-12-22",2.2
"499","2008-12-23",2.01
"500","2008-12-24",1.9
"501","2008-12-26",2.12
"502","2008-12-29",2
"503","2008-12-30",1.89
"504","2008-12-31",1.78
"505","2009-01-02",2.16
"506","2009-01-05",2.27
"507","2009-01-06",2.34
"508","2009-01-07",2.34
"509","2009-01-08",2.33
"510","2009-01-09",2.16
"511","2009-01-12",1.95
"512","2009-01-13",1.78
"513","2009-01-14",1.63
"514","2009-01-15",1.61
"515","2009-01-16",1.62
"516","2009-01-20",1.55
"517","2009-01-21",1.86
"518","2009-01-22",1.88
"519","2009-01-23",1.9
"520","2009-01-26",1.92
"521","2009-01-27",2.05
"522","2009-01-28",2.07
"523","2009-01-29",2.07
"524","2009-01-30",1.84
"525","2009-02-02",1.94
"526","2009-02-03",1.65
"527","2009-02-04",1.97
"528","2009-02-05",1.89
"529","2009-02-06",1.76
"530","2009-02-09",1.83
"531","2009-02-10",2
"532","2009-02-11",1.8
"533","2009-02-12",1.94
"534","2009-02-13",1.94
"535","2009-02-17",1.72
"536","2009-02-18",1.7
"537","2009-02-19",1.7
"538","2009-02-20",1.74
"539","2009-02-23",1.74
"540","2009-02-24",1.74
"541","2009-02-25",1.79
"542","2009-02-26",1.73
"543","2009-02-27",1.55
"544","2009-03-02",1.65
"545","2009-03-03",1.36
"546","2009-03-04",1.5
"547","2009-03-05",1.39
"548","2009-03-06",1.3
"549","2009-03-09",1.3
"550","2009-03-10",1.3
"551","2009-03-11",1.39
"552","2009-03-12",1.36
"553","2009-03-13",1.37
"554","2009-03-16",1.39
"555","2009-03-17",1.5
"556","2009-03-18",1.69
"557","2009-03-19",1.6
"558","2009-03-20",1.4
"559","2009-03-23",1.48
"560","2009-03-24",1.5
"561","2009-03-25",1.52
"562","2009-03-26",1.52
"563","2009-03-27",1.6
"564","2009-03-30",1.5
"565","2009-03-31",1.41
"566","2009-04-01",1.62
"567","2009-04-02",1.58
"568","2009-04-03",1.44
"569","2009-04-06",1.41
"570","2009-04-07",1.37
"571","2009-04-08",1.55
"572","2009-04-09",1.58
"573","2009-04-13",1.49
"574","2009-04-14",1.5
"575","2009-04-15",1.56
"576","2009-04-16",1.6
"577","2009-04-17",1.63
"578","2009-04-20",1.64
"579","2009-04-21",1.71
"580","2009-04-22",1.72
"581","2009-04-23",1.75
"582","2009-04-24",1.7
"583","2009-04-27",1.7
"584","2009-04-28",1.73
"585","2009-04-29",1.72
"586","2009-04-30",1.75
"587","2009-05-01",1.81
"588","2009-05-04",1.85
"589","2009-05-05",1.83
"590","2009-05-06",1.83
"591","2009-05-07",1.83
"592","2009-05-08",1.85
"593","2009-05-11",1.9
"594","2009-05-12",1.75
"595","2009-05-13",1.58
"596","2009-05-14",1.75
"597","2009-05-15",1.65
"598","2009-05-18",1.65
"599","2009-05-19",1.7
"600","2009-05-20",1.72
"601","2009-05-21",1.85
"602","2009-05-22",1.74
"603","2009-05-26",1.85
"604","2009-05-27",1.85
"605","2009-05-28",1.9
"606","2009-05-29",1.95
"607","2009-06-01",1.92
"608","2009-06-02",1.91
"609","2009-06-03",1.78
"610","2009-06-04",1.78
"611","2009-06-05",1.83
"612","2009-06-08",1.81
"613","2009-06-09",1.91
"614","2009-06-10",1.91
"615","2009-06-11",1.92
"616","2009-06-12",1.85
"617","2009-06-15",1.85
"618","2009-06-16",1.94
"619","2009-06-17",1.87
"620","2009-06-18",1.93
"621","2009-06-19",1.93
"622","2009-06-22",1.8
"623","2009-06-23",1.73
"624","2009-06-24",1.73
"625","2009-06-25",1.69
"626","2009-06-26",1.69
"627","2009-06-29",1.65
"628","2009-06-30",1.65
"629","2009-07-01",1.72
"630","2009-07-02",1.8
"631","2009-07-06",1.8
"632","2009-07-07",1.81
"633","2009-07-08",1.85
"634","2009-07-09",1.85
"635","2009-07-10",1.9
"636","2009-07-13",1.66
"637","2009-07-14",1.75
"638","2009-07-15",1.75
"639","2009-07-16",1.69
"640","2009-07-17",1.65
"641","2009-07-20",1.84
"642","2009-07-21",1.89
"643","2009-07-22",1.92
"644","2009-07-23",1.98
"645","2009-07-24",1.84
"646","2009-07-27",1.84
"647","2009-07-28",1.85
"648","2009-07-29",1.83
"649","2009-07-30",1.83
"650","2009-07-31",1.93
"651","2009-08-03",1.95
"652","2009-08-04",1.99
"653","2009-08-05",1.95
"654","2009-08-06",1.92
"655","2009-08-07",1.96
"656","2009-08-10",1.94
"657","2009-08-11",1.94
"658","2009-08-12",1.92
"659","2009-08-13",1.85
"660","2009-08-14",1.81
"661","2009-08-17",1.81
"662","2009-08-18",1.8
"663","2009-08-19",1.81
"664","2009-08-20",1.84
"665","2009-08-21",1.85
"666","2009-08-24",1.98
"667","2009-08-25",1.92
"668","2009-08-26",1.87
"669","2009-08-27",1.87
"670","2009-08-28",1.96
"671","2009-08-31",1.92
"672","2009-09-01",2.04
"673","2009-09-02",2.22
"674","2009-09-03",2.11
"675","2009-09-04",2.09
"676","2009-09-08",2.1
"677","2009-09-09",2.11
"678","2009-09-10",2.2
"679","2009-09-11",2.2
"680","2009-09-14",2.23
"681","2009-09-15",2.2
"682","2009-09-16",2.25
"683","2009-09-17",2.25
"684","2009-09-18",2.18
"685","2009-09-21",2.03
"686","2009-09-22",2.06
"687","2009-09-23",2.15
"688","2009-09-24",2.23
"689","2009-09-25",2.32
"690","2009-09-28",2.16
"691","2009-09-29",2.2
"692","2009-09-30",2.3
"693","2009-10-01",2.23
"694","2009-10-02",2.21
"695","2009-10-05",2.17
"696","2009-10-06",2.17
"697","2009-10-07",2.17
"698","2009-10-08",2.19
"699","2009-10-09",2.22
"700","2009-10-12",2.26
"701","2009-10-13",2.26
"702","2009-10-14",2.22
"703","2009-10-15",2.27
"704","2009-10-16",2.26
"705","2009-10-19",2.28
"706","2009-10-20",2.26
"707","2009-10-21",2.43
"708","2009-10-22",2.32
"709","2009-10-23",2.42
"710","2009-10-26",2.4
"711","2009-10-27",2.4
"712","2009-10-28",2.28
"713","2009-10-29",2.28
"714","2009-10-30",2.26
"715","2009-11-02",2.33
"716","2009-11-03",2.16
"717","2009-11-04",2.17
"718","2009-11-05",2.25
"719","2009-11-06",2.27
"720","2009-11-09",2.3
"721","2009-11-10",2.25
"722","2009-11-11",2.27
"723","2009-11-12",2.26
"724","2009-11-13",2.46
"725","2009-11-16",2.39
"726","2009-11-17",2.21
"727","2009-11-18",2.25
"728","2009-11-19",2.18
"729","2009-11-20",2.09
"730","2009-11-23",2.2
"731","2009-11-24",2.12
"732","2009-11-25",2.2
"733","2009-11-27",2.15
"734","2009-11-30",2.12
"735","2009-12-01",2.01
"736","2009-12-02",2.12
"737","2009-12-03",2.2
"738","2009-12-04",2.2
"739","2009-12-07",2.06
"740","2009-12-08",2.09
"741","2009-12-09",2.08
"742","2009-12-10",2.01
"743","2009-12-11",2.06
"744","2009-12-14",2.06
"745","2009-12-15",2.08
"746","2009-12-16",2.1
"747","2009-12-17",2.1
"748","2009-12-18",2.03
"749","2009-12-21",1.99
"750","2009-12-22",1.99
"751","2009-12-23",2
"752","2009-12-24",2
"753","2009-12-28",1.99
"754","2009-12-29",1.98
"755","2009-12-30",1.99
"756","2009-12-31",1.97
"757","2010-01-04",2.01
"758","2010-01-05",2.05
"759","2010-01-06",2
"760","2010-01-07",2
"761","2010-01-08",2.01
"762","2010-01-11",2.04
"763","2010-01-12",2.01
"764","2010-01-13",2.03
"765","2010-01-14",2.02
"766","2010-01-15",2.01
"767","2010-01-19",2.08
"768","2010-01-20",2.15
"769","2010-01-21",2.25
"770","2010-01-22",2.11
"771","2010-01-25",2.13
"772","2010-01-26",2.15
"773","2010-01-27",2.16
"774","2010-01-28",2.15
"775","2010-01-29",2.17
"776","2010-02-01",2.15
"777","2010-02-02",2.16
"778","2010-02-03",2.15
"779","2010-02-04",2.11
"780","2010-02-05",2.08
"781","2010-02-08",2.18
"782","2010-02-09",2.2
"783","2010-02-10",2.08
"784","2010-02-11",2.05
"785","2010-02-12",2.22
"786","2010-02-16",2.25
"787","2010-02-17",2.25
"788","2010-02-18",2.22
"789","2010-02-19",2.31
"790","2010-02-22",2.22
"791","2010-02-23",2.28
"792","2010-02-24",2.23
"793","2010-02-25",2.25
"794","2010-02-26",2.21
"795","2010-03-01",2.21
"796","2010-03-02",2.21
"797","2010-03-03",2.21
"798","2010-03-04",2.23
"799","2010-03-05",2.23
"800","2010-03-08",2.24
"801","2010-03-09",2.22
"802","2010-03-10",2.21
"803","2010-03-11",2.19
"804","2010-03-12",2.2
"805","2010-03-15",2.2
"806","2010-03-16",2.2
"807","2010-03-17",2.21
"808","2010-03-18",2.18
"809","2010-03-19",2.15
"810","2010-03-22",2.24
"811","2010-03-23",2.18
"812","2010-03-24",2.19
"813","2010-03-25",2.19
"814","2010-03-26",2.23
"815","2010-03-29",2.32
"816","2010-03-30",2.27
"817","2010-03-31",2.29
"818","2010-04-01",2.29
"819","2010-04-05",2.26
"820","2010-04-06",2.25
"821","2010-04-07",2.23
"822","2010-04-08",2.31
"823","2010-04-09",2.25
"824","2010-04-12",2.38
"825","2010-04-13",2.31
"826","2010-04-14",2.3
"827","2010-04-15",2.29
"828","2010-04-16",2.3
"829","2010-04-19",2.31
"830","2010-04-20",2.34
"831","2010-04-21",2.31
"832","2010-04-22",2.31
"833","2010-04-23",2.33
"834","2010-04-26",2.41
"835","2010-04-27",2.47
"836","2010-04-28",2.56
"837","2010-04-29",2.8
"838","2010-04-30",2.86
"839","2010-05-03",2.62
"840","2010-05-04",2.52
"841","2010-05-05",2.69
"842","2010-05-06",2.54
"843","2010-05-07",2.6
"844","2010-05-10",2.56
"845","2010-05-11",3.14
"846","2010-05-12",3.2
"847","2010-05-13",3.07
"848","2010-05-14",3
"849","2010-05-17",2.95
"850","2010-05-18",3.01
"851","2010-05-19",2.98
"852","2010-05-20",2.83
"853","2010-05-21",2.86
"854","2010-05-24",2.77
"855","2010-05-25",2.77
"856","2010-05-26",2.81
"857","2010-05-27",2.86
"858","2010-05-28",2.79
"859","2010-06-01",2.8
"860","2010-06-02",2.83
"861","2010-06-03",2.81
"862","2010-06-04",2.8
"863","2010-06-07",2.77
"864","2010-06-08",2.75
"865","2010-06-09",2.81
"866","2010-06-10",2.8
"867","2010-06-11",2.79
"868","2010-06-14",2.85
"869","2010-06-15",2.91
"870","2010-06-16",3.08
"871","2010-06-17",2.97
"872","2010-06-18",3.09
"873","2010-06-21",3.01
"874","2010-06-22",2.97
"875","2010-06-23",2.88
"876","2010-06-24",2.89
"877","2010-06-25",2.97
"878","2010-06-28",2.95
"879","2010-06-29",2.85
"880","2010-06-30",2.82
"881","2010-07-01",2.65
"882","2010-07-02",2.63
"883","2010-07-06",2.7
"884","2010-07-07",2.66
"885","2010-07-08",2.64
"886","2010-07-09",2.69
"887","2010-07-12",2.72
"888","2010-07-13",2.76
"889","2010-07-14",2.67
"890","2010-07-15",2.71
"891","2010-07-16",2.65
"892","2010-07-19",2.55
"893","2010-07-20",2.51
"894","2010-07-21",2.57
"895","2010-07-22",2.66
"896","2010-07-23",2.75
"897","2010-07-26",2.75
"898","2010-07-27",2.85
"899","2010-07-28",2.78
"900","2010-07-29",2.81
"901","2010-07-30",2.78
"902","2010-08-02",2.78
"903","2010-08-03",2.9
"904","2010-08-04",2.87
"905","2010-08-05",2.85
"906","2010-08-06",2.9
"907","2010-08-09",2.92
"908","2010-08-10",3.14
"909","2010-08-11",3.14
"910","2010-08-12",3.11
"911","2010-08-13",3.16
"912","2010-08-16",3.07
"913","2010-08-17",3.13
"914","2010-08-18",3.27
"915","2010-08-19",3.2
"916","2010-08-20",3.17
"917","2010-08-23",2.91
"918","2010-08-24",2.8
"919","2010-08-25",2.86
"920","2010-08-26",2.78
"921","2010-08-27",2.81
"922","2010-08-30",2.97
"923","2010-08-31",2.99
"924","2010-09-01",2.9
"925","2010-09-02",2.94
"926","2010-09-03",3.11
"927","2010-09-07",3.09
"928","2010-09-08",3.09
"929","2010-09-09",3.05
"930","2010-09-10",3.05
"931","2010-09-13",3.12
"932","2010-09-14",3.09
"933","2010-09-15",3.1
"934","2010-09-16",3.09
"935","2010-09-17",3.15
"936","2010-09-20",3.07
"937","2010-09-21",3.05
"938","2010-09-22",3.08
"939","2010-09-23",3.15
"940","2010-09-24",3.1
"941","2010-09-27",3
"942","2010-09-28",3
"943","2010-09-29",2.98
"944","2010-09-30",2.95
"945","2010-10-01",2.96
"946","2010-10-04",2.98
"947","2010-10-05",3.02
"948","2010-10-06",3
"949","2010-10-07",2.99
"950","2010-10-08",2.98
"951","2010-10-11",2.92
"952","2010-10-12",3.08
"953","2010-10-13",3.14
"954","2010-10-14",3.16
"955","2010-10-15",3.17
"956","2010-10-18",3.13
"957","2010-10-19",3.08
"958","2010-10-20",3.09
"959","2010-10-21",3.24
"960","2010-10-22",3.25
"961","2010-10-25",3.21
"962","2010-10-26",3.2
"963","2010-10-27",3.21
"964","2010-10-28",3.18
"965","2010-10-29",3.2
"966","2010-11-01",3.21
"967","2010-11-02",3.12
"968","2010-11-03",3.15
"969","2010-11-04",3.18
"970","2010-11-05",3.23
"971","2010-11-08",3.3
"972","2010-11-09",3.22
"973","2010-11-10",3.25
"974","2010-11-11",3.2
"975","2010-11-12",3.13
"976","2010-11-15",3.28
"977","2010-11-16",3.24
"978","2010-11-17",3.16
"979","2010-11-18",3.2
"980","2010-11-19",3.27
"981","2010-11-22",3.35
"982","2010-11-23",3.28
"983","2010-11-24",3.33
"984","2010-11-26",3.34
"985","2010-11-29",3.34
"986","2010-11-30",3.43
"987","2010-12-01",3.49
"988","2010-12-02",3.52
"989","2010-12-03",3.41
"990","2010-12-06",3.62
"991","2010-12-07",3.72
"992","2010-12-08",3.67
"993","2010-12-09",3.78
"994","2010-12-10",3.77
"995","2010-12-13",3.67
"996","2010-12-14",3.07
"997","2010-12-15",3.13
"998","2010-12-16",3.11
"999","2010-12-17",3.18
"1000","2010-12-20",3.15
"1001","2010-12-21",3.19
