"","date","SASR"
"1","2007-01-03",38.27
"2","2007-01-04",38.939999
"3","2007-01-05",37.32
"4","2007-01-08",37.799999
"5","2007-01-09",37.27
"6","2007-01-10",37.150002
"7","2007-01-11",38
"8","2007-01-12",37.790001
"9","2007-01-16",37.200001
"10","2007-01-17",36.919998
"11","2007-01-18",36.529999
"12","2007-01-19",36.939999
"13","2007-01-22",36.209999
"14","2007-01-23",36.57
"15","2007-01-24",36.830002
"16","2007-01-25",36.080002
"17","2007-01-26",36.049999
"18","2007-01-29",36.099998
"19","2007-01-30",36.119999
"20","2007-01-31",36.009998
"21","2007-02-01",36.169998
"22","2007-02-02",35.959999
"23","2007-02-05",36.02
"24","2007-02-06",36.080002
"25","2007-02-07",36.43
"26","2007-02-08",36.16
"27","2007-02-09",35.970001
"28","2007-02-12",36.220001
"29","2007-02-13",36.299999
"30","2007-02-14",35.619999
"31","2007-02-15",35.830002
"32","2007-02-16",36.150002
"33","2007-02-20",36.150002
"34","2007-02-21",36.09
"35","2007-02-22",36.25
"36","2007-02-23",35.810001
"37","2007-02-26",35.200001
"38","2007-02-27",33.369999
"39","2007-02-28",33.110001
"40","2007-03-01",33.700001
"41","2007-03-02",32.619999
"42","2007-03-05",32.43
"43","2007-03-06",33.919998
"44","2007-03-07",33.639999
"45","2007-03-08",33.349998
"46","2007-03-09",33.689999
"47","2007-03-12",33.32
"48","2007-03-13",33.009998
"49","2007-03-14",33.259998
"50","2007-03-15",33.82
"51","2007-03-16",33.080002
"52","2007-03-19",34.240002
"53","2007-03-20",34.490002
"54","2007-03-21",35.599998
"55","2007-03-22",35.619999
"56","2007-03-23",35.740002
"57","2007-03-26",35.959999
"58","2007-03-27",35.16
"59","2007-03-28",34.919998
"60","2007-03-29",35.18
"61","2007-03-30",34.639999
"62","2007-04-02",35.169998
"63","2007-04-03",35.580002
"64","2007-04-04",34.860001
"65","2007-04-05",34.830002
"66","2007-04-09",34.169998
"67","2007-04-10",34.049999
"68","2007-04-11",33.84
"69","2007-04-12",34.23
"70","2007-04-13",34.049999
"71","2007-04-16",34.709999
"72","2007-04-17",34.099998
"73","2007-04-18",33.360001
"74","2007-04-19",33.18
"75","2007-04-20",33.700001
"76","2007-04-23",33.580002
"77","2007-04-24",33.630001
"78","2007-04-25",33.619999
"79","2007-04-26",33.84
"80","2007-04-27",33.310001
"81","2007-04-30",32.259998
"82","2007-05-01",32.380001
"83","2007-05-02",33.16
"84","2007-05-03",32.900002
"85","2007-05-04",33.509998
"86","2007-05-07",33.330002
"87","2007-05-08",33.080002
"88","2007-05-09",33.040001
"89","2007-05-10",32.360001
"90","2007-05-11",32.709999
"91","2007-05-14",32.369999
"92","2007-05-15",31.6
"93","2007-05-16",32.18
"94","2007-05-17",31.690001
"95","2007-05-18",31.57
"96","2007-05-21",32.299999
"97","2007-05-22",32.330002
"98","2007-05-23",32.299999
"99","2007-05-24",32.32
"100","2007-05-25",32.150002
"101","2007-05-29",32.419998
"102","2007-05-30",32.200001
"103","2007-05-31",32.130001
"104","2007-06-01",32.830002
"105","2007-06-04",32.869999
"106","2007-06-05",32.240002
"107","2007-06-06",31.690001
"108","2007-06-07",31.209999
"109","2007-06-08",31.639999
"110","2007-06-11",31.549999
"111","2007-06-12",31.51
"112","2007-06-13",31.959999
"113","2007-06-14",31.879999
"114","2007-06-15",32.849998
"115","2007-06-18",33.470001
"116","2007-06-19",33.400002
"117","2007-06-20",32.380001
"118","2007-06-21",32.349998
"119","2007-06-22",32.389999
"120","2007-06-25",31.559999
"121","2007-06-26",31.469999
"122","2007-06-27",32.740002
"123","2007-06-28",32.43
"124","2007-06-29",31.440001
"125","2007-07-02",32.049999
"126","2007-07-03",31.959999
"127","2007-07-05",31.950001
"128","2007-07-06",31.75
"129","2007-07-09",31.379999
