"","date","SPOT"
"1","2018-04-03",149.009995
"2","2018-04-04",144.220001
"3","2018-04-05",143.990005
"4","2018-04-06",147.919998
"5","2018-04-09",150
"6","2018-04-10",154.899994
"7","2018-04-11",149.570007
"8","2018-04-12",149.100006
"9","2018-04-13",149
"10","2018-04-16",144.320007
"11","2018-04-17",148.490005
"12","2018-04-18",154.910004
"13","2018-04-19",153.470001
"14","2018-04-20",158.449997
"15","2018-04-23",158.039993
"16","2018-04-24",155.070007
"17","2018-04-25",153.330002
"18","2018-04-26",156.600006
"19","2018-04-27",159.979996
"20","2018-04-30",161.669998
"21","2018-05-01",164.880005
"22","2018-05-02",170
"23","2018-05-03",160.380005
"24","2018-05-04",154.259995
"25","2018-05-07",150
"26","2018-05-08",150.639999
"27","2018-05-09",150.070007
"28","2018-05-10",158.130005
"29","2018-05-11",156.770004
"30","2018-05-14",159.970001
"31","2018-05-15",158.710007
"32","2018-05-16",161.389999
"33","2018-05-17",158.759995
"34","2018-05-18",150.800003
"35","2018-05-21",150.220001
"36","2018-05-22",150.429993
"37","2018-05-23",154.369995
"38","2018-05-24",154.589996
"39","2018-05-25",156.600006
"40","2018-05-29",154.619995
"41","2018-05-30",156.380005
"42","2018-05-31",157.710007
"43","2018-06-01",159.240005
"44","2018-06-04",162.830002
"45","2018-06-05",164.960007
"46","2018-06-06",165.639999
"47","2018-06-07",166.029999
"48","2018-06-08",171.479996
"49","2018-06-11",172.369995
"50","2018-06-12",170.229996
"51","2018-06-13",170.820007
"52","2018-06-14",178.100006
"53","2018-06-15",175.020004
"54","2018-06-18",174.350006
"55","2018-06-19",169.889999
"56","2018-06-20",176.399994
"57","2018-06-21",179.529999
"58","2018-06-22",180.940002
"59","2018-06-25",170.369995
"60","2018-06-26",175.979996
"61","2018-06-27",172.149994
"62","2018-06-28",167.699997
"63","2018-06-29",168.240005
"64","2018-07-02",170.690002
"65","2018-07-03",168.660004
"66","2018-07-05",176.440002
"67","2018-07-06",175.699997
"68","2018-07-09",177.440002
"69","2018-07-10",180.429993
"70","2018-07-11",182.350006
"71","2018-07-12",188.350006
"72","2018-07-13",187.210007
"73","2018-07-16",184.220001
"74","2018-07-17",187.050003
"75","2018-07-18",186.149994
"76","2018-07-19",182.190002
"77","2018-07-20",182.789993
"78","2018-07-23",188.050003
"79","2018-07-24",187.809998
"80","2018-07-25",187.990005
"81","2018-07-26",196.279999
"82","2018-07-27",186.270004
"83","2018-07-30",176.789993
"84","2018-07-31",182.830002
"85","2018-08-01",180.119995
"86","2018-08-02",179.710007
"87","2018-08-03",175.5
"88","2018-08-06",179.949997
"89","2018-08-07",179.520004
"90","2018-08-08",178.699997
"91","2018-08-09",187.380005
"92","2018-08-10",189.059998
"93","2018-08-13",191.550003
"94","2018-08-14",193.75
"95","2018-08-15",190.330002
"96","2018-08-16",192.360001
"97","2018-08-17",188.369995
"98","2018-08-20",186.399994
"99","2018-08-21",190.380005
"100","2018-08-22",191.029999
"101","2018-08-23",190
"102","2018-08-24",192.380005
"103","2018-08-27",194.690002
"104","2018-08-28",191.960007
"105","2018-08-29",191.259995
"106","2018-08-30",189.850006
"107","2018-08-31",189.520004
"108","2018-09-04",187.529999
"109","2018-09-05",177.360001
"110","2018-09-06",175.559998
"111","2018-09-07",177.800003
"112","2018-09-10",182.490005
"113","2018-09-11",182.669998
"114","2018-09-12",183.789993
"115","2018-09-13",184.889999
"116","2018-09-14",180.630005
"117","2018-09-17",175.100006
"118","2018-09-18",175.520004
"119","2018-09-19",171.139999
"120","2018-09-20",172.639999
"121","2018-09-21",175.020004
"122","2018-09-24",176.970001
"123","2018-09-25",179.910004
"124","2018-09-26",182.050003
"125","2018-09-27",184.410004
"126","2018-09-28",180.830002
"127","2018-10-01",180.399994
"128","2018-10-02",178.880005
"129","2018-10-03",176.949997
"130","2018-10-04",168.580002
"131","2018-10-05",164.380005
"132","2018-10-08",163.470001
"133","2018-10-09",161.529999
"134","2018-10-10",149.479996
"135","2018-10-11",152.270004
"136","2018-10-12",158.490005
"137","2018-10-15",159.25
"138","2018-10-16",164.75
"139","2018-10-17",159.279999
"140","2018-10-18",152.490005
"141","2018-10-19",148.929993
"142","2018-10-22",148.539993
"143","2018-10-23",153.25
"144","2018-10-24",146.320007
"145","2018-10-25",149.679993
"146","2018-10-26",146.240005
"147","2018-10-29",139.110001
"148","2018-10-30",141.679993
"149","2018-10-31",149.690002
