"","date","RIGL"
"175","2007-09-12",9.58
"176","2007-09-13",9.84
"177","2007-09-14",9.77
"178","2007-09-17",9.63
"179","2007-09-18",9.63
"180","2007-09-19",9.91
"181","2007-09-20",9.91
"182","2007-09-21",10.04
"183","2007-09-24",10.06
"184","2007-09-25",9.76
"185","2007-09-26",10.02
"186","2007-09-27",9.76
"187","2007-09-28",9.43
"188","2007-10-01",9.72
"189","2007-10-02",9.79
"190","2007-10-03",9.78
"191","2007-10-04",9.83
"192","2007-10-05",10.33
"193","2007-10-08",10.13
"194","2007-10-09",10.12
"195","2007-10-10",10.43
"196","2007-10-11",10.6
"197","2007-10-12",10.31
"198","2007-10-15",10.42
"199","2007-10-16",10.21
"200","2007-10-17",10.2
"201","2007-10-18",10.01
"202","2007-10-19",9.42
"203","2007-10-22",9.59
"204","2007-10-23",9.69
"205","2007-10-24",9.89
"206","2007-10-25",9.74
"207","2007-10-26",10.16
"208","2007-10-29",10.35
"209","2007-10-30",10.31
"210","2007-10-31",10.53
"211","2007-11-01",10.73
"212","2007-11-02",10.98
"213","2007-11-05",11.11
"214","2007-11-06",11.07
"215","2007-11-07",10.46
"216","2007-11-08",11.04
"217","2007-11-09",9.48
"218","2007-11-12",9.41
"219","2007-11-13",9.05
"220","2007-11-14",8.51
"221","2007-11-15",8.14
"222","2007-11-16",8.43
"223","2007-11-19",7.97
"224","2007-11-20",7.92
"225","2007-11-21",7.2
"226","2007-11-23",7.34
"227","2007-11-26",7.26
"228","2007-11-27",7.24
"229","2007-11-28",7.27
"230","2007-11-29",7.4
"231","2007-11-30",7.16
"232","2007-12-03",7.07
"233","2007-12-04",6.67
"234","2007-12-05",7.39
"235","2007-12-06",8.13
"236","2007-12-07",8.08
"237","2007-12-10",8.26
"238","2007-12-11",7.71
"239","2007-12-12",8
"240","2007-12-13",25.950001
"241","2007-12-14",27.43
"242","2007-12-17",23.860001
"243","2007-12-18",21.48
"244","2007-12-19",22.65
"245","2007-12-20",24.799999
"246","2007-12-21",24.07
"247","2007-12-24",24.25
"248","2007-12-26",25.6
"249","2007-12-27",25.09
"250","2007-12-28",25.700001
"251","2007-12-31",25.389999
"252","2008-01-02",24.690001
"253","2008-01-03",24.51
"254","2008-01-04",23.25
"255","2008-01-07",24.870001
"256","2008-01-08",24.27
"257","2008-01-09",24.889999
"258","2008-01-10",26.75
"259","2008-01-11",27.4
"260","2008-01-14",26.799999
"261","2008-01-15",27.23
"262","2008-01-16",28.190001
"263","2008-01-17",28.15
"264","2008-01-18",27
"265","2008-01-22",25.67
"266","2008-01-23",25.459999
"267","2008-01-24",25.889999
"268","2008-01-25",25.540001
"269","2008-01-28",26.389999
"270","2008-01-29",26.389999
"271","2008-01-30",26.450001
"272","2008-01-31",27.530001
"273","2008-02-01",26.18
"274","2008-02-04",26.040001
"275","2008-02-05",24.82
"276","2008-02-06",22.719999
"277","2008-02-07",22.889999
"278","2008-02-08",23.65
"279","2008-02-11",22.549999
"280","2008-02-12",21.84
"281","2008-02-13",23.1
"282","2008-02-14",22.700001
"283","2008-02-15",22.290001
"284","2008-02-19",22.15
"285","2008-02-20",20.959999
"286","2008-02-21",19.65
"287","2008-02-22",19.67
"288","2008-02-25",20.209999
"289","2008-02-26",20.540001
"290","2008-02-27",20.75
"291","2008-02-28",20.379999
"292","2008-02-29",19.82
"293","2008-03-03",20.040001
"294","2008-03-04",20.610001
"295","2008-03-05",20.370001
"296","2008-03-06",19.23
"297","2008-03-07",17.59
"298","2008-03-10",16.15
"299","2008-03-11",16.290001
"300","2008-03-12",16.540001
"301","2008-03-13",16.57
"302","2008-03-14",16.379999
"303","2008-03-17",15.5
"304","2008-03-18",16.49
"305","2008-03-19",15.79
"306","2008-03-20",16.309999
"307","2008-03-24",18.690001
"308","2008-03-25",18.33
"309","2008-03-26",18.51
"310","2008-03-27",18.790001
"311","2008-03-28",18.190001
"312","2008-03-31",18.66
"313","2008-04-01",19.459999
"314","2008-04-02",18.68
"315","2008-04-03",19.309999
"316","2008-04-04",19.25
"317","2008-04-07",19.389999
"318","2008-04-08",20.17
"319","2008-04-09",19.709999
"320","2008-04-10",20.370001
"321","2008-04-11",19.25
"322","2008-04-14",18.049999
"323","2008-04-15",17.6
"324","2008-04-16",18.02
"325","2008-04-17",17.889999
"326","2008-04-18",19.23
"327","2008-04-21",19.129999
"328","2008-04-22",19.08
"329","2008-04-23",20.35
"330","2008-04-24",21.24
"331","2008-04-25",22.18
"332","2008-04-28",22.82
"333","2008-04-29",22.559999
"334","2008-04-30",22.5
"335","2008-05-01",22.77
"336","2008-05-02",22.200001
"337","2008-05-05",22.040001
"338","2008-05-06",23.24
"339","2008-05-07",22.52
"340","2008-05-08",22.030001
"341","2008-05-09",22.24
"342","2008-05-12",22.82
"343","2008-05-13",22.77
"344","2008-05-14",22.67
"345","2008-05-15",22.040001
"346","2008-05-16",21.940001
"347","2008-05-19",22.280001
"348","2008-05-20",20.82
"349","2008-05-21",20.15
"350","2008-05-22",20.540001
"351","2008-05-23",20.5
"352","2008-05-27",21.940001
"353","2008-05-28",21.889999
"354","2008-05-29",23.1
"355","2008-05-30",23.34
"356","2008-06-02",23.52
"357","2008-06-03",22.549999
"358","2008-06-04",22.27
"359","2008-06-05",23.719999
"360","2008-06-06",22.83
"361","2008-06-09",22.02
"362","2008-06-10",22.120001
"363","2008-06-11",21.200001
"364","2008-06-12",21.34
"365","2008-06-13",22.15
"366","2008-06-16",22.690001
"367","2008-06-17",22.290001
"368","2008-06-18",22.540001
"369","2008-06-19",23.620001
"370","2008-06-20",23.5
"371","2008-06-23",23.16
"372","2008-06-24",23.15
"373","2008-06-25",23.99
"374","2008-06-26",23.25
"375","2008-06-27",23.24
"376","2008-06-30",22.66
"377","2008-07-01",22.4
"378","2008-07-02",22.280001
"379","2008-07-03",22.48
"380","2008-07-07",21.860001
"381","2008-07-08",22.370001
"382","2008-07-09",22.209999
"383","2008-07-10",22.969999
"384","2008-07-11",22.17
"385","2008-07-14",21.969999
"386","2008-07-15",23.120001
"387","2008-07-16",24.24
"388","2008-07-17",24.92
"389","2008-07-18",24.639999
"390","2008-07-21",24.66
"391","2008-07-22",25.629999
"392","2008-07-23",24.4
"393","2008-07-24",23.16
"394","2008-07-25",24
"395","2008-07-28",22.870001
"396","2008-07-29",23.190001
"397","2008-07-30",23.08
"398","2008-07-31",25.440001
"399","2008-08-01",25.48
"400","2008-08-04",25.09
"401","2008-08-05",23.959999
"402","2008-08-06",23.07
"403","2008-08-07",22.110001
"404","2008-08-08",23.07
"405","2008-08-11",23.83
"406","2008-08-12",24
"407","2008-08-13",22.92
"408","2008-08-14",23.83
"409","2008-08-15",22.84
"410","2008-08-18",21.68
"411","2008-08-19",21.809999
"412","2008-08-20",21.610001
"413","2008-08-21",21.73
"414","2008-08-22",22.780001
"415","2008-08-25",22.110001
"416","2008-08-26",22.23
"417","2008-08-27",22.85
"418","2008-08-28",23.870001
"419","2008-08-29",23.66
"420","2008-09-02",23.280001
"421","2008-09-03",23.93
"422","2008-09-04",23.15
"423","2008-09-05",23.629999
"424","2008-09-08",23.85
"425","2008-09-09",22.719999
"426","2008-09-10",24.200001
"427","2008-09-11",25.1
"428","2008-09-12",24.709999
"429","2008-09-15",23.76
"430","2008-09-16",24.9
"431","2008-09-17",23.77
"432","2008-09-18",24.780001
"433","2008-09-19",24.99
"434","2008-09-22",25.68
"435","2008-09-23",24.809999
"436","2008-09-24",24.799999
"437","2008-09-25",24.690001
"438","2008-09-26",24.690001
"439","2008-09-29",22.75
"440","2008-09-30",23.35
"441","2008-10-01",22.77
"442","2008-10-02",22.01
"443","2008-10-03",20.959999
"444","2008-10-06",19.9
"445","2008-10-07",18.309999
"446","2008-10-08",18.74
"447","2008-10-09",17.780001
"448","2008-10-10",17.52
"449","2008-10-13",19.82
"450","2008-10-14",18.940001
"451","2008-10-15",16.41
"452","2008-10-16",16.67
"453","2008-10-17",15.95
"454","2008-10-20",16.51
"455","2008-10-21",16.6
"456","2008-10-22",15.63
"457","2008-10-23",15.03
"458","2008-10-24",14.41
"459","2008-10-27",8.84
"460","2008-10-28",7.29
"461","2008-10-29",8.6
"462","2008-10-30",8.68
"463","2008-10-31",8.71
"464","2008-11-03",8.91
"465","2008-11-04",8.72
"466","2008-11-05",8.62
"467","2008-11-06",8.18
"468","2008-11-07",7.94
"469","2008-11-10",7.42
"470","2008-11-11",7.2
"471","2008-11-12",6.48
"472","2008-11-13",7.1
"473","2008-11-14",6.55
"474","2008-11-17",6.61
"475","2008-11-18",6.18
"476","2008-11-19",5.61
"477","2008-11-20",5.38
"478","2008-11-21",6
"479","2008-11-24",6.41
"480","2008-11-25",6.56
"481","2008-11-26",7.16
"482","2008-11-28",7.42
"483","2008-12-01",6
"484","2008-12-02",6.47
"485","2008-12-03",6.46
"486","2008-12-04",6.4
"487","2008-12-05",7.02
"488","2008-12-08",7.59
"489","2008-12-09",7.79
"490","2008-12-10",7.88
"491","2008-12-11",7.34
"492","2008-12-12",7.25
"493","2008-12-15",7.29
"494","2008-12-16",7.88
"495","2008-12-17",8.34
"496","2008-12-18",8.92
"497","2008-12-19",8.41
"498","2008-12-22",7.97
"499","2008-12-23",8.19
"500","2008-12-24",8.39
"501","2008-12-26",8.61
"502","2008-12-29",8.27
"503","2008-12-30",8.52
"504","2008-12-31",8
"505","2009-01-02",7.84
"506","2009-01-05",8.54
"507","2009-01-06",8.66
"508","2009-01-07",8.46
"509","2009-01-08",8.5
"510","2009-01-09",8
"511","2009-01-12",8.05
"512","2009-01-13",7.67
"513","2009-01-14",7.21
"514","2009-01-15",7.41
"515","2009-01-16",7.34
"516","2009-01-20",6.75
"517","2009-01-21",7.13
"518","2009-01-22",6.87
"519","2009-01-23",6.79
"520","2009-01-26",7.23
"521","2009-01-27",7.41
"522","2009-01-28",7.67
"523","2009-01-29",7.77
"524","2009-01-30",6.99
"525","2009-02-02",7.17
"526","2009-02-03",6.5
"527","2009-02-04",6.34
"528","2009-02-05",6.54
"529","2009-02-06",6.65
"530","2009-02-09",6.56
"531","2009-02-10",6.34
"532","2009-02-11",6.56
"533","2009-02-12",6.97
"534","2009-02-13",7.03
"535","2009-02-17",6.75
"536","2009-02-18",6.46
"537","2009-02-19",6.25
"538","2009-02-20",5.88
"539","2009-02-23",5.4
"540","2009-02-24",6.22
"541","2009-02-25",5.7
"542","2009-02-26",5.61
"543","2009-02-27",5.25
"544","2009-03-02",4.78
"545","2009-03-03",5.05
"546","2009-03-04",4.77
"547","2009-03-05",4.33
"548","2009-03-06",4.4
"549","2009-03-09",4.6
"550","2009-03-10",5.14
"551","2009-03-11",4.93
"552","2009-03-12",5.37
"553","2009-03-13",5.82
"554","2009-03-16",6.07
"555","2009-03-17",6.41
"556","2009-03-18",6.69
"557","2009-03-19",6.45
"558","2009-03-20",5.73
"559","2009-03-23",6.46
"560","2009-03-24",6.26
"561","2009-03-25",6.64
"562","2009-03-26",7.17
"563","2009-03-27",6.49
"564","2009-03-30",6.18
"565","2009-03-31",6.14
"566","2009-04-01",6.32
"567","2009-04-02",6.74
"568","2009-04-03",6.7
"569","2009-04-06",6.27
"570","2009-04-07",5.7
"571","2009-04-08",5.64
"572","2009-04-09",6.13
"573","2009-04-13",6.17
"574","2009-04-14",5.79
"575","2009-04-15",6
"576","2009-04-16",5.9
"577","2009-04-17",6.56
"578","2009-04-20",6.25
"579","2009-04-21",6.37
"580","2009-04-22",6.15
"581","2009-04-23",6.12
"582","2009-04-24",6.44
"583","2009-04-27",6.55
"584","2009-04-28",6.64
"585","2009-04-29",7.07
"586","2009-04-30",6.64
"587","2009-05-01",6.69
"588","2009-05-04",7.1
"589","2009-05-05",7.08
"590","2009-05-06",7.27
"591","2009-05-07",7.61
"592","2009-05-08",8.16
"593","2009-05-11",8.81
"594","2009-05-12",9.08
"595","2009-05-13",8.36
"596","2009-05-14",8.85
"597","2009-05-15",8.3
"598","2009-05-18",8.54
"599","2009-05-19",8.54
"600","2009-05-20",8.75
"601","2009-05-21",8.25
"602","2009-05-22",8.04
"603","2009-05-26",8.52
"604","2009-05-27",8.5
"605","2009-05-28",8.12
"606","2009-05-29",8.34
"607","2009-06-01",8.63
"608","2009-06-02",9.17
"609","2009-06-03",9.33
"610","2009-06-04",9.88
"611","2009-06-05",9.87
"612","2009-06-08",9.53
"613","2009-06-09",10.01
"614","2009-06-10",10.46
"615","2009-06-11",11.29
"616","2009-06-12",11.89
"617","2009-06-15",11.54
"618","2009-06-16",11.34
"619","2009-06-17",11.43
"620","2009-06-18",11.49
"621","2009-06-19",11.59
"622","2009-06-22",10.97
"623","2009-06-23",11.2
"624","2009-06-24",11.36
"625","2009-06-25",11.96
"626","2009-06-26",12.25
"627","2009-06-29",12.23
"628","2009-06-30",12.12
"629","2009-07-01",12.3
"630","2009-07-02",11.93
"631","2009-07-06",11.45
"632","2009-07-07",11.39
"633","2009-07-08",11.24
"634","2009-07-09",13.16
"635","2009-07-10",13.61
"636","2009-07-13",13.97
"637","2009-07-14",13.95
"638","2009-07-15",14.14
"639","2009-07-16",13.96
"640","2009-07-17",13.94
"641","2009-07-20",14.44
"642","2009-07-21",14.61
"643","2009-07-22",13.5
"644","2009-07-23",11.56
"645","2009-07-24",10.43
"646","2009-07-27",10.03
"647","2009-07-28",9.66
"648","2009-07-29",9.22
"649","2009-07-30",8.98
"650","2009-07-31",8.34
"651","2009-08-03",8.88
"652","2009-08-04",8.42
"653","2009-08-05",8.71
"654","2009-08-06",8.49
"655","2009-08-07",8.62
"656","2009-08-10",8.62
"657","2009-08-11",8.3
"658","2009-08-12",8.61
"659","2009-08-13",8.62
"660","2009-08-14",8.24
"661","2009-08-17",7.87
"662","2009-08-18",7.89
"663","2009-08-19",8.11
"664","2009-08-20",8.33
"665","2009-08-21",8.36
"666","2009-08-24",8.04
"667","2009-08-25",7.96
"668","2009-08-26",7.95
"669","2009-08-27",7.53
"670","2009-08-28",7.28
"671","2009-08-31",7.05
"672","2009-09-01",6.64
"673","2009-09-02",6.79
"674","2009-09-03",6.79
"675","2009-09-04",6.81
"676","2009-09-08",7.03
"677","2009-09-09",7.65
"678","2009-09-10",7.8
"679","2009-09-11",7.77
"680","2009-09-14",7.52
"681","2009-09-15",7.61
"682","2009-09-16",7.66
"683","2009-09-17",7.61
"684","2009-09-18",7.71
"685","2009-09-21",8
"686","2009-09-22",8.06
"687","2009-09-23",8.26
"688","2009-09-24",8
"689","2009-09-25",8.31
"690","2009-09-28",8.29
"691","2009-09-29",8.23
"692","2009-09-30",8.2
"693","2009-10-01",7.63
"694","2009-10-02",7.23
"695","2009-10-05",7.02
"696","2009-10-06",6.97
"697","2009-10-07",7.16
"698","2009-10-08",7.12
"699","2009-10-09",7.16
"700","2009-10-12",7.05
"701","2009-10-13",7
"702","2009-10-14",7.09
"703","2009-10-15",7.08
"704","2009-10-16",7.18
"705","2009-10-19",6.99
"706","2009-10-20",6.93
"707","2009-10-21",6.99
"708","2009-10-22",6.94
"709","2009-10-23",6.67
"710","2009-10-26",6.23
"711","2009-10-27",6.16
"712","2009-10-28",6.08
"713","2009-10-29",6.21
"714","2009-10-30",6.41
"715","2009-11-02",6.55
"716","2009-11-03",7.21
"717","2009-11-04",7.1
"718","2009-11-05",7.26
"719","2009-11-06",7.4
"720","2009-11-09",7.96
"721","2009-11-10",7.55
"722","2009-11-11",7.69
"723","2009-11-12",7.51
"724","2009-11-13",7.48
"725","2009-11-16",7.7
"726","2009-11-17",7.69
"727","2009-11-18",7.65
"728","2009-11-19",7.78
"729","2009-11-20",7.78
"730","2009-11-23",8.05
"731","2009-11-24",8
"732","2009-11-25",7.96
"733","2009-11-27",7.7
"734","2009-11-30",7.57
"735","2009-12-01",7.76
"736","2009-12-02",8.2
"737","2009-12-03",8.38
"738","2009-12-04",8.79
"739","2009-12-07",8.74
"740","2009-12-08",8.74
"741","2009-12-09",8.94
"742","2009-12-10",8.87
"743","2009-12-11",8.8
"744","2009-12-14",8.62
"745","2009-12-15",8.82
"746","2009-12-16",9.01
"747","2009-12-17",8.44
"748","2009-12-18",8.72
"749","2009-12-21",9.26
"750","2009-12-22",9.43
"751","2009-12-23",9.65
"752","2009-12-24",9.79
"753","2009-12-28",9.86
"754","2009-12-29",9.72
"755","2009-12-30",9.63
"756","2009-12-31",9.51
"757","2010-01-04",9.49
"758","2010-01-05",9.5
"759","2010-01-06",9.52
"760","2010-01-07",9.14
"761","2010-01-08",9.36
"762","2010-01-11",9.72
"763","2010-01-12",9.62
"764","2010-01-13",9.83
"765","2010-01-14",9.8
"766","2010-01-15",9.38
"767","2010-01-19",9.62
"768","2010-01-20",9.23
"769","2010-01-21",9.06
"770","2010-01-22",8.75
"771","2010-01-25",8.71
"772","2010-01-26",8.56
"773","2010-01-27",8.74
"774","2010-01-28",8.44
"775","2010-01-29",8.21
"776","2010-02-01",8.38
"777","2010-02-02",8.94
"778","2010-02-03",9.24
"779","2010-02-04",8.61
"780","2010-02-05",8.7
"781","2010-02-08",8.59
"782","2010-02-09",9.09
"783","2010-02-10",9.05
"784","2010-02-11",9.21
"785","2010-02-12",9.43
"786","2010-02-16",8.56
"787","2010-02-17",8.65
"788","2010-02-18",8.25
"789","2010-02-19",7.91
"790","2010-02-22",7.74
"791","2010-02-23",7.51
"792","2010-02-24",7.41
"793","2010-02-25",7.59
"794","2010-02-26",7.55
"795","2010-03-01",7.83
"796","2010-03-02",7.73
"797","2010-03-03",7.83
"798","2010-03-04",7.74
"799","2010-03-05",7.78
"800","2010-03-08",7.67
"801","2010-03-09",7.71
"802","2010-03-10",7.54
"803","2010-03-11",7.63
"804","2010-03-12",7.95
"805","2010-03-15",8
"806","2010-03-16",8.24
"807","2010-03-17",8.24
"808","2010-03-18",8.18
"809","2010-03-19",8.2
"810","2010-03-22",8.43
"811","2010-03-23",8.59
"812","2010-03-24",8.26
"813","2010-03-25",8.15
"814","2010-03-26",7.88
"815","2010-03-29",8.04
"816","2010-03-30",8.07
"817","2010-03-31",7.97
"818","2010-04-01",8.05
"819","2010-04-05",7.99
"820","2010-04-06",7.77
"821","2010-04-07",7.67
"822","2010-04-08",7.77
"823","2010-04-09",7.67
"824","2010-04-12",7.64
"825","2010-04-13",7.65
"826","2010-04-14",7.86
"827","2010-04-15",7.93
"828","2010-04-16",8.25
"829","2010-04-19",8.05
"830","2010-04-20",8.27
"831","2010-04-21",8.32
"832","2010-04-22",8.27
"833","2010-04-23",8.18
"834","2010-04-26",7.96
"835","2010-04-27",7.72
"836","2010-04-28",7.87
"837","2010-04-29",8
"838","2010-04-30",7.77
"839","2010-05-03",7.96
"840","2010-05-04",7.53
"841","2010-05-05",7.54
"842","2010-05-06",7.2
"843","2010-05-07",7.1
"844","2010-05-10",7.27
"845","2010-05-11",7.43
"846","2010-05-12",7.52
"847","2010-05-13",7.41
"848","2010-05-14",7.13
"849","2010-05-17",7.21
"850","2010-05-18",7.11
"851","2010-05-19",7.12
"852","2010-05-20",6.7
"853","2010-05-21",6.59
"854","2010-05-24",6.45
"855","2010-05-25",6.37
"856","2010-05-26",6.55
"857","2010-05-27",6.73
"858","2010-05-28",6.52
"859","2010-06-01",6.73
"860","2010-06-02",7.56
"861","2010-06-03",7.76
"862","2010-06-04",7.5
"863","2010-06-07",6.85
"864","2010-06-08",6.88
"865","2010-06-09",6.88
"866","2010-06-10",7.37
"867","2010-06-11",7.67
"868","2010-06-14",7.69
"869","2010-06-15",7.75
"870","2010-06-16",7.64
"871","2010-06-17",7.6
"872","2010-06-18",7.24
"873","2010-06-21",7.16
"874","2010-06-22",7.16
"875","2010-06-23",7.13
"876","2010-06-24",6.99
"877","2010-06-25",7.67
"878","2010-06-28",7.81
"879","2010-06-29",7.42
"880","2010-06-30",7.2
"881","2010-07-01",7.14
"882","2010-07-02",7
"883","2010-07-06",6.94
"884","2010-07-07",7.27
"885","2010-07-08",7.4
"886","2010-07-09",7.69
"887","2010-07-12",7.25
"888","2010-07-13",7.82
"889","2010-07-14",7.71
"890","2010-07-15",7.62
"891","2010-07-16",7.25
"892","2010-07-19",7.25
"893","2010-07-20",7.28
"894","2010-07-21",7.05
"895","2010-07-22",7.38
"896","2010-07-23",8.17
"897","2010-07-26",8.4
"898","2010-07-27",8.3
"899","2010-07-28",8.1
"900","2010-07-29",8
"901","2010-07-30",8.1
"902","2010-08-02",8.1
"903","2010-08-03",8.34
"904","2010-08-04",8.69
"905","2010-08-05",8.58
"906","2010-08-06",8.44
"907","2010-08-09",8.8
"908","2010-08-10",8.64
"909","2010-08-11",8.21
"910","2010-08-12",8.15
"911","2010-08-13",8.06
"912","2010-08-16",8.29
"913","2010-08-17",8.45
"914","2010-08-18",8.54
"915","2010-08-19",8.22
"916","2010-08-20",8.31
"917","2010-08-23",8.14
"918","2010-08-24",8
"919","2010-08-25",8.16
"920","2010-08-26",8.12
"921","2010-08-27",8.07
"922","2010-08-30",7.8
"923","2010-08-31",7.83
"924","2010-09-01",8.27
"925","2010-09-02",8.48
"926","2010-09-03",8.45
"927","2010-09-07",8.31
"928","2010-09-08",8.51
"929","2010-09-09",8.5
"930","2010-09-10",8.57
"931","2010-09-13",8.53
"932","2010-09-14",8.58
"933","2010-09-15",8.68
"934","2010-09-16",8.42
"935","2010-09-17",8.44
"936","2010-09-20",8.49
"937","2010-09-21",8.28
"938","2010-09-22",8.36
"939","2010-09-23",8.33
"940","2010-09-24",8.55
"941","2010-09-27",8.48
"942","2010-09-28",8.4
"943","2010-09-29",8.4
"944","2010-09-30",8.41
"945","2010-10-01",8.31
"946","2010-10-04",8.27
"947","2010-10-05",8.56
"948","2010-10-06",8.4
"949","2010-10-07",8.4
"950","2010-10-08",8.4
"951","2010-10-11",8.29
"952","2010-10-12",8.31
"953","2010-10-13",8.42
"954","2010-10-14",8.46
"955","2010-10-15",8.54
"956","2010-10-18",8.63
"957","2010-10-19",8.41
"958","2010-10-20",8.43
"959","2010-10-21",8.18
"960","2010-10-22",8.21
"961","2010-10-25",8.48
"962","2010-10-26",8.55
"963","2010-10-27",8.39
"964","2010-10-28",8.21
"965","2010-10-29",8.31
"966","2010-11-01",8.07
"967","2010-11-02",7.95
"968","2010-11-03",7.89
"969","2010-11-04",8.23
"970","2010-11-05",8.1
"971","2010-11-08",8
"972","2010-11-09",7.79
"973","2010-11-10",7.85
"974","2010-11-11",7.62
"975","2010-11-12",7.58
"976","2010-11-15",7.72
"977","2010-11-16",7.72
"978","2010-11-17",7.8
"979","2010-11-18",7.9
"980","2010-11-19",7.8
"981","2010-11-22",7.75
"982","2010-11-23",7.63
"983","2010-11-24",7.86
"984","2010-11-26",7.96
"985","2010-11-29",8.05
"986","2010-11-30",7.98
"987","2010-12-01",8.15
"988","2010-12-02",8.28
"989","2010-12-03",8.26
"990","2010-12-06",8.3
"991","2010-12-07",8.05
"992","2010-12-08",7.94
"993","2010-12-09",7.89
"994","2010-12-10",8.1
