"","date","MYOS"
"1","2010-02-24",19.285801
"2","2010-02-25",23.571501
"3","2010-02-26",23.571501
"4","2010-03-01",23.571501
"5","2010-03-02",23.571501
"6","2010-03-03",23.571501
"7","2010-03-04",23.571501
"8","2010-03-05",23.571501
"9","2010-03-08",23.571501
"10","2010-03-09",23.571501
"11","2010-03-10",23.571501
"12","2010-03-11",23.571501
"13","2010-03-12",23.571501
"14","2010-03-15",23.571501
"15","2010-03-16",23.571501
"16","2010-03-17",43.2859
"17","2010-03-18",43.2859
"18","2010-03-19",43.2859
"19","2010-03-22",43.2859
"20","2010-03-23",43.2859
"21","2010-03-24",41.571602
"22","2010-03-25",41.571602
"23","2010-03-26",41.571602
"24","2010-03-29",41.571602
"25","2010-03-30",124.286003
"26","2010-03-31",124.286003
"27","2010-04-01",124.286003
"28","2010-04-05",124.286003
"29","2010-04-06",124.286003
"30","2010-04-07",124.286003
"31","2010-04-08",124.286003
"32","2010-04-09",124.286003
"33","2010-04-12",124.286003
"34","2010-04-13",124.286003
"35","2010-04-14",124.286003
"36","2010-04-15",124.286003
"37","2010-04-16",124.286003
"38","2010-04-19",124.286003
"39","2010-04-20",124.286003
"40","2010-04-21",124.286003
"41","2010-04-22",124.286003
"42","2010-04-23",124.286003
"43","2010-04-26",124.286003
"44","2010-04-27",124.286003
"45","2010-04-28",124.286003
"46","2010-04-29",167.143997
"47","2010-04-30",167.143997
"48","2010-05-03",167.143997
"49","2010-05-04",167.143997
"50","2010-05-05",167.143997
"51","2010-05-06",167.143997
"52","2010-05-07",167.143997
"53","2010-05-10",167.143997
"54","2010-05-11",167.143997
"55","2010-05-12",167.143997
"56","2010-05-13",167.143997
"57","2010-05-14",167.143997
"58","2010-05-17",167.143997
"59","2010-05-18",167.143997
"60","2010-05-19",167.143997
"61","2010-05-20",167.143997
"62","2010-05-21",167.143997
"63","2010-05-24",167.143997
"64","2010-05-25",167.143997
"65","2010-05-26",167.143997
"66","2010-05-27",167.143997
"67","2010-05-28",167.143997
"68","2010-06-01",167.143997
"69","2010-06-02",167.143997
"70","2010-06-03",167.143997
"71","2010-06-04",167.143997
"72","2010-06-07",167.143997
"73","2010-06-08",167.143997
"74","2010-06-09",167.143997
"75","2010-06-10",167.143997
"76","2010-06-11",167.143997
"77","2010-06-14",167.143997
"78","2010-06-15",167.143997
"79","2010-06-16",167.143997
"80","2010-06-17",167.143997
"81","2010-06-18",167.143997
"82","2010-06-21",167.143997
"83","2010-06-22",167.143997
"84","2010-06-23",167.143997
"85","2010-06-24",167.143997
"86","2010-06-25",167.143997
"87","2010-06-28",167.143997
"88","2010-06-29",167.143997
"89","2010-06-30",167.143997
"90","2010-07-01",167.143997
"91","2010-07-02",167.143997
"92","2010-07-06",167.143997
"93","2010-07-07",167.143997
"94","2010-07-08",167.143997
"95","2010-07-09",167.143997
"96","2010-07-12",167.143997
"97","2010-07-13",167.143997
"98","2010-07-14",167.143005
"99","2010-07-15",167.143005
"100","2010-07-16",167.143005
"101","2010-07-19",167.143005
"102","2010-07-20",167.143005
"103","2010-07-21",167.143005
"104","2010-07-22",167.143005
"105","2010-07-23",167.143005
"106","2010-07-26",167.143005
"107","2010-07-27",167.143005
"108","2010-07-28",167.143005
"109","2010-07-29",1470.01001
"110","2010-07-30",1470.01001
"111","2010-08-02",1470.01001
"112","2010-08-03",1470.01001
"113","2010-08-04",1470.01001
"114","2010-08-05",1470.01001
"115","2010-08-06",1470.01001
"116","2010-08-09",1470.01001
"117","2010-08-10",1470.01001
"118","2010-08-11",1470.01001
"119","2010-08-12",1470.01001
"120","2010-08-13",1470.01001
"121","2010-08-16",1470.01001
"122","2010-08-17",1470.01001
"123","2010-08-18",1470.01001
"124","2010-08-19",1470.01001
"125","2010-08-20",1470.01001
"126","2010-08-23",1470.01001
"127","2010-08-24",1470.01001
"128","2010-08-25",1470.01001
"129","2010-08-26",1470.01001
"130","2010-08-27",1470.01001
"131","2010-08-30",1470.01001
"132","2010-08-31",1470.01001
"133","2010-09-01",1470.01001
"134","2010-09-02",1470.01001
"135","2010-09-03",1470.01001
"136","2010-09-07",1470.01001
"137","2010-09-08",1470.01001
"138","2010-09-09",1470.01001
"139","2010-09-10",1470.01001
"140","2010-09-13",1470.01001
"141","2010-09-14",1470.01001
"142","2010-09-15",1470.01001
"143","2010-09-16",1470.01001
"144","2010-09-17",1470.01001
"145","2010-09-20",1470.01001
"146","2010-09-21",1470.01001
"147","2010-09-22",1470.01001
"148","2010-09-23",1470.01001
"149","2010-09-24",1470.01001
"150","2010-09-27",1470.01001
"151","2010-09-28",1470.01001
"152","2010-09-29",1470.01001
"153","2010-09-30",1470.01001
"154","2010-10-01",1470.01001
"155","2010-10-04",1470.01001
"156","2010-10-05",60.000198
"157","2010-10-06",60.000198
"158","2010-10-07",60.000198
"159","2010-10-08",60.000198
"160","2010-10-11",60.000198
"161","2010-10-12",60.000198
"162","2010-10-13",60.000198
"163","2010-10-14",60.000198
"164","2010-10-15",60.000198
"165","2010-10-18",60.000198
"166","2010-10-19",60.000198
"167","2010-10-20",60.000198
"168","2010-10-21",60.000198
"169","2010-10-22",60.000198
"170","2010-10-25",60.000198
"171","2010-10-26",60.000198
"172","2010-10-27",60.000198
"173","2010-10-28",60.000198
"174","2010-10-29",270.001007
"175","2010-11-01",150.001007
"176","2010-11-02",150.001007
"177","2010-11-03",150.001007
"178","2010-11-04",150.001007
"179","2010-11-05",150.001007
"180","2010-11-08",150.001007
"181","2010-11-09",150.001007
"182","2010-11-10",150.001007
"183","2010-11-11",150.001007
"184","2010-11-12",150.001007
"185","2010-11-15",150.001007
"186","2010-11-16",150.001007
"187","2010-11-17",150.001007
"188","2010-11-18",150.001007
"189","2010-11-19",150.001007
"190","2010-11-22",150.001007
"191","2010-11-23",150.001007
"192","2010-11-24",150.001007
"193","2010-11-26",150.001007
"194","2010-11-29",150.001007
"195","2010-11-30",150.001007
"196","2010-12-01",150.001007
"197","2010-12-02",150.001007
"198","2010-12-03",150.001007
"199","2010-12-06",150.001007
"200","2010-12-07",150.001007
"201","2010-12-08",150.001007
"202","2010-12-09",150.001007
"203","2010-12-10",150.001007
"204","2010-12-13",150.001007
"205","2010-12-14",150.001007
"206","2010-12-15",150.001007
"207","2010-12-16",150.001007
"208","2010-12-17",150.001007
"209","2010-12-20",150.001007
"210","2010-12-21",150.001007
"211","2010-12-22",300.001007
"212","2010-12-23",300.001007
"213","2010-12-27",300.001007
"214","2010-12-28",300.001007
"215","2010-12-29",300.001007
"216","2010-12-30",300.001007
"217","2010-12-31",300.001007
"218","2011-01-03",300.001007
"219","2011-01-04",300.001007
"220","2011-01-05",300.001007
"221","2011-01-06",300.001007
"222","2011-01-07",300.001007
"223","2011-01-10",300.001007
"224","2011-01-11",300.001007
"225","2011-01-12",300.001007
"226","2011-01-13",300.001007
"227","2011-01-14",300.001007
"228","2011-01-18",300.001007
"229","2011-01-19",300.001007
"230","2011-01-20",300.001007
"231","2011-01-21",300.001007
"232","2011-01-24",300.001007
"233","2011-01-25",300.001007
"234","2011-01-26",300.001007
