"","date","KW"
"121","2008-05-27",9.06
"122","2008-05-28",9.11
"123","2008-05-29",9.1
"124","2008-05-30",9.2
"125","2008-06-02",9.2
"126","2008-06-03",9.2
"127","2008-06-04",9.2
"128","2008-06-05",9.2
"129","2008-06-06",9.19
"130","2008-06-09",9.21
"131","2008-06-10",9.17
"132","2008-06-11",9.21
"133","2008-06-12",9.25
"134","2008-06-13",9.29
"135","2008-06-16",9.29
"136","2008-06-17",9.26
"137","2008-06-18",9.25
"138","2008-06-19",9.25
"139","2008-06-20",9.28
"140","2008-06-23",9.29
"141","2008-06-24",9.29
"142","2008-06-25",9.26
"143","2008-06-26",9.26
"144","2008-06-27",9.3
"145","2008-06-30",9.31
"146","2008-07-01",9.27
"147","2008-07-02",9.27
"148","2008-07-03",9.32
"149","2008-07-07",9.32
"150","2008-07-08",9.31
"151","2008-07-09",9.3
"152","2008-07-10",9.31
"153","2008-07-11",9.31
"154","2008-07-14",9.27
"155","2008-07-15",9.27
"156","2008-07-16",9.27
"157","2008-07-17",9.31
"158","2008-07-18",9.31
"159","2008-07-21",9.31
"160","2008-07-22",9.31
"161","2008-07-23",9.29
"162","2008-07-24",9.29
"163","2008-07-25",9.29
"164","2008-07-28",9.29
"165","2008-07-29",9.29
"166","2008-07-30",9.34
"167","2008-07-31",9.34
"168","2008-08-01",9.35
"169","2008-08-04",9.35
"170","2008-08-05",9.35
"171","2008-08-06",9.35
"172","2008-08-07",9.35
"173","2008-08-08",9.38
"174","2008-08-11",9.33
"175","2008-08-12",9.3
"176","2008-08-13",9.3
"177","2008-08-14",9.3
"178","2008-08-15",9.3
"179","2008-08-18",9.3
"180","2008-08-19",9.3
"181","2008-08-20",9.3
"182","2008-08-21",9.35
"183","2008-08-22",9.35
"184","2008-08-25",9.36
"185","2008-08-26",9.33
"186","2008-08-27",9.4
"187","2008-08-28",9.35
"188","2008-08-29",9.45
"189","2008-09-02",9.5
"190","2008-09-03",9.5
"191","2008-09-04",9.4
"192","2008-09-05",9.4
"193","2008-09-08",9.4
"194","2008-09-09",9.47
"195","2008-09-10",9.4
"196","2008-09-11",9.41
"197","2008-09-12",9.38
"198","2008-09-15",9.33
"199","2008-09-16",9.33
"200","2008-09-17",9.35
"201","2008-09-18",9.29
"202","2008-09-19",9.28
"203","2008-09-22",9.28
"204","2008-09-23",9.28
"205","2008-09-24",9.28
"206","2008-09-25",9.08
"207","2008-09-26",9.01
"208","2008-09-29",9.1
"209","2008-09-30",9.1
"210","2008-10-01",8.9
"211","2008-10-02",8.85
"212","2008-10-03",8.85
"213","2008-10-06",8.75
"214","2008-10-07",8.85
"215","2008-10-08",8.8
"216","2008-10-09",8.6
"217","2008-10-10",8.6
"218","2008-10-13",8.56
"219","2008-10-14",8.9
"220","2008-10-15",8.75
"221","2008-10-16",8.95
"222","2008-10-17",8.85
"223","2008-10-20",8.89
"224","2008-10-21",8.9
"225","2008-10-22",8.99
"226","2008-10-23",8.99
"227","2008-10-24",8.99
"228","2008-10-27",8.96
"229","2008-10-28",8.96
"230","2008-10-29",8.99
"231","2008-10-30",8.98
"232","2008-10-31",8.95
"233","2008-11-03",9
"234","2008-11-04",9.03
"235","2008-11-05",9.03
"236","2008-11-06",9.07
"237","2008-11-07",9.07
"238","2008-11-10",9.07
"239","2008-11-11",9.07
"240","2008-11-12",9.04
"241","2008-11-13",9.04
"242","2008-11-14",9.04
"243","2008-11-17",8.95
"244","2008-11-18",9.02
"245","2008-11-19",9.02
"246","2008-11-20",8.95
"247","2008-11-21",8.95
"248","2008-11-24",8.91
"249","2008-11-25",8.91
"250","2008-11-26",8.9
"251","2008-11-28",8.99
"252","2008-12-01",8.9
"253","2008-12-02",8.95
"254","2008-12-03",8.98
"255","2008-12-04",8.98
"256","2008-12-05",8.98
"257","2008-12-08",8.98
"258","2008-12-09",9
"259","2008-12-10",9
"260","2008-12-11",9
"261","2008-12-12",9
"262","2008-12-15",9
"263","2008-12-16",8.95
"264","2008-12-17",8.95
"265","2008-12-18",8.95
"266","2008-12-19",8.95
"267","2008-12-22",8.95
"268","2008-12-23",8.96
"269","2008-12-24",9.04
"270","2008-12-26",9.04
"271","2008-12-29",9.06
"272","2008-12-30",9.1
"273","2008-12-31",9.15
"274","2009-01-02",9.25
"275","2009-01-05",9.24
"276","2009-01-06",9.2
"277","2009-01-07",9.2
"278","2009-01-08",9.35
"279","2009-01-09",9.35
"280","2009-01-12",9.3
"281","2009-01-13",9.27
"282","2009-01-14",9.27
"283","2009-01-15",9.3
"284","2009-01-16",9.28
"285","2009-01-20",9.21
"286","2009-01-21",9.3
"287","2009-01-22",9.3
"288","2009-01-23",9.28
"289","2009-01-26",9.28
"290","2009-01-27",9.28
"291","2009-01-28",9.4
"292","2009-01-29",9.3
"293","2009-01-30",9.3
"294","2009-02-02",9.3
"295","2009-02-03",9.37
"296","2009-02-04",9.35
"297","2009-02-05",9.37
"298","2009-02-06",9.38
"299","2009-02-09",9.38
"300","2009-02-10",9.4
"301","2009-02-11",9.39
"302","2009-02-12",9.39
"303","2009-02-13",9.38
"304","2009-02-17",9.43
"305","2009-02-18",9.42
"306","2009-02-19",9.45
"307","2009-02-20",9.42
"308","2009-02-23",9.42
"309","2009-02-24",9.42
"310","2009-02-25",9.44
"311","2009-02-26",9.43
"312","2009-02-27",9.44
"313","2009-03-02",9.44
"314","2009-03-03",9.44
"315","2009-03-04",9.44
"316","2009-03-05",9.44
"317","2009-03-06",9.44
"318","2009-03-09",9.46
"319","2009-03-10",9.43
"320","2009-03-11",9.43
"321","2009-03-12",9.46
"322","2009-03-13",9.46
"323","2009-03-16",9.46
"324","2009-03-17",9.43
"325","2009-03-18",9.42
"326","2009-03-19",9.43
"327","2009-03-20",9.45
"328","2009-03-23",9.45
"329","2009-03-24",9.45
"330","2009-03-25",9.46
"331","2009-03-26",9.46
"332","2009-03-27",9.46
"333","2009-03-30",9.46
"334","2009-03-31",9.46
"335","2009-04-01",9.49
"336","2009-04-02",9.5
"337","2009-04-03",9.5
"338","2009-04-06",9.5
"339","2009-04-07",9.5
"340","2009-04-08",9.5
"341","2009-04-09",9.5
"342","2009-04-13",9.52
"343","2009-04-14",9.5
"344","2009-04-15",9.5
"345","2009-04-16",9.5
"346","2009-04-17",9.5
"347","2009-04-20",9.5
"348","2009-04-21",9.52
"349","2009-04-22",9.53
"350","2009-04-23",9.54
"351","2009-04-24",9.53
"352","2009-04-27",9.53
"353","2009-04-28",9.53
"354","2009-04-29",9.53
"355","2009-04-30",9.53
"356","2009-05-01",9.54
"357","2009-05-04",9.54
"358","2009-05-05",9.54
"359","2009-05-06",9.54
"360","2009-05-07",9.54
"361","2009-05-08",9.57
"362","2009-05-11",9.54
"363","2009-05-12",9.55
"364","2009-05-13",9.56
"365","2009-05-14",9.56
"366","2009-05-15",9.56
"367","2009-05-18",9.56
"368","2009-05-19",9.56
"369","2009-05-20",9.56
"370","2009-05-21",9.57
"371","2009-05-22",9.56
"372","2009-05-26",9.56
"373","2009-05-27",9.58
"374","2009-05-28",9.58
"375","2009-05-29",9.59
"376","2009-06-01",9.59
"377","2009-06-02",9.6
"378","2009-06-03",9.6
"379","2009-06-04",9.6
"380","2009-06-05",9.6
"381","2009-06-08",9.65
"382","2009-06-09",9.65
"383","2009-06-10",9.67
"384","2009-06-11",9.65
"385","2009-06-12",9.65
"386","2009-06-15",9.65
"387","2009-06-16",9.65
"388","2009-06-17",9.65
"389","2009-06-18",9.64
"390","2009-06-19",9.64
"391","2009-06-22",9.64
"392","2009-06-23",9.65
"393","2009-06-24",9.65
"394","2009-06-25",9.66
"395","2009-06-26",9.66
"396","2009-06-29",9.67
"397","2009-06-30",9.67
"398","2009-07-01",9.67
"399","2009-07-02",9.68
"400","2009-07-06",9.68
"401","2009-07-07",9.68
"402","2009-07-08",9.68
"403","2009-07-09",9.68
"404","2009-07-10",9.77
"405","2009-07-13",9.7
"406","2009-07-14",9.7
"407","2009-07-15",9.72
"408","2009-07-16",9.7
"409","2009-07-17",9.7
"410","2009-07-20",9.71
"411","2009-07-21",9.71
"412","2009-07-22",9.71
"413","2009-07-23",9.71
"414","2009-07-24",9.71
"415","2009-07-27",9.8
"416","2009-07-28",9.75
"417","2009-07-29",9.74
"418","2009-07-30",9.74
"419","2009-07-31",9.74
"420","2009-08-03",9.74
"421","2009-08-04",9.74
"422","2009-08-05",9.74
"423","2009-08-06",9.74
"424","2009-08-07",9.74
"425","2009-08-10",9.78
"426","2009-08-11",9.78
"427","2009-08-12",9.81
"428","2009-08-13",9.8
"429","2009-08-14",9.76
"430","2009-08-17",9.81
"431","2009-08-18",9.79
"432","2009-08-19",9.79
"433","2009-08-20",9.82
"434","2009-08-21",9.82
"435","2009-08-24",9.83
"436","2009-08-25",9.76
"437","2009-08-26",9.76
"438","2009-08-27",9.76
"439","2009-08-28",9.76
"440","2009-08-31",9.82
"441","2009-09-01",9.82
"442","2009-09-02",9.82
"443","2009-09-03",9.82
"444","2009-09-04",9.82
"445","2009-09-08",9.79
"446","2009-09-09",9.82
"447","2009-09-10",9.82
"448","2009-09-11",9.85
"449","2009-09-14",9.85
"450","2009-09-15",9.88
"451","2009-09-16",9.87
"452","2009-09-17",9.89
"453","2009-09-18",9.91
"454","2009-09-21",9.9
"455","2009-09-22",9.9
"456","2009-09-23",9.94
"457","2009-09-24",9.9
"458","2009-09-25",9.9
"459","2009-09-28",9.91
"460","2009-09-29",9.87
"461","2009-09-30",9.9
"462","2009-10-01",9.9
"463","2009-10-02",9.9
"464","2009-10-05",9.9
"465","2009-10-06",9.9
"466","2009-10-07",9.9
"467","2009-10-08",9.9
"468","2009-10-09",9.86
"469","2009-10-12",9.83
"470","2009-10-13",9.84
"471","2009-10-14",9.85
"472","2009-10-15",9.84
"473","2009-10-16",9.9
"474","2009-10-19",9.88
"475","2009-10-20",9.85
"476","2009-10-21",9.82
"477","2009-10-22",9.88
"478","2009-10-23",9.87
"479","2009-10-26",9.9
"480","2009-10-27",9.9
"481","2009-10-28",9.85
"482","2009-10-29",9.86
"483","2009-10-30",9.88
"484","2009-11-02",9.87
"485","2009-11-03",9.87
"486","2009-11-04",9.87
"487","2009-11-05",9.9
"488","2009-11-06",9.85
"489","2009-11-09",9.89
"490","2009-11-10",9.88
"491","2009-11-11",9.89
"492","2009-11-12",9.92
"493","2009-11-13",9.85
"494","2009-11-16",9.81
"495","2009-11-17",9.7
"496","2009-11-18",9.41
"497","2009-11-19",9.45
"498","2009-11-20",9.35
"499","2009-11-23",9.3
"500","2009-11-24",9.11
"501","2009-11-25",9.05
"502","2009-11-27",9.1
"503","2009-11-30",9.04
"504","2009-12-01",8.98
"505","2009-12-02",9
"506","2009-12-03",8.97
"507","2009-12-04",8.9
"508","2009-12-07",9.07
"509","2009-12-08",9.15
"510","2009-12-09",9.25
"511","2009-12-10",9.34
"512","2009-12-11",9.25
"513","2009-12-14",9.25
"514","2009-12-15",9.25
"515","2009-12-16",9.16
"516","2009-12-17",9.05
"517","2009-12-18",9.01
"518","2009-12-21",9
"519","2009-12-22",9.01
"520","2009-12-23",9.05
"521","2009-12-24",9.02
"522","2009-12-28",9
"523","2009-12-29",8.95
"524","2009-12-30",8.94
"525","2009-12-31",8.95
"526","2010-01-04",8.9
"527","2010-01-05",8.92
"528","2010-01-06",8.96
"529","2010-01-07",9
"530","2010-01-08",9.05
"531","2010-01-11",9.05
"532","2010-01-12",9.05
"533","2010-01-13",9.05
"534","2010-01-14",9.05
"535","2010-01-15",9.09
"536","2010-01-19",9.04
"537","2010-01-20",9.04
"538","2010-01-21",9.39
"539","2010-01-22",9.45
"540","2010-01-25",9.36
"541","2010-01-26",9.5
"542","2010-01-27",9.1
"543","2010-01-28",9.14
"544","2010-01-29",9.13
"545","2010-02-01",9.1
"546","2010-02-02",9.3
"547","2010-02-03",9.25
"548","2010-02-04",9.28
"549","2010-02-05",9.3
"550","2010-02-08",9.25
"551","2010-02-09",9.35
"552","2010-02-10",9.3
"553","2010-02-11",9.35
"554","2010-02-12",9.4
"555","2010-02-16",9.35
"556","2010-02-17",9.53
"557","2010-02-18",9.55
"558","2010-02-19",9.5
"559","2010-02-22",9.5
"560","2010-02-23",9.55
"561","2010-02-24",9.6
"562","2010-02-25",9.6
"563","2010-02-26",9.64
"564","2010-03-01",9.58
"565","2010-03-02",9.68
"566","2010-03-03",9.67
"567","2010-03-04",9.8
"568","2010-03-05",9.86
"569","2010-03-08",9.82
"570","2010-03-09",9.89
"571","2010-03-10",9.9
"572","2010-03-11",9.94
"573","2010-03-12",9.91
"574","2010-03-15",9.46
"575","2010-03-16",9.85
"576","2010-03-17",9.99
"577","2010-03-18",10
"578","2010-03-19",10
"579","2010-03-22",9.85
"580","2010-03-23",10.09
"581","2010-03-24",10.1
"582","2010-03-25",10.15
"583","2010-03-26",9.99
"584","2010-03-29",10.05
"585","2010-03-30",10
"586","2010-03-31",10.15
"587","2010-04-01",10.18
"588","2010-04-05",9.98
"589","2010-04-06",10.25
"590","2010-04-07",10.31
"591","2010-04-08",10.41
"592","2010-04-09",10.47
"593","2010-04-12",10.5
"594","2010-04-13",10.74
"595","2010-04-14",10.9
"596","2010-04-15",10.86
"597","2010-04-16",10.81
"598","2010-04-19",10.83
"599","2010-04-20",10.84
"600","2010-04-21",11
"601","2010-04-22",11
"602","2010-04-23",10.99
"603","2010-04-26",11
"604","2010-04-27",10.99
"605","2010-04-28",11.05
"606","2010-04-29",11
"607","2010-04-30",11.07
"608","2010-05-03",11.29
"609","2010-05-04",11.35
"610","2010-05-05",11.5
"611","2010-05-06",11.38
"612","2010-05-07",11.18
"613","2010-05-10",11.39
"614","2010-05-11",11.5
"615","2010-05-12",11.45
"616","2010-05-13",11.34
"617","2010-05-14",11.36
"618","2010-05-17",11.32
"619","2010-05-18",11.11
"620","2010-05-19",11.01
"621","2010-05-20",11.02
"622","2010-05-21",11.01
"623","2010-05-24",11.05
"624","2010-05-25",11
"625","2010-05-26",10.84
"626","2010-05-27",11
"627","2010-05-28",11.03
"628","2010-06-01",11.11
"629","2010-06-02",11
"630","2010-06-03",11.01
"631","2010-06-04",10.91
"632","2010-06-07",10.94
"633","2010-06-08",10.95
"634","2010-06-09",10.98
"635","2010-06-10",11
"636","2010-06-11",11
"637","2010-06-14",10.99
"638","2010-06-15",11.15
"639","2010-06-16",11
"640","2010-06-17",11
"641","2010-06-18",10.95
"642","2010-06-21",10.99
"643","2010-06-22",10.99
"644","2010-06-23",10.97
"645","2010-06-24",11.1
"646","2010-06-25",11.16
"647","2010-06-28",10.79
"648","2010-06-29",10.5
"649","2010-06-30",10.1
"650","2010-07-01",10.15
"651","2010-07-02",9.9
"652","2010-07-06",9.37
"653","2010-07-07",9.86
"654","2010-07-08",9.91
"655","2010-07-09",9.76
"656","2010-07-12",9.77
"657","2010-07-13",9.86
"658","2010-07-14",9.86
"659","2010-07-15",9.79
"660","2010-07-16",9.48
"661","2010-07-19",9.52
"662","2010-07-20",9.83
"663","2010-07-21",9.85
"664","2010-07-22",9.98
"665","2010-07-23",9.9
"666","2010-07-26",9.9
"667","2010-07-27",10.21
"668","2010-07-28",10.26
"669","2010-07-29",10
"670","2010-07-30",9.93
"671","2010-08-02",9.95
"672","2010-08-03",9.94
"673","2010-08-04",10.16
"674","2010-08-05",10.36
"675","2010-08-06",10.32
"676","2010-08-09",10.35
"677","2010-08-10",10.18
"678","2010-08-11",9.96
"679","2010-08-12",9.92
"680","2010-08-13",9.75
"681","2010-08-16",9.78
"682","2010-08-17",9.97
"683","2010-08-18",9.84
"684","2010-08-19",9.6
"685","2010-08-20",9.54
"686","2010-08-23",9.62
"687","2010-08-24",9.49
"688","2010-08-25",9.5
"689","2010-08-26",9.5
"690","2010-08-27",9.86
"691","2010-08-30",9.85
"692","2010-08-31",9.9
"693","2010-09-01",10.09
"694","2010-09-02",10.39
"695","2010-09-03",10.5
"696","2010-09-07",10.66
"697","2010-09-08",10.78
"698","2010-09-09",10.55
"699","2010-09-10",10.7
"700","2010-09-13",10.83
"701","2010-09-14",10.53
"702","2010-09-15",10.41
"703","2010-09-16",10.2
"704","2010-09-17",10.16
"705","2010-09-20",10.53
"706","2010-09-21",10.71
"707","2010-09-22",10.58
"708","2010-09-23",10.4
"709","2010-09-24",10.8
"710","2010-09-27",10.65
"711","2010-09-28",10.74
"712","2010-09-29",10.66
"713","2010-09-30",10.6
"714","2010-10-01",10.66
"715","2010-10-04",10.49
"716","2010-10-05",10.69
"717","2010-10-06",10.74
"718","2010-10-07",10.61
"719","2010-10-08",10.67
"720","2010-10-11",10.7
"721","2010-10-12",10.73
"722","2010-10-13",10.59
"723","2010-10-14",10.54
"724","2010-10-15",10.38
"725","2010-10-18",10.72
"726","2010-10-19",10.55
"727","2010-10-20",10.72
"728","2010-10-21",10.75
"729","2010-10-22",10.77
"730","2010-10-25",10.71
"731","2010-10-26",10.73
"732","2010-10-27",10.58
"733","2010-10-28",10.66
"734","2010-10-29",10.67
"735","2010-11-01",10.56
"736","2010-11-02",10.71
"737","2010-11-03",10.76
"738","2010-11-04",10.76
"739","2010-11-05",10.73
"740","2010-11-08",10.77
"741","2010-11-09",10.55
"742","2010-11-10",10.51
"743","2010-11-11",10.52
"744","2010-11-12",10.26
"745","2010-11-15",10.3
"746","2010-11-16",10.04
"747","2010-11-17",10.04
"748","2010-11-18",10.24
"749","2010-11-19",10.06
"750","2010-11-22",9.9
"751","2010-11-23",9.86
"752","2010-11-24",9.95
"753","2010-11-26",9.95
"754","2010-11-29",9.9
"755","2010-11-30",9.79
"756","2010-12-01",9.89
"757","2010-12-02",9.88
"758","2010-12-03",9.9
"759","2010-12-06",9.79
"760","2010-12-07",9.8
"761","2010-12-08",9.79
"762","2010-12-09",9.72
"763","2010-12-10",9.8
"764","2010-12-13",9.74
"765","2010-12-14",9.73
"766","2010-12-15",9.62
"767","2010-12-16",9.55
"768","2010-12-17",9.48
"769","2010-12-20",9.3
"770","2010-12-21",9.26
"771","2010-12-22",9.32
"772","2010-12-23",9.42
"773","2010-12-27",9.7
"774","2010-12-28",9.79
"775","2010-12-29",9.96
"776","2010-12-30",9.89
"777","2010-12-31",9.99
"778","2011-01-03",9.9
"779","2011-01-04",9.98
"780","2011-01-05",10
"781","2011-01-06",10.03
"782","2011-01-07",10.12
"783","2011-01-10",10.14
"784","2011-01-11",10.2
"785","2011-01-12",10.44
"786","2011-01-13",10.57
"787","2011-01-14",10.49
"788","2011-01-18",10.49
"789","2011-01-19",10.49
"790","2011-01-20",10.49
"791","2011-01-21",10.5
"792","2011-01-24",10.52
"793","2011-01-25",10.59
"794","2011-01-26",10.55
"795","2011-01-27",10.57
"796","2011-01-28",10.55
"797","2011-01-31",10.55
"798","2011-02-01",10.74
"799","2011-02-02",10.76
"800","2011-02-03",10.66
"801","2011-02-04",10.72
"802","2011-02-07",10.78
"803","2011-02-08",10.7
"804","2011-02-09",10.74
"805","2011-02-10",10.8
"806","2011-02-11",10.8
"807","2011-02-14",10.79
"808","2011-02-15",10.8
"809","2011-02-16",10.76
"810","2011-02-17",10.97
"811","2011-02-18",11.02
"812","2011-02-22",10.87
"813","2011-02-23",10.64
"814","2011-02-24",10.83
"815","2011-02-25",11
"816","2011-02-28",11
"817","2011-03-01",10.75
"818","2011-03-02",10.69
"819","2011-03-03",10.8
"820","2011-03-04",10.71
"821","2011-03-07",10.71
"822","2011-03-08",10.84
"823","2011-03-09",10.84
"824","2011-03-10",10.49
"825","2011-03-11",10.41
"826","2011-03-14",10.36
"827","2011-03-15",10.28
"828","2011-03-16",10.27
"829","2011-03-17",10.24
"830","2011-03-18",10.38
"831","2011-03-21",10.56
"832","2011-03-22",10.72
"833","2011-03-23",10.81
"834","2011-03-24",10.81
"835","2011-03-25",10.79
"836","2011-03-28",10.81
"837","2011-03-29",10.84
"838","2011-03-30",10.86
"839","2011-03-31",10.86
"840","2011-04-01",10.95
"841","2011-04-04",10.93
"842","2011-04-05",11
"843","2011-04-06",10.98
"844","2011-04-07",11.02
"845","2011-04-08",11.05
"846","2011-04-11",10.8
"847","2011-04-12",10.7
"848","2011-04-13",10.76
"849","2011-04-14",10.82
"850","2011-04-15",10.89
"851","2011-04-18",10.81
"852","2011-04-19",10.8
"853","2011-04-20",10.85
"854","2011-04-21",10.96
"855","2011-04-25",11
"856","2011-04-26",11.17
"857","2011-04-27",11.24
"858","2011-04-28",11.45
"859","2011-04-29",11.45
"860","2011-05-02",11.16
"861","2011-05-03",10.91
"862","2011-05-04",10.9
"863","2011-05-05",10.94
"864","2011-05-06",11.04
"865","2011-05-09",11.01
"866","2011-05-10",11.1
"867","2011-05-11",11.01
"868","2011-05-12",11.05
"869","2011-05-13",11.01
"870","2011-05-16",10.9
"871","2011-05-17",10.97
"872","2011-05-18",10.99
"873","2011-05-19",11.06
"874","2011-05-20",11
"875","2011-05-23",10.91
"876","2011-05-24",10.83
"877","2011-05-25",10.98
"878","2011-05-26",11
"879","2011-05-27",11.05
"880","2011-05-31",11.5
"881","2011-06-01",11.34
"882","2011-06-02",11.54
"883","2011-06-03",11.48
"884","2011-06-06",11.42
"885","2011-06-07",11.76
"886","2011-06-08",11.84
"887","2011-06-09",12.02
"888","2011-06-10",11.87
"889","2011-06-13",11.83
"890","2011-06-14",12
"891","2011-06-15",11.58
"892","2011-06-16",11.82
"893","2011-06-17",11.93
"894","2011-06-20",12.01
"895","2011-06-21",12.07
"896","2011-06-22",12
"897","2011-06-23",12.05
"898","2011-06-24",12.15
"899","2011-06-27",12.21
"900","2011-06-28",12.3
"901","2011-06-29",12.2
"902","2011-06-30",12.25
"903","2011-07-01",12.25
"904","2011-07-05",12.25
"905","2011-07-06",12.24
"906","2011-07-07",12.38
"907","2011-07-08",12.24
"908","2011-07-11",12.18
"909","2011-07-12",12.26
"910","2011-07-13",12.35
"911","2011-07-14",12.21
"912","2011-07-15",12.28
"913","2011-07-18",12.23
"914","2011-07-19",12.4
"915","2011-07-20",12.21
"916","2011-07-21",12.55
"917","2011-07-22",12.36
"918","2011-07-25",12.09
"919","2011-07-26",12.28
"920","2011-07-27",11.92
"921","2011-07-28",12.07
"922","2011-07-29",12.04
"923","2011-08-01",11.95
"924","2011-08-02",11.7
"925","2011-08-03",11.75
"926","2011-08-04",11.4
"927","2011-08-05",11.58
"928","2011-08-08",10.96
"929","2011-08-09",11.34
"930","2011-08-10",10.72
"931","2011-08-11",11.02
"932","2011-08-12",11.01
"933","2011-08-15",11.04
"934","2011-08-16",10.89
"935","2011-08-17",10.8
"936","2011-08-18",10.61
"937","2011-08-19",10.61
"938","2011-08-22",10.53
"939","2011-08-23",11.18
"940","2011-08-24",11.28
"941","2011-08-25",10.84
"942","2011-08-26",11
"943","2011-08-29",11.27
"944","2011-08-30",11.31
"945","2011-08-31",11.61
"946","2011-09-01",11.25
"947","2011-09-02",11
"948","2011-09-06",10.97
"949","2011-09-07",11.23
"950","2011-09-08",11.01
"951","2011-09-09",10.8
"952","2011-09-12",10.98
"953","2011-09-13",11.14
"954","2011-09-14",11.17
"955","2011-09-15",11.27
"956","2011-09-16",11.31
"957","2011-09-19",11.03
"958","2011-09-20",10.87
"959","2011-09-21",10.51
"960","2011-09-22",10.4
"961","2011-09-23",10.66
"962","2011-09-26",11.08
"963","2011-09-27",11.26
"964","2011-09-28",10.94
"965","2011-09-29",11.04
"966","2011-09-30",10.6
"967","2011-10-03",10.25
"968","2011-10-04",11.04
"969","2011-10-05",11
"970","2011-10-06",11.01
"971","2011-10-07",10.66
"972","2011-10-10",10.75
"973","2011-10-11",11
"974","2011-10-12",11.2
"975","2011-10-13",11.51
"976","2011-10-14",11.5
"977","2011-10-17",11.04
"978","2011-10-18",11.25
"979","2011-10-19",11
"980","2011-10-20",11.02
"981","2011-10-21",11.27
"982","2011-10-24",11.62
"983","2011-10-25",11.42
"984","2011-10-26",11.83
"985","2011-10-27",12.66
"986","2011-10-28",12.79
"987","2011-10-31",12.42
"988","2011-11-01",11.62
"989","2011-11-02",12.05
"990","2011-11-03",12.3
"991","2011-11-04",12.03
"992","2011-11-07",11.94
"993","2011-11-08",11.14
"994","2011-11-09",10.64
"995","2011-11-10",11.53
"996","2011-11-11",10.95
"997","2011-11-14",10.5
"998","2011-11-15",10.61
"999","2011-11-16",10.75
"1000","2011-11-17",10.56
"1001","2011-11-18",11.23
"1002","2011-11-21",10.95
"1003","2011-11-22",10.98
"1004","2011-11-23",10.74
