"","date","CNNB"
"1","2018-03-08",6.514
"2","2018-03-09",6.422
"3","2018-03-12",6.422
"4","2018-03-13",6.422
"5","2018-03-14",6.422
"6","2018-03-15",6.422
"7","2018-03-16",6.422
"8","2018-03-19",6.422
"9","2018-03-20",6.422
"10","2018-03-21",6.422
"11","2018-03-22",6.422
"12","2018-03-23",6.422
"13","2018-03-26",6.33
"14","2018-03-27",6.361
"15","2018-03-28",6.697
"16","2018-03-29",6.697
"17","2018-04-02",6.697
"18","2018-04-03",6.159
"19","2018-04-04",6.422
"20","2018-04-05",6.422
"21","2018-04-06",6.391
"22","2018-04-09",6.269
"23","2018-04-10",6.275
"24","2018-04-11",6.275
"25","2018-04-12",6.275
"26","2018-04-13",6.214
"27","2018-04-16",6.19
"28","2018-04-17",6.19
"29","2018-04-18",6.159
"30","2018-04-19",6.575
"31","2018-04-20",7.248
"32","2018-04-23",7.248
"33","2018-04-24",7.456
"34","2018-04-25",7.456
"35","2018-04-26",7.486
"36","2018-04-27",7.486
"37","2018-04-30",7.486
"38","2018-05-01",7.486
"39","2018-05-02",7.486
"40","2018-05-03",7.486
"41","2018-05-04",7.486
"42","2018-05-07",7.486
"43","2018-05-08",7.278
"44","2018-05-09",7.278
"45","2018-05-10",7.278
"46","2018-05-11",7.278
"47","2018-05-14",7.278
"48","2018-05-15",7.486
"49","2018-05-16",7.486
"50","2018-05-17",7.486
"51","2018-05-18",7.339
"52","2018-05-21",7.339
"53","2018-05-22",7.339
"54","2018-05-23",7.339
"55","2018-05-24",7.339
"56","2018-05-25",7.339
"57","2018-05-29",7.339
"58","2018-05-30",7.339
"59","2018-05-31",7.339
"60","2018-06-01",7.339
"61","2018-06-04",7.339
"62","2018-06-05",7.339
"63","2018-06-06",7.339
"64","2018-06-07",7.339
"65","2018-06-08",7.339
"66","2018-06-11",7.486
"67","2018-06-12",7.339
"68","2018-06-13",7.339
"69","2018-06-14",7.339
"70","2018-06-15",7.339
"71","2018-06-18",7.339
"72","2018-06-19",7.339
"73","2018-06-20",7.37
"74","2018-06-21",7.37
"75","2018-06-22",7.37
"76","2018-06-25",7.37
"77","2018-06-26",7.37
"78","2018-06-27",7.676
"79","2018-06-28",7.676
"80","2018-06-29",7.859
"81","2018-07-02",7.89
"82","2018-07-03",7.89
"83","2018-07-05",7.89
"84","2018-07-06",7.939
"85","2018-07-09",7.951
"86","2018-07-10",8.092
"87","2018-07-11",8.092
"88","2018-07-12",8.092
"89","2018-07-13",8.092
"90","2018-07-16",8.092
"91","2018-07-17",8.092
"92","2018-07-18",7.951
"93","2018-07-19",7.951
"94","2018-07-20",7.951
"95","2018-07-23",7.951
"96","2018-07-24",7.951
"97","2018-07-25",7.951
"98","2018-07-26",7.951
"99","2018-07-27",7.951
"100","2018-07-30",7.951
"101","2018-07-31",7.951
"102","2018-08-01",7.951
"103","2018-08-02",7.951
"104","2018-08-03",7.951
"105","2018-08-06",7.951
"106","2018-08-07",7.951
"107","2018-08-08",7.951
"108","2018-08-09",7.951
"109","2018-08-10",7.951
"110","2018-08-13",7.951
"111","2018-08-14",7.951
"112","2018-08-15",7.951
"113","2018-08-16",7.951
"114","2018-08-17",7.951
"115","2018-08-20",7.951
"116","2018-08-21",7.951
"117","2018-08-22",7.951
"118","2018-08-23",7.951
"119","2018-08-24",7.951
"120","2018-08-27",7.951
"121","2018-08-28",7.951
"122","2018-08-29",7.951
"123","2018-08-30",7.951
"124","2018-08-31",7.951
"125","2018-09-04",7.951
"126","2018-09-05",8.073
"127","2018-09-06",8.073
"128","2018-09-07",8.073
"129","2018-09-10",8.073
"130","2018-09-11",8.807
"131","2018-09-12",8.807
"132","2018-09-13",8.654
"133","2018-09-14",8.654
"134","2018-09-17",8.654
"135","2018-09-18",8.654
"136","2018-09-19",7.951
"137","2018-09-20",7.951
"138","2018-09-21",8.807
"139","2018-09-24",8.807
"140","2018-09-25",8.807
"141","2018-09-26",8.557
"142","2018-09-27",8.557
"143","2018-09-28",8.557
"144","2018-10-01",8.557
"145","2018-10-02",8.557
"146","2018-10-03",8.557
"147","2018-10-04",8.557
"148","2018-10-05",8.557
"149","2018-10-08",8.557
"150","2018-10-09",8.557
"151","2018-10-10",8.557
"152","2018-10-11",8.557
"153","2018-10-12",8.557
"154","2018-10-15",8.557
"155","2018-10-16",8.557
"156","2018-10-17",8.557
"157","2018-10-18",8.557
"158","2018-10-19",8.557
"159","2018-10-22",8.557
"160","2018-10-23",8.557
"161","2018-10-24",7.982
"162","2018-10-25",7.982
"163","2018-10-26",7.982
"164","2018-10-29",7.982
"165","2018-10-30",7.92
"166","2018-10-31",7.92
"167","2018-11-01",7.92
"168","2018-11-02",7.92
"169","2018-11-05",7.401
"170","2018-11-06",7.853
"171","2018-11-07",7.853
"172","2018-11-08",7.853
"173","2018-11-09",7.853
"174","2018-11-12",7.853
"175","2018-11-13",7.853
"176","2018-11-14",7.853
"177","2018-11-15",7.853
"178","2018-11-16",7.853
"179","2018-11-19",7.853
"180","2018-11-20",7.853
"181","2018-11-21",7.853
"182","2018-11-23",7.853
"183","2018-11-26",7.853
"184","2018-11-27",7.853
"185","2018-11-28",7.853
"186","2018-11-29",7.853
"187","2018-11-30",7.853
"188","2018-12-03",7.737
"189","2018-12-04",7.737
"190","2018-12-06",7.737
"191","2018-12-07",7.798
"192","2018-12-10",7.798
"193","2018-12-11",7.798
"194","2018-12-12",7.798
"195","2018-12-13",7.645
"196","2018-12-14",7.615
"197","2018-12-17",7.615
"198","2018-12-18",7.615
"199","2018-12-19",7.615
"200","2018-12-20",7.339
"201","2018-12-21",7.339
"202","2018-12-24",7.339
"203","2018-12-26",7.315
"204","2018-12-27",7.339
"205","2018-12-28",7.339
"206","2018-12-31",7.339
"207","2019-01-02",7.229
"208","2019-01-03",7.217
"209","2019-01-04",7.339
"210","2019-01-07",7.339
"211","2019-01-08",7.339
"212","2019-01-09",7.339
"213","2019-01-10",7.339
"214","2019-01-11",7.339
"215","2019-01-14",7.339
"216","2019-01-15",7.339
"217","2019-01-16",7.737
"218","2019-01-17",7.737
"219","2019-01-18",7.737
"220","2019-01-22",7.737
"221","2019-01-23",7.859
"222","2019-01-24",7.859
"223","2019-01-25",7.859
"224","2019-01-28",7.859
"225","2019-01-29",7.859
"226","2019-01-30",7.859
"227","2019-01-31",7.859
"228","2019-02-01",7.859
"229","2019-02-04",7.89
"230","2019-02-05",7.89
"231","2019-02-06",7.89
"232","2019-02-07",7.89
"233","2019-02-08",7.89
"234","2019-02-11",7.89
"235","2019-02-12",7.89
"236","2019-02-13",7.89
"237","2019-02-14",7.89
"238","2019-02-15",7.89
"239","2019-02-19",7.89
"240","2019-02-20",7.89
"241","2019-02-21",7.89
"242","2019-02-22",7.89
"243","2019-02-25",7.89
"244","2019-02-26",7.645
"245","2019-02-27",7.645
"246","2019-02-28",7.645
"247","2019-03-01",7.645
"248","2019-03-04",7.645
"249","2019-03-05",7.645
"250","2019-03-06",7.645
"251","2019-03-07",8.104
"252","2019-03-08",8.104
"253","2019-03-11",8.104
"254","2019-03-12",8.104
"255","2019-03-13",8.104
"256","2019-03-14",8.104
"257","2019-03-15",8.104
"258","2019-03-18",8.104
"259","2019-03-19",8.104
"260","2019-03-20",8.104
"261","2019-03-21",8.104
"262","2019-03-22",8.104
"263","2019-03-25",8.104
"264","2019-03-26",8.104
"265","2019-03-27",8.104
"266","2019-03-28",8.104
"267","2019-03-29",8.104
"268","2019-04-01",8.257
"269","2019-04-02",8.257
"270","2019-04-03",8.257
"271","2019-04-04",8.257
"272","2019-04-05",8.257
"273","2019-04-08",8.257
"274","2019-04-09",8.257
"275","2019-04-10",8.257
"276","2019-04-11",8.257
"277","2019-04-12",8.257
"278","2019-04-15",8.257
"279","2019-04-16",8.257
"280","2019-04-17",8.257
"281","2019-04-18",8.257
"282","2019-04-22",8.257
"283","2019-04-23",8.257
"284","2019-04-24",8.257
"285","2019-04-25",8.257
"286","2019-04-26",8.257
"287","2019-04-29",8.257
"288","2019-04-30",8.257
"289","2019-05-01",8.257
"290","2019-05-02",8.379
"291","2019-05-03",8.379
"292","2019-05-06",8.379
"293","2019-05-07",8.379
"294","2019-05-08",8.379
"295","2019-05-09",8.379
"296","2019-05-10",8.379
"297","2019-05-13",8.41
"298","2019-05-14",8.379
"299","2019-05-15",8.379
"300","2019-05-16",8.379
"301","2019-05-17",8.379
"302","2019-05-20",8.379
"303","2019-05-21",8.379
"304","2019-05-22",8.379
"305","2019-05-23",8.379
"306","2019-05-24",8.379
"307","2019-05-28",8.379
"308","2019-05-29",8.379
"309","2019-05-30",8.379
"310","2019-05-31",8.379
"311","2019-06-03",8.379
"312","2019-06-04",8.379
"313","2019-06-05",8.379
"314","2019-06-06",8.379
"315","2019-06-07",8.379
"316","2019-06-10",8.379
"317","2019-06-11",8.379
"318","2019-06-12",8.379
"319","2019-06-13",8.379
"320","2019-06-14",8.379
"321","2019-06-17",8.379
"322","2019-06-18",8.379
"323","2019-06-19",8.379
"324","2019-06-20",8.379
"325","2019-06-21",8.379
"326","2019-06-24",8.379
"327","2019-06-25",8.563
"328","2019-06-26",8.563
"329","2019-06-27",8.563
"330","2019-06-28",8.563
"331","2019-07-01",8.563
"332","2019-07-02",8.563
"333","2019-07-03",8.563
"334","2019-07-05",8.563
"335","2019-07-08",8.563
"336","2019-07-09",8.563
"337","2019-07-10",8.563
"338","2019-07-11",9.021
"339","2019-07-12",9.021
"340","2019-07-15",9.021
"341","2019-07-16",9.021
"342","2019-07-17",9.021
"343","2019-07-18",9.021
"344","2019-07-19",9.021
"345","2019-07-22",9.021
"346","2019-07-23",9.633
"347","2019-07-24",9.755
"348","2019-07-25",9.786
"349","2019-07-26",9.786
"350","2019-07-29",9.817
"351","2019-07-30",9.847
"352","2019-07-31",9.847
"353","2019-08-01",9.786
"354","2019-08-02",9.786
"355","2019-08-05",9.817
"356","2019-08-06",9.786
"357","2019-08-07",9.786
"358","2019-08-08",9.786
"359","2019-08-09",9.786
"360","2019-08-12",9.786
"361","2019-08-13",9.939
"362","2019-08-14",9.847
"363","2019-08-15",9.847
"364","2019-08-16",9.847
"365","2019-08-19",9.786
"366","2019-08-20",9.725
"367","2019-08-21",9.725
"368","2019-08-22",9.48
"369","2019-08-23",9.48
"370","2019-08-26",9.48
"371","2019-08-27",9.48
"372","2019-08-28",9.48
"373","2019-08-29",9.48
"374","2019-08-30",9.48
"375","2019-09-03",9.48
"376","2019-09-04",8.869
"377","2019-09-05",8.869
"378","2019-09-06",8.869
"379","2019-09-09",8.869
"380","2019-09-10",8.869
"381","2019-09-11",9.48
"382","2019-09-12",9.572
"383","2019-09-13",9.572
"384","2019-09-16",9.572
"385","2019-09-17",9.572
"386","2019-09-18",9.572
"387","2019-09-19",9.572
"388","2019-09-20",9.572
"389","2019-09-23",9.572
"390","2019-09-24",9.003
"391","2019-09-25",9.003
"392","2019-09-26",9.003
"393","2019-09-27",9.003
"394","2019-09-30",9.694
"395","2019-10-01",9.694
"396","2019-10-02",9.694
"397","2019-10-03",9.694
"398","2019-10-04",9.694
"399","2019-10-07",9.48
"400","2019-10-08",9.48
"401","2019-10-09",9.694
"402","2019-10-10",9.694
"403","2019-10-11",9.694
"404","2019-10-14",9.694
"405","2019-10-15",9.694
"406","2019-10-16",9.694
"407","2019-10-17",9.664
"408","2019-10-18",9.664
"409","2019-10-21",9.664
"410","2019-10-22",9.664
"411","2019-10-23",9.664
"412","2019-10-24",9.602
"413","2019-10-25",9.602
"414","2019-10-28",9.602
"415","2019-10-29",9.694
"416","2019-10-30",9.694
"417","2019-10-31",9.694
"418","2019-11-01",9.694
"419","2019-11-04",9.719
"420","2019-11-05",9.725
"421","2019-11-06",9.725
"422","2019-11-07",9.725
"423","2019-11-08",9.725
"424","2019-11-11",9.725
"425","2019-11-12",9.541
"426","2019-11-13",9.541
"427","2019-11-14",9.541
"428","2019-11-15",9.541
"429","2019-11-18",9.541
"430","2019-11-19",9.541
"431","2019-11-20",9.358
"432","2019-11-21",9.297
"433","2019-11-22",9.297
"434","2019-11-25",9.511
"435","2019-11-26",9.511
"436","2019-11-27",9.511
"437","2019-11-29",9.939
"438","2019-12-02",9.939
"439","2019-12-03",9.939
"440","2019-12-04",9.786
"441","2019-12-05",9.676
"442","2019-12-06",9.682
"443","2019-12-09",9.939
"444","2019-12-10",10.061
"445","2019-12-11",10.061
"446","2019-12-12",10.061
"447","2019-12-13",9.969
"448","2019-12-16",9.896
"449","2019-12-17",10.086
"450","2019-12-18",10.092
"451","2019-12-19",10.092
"452","2019-12-20",9.985
"453","2019-12-23",10.245
"454","2019-12-24",10.245
"455","2019-12-26",10.122
"456","2019-12-27",10.245
"457","2019-12-30",10.245
"458","2019-12-31",10.245
"459","2020-01-02",10.245
"460","2020-01-03",10.092
"461","2020-01-06",10.092
"462","2020-01-07",10.214
"463","2020-01-08",10.245
"464","2020-01-09",10.214
"465","2020-01-10",10.214
"466","2020-01-13",10.245
"467","2020-01-14",10.336
"468","2020-01-15",10.734
"469","2020-01-16",10.703
"470","2020-01-17",10.703
"471","2020-01-21",10.765
"472","2020-01-22",10.887
"473","2020-01-23",10.826
"474","2020-01-24",10.72
"475","2020-01-27",10.72
"476","2020-01-28",10.7
"477","2020-01-29",10.72
"478","2020-01-30",10.74
"479","2020-01-31",10.69
"480","2020-02-03",10.65
"481","2020-02-04",10.67
"482","2020-02-05",10.69
"483","2020-02-06",10.69
"484","2020-02-07",10.7
"485","2020-02-10",10.66
"486","2020-02-11",10.68
"487","2020-02-12",10.7
"488","2020-02-13",10.7
"489","2020-02-14",10.68
"490","2020-02-18",10.7
"491","2020-02-19",10.7
"492","2020-02-20",10.74
"493","2020-02-21",10.74
"494","2020-02-24",10.7
"495","2020-02-25",10.69
"496","2020-02-26",10.57
"497","2020-02-27",10.48
"498","2020-02-28",10.41
"499","2020-03-02",10.34
"500","2020-03-03",10.32
"501","2020-03-04",10.32
"502","2020-03-05",10.25
"503","2020-03-06",9.9
"504","2020-03-09",9.05
"505","2020-03-10",9.87
"506","2020-03-11",9.4
"507","2020-03-12",8.937
"508","2020-03-13",8.499
"509","2020-03-16",8.05
"510","2020-03-17",8.15
"511","2020-03-18",6.75
"512","2020-03-19",7
"513","2020-03-20",7.3
"514","2020-03-23",6.4
"515","2020-03-24",6.94
"516","2020-03-25",7.03
"517","2020-03-26",8.475
"518","2020-03-27",8.45
"519","2020-03-30",8.165
"520","2020-03-31",8.15
"521","2020-04-01",8.12
"522","2020-04-02",8.5
"523","2020-04-03",8.18
"524","2020-04-06",7.52
"525","2020-04-07",7.607
"526","2020-04-08",7.61
"527","2020-04-09",7.98
"528","2020-04-13",7.85
"529","2020-04-14",8
"530","2020-04-15",7.71
"531","2020-04-16",7.575
"532","2020-04-17",7.4
"533","2020-04-20",7.5
"534","2020-04-21",7.5
"535","2020-04-22",7.554
"536","2020-04-23",7.55
"537","2020-04-24",7.8
"538","2020-04-27",7.86
"539","2020-04-28",8.184
"540","2020-04-29",8.493
"541","2020-04-30",8.26
"542","2020-05-01",8.02
"543","2020-05-04",8.085
"544","2020-05-05",8.1
"545","2020-05-06",8.1
"546","2020-05-07",8.1
"547","2020-05-08",9.1
"548","2020-05-11",9.197
"549","2020-05-12",9.35
"550","2020-05-13",9.35
"551","2020-05-14",8.76
"552","2020-05-15",8.702
"553","2020-05-18",8.85
"554","2020-05-19",8.643
"555","2020-05-20",8.757
"556","2020-05-21",9.2
"557","2020-05-22",8.951
"558","2020-05-26",8.907
"559","2020-05-27",9.105
"560","2020-05-28",9.2
"561","2020-05-29",9.49
"562","2020-06-01",9.2
"563","2020-06-02",9.38
"564","2020-06-03",9.44
"565","2020-06-04",9.75
"566","2020-06-05",9.99
"567","2020-06-08",9.95
"568","2020-06-09",9.85
"569","2020-06-10",9.85
"570","2020-06-11",9.36
"571","2020-06-12",9.56
"572","2020-06-15",9.9
"573","2020-06-16",9.9
"574","2020-06-17",9.54
"575","2020-06-18",9.68
