"","date","NWG"
"1","2007-10-18",210.536591
"2","2007-10-19",204.878052
"3","2007-10-22",205.853653
"4","2007-10-23",208.195129
"5","2007-10-24",209.756104
"6","2007-10-25",208.585373
"7","2007-10-26",211.512192
"8","2007-10-29",212.097565
"9","2007-10-30",208
"10","2007-10-31",213.463409
"11","2007-11-01",206.439026
"12","2007-11-02",201.36586
"13","2007-11-05",194.146347
"14","2007-11-06",190.243896
"15","2007-11-07",181.268295
"16","2007-11-08",176.195129
"17","2007-11-09",166.63414
"18","2007-11-12",179.317078
"19","2007-11-13",193.36586
"20","2007-11-14",189.463409
"21","2007-11-15",181.073166
"22","2007-11-16",174.243896
"23","2007-11-19",164.487808
"24","2007-11-20",168
"25","2007-11-21",165.463409
"26","2007-11-23",172.097565
"27","2007-11-26",168.780487
"28","2007-11-27",174.439026
"29","2007-11-28",183.219513
"30","2007-11-29",181.853653
"31","2007-11-30",188.097565
"32","2007-12-03",189.268295
"33","2007-12-04",181.268295
"34","2007-12-05",188.292679
"35","2007-12-06",194.926834
"36","2007-12-07",195.121948
"37","2007-12-10",200.195129
"38","2007-12-11",188.097565
"39","2007-12-12",186.536591
"40","2007-12-13",178.341461
"41","2007-12-14",174.829269
"42","2007-12-17",169.170731
"43","2007-12-18",171.707321
"44","2007-12-19",168.585373
"45","2007-12-20",169.951218
"46","2007-12-21",175.414627
"47","2007-12-24",178.536591
"48","2007-12-26",178.341461
"49","2007-12-27",176.975616
"50","2007-12-28",174.63414
"51","2007-12-31",174.63414
"52","2008-01-02",171.902435
"53","2008-01-03",173.658539
"54","2008-01-04",163.512192
"55","2008-01-07",164.682922
"56","2008-01-08",161.756104
"57","2008-01-09",162.926834
"58","2008-01-10",158.243896
"59","2008-01-11",159.414627
"60","2008-01-14",163.902435
"61","2008-01-15",154.926834
"62","2008-01-16",153.756104
"63","2008-01-17",149.073166
"64","2008-01-18",146.341461
"65","2008-01-22",148.487808
"66","2008-01-23",149.268295
"67","2008-01-24",158.048782
"68","2008-01-25",151.414627
"69","2008-01-28",151.804871
"70","2008-01-29",157.658539
"71","2008-01-30",153.560974
"72","2008-01-31",153.560974
"73","2008-02-01",154.926834
"74","2008-02-04",157.073166
"75","2008-02-05",147.707321
"76","2008-02-06",144.390244
"77","2008-02-07",142.243896
"78","2008-02-08",140.878052
"79","2008-02-11",140.292679
"80","2008-02-12",143.804871
"81","2008-02-13",144.975616
"82","2008-02-14",139.512192
"83","2008-02-15",137.756104
"84","2008-02-19",141.463409
"85","2008-02-20",141.658539
"86","2008-02-21",144.585373
"87","2008-02-22",149.073166
"88","2008-02-25",157.073166
"89","2008-02-26",162.731705
"90","2008-02-27",160.585373
"91","2008-02-28",158.829269
"92","2008-02-29",148.682922
"93","2008-03-03",145.756104
"94","2008-03-04",146.341461
"95","2008-03-05",139.707321
"96","2008-03-06",135.219513
"97","2008-03-07",132.292679
"98","2008-03-10",132.682922
"99","2008-03-11",140.487808
"100","2008-03-12",141.658539
"101","2008-03-13",140.487808
"102","2008-03-14",133.073166
"103","2008-03-17",122.536583
"104","2008-03-18",132.487808
"105","2008-03-19",122.536583
"106","2008-03-20",129.756104
"107","2008-03-24",132.682922
"108","2008-03-25",139.707321
"109","2008-03-26",136.195129
"110","2008-03-27",134.63414
"111","2008-03-28",132.878052
"112","2008-03-31",132.292679
"113","2008-04-01",144.195129
"114","2008-04-02",148.682922
"115","2008-04-03",146.536591
"116","2008-04-04",145.36586
"117","2008-04-07",147.121948
"118","2008-04-08",145.36586
"119","2008-04-09",143.219513
"120","2008-04-10",141.463409
"121","2008-04-11",138.536591
"122","2008-04-14",138.146347
"123","2008-04-15",134.439026
"124","2008-04-16",147.707321
"125","2008-04-17",144.975616
"126","2008-04-18",151.414627
"127","2008-04-21",146.146347
"128","2008-04-22",139.317078
"129","2008-04-23",136.390244
"130","2008-04-24",133.658539
"131","2008-04-25",137.756104
