"","date","IPGP"
"1","2007-01-03",24.09
"2","2007-01-04",24.09
"3","2007-01-05",24.82
"4","2007-01-08",24.66
"5","2007-01-09",25.700001
"6","2007-01-10",27.24
"7","2007-01-11",26.799999
"8","2007-01-12",26.33
"9","2007-01-16",25.120001
"10","2007-01-17",26.02
"11","2007-01-18",25.129999
"12","2007-01-19",25.09
"13","2007-01-22",25.790001
"14","2007-01-23",25.370001
"15","2007-01-24",25.6
"16","2007-01-25",25.440001
"17","2007-01-26",26.42
"18","2007-01-29",27.040001
"19","2007-01-30",27.469999
"20","2007-01-31",26.41
"21","2007-02-01",26.040001
"22","2007-02-02",26.41
"23","2007-02-05",26.09
"24","2007-02-06",25.879999
"25","2007-02-07",26.299999
"26","2007-02-08",26.299999
"27","2007-02-09",26.190001
"28","2007-02-12",25.6
"29","2007-02-13",25.059999
"30","2007-02-14",25.040001
"31","2007-02-15",24.18
"32","2007-02-16",24.75
"33","2007-02-20",25.370001
"34","2007-02-21",25.209999
"35","2007-02-22",25
"36","2007-02-23",24.52
"37","2007-02-26",24
"38","2007-02-27",23.049999
"39","2007-02-28",23.190001
"40","2007-03-01",22.459999
"41","2007-03-02",23.82
"42","2007-03-05",23.23
"43","2007-03-06",21.450001
"44","2007-03-07",20.379999
"45","2007-03-08",20.299999
"46","2007-03-09",19.9
"47","2007-03-12",19.870001
"48","2007-03-13",19.799999
"49","2007-03-14",19.09
"50","2007-03-15",18.02
"51","2007-03-16",18.23
"52","2007-03-19",18.690001
"53","2007-03-20",19
"54","2007-03-21",19.049999
"55","2007-03-22",19.41
"56","2007-03-23",19.940001
"57","2007-03-26",20.02
"58","2007-03-27",20.02
"59","2007-03-28",19.82
"60","2007-03-29",19.379999
"61","2007-03-30",19.200001
"62","2007-04-02",18.889999
"63","2007-04-03",19
"64","2007-04-04",18.879999
"65","2007-04-05",18.639999
"66","2007-04-09",19
"67","2007-04-10",19.219999
"68","2007-04-11",19.370001
"69","2007-04-12",19.4
"70","2007-04-13",19.82
"71","2007-04-16",20.530001
"72","2007-04-17",21.120001
"73","2007-04-18",20.73
"74","2007-04-19",20.040001
"75","2007-04-20",19.75
"76","2007-04-23",19.25
"77","2007-04-24",19.629999
"78","2007-04-25",19.42
"79","2007-04-26",18.17
"80","2007-04-27",18.17
"81","2007-04-30",18.190001
"82","2007-05-01",17.790001
"83","2007-05-02",17.99
"84","2007-05-03",18.450001
"85","2007-05-04",19.639999
"86","2007-05-07",18.879999
"87","2007-05-08",19.530001
"88","2007-05-09",20.059999
"89","2007-05-10",19.299999
"90","2007-05-11",19.99
"91","2007-05-14",20.030001
"92","2007-05-15",20.17
"93","2007-05-16",20.27
"94","2007-05-17",19.950001
"95","2007-05-18",20.290001
"96","2007-05-21",20.73
"97","2007-05-22",21.040001
"98","2007-05-23",21.610001
"99","2007-05-24",21.290001
"100","2007-05-25",20.35
"101","2007-05-29",20.209999
"102","2007-05-30",20.690001
"103","2007-05-31",22.43
"104","2007-06-01",22.98
"105","2007-06-04",23.440001
"106","2007-06-05",23.09
"107","2007-06-06",22.559999
"108","2007-06-07",22.360001
"109","2007-06-08",21.51
"110","2007-06-11",20.49
"111","2007-06-12",20.32
"112","2007-06-13",20.76
"113","2007-06-14",20.959999
"114","2007-06-15",21.049999
"115","2007-06-18",21.190001
"116","2007-06-19",21.110001
"117","2007-06-20",21.299999
"118","2007-06-21",21.370001
"119","2007-06-22",21.25
"120","2007-06-25",20.780001
"121","2007-06-26",20.43
"122","2007-06-27",20.32
"123","2007-06-28",20.26
"124","2007-06-29",19.950001
"125","2007-07-02",19.4
"126","2007-07-03",19.23
"127","2007-07-05",18.889999
"128","2007-07-06",19.34
"129","2007-07-09",19.309999
"130","2007-07-10",19.360001
"131","2007-07-11",19.43
"132","2007-07-12",20
"133","2007-07-13",19.99
"134","2007-07-16",20.030001
"135","2007-07-17",20.33
"136","2007-07-18",20.02
"137","2007-07-19",20.040001
"138","2007-07-20",19.99
"139","2007-07-23",20
"140","2007-07-24",19.41
"141","2007-07-25",19.4
"142","2007-07-26",19.57
"143","2007-07-27",19.120001
"144","2007-07-30",19.26
"145","2007-07-31",19.17
"146","2007-08-01",19.09
"147","2007-08-02",19.92
"148","2007-08-03",19.1
"149","2007-08-06",19.33
"150","2007-08-07",18.030001
"151","2007-08-08",18.290001
"152","2007-08-09",19.440001
"153","2007-08-10",19.08
"154","2007-08-13",18.389999
"155","2007-08-14",18.290001
"156","2007-08-15",18.09
"157","2007-08-16",17.68
"158","2007-08-17",18.84
"159","2007-08-20",19.049999
"160","2007-08-21",18.639999
"161","2007-08-22",18.639999
"162","2007-08-23",19.030001
"163","2007-08-24",18.93
"164","2007-08-27",19.120001
"165","2007-08-28",18.26
"166","2007-08-29",18.65
"167","2007-08-30",18.76
"168","2007-08-31",18.469999
"169","2007-09-04",18.9
"170","2007-09-05",18.690001
"171","2007-09-06",18.48
"172","2007-09-07",17.83
"173","2007-09-10",17.82
"174","2007-09-11",18.42
"175","2007-09-12",18.42
"176","2007-09-13",19.01
"177","2007-09-14",18.959999
"178","2007-09-17",18.59
"179","2007-09-18",19.25
"180","2007-09-19",19.219999
"181","2007-09-20",18.959999
"182","2007-09-21",19
"183","2007-09-24",18.91
"184","2007-09-25",19.129999
"185","2007-09-26",19.59
"186","2007-09-27",19.75
