"","date","IOSP"
"1","2007-01-03",22.540001
"2","2007-01-04",22.955
"3","2007-01-05",22.18
"4","2007-01-08",23.004999
"5","2007-01-09",22.530001
"6","2007-01-10",22.75
"7","2007-01-11",22.905001
"8","2007-01-12",23.27
"9","2007-01-16",22.15
"10","2007-01-17",23.035
"11","2007-01-18",23.299999
"12","2007-01-19",23.805
"13","2007-01-22",23.200001
"14","2007-01-23",23.98
"15","2007-01-24",24.305
"16","2007-01-25",23.75
"17","2007-01-26",24.23
"18","2007-01-29",24.865
"19","2007-01-30",25.825001
"20","2007-01-31",26.75
"21","2007-02-01",27.469999
"22","2007-02-02",26.58
"23","2007-02-05",25.785
"24","2007-02-06",26.190001
"25","2007-02-07",27.605
"26","2007-02-08",24.360001
"27","2007-02-09",25.375
"28","2007-02-12",25.275
"29","2007-02-13",26.245001
"30","2007-02-14",26.565001
"31","2007-02-15",26.555
"32","2007-02-16",27.17
"33","2007-02-20",27.084999
"34","2007-02-21",27.57
"35","2007-02-22",27.610001
"36","2007-02-23",27.25
"37","2007-02-26",26.84
"38","2007-02-27",25.66
"39","2007-02-28",25.91
"40","2007-03-01",27.049999
"41","2007-03-02",26.174999
"42","2007-03-05",25.790001
"43","2007-03-06",28.17
"44","2007-03-07",28.219999
"45","2007-03-08",28.110001
"46","2007-03-09",28.184999
"47","2007-03-12",28.495001
"48","2007-03-13",27.655001
"49","2007-03-14",27.434999
"50","2007-03-15",28.584999
"51","2007-03-16",27.485001
"52","2007-03-19",28.049999
"53","2007-03-20",28.33
"54","2007-03-21",29.625
"55","2007-03-22",29.219999
"56","2007-03-23",29.379999
"57","2007-03-26",30.540001
"58","2007-03-27",29.295
"59","2007-03-28",28.565001
"60","2007-03-29",29.15
"61","2007-03-30",28.82
"62","2007-04-02",28.695
"63","2007-04-03",29.49
"64","2007-04-04",29.245001
"65","2007-04-05",29.610001
"66","2007-04-09",29.360001
"67","2007-04-10",29.405001
"68","2007-04-11",29.155001
"69","2007-04-12",29.620001
"70","2007-04-13",29.24
"71","2007-04-16",29.5
"72","2007-04-17",29.51
"73","2007-04-18",29.094999
"74","2007-04-19",29.690001
"75","2007-04-20",29.045
"76","2007-04-23",28.995001
"77","2007-04-24",29.315001
"78","2007-04-25",29.07
"79","2007-04-26",28.495001
"80","2007-04-27",28.235001
"81","2007-04-30",26.844999
"82","2007-05-01",26.295
"83","2007-05-02",27.309999
"84","2007-05-03",27.26
"85","2007-05-04",28.18
"86","2007-05-07",28.469999
"87","2007-05-08",28.065001
"88","2007-05-09",28.889999
"89","2007-05-10",28.485001
"90","2007-05-11",30.365
"91","2007-05-14",29.754999
"92","2007-05-15",29.905001
"93","2007-05-16",30.76
"94","2007-05-17",29.795
"95","2007-05-18",30.084999
"96","2007-05-21",30.334999
"97","2007-05-22",31.055
"98","2007-05-23",29.945
"99","2007-05-24",28.475
"100","2007-05-25",29.530001
"101","2007-05-29",29.455
"102","2007-05-30",29.865
"103","2007-05-31",29.9
"104","2007-06-01",29.764999
"105","2007-06-04",30.125
"106","2007-06-05",29.26
"107","2007-06-06",28.09
"108","2007-06-07",27.965
"109","2007-06-08",28.219999
"110","2007-06-11",28.674999
"111","2007-06-12",27.440001
"112","2007-06-13",28.025
"113","2007-06-14",29.01
"114","2007-06-15",29.08
"115","2007-06-18",30.620001
"116","2007-06-19",30.985001
"117","2007-06-20",29.469999
"118","2007-06-21",29.934999
"119","2007-06-22",30.549999
"120","2007-06-25",30.450001
"121","2007-06-26",29.9
"122","2007-06-27",30.719999
"123","2007-06-28",30.504999
"124","2007-06-29",29.605
"125","2007-07-02",30.665001
"126","2007-07-03",30.865
"127","2007-07-05",30.690001
"128","2007-07-06",30.344999
"129","2007-07-09",30.135
"130","2007-07-10",29.42
"131","2007-07-11",29.370001
"132","2007-07-12",30.18
"133","2007-07-13",30.32
"134","2007-07-16",29.6
"135","2007-07-17",30.434999
"136","2007-07-18",30.799999
"137","2007-07-19",31.344999
"138","2007-07-20",30.344999
"139","2007-07-23",31.82
"140","2007-07-24",29.709999
"141","2007-07-25",30.51
"142","2007-07-26",28.9
"143","2007-07-27",27.549999
"144","2007-07-30",27.889999
"145","2007-07-31",27.530001
"146","2007-08-01",28.360001
"147","2007-08-02",27.4
"148","2007-08-03",25.68
"149","2007-08-06",25.92
"150","2007-08-07",23.209999
"151","2007-08-08",22.110001
"152","2007-08-09",18.719999
"153","2007-08-10",20.75
"154","2007-08-13",24.77
"155","2007-08-14",21.33
"156","2007-08-15",21.99
"157","2007-08-16",23.360001
"158","2007-08-17",22.77
"159","2007-08-20",24.33
"160","2007-08-21",24.35
"161","2007-08-22",26.43
"162","2007-08-23",25.1
"163","2007-08-24",26
"164","2007-08-27",24.870001
"165","2007-08-28",23.73
"166","2007-08-29",25.059999
"167","2007-08-30",24.75
"168","2007-08-31",24.84
"169","2007-09-04",24.280001
"170","2007-09-05",23.52
"171","2007-09-06",23.51
"172","2007-09-07",22.33
"173","2007-09-10",21.74
"174","2007-09-11",21.74
"175","2007-09-12",21.51
"176","2007-09-13",22.08
"177","2007-09-14",22.18
"178","2007-09-17",21.780001
"179","2007-09-18",25
"180","2007-09-19",25.24
"181","2007-09-20",24.34
"182","2007-09-21",23.68
"183","2007-09-24",22.780001
"184","2007-09-25",22.57
"185","2007-09-26",22.82
"186","2007-09-27",22.389999
"187","2007-09-28",22.780001
"188","2007-10-01",23.49
"189","2007-10-02",23.379999
"190","2007-10-03",22.5
"191","2007-10-04",22.860001
"192","2007-10-05",23.549999
"193","2007-10-08",23.459999
"194","2007-10-09",23.91
"195","2007-10-10",23.809999
"196","2007-10-11",23.129999
"197","2007-10-12",23.709999
"198","2007-10-15",23.5
"199","2007-10-16",23.26
"200","2007-10-17",23.26
"201","2007-10-18",23.5
"202","2007-10-19",22.129999
"203","2007-10-22",22.33
"204","2007-10-23",22.52
"205","2007-10-24",21.51
"206","2007-10-25",21.139999
"207","2007-10-26",21.860001
"208","2007-10-29",21.08
"209","2007-10-30",21.1
"210","2007-10-31",21.290001
"211","2007-11-01",19.879999
"212","2007-11-02",20.389999
"213","2007-11-05",19.67
"214","2007-11-06",20.84
"215","2007-11-07",18.92
"216","2007-11-08",19.290001
"217","2007-11-09",18.809999
"218","2007-11-12",18.290001
"219","2007-11-13",18.709999
"220","2007-11-14",18.34
"221","2007-11-15",17.040001
"222","2007-11-16",18.48
"223","2007-11-19",17.139999
"224","2007-11-20",17
"225","2007-11-21",16.709999
"226","2007-11-23",16.870001
"227","2007-11-26",16.43
"228","2007-11-27",16.26
"229","2007-11-28",17.15
"230","2007-11-29",16.860001
"231","2007-11-30",17.559999
"232","2007-12-03",17.280001
"233","2007-12-04",17.17
"234","2007-12-05",17.4
"235","2007-12-06",17.450001
"236","2007-12-07",17.959999
"237","2007-12-10",18.639999
"238","2007-12-11",18.34
"239","2007-12-12",18.85
"240","2007-12-13",19.33
"241","2007-12-14",18.52
"242","2007-12-17",18.16
"243","2007-12-18",18.09
"244","2007-12-19",17.9
"245","2007-12-20",17.99
"246","2007-12-21",18.799999
"247","2007-12-24",19.1
"248","2007-12-26",18.66
"249","2007-12-27",17.879999
"250","2007-12-28",17.41
"251","2007-12-31",17.16
"252","2008-01-02",17.139999
"253","2008-01-03",16.959999
"254","2008-01-04",16.52
"255","2008-01-07",16.209999
"256","2008-01-08",16.700001
"257","2008-01-09",15.96
"258","2008-01-10",16.73
"259","2008-01-11",16.209999
"260","2008-01-14",16.450001
"261","2008-01-15",15.77
"262","2008-01-16",15.58
"263","2008-01-17",14.97
"264","2008-01-18",14.1
"265","2008-01-22",14.51
"266","2008-01-23",15.21
"267","2008-01-24",14.54
"268","2008-01-25",15.07
"269","2008-01-28",15.87
"270","2008-01-29",15.69
"271","2008-01-30",15.23
"272","2008-01-31",15.77
"273","2008-02-01",16.360001
"274","2008-02-04",15.78
"275","2008-02-05",15.48
"276","2008-02-06",15.35
"277","2008-02-07",16.639999
"278","2008-02-08",19
"279","2008-02-11",18.780001
"280","2008-02-12",19.48
"281","2008-02-13",20.07
"282","2008-02-14",19.4
"283","2008-02-15",19.690001
"284","2008-02-19",20.23
"285","2008-02-20",19.68
"286","2008-02-21",19.27
"287","2008-02-22",18.99
"288","2008-02-25",20.190001
"289","2008-02-26",19.9
"290","2008-02-27",19.620001
"291","2008-02-28",19.469999
"292","2008-02-29",18.74
"293","2008-03-03",19.969999
"294","2008-03-04",20.219999
"295","2008-03-05",20.5
"296","2008-03-06",20.110001
"297","2008-03-07",20.309999
"298","2008-03-10",20.07
"299","2008-03-11",20.969999
"300","2008-03-12",20.85
"301","2008-03-13",21.809999
"302","2008-03-14",20.73
"303","2008-03-17",19.870001
"304","2008-03-18",21.309999
"305","2008-03-19",20.74
"306","2008-03-20",20.84
"307","2008-03-24",21
"308","2008-03-25",21.450001
"309","2008-03-26",22.6
"310","2008-03-27",21.75
"311","2008-03-28",20.969999
"312","2008-03-31",21.200001
"313","2008-04-01",21.83
"314","2008-04-02",21.84
"315","2008-04-03",22.059999
"316","2008-04-04",22.120001
"317","2008-04-07",22.120001
"318","2008-04-08",22.190001
"319","2008-04-09",22.1
"320","2008-04-10",22.709999
"321","2008-04-11",21.98
"322","2008-04-14",22.5
"323","2008-04-15",23
"324","2008-04-16",23.49
"325","2008-04-17",23.219999
"326","2008-04-18",23.799999
"327","2008-04-21",23.57
"328","2008-04-22",23.74
"329","2008-04-23",23.32
"330","2008-04-24",22.99
"331","2008-04-25",22.290001
"332","2008-04-28",22.309999
"333","2008-04-29",21.49
"334","2008-04-30",20.389999
"335","2008-05-01",22.059999
"336","2008-05-02",22.040001
"337","2008-05-05",21.93
"338","2008-05-06",22.08
"339","2008-05-07",21.16
"340","2008-05-08",21.24
"341","2008-05-09",22.049999
"342","2008-05-12",23
"343","2008-05-13",23.08
"344","2008-05-14",24.01
"345","2008-05-15",23.74
"346","2008-05-16",24.110001
"347","2008-05-19",23.290001
"348","2008-05-20",23.969999
"349","2008-05-21",24.5
"350","2008-05-22",25.040001
"351","2008-05-23",23.709999
"352","2008-05-27",24.209999
"353","2008-05-28",25.030001
"354","2008-05-29",24.889999
"355","2008-05-30",24.620001
"356","2008-06-02",24.700001
"357","2008-06-03",24.639999
"358","2008-06-04",25.120001
"359","2008-06-05",25.290001
"360","2008-06-06",23.200001
"361","2008-06-09",23.99
"362","2008-06-10",23.870001
"363","2008-06-11",23.32
"364","2008-06-12",23.17
"365","2008-06-13",23.389999
"366","2008-06-16",23.700001
"367","2008-06-17",23.309999
"368","2008-06-18",23.35
"369","2008-06-19",23.73
"370","2008-06-20",22.33
"371","2008-06-23",23.6
"372","2008-06-24",22.32
"373","2008-06-25",22.530001
"374","2008-06-26",20.76
"375","2008-06-27",20.379999
"376","2008-06-30",18.82
"377","2008-07-01",18.610001
"378","2008-07-02",17.440001
"379","2008-07-03",17.360001
"380","2008-07-07",17.940001
"381","2008-07-08",19.190001
"382","2008-07-09",19.09
"383","2008-07-10",19.879999
"384","2008-07-11",20.59
"385","2008-07-14",20.379999
"386","2008-07-15",20.190001
"387","2008-07-16",20.49
"388","2008-07-17",20.709999
"389","2008-07-18",20.1
"390","2008-07-21",20.26
"391","2008-07-22",20.59
"392","2008-07-23",20.639999
"393","2008-07-24",20.65
"394","2008-07-25",20.85
"395","2008-07-28",21.08
"396","2008-07-29",21.58
"397","2008-07-30",23.49
"398","2008-07-31",17.74
"399","2008-08-01",17.1
"400","2008-08-04",16.35
"401","2008-08-05",16.370001
"402","2008-08-06",15.99
"403","2008-08-07",15.5
"404","2008-08-08",16.059999
"405","2008-08-11",16.66
"406","2008-08-12",16.379999
"407","2008-08-13",16.74
"408","2008-08-14",17.01
"409","2008-08-15",16.42
"410","2008-08-18",16.299999
"411","2008-08-19",16.059999
"412","2008-08-20",16.040001
"413","2008-08-21",15.9
"414","2008-08-22",15.91
"415","2008-08-25",15.7
"416","2008-08-26",15.55
"417","2008-08-27",15.78
"418","2008-08-28",15.74
"419","2008-08-29",15.69
"420","2008-09-02",15.31
"421","2008-09-03",15.26
"422","2008-09-04",14.8
"423","2008-09-05",14.71
"424","2008-09-08",14.87
"425","2008-09-09",13.86
"426","2008-09-10",13.99
"427","2008-09-11",13.92
"428","2008-09-12",13.99
"429","2008-09-15",13.1
"430","2008-09-16",13.73
"431","2008-09-17",11.63
"432","2008-09-18",13.71
"433","2008-09-19",15.07
"434","2008-09-22",13.87
"435","2008-09-23",12.61
"436","2008-09-24",12.31
