"","date","GTHX"
"97","2017-10-03",25.610001
"98","2017-10-04",25.65
"99","2017-10-05",26.049999
"100","2017-10-06",25.870001
"101","2017-10-09",24.1
"102","2017-10-10",24.940001
"103","2017-10-11",24.950001
"104","2017-10-12",24.65
"105","2017-10-13",24.030001
"106","2017-10-16",24.940001
"107","2017-10-17",23.110001
"108","2017-10-18",22.58
"109","2017-10-19",21.889999
"110","2017-10-20",22.049999
"111","2017-10-23",22.18
"112","2017-10-24",21.4
"113","2017-10-25",21.440001
"114","2017-10-26",21.299999
"115","2017-10-27",21.860001
"116","2017-10-30",21.959999
"117","2017-10-31",23.629999
"118","2017-11-01",22.51
"119","2017-11-02",21.68
"120","2017-11-03",23.4
"121","2017-11-06",23.59
"122","2017-11-07",23.1
"123","2017-11-08",22.299999
"124","2017-11-09",20.59
"125","2017-11-10",20.75
"126","2017-11-13",19.709999
"127","2017-11-14",19.415001
"128","2017-11-15",19.15
"129","2017-11-16",20.75
"130","2017-11-17",20.75
"131","2017-11-20",19.969999
"132","2017-11-21",20.25
"133","2017-11-22",20.799999
"134","2017-11-24",20.82
"135","2017-11-27",21.139999
"136","2017-11-28",20.950001
"137","2017-11-29",21.1
"138","2017-11-30",20.549999
"139","2017-12-01",19.629999
"140","2017-12-04",19.01
"141","2017-12-05",19.08
"142","2017-12-06",19.459999
"143","2017-12-07",19.530001
"144","2017-12-08",19.780001
"145","2017-12-11",19.799999
"146","2017-12-12",19.290001
"147","2017-12-13",19.799999
"148","2017-12-14",19.6
"149","2017-12-15",19.709999
"150","2017-12-18",20.469999
"151","2017-12-19",19.25
"152","2017-12-20",19.469999
"153","2017-12-21",19.219999
"154","2017-12-22",19.49
"155","2017-12-26",19.450001
"156","2017-12-27",19.41
"157","2017-12-28",19.549999
"158","2017-12-29",19.84
"159","2018-01-02",20.49
"160","2018-01-03",20.4
"161","2018-01-04",20
"162","2018-01-05",19.16
"163","2018-01-08",19.309999
"164","2018-01-09",20.65
"165","2018-01-10",21.360001
"166","2018-01-11",23.219999
"167","2018-01-12",23.040001
"168","2018-01-16",22.709999
"169","2018-01-17",24.01
"170","2018-01-18",25.18
"171","2018-01-19",26.34
"172","2018-01-22",25.35
"173","2018-01-23",24.68
"174","2018-01-24",25.309999
"175","2018-01-25",26.360001
"176","2018-01-26",26.24
"177","2018-01-29",25.48
"178","2018-01-30",25.58
"179","2018-01-31",23.91
"180","2018-02-01",23.309999
"181","2018-02-02",22.969999
"182","2018-02-05",21.799999
"183","2018-02-06",21.709999
"184","2018-02-07",21.530001
"185","2018-02-08",20.41
"186","2018-02-09",19.379999
"187","2018-02-12",19.049999
"188","2018-02-13",19.450001
"189","2018-02-14",20.07
"190","2018-02-15",20.1
"191","2018-02-16",19.690001
"192","2018-02-20",19.139999
"193","2018-02-21",19.219999
"194","2018-02-22",22.01
"195","2018-02-23",24.110001
"196","2018-02-26",23.040001
"197","2018-02-27",22.52
"198","2018-02-28",22.59
"199","2018-03-01",23.870001
"200","2018-03-02",25.1
"201","2018-03-05",26.35
"202","2018-03-06",26.42
"203","2018-03-07",30.209999
"204","2018-03-08",31.780001
"205","2018-03-09",34.23
"206","2018-03-12",35.549999
"207","2018-03-13",38.73
"208","2018-03-14",38.900002
"209","2018-03-15",36.650002
"210","2018-03-16",36.049999
"211","2018-03-19",37.549999
"212","2018-03-20",40.349998
"213","2018-03-21",41.759998
"214","2018-03-22",40.110001
"215","2018-03-23",40.470001
"216","2018-03-26",41.119999
"217","2018-03-27",38.790001
"218","2018-03-28",35.860001
"219","2018-03-29",37.049999
"220","2018-04-02",37.470001
"221","2018-04-03",37.57
"222","2018-04-04",37.349998
"223","2018-04-05",36.060001
"224","2018-04-06",35.369999
"225","2018-04-09",36.529999
"226","2018-04-10",35.830002
"227","2018-04-11",35.060001
"228","2018-04-12",36.349998
"229","2018-04-13",36.669998
"230","2018-04-16",36.290001
"231","2018-04-17",40.68
"232","2018-04-18",38.860001
"233","2018-04-19",38.400002
"234","2018-04-20",38.93
"235","2018-04-23",39.130001
"236","2018-04-24",38.869999
"237","2018-04-25",39.43
"238","2018-04-26",39.080002
"239","2018-04-27",39.990002
"240","2018-04-30",38.349998
"241","2018-05-01",38.959999
"242","2018-05-02",40.18
"243","2018-05-03",39.860001
"244","2018-05-04",42.619999
"245","2018-05-07",45.919998
"246","2018-05-08",48.27
"247","2018-05-09",48.330002
"248","2018-05-10",48.970001
"249","2018-05-11",48.09
"250","2018-05-14",46.98
"251","2018-05-15",46.91
"252","2018-05-16",49.130001
"253","2018-05-17",48.310001
"254","2018-05-18",50.91
"255","2018-05-21",50.889999
"256","2018-05-22",49.400002
"257","2018-05-23",49.299999
"258","2018-05-24",51.169998
"259","2018-05-25",50.060001
"260","2018-05-29",49.200001
"261","2018-05-30",45.93
"262","2018-05-31",43.310001
"263","2018-06-01",43.599998
"264","2018-06-04",39.169998
"265","2018-06-05",37.5
"266","2018-06-06",38.57
"267","2018-06-07",38.389999
"268","2018-06-08",40.25
"269","2018-06-11",41
"270","2018-06-12",41.240002
"271","2018-06-13",43.09
"272","2018-06-14",44.830002
"273","2018-06-15",46.779999
"274","2018-06-18",46.93
"275","2018-06-19",47.91
"276","2018-06-20",49.110001
"277","2018-06-21",49.369999
"278","2018-06-22",48.259998
"279","2018-06-25",47.860001
"280","2018-06-26",44.32
"281","2018-06-27",42.740002
"282","2018-06-28",42.709999
"283","2018-06-29",43.459999
"284","2018-07-02",45.459999
"285","2018-07-03",45.5
"286","2018-07-05",45.419998
"287","2018-07-06",45.939999
"288","2018-07-09",46.889999
"289","2018-07-10",46.459999
"290","2018-07-11",44.23
"291","2018-07-12",45.439999
"292","2018-07-13",43.150002
"293","2018-07-16",44.669998
"294","2018-07-17",45.59
"295","2018-07-18",47.540001
"296","2018-07-19",46.540001
"297","2018-07-20",47.540001
"298","2018-07-23",47.599998
"299","2018-07-24",48.195
"300","2018-07-25",49.02
"301","2018-07-26",49.990002
"302","2018-07-27",49.290001
"303","2018-07-30",49.98
"304","2018-07-31",51.349998
"305","2018-08-01",54.02
"306","2018-08-02",51.07
"307","2018-08-03",51.380001
"308","2018-08-06",51.830002
"309","2018-08-07",52.919998
"310","2018-08-08",51.52
"311","2018-08-09",56.139999
"312","2018-08-10",56.689999
"313","2018-08-13",56.32
"314","2018-08-14",57.060001
"315","2018-08-15",56.419998
"316","2018-08-16",57.75
"317","2018-08-17",57.419998
"318","2018-08-20",53.66
"319","2018-08-21",57.580002
"320","2018-08-22",58.080002
"321","2018-08-23",57.950001
"322","2018-08-24",58.060001
"323","2018-08-27",57.650002
"324","2018-08-28",58.099998
"325","2018-08-29",59.02
"326","2018-08-30",60.09
"327","2018-08-31",60.68
"328","2018-09-04",59.439999
"329","2018-09-05",60.540001
"330","2018-09-06",60.849998
"331","2018-09-07",61.049999
"332","2018-09-10",64.5
"333","2018-09-11",65.910004
"334","2018-09-12",65.75
"335","2018-09-13",67.970001
"336","2018-09-14",67.849998
"337","2018-09-17",66.400002
"338","2018-09-18",62.939999
"339","2018-09-19",60
"340","2018-09-20",58.799999
"341","2018-09-21",56.619999
"342","2018-09-24",57.619999
"343","2018-09-25",58.549999
"344","2018-09-26",56.470001
"345","2018-09-27",54.66
"346","2018-09-28",52.290001
"347","2018-10-01",51.330002
"348","2018-10-02",49.5
"349","2018-10-03",50.950001
"350","2018-10-04",45.580002
"351","2018-10-05",44.689999
"352","2018-10-08",43.919998
"353","2018-10-09",43.52
"354","2018-10-10",42.610001
"355","2018-10-11",43
"356","2018-10-12",42.98
"357","2018-10-15",41.240002
"358","2018-10-16",45.77
"359","2018-10-17",46.810001
"360","2018-10-18",46.900002
"361","2018-10-19",46.810001
"362","2018-10-22",39.540001
"363","2018-10-23",39.32
"364","2018-10-24",36.139999
"365","2018-10-25",38.259998
"366","2018-10-26",37.130001
"367","2018-10-29",36.09
"368","2018-10-30",37.720001
"369","2018-10-31",40.009998
"370","2018-11-01",41.48
"371","2018-11-02",41.82
"372","2018-11-05",42.939999
"373","2018-11-06",42.720001
"374","2018-11-07",43.200001
"375","2018-11-08",45.290001
"376","2018-11-09",45.669998
"377","2018-11-12",43.27
"378","2018-11-13",43.509998
"379","2018-11-14",40.419998
"380","2018-11-15",41.810001
"381","2018-11-16",41.349998
"382","2018-11-19",37.939999
"383","2018-11-20",38.16
"384","2018-11-21",38.84
"385","2018-11-23",39.029999
"386","2018-11-26",39.93
"387","2018-11-27",35.389999
"388","2018-11-28",37.799999
"389","2018-11-29",39.419998
"390","2018-11-30",38.23
"391","2018-12-03",35.48
"392","2018-12-04",34.490002
"393","2018-12-06",34.93
"394","2018-12-07",32.450001
"395","2018-12-10",33
"396","2018-12-11",33.16
"397","2018-12-12",34.110001
"398","2018-12-13",31.209999
"399","2018-12-14",30.51
"400","2018-12-17",28.280001
"401","2018-12-18",28.5
"402","2018-12-19",28.75
"403","2018-12-20",16.51
"404","2018-12-21",17.01
"405","2018-12-24",16.959999
"406","2018-12-26",19.1
"407","2018-12-27",19.110001
"408","2018-12-28",18.74
"409","2018-12-31",19.15
"410","2019-01-02",19.559999
"411","2019-01-03",18.5
"412","2019-01-04",19.190001
"413","2019-01-07",19.799999
"414","2019-01-08",19.59
"415","2019-01-09",19.91
"416","2019-01-10",20.49
"417","2019-01-11",19.73
"418","2019-01-14",19.459999
"419","2019-01-15",19.74
"420","2019-01-16",19.76
"421","2019-01-17",19.91
"422","2019-01-18",20.129999
"423","2019-01-22",19.58
"424","2019-01-23",20.02
"425","2019-01-24",20.610001
"426","2019-01-25",21.17
"427","2019-01-28",19.93
"428","2019-01-29",20.57
"429","2019-01-30",21.07
"430","2019-01-31",21.389999
"431","2019-02-01",19.99
"432","2019-02-04",20.42
"433","2019-02-05",20.290001
"434","2019-02-06",20.700001
"435","2019-02-07",20.93
"436","2019-02-08",21.34
"437","2019-02-11",21.16
"438","2019-02-12",21.379999
"439","2019-02-13",21.08
"440","2019-02-14",20.959999
"441","2019-02-15",20.99
"442","2019-02-19",20.58
"443","2019-02-20",20.219999
"444","2019-02-21",19.99
"445","2019-02-22",20.33
"446","2019-02-25",20.190001
"447","2019-02-26",19.309999
"448","2019-02-27",19.139999
"449","2019-02-28",18.459999
"450","2019-03-01",19.540001
"451","2019-03-04",21.450001
"452","2019-03-05",20.709999
"453","2019-03-06",17.309999
"454","2019-03-07",17.049999
"455","2019-03-08",17.459999
"456","2019-03-11",16.93
"457","2019-03-12",16.700001
"458","2019-03-13",16.530001
"459","2019-03-14",15.99
"460","2019-03-15",15.7
"461","2019-03-18",16.02
"462","2019-03-19",16.07
"463","2019-03-20",15.12
"464","2019-03-21",15.08
"465","2019-03-22",14.4
"466","2019-03-25",14.86
"467","2019-03-26",14.59
"468","2019-03-27",15.1
"469","2019-03-28",16.389999
"470","2019-03-29",16.6
"471","2019-04-01",16.030001
"472","2019-04-02",16.91
"473","2019-04-03",17.049999
"474","2019-04-04",17.139999
"475","2019-04-05",17.620001
"476","2019-04-08",17.49
"477","2019-04-09",17.24
"478","2019-04-10",17.219999
"479","2019-04-11",17.5
"480","2019-04-12",17.98
"481","2019-04-15",17.51
"482","2019-04-16",17.85
"483","2019-04-17",17.709999
"484","2019-04-18",17.809999
"485","2019-04-22",18.52
"486","2019-04-23",19.49
"487","2019-04-24",18.93
"488","2019-04-25",18.24
"489","2019-04-26",18.6
"490","2019-04-29",18.559999
"491","2019-04-30",21.4
"492","2019-05-01",20.49
"493","2019-05-02",20.889999
"494","2019-05-03",21.610001
"495","2019-05-06",22.549999
"496","2019-05-07",20.59
"497","2019-05-08",20.91
"498","2019-05-09",20.690001
"499","2019-05-10",25.02
"500","2019-05-13",22.98
"501","2019-05-14",23.93
"502","2019-05-15",23.77
"503","2019-05-16",23.32
"504","2019-05-17",22.610001
"505","2019-05-20",22.549999
"506","2019-05-21",23.24
"507","2019-05-22",21.780001
"508","2019-05-23",22.16
"509","2019-05-24",22.639999
"510","2019-05-28",22.299999
"511","2019-05-29",21.700001
"512","2019-05-30",21.5
"513","2019-05-31",20.959999
"514","2019-06-03",19.950001
"515","2019-06-04",20
"516","2019-06-05",19.719999
"517","2019-06-06",19.1
"518","2019-06-07",18.959999
"519","2019-06-10",18.610001
"520","2019-06-11",18.549999
"521","2019-06-12",18.469999
"522","2019-06-13",19.02
"523","2019-06-14",18.58
"524","2019-06-17",19.75
"525","2019-06-18",24.5
"526","2019-06-19",26.27
"527","2019-06-20",26.66
"528","2019-06-21",27.889999
"529","2019-06-24",27.16
"530","2019-06-25",27.610001
"531","2019-06-26",28.75
"532","2019-06-27",31.1
"533","2019-06-28",30.66
"534","2019-07-01",30.459999
"535","2019-07-02",30.129999
"536","2019-07-03",30.639999
"537","2019-07-05",27.889999
"538","2019-07-08",26.66
"539","2019-07-09",27.66
"540","2019-07-10",27.09
"541","2019-07-11",26.32
"542","2019-07-12",26.83
"543","2019-07-15",27.139999
"544","2019-07-16",24.620001
"545","2019-07-17",23.639999
"546","2019-07-18",25.299999
"547","2019-07-19",25.700001
"548","2019-07-22",26.27
"549","2019-07-23",26.559999
"550","2019-07-24",27.74
"551","2019-07-25",25.040001
"552","2019-07-26",26.450001
"553","2019-07-29",25.719999
"554","2019-07-30",26.75
"555","2019-07-31",24.809999
"556","2019-08-01",24.4
"557","2019-08-02",24.51
"558","2019-08-05",23.59
"559","2019-08-06",24.700001
"560","2019-08-07",23.48
"561","2019-08-08",29.76
"562","2019-08-09",29.75
"563","2019-08-12",31.450001
"564","2019-08-13",37.279999
"565","2019-08-14",37.950001
"566","2019-08-15",37.400002
"567","2019-08-16",37.23
"568","2019-08-19",36.869999
"569","2019-08-20",38.830002
"570","2019-08-21",37.860001
"571","2019-08-22",35.77
"572","2019-08-23",33.700001
"573","2019-08-26",35.16
"574","2019-08-27",33.369999
"575","2019-08-28",34.279999
"576","2019-08-29",36.07
"577","2019-08-30",36.299999
"578","2019-09-03",35.02
"579","2019-09-04",36.25
"580","2019-09-05",36.98
"581","2019-09-06",36.27
"582","2019-09-09",36.040001
"583","2019-09-10",40
"584","2019-09-11",40.580002
"585","2019-09-12",39.77
"586","2019-09-13",38.240002
"587","2019-09-16",36.279999
"588","2019-09-17",36.849998
"589","2019-09-18",35.549999
"590","2019-09-19",35.549999
"591","2019-09-20",33.57
"592","2019-09-23",34.689999
"593","2019-09-24",32.52
"594","2019-09-25",33.73
"595","2019-09-26",33.66
"596","2019-09-27",33.970001
"597","2019-09-30",22.780001
"598","2019-10-01",23.040001
"599","2019-10-02",22.74
"600","2019-10-03",23.059999
"601","2019-10-04",23.34
"602","2019-10-07",23.450001
"603","2019-10-08",21.620001
"604","2019-10-09",21.84
"605","2019-10-10",22.049999
"606","2019-10-11",21.059999
"607","2019-10-14",20.91
"608","2019-10-15",20.790001
"609","2019-10-16",21.440001
"610","2019-10-17",21.92
"611","2019-10-18",21.459999
"612","2019-10-21",21.049999
"613","2019-10-22",20.74
"614","2019-10-23",21.16
"615","2019-10-24",21.82
"616","2019-10-25",21.700001
"617","2019-10-28",21.9
"618","2019-10-29",21.690001
"619","2019-10-30",22.299999
"620","2019-10-31",21.219999
"621","2019-11-01",22.66
"622","2019-11-04",22.27
"623","2019-11-05",22.379999
"624","2019-11-06",22.860001
"625","2019-11-07",23.48
"626","2019-11-08",23.68
"627","2019-11-11",23
"628","2019-11-12",22.98
"629","2019-11-13",22.48
"630","2019-11-14",22.23
"631","2019-11-15",22.950001
"632","2019-11-18",22.389999
"633","2019-11-19",22.719999
"634","2019-11-20",23.52
"635","2019-11-21",22.59
"636","2019-11-22",23.635
"637","2019-11-25",23.370001
"638","2019-11-26",22.66
"639","2019-11-27",21.6
"640","2019-11-29",21.6
"641","2019-12-02",20.860001
"642","2019-12-03",20.93
"643","2019-12-04",20.950001
"644","2019-12-05",20.540001
"645","2019-12-06",22.9
"646","2019-12-09",22.809999
"647","2019-12-10",23.24
"648","2019-12-11",23.07
"649","2019-12-12",24.1
"650","2019-12-13",24.68
"651","2019-12-16",26.620001
"652","2019-12-17",29.17
"653","2019-12-18",29.129999
"654","2019-12-19",30.91
"655","2019-12-20",29.17
"656","2019-12-23",30.030001
"657","2019-12-24",31
"658","2019-12-26",28.809999
"659","2019-12-27",27.57
"660","2019-12-30",26.43
"661","2019-12-31",26.43
"662","2020-01-02",26.32
"663","2020-01-03",25.85
"664","2020-01-06",25.68
"665","2020-01-07",25.530001
"666","2020-01-08",26.26
"667","2020-01-09",25.49
"668","2020-01-10",24.82
"669","2020-01-13",24.07
"670","2020-01-14",25.01
"671","2020-01-15",24.82
"672","2020-01-16",25.809999
"673","2020-01-17",25.360001
"674","2020-01-21",24.700001
"675","2020-01-22",24.290001
"676","2020-01-23",23.639999
"677","2020-01-24",22.09
"678","2020-01-27",22.200001
"679","2020-01-28",21.719999
"680","2020-01-29",21.290001
"681","2020-01-30",20.99
"682","2020-01-31",19.360001
"683","2020-02-03",20.209999
"684","2020-02-04",20.540001
"685","2020-02-05",21.370001
"686","2020-02-06",21.08
"687","2020-02-07",20.43
"688","2020-02-10",19.870001
"689","2020-02-11",19.950001
"690","2020-02-12",20.190001
"691","2020-02-13",19.15
"692","2020-02-14",19.049999
"693","2020-02-18",19.42
"694","2020-02-19",19.27
"695","2020-02-20",18.440001
"696","2020-02-21",17.959999
"697","2020-02-24",17.15
"698","2020-02-25",17.4
"699","2020-02-26",17.459999
"700","2020-02-27",17.809999
"701","2020-02-28",17.940001
"702","2020-03-02",17.549999
"703","2020-03-03",17.459999
"704","2020-03-04",18.4
"705","2020-03-05",17.110001
"706","2020-03-06",16.15
"707","2020-03-09",15.445
"708","2020-03-10",16.67
"709","2020-03-11",14.49
"710","2020-03-12",12
"711","2020-03-13",12.46
"712","2020-03-16",9.07
"713","2020-03-17",10.28
"714","2020-03-18",9.89
"715","2020-03-19",10.7
"716","2020-03-20",10.65
"717","2020-03-23",10.67
"718","2020-03-24",11.29
"719","2020-03-25",11.17
"720","2020-03-26",12.08
"721","2020-03-27",11.34
"722","2020-03-30",11.95
"723","2020-03-31",11.02
"724","2020-04-01",9.79
"725","2020-04-02",10.28
"726","2020-04-03",9.57
"727","2020-04-06",11.2
"728","2020-04-07",10.61
"729","2020-04-08",11.41
"730","2020-04-09",12.98
"731","2020-04-13",12.29
"732","2020-04-14",13.08
"733","2020-04-15",12.55
"734","2020-04-16",13.31
"735","2020-04-17",12.86
"736","2020-04-20",13.46
"737","2020-04-21",12.99
"738","2020-04-22",12.9
"739","2020-04-23",13.07
"740","2020-04-24",13.32
"741","2020-04-27",14.21
"742","2020-04-28",13.27
"743","2020-04-29",13.9
"744","2020-04-30",13.13
"745","2020-05-01",12.3
"746","2020-05-04",13.47
"747","2020-05-05",14.3
"748","2020-05-06",13.94
"749","2020-05-07",14.37
"750","2020-05-08",14.37
"751","2020-05-11",15.89
"752","2020-05-12",15.675
"753","2020-05-13",15.69
"754","2020-05-14",15
"755","2020-05-15",16.23
"756","2020-05-18",16.120001
"757","2020-05-19",15.77
"758","2020-05-20",17.889999
"759","2020-05-21",17.73
"760","2020-05-22",18.01
"761","2020-05-26",18.559999
"762","2020-05-27",18.01
"763","2020-05-28",18.129999
"764","2020-05-29",16.969999
"765","2020-06-01",17.610001
"766","2020-06-02",18.65
"767","2020-06-03",18.190001
"768","2020-06-04",18.27
"769","2020-06-05",19.870001
"770","2020-06-08",19.309999
"771","2020-06-09",19.65
"772","2020-06-10",19.665001
"773","2020-06-11",17.594999
"774","2020-06-12",18.445
"775","2020-06-15",19.559999
"776","2020-06-16",21.049999
"777","2020-06-17",21.530001
"778","2020-06-18",21.950001
"779","2020-06-19",23.74
"780","2020-06-22",24.18
"781","2020-06-23",24.030001
"782","2020-06-24",23.139999
"783","2020-06-25",24.370001
"784","2020-06-26",23.959999
"785","2020-06-29",24.17
"786","2020-06-30",24.26
"787","2020-07-01",23.75
"788","2020-07-02",21.540001
"789","2020-07-06",19.780001
"790","2020-07-07",21.16
"791","2020-07-08",21.530001
"792","2020-07-09",21.35
"793","2020-07-10",20.385
"794","2020-07-13",20.1
"795","2020-07-14",20.51
"796","2020-07-15",20.540001
"797","2020-07-16",19.389999
"798","2020-07-17",19.09
"799","2020-07-20",19.049999
"800","2020-07-21",18.26
"801","2020-07-22",18.145
"802","2020-07-23",18.27
"803","2020-07-24",17.540001
"804","2020-07-27",17.99
"805","2020-07-28",16.639999
"806","2020-07-29",16.18
"807","2020-07-30",15.82
"808","2020-07-31",14.67
"809","2020-08-03",15.34
"810","2020-08-04",15.39
"811","2020-08-05",15.57
"812","2020-08-06",16.41
"813","2020-08-07",15.65
"814","2020-08-10",15.24
"815","2020-08-11",15.765
"816","2020-08-12",16.139999
"817","2020-08-13",16.299999
"818","2020-08-14",15.84
"819","2020-08-17",16.709999
"820","2020-08-18",15.8
"821","2020-08-19",15.85
"822","2020-08-20",16.280001
"823","2020-08-21",15.38
"824","2020-08-24",15.54
"825","2020-08-25",15.62
"826","2020-08-26",15.51
"827","2020-08-27",15.16
"828","2020-08-28",15.25
"829","2020-08-31",15.35
"830","2020-09-01",15.05
"831","2020-09-02",15.995
"832","2020-09-03",15.75
"833","2020-09-04",15
"834","2020-09-08",15.38
"835","2020-09-09",16.690001
"836","2020-09-10",15.67
"837","2020-09-11",15.62
"838","2020-09-14",16.530001
"839","2020-09-15",15.66
"840","2020-09-16",15.93
"841","2020-09-17",15.64
"842","2020-09-18",15.23
"843","2020-09-21",14.28
"844","2020-09-22",13.58
"845","2020-09-23",12.46
"846","2020-09-24",12.32
"847","2020-09-25",12.09
"848","2020-09-28",12.23
"849","2020-09-29",11.92
"850","2020-09-30",11.55
"851","2020-10-01",11.67
"852","2020-10-02",11.705
"853","2020-10-05",12.43
"854","2020-10-06",12.37
"855","2020-10-07",12.7
"856","2020-10-08",13.04
"857","2020-10-09",12.77
"858","2020-10-12",12.95
"859","2020-10-13",13.35
"860","2020-10-14",13.4
"861","2020-10-15",13.28
"862","2020-10-16",13.56
"863","2020-10-19",13.13
"864","2020-10-20",12.55
"865","2020-10-21",12.44
"866","2020-10-22",12.8
"867","2020-10-23",12.66
"868","2020-10-26",11.71
"869","2020-10-27",11.71
"870","2020-10-28",11.18
"871","2020-10-29",11.19
"872","2020-10-30",10.99
"873","2020-11-02",11.21
"874","2020-11-03",11.59
"875","2020-11-04",11.9
"876","2020-11-05",12.08
"877","2020-11-06",12.06
"878","2020-11-09",12.72
"879","2020-11-10",12.92
"880","2020-11-11",12.59
"881","2020-11-12",12.68
"882","2020-11-13",12.78
"883","2020-11-16",13.19
"884","2020-11-17",13.78
"885","2020-11-18",12.3
"886","2020-11-19",12.12
"887","2020-11-20",12.61
"888","2020-11-23",12.59
"889","2020-11-24",13.6
"890","2020-11-25",13.65
"891","2020-11-27",14.3
