"","date","NCLH"
"1","2013-01-18",24.790001
"2","2013-01-22",26.950001
"3","2013-01-23",27.49
"4","2013-01-24",27.35
"5","2013-01-25",27.35
"6","2013-01-28",27.76
"7","2013-01-29",27.110001
"8","2013-01-30",26.290001
"9","2013-01-31",26.370001
"10","2013-02-01",27.65
"11","2013-02-04",28.41
"12","2013-02-05",28.540001
"13","2013-02-06",27.98
"14","2013-02-07",27.549999
"15","2013-02-08",27.91
"16","2013-02-11",27.68
"17","2013-02-12",28.32
"18","2013-02-13",28.92
"19","2013-02-14",29.25
"20","2013-02-15",30.27
"21","2013-02-19",31.190001
"22","2013-02-20",30.799999
"23","2013-02-21",30.469999
"24","2013-02-22",29.99
"25","2013-02-25",30.780001
"26","2013-02-26",30.209999
"27","2013-02-27",30.26
"28","2013-02-28",30.98
"29","2013-03-01",30.99
"30","2013-03-04",30.450001
"31","2013-03-05",30.030001
"32","2013-03-06",30.02
"33","2013-03-07",30.290001
"34","2013-03-08",30.299999
"35","2013-03-11",30.66
"36","2013-03-12",30.85
"37","2013-03-13",30.780001
"38","2013-03-14",30
"39","2013-03-15",29.82
"40","2013-03-18",30.290001
"41","2013-03-19",30.26
"42","2013-03-20",30.5
"43","2013-03-21",30.030001
"44","2013-03-22",30.18
"45","2013-03-25",29.48
"46","2013-03-26",29.540001
"47","2013-03-27",30.15
"48","2013-03-28",29.65
"49","2013-04-01",29.93
"50","2013-04-02",29.92
"51","2013-04-03",29.190001
"52","2013-04-04",29.27
"53","2013-04-05",29.299999
"54","2013-04-08",29.99
"55","2013-04-09",30.34
"56","2013-04-10",30.530001
"57","2013-04-11",30.639999
"58","2013-04-12",30.5
"59","2013-04-15",30.07
"60","2013-04-16",30
"61","2013-04-17",29.549999
"62","2013-04-18",29.34
"63","2013-04-19",29.43
"64","2013-04-22",29.379999
"65","2013-04-23",29.34
"66","2013-04-24",28.9
"67","2013-04-25",30.059999
"68","2013-04-26",30.389999
"69","2013-04-29",30.360001
"70","2013-04-30",31.01
"71","2013-05-01",31.09
"72","2013-05-02",31.360001
"73","2013-05-03",31.530001
"74","2013-05-06",31.82
"75","2013-05-07",31.66
"76","2013-05-08",31.9
"77","2013-05-09",31.709999
"78","2013-05-10",31.01
"79","2013-05-13",30.459999
"80","2013-05-14",30.76
"81","2013-05-15",31.360001
"82","2013-05-16",31.42
"83","2013-05-17",31.559999
"84","2013-05-20",32.029999
"85","2013-05-21",32
"86","2013-05-22",31.799999
"87","2013-05-23",31.959999
"88","2013-05-24",32.150002
"89","2013-05-28",31.75
"90","2013-05-29",31.57
"91","2013-05-30",30.82
"92","2013-05-31",30.75
"93","2013-06-03",31.35
"94","2013-06-04",31.41
"95","2013-06-05",30.85
"96","2013-06-06",30.790001
"97","2013-06-07",31.24
"98","2013-06-10",31.17
"99","2013-06-11",31.65
"100","2013-06-12",31.110001
"101","2013-06-13",31.08
"102","2013-06-14",31.280001
"103","2013-06-17",31.190001
"104","2013-06-18",31.549999
"105","2013-06-19",31.299999
"106","2013-06-20",31.280001
"107","2013-06-21",29.719999
"108","2013-06-24",28.27
"109","2013-06-25",28.76
"110","2013-06-26",29.43
"111","2013-06-27",30.030001
"112","2013-06-28",30.309999
"113","2013-07-01",30.950001
"114","2013-07-02",30.48
"115","2013-07-03",30.59
"116","2013-07-05",31.65
"117","2013-07-08",31.790001
"118","2013-07-09",31.76
"119","2013-07-10",31.5
"120","2013-07-11",31.43
"121","2013-07-12",31.530001
"122","2013-07-15",31.379999
"123","2013-07-16",31.4
"124","2013-07-17",31.35
"125","2013-07-18",31.370001
"126","2013-07-19",31.200001
"127","2013-07-22",31.299999
"128","2013-07-23",31.129999
"129","2013-07-24",30.719999
"130","2013-07-25",30.27
"131","2013-07-26",30.969999
"132","2013-07-29",30.26
"133","2013-07-30",29.76
"134","2013-07-31",30.309999
"135","2013-08-01",30.25
"136","2013-08-02",30.59
"137","2013-08-05",30.74
"138","2013-08-06",30.26
"139","2013-08-07",30.18
"140","2013-08-08",30.049999
"141","2013-08-09",31.02
"142","2013-08-12",31.6
"143","2013-08-13",32.220001
"144","2013-08-14",32.439999
"145","2013-08-15",32.790001
"146","2013-08-16",31.969999
"147","2013-08-19",31.459999
"148","2013-08-20",31.459999
"149","2013-08-21",31.799999
"150","2013-08-22",32.419998
"151","2013-08-23",31.780001
"152","2013-08-26",31.690001
"153","2013-08-27",31.209999
"154","2013-08-28",31.1
"155","2013-08-29",31.209999
"156","2013-08-30",31.09
"157","2013-09-03",31.459999
"158","2013-09-04",31.16
"159","2013-09-05",31.15
"160","2013-09-06",31.309999
"161","2013-09-09",31.190001
"162","2013-09-10",31.75
"163","2013-09-11",31.799999
"164","2013-09-12",31.879999
"165","2013-09-13",32.57
"166","2013-09-16",32.299999
"167","2013-09-17",33.18
"168","2013-09-18",33.060001
"169","2013-09-19",33.189999
"170","2013-09-20",33.049999
"171","2013-09-23",32.84
"172","2013-09-24",31.940001
"173","2013-09-25",31.65
"174","2013-09-26",31.27
"175","2013-09-27",31.02
"176","2013-09-30",30.85
"177","2013-10-01",30.83
"178","2013-10-02",31.34
"179","2013-10-03",30.540001
"180","2013-10-04",31.25
"181","2013-10-07",30.85
"182","2013-10-08",30.200001
"183","2013-10-09",30.32
"184","2013-10-10",30.889999
"185","2013-10-11",30.74
"186","2013-10-14",30.48
"187","2013-10-15",30.16
"188","2013-10-16",29.93
"189","2013-10-17",29.809999
"190","2013-10-18",30.059999
"191","2013-10-21",31.219999
"192","2013-10-22",31.99
"193","2013-10-23",32.349998
"194","2013-10-24",32.869999
"195","2013-10-25",32.439999
"196","2013-10-28",32.060001
"197","2013-10-29",32.23
"198","2013-10-30",32.119999
"199","2013-10-31",32.02
"200","2013-11-01",32.279999
"201","2013-11-04",32.720001
"202","2013-11-05",31.860001
"203","2013-11-06",32.240002
"204","2013-11-07",31.309999
"205","2013-11-08",31.42
"206","2013-11-11",32.099998
"207","2013-11-12",31.969999
"208","2013-11-13",32.09
"209","2013-11-14",31.91
"210","2013-11-15",33.07
"211","2013-11-18",33.130001
"212","2013-11-19",32.869999
"213","2013-11-20",32.75
"214","2013-11-21",33.200001
"215","2013-11-22",33.57
"216","2013-11-25",33.549999
"217","2013-11-26",33.990002
"218","2013-11-27",34.360001
"219","2013-11-29",34.099998
"220","2013-12-02",34.119999
"221","2013-12-03",33.549999
"222","2013-12-04",33.240002
"223","2013-12-05",33
"224","2013-12-06",33.52
"225","2013-12-09",33.560001
