"","date","KSU"
"1","2007-01-03",28.799999
"2","2007-01-04",28.370001
"3","2007-01-05",28.42
"4","2007-01-08",28.52
"5","2007-01-09",28.950001
"6","2007-01-10",29.190001
"7","2007-01-11",29.51
"8","2007-01-12",29.719999
"9","2007-01-16",29.799999
"10","2007-01-17",29.809999
"11","2007-01-18",29.77
"12","2007-01-19",29.889999
"13","2007-01-22",29.860001
"14","2007-01-23",30.469999
"15","2007-01-24",30
"16","2007-01-25",29.76
"17","2007-01-26",29.799999
"18","2007-01-29",29.389999
"19","2007-01-30",29.34
"20","2007-01-31",30.059999
"21","2007-02-01",30.450001
"22","2007-02-02",30.57
"23","2007-02-05",31.23
"24","2007-02-06",31.34
"25","2007-02-07",31.629999
"26","2007-02-08",31.889999
"27","2007-02-09",31.530001
"28","2007-02-12",31.639999
"29","2007-02-13",33.580002
"30","2007-02-14",34.540001
"31","2007-02-15",33.900002
"32","2007-02-16",34
"33","2007-02-20",34.450001
"34","2007-02-21",34.490002
"35","2007-02-22",34.259998
"36","2007-02-23",34.040001
"37","2007-02-26",33.400002
"38","2007-02-27",31.940001
"39","2007-02-28",32.060001
"40","2007-03-01",31.889999
"41","2007-03-02",31.35
"42","2007-03-05",31.09
"43","2007-03-06",31.360001
"44","2007-03-07",32.529999
"45","2007-03-08",33.189999
"46","2007-03-09",33.439999
"47","2007-03-12",33.560001
"48","2007-03-13",33.549999
"49","2007-03-14",33.650002
"50","2007-03-15",34.93
"51","2007-03-16",35.09
"52","2007-03-19",34.990002
"53","2007-03-20",35.130001
"54","2007-03-21",35.84
"55","2007-03-22",35.490002
"56","2007-03-23",36.349998
"57","2007-03-26",35.68
"58","2007-03-27",35.630001
"59","2007-03-28",35.389999
"60","2007-03-29",35.59
"61","2007-03-30",35.580002
"62","2007-04-02",35.740002
"63","2007-04-03",36
"64","2007-04-04",35.720001
"65","2007-04-05",35.650002
"66","2007-04-09",36.75
"67","2007-04-10",37.09
"68","2007-04-11",36.549999
"69","2007-04-12",38.009998
"70","2007-04-13",37.669998
"71","2007-04-16",38.139999
"72","2007-04-17",37.740002
"73","2007-04-18",38.709999
"74","2007-04-19",38.900002
"75","2007-04-20",39.080002
"76","2007-04-23",39.150002
"77","2007-04-24",38.73
"78","2007-04-25",38.259998
"79","2007-04-26",38.029999
"80","2007-04-27",38.59
"81","2007-04-30",37.150002
"82","2007-05-01",37.299999
"83","2007-05-02",38.080002
"84","2007-05-03",38.299999
"85","2007-05-04",38.59
"86","2007-05-07",38.360001
"87","2007-05-08",39.380001
"88","2007-05-09",39
"89","2007-05-10",38.360001
"90","2007-05-11",38.810001
"91","2007-05-14",39.060001
"92","2007-05-15",38.549999
"93","2007-05-16",39.18
"94","2007-05-17",39.869999
"95","2007-05-18",40.099998
"96","2007-05-21",40
"97","2007-05-22",40.380001
"98","2007-05-23",40.759998
"99","2007-05-24",39.970001
"100","2007-05-25",40.200001
"101","2007-05-29",40.200001
"102","2007-05-30",40.330002
"103","2007-05-31",41.049999
"104","2007-06-01",42.5
"105","2007-06-04",42.400002
"106","2007-06-05",42.049999
"107","2007-06-06",41.389999
"108","2007-06-07",40.279999
"109","2007-06-08",40.84
"110","2007-06-11",40.66
"111","2007-06-12",39.450001
"112","2007-06-13",40.27
"113","2007-06-14",40.27
"114","2007-06-15",40.5
"115","2007-06-18",40.419998
"116","2007-06-19",40.299999
"117","2007-06-20",39.200001
"118","2007-06-21",39.310001
"119","2007-06-22",38.450001
"120","2007-06-25",38.650002
"121","2007-06-26",37.470001
"122","2007-06-27",37.830002
"123","2007-06-28",37.91
"124","2007-06-29",37.540001
"125","2007-07-02",38.310001
"126","2007-07-03",38.73
"127","2007-07-05",38.869999
"128","2007-07-06",38.810001
"129","2007-07-09",38.950001
"130","2007-07-10",38
"131","2007-07-11",38.66
"132","2007-07-12",39.16
"133","2007-07-13",39.549999
"134","2007-07-16",40.669998
"135","2007-07-17",40.450001
"136","2007-07-18",40.939999
"137","2007-07-19",40.91
"138","2007-07-20",40.279999
"139","2007-07-23",40.259998
"140","2007-07-24",39.18
"141","2007-07-25",38.330002
"142","2007-07-26",36.009998
"143","2007-07-27",35.139999
"144","2007-07-30",34.669998
"145","2007-07-31",34.509998
"146","2007-08-01",34.32
"147","2007-08-02",34.450001
"148","2007-08-03",33.700001
"149","2007-08-06",33.299999
"150","2007-08-07",33.860001
"151","2007-08-08",35.099998
"152","2007-08-09",34.439999
"153","2007-08-10",34.310001
"154","2007-08-13",35.169998
"155","2007-08-14",33.220001
"156","2007-08-15",31.530001
"157","2007-08-16",30.1
"158","2007-08-17",30.59
"159","2007-08-20",31.74
"160","2007-08-21",31.629999
"161","2007-08-22",31.620001
"162","2007-08-23",30.85
"163","2007-08-24",31.08
"164","2007-08-27",31.01
"165","2007-08-28",30.059999
"166","2007-08-29",30.5
"167","2007-08-30",30.02
"168","2007-08-31",30.389999
"169","2007-09-04",31.99
"170","2007-09-05",32.619999
"171","2007-09-06",32.380001
"172","2007-09-07",31.42
"173","2007-09-10",30.41
"174","2007-09-11",31.24
"175","2007-09-12",30.950001
"176","2007-09-13",31.01
"177","2007-09-14",30.940001
"178","2007-09-17",30.879999
"179","2007-09-18",32.740002
"180","2007-09-19",32.049999
"181","2007-09-20",32.16
"182","2007-09-21",32.59
"183","2007-09-24",32.610001
"184","2007-09-25",32.509998
"185","2007-09-26",32.610001
"186","2007-09-27",32.470001
"187","2007-09-28",32.169998
"188","2007-10-01",32.689999
"189","2007-10-02",32.580002
"190","2007-10-03",31.719999
"191","2007-10-04",31.469999
"192","2007-10-05",34.619999
"193","2007-10-08",33.580002
"194","2007-10-09",33.439999
"195","2007-10-10",33.119999
"196","2007-10-11",33.439999
"197","2007-10-12",34.759998
"198","2007-10-15",34.299999
"199","2007-10-16",34.5
"200","2007-10-17",34.689999
"201","2007-10-18",34.799999
"202","2007-10-19",34.490002
"203","2007-10-22",34.77
"204","2007-10-23",36.389999
"205","2007-10-24",36.560001
"206","2007-10-25",37.240002
"207","2007-10-26",37.959999
"208","2007-10-29",39.389999
"209","2007-10-30",38.889999
"210","2007-10-31",38.689999
"211","2007-11-01",37.889999
"212","2007-11-02",38.200001
"213","2007-11-05",37.66
"214","2007-11-06",38.139999
"215","2007-11-07",36.740002
"216","2007-11-08",36.5
"217","2007-11-09",35.669998
"218","2007-11-12",35.029999
"219","2007-11-13",35.369999
"220","2007-11-14",34.68
"221","2007-11-15",34.639999
"222","2007-11-16",33.709999
"223","2007-11-19",33.669998
"224","2007-11-20",32.990002
"225","2007-11-21",32.5
"226","2007-11-23",33.080002
"227","2007-11-26",32.279999
"228","2007-11-27",33.689999
"229","2007-11-28",34.860001
"230","2007-11-29",34.119999
"231","2007-11-30",34.43
"232","2007-12-03",33.82
"233","2007-12-04",34.290001
"234","2007-12-05",35.189999
