"","date","SMCI"
"81","2007-07-24",10
"82","2007-07-25",10.03
"83","2007-07-26",9.72
"84","2007-07-27",9.34
"85","2007-07-30",8.89
"86","2007-07-31",8.95
"87","2007-08-01",9.15
"88","2007-08-02",9.17
"89","2007-08-03",8.9
"90","2007-08-06",8.64
"91","2007-08-07",8.61
"92","2007-08-08",8.75
"93","2007-08-09",9
"94","2007-08-10",8.75
"95","2007-08-13",8.72
"96","2007-08-14",8.74
"97","2007-08-15",8.7
"98","2007-08-16",8.4
"99","2007-08-17",8.54
"100","2007-08-20",8.55
"101","2007-08-21",8.48
"102","2007-08-22",8.41
"103","2007-08-23",8.37
"104","2007-08-24",8.37
"105","2007-08-27",8.39
"106","2007-08-28",8.38
"107","2007-08-29",8.4
"108","2007-08-30",8.35
"109","2007-08-31",8.34
"110","2007-09-04",8.38
"111","2007-09-05",8.33
"112","2007-09-06",8.37
"113","2007-09-07",8.49
"114","2007-09-10",8.73
"115","2007-09-11",9.18
"116","2007-09-12",9.35
"117","2007-09-13",9.21
"118","2007-09-14",9.22
"119","2007-09-17",9.05
"120","2007-09-18",9.49
"121","2007-09-19",9.88
"122","2007-09-20",9.93
"123","2007-09-21",9.84
"124","2007-09-24",9.58
"125","2007-09-25",9.75
"126","2007-09-26",10.01
"127","2007-09-27",9.84
"128","2007-09-28",9.76
"129","2007-10-01",9.79
"130","2007-10-02",9.88
"131","2007-10-03",10.08
"132","2007-10-04",9.7
"133","2007-10-05",9.85
"134","2007-10-08",10.03
"135","2007-10-09",9.93
"136","2007-10-10",10
"137","2007-10-11",9.89
"138","2007-10-12",9.97
"139","2007-10-15",9.86
"140","2007-10-16",9.98
"141","2007-10-17",9.93
"142","2007-10-18",9.99
"143","2007-10-19",9.76
"144","2007-10-22",9.68
"145","2007-10-23",9.85
"146","2007-10-24",9.84
"147","2007-10-25",9.8
"148","2007-10-26",10.03
"149","2007-10-29",10.1
"150","2007-10-30",9.91
"151","2007-10-31",10.05
"152","2007-11-01",9.32
"153","2007-11-02",9.51
"154","2007-11-05",8.77
"155","2007-11-06",8.99
"156","2007-11-07",8.95
"157","2007-11-08",8.44
"158","2007-11-09",8.4
"159","2007-11-12",8.32
"160","2007-11-13",8.94
"161","2007-11-14",8.98
"162","2007-11-15",8.75
"163","2007-11-16",9.18
"164","2007-11-19",9.26
"165","2007-11-20",9.29
"166","2007-11-21",8.91
"167","2007-11-23",8.75
"168","2007-11-26",8.86
"169","2007-11-27",8.9
"170","2007-11-28",8.91
"171","2007-11-29",8.7
"172","2007-11-30",8.26
"173","2007-12-03",8.43
"174","2007-12-04",8.48
"175","2007-12-05",8.56
"176","2007-12-06",8.95
"177","2007-12-07",8.85
"178","2007-12-10",8.81
"179","2007-12-11",8.47
"180","2007-12-12",8.46
"181","2007-12-13",8.51
"182","2007-12-14",8.4
"183","2007-12-17",8.28
"184","2007-12-18",8.27
"185","2007-12-19",8.33
"186","2007-12-20",8.45
"187","2007-12-21",8.52
"188","2007-12-24",8.59
"189","2007-12-26",8.6
"190","2007-12-27",8.39
"191","2007-12-28",8.13
"192","2007-12-31",7.67
"193","2008-01-02",8.43
"194","2008-01-03",8.97
"195","2008-01-04",8.68
"196","2008-01-07",9.07
"197","2008-01-08",9.06
"198","2008-01-09",9.05
"199","2008-01-10",9.05
"200","2008-01-11",8.81
"201","2008-01-14",8.6
"202","2008-01-15",8.48
"203","2008-01-16",8.8
"204","2008-01-17",8.21
"205","2008-01-18",8.25
"206","2008-01-22",8.26
"207","2008-01-23",8.26
"208","2008-01-24",8.09
"209","2008-01-25",8.26
"210","2008-01-28",8.47
"211","2008-01-29",8.33
"212","2008-01-30",8.3
"213","2008-01-31",9.52
"214","2008-02-01",9.58
"215","2008-02-04",9.03
"216","2008-02-05",8.83
"217","2008-02-06",8.95
"218","2008-02-07",8.99
"219","2008-02-08",8.83
"220","2008-02-11",9.05
"221","2008-02-12",9.02
"222","2008-02-13",8.99
"223","2008-02-14",9.03
"224","2008-02-15",8.93
"225","2008-02-19",8.95
"226","2008-02-20",8.95
"227","2008-02-21",8.98
"228","2008-02-22",8.98
"229","2008-02-25",8.94
"230","2008-02-26",8.98
"231","2008-02-27",8.98
"232","2008-02-28",8.92
"233","2008-02-29",8.98
"234","2008-03-03",9.11
"235","2008-03-04",9.27
"236","2008-03-05",9.49
"237","2008-03-06",9.46
"238","2008-03-07",9.3
"239","2008-03-10",8.84
"240","2008-03-11",9.22
"241","2008-03-12",8.88
"242","2008-03-13",9.15
"243","2008-03-14",8.95
"244","2008-03-17",8.9
"245","2008-03-18",8.78
"246","2008-03-19",8.81
"247","2008-03-20",8.86
"248","2008-03-24",8.8
"249","2008-03-25",8.89
"250","2008-03-26",8.59
"251","2008-03-27",8.49
"252","2008-03-28",8.3
"253","2008-03-31",8.35
"254","2008-04-01",8.55
"255","2008-04-02",8.49
"256","2008-04-03",9
"257","2008-04-04",9.33
"258","2008-04-07",9.52
"259","2008-04-08",9.5
"260","2008-04-09",9.43
"261","2008-04-10",7.63
"262","2008-04-11",7.38
"263","2008-04-14",7.27
"264","2008-04-15",6.78
"265","2008-04-16",7.03
"266","2008-04-17",7.28
"267","2008-04-18",7.46
"268","2008-04-21",7.37
"269","2008-04-22",7.28
"270","2008-04-23",7.41
"271","2008-04-24",7.36
"272","2008-04-25",7.37
"273","2008-04-28",7.46
"274","2008-04-29",7.57
"275","2008-04-30",7.46
"276","2008-05-01",7.46
"277","2008-05-02",7.3
"278","2008-05-05",7.29
"279","2008-05-06",7.26
"280","2008-05-07",7.38
"281","2008-05-08",7.48
"282","2008-05-09",7.48
"283","2008-05-12",7.5
"284","2008-05-13",7.4
"285","2008-05-14",7.45
"286","2008-05-15",7.5
"287","2008-05-16",7.47
"288","2008-05-19",7.45
"289","2008-05-20",7.22
"290","2008-05-21",7.29
"291","2008-05-22",7.33
"292","2008-05-23",7.3
"293","2008-05-27",7.22
"294","2008-05-28",7.2
"295","2008-05-29",7.15
"296","2008-05-30",7.18
"297","2008-06-02",7.2
"298","2008-06-03",7.05
"299","2008-06-04",7.22
"300","2008-06-05",7.32
"301","2008-06-06",7.3
"302","2008-06-09",7.39
"303","2008-06-10",7.37
"304","2008-06-11",7.5
"305","2008-06-12",7.5
"306","2008-06-13",7.58
"307","2008-06-16",7.67
"308","2008-06-17",7.64
"309","2008-06-18",7.61
"310","2008-06-19",7.6
"311","2008-06-20",7.59
"312","2008-06-23",7.59
"313","2008-06-24",7.6
"314","2008-06-25",7.84
"315","2008-06-26",7.57
"316","2008-06-27",7.3
"317","2008-06-30",7.38
"318","2008-07-01",7.53
"319","2008-07-02",7.6
"320","2008-07-03",7.6
"321","2008-07-07",7.56
"322","2008-07-08",7.7
"323","2008-07-09",7.6
"324","2008-07-10",7.65
"325","2008-07-11",7.7
"326","2008-07-14",7.52
"327","2008-07-15",7.62
"328","2008-07-16",7.7
"329","2008-07-17",7.75
"330","2008-07-18",7.63
"331","2008-07-21",7.69
"332","2008-07-22",7.77
"333","2008-07-23",7.76
"334","2008-07-24",7.73
"335","2008-07-25",7.84
"336","2008-07-28",7.8
"337","2008-07-29",7.82
"338","2008-07-30",7.85
"339","2008-07-31",7.91
"340","2008-08-01",7.91
"341","2008-08-04",7.85
"342","2008-08-05",7.89
"343","2008-08-06",7.93
"344","2008-08-07",9
"345","2008-08-08",9.01
"346","2008-08-11",8.99
"347","2008-08-12",8.99
"348","2008-08-13",8.98
"349","2008-08-14",8.96
"350","2008-08-15",8.99
"351","2008-08-18",9.34
"352","2008-08-19",9.54
"353","2008-08-20",9.61
"354","2008-08-21",9.79
"355","2008-08-22",10.06
"356","2008-08-25",10.15
"357","2008-08-26",10.66
"358","2008-08-27",10.37
"359","2008-08-28",10.1
"360","2008-08-29",9.97
"361","2008-09-02",10.09
"362","2008-09-03",10.58
"363","2008-09-04",10.52
"364","2008-09-05",10.48
"365","2008-09-08",10.59
"366","2008-09-09",10.57
"367","2008-09-10",10.68
"368","2008-09-11",10.75
"369","2008-09-12",10.57
"370","2008-09-15",9.93
"371","2008-09-16",10.23
"372","2008-09-17",9.75
"373","2008-09-18",9.87
"374","2008-09-19",10.42
"375","2008-09-22",10.44
"376","2008-09-23",10.34
"377","2008-09-24",9.82
"378","2008-09-25",9.31
"379","2008-09-26",9.44
"380","2008-09-29",8.51
"381","2008-09-30",9.01
"382","2008-10-01",9.08
"383","2008-10-02",8.87
"384","2008-10-03",8.8
"385","2008-10-06",7.65
"386","2008-10-07",7.3
"387","2008-10-08",6.75
"388","2008-10-09",6.65
"389","2008-10-10",7.1
"390","2008-10-13",7.99
"391","2008-10-14",7.94
"392","2008-10-15",7.15
"393","2008-10-16",7.8
"394","2008-10-17",7.78
"395","2008-10-20",7.94
"396","2008-10-21",7.57
"397","2008-10-22",6.71
"398","2008-10-23",6.86
"399","2008-10-24",6.14
"400","2008-10-27",6.01
"401","2008-10-28",5.69
"402","2008-10-29",5.75
"403","2008-10-30",6.61
"404","2008-10-31",6.28
"405","2008-11-03",6.22
"406","2008-11-04",6.18
"407","2008-11-05",5.91
"408","2008-11-06",5.44
"409","2008-11-07",5.42
"410","2008-11-10",5.43
"411","2008-11-11",5.16
"412","2008-11-12",4.25
"413","2008-11-13",3.85
"414","2008-11-14",4.05
"415","2008-11-17",4.6
"416","2008-11-18",4.75
"417","2008-11-19",4.05
"418","2008-11-20",4.11
"419","2008-11-21",4.37
"420","2008-11-24",4.76
"421","2008-11-25",4.88
"422","2008-11-26",5.24
"423","2008-11-28",5.21
"424","2008-12-01",4.6
"425","2008-12-02",5.12
"426","2008-12-03",5.01
"427","2008-12-04",4.93
"428","2008-12-05",5.7
"429","2008-12-08",6.12
"430","2008-12-09",5.91
"431","2008-12-10",6.48
"432","2008-12-11",6.31
"433","2008-12-12",6.51
"434","2008-12-15",6.47
"435","2008-12-16",6.99
"436","2008-12-17",7.13
"437","2008-12-18",6.79
"438","2008-12-19",6.57
"439","2008-12-22",6.4
"440","2008-12-23",6.73
"441","2008-12-24",6.27
"442","2008-12-26",6.76
"443","2008-12-29",6.27
"444","2008-12-30",6.59
"445","2008-12-31",6.33
"446","2009-01-02",6.41
"447","2009-01-05",7.06
"448","2009-01-06",6.32
"449","2009-01-07",6.25
"450","2009-01-08",6.54
"451","2009-01-09",6.5
"452","2009-01-12",6.5
"453","2009-01-13",6.04
"454","2009-01-14",5.73
"455","2009-01-15",5.79
"456","2009-01-16",5.71
"457","2009-01-20",5.09
"458","2009-01-21",5.47
"459","2009-01-22",5.2
"460","2009-01-23",5.33
"461","2009-01-26",6.21
"462","2009-01-27",5.89
"463","2009-01-28",6.09
"464","2009-01-29",5.55
"465","2009-01-30",5.27
"466","2009-02-02",5.43
"467","2009-02-03",5.46
"468","2009-02-04",5.25
"469","2009-02-05",5.13
"470","2009-02-06",5.34
"471","2009-02-09",5.06
"472","2009-02-10",5.01
"473","2009-02-11",5.05
"474","2009-02-12",5.01
"475","2009-02-13",5.06
"476","2009-02-17",4.67
"477","2009-02-18",4.52
"478","2009-02-19",4.5
"479","2009-02-20",4.54
"480","2009-02-23",4.39
"481","2009-02-24",4.42
"482","2009-02-25",4.65
"483","2009-02-26",4.63
"484","2009-02-27",4.53
"485","2009-03-02",4.5
"486","2009-03-03",4.79
"487","2009-03-04",4.96
"488","2009-03-05",4.72
"489","2009-03-06",4.84
"490","2009-03-09",4.8
"491","2009-03-10",5.14
"492","2009-03-11",4.89
"493","2009-03-12",5.21
"494","2009-03-13",5.21
"495","2009-03-16",4.97
"496","2009-03-17",5.33
"497","2009-03-18",5.2
"498","2009-03-19",4.93
"499","2009-03-20",4.65
"500","2009-03-23",4.93
"501","2009-03-24",4.76
"502","2009-03-25",4.89
"503","2009-03-26",5.01
"504","2009-03-27",4.56
"505","2009-03-30",4.77
"506","2009-03-31",4.92
"507","2009-04-01",5.04
"508","2009-04-02",5.1
"509","2009-04-03",5.48
"510","2009-04-06",5.34
"511","2009-04-07",5.05
"512","2009-04-08",5.27
"513","2009-04-09",5.93
"514","2009-04-13",5.99
"515","2009-04-14",5.6
"516","2009-04-15",5.56
"517","2009-04-16",5.64
"518","2009-04-17",6
"519","2009-04-20",5.77
"520","2009-04-21",6.36
"521","2009-04-22",6.19
"522","2009-04-23",5.76
"523","2009-04-24",5.54
"524","2009-04-27",5.34
"525","2009-04-28",5.42
"526","2009-04-29",5.53
"527","2009-04-30",5.22
"528","2009-05-01",5.58
"529","2009-05-04",5.61
"530","2009-05-05",5.85
"531","2009-05-06",5.85
"532","2009-05-07",5.8
"533","2009-05-08",6.01
"534","2009-05-11",5.92
"535","2009-05-12",5.84
"536","2009-05-13",5.65
"537","2009-05-14",5.99
"538","2009-05-15",6.12
"539","2009-05-18",6.22
"540","2009-05-19",6.32
"541","2009-05-20",6.46
"542","2009-05-21",6.34
"543","2009-05-22",6.35
"544","2009-05-26",6.43
"545","2009-05-27",6.5
"546","2009-05-28",6.54
"547","2009-05-29",6.7
"548","2009-06-01",6.98
"549","2009-06-02",7.03
"550","2009-06-03",7.13
"551","2009-06-04",7.25
"552","2009-06-05",7.4
"553","2009-06-08",7.33
"554","2009-06-09",7.9
"555","2009-06-10",8.1
"556","2009-06-11",8.2
"557","2009-06-12",8.32
"558","2009-06-15",8.18
"559","2009-06-16",7.82
"560","2009-06-17",7.95
"561","2009-06-18",7.79
"562","2009-06-19",7.58
"563","2009-06-22",7.04
"564","2009-06-23",6.89
"565","2009-06-24",7.16
"566","2009-06-25",7.35
"567","2009-06-26",8
"568","2009-06-29",7.88
"569","2009-06-30",7.66
"570","2009-07-01",7.71
"571","2009-07-02",7.59
"572","2009-07-06",7.67
"573","2009-07-07",7.38
"574","2009-07-08",7.28
"575","2009-07-09",7.09
"576","2009-07-10",7.2
"577","2009-07-13",7.85
"578","2009-07-14",7.8
"579","2009-07-15",8.29
"580","2009-07-16",8.08
"581","2009-07-17",7.78
"582","2009-07-20",7.76
"583","2009-07-21",7.76
"584","2009-07-22",7.75
"585","2009-07-23",7.76
"586","2009-07-24",7.71
"587","2009-07-27",7.78
"588","2009-07-28",8.01
"589","2009-07-29",7.98
"590","2009-07-30",8
"591","2009-07-31",7.94
"592","2009-08-03",8
"593","2009-08-04",8.03
"594","2009-08-05",7.73
"595","2009-08-06",7.65
"596","2009-08-07",7.68
"597","2009-08-10",7.43
"598","2009-08-11",7.52
"599","2009-08-12",7.78
"600","2009-08-13",7.77
"601","2009-08-14",7.56
"602","2009-08-17",7.49
"603","2009-08-18",7.52
"604","2009-08-19",7.64
"605","2009-08-20",7.69
"606","2009-08-21",7.75
"607","2009-08-24",7.75
"608","2009-08-25",7.85
"609","2009-08-26",7.99
"610","2009-08-27",8.06
"611","2009-08-28",8.1
"612","2009-08-31",7.97
"613","2009-09-01",7.87
"614","2009-09-02",7.92
"615","2009-09-03",7.9
"616","2009-09-04",8.02
"617","2009-09-08",8
"618","2009-09-09",8.39
"619","2009-09-10",8.48
"620","2009-09-11",8.46
"621","2009-09-14",8.4
"622","2009-09-15",8.79
"623","2009-09-16",8.8
"624","2009-09-17",8.69
"625","2009-09-18",8.66
"626","2009-09-21",8.66
"627","2009-09-22",8.75
"628","2009-09-23",8.6
"629","2009-09-24",8.54
"630","2009-09-25",8.47
"631","2009-09-28",8.84
"632","2009-09-29",8.74
"633","2009-09-30",8.46
"634","2009-10-01",7.83
"635","2009-10-02",7.75
"636","2009-10-05",7.56
"637","2009-10-06",7.89
"638","2009-10-07",8.06
"639","2009-10-08",8.24
"640","2009-10-09",8.48
"641","2009-10-12",8.5
"642","2009-10-13",8.14
"643","2009-10-14",8.38
"644","2009-10-15",8.61
"645","2009-10-16",8.79
"646","2009-10-19",8.81
"647","2009-10-20",8.78
"648","2009-10-21",8.76
"649","2009-10-22",8.8
"650","2009-10-23",8.78
"651","2009-10-26",8.36
"652","2009-10-27",8.42
"653","2009-10-28",8.29
"654","2009-10-29",8.3
"655","2009-10-30",8.06
"656","2009-11-02",7.9
"657","2009-11-03",8
"658","2009-11-04",7.83
"659","2009-11-05",8.35
"660","2009-11-06",8.87
"661","2009-11-09",9.33
"662","2009-11-10",9.38
"663","2009-11-11",9.77
"664","2009-11-12",9.34
"665","2009-11-13",9.4
"666","2009-11-16",9.75
"667","2009-11-17",9.8
"668","2009-11-18",10.07
"669","2009-11-19",9.6
"670","2009-11-20",9.87
"671","2009-11-23",10
"672","2009-11-24",10.08
"673","2009-11-25",9.98
"674","2009-11-27",9.68
"675","2009-11-30",9.74
"676","2009-12-01",10.08
"677","2009-12-02",10.17
"678","2009-12-03",10.25
"679","2009-12-04",10.33
"680","2009-12-07",10.46
"681","2009-12-08",10.53
"682","2009-12-09",10.75
"683","2009-12-10",11.13
"684","2009-12-11",11.26
"685","2009-12-14",11.35
"686","2009-12-15",11.34
"687","2009-12-16",11.16
"688","2009-12-17",10.8
"689","2009-12-18",10.92
"690","2009-12-21",11.07
"691","2009-12-22",11.45
"692","2009-12-23",11.33
"693","2009-12-24",11.41
"694","2009-12-28",11.43
"695","2009-12-29",11.3
"696","2009-12-30",11.3
"697","2009-12-31",11.12
"698","2010-01-04",11.52
"699","2010-01-05",11.27
"700","2010-01-06",11.49
"701","2010-01-07",11.57
"702","2010-01-08",11.71
"703","2010-01-11",11.68
"704","2010-01-12",11.55
"705","2010-01-13",12.98
"706","2010-01-14",12.65
"707","2010-01-15",12.76
"708","2010-01-19",12.99
"709","2010-01-20",12.38
"710","2010-01-21",11.83
"711","2010-01-22",11.5
"712","2010-01-25",11.81
"713","2010-01-26",11.61
"714","2010-01-27",13.5
"715","2010-01-28",12.91
"716","2010-01-29",12.39
"717","2010-02-01",12.46
"718","2010-02-02",12.68
"719","2010-02-03",12.39
"720","2010-02-04",11.94
"721","2010-02-05",12.35
"722","2010-02-08",12.6
"723","2010-02-09",12.68
"724","2010-02-10",12.9
"725","2010-02-11",13.28
"726","2010-02-12",13.6
"727","2010-02-16",14.55
"728","2010-02-17",14.66
"729","2010-02-18",14.8
"730","2010-02-19",14.63
"731","2010-02-22",14.69
"732","2010-02-23",14.34
"733","2010-02-24",14.65
"734","2010-02-25",14.51
"735","2010-02-26",15.01
"736","2010-03-01",15.94
"737","2010-03-02",16.129999
"738","2010-03-03",16.049999
"739","2010-03-04",15.94
"740","2010-03-05",16.309999
"741","2010-03-08",16.360001
"742","2010-03-09",16.5
"743","2010-03-10",16.58
"744","2010-03-11",16.530001
"745","2010-03-12",16.459999
"746","2010-03-15",16.059999
"747","2010-03-16",16.18
"748","2010-03-17",17.41
"749","2010-03-18",16.91
"750","2010-03-19",17.190001
"751","2010-03-22",17.549999
"752","2010-03-23",17.84
"753","2010-03-24",17.26
"754","2010-03-25",16.85
"755","2010-03-26",16.77
"756","2010-03-29",17.049999
"757","2010-03-30",16.93
"758","2010-03-31",17.280001
"759","2010-04-01",17.389999
"760","2010-04-05",17.469999
"761","2010-04-06",17.379999
"762","2010-04-07",17.35
"763","2010-04-08",17.23
"764","2010-04-09",17.200001
"765","2010-04-12",17.76
"766","2010-04-13",17.690001
"767","2010-04-14",18.280001
"768","2010-04-15",18.129999
"769","2010-04-16",17.889999
"770","2010-04-19",17.280001
"771","2010-04-20",17.76
"772","2010-04-21",18.120001
"773","2010-04-22",18.610001
"774","2010-04-23",18.889999
"775","2010-04-26",18.889999
"776","2010-04-27",17.93
"777","2010-04-28",15.11
"778","2010-04-29",15.46
"779","2010-04-30",14.18
"780","2010-05-03",14.11
"781","2010-05-04",13.69
"782","2010-05-05",13.35
"783","2010-05-06",13.13
"784","2010-05-07",13.05
"785","2010-05-10",13.84
"786","2010-05-11",13.79
"787","2010-05-12",14.77
"788","2010-05-13",14.32
"789","2010-05-14",14.08
"790","2010-05-17",13.78
"791","2010-05-18",13.32
"792","2010-05-19",13.48
"793","2010-05-20",12.78
"794","2010-05-21",12.91
"795","2010-05-24",12.63
"796","2010-05-25",12.68
"797","2010-05-26",12.39
"798","2010-05-27",13.75
"799","2010-05-28",13.75
"800","2010-06-01",12.66
"801","2010-06-02",12.37
"802","2010-06-03",13.04
"803","2010-06-04",12.2
"804","2010-06-07",12.01
"805","2010-06-08",12.31
"806","2010-06-09",12.44
"807","2010-06-10",12.76
"808","2010-06-11",13.43
"809","2010-06-14",13.98
"810","2010-06-15",13.87
"811","2010-06-16",14.43
"812","2010-06-17",14.45
"813","2010-06-18",14.45
"814","2010-06-21",14.16
"815","2010-06-22",14.56
"816","2010-06-23",14.54
"817","2010-06-24",13.88
"818","2010-06-25",14.18
"819","2010-06-28",13.96
"820","2010-06-29",13.09
"821","2010-06-30",13.5
"822","2010-07-01",13.01
"823","2010-07-02",12.86
"824","2010-07-06",12.61
"825","2010-07-07",13.16
"826","2010-07-08",13.47
"827","2010-07-09",14.25
"828","2010-07-12",14.01
"829","2010-07-13",14.74
"830","2010-07-14",14.8
"831","2010-07-15",14.38
"832","2010-07-16",13.92
"833","2010-07-19",13.75
"834","2010-07-20",14.48
"835","2010-07-21",14.39
"836","2010-07-22",14.73
"837","2010-07-23",14.99
"838","2010-07-26",15.37
"839","2010-07-27",15.48
"840","2010-07-28",14.88
"841","2010-07-29",14.37
"842","2010-07-30",14.44
"843","2010-08-02",13.61
"844","2010-08-03",13.5
"845","2010-08-04",10.1
"846","2010-08-05",10.1
"847","2010-08-06",10.06
"848","2010-08-09",9.96
"849","2010-08-10",9.5
"850","2010-08-11",9.17
"851","2010-08-12",8.83
"852","2010-08-13",9.04
"853","2010-08-16",8.63
"854","2010-08-17",9.02
"855","2010-08-18",9.43
"856","2010-08-19",9.21
"857","2010-08-20",9.26
"858","2010-08-23",9.14
"859","2010-08-24",8.89
"860","2010-08-25",9.18
"861","2010-08-26",9.08
"862","2010-08-27",9.19
"863","2010-08-30",8.97
"864","2010-08-31",9.04
"865","2010-09-01",9.48
"866","2010-09-02",9.53
"867","2010-09-03",9.9
"868","2010-09-07",9.94
"869","2010-09-08",9.62
"870","2010-09-09",9.75
"871","2010-09-10",9.78
"872","2010-09-13",10.06
"873","2010-09-14",9.74
"874","2010-09-15",9.81
"875","2010-09-16",9.39
"876","2010-09-17",9.52
"877","2010-09-20",9.95
"878","2010-09-21",9.73
"879","2010-09-22",9.56
"880","2010-09-23",9.5
"881","2010-09-24",9.68
"882","2010-09-27",9.83
"883","2010-09-28",10.49
"884","2010-09-29",10.37
"885","2010-09-30",10.39
"886","2010-10-01",10.44
"887","2010-10-04",10.42
"888","2010-10-05",10.85
"889","2010-10-06",10.75
"890","2010-10-07",10.58
"891","2010-10-08",11.01
"892","2010-10-11",11.48
"893","2010-10-12",11.36
"894","2010-10-13",11.41
"895","2010-10-14",11.47
"896","2010-10-15",11.49
"897","2010-10-18",11.51
"898","2010-10-19",11.06
"899","2010-10-20",10.72
"900","2010-10-21",10.5
"901","2010-10-22",10.54
"902","2010-10-25",10.68
"903","2010-10-26",10.29
"904","2010-10-27",11.45
"905","2010-10-28",11.14
"906","2010-10-29",11.12
"907","2010-11-01",11
"908","2010-11-02",11.46
"909","2010-11-03",11.47
"910","2010-11-04",11.6
"911","2010-11-05",11.4
"912","2010-11-08",11.3
"913","2010-11-09",11.07
"914","2010-11-10",11.12
"915","2010-11-11",10.85
"916","2010-11-12",10.61
"917","2010-11-15",10.53
"918","2010-11-16",10.18
"919","2010-11-17",10.28
"920","2010-11-18",10.52
"921","2010-11-19",10.31
"922","2010-11-22",10.39
"923","2010-11-23",10.39
"924","2010-11-24",10.65
"925","2010-11-26",10.48
"926","2010-11-29",10.3
"927","2010-11-30",10.3
"928","2010-12-01",10.6
"929","2010-12-02",10.83
"930","2010-12-03",11.06
"931","2010-12-06",10.96
"932","2010-12-07",11.76
"933","2010-12-08",11.75
"934","2010-12-09",11.79
"935","2010-12-10",11.98
"936","2010-12-13",11.93
"937","2010-12-14",11.84
"938","2010-12-15",11.72
"939","2010-12-16",11.63
"940","2010-12-17",11.53
"941","2010-12-20",11.39
"942","2010-12-21",11.81
"943","2010-12-22",11.81
"944","2010-12-23",11.49
"945","2010-12-27",11.3
"946","2010-12-28",11.29
"947","2010-12-29",11.5
"948","2010-12-30",11.43
"949","2010-12-31",11.54
"950","2011-01-03",11.9
"951","2011-01-04",11.65
"952","2011-01-05",11.76
"953","2011-01-06",11.66
"954","2011-01-07",11.79
"955","2011-01-10",11.89
"956","2011-01-11",11.81
"957","2011-01-12",12.3
"958","2011-01-13",12.46
"959","2011-01-14",13.19
"960","2011-01-18",12.82
"961","2011-01-19",12.59
"962","2011-01-20",12.72
"963","2011-01-21",12.7
"964","2011-01-24",12.92
"965","2011-01-25",13.03
"966","2011-01-26",13.64
"967","2011-01-27",13.85
"968","2011-01-28",14.29
"969","2011-01-31",14.08
"970","2011-02-01",14.24
"971","2011-02-02",14.59
"972","2011-02-03",15.61
"973","2011-02-04",15.03
"974","2011-02-07",15.42
"975","2011-02-08",15.54
"976","2011-02-09",15.66
"977","2011-02-10",15.95
"978","2011-02-11",15.81
"979","2011-02-14",15.91
"980","2011-02-15",15.79
"981","2011-02-16",15.54
"982","2011-02-17",14.97
"983","2011-02-18",14.99
"984","2011-02-22",14.59
"985","2011-02-23",14.3
"986","2011-02-24",14.69
"987","2011-02-25",15.2
"988","2011-02-28",14.95
"989","2011-03-01",15.03
"990","2011-03-02",15.24
"991","2011-03-03",15.8
"992","2011-03-04",15.7
"993","2011-03-07",15.28
"994","2011-03-08",15.56
"995","2011-03-09",15.44
"996","2011-03-10",14.94
"997","2011-03-11",14.73
"998","2011-03-14",14.55
"999","2011-03-15",14.1
