"","date","IIIN"
"1","2007-01-03",17.469999
"2","2007-01-04",18
"3","2007-01-05",17.440001
"4","2007-01-08",16.959999
"5","2007-01-09",17.34
"6","2007-01-10",17.120001
"7","2007-01-11",17.08
"8","2007-01-12",17.110001
"9","2007-01-16",17.75
"10","2007-01-17",17.549999
"11","2007-01-18",17.049999
"12","2007-01-19",16.639999
"13","2007-01-22",15.89
"14","2007-01-23",16.780001
"15","2007-01-24",16.91
"16","2007-01-25",16.4
"17","2007-01-26",16.66
"18","2007-01-29",16.700001
"19","2007-01-30",17.049999
"20","2007-01-31",16.690001
"21","2007-02-01",17.16
"22","2007-02-02",17.25
"23","2007-02-05",17.08
"24","2007-02-06",17.25
"25","2007-02-07",17.120001
"26","2007-02-08",17.129999
"27","2007-02-09",17.17
"28","2007-02-12",17.120001
"29","2007-02-13",17.110001
"30","2007-02-14",17.15
"31","2007-02-15",17.26
"32","2007-02-16",17.290001
"33","2007-02-20",17.870001
"34","2007-02-21",18.1
"35","2007-02-22",18.360001
"36","2007-02-23",19.059999
"37","2007-02-26",19.01
"38","2007-02-27",18
"39","2007-02-28",18.41
"40","2007-03-01",17.959999
"41","2007-03-02",17.129999
"42","2007-03-05",16.309999
"43","2007-03-06",16.790001
"44","2007-03-07",17.01
"45","2007-03-08",16.969999
"46","2007-03-09",17.08
"47","2007-03-12",17
"48","2007-03-13",16.32
"49","2007-03-14",16.540001
"50","2007-03-15",16.950001
"51","2007-03-16",16.25
"52","2007-03-19",16.58
"53","2007-03-20",16.76
"54","2007-03-21",17.389999
"55","2007-03-22",16.91
"56","2007-03-23",16.549999
"57","2007-03-26",16.610001
"58","2007-03-27",16.34
"59","2007-03-28",16.27
"60","2007-03-29",16.799999
"61","2007-03-30",16.790001
"62","2007-04-02",16.709999
"63","2007-04-03",17.02
"64","2007-04-04",17.25
"65","2007-04-05",17.530001
"66","2007-04-09",16.98
"67","2007-04-10",17.950001
"68","2007-04-11",17.799999
"69","2007-04-12",17.950001
"70","2007-04-13",19.41
"71","2007-04-16",18.780001
"72","2007-04-17",18.23
"73","2007-04-18",18.02
"74","2007-04-19",17.860001
"75","2007-04-20",18.290001
"76","2007-04-23",17.469999
"77","2007-04-24",17.280001
"78","2007-04-25",17.49
"79","2007-04-26",17.120001
"80","2007-04-27",16.93
"81","2007-04-30",16.690001
"82","2007-05-01",16.43
"83","2007-05-02",16.75
"84","2007-05-03",16.75
"85","2007-05-04",16.73
"86","2007-05-07",16.52
"87","2007-05-08",16.889999
"88","2007-05-09",16.809999
"89","2007-05-10",16.5
"90","2007-05-11",16.709999
"91","2007-05-14",16.73
"92","2007-05-15",16.780001
"93","2007-05-16",17.309999
"94","2007-05-17",17.59
"95","2007-05-18",17.98
"96","2007-05-21",18.360001
"97","2007-05-22",18.5
"98","2007-05-23",18.41
"99","2007-05-24",18.309999
"100","2007-05-25",18.52
"101","2007-05-29",18.450001
"102","2007-05-30",18.440001
"103","2007-05-31",18.26
"104","2007-06-01",18.52
"105","2007-06-04",18.27
"106","2007-06-05",18.52
"107","2007-06-06",18.27
"108","2007-06-07",18.23
"109","2007-06-08",18.27
"110","2007-06-11",18.34
"111","2007-06-12",18.51
"112","2007-06-13",18.77
"113","2007-06-14",19.07
"114","2007-06-15",19.66
"115","2007-06-18",19.17
"116","2007-06-19",19.49
"117","2007-06-20",18.9
"118","2007-06-21",19
"119","2007-06-22",18.4
"120","2007-06-25",18.26
"121","2007-06-26",18.379999
"122","2007-06-27",18.59
"123","2007-06-28",18.530001
"124","2007-06-29",18
"125","2007-07-02",18.18
"126","2007-07-03",18.65
"127","2007-07-05",19.16
"128","2007-07-06",19.42
"129","2007-07-09",19.41
"130","2007-07-10",19.219999
"131","2007-07-11",20.040001
"132","2007-07-12",20.299999
"133","2007-07-13",19.950001
"134","2007-07-16",19.98
"135","2007-07-17",20.1
"136","2007-07-18",20.1
"137","2007-07-19",21.549999
"138","2007-07-20",21.709999
"139","2007-07-23",21.709999
"140","2007-07-24",21.41
"141","2007-07-25",21.25
"142","2007-07-26",20
"143","2007-07-27",19.629999
"144","2007-07-30",19.610001
"145","2007-07-31",19.370001
"146","2007-08-01",19.790001
"147","2007-08-02",20.540001
"148","2007-08-03",19.42
"149","2007-08-06",19.99
"150","2007-08-07",21.450001
"151","2007-08-08",23
"152","2007-08-09",22.74
"153","2007-08-10",20.700001
"154","2007-08-13",20.27
"155","2007-08-14",19.799999
"156","2007-08-15",18.299999
"157","2007-08-16",17.91
"158","2007-08-17",17.639999
"159","2007-08-20",18.43
"160","2007-08-21",18.32
"161","2007-08-22",18.99
"162","2007-08-23",18.629999
"163","2007-08-24",18.690001
"164","2007-08-27",18.65
"165","2007-08-28",18.1
"166","2007-08-29",18.75
"167","2007-08-30",18.49
"168","2007-08-31",18.9
"169","2007-09-04",19.24
"170","2007-09-05",18.51
"171","2007-09-06",18.68
"172","2007-09-07",18.23
"173","2007-09-10",18.139999
"174","2007-09-11",18.49
"175","2007-09-12",18.08
"176","2007-09-13",17.76
"177","2007-09-14",17.41
"178","2007-09-17",17.51
"179","2007-09-18",18.610001
"180","2007-09-19",16.440001
"181","2007-09-20",16.190001
"182","2007-09-21",16.15
"183","2007-09-24",15.77
"184","2007-09-25",15.4
"185","2007-09-26",15.71
"186","2007-09-27",15.76
"187","2007-09-28",15.35
"188","2007-10-01",15.84
"189","2007-10-02",15.53
"190","2007-10-03",15.67
"191","2007-10-04",15.38
"192","2007-10-05",15.34
"193","2007-10-08",15.3
"194","2007-10-09",15.62
"195","2007-10-10",15.03
"196","2007-10-11",14.67
"197","2007-10-12",14.82
"198","2007-10-15",14.17
"199","2007-10-16",13.94
"200","2007-10-17",14.05
"201","2007-10-18",13.52
"202","2007-10-19",13.01
"203","2007-10-22",12.79
"204","2007-10-23",12.92
"205","2007-10-24",12.61
"206","2007-10-25",12.3
"207","2007-10-26",12.05
"208","2007-10-29",11.89
"209","2007-10-30",11.52
"210","2007-10-31",11.6
"211","2007-11-01",11.3
"212","2007-11-02",11.51
"213","2007-11-05",11.62
"214","2007-11-06",11.42
"215","2007-11-07",11.14
"216","2007-11-08",11.16
"217","2007-11-09",10.92
"218","2007-11-12",11.07
"219","2007-11-13",11.56
"220","2007-11-14",11.41
"221","2007-11-15",10.96
"222","2007-11-16",10.86
"223","2007-11-19",10.61
"224","2007-11-20",10.16
"225","2007-11-21",10.29
"226","2007-11-23",10.58
"227","2007-11-26",10.66
"228","2007-11-27",10.7
"229","2007-11-28",11.59
"230","2007-11-29",11.17
"231","2007-11-30",11.37
"232","2007-12-03",11.09
"233","2007-12-04",11
"234","2007-12-05",11
"235","2007-12-06",11.3
"236","2007-12-07",12.11
"237","2007-12-10",13.41
"238","2007-12-11",12.68
"239","2007-12-12",12.98
"240","2007-12-13",12.65
"241","2007-12-14",12.26
"242","2007-12-17",11.74
"243","2007-12-18",12.14
"244","2007-12-19",12.19
"245","2007-12-20",12.45
"246","2007-12-21",12.93
"247","2007-12-24",13.45
"248","2007-12-26",13.11
"249","2007-12-27",11.97
"250","2007-12-28",11.99
"251","2007-12-31",11.73
"252","2008-01-02",11.36
"253","2008-01-03",11.02
"254","2008-01-04",10.23
"255","2008-01-07",10.52
"256","2008-01-08",10.26
"257","2008-01-09",9.9
"258","2008-01-10",10.4
"259","2008-01-11",9.54
"260","2008-01-14",9.54
"261","2008-01-15",9
"262","2008-01-16",8.99
"263","2008-01-17",8.14
"264","2008-01-18",7.98
"265","2008-01-22",8.2
"266","2008-01-23",8.87
"267","2008-01-24",9.06
"268","2008-01-25",8.98
"269","2008-01-28",9.04
"270","2008-01-29",10.06
"271","2008-01-30",9.71
"272","2008-01-31",10.27
"273","2008-02-01",11.46
"274","2008-02-04",11.16
"275","2008-02-05",10.7
"276","2008-02-06",10.62
"277","2008-02-07",10.89
"278","2008-02-08",10.84
"279","2008-02-11",10.87
"280","2008-02-12",11
"281","2008-02-13",11.25
"282","2008-02-14",11.08
"283","2008-02-15",11.02
"284","2008-02-19",11.15
"285","2008-02-20",11.49
"286","2008-02-21",11.27
"287","2008-02-22",10.88
"288","2008-02-25",11.43
"289","2008-02-26",11.65
"290","2008-02-27",11.52
"291","2008-02-28",11.4
"292","2008-02-29",10.77
"293","2008-03-03",10.83
"294","2008-03-04",10.99
"295","2008-03-05",11.36
"296","2008-03-06",10.97
"297","2008-03-07",11.11
"298","2008-03-10",10.68
"299","2008-03-11",11.5
"300","2008-03-12",11.33
"301","2008-03-13",11.65
"302","2008-03-14",11.11
"303","2008-03-17",11.32
"304","2008-03-18",11.86
"305","2008-03-19",11.08
"306","2008-03-20",11.52
"307","2008-03-24",12.07
"308","2008-03-25",12.24
"309","2008-03-26",12.3
"310","2008-03-27",11.99
"311","2008-03-28",11.73
"312","2008-03-31",11.63
"313","2008-04-01",12
"314","2008-04-02",11.94
"315","2008-04-03",11.67
"316","2008-04-04",11.58
"317","2008-04-07",11.26
"318","2008-04-08",11.13
"319","2008-04-09",10.33
"320","2008-04-10",10.28
"321","2008-04-11",10.16
"322","2008-04-14",10.52
"323","2008-04-15",11.4
"324","2008-04-16",11.74
"325","2008-04-17",11.43
"326","2008-04-18",11.8
"327","2008-04-21",11.79
"328","2008-04-22",11.63
"329","2008-04-23",11.84
"330","2008-04-24",11.8
"331","2008-04-25",12.03
"332","2008-04-28",12.05
"333","2008-04-29",12.46
"334","2008-04-30",12.46
"335","2008-05-01",12.85
"336","2008-05-02",13.22
"337","2008-05-05",13.74
"338","2008-05-06",13.53
"339","2008-05-07",13.25
"340","2008-05-08",13.32
"341","2008-05-09",13.7
"342","2008-05-12",14.16
"343","2008-05-13",14.68
"344","2008-05-14",14.54
"345","2008-05-15",14.87
"346","2008-05-16",14.58
"347","2008-05-19",14.45
"348","2008-05-20",14.85
"349","2008-05-21",14.54
"350","2008-05-22",14.94
"351","2008-05-23",14.23
"352","2008-05-27",15.02
"353","2008-05-28",15.7
"354","2008-05-29",15.99
"355","2008-05-30",16.030001
"356","2008-06-02",16.030001
"357","2008-06-03",15.92
"358","2008-06-04",16.309999
"359","2008-06-05",16.6
"360","2008-06-06",16.15
"361","2008-06-09",16.299999
"362","2008-06-10",16.6
"363","2008-06-11",16.549999
"364","2008-06-12",16.540001
"365","2008-06-13",16.93
"366","2008-06-16",16.969999
"367","2008-06-17",17.84
"368","2008-06-18",17.889999
"369","2008-06-19",18.549999
"370","2008-06-20",18.49
"371","2008-06-23",18.32
"372","2008-06-24",18.32
"373","2008-06-25",18.190001
"374","2008-06-26",18.48
"375","2008-06-27",18.440001
"376","2008-06-30",18.309999
"377","2008-07-01",18.09
"378","2008-07-02",16.450001
"379","2008-07-03",16.73
"380","2008-07-07",17.700001
"381","2008-07-08",17.9
"382","2008-07-09",17.66
"383","2008-07-10",18.24
"384","2008-07-11",19.549999
"385","2008-07-14",20
"386","2008-07-15",19.74
"387","2008-07-16",19.719999
"388","2008-07-17",15.47
"389","2008-07-18",14.87
"390","2008-07-21",16.549999
"391","2008-07-22",16.25
"392","2008-07-23",16.68
"393","2008-07-24",16.17
"394","2008-07-25",16.33
"395","2008-07-28",16.610001
"396","2008-07-29",17.49
"397","2008-07-30",18.07
"398","2008-07-31",17.67
"399","2008-08-01",17.15
"400","2008-08-04",15.5
"401","2008-08-05",16.15
"402","2008-08-06",16.77
"403","2008-08-07",16.23
"404","2008-08-08",16.9
"405","2008-08-11",17.15
"406","2008-08-12",17.6
"407","2008-08-13",17.389999
"408","2008-08-14",17.690001
"409","2008-08-15",17.98
"410","2008-08-18",17.719999
"411","2008-08-19",16.690001
"412","2008-08-20",16.85
"413","2008-08-21",16.540001
"414","2008-08-22",16.809999
"415","2008-08-25",16.49
"416","2008-08-26",16.35
"417","2008-08-27",16.889999
"418","2008-08-28",17.18
"419","2008-08-29",17.1
"420","2008-09-02",17.219999
"421","2008-09-03",16.969999
"422","2008-09-04",16.190001
"423","2008-09-05",16.08
"424","2008-09-08",16.1
"425","2008-09-09",14.76
"426","2008-09-10",15.57
"427","2008-09-11",16.26
"428","2008-09-12",15.6
"429","2008-09-15",14.16
"430","2008-09-16",15.48
"431","2008-09-17",14.42
"432","2008-09-18",15.32
"433","2008-09-19",16.030001
"434","2008-09-22",14.95
"435","2008-09-23",14.01
"436","2008-09-24",14.07
"437","2008-09-25",14.13
"438","2008-09-26",14.01
"439","2008-09-29",13.59
"440","2008-09-30",13.59
"441","2008-10-01",13
"442","2008-10-02",11.67
"443","2008-10-03",11.26
"444","2008-10-06",10.38
"445","2008-10-07",9.34
"446","2008-10-08",9.77
"447","2008-10-09",8.75
"448","2008-10-10",9.19
"449","2008-10-13",9.22
"450","2008-10-14",8.35
"451","2008-10-15",7.66
"452","2008-10-16",9.15
"453","2008-10-17",9.14
"454","2008-10-20",9.51
"455","2008-10-21",9.46
"456","2008-10-22",9.09
"457","2008-10-23",9.1
"458","2008-10-24",8.21
"459","2008-10-27",7.87
"460","2008-10-28",7.47
"461","2008-10-29",8.27
"462","2008-10-30",9.63
"463","2008-10-31",10.26
"464","2008-11-03",9.51
"465","2008-11-04",9.24
"466","2008-11-05",9.11
"467","2008-11-06",8.5
"468","2008-11-07",8.55
"469","2008-11-10",8.36
"470","2008-11-11",8.3
"471","2008-11-12",7.5
"472","2008-11-13",8.42
"473","2008-11-14",7.41
"474","2008-11-17",7.49
"475","2008-11-18",7.64
"476","2008-11-19",7.7
"477","2008-11-20",7.41
"478","2008-11-21",7.54
"479","2008-11-24",8.59
"480","2008-11-25",8.74
"481","2008-11-26",9.5
"482","2008-11-28",9.76
"483","2008-12-01",8.2
"484","2008-12-02",9.08
"485","2008-12-03",10.04
"486","2008-12-04",9.4
"487","2008-12-05",9.75
"488","2008-12-08",11.81
"489","2008-12-09",11.86
"490","2008-12-10",12.26
"491","2008-12-11",12
"492","2008-12-12",11.25
"493","2008-12-15",10.55
"494","2008-12-16",11.09
"495","2008-12-17",11.03
"496","2008-12-18",10.56
"497","2008-12-19",10.68
"498","2008-12-22",9.75
"499","2008-12-23",10.45
"500","2008-12-24",10.61
"501","2008-12-26",10.68
"502","2008-12-29",10.73
"503","2008-12-30",10.98
"504","2008-12-31",11.29
"505","2009-01-02",11.92
"506","2009-01-05",12.06
"507","2009-01-06",12.09
"508","2009-01-07",12.05
"509","2009-01-08",12.2
"510","2009-01-09",11.82
"511","2009-01-12",10.87
"512","2009-01-13",11.59
"513","2009-01-14",10.43
"514","2009-01-15",10.23
"515","2009-01-16",9.73
"516","2009-01-20",8.65
"517","2009-01-21",8.14
"518","2009-01-22",8.04
"519","2009-01-23",8.03
"520","2009-01-26",7.94
"521","2009-01-27",7.74
"522","2009-01-28",8.05
"523","2009-01-29",7.52
"524","2009-01-30",7.7
"525","2009-02-02",7.75
"526","2009-02-03",7.61
"527","2009-02-04",7.69
"528","2009-02-05",7.97
"529","2009-02-06",8.28
"530","2009-02-09",7.95
"531","2009-02-10",7.55
"532","2009-02-11",7.51
"533","2009-02-12",7.76
"534","2009-02-13",7.87
"535","2009-02-17",7.51
"536","2009-02-18",7.44
"537","2009-02-19",7.18
"538","2009-02-20",6.81
"539","2009-02-23",6.33
"540","2009-02-24",6.34
"541","2009-02-25",6
"542","2009-02-26",5.89
"543","2009-02-27",6.3
"544","2009-03-02",5.56
"545","2009-03-03",5.4
"546","2009-03-04",5.65
"547","2009-03-05",4.85
"548","2009-03-06",4.9
"549","2009-03-09",5.11
"550","2009-03-10",5.54
"551","2009-03-11",5.34
"552","2009-03-12",5.48
"553","2009-03-13",5.29
"554","2009-03-16",5.17
"555","2009-03-17",6.21
"556","2009-03-18",6.37
"557","2009-03-19",6.67
"558","2009-03-20",6.21
"559","2009-03-23",7.23
"560","2009-03-24",6.65
"561","2009-03-25",6.82
"562","2009-03-26",7.21
"563","2009-03-27",6.85
"564","2009-03-30",6.5
"565","2009-03-31",6.96
"566","2009-04-01",7.11
"567","2009-04-02",7.81
"568","2009-04-03",7.93
"569","2009-04-06",6.99
"570","2009-04-07",6.39
"571","2009-04-08",6.74
"572","2009-04-09",7.07
"573","2009-04-13",6.9
"574","2009-04-14",7.02
"575","2009-04-15",7.11
"576","2009-04-16",7.36
"577","2009-04-17",7.75
"578","2009-04-20",7.72
"579","2009-04-21",8.02
"580","2009-04-22",8.15
"581","2009-04-23",7.39
"582","2009-04-24",7.64
"583","2009-04-27",6.87
"584","2009-04-28",7.46
"585","2009-04-29",7.36
"586","2009-04-30",7.45
"587","2009-05-01",7.48
"588","2009-05-04",7.87
"589","2009-05-05",7.86
"590","2009-05-06",8.07
"591","2009-05-07",7.47
"592","2009-05-08",7.95
"593","2009-05-11",7.45
"594","2009-05-12",7.42
"595","2009-05-13",7
"596","2009-05-14",7.1
"597","2009-05-15",7.01
"598","2009-05-18",7.47
"599","2009-05-19",7.85
"600","2009-05-20",8.03
"601","2009-05-21",7.94
"602","2009-05-22",7.74
"603","2009-05-26",8.44
"604","2009-05-27",8.55
"605","2009-05-28",9
"606","2009-05-29",8.62
"607","2009-06-01",9.08
"608","2009-06-02",8.93
"609","2009-06-03",8.84
"610","2009-06-04",8.84
"611","2009-06-05",8.81
"612","2009-06-08",8.56
"613","2009-06-09",8.64
"614","2009-06-10",8.6
"615","2009-06-11",8.51
"616","2009-06-12",8.32
"617","2009-06-15",8.17
"618","2009-06-16",8.35
"619","2009-06-17",8.75
"620","2009-06-18",8.51
"621","2009-06-19",8.75
"622","2009-06-22",7.92
"623","2009-06-23",7.86
"624","2009-06-24",8.14
"625","2009-06-25",8.33
"626","2009-06-26",8.72
"627","2009-06-29",8.51
"628","2009-06-30",8.24
"629","2009-07-01",8.51
"630","2009-07-02",8.37
"631","2009-07-06",8.4
"632","2009-07-07",8.54
"633","2009-07-08",8.16
"634","2009-07-09",7.83
"635","2009-07-10",7.6
"636","2009-07-13",8.5
"637","2009-07-14",8.44
"638","2009-07-15",8.72
"639","2009-07-16",9.13
"640","2009-07-17",9.69
"641","2009-07-20",10.56
"642","2009-07-21",10.51
"643","2009-07-22",10.92
"644","2009-07-23",11.11
"645","2009-07-24",10.95
"646","2009-07-27",10.93
"647","2009-07-28",10.98
"648","2009-07-29",10.9
"649","2009-07-30",10.64
"650","2009-07-31",10.19
"651","2009-08-03",10.45
"652","2009-08-04",11.03
"653","2009-08-05",11.11
"654","2009-08-06",11.26
"655","2009-08-07",11.63
"656","2009-08-10",11.6
"657","2009-08-11",11.45
"658","2009-08-12",11.72
"659","2009-08-13",11.72
"660","2009-08-14",11.4
"661","2009-08-17",10.95
"662","2009-08-18",11.15
"663","2009-08-19",11.21
"664","2009-08-20",11.16
"665","2009-08-21",11.62
"666","2009-08-24",11.76
"667","2009-08-25",11.75
"668","2009-08-26",11.81
"669","2009-08-27",11.79
"670","2009-08-28",11.76
"671","2009-08-31",11.42
"672","2009-09-01",11.55
"673","2009-09-02",11.58
"674","2009-09-03",11.63
"675","2009-09-04",11.8
"676","2009-09-08",11.84
"677","2009-09-09",11.94
"678","2009-09-10",12.19
"679","2009-09-11",11.94
"680","2009-09-14",12.12
"681","2009-09-15",12.26
"682","2009-09-16",12.45
"683","2009-09-17",12.43
"684","2009-09-18",12.46
"685","2009-09-21",12.14
"686","2009-09-22",12.09
"687","2009-09-23",12.07
"688","2009-09-24",11.99
"689","2009-09-25",12.04
"690","2009-09-28",12.03
"691","2009-09-29",12.13
"692","2009-09-30",11.95
"693","2009-10-01",11.55
"694","2009-10-02",11.64
"695","2009-10-05",11.19
"696","2009-10-06",11.71
"697","2009-10-07",11.9
"698","2009-10-08",12.06
"699","2009-10-09",12.27
"700","2009-10-12",12.21
"701","2009-10-13",11.86
"702","2009-10-14",12.16
"703","2009-10-15",12.01
"704","2009-10-16",11.66
"705","2009-10-19",11.7
"706","2009-10-20",11.63
"707","2009-10-21",11.8
"708","2009-10-22",11.64
"709","2009-10-23",11.62
"710","2009-10-26",11.94
"711","2009-10-27",12.15
"712","2009-10-28",11.22
"713","2009-10-29",11.14
"714","2009-10-30",11.12
"715","2009-11-02",10.8
"716","2009-11-03",10.9
"717","2009-11-04",10.48
"718","2009-11-05",10.9
"719","2009-11-06",10.92
"720","2009-11-09",10.93
"721","2009-11-10",11.06
"722","2009-11-11",11.34
"723","2009-11-12",11.25
"724","2009-11-13",11.64
"725","2009-11-16",12.08
"726","2009-11-17",11.98
"727","2009-11-18",11.68
