"","date","RBBN"
"1","2007-01-03",35.400002
"2","2007-01-04",37.5
"3","2007-01-05",37
"4","2007-01-08",36.599998
"5","2007-01-09",36.150002
"6","2007-01-10",35.599998
"7","2007-01-11",36.25
"8","2007-01-12",38.450001
"9","2007-01-16",38.200001
"10","2007-01-17",37
"11","2007-01-18",35.349998
"12","2007-01-19",36
"13","2007-01-22",35.450001
"14","2007-01-23",35.400002
"15","2007-01-24",36.400002
"16","2007-01-25",35.25
"17","2007-01-26",35.75
"18","2007-01-29",35.849998
"19","2007-01-30",36.200001
"20","2007-01-31",36.200001
"21","2007-02-01",36.049999
"22","2007-02-02",37.700001
"23","2007-02-05",38.450001
"24","2007-02-06",38.200001
"25","2007-02-07",38.799999
"26","2007-02-08",39.5
"27","2007-02-09",36.599998
"28","2007-02-12",36.650002
"29","2007-02-13",36.75
"30","2007-02-14",37.400002
"31","2007-02-15",37.549999
"32","2007-02-16",37.849998
"33","2007-02-20",38.450001
"34","2007-02-21",38.049999
"35","2007-02-22",37.700001
"36","2007-02-23",37.349998
"37","2007-02-26",39.75
"38","2007-02-27",38.299999
"39","2007-02-28",38.450001
"40","2007-03-01",37
"41","2007-03-02",36.650002
"42","2007-03-05",33.349998
"43","2007-03-06",34.900002
"44","2007-03-07",34.049999
"45","2007-03-08",34.099998
"46","2007-03-09",35.650002
"47","2007-03-12",36.75
"48","2007-03-13",35.599998
"49","2007-03-14",35.5
"50","2007-03-15",36.549999
"51","2007-03-16",36.700001
"52","2007-03-19",37.5
"53","2007-03-20",38.450001
"54","2007-03-21",38.5
"55","2007-03-22",38.849998
"56","2007-03-23",40.150002
"57","2007-03-26",42.900002
"58","2007-03-27",41
"59","2007-03-28",41.5
"60","2007-03-29",40.349998
"61","2007-03-30",40.349998
"62","2007-04-02",40.450001
"63","2007-04-03",41.349998
"64","2007-04-04",40.900002
"65","2007-04-05",41.200001
"66","2007-04-09",41
"67","2007-04-10",40.5
"68","2007-04-11",40.5
"69","2007-04-12",41.200001
"70","2007-04-13",41.450001
"71","2007-04-16",41.950001
"72","2007-04-17",41.75
"73","2007-04-18",41.450001
"74","2007-04-19",40.049999
"75","2007-04-20",40.049999
"76","2007-04-23",40
"77","2007-04-24",39.900002
"78","2007-04-25",40.049999
"79","2007-04-26",40.799999
"80","2007-04-27",39.849998
"81","2007-04-30",38.650002
"82","2007-05-01",37.5
"83","2007-05-02",37.950001
"84","2007-05-03",37.950001
"85","2007-05-04",37.849998
"86","2007-05-07",36.849998
"87","2007-05-08",38.950001
"88","2007-05-09",39.5
"89","2007-05-10",38.400002
"90","2007-05-11",40.299999
"91","2007-05-14",39
"92","2007-05-15",38.099998
"93","2007-05-16",40.25
"94","2007-05-17",39.75
"95","2007-05-18",40.650002
"96","2007-05-21",42.049999
"97","2007-05-22",42.099998
"98","2007-05-23",41.950001
"99","2007-05-24",40.349998
"100","2007-05-25",40.549999
"101","2007-05-29",43.299999
"102","2007-05-30",42.700001
"103","2007-05-31",43.349998
"104","2007-06-01",43.75
"105","2007-06-04",43.799999
"106","2007-06-05",45.049999
"107","2007-06-06",43.799999
"108","2007-06-07",42.950001
"109","2007-06-08",43.400002
"110","2007-06-11",43.349998
"111","2007-06-12",42.549999
"112","2007-06-13",43.5
"113","2007-06-14",44.049999
"114","2007-06-15",43.900002
"115","2007-06-18",44.450001
"116","2007-06-19",43.299999
"117","2007-06-20",42.549999
"118","2007-06-21",42.950001
"119","2007-06-22",42.950001
"120","2007-06-25",42.5
"121","2007-06-26",42.450001
"122","2007-06-27",43
"123","2007-06-28",43.150002
"124","2007-06-29",42.599998
"125","2007-07-02",43.299999
"126","2007-07-03",43.549999
"127","2007-07-05",43.599998
"128","2007-07-06",43.349998
"129","2007-07-09",43.049999
"130","2007-07-10",41.950001
"131","2007-07-11",42.099998
"132","2007-07-12",42.25
"133","2007-07-13",41.900002
"134","2007-07-16",41.700001
"135","2007-07-17",41.549999
"136","2007-07-18",41.200001
"137","2007-07-19",42.450001
"138","2007-07-20",42.099998
"139","2007-07-23",42
"140","2007-07-24",41.700001
"141","2007-07-25",41.400002
"142","2007-07-26",34.549999
"143","2007-07-27",34.299999
"144","2007-07-30",34.450001
"145","2007-07-31",34.200001
"146","2007-08-01",33.75
"147","2007-08-02",35.099998
"148","2007-08-03",33.349998
"149","2007-08-06",33.200001
"150","2007-08-07",34.099998
"151","2007-08-08",33.400002
"152","2007-08-09",33.150002
"153","2007-08-10",31.9
"154","2007-08-13",30.6
"155","2007-08-14",29.85
"156","2007-08-15",28.200001
"157","2007-08-16",27.9
"158","2007-08-17",30.200001
"159","2007-08-20",29.950001
"160","2007-08-21",29.700001
"161","2007-08-22",30.15
"162","2007-08-23",29.200001
"163","2007-08-24",29.9
"164","2007-08-27",29.299999
"165","2007-08-28",28
"166","2007-08-29",28.6
"167","2007-08-30",29.35
"168","2007-08-31",28.9
"169","2007-09-04",28.9
"170","2007-09-05",28.65
"171","2007-09-06",28.85
"172","2007-09-07",28.049999
"173","2007-09-10",27.15
"174","2007-09-11",28
"175","2007-09-12",28.1
"176","2007-09-13",27.75
"177","2007-09-14",28.700001
"178","2007-09-17",27.700001
"179","2007-09-18",28.049999
"180","2007-09-19",27.950001
"181","2007-09-20",27.950001
"182","2007-09-21",29
"183","2007-09-24",29.799999
"184","2007-09-25",28.700001
"185","2007-09-26",30.5
"186","2007-09-27",30.85
"187","2007-09-28",30.5
"188","2007-10-01",32.099998
"189","2007-10-02",31.450001
"190","2007-10-03",31.299999
"191","2007-10-04",30.700001
"192","2007-10-05",30.5
"193","2007-10-08",30.35
"194","2007-10-09",29.9
"195","2007-10-10",29.5
"196","2007-10-11",29.5
"197","2007-10-12",30.200001
"198","2007-10-15",29.9
"199","2007-10-16",31.299999
"200","2007-10-17",34.900002
"201","2007-10-18",34.400002
"202","2007-10-19",33.099998
"203","2007-10-22",34.299999
"204","2007-10-23",35.049999
"205","2007-10-24",34.799999
"206","2007-10-25",34.150002
"207","2007-10-26",35.400002
"208","2007-10-29",35.650002
"209","2007-10-30",34.900002
"210","2007-10-31",34.5
"211","2007-11-01",33.400002
"212","2007-11-02",34.700001
"213","2007-11-05",35.099998
"214","2007-11-06",36.349998
"215","2007-11-07",34.849998
"216","2007-11-08",34.700001
"217","2007-11-09",36.900002
"218","2007-11-12",35.549999
"219","2007-11-13",35.549999
"220","2007-11-14",35.349998
"221","2007-11-15",34
"222","2007-11-16",33.700001
"223","2007-11-19",32.349998
"224","2007-11-20",32.099998
"225","2007-11-21",31.5
"226","2007-11-23",31.5
"227","2007-11-26",30.6
"228","2007-11-27",30.35
"229","2007-11-28",32.150002
"230","2007-11-29",32.25
"231","2007-11-30",32.900002
"232","2007-12-03",31.700001
"233","2007-12-04",30
"234","2007-12-05",30.4
"235","2007-12-06",31.700001
"236","2007-12-07",31.75
"237","2007-12-10",31.5
"238","2007-12-11",31.6
"239","2007-12-12",31.799999
"240","2007-12-13",31.5
"241","2007-12-14",30.75
"242","2007-12-17",30.5
"243","2007-12-18",30.25
"244","2007-12-19",29.549999
"245","2007-12-20",29.65
"246","2007-12-21",29.9
"247","2007-12-24",30.25
"248","2007-12-26",29.85
"249","2007-12-27",29
"250","2007-12-28",29.4
"251","2007-12-31",29.15
"252","2008-01-02",28.1
"253","2008-01-03",26.4
"254","2008-01-04",25.299999
"255","2008-01-07",23.4
"256","2008-01-08",23.25
"257","2008-01-09",23
"258","2008-01-10",23.049999
"259","2008-01-11",22.200001
"260","2008-01-14",22
"261","2008-01-15",20.799999
"262","2008-01-16",20.6
"263","2008-01-17",19.75
"264","2008-01-18",19.1
"265","2008-01-22",18.25
"266","2008-01-23",19.35
"267","2008-01-24",19.950001
"268","2008-01-25",20.85
"269","2008-01-28",20.85
"270","2008-01-29",21.15
"271","2008-01-30",20.549999
"272","2008-01-31",20.450001
"273","2008-02-01",21.25
"274","2008-02-04",21
"275","2008-02-05",19.950001
"276","2008-02-06",18.9
"277","2008-02-07",18.75
"278","2008-02-08",18.5
"279","2008-02-11",18.6
"280","2008-02-12",18.5
"281","2008-02-13",19.6
"282","2008-02-14",19.15
"283","2008-02-15",18.799999
"284","2008-02-19",18.65
"285","2008-02-20",18.549999
"286","2008-02-21",18.049999
"287","2008-02-22",17.6
"288","2008-02-25",18.1
"289","2008-02-26",19.200001
"290","2008-02-27",19.799999
"291","2008-02-28",19.299999
"292","2008-02-29",16.6
"293","2008-03-03",15.05
"294","2008-03-04",15.65
"295","2008-03-05",15.25
"296","2008-03-06",16.049999
"297","2008-03-07",15.45
"298","2008-03-10",15.2
"299","2008-03-11",15.2
"300","2008-03-12",15.8
"301","2008-03-13",16.799999
"302","2008-03-14",15.75
"303","2008-03-17",15.35
"304","2008-03-18",16.35
"305","2008-03-19",15.85
"306","2008-03-20",16.35
"307","2008-03-24",17
"308","2008-03-25",17.4
"309","2008-03-26",17.1
"310","2008-03-27",17.15
"311","2008-03-28",16.65
"312","2008-03-31",17.200001
"313","2008-04-01",17.6
"314","2008-04-02",17.5
"315","2008-04-03",17.25
"316","2008-04-04",17.1
"317","2008-04-07",17.85
"318","2008-04-08",18.5
"319","2008-04-09",19.299999
"320","2008-04-10",19.450001
"321","2008-04-11",18.6
"322","2008-04-14",18.700001
"323","2008-04-15",18.700001
"324","2008-04-16",19.450001
"325","2008-04-17",18.9
"326","2008-04-18",19.15
"327","2008-04-21",19.15
"328","2008-04-22",18.25
"329","2008-04-23",18.6
"330","2008-04-24",19.65
"331","2008-04-25",20
"332","2008-04-28",20.5
"333","2008-04-29",20
"334","2008-04-30",20.049999
"335","2008-05-01",19.950001
"336","2008-05-02",19.9
"337","2008-05-05",20.1
"338","2008-05-06",21.049999
"339","2008-05-07",20.950001
"340","2008-05-08",19.450001
"341","2008-05-09",21.4
"342","2008-05-12",22.65
"343","2008-05-13",21.9
