"","date","HCC"
"1","2017-04-13",18
"2","2017-04-17",19
"3","2017-04-18",18.459999
"4","2017-04-19",18.299999
"5","2017-04-20",18.58
"6","2017-04-21",18.41
"7","2017-04-24",18.709999
"8","2017-04-25",18.280001
"9","2017-04-26",18.450001
"10","2017-04-27",18
"11","2017-04-28",18.08
"12","2017-05-01",18
"13","2017-05-02",18.360001
"14","2017-05-03",18
"15","2017-05-04",17.52
"16","2017-05-05",17.58
"17","2017-05-08",17.440001
"18","2017-05-09",16.9
"19","2017-05-10",17.24
"20","2017-05-11",17.15
"21","2017-05-12",17
"22","2017-05-15",17.459999
"23","2017-05-16",16.99
"24","2017-05-17",17.049999
"25","2017-05-18",17.139999
"26","2017-05-19",17.76
"27","2017-05-22",18.200001
"28","2017-05-23",17.9
"29","2017-05-24",17.73
"30","2017-05-25",17.33
"31","2017-05-26",17.120001
"32","2017-05-30",17.34
"33","2017-05-31",17.09
"34","2017-06-01",17.75
"35","2017-06-02",17.209999
"36","2017-06-05",17.33
"37","2017-06-06",17.48
"38","2017-06-07",17.030001
"39","2017-06-08",17.440001
"40","2017-06-09",17.48
"41","2017-06-12",17.450001
"42","2017-06-13",17.16
"43","2017-06-14",17.299999
"44","2017-06-15",16.790001
"45","2017-06-16",15.86
"46","2017-06-19",15.75
"47","2017-06-20",15.5
"48","2017-06-21",15.49
"49","2017-06-22",16.129999
"50","2017-06-23",16.26
"51","2017-06-26",16.190001
"52","2017-06-27",16.280001
"53","2017-06-28",16.950001
"54","2017-06-29",17.08
"55","2017-06-30",17.129999
"56","2017-07-03",17.32
"57","2017-07-05",17.780001
"58","2017-07-06",17.73
"59","2017-07-07",17.66
"60","2017-07-10",17.93
"61","2017-07-11",18.58
"62","2017-07-12",18.82
"63","2017-07-13",18.75
"64","2017-07-14",18.77
"65","2017-07-17",19.629999
"66","2017-07-18",19.74
"67","2017-07-19",19.549999
"68","2017-07-20",19.42
"69","2017-07-21",19.309999
"70","2017-07-24",19
"71","2017-07-25",19.950001
"72","2017-07-26",20.4
"73","2017-07-27",20.68
"74","2017-07-28",21.24
"75","2017-07-31",21.860001
"76","2017-08-01",22.25
"77","2017-08-02",22.57
"78","2017-08-03",21.860001
"79","2017-08-04",24.040001
"80","2017-08-07",24.66
"81","2017-08-08",24.42
"82","2017-08-09",24.42
"83","2017-08-10",23.73
"84","2017-08-11",23.17
"85","2017-08-14",24.290001
"86","2017-08-15",23.969999
"87","2017-08-16",24.620001
"88","2017-08-17",24.17
"89","2017-08-18",24.24
"90","2017-08-21",24.24
"91","2017-08-22",25.02
"92","2017-08-23",25.959999
"93","2017-08-24",26.120001
"94","2017-08-25",26.639999
"95","2017-08-28",26.889999
"96","2017-08-29",27.07
"97","2017-08-30",26.969999
"98","2017-08-31",27.290001
"99","2017-09-01",27.129999
"100","2017-09-05",26.77
"101","2017-09-06",26.610001
"102","2017-09-07",25.57
"103","2017-09-08",25.18
"104","2017-09-11",25.469999
"105","2017-09-12",25.110001
"106","2017-09-13",25
"107","2017-09-14",24.43
"108","2017-09-15",24.379999
"109","2017-09-18",24.65
"110","2017-09-19",24.280001
"111","2017-09-20",24.33
"112","2017-09-21",23.280001
"113","2017-09-22",23.35
"114","2017-09-25",24.110001
"115","2017-09-26",23.389999
"116","2017-09-27",23.58
"117","2017-09-28",23.299999
"118","2017-09-29",23.57
"119","2017-10-02",23.75
"120","2017-10-03",24.290001
"121","2017-10-04",23.879999
"122","2017-10-05",24.200001
"123","2017-10-06",23.610001
"124","2017-10-09",23.389999
"125","2017-10-10",23.290001
"126","2017-10-11",23.530001
"127","2017-10-12",23.889999
"128","2017-10-13",23.52
"129","2017-10-16",23.530001
"130","2017-10-17",24.040001
"131","2017-10-18",23.610001
"132","2017-10-19",26.690001
"133","2017-10-20",27.42
"134","2017-10-23",27.32
"135","2017-10-24",27.6
"136","2017-10-25",27.280001
"137","2017-10-26",26.51
"138","2017-10-27",26.01
"139","2017-10-30",26.08
"140","2017-10-31",26.02
"141","2017-11-01",26.65
"142","2017-11-02",26.780001
"143","2017-11-03",26.76
"144","2017-11-06",26.639999
"145","2017-11-07",26.459999
"146","2017-11-08",26.09
"147","2017-11-09",25.950001
"148","2017-11-10",27.18
"149","2017-11-13",27.870001
"150","2017-11-14",27.59
"151","2017-11-15",27.860001
"152","2017-11-16",28
"153","2017-11-17",28.299999
"154","2017-11-20",28.57
"155","2017-11-21",28.879999
"156","2017-11-22",29.9
"157","2017-11-24",20.540001
"158","2017-11-27",20.379999
"159","2017-11-28",20.700001
"160","2017-11-29",21.290001
"161","2017-11-30",22.219999
"162","2017-12-01",22.43
"163","2017-12-04",22.860001
"164","2017-12-05",23.059999
"165","2017-12-06",23.190001
"166","2017-12-07",23.82
"167","2017-12-08",23.9
"168","2017-12-11",24.129999
"169","2017-12-12",24.120001
"170","2017-12-13",24.120001
"171","2017-12-14",23.389999
"172","2017-12-15",23.950001
"173","2017-12-18",24.200001
"174","2017-12-19",25.309999
"175","2017-12-20",25.309999
"176","2017-12-21",25.65
"177","2017-12-22",25.91
"178","2017-12-26",26.02
"179","2017-12-27",25.299999
"180","2017-12-28",25.190001
"181","2017-12-29",25.15
"182","2018-01-02",26.74
"183","2018-01-03",26.77
"184","2018-01-04",27.129999
"185","2018-01-05",26.959999
"186","2018-01-08",27.530001
"187","2018-01-09",26.68
"188","2018-01-10",27.030001
"189","2018-01-11",28.52
"190","2018-01-12",28.219999
"191","2018-01-16",27.379999
"192","2018-01-17",27.85
"193","2018-01-18",27.16
"194","2018-01-19",27.459999
"195","2018-01-22",28.139999
"196","2018-01-23",27.58
"197","2018-01-24",28.110001
"198","2018-01-25",27.940001
"199","2018-01-26",28.66
"200","2018-01-29",28.059999
"201","2018-01-30",27.4
"202","2018-01-31",27.969999
"203","2018-02-01",28.379999
"204","2018-02-02",27.4
"205","2018-02-05",26.73
"206","2018-02-06",27.379999
"207","2018-02-07",27.15
"208","2018-02-08",26.719999
"209","2018-02-09",26.84
"210","2018-02-12",28
"211","2018-02-13",28.9
"212","2018-02-14",30.93
"213","2018-02-15",32
"214","2018-02-16",31.49
"215","2018-02-20",30.73
"216","2018-02-21",30.4
"217","2018-02-22",30.959999
"218","2018-02-23",32
"219","2018-02-26",33.389999
"220","2018-02-27",32.689999
"221","2018-02-28",31.209999
"222","2018-03-01",30.68
"223","2018-03-02",31.42
"224","2018-03-05",30.620001
"225","2018-03-06",31.790001
"226","2018-03-07",31.459999
"227","2018-03-08",30.5
"228","2018-03-09",29.24
"229","2018-03-12",28.860001
"230","2018-03-13",28.950001
"231","2018-03-14",28.780001
"232","2018-03-15",29.1
"233","2018-03-16",30.27
"234","2018-03-19",29.309999
"235","2018-03-20",30.110001
"236","2018-03-21",31.52
"237","2018-03-22",29.58
"238","2018-03-23",28.6
"239","2018-03-26",29.02
