"","date","KHC"
"1","2015-07-06",72.959999
"2","2015-07-07",74.629997
"3","2015-07-08",75.400002
"4","2015-07-09",74.800003
"5","2015-07-10",77.309998
"6","2015-07-13",78.830002
"7","2015-07-14",78
"8","2015-07-15",76.709999
"9","2015-07-16",78.75
"10","2015-07-17",79.629997
"11","2015-07-20",80.110001
"12","2015-07-21",80.220001
"13","2015-07-22",78.639999
"14","2015-07-23",76.739998
"15","2015-07-24",76.410004
"16","2015-07-27",77.379997
"17","2015-07-28",78.32
"18","2015-07-29",77.910004
"19","2015-07-30",79.209999
"20","2015-07-31",79.470001
"21","2015-08-03",80.370003
"22","2015-08-04",79.809998
"23","2015-08-05",80.480003
"24","2015-08-06",79.760002
"25","2015-08-07",78.459999
"26","2015-08-10",78.809998
"27","2015-08-11",77.970001
"28","2015-08-12",76.690002
"29","2015-08-13",75.989998
"30","2015-08-14",76.419998
"31","2015-08-17",75.800003
"32","2015-08-18",75.190002
"33","2015-08-19",74.779999
"34","2015-08-20",74.25
"35","2015-08-21",72.269997
"36","2015-08-24",70.870003
"37","2015-08-25",70.209999
"38","2015-08-26",73.910004
"39","2015-08-27",75.18
"40","2015-08-28",74.690002
"41","2015-08-31",72.660004
"42","2015-09-01",70.120003
"43","2015-09-02",72.07
"44","2015-09-03",72.160004
"45","2015-09-04",70.57
"46","2015-09-08",74.07
"47","2015-09-09",72.169998
"48","2015-09-10",72.160004
"49","2015-09-11",73.760002
"50","2015-09-14",74.550003
"51","2015-09-15",75.389999
"52","2015-09-16",76.370003
"53","2015-09-17",76.43
"54","2015-09-18",75.440002
"55","2015-09-21",75.199997
"56","2015-09-22",74.309998
"57","2015-09-23",73.309998
"58","2015-09-24",72.919998
"59","2015-09-25",73.349998
"60","2015-09-28",69.989998
"61","2015-09-29",69.199997
"62","2015-09-30",70.580002
"63","2015-10-01",70.830002
"64","2015-10-02",71.410004
"65","2015-10-05",72.239998
"66","2015-10-06",72.470001
"67","2015-10-07",73.150002
"68","2015-10-08",74.43
"69","2015-10-09",74.389999
"70","2015-10-12",73.720001
"71","2015-10-13",73.379997
"72","2015-10-14",73.769997
"73","2015-10-15",75.220001
"74","2015-10-16",77.389999
"75","2015-10-19",76.800003
"76","2015-10-20",76.870003
"77","2015-10-21",77.050003
"78","2015-10-22",79.940002
"79","2015-10-23",77.980003
"80","2015-10-26",76.809998
"81","2015-10-27",77.169998
"82","2015-10-28",79.18
"83","2015-10-29",78.650002
"84","2015-10-30",77.970001
"85","2015-11-02",78.269997
"86","2015-11-03",76.43
"87","2015-11-04",75.82
"88","2015-11-05",75.419998
"89","2015-11-06",72.010002
"90","2015-11-09",71.239998
"91","2015-11-10",72.080002
"92","2015-11-11",72.110001
"93","2015-11-12",70.900002
"94","2015-11-13",70.769997
"95","2015-11-16",71.654999
"96","2015-11-17",71.449997
"97","2015-11-18",72.584999
"98","2015-11-19",73.339996
"99","2015-11-20",73.650002
"100","2015-11-23",74.07
"101","2015-11-24",74.470001
"102","2015-11-25",74.639999
"103","2015-11-27",74.610001
"104","2015-11-30",73.690002
"105","2015-12-01",74.470001
"106","2015-12-02",73.040001
"107","2015-12-03",71.459999
"108","2015-12-04",72.220001
"109","2015-12-07",71.43
"110","2015-12-08",71.529999
"111","2015-12-09",70.900002
"112","2015-12-10",70.839996
"113","2015-12-11",69.690002
"114","2015-12-14",70.974998
"115","2015-12-15",72.010002
"116","2015-12-16",73.010002
"117","2015-12-17",71.919998
"118","2015-12-18",70.669998
"119","2015-12-21",71.379997
"120","2015-12-22",72.93
"121","2015-12-23",74.510002
"122","2015-12-24",73.959999
"123","2015-12-28",73.419998
"124","2015-12-29",74.690002
"125","2015-12-30",73.75
"126","2015-12-31",72.760002
"127","2016-01-04",72.699997
"128","2016-01-05",73.389999
"129","2016-01-06",73.529999
"130","2016-01-07",71.900002
"131","2016-01-08",71.18
"132","2016-01-11",72.269997
"133","2016-01-12",73.230003
"134","2016-01-13",70.809998
"135","2016-01-14",70.739998
"136","2016-01-15",69.199997
"137","2016-01-19",70.169998
"138","2016-01-20",71.169998
"139","2016-01-21",73.050003
"140","2016-01-22",74.389999
"141","2016-01-25",74.029999
"142","2016-01-26",75.980003
"143","2016-01-27",75.970001
"144","2016-01-28",76.160004
"145","2016-01-29",78.059998
"146","2016-02-01",77.010002
"147","2016-02-02",75.970001
"148","2016-02-03",74.889999
"149","2016-02-04",74.150002
"150","2016-02-05",72.779999
"151","2016-02-08",71.220001
"152","2016-02-09",71.510002
"153","2016-02-10",72.110001
"154","2016-02-11",71.440002
"155","2016-02-12",71.919998
"156","2016-02-16",72.309998
"157","2016-02-17",74.239998
"158","2016-02-18",73.449997
