"","date","RMBL"
"1","2017-02-02",85
"2","2017-02-03",85
"3","2017-02-06",85
"4","2017-02-07",85
"5","2017-02-08",85
"6","2017-02-09",85
"7","2017-02-10",85
"8","2017-02-13",85
"9","2017-02-14",85
"10","2017-02-15",85
"11","2017-02-16",85
"12","2017-02-17",85
"13","2017-02-21",85
"14","2017-02-22",85
"15","2017-02-23",85
"16","2017-02-24",85
"17","2017-02-27",85
"18","2017-02-28",82
"19","2017-03-01",82
"20","2017-03-02",82
"21","2017-03-03",82
"22","2017-03-06",82
"23","2017-03-07",82
"24","2017-03-08",82
"25","2017-03-09",78
"26","2017-03-10",68
"27","2017-03-13",68
"28","2017-03-14",80
"29","2017-03-15",80
"30","2017-03-16",100
"31","2017-03-17",100
"32","2017-03-20",100
"33","2017-03-21",95
"34","2017-03-22",95
"35","2017-03-23",95
"36","2017-03-24",95
"37","2017-03-27",95
"38","2017-03-28",95
"39","2017-03-29",95
"40","2017-03-30",70
"41","2017-03-31",70
"42","2017-04-03",70
"43","2017-04-04",70
"44","2017-04-05",70
"45","2017-04-06",70
"46","2017-04-07",70
"47","2017-04-10",70
"48","2017-04-11",70
"49","2017-04-12",70
"50","2017-04-13",80
"51","2017-04-17",80
"52","2017-04-18",70
"53","2017-04-19",70
"54","2017-04-20",70
"55","2017-04-21",70
"56","2017-04-24",68
"57","2017-04-25",68
"58","2017-04-26",68
"59","2017-04-27",68
"60","2017-04-28",68
"61","2017-05-01",68
"62","2017-05-02",68
"63","2017-05-03",100
"64","2017-05-04",100
"65","2017-05-05",100
"66","2017-05-08",100
"67","2017-05-09",100
"68","2017-05-10",100
"69","2017-05-11",100
"70","2017-05-12",100
"71","2017-05-15",100
"72","2017-05-16",115
"73","2017-05-17",115
"74","2017-05-18",115
"75","2017-05-19",115
"76","2017-05-22",115
"77","2017-05-23",115
"78","2017-05-24",115
"79","2017-05-25",115
"80","2017-05-26",115
"81","2017-05-30",131
"82","2017-05-31",131
"83","2017-06-01",140
"84","2017-06-02",140
"85","2017-06-05",140
"86","2017-06-06",140
"87","2017-06-07",130
"88","2017-06-08",130
"89","2017-06-09",130
"90","2017-06-12",130
"91","2017-06-13",130
"92","2017-06-14",130
"93","2017-06-15",130
"94","2017-06-16",130
"95","2017-06-19",140
"96","2017-06-20",140
"97","2017-06-21",140
"98","2017-06-22",140
"99","2017-06-23",140
"100","2017-06-26",130
"101","2017-06-27",130
"102","2017-06-28",130
"103","2017-06-29",130
"104","2017-06-30",130
"105","2017-07-03",130
"106","2017-07-05",130
"107","2017-07-06",130
"108","2017-07-07",130
"109","2017-07-10",130
"110","2017-07-11",130
"111","2017-07-12",130
"112","2017-07-13",130
"113","2017-07-14",130
"114","2017-07-17",130
"115","2017-07-18",140
"116","2017-07-19",140
"117","2017-07-20",140
"118","2017-07-21",140
"119","2017-07-24",140
"120","2017-07-25",140
"121","2017-07-26",140
"122","2017-07-27",140
"123","2017-07-28",140
"124","2017-07-31",140
"125","2017-08-01",140
"126","2017-08-02",140
"127","2017-08-03",138
"128","2017-08-04",138
"129","2017-08-07",138
"130","2017-08-08",138
"131","2017-08-09",138
"132","2017-08-10",140
"133","2017-08-11",140
"134","2017-08-14",140
"135","2017-08-15",140
"136","2017-08-16",140
"137","2017-08-17",140
"138","2017-08-18",140
"139","2017-08-21",140
"140","2017-08-22",140
"141","2017-08-23",140
"142","2017-08-24",145
"143","2017-08-25",145
"144","2017-08-28",145
"145","2017-08-29",145
"146","2017-08-30",145
"147","2017-08-31",145
"148","2017-09-01",145
"149","2017-09-05",145
"150","2017-09-06",145
"151","2017-09-07",145
"152","2017-09-08",145
"153","2017-09-11",145
"154","2017-09-12",149.800003
"155","2017-09-13",160
"156","2017-09-14",160
"157","2017-09-15",170
"158","2017-09-18",180
"159","2017-09-19",182
"160","2017-09-20",182
"161","2017-09-21",190
"162","2017-09-22",190
"163","2017-09-25",190
"164","2017-09-26",189.800003
"165","2017-09-27",189.800003
"166","2017-09-28",189.800003
"167","2017-09-29",180
"168","2017-10-02",199
"169","2017-10-03",199
"170","2017-10-04",199
"171","2017-10-05",186
"172","2017-10-06",186
"173","2017-10-09",186
"174","2017-10-10",186
"175","2017-10-11",186
"176","2017-10-12",186
"177","2017-10-13",190
"178","2017-10-16",186
"179","2017-10-17",180
"180","2017-10-18",186
"181","2017-10-19",101.800003
"182","2017-10-20",103
"183","2017-10-23",92.199997
"184","2017-10-24",90
"185","2017-10-25",94.400002
"186","2017-10-26",90.199997
"187","2017-10-27",90.400002
"188","2017-10-30",88.400002
"189","2017-10-31",91.199997
"190","2017-11-01",97.800003
"191","2017-11-02",98.099998
"192","2017-11-03",98.400002
"193","2017-11-06",102.599998
"194","2017-11-07",105.599998
"195","2017-11-08",106
"196","2017-11-09",103.599998
"197","2017-11-10",101
"198","2017-11-13",100.800003
"199","2017-11-14",101
"200","2017-11-15",101.599998
"201","2017-11-16",101.400002
"202","2017-11-17",108
"203","2017-11-20",108
"204","2017-11-21",109.599998
"205","2017-11-22",108.419998
"206","2017-11-24",108.199997
"207","2017-11-27",110
"208","2017-11-28",108.400002
"209","2017-11-29",108.800003
"210","2017-11-30",110
"211","2017-12-01",110
"212","2017-12-04",108.800003
"213","2017-12-05",108
"214","2017-12-06",107.199997
"215","2017-12-07",109.599998
"216","2017-12-08",109
"217","2017-12-11",107
"218","2017-12-12",107.599998
"219","2017-12-13",107.199997
"220","2017-12-14",106
"221","2017-12-15",103
"222","2017-12-18",106.199997
"223","2017-12-19",101
"224","2017-12-20",104.800003
"225","2017-12-21",103
"226","2017-12-22",106
"227","2017-12-26",103.800003
"228","2017-12-27",100.400002
"229","2017-12-28",105.800003
"230","2017-12-29",103.900002
"231","2018-01-02",104.800003
"232","2018-01-03",105
"233","2018-01-04",107.400002
"234","2018-01-05",107
"235","2018-01-08",106
"236","2018-01-09",103
"237","2018-01-10",100
"238","2018-01-11",100.599998
"239","2018-01-12",103.599998
"240","2018-01-16",101.800003
"241","2018-01-17",104
"242","2018-01-18",100.599998
"243","2018-01-19",101.599998
"244","2018-01-22",102.599998
"245","2018-01-23",101.599998
"246","2018-01-24",98
"247","2018-01-25",101
"248","2018-01-26",100.599998
"249","2018-01-29",99
"250","2018-01-30",95.800003
"251","2018-01-31",92
"252","2018-02-01",96
"253","2018-02-02",95
"254","2018-02-05",92.199997
"255","2018-02-06",96.800003
"256","2018-02-07",93
"257","2018-02-08",84.199997
"258","2018-02-09",80.199997
"259","2018-02-12",79
"260","2018-02-13",76.400002
"261","2018-02-14",74.800003
"262","2018-02-15",79.800003
"263","2018-02-16",75
"264","2018-02-20",79.400002
"265","2018-02-21",85
"266","2018-02-22",82
"267","2018-02-23",84.400002
"268","2018-02-26",80.599998
"269","2018-02-27",78.599998
"270","2018-02-28",84.800003
"271","2018-03-01",85.199997
"272","2018-03-02",87
"273","2018-03-05",86
"274","2018-03-06",81
"275","2018-03-07",85
"276","2018-03-08",87.599998
"277","2018-03-09",86.400002
"278","2018-03-12",88.599998
"279","2018-03-13",92.400002
"280","2018-03-14",89.199997
"281","2018-03-15",87.599998
"282","2018-03-16",97
"283","2018-03-19",94
"284","2018-03-20",89.400002
"285","2018-03-21",82.800003
"286","2018-03-22",85.400002
"287","2018-03-23",85.400002
"288","2018-03-26",84
"289","2018-03-27",88
"290","2018-03-28",80
"291","2018-03-29",82.800003
"292","2018-04-02",80
"293","2018-04-03",82.199997
"294","2018-04-04",92
"295","2018-04-05",87.400002
"296","2018-04-06",89.199997
"297","2018-04-09",83
"298","2018-04-10",84.199997
"299","2018-04-11",88
"300","2018-04-12",84.199997
"301","2018-04-13",86
"302","2018-04-16",87
"303","2018-04-17",89.800003
"304","2018-04-18",92.800003
"305","2018-04-19",96
"306","2018-04-20",91.400002
"307","2018-04-23",98.199997
"308","2018-04-24",99.199997
"309","2018-04-25",103.5
"310","2018-04-26",100
"311","2018-04-27",103.599998
"312","2018-04-30",101.400002
"313","2018-05-01",97.199997
"314","2018-05-02",97
"315","2018-05-03",98
"316","2018-05-04",100
"317","2018-05-07",97
"318","2018-05-08",93.800003
"319","2018-05-09",95.160004
"320","2018-05-10",98
"321","2018-05-11",95.800003
"322","2018-05-14",97.720001
"323","2018-05-15",96
"324","2018-05-16",95.400002
"325","2018-05-17",97.800003
"326","2018-05-18",96.400002
"327","2018-05-21",96.199997
"328","2018-05-22",95
"329","2018-05-23",95.800003
"330","2018-05-24",95
"331","2018-05-25",98.800003
"332","2018-05-29",95.599998
"333","2018-05-30",93.199997
"334","2018-05-31",92.800003
"335","2018-06-01",96
"336","2018-06-04",93.199997
"337","2018-06-05",93.599998
"338","2018-06-06",93.199997
"339","2018-06-07",94.400002
"340","2018-06-08",93.599998
"341","2018-06-11",94
"342","2018-06-12",93.199997
"343","2018-06-13",94
"344","2018-06-14",98.599998
"345","2018-06-15",102.199997
"346","2018-06-18",102.400002
"347","2018-06-19",119.800003
"348","2018-06-20",125.800003
"349","2018-06-21",125.800003
"350","2018-06-22",125
"351","2018-06-25",121.199997
"352","2018-06-26",120.400002
"353","2018-06-27",111.400002
"354","2018-06-28",115.199997
"355","2018-06-29",117.599998
"356","2018-07-02",121
"357","2018-07-03",122.199997
"358","2018-07-05",124.199997
"359","2018-07-06",126.800003
"360","2018-07-09",132
"361","2018-07-10",134.199997
"362","2018-07-11",129.199997
"363","2018-07-12",150.399994
"364","2018-07-13",149.800003
"365","2018-07-16",135.600006
"366","2018-07-17",126.199997
"367","2018-07-18",130
"368","2018-07-19",129.399994
"369","2018-07-20",126.599998
"370","2018-07-23",124.199997
"371","2018-07-24",121.599998
"372","2018-07-25",122.800003
"373","2018-07-26",121.400002
"374","2018-07-27",121.199997
"375","2018-07-30",119.599998
"376","2018-07-31",118.599998
"377","2018-08-01",120
"378","2018-08-02",121
"379","2018-08-03",118.099998
"380","2018-08-06",118.400002
"381","2018-08-07",117.800003
"382","2018-08-08",112.599998
"383","2018-08-09",116.599998
"384","2018-08-10",118
"385","2018-08-13",123.400002
"386","2018-08-14",122
"387","2018-08-15",122
"388","2018-08-16",118.599998
"389","2018-08-17",122.599998
