"","date","OPESU"
"214","2019-01-17",10.24
"215","2019-01-18",10.24
"216","2019-01-22",10.24
"217","2019-01-23",10.249
"218","2019-01-24",10.256
"219","2019-01-25",10.247
"220","2019-01-28",10.26
"221","2019-01-29",10.25
"222","2019-01-30",10.259
"223","2019-01-31",10.282
"224","2019-02-01",10.302
"225","2019-02-04",10.284
"226","2019-02-05",10.284
"227","2019-02-06",10.284
"228","2019-02-07",10.284
"229","2019-02-08",10.284
"230","2019-02-11",10.28
"231","2019-02-12",10.26
"232","2019-02-13",10.26
"233","2019-02-14",10.29
"234","2019-02-15",10.28
"235","2019-02-19",10.28
"236","2019-02-20",10.28
"237","2019-02-21",10.28
"238","2019-02-22",10.3
"239","2019-02-25",10.33
"240","2019-02-26",10.33
"241","2019-02-27",10.32
"242","2019-02-28",10.335
"243","2019-03-01",10.36
"244","2019-03-04",10.371
"245","2019-03-05",10.371
"246","2019-03-06",10.371
"247","2019-03-07",10.371
"248","2019-03-08",10.371
"249","2019-03-11",10.371
"250","2019-03-12",10.38
"251","2019-03-13",10.38
"252","2019-03-14",10.38
"253","2019-03-15",10.38
"254","2019-03-18",10.38
"255","2019-03-19",10.38
"256","2019-03-20",10.38
"257","2019-03-21",10.38
"258","2019-03-22",10.31
"259","2019-03-25",10.31
"260","2019-03-26",10.31
"261","2019-03-27",10.31
"262","2019-03-28",10.33
"263","2019-03-29",10.37
"264","2019-04-01",10.36
"265","2019-04-02",10.36
"266","2019-04-03",10.36
"267","2019-04-04",10.35
"268","2019-04-05",10.36
"269","2019-04-08",10.36
"270","2019-04-09",10.38
"271","2019-04-10",10.38
"272","2019-04-11",10.38
"273","2019-04-12",10.38
"274","2019-04-15",10.38
"275","2019-04-16",10.38
"276","2019-04-17",10.38
"277","2019-04-18",10.38
"278","2019-04-22",10.38
"279","2019-04-23",10.38
"280","2019-04-24",10.38
"281","2019-04-25",10.38
"282","2019-04-26",10.38
"283","2019-04-29",10.38
"284","2019-04-30",10.38
"285","2019-05-01",10.38
"286","2019-05-02",10.379
"287","2019-05-03",10.379
"288","2019-05-06",10.38
"289","2019-05-07",10.4
"290","2019-05-08",10.4
"291","2019-05-09",10.4
"292","2019-05-10",10.35
"293","2019-05-13",10.4
"294","2019-05-14",10.4
"295","2019-05-15",10.4
"296","2019-05-16",10.401
"297","2019-05-17",10.401
"298","2019-05-20",10.401
"299","2019-05-21",10.401
"300","2019-05-22",10.401
"301","2019-05-23",10.401
"302","2019-05-24",10.401
"303","2019-05-28",10.401
"304","2019-05-29",10.401
"305","2019-05-30",10.38
"306","2019-05-31",10.38
"307","2019-06-03",10.38
"308","2019-06-04",10.38
"309","2019-06-05",10.38
"310","2019-06-06",10.38
"311","2019-06-07",10.41
"312","2019-06-10",10.41
"313","2019-06-11",10.41
"314","2019-06-12",10.41
"315","2019-06-13",10.41
"316","2019-06-14",10.41
"317","2019-06-17",10.41
"318","2019-06-18",10.41
"319","2019-06-19",10.41
"320","2019-06-20",10.41
"321","2019-06-21",10.41
"322","2019-06-24",10.41
"323","2019-06-25",10.41
"324","2019-06-26",10.41
"325","2019-06-27",10.41
"326","2019-06-28",10.41
"327","2019-07-01",10.41
"328","2019-07-02",10.5
"329","2019-07-03",10.5
"330","2019-07-05",10.5
"331","2019-07-08",10.5
"332","2019-07-09",10.5
"333","2019-07-10",10.5
"334","2019-07-11",10.5
"335","2019-07-12",10.5
"336","2019-07-15",10.5
"337","2019-07-16",10.5
"338","2019-07-17",10.5
"339","2019-07-18",10.5
"340","2019-07-19",10.51
"341","2019-07-22",10.52
"342","2019-07-23",10.49
"343","2019-07-24",10.48
"344","2019-07-25",10.5
"345","2019-07-26",10.5
"346","2019-07-29",10.5
"347","2019-07-30",10.5
"348","2019-07-31",10.49
"349","2019-08-01",10.49
"350","2019-08-02",10.49
"351","2019-08-05",10.49
"352","2019-08-06",10.49
"353","2019-08-07",10.49
"354","2019-08-08",10.49
"355","2019-08-09",10.49
"356","2019-08-12",10.49
"357","2019-08-13",10.49
"358","2019-08-14",10.45
"359","2019-08-15",10.45
"360","2019-08-16",10.45
"361","2019-08-19",10.45
"362","2019-08-20",10.45
"363","2019-08-21",10.5
"364","2019-08-22",10.5
"365","2019-08-23",10.5
"366","2019-08-26",10.5
"367","2019-08-27",10.5
"368","2019-08-28",10.5
"369","2019-08-29",10.5
"370","2019-08-30",10.5
"371","2019-09-03",10.5
"372","2019-09-04",10.45
"373","2019-09-05",10.434
"374","2019-09-06",10.434
"375","2019-09-09",10.434
"376","2019-09-10",10.434
"377","2019-09-11",10.434
"378","2019-09-12",10.434
"379","2019-09-13",10.434
"380","2019-09-16",10.434
"381","2019-09-17",10.434
"382","2019-09-18",10.434
"383","2019-09-19",10.434
"384","2019-09-20",10.434
"385","2019-09-23",10.434
"386","2019-09-24",10.434
"387","2019-09-25",10.434
"388","2019-09-26",10.434
"389","2019-09-27",10.434
"390","2019-09-30",10.45
"391","2019-10-01",10.49
"392","2019-10-02",10.49
"393","2019-10-03",10.49
"394","2019-10-04",10.49
"395","2019-10-07",10.48
"396","2019-10-08",10.48
"397","2019-10-09",10.48
"398","2019-10-10",10.48
"399","2019-10-11",10.97
"400","2019-10-14",10.97
"401","2019-10-15",10.97
"402","2019-10-16",10.97
"403","2019-10-17",10.97
"404","2019-10-18",10.97
"405","2019-10-21",10.95
"406","2019-10-22",10.95
"407","2019-10-23",10.95
"408","2019-10-24",10.95
"409","2019-10-25",10.95
"410","2019-10-28",10.95
"411","2019-10-29",10.95
"412","2019-10-30",10.95
"413","2019-10-31",10.95
"414","2019-11-01",10.95
"415","2019-11-04",10.95
"416","2019-11-05",10.95
"417","2019-11-06",10.95
"418","2019-11-07",10.95
"419","2019-11-08",10.95
"420","2019-11-11",10.95
"421","2019-11-12",10.95
"422","2019-11-13",10.95
"423","2019-11-14",10.95
"424","2019-11-15",10.95
"425","2019-11-18",10.95
"426","2019-11-19",10.95
"427","2019-11-20",10.95
"428","2019-11-21",10.95
"429","2019-11-22",10.95
"430","2019-11-25",10.95
"431","2019-11-26",10.5
"432","2019-11-27",10.5
"433","2019-11-29",11.095
"434","2019-12-02",11.095
"435","2019-12-03",11.095
"436","2019-12-04",11.095
"437","2019-12-05",11.095
"438","2019-12-06",11.095
"439","2019-12-09",11.095
"440","2019-12-10",11.095
"441","2019-12-11",11.095
"442","2019-12-12",11.095
"443","2019-12-13",11.095
"444","2019-12-16",11.095
"445","2019-12-17",10.52
"446","2019-12-18",10.52
"447","2019-12-19",10.52
"448","2019-12-20",10.52
"449","2019-12-23",10.52
"450","2019-12-24",10.52
"451","2019-12-26",11.095
"452","2019-12-27",11.095
"453","2019-12-30",11.095
"454","2019-12-31",11.095
"455","2020-01-02",11.095
"456","2020-01-03",11.095
"457","2020-01-06",11.095
"458","2020-01-07",11.095
"459","2020-01-08",11.095
"460","2020-01-09",11.095
"461","2020-01-10",11.095
"462","2020-01-13",11.095
"463","2020-01-14",11.095
"464","2020-01-15",11.095
"465","2020-01-16",11.095
"466","2020-01-17",11.095
"467","2020-01-21",11.095
"468","2020-01-22",11.095
"469","2020-01-23",11.095
"470","2020-01-24",11.095
"471","2020-01-27",11.095
"472","2020-01-28",11.095
"473","2020-01-29",11.095
"474","2020-01-30",11.095
"475","2020-01-31",11.095
"476","2020-02-03",11.095
"477","2020-02-04",11.095
"478","2020-02-05",11.095
"479","2020-02-06",11.095
"480","2020-02-07",11.095
"481","2020-02-10",11.095
"482","2020-02-11",11.095
"483","2020-02-12",11.095
"484","2020-02-13",11.095
"485","2020-02-14",11.095
"486","2020-02-18",11.095
"487","2020-02-19",10.62
"488","2020-02-20",10.62
"489","2020-02-21",10.62
"490","2020-02-24",10.62
"491","2020-02-25",10.62
"492","2020-02-26",10.65
"493","2020-02-27",10.65
"494","2020-02-28",10.65
"495","2020-03-02",10.65
"496","2020-03-03",10.65
"497","2020-03-04",10.65
"498","2020-03-05",10.65
"499","2020-03-06",10.65
"500","2020-03-09",10.65
"501","2020-03-10",10.65
"502","2020-03-11",10.65
"503","2020-03-12",10.65
"504","2020-03-13",10.65
"505","2020-03-16",10.65
"506","2020-03-17",10.65
"507","2020-03-18",10.65
"508","2020-03-19",10.65
"509","2020-03-20",10.65
"510","2020-03-23",10.65
"511","2020-03-24",10.65
"512","2020-03-25",10.65
"513","2020-03-26",10.65
"514","2020-03-27",10.65
"515","2020-03-30",10.65
"516","2020-03-31",10.65
"517","2020-04-01",10.65
"518","2020-04-02",10.65
"519","2020-04-03",10.65
"520","2020-04-06",10.65
"521","2020-04-07",10.65
"522","2020-04-08",10.65
"523","2020-04-09",10.65
"524","2020-04-13",10.65
"525","2020-04-14",10.65
"526","2020-04-15",10.65
"527","2020-04-16",10.65
"528","2020-04-17",10.65
"529","2020-04-20",10.65
"530","2020-04-21",10.65
"531","2020-04-22",10.65
"532","2020-04-23",10.65
"533","2020-04-24",10.65
"534","2020-04-27",10.65
"535","2020-04-28",10.65
"536","2020-04-29",10.65
"537","2020-04-30",10.65
"538","2020-05-01",10.65
"539","2020-05-04",10.65
"540","2020-05-05",10.65
"541","2020-05-06",10.65
"542","2020-05-07",10.65
"543","2020-05-08",10.65
"544","2020-05-11",10.65
"545","2020-05-12",10.65
"546","2020-05-13",10.65
"547","2020-05-14",10.65
"548","2020-05-15",10.65
"549","2020-05-18",10.65
"550","2020-05-19",10.65
"551","2020-05-20",10.65
"552","2020-05-21",10.65
"553","2020-05-22",10.65
"554","2020-05-26",10.65
"555","2020-05-27",10.65
"556","2020-05-28",10.65
"557","2020-05-29",10.65
"558","2020-06-01",10.65
"559","2020-06-02",10.65
"560","2020-06-03",10.65
"561","2020-06-04",10.65
"562","2020-06-05",10.65
"563","2020-06-08",10.65
"564","2020-06-09",14.155
"565","2020-06-10",18.6
"566","2020-06-11",20.459999
"567","2020-06-12",20.549999
"568","2020-06-15",19.799999
"569","2020-06-16",19.799999
"570","2020-06-17",22.49
"571","2020-06-18",22.49
"572","2020-06-19",24
"573","2020-06-22",24
"574","2020-06-23",24
"575","2020-06-24",24
"576","2020-06-25",24
"577","2020-06-26",22
"578","2020-06-29",23.5
"579","2020-06-30",23.5
"580","2020-07-01",23.5
"581","2020-07-02",23.5
"582","2020-07-06",23.5
"583","2020-07-07",23.5
"584","2020-07-08",23.5
"585","2020-07-09",23.5
"586","2020-07-10",23.5
"587","2020-07-13",23.5
"588","2020-07-14",23.5
"589","2020-07-15",23.5
"590","2020-07-16",23.5
"591","2020-07-17",23.5
"592","2020-07-20",23.5
"593","2020-07-21",23.5
"594","2020-07-22",23.5
"595","2020-07-23",23.5
"596","2020-07-24",23.5
"597","2020-07-27",23.5
"598","2020-07-28",23.5
"599","2020-07-29",23.5
"600","2020-07-30",23.5
"601","2020-07-31",23.5
"602","2020-08-03",23.5
"603","2020-08-04",23.5
"604","2020-08-05",23.5
"605","2020-08-06",23.5
"606","2020-08-07",23.5
"607","2020-08-10",23.5
"608","2020-08-11",23.5
"609","2020-08-12",23.5
"610","2020-08-13",23.5
"611","2020-08-14",23.5
"612","2020-08-17",23.5
"613","2020-08-18",23.5
"614","2020-08-19",23.5
"615","2020-08-20",23.5
"616","2020-08-21",16
"617","2020-08-24",16
"618","2020-08-25",17.5
"619","2020-08-26",17.5
"620","2020-08-27",17.5
"621","2020-08-28",17.5
"622","2020-08-31",17.5
"623","2020-09-01",17.5
"624","2020-09-02",17.5
"625","2020-09-03",17.5
"626","2020-09-04",17.5
"627","2020-09-08",17.5
"628","2020-09-09",18.059999
"629","2020-09-10",18.059999
"630","2020-09-11",18.059999
"631","2020-09-14",18.059999
"632","2020-09-15",18.059999
"633","2020-09-16",19
"634","2020-09-17",17.23
"635","2020-09-18",17.23
"636","2020-09-21",17.23
"637","2020-09-22",17.23
"638","2020-09-23",17.23
"639","2020-09-24",17.23
"640","2020-09-25",17.23
"641","2020-09-28",17.23
"642","2020-09-29",17.23
"643","2020-09-30",17.6
"644","2020-10-01",17.120001
"645","2020-10-02",17.200001
"646","2020-10-05",17.200001
"647","2020-10-06",17.200001
"648","2020-10-07",18
"649","2020-10-08",18
"650","2020-10-09",18
"651","2020-10-12",18
"652","2020-10-13",18
"653","2020-10-14",18
"654","2020-10-15",17.83
"655","2020-10-16",17.83
"656","2020-10-19",17.83
"657","2020-10-20",17.83
"658","2020-10-21",15.616
"659","2020-10-22",15.616
"660","2020-10-23",15.616
"661","2020-10-26",15.616
"662","2020-10-27",15.616
"663","2020-10-28",15.616
"664","2020-10-29",13.55
"665","2020-10-30",12.6
"666","2020-11-02",12.6
"667","2020-11-03",12.6
"668","2020-11-04",12.6
"669","2020-11-05",12.6
"670","2020-11-06",12.6
"671","2020-11-09",12.6
"672","2020-11-10",12.6
"673","2020-11-11",12.6
"674","2020-11-12",13.825
"675","2020-11-13",13.825
"676","2020-11-16",12.74
"677","2020-11-17",12.74
"678","2020-11-18",12.74
"679","2020-11-19",12.74
"680","2020-11-20",12.5
"681","2020-11-23",14.47
"682","2020-11-24",14.47
"683","2020-11-25",14.47
"684","2020-11-27",14.47
