"","date","TRHC"
"125","2017-03-29",13.49
"126","2017-03-30",13.46
"127","2017-03-31",13.48
"128","2017-04-03",13.18
"129","2017-04-04",13.29
"130","2017-04-05",12.84
"131","2017-04-06",13.21
"132","2017-04-07",13.07
"133","2017-04-10",13.25
"134","2017-04-11",13.5
"135","2017-04-12",13.39
"136","2017-04-13",13.36
"137","2017-04-17",13.13
"138","2017-04-18",13.15
"139","2017-04-19",13.13
"140","2017-04-20",13.49
"141","2017-04-21",13.02
"142","2017-04-24",13.42
"143","2017-04-25",12.98
"144","2017-04-26",13.37
"145","2017-04-27",13.41
"146","2017-04-28",13.48
"147","2017-05-01",13.25
"148","2017-05-02",13.29
"149","2017-05-03",13.3
"150","2017-05-04",13.27
"151","2017-05-05",13.25
"152","2017-05-08",13.34
"153","2017-05-09",13.25
"154","2017-05-10",13.25
"155","2017-05-11",12.9
"156","2017-05-12",12.65
"157","2017-05-15",12.52
"158","2017-05-16",12.33
"159","2017-05-17",11.96
"160","2017-05-18",11.8
"161","2017-05-19",11.93
"162","2017-05-22",12.15
"163","2017-05-23",13.11
"164","2017-05-24",13.55
"165","2017-05-25",13.1
"166","2017-05-26",13.45
"167","2017-05-30",13.29
"168","2017-05-31",13.25
"169","2017-06-01",13.87
"170","2017-06-02",14.54
"171","2017-06-05",13.87
"172","2017-06-06",13.93
"173","2017-06-07",13.9
"174","2017-06-08",14.11
"175","2017-06-09",14.34
"176","2017-06-12",14.49
"177","2017-06-13",14.31
"178","2017-06-14",13.88
"179","2017-06-15",13.8
"180","2017-06-16",13.54
"181","2017-06-19",13.81
"182","2017-06-20",13.99
"183","2017-06-21",14.24
"184","2017-06-22",14.62
"185","2017-06-23",14.51
"186","2017-06-26",15.07
"187","2017-06-27",14.66
"188","2017-06-28",14.74
"189","2017-06-29",15.16
"190","2017-06-30",15.05
"191","2017-07-03",15.01
"192","2017-07-05",15.2
"193","2017-07-06",15.53
"194","2017-07-07",15.55
"195","2017-07-10",15.55
"196","2017-07-11",15.23
"197","2017-07-12",15.49
"198","2017-07-13",15.09
"199","2017-07-14",15.01
"200","2017-07-17",15.05
"201","2017-07-18",14.68
"202","2017-07-19",14.1
"203","2017-07-20",13.57
"204","2017-07-21",13.31
"205","2017-07-24",13.73
"206","2017-07-25",14.06
"207","2017-07-26",14.34
"208","2017-07-27",14.7
"209","2017-07-28",14.78
"210","2017-07-31",15.6
"211","2017-08-01",15.36
"212","2017-08-02",15.18
"213","2017-08-03",14.56
"214","2017-08-04",14.75
"215","2017-08-07",14.86
"216","2017-08-08",17.42
"217","2017-08-09",16.99
"218","2017-08-10",16.969999
"219","2017-08-11",16.9
"220","2017-08-14",16.99
"221","2017-08-15",17.68
"222","2017-08-16",17.32
"223","2017-08-17",17.309999
"224","2017-08-18",17.77
"225","2017-08-21",19.450001
"226","2017-08-22",19.65
"227","2017-08-23",19.99
"228","2017-08-24",19.98
"229","2017-08-25",19.85
"230","2017-08-28",20.209999
"231","2017-08-29",21.84
"232","2017-08-30",22.75
"233","2017-08-31",22.73
"234","2017-09-01",22.15
"235","2017-09-05",22.16
"236","2017-09-06",22.299999
"237","2017-09-07",21.09
"238","2017-09-08",21.76
"239","2017-09-11",21.610001
"240","2017-09-12",22.02
"241","2017-09-13",23.799999
"242","2017-09-14",23.26
"243","2017-09-15",25.129999
"244","2017-09-18",26.07
"245","2017-09-19",26.040001
"246","2017-09-20",25.66
"247","2017-09-21",26.030001
"248","2017-09-22",25.83
"249","2017-09-25",26.08
"250","2017-09-26",27.799999
"251","2017-09-27",27.809999
"252","2017-09-28",26.969999
"253","2017-09-29",26.74
"254","2017-10-02",27.469999
"255","2017-10-03",27.709999
"256","2017-10-04",27.459999
"257","2017-10-05",27.030001
"258","2017-10-06",27.629999
"259","2017-10-09",27.02
"260","2017-10-10",27.26
"261","2017-10-11",27.27
"262","2017-10-12",27.5
"263","2017-10-13",27.09
"264","2017-10-16",24.299999
"265","2017-10-17",26.84
"266","2017-10-18",26.18
"267","2017-10-19",26.26
"268","2017-10-20",26.49
"269","2017-10-23",26.059999
"270","2017-10-24",26.540001
"271","2017-10-25",26.860001
"272","2017-10-26",26.15
"273","2017-10-27",26.370001
"274","2017-10-30",26.389999
"275","2017-10-31",28.879999
"276","2017-11-01",26.83
"277","2017-11-02",27.85
"278","2017-11-03",28.26
"279","2017-11-06",28.26
"280","2017-11-07",29.9
"281","2017-11-08",29
"282","2017-11-09",29.07
"283","2017-11-10",28.07
"284","2017-11-13",29.08
"285","2017-11-14",31.82
"286","2017-11-15",31.280001
"287","2017-11-16",34.66
"288","2017-11-17",34.540001
"289","2017-11-20",34.540001
"290","2017-11-21",35.73
"291","2017-11-22",35.459999
"292","2017-11-24",36.43
"293","2017-11-27",35.799999
"294","2017-11-28",35.810001
"295","2017-11-29",34.669998
"296","2017-11-30",34.689999
"297","2017-12-01",34.200001
"298","2017-12-04",32.650002
"299","2017-12-05",29
"300","2017-12-06",27.51
"301","2017-12-07",28.629999
"302","2017-12-08",28.6
"303","2017-12-11",28.59
"304","2017-12-12",27.860001
"305","2017-12-13",27.76
"306","2017-12-14",28.129999
"307","2017-12-15",28.16
"308","2017-12-18",29.5
"309","2017-12-19",29.469999
"310","2017-12-20",29.51
"311","2017-12-21",29.799999
"312","2017-12-22",29.389999
"313","2017-12-26",28.969999
"314","2017-12-27",28.889999
"315","2017-12-28",28.540001
"316","2017-12-29",28.049999
"317","2018-01-02",29.25
"318","2018-01-03",29.18
"319","2018-01-04",32.790001
"320","2018-01-05",33.080002
"321","2018-01-08",33.259998
"322","2018-01-09",33.150002
"323","2018-01-10",32.860001
"324","2018-01-11",33.16
"325","2018-01-12",32.950001
"326","2018-01-16",32.860001
"327","2018-01-17",33.669998
"328","2018-01-18",34.139999
"329","2018-01-19",33.91
"330","2018-01-22",33.490002
"331","2018-01-23",35.5
"332","2018-01-24",35.369999
"333","2018-01-25",35.560001
"334","2018-01-26",35.860001
"335","2018-01-29",35.860001
"336","2018-01-30",35.880001
"337","2018-01-31",35.830002
"338","2018-02-01",35.709999
"339","2018-02-02",34.709999
"340","2018-02-05",34.380001
"341","2018-02-06",35.009998
"342","2018-02-07",34.75
"343","2018-02-08",33.380001
"344","2018-02-09",32.77
"345","2018-02-12",34.209999
"346","2018-02-13",35.84
"347","2018-02-14",38.02
"348","2018-02-15",37.259998
"349","2018-02-16",36.59
"350","2018-02-20",34.889999
"351","2018-02-21",34.330002
"352","2018-02-22",32.25
"353","2018-02-23",32.48
"354","2018-02-26",32.639999
"355","2018-02-27",32.630001
"356","2018-02-28",32.310001
"357","2018-03-01",31.77
"358","2018-03-02",34.200001
"359","2018-03-05",35.5
"360","2018-03-06",35.919998
"361","2018-03-07",36.040001
"362","2018-03-08",37.060001
"363","2018-03-09",36.540001
"364","2018-03-12",37.799999
"365","2018-03-13",35.119999
"366","2018-03-14",36.040001
"367","2018-03-15",33.619999
"368","2018-03-16",35.779999
"369","2018-03-19",35.380001
"370","2018-03-20",38.200001
"371","2018-03-21",38.43
"372","2018-03-22",39.66
"373","2018-03-23",39.509998
"374","2018-03-26",41.23
"375","2018-03-27",39.490002
"376","2018-03-28",39.779999
"377","2018-03-29",38.799999
"378","2018-04-02",38.209999
"379","2018-04-03",36.59
"380","2018-04-04",36.43
"381","2018-04-05",38.939999
"382","2018-04-06",39.18
"383","2018-04-09",37.48
"384","2018-04-10",39.16
"385","2018-04-11",40.669998
"386","2018-04-12",40.75
"387","2018-04-13",39.939999
"388","2018-04-16",40.57
"389","2018-04-17",41.380001
"390","2018-04-18",40.950001
"391","2018-04-19",41.700001
"392","2018-04-20",40.990002
"393","2018-04-23",41.5
"394","2018-04-24",39.91
"395","2018-04-25",39.75
"396","2018-04-26",40.549999
"397","2018-04-27",40.98
"398","2018-04-30",40.990002
"399","2018-05-01",42.16
"400","2018-05-02",41.32
"401","2018-05-03",41.189999
"402","2018-05-04",42.830002
"403","2018-05-07",42.919998
"404","2018-05-08",43.049999
"405","2018-05-09",46.700001
"406","2018-05-10",46.700001
"407","2018-05-11",47.209999
"408","2018-05-14",48.419998
"409","2018-05-15",48.610001
"410","2018-05-16",49.09
"411","2018-05-17",50.389999
"412","2018-05-18",51.380001
"413","2018-05-21",50.200001
"414","2018-05-22",49.349998
"415","2018-05-23",51.439999
"416","2018-05-24",53
"417","2018-05-25",52.23
"418","2018-05-29",52.599998
"419","2018-05-30",54.040001
"420","2018-05-31",54.549999
"421","2018-06-01",54.18
"422","2018-06-04",54.049999
"423","2018-06-05",56.220001
"424","2018-06-06",55.009998
"425","2018-06-07",51.200001
"426","2018-06-08",54.380001
"427","2018-06-11",54.619999
"428","2018-06-12",58.619999
"429","2018-06-13",60.900002
"430","2018-06-14",60.029999
"431","2018-06-15",59.77
"432","2018-06-18",61.119999
"433","2018-06-19",61.540001
"434","2018-06-20",62.279999
"435","2018-06-21",61.310001
"436","2018-06-22",61.830002
"437","2018-06-25",60.98
"438","2018-06-26",64.449997
"439","2018-06-27",62.950001
"440","2018-06-28",64.010002
"441","2018-06-29",63.830002
"442","2018-07-02",66
"443","2018-07-03",66.629997
"444","2018-07-05",68.629997
"445","2018-07-06",68.410004
"446","2018-07-09",68.629997
"447","2018-07-10",65.489998
"448","2018-07-11",65.169998
"449","2018-07-12",66.379997
"450","2018-07-13",66.610001
"451","2018-07-16",67.809998
"452","2018-07-17",65.43
"453","2018-07-18",64.940002
"454","2018-07-19",67.470001
"455","2018-07-20",67.389999
"456","2018-07-23",67.139999
"457","2018-07-24",63.560001
"458","2018-07-25",64.620003
"459","2018-07-26",64.879997
"460","2018-07-27",60.689999
"461","2018-07-30",56.75
"462","2018-07-31",58.240002
"463","2018-08-01",58.470001
"464","2018-08-02",59.299999
"465","2018-08-03",60.330002
"466","2018-08-06",61.849998
"467","2018-08-07",61.009998
"468","2018-08-08",64.43
"469","2018-08-09",65.790001
"470","2018-08-10",66.25
"471","2018-08-13",68.82
"472","2018-08-14",71.519997
"473","2018-08-15",71.110001
"474","2018-08-16",72.709999
"475","2018-08-17",72.910004
"476","2018-08-20",74.949997
"477","2018-08-21",78.330002
"478","2018-08-22",79.040001
"479","2018-08-23",81.559998
"480","2018-08-24",83.339996
"481","2018-08-27",84.25
"482","2018-08-28",82.690002
"483","2018-08-29",84.199997
"484","2018-08-30",86.790001
"485","2018-08-31",87.669998
"486","2018-09-04",90.650002
"487","2018-09-05",82.190002
"488","2018-09-06",83.949997
"489","2018-09-07",83.949997
"490","2018-09-10",88.379997
"491","2018-09-11",89.370003
"492","2018-09-12",86.889999
"493","2018-09-13",84.739998
"494","2018-09-14",82.970001
"495","2018-09-17",78.18
"496","2018-09-18",79.940002
"497","2018-09-19",77.510002
"498","2018-09-20",78.18
"499","2018-09-21",77.830002
"500","2018-09-24",80.410004
"501","2018-09-25",80.970001
"502","2018-09-26",79.459999
"503","2018-09-27",79
"504","2018-09-28",81.190002
"505","2018-10-01",78.139999
"506","2018-10-02",76.059998
"507","2018-10-03",76.970001
"508","2018-10-04",74.32
"509","2018-10-05",75.540001
"510","2018-10-08",72.470001
"511","2018-10-09",76.220001
"512","2018-10-10",75.800003
"513","2018-10-11",73.389999
"514","2018-10-12",74.379997
"515","2018-10-15",76.379997
"516","2018-10-16",81.050003
"517","2018-10-17",81.459999
"518","2018-10-18",79.900002
"519","2018-10-19",76.160004
"520","2018-10-22",79.970001
"521","2018-10-23",80.639999
"522","2018-10-24",70.400002
"523","2018-10-25",68.669998
"524","2018-10-26",67.080002
"525","2018-10-29",68.739998
"526","2018-10-30",71.769997
"527","2018-10-31",73.879997
"528","2018-11-01",77.75
"529","2018-11-02",77.860001
"530","2018-11-05",74.379997
"531","2018-11-06",67.269997
"532","2018-11-07",74.93
"533","2018-11-08",73.809998
"534","2018-11-09",72.959999
"535","2018-11-12",65.230003
"536","2018-11-13",64.760002
"537","2018-11-14",62.790001
"538","2018-11-15",66.849998
"539","2018-11-16",66.57
"540","2018-11-19",59.880001
"541","2018-11-20",61.91
"542","2018-11-21",63.900002
"543","2018-11-23",65.330002
"544","2018-11-26",68.730003
"545","2018-11-27",69.099998
"546","2018-11-28",73.349998
"547","2018-11-29",74.980003
"548","2018-11-30",75.480003
"549","2018-12-03",76.349998
"550","2018-12-04",72.379997
"551","2018-12-06",73.489998
"552","2018-12-07",71.089996
"553","2018-12-10",72.199997
"554","2018-12-11",75.410004
"555","2018-12-12",74.5
"556","2018-12-13",75.610001
"557","2018-12-14",70.050003
"558","2018-12-17",63.32
"559","2018-12-18",62.549999
"560","2018-12-19",64.07
"561","2018-12-20",59.82
"562","2018-12-21",57.91
"563","2018-12-24",55.939999
"564","2018-12-26",61.360001
"565","2018-12-27",61.91
"566","2018-12-28",62.200001
"567","2018-12-31",63.759998
"568","2019-01-02",61.220001
"569","2019-01-03",57.369999
"570","2019-01-04",61.27
"571","2019-01-07",64.779999
"572","2019-01-08",66.239998
"573","2019-01-09",66.190002
"574","2019-01-10",66.019997
"575","2019-01-11",66
"576","2019-01-14",61.299999
"577","2019-01-15",64.940002
"578","2019-01-16",68.059998
"579","2019-01-17",67.989998
"580","2019-01-18",68.43
"581","2019-01-22",66.169998
"582","2019-01-23",62.68
"583","2019-01-24",61.09
"584","2019-01-25",62.360001
"585","2019-01-28",58.43
"586","2019-01-29",56.560001
"587","2019-01-30",56.049999
"588","2019-01-31",60.279999
"589","2019-02-01",57.490002
"590","2019-02-04",56.849998
"591","2019-02-05",58.689999
"592","2019-02-06",56.400002
"593","2019-02-07",52.790001
"594","2019-02-08",52.810001
"595","2019-02-11",53.959999
"596","2019-02-12",55.529999
"597","2019-02-13",54.380001
"598","2019-02-14",55.130001
"599","2019-02-15",57.970001
"600","2019-02-19",56.299999
"601","2019-02-20",57.450001
"602","2019-02-21",56.18
"603","2019-02-22",58
"604","2019-02-25",58.73
"605","2019-02-26",58.540001
"606","2019-02-27",58.790001
"607","2019-02-28",55.110001
"608","2019-03-01",57.970001
"609","2019-03-04",56.91
"610","2019-03-05",54.759998
"611","2019-03-06",57.5
"612","2019-03-07",57.450001
"613","2019-03-08",58.330002
"614","2019-03-11",62.639999
"615","2019-03-12",61.779999
"616","2019-03-13",61.369999
"617","2019-03-14",61.869999
"618","2019-03-15",58.220001
"619","2019-03-18",58.91
"620","2019-03-19",60.310001
"621","2019-03-20",60.32
"622","2019-03-21",64.940002
"623","2019-03-22",59.639999
"624","2019-03-25",59.240002
"625","2019-03-26",59.73
"626","2019-03-27",56.34
"627","2019-03-28",55.790001
"628","2019-03-29",56.419998
"629","2019-04-01",53.959999
"630","2019-04-02",55.279999
"631","2019-04-03",57.049999
"632","2019-04-04",54.919998
"633","2019-04-05",54.889999
"634","2019-04-08",55.240002
"635","2019-04-09",54.740002
"636","2019-04-10",56.91
"637","2019-04-11",56.330002
"638","2019-04-12",55.990002
"639","2019-04-15",55.709999
"640","2019-04-16",54.09
"641","2019-04-17",49.689999
"642","2019-04-18",48.91
"643","2019-04-22",49.59
"644","2019-04-23",51.169998
"645","2019-04-24",52.23
"646","2019-04-25",52.290001
"647","2019-04-26",53.380001
"648","2019-04-29",54.5
"649","2019-04-30",53.259998
"650","2019-05-01",52.540001
"651","2019-05-02",53.169998
"652","2019-05-03",55.290001
"653","2019-05-06",56.25
"654","2019-05-07",52.700001
"655","2019-05-08",52
"656","2019-05-09",47.98
"657","2019-05-10",46.790001
"658","2019-05-13",44.240002
"659","2019-05-14",46.459999
"660","2019-05-15",47.700001
"661","2019-05-16",48.049999
"662","2019-05-17",46.040001
"663","2019-05-20",45.990002
"664","2019-05-21",47.259998
"665","2019-05-22",46.41
"666","2019-05-23",42.830002
"667","2019-05-24",43.830002
"668","2019-05-28",44.77
"669","2019-05-29",44.349998
"670","2019-05-30",44.200001
"671","2019-05-31",45.169998
"672","2019-06-03",43.09
"673","2019-06-04",43
"674","2019-06-05",41.419998
"675","2019-06-06",43.830002
"676","2019-06-07",43.860001
"677","2019-06-10",44.52
"678","2019-06-11",45.349998
"679","2019-06-12",48.52
"680","2019-06-13",46.27
"681","2019-06-14",47.529999
"682","2019-06-17",48.27
"683","2019-06-18",49.139999
"684","2019-06-19",52.25
"685","2019-06-20",53.700001
"686","2019-06-21",53.43
"687","2019-06-24",50.669998
"688","2019-06-25",49.310001
"689","2019-06-26",47.68
"690","2019-06-27",49.23
"691","2019-06-28",49.93
"692","2019-07-01",50.369999
"693","2019-07-02",48.860001
"694","2019-07-03",50.279999
"695","2019-07-05",51.360001
"696","2019-07-08",51.209999
"697","2019-07-09",52.529999
"698","2019-07-10",53.599998
"699","2019-07-11",54.029999
"700","2019-07-12",54.25
"701","2019-07-15",54.950001
"702","2019-07-16",53.32
"703","2019-07-17",54.720001
"704","2019-07-18",55.139999
"705","2019-07-19",54.779999
"706","2019-07-22",55.349998
"707","2019-07-23",55.07
"708","2019-07-24",57.34
"709","2019-07-25",55.720001
"710","2019-07-26",57.549999
"711","2019-07-29",57.07
"712","2019-07-30",59.299999
"713","2019-07-31",60.27
"714","2019-08-01",59.68
"715","2019-08-02",56.369999
"716","2019-08-05",56.470001
"717","2019-08-06",57.27
"718","2019-08-07",54.98
"719","2019-08-08",59.290001
"720","2019-08-09",63.48
"721","2019-08-12",66.120003
"722","2019-08-13",64.449997
"723","2019-08-14",62.919998
"724","2019-08-15",61.779999
"725","2019-08-16",64.449997
"726","2019-08-19",63.540001
"727","2019-08-20",63.5
"728","2019-08-21",64.93
"729","2019-08-22",62.75
"730","2019-08-23",60.77
"731","2019-08-26",62.369999
"732","2019-08-27",58.740002
"733","2019-08-28",59.599998
"734","2019-08-29",57.639999
"735","2019-08-30",56.799999
"736","2019-09-03",58.41
"737","2019-09-04",57.959999
"738","2019-09-05",58.119999
"739","2019-09-06",57.59
"740","2019-09-09",53.360001
"741","2019-09-10",54.130001
"742","2019-09-11",55.52
"743","2019-09-12",55.200001
"744","2019-09-13",55.790001
"745","2019-09-16",56.990002
"746","2019-09-17",58.080002
"747","2019-09-18",55.25
"748","2019-09-19",54.540001
"749","2019-09-20",56.93
"750","2019-09-23",58.389999
"751","2019-09-24",57.849998
"752","2019-09-25",57.490002
"753","2019-09-26",56.52
"754","2019-09-27",54.779999
"755","2019-09-30",54.939999
"756","2019-10-01",54.700001
"757","2019-10-02",50.990002
"758","2019-10-03",52.639999
"759","2019-10-04",54.43
"760","2019-10-07",54.75
"761","2019-10-08",52.105
"762","2019-10-09",51.389999
"763","2019-10-10",51.529999
"764","2019-10-11",51.380001
"765","2019-10-14",50.360001
"766","2019-10-15",52.119999
"767","2019-10-16",51.57
"768","2019-10-17",51.119999
"769","2019-10-18",48.919998
"770","2019-10-21",49.59
"771","2019-10-22",49.5
"772","2019-10-23",49.18
"773","2019-10-24",50.490002
"774","2019-10-25",49.240002
"775","2019-10-28",51.16
"776","2019-10-29",52.16
"777","2019-10-30",51.860001
"778","2019-10-31",50.939999
"779","2019-11-01",51.25
"780","2019-11-04",49.869999
"781","2019-11-05",50.790001
"782","2019-11-06",50.970001
"783","2019-11-07",50.049999
"784","2019-11-08",45.939999
"785","2019-11-11",42.139999
"786","2019-11-12",41.009998
"787","2019-11-13",42.259998
"788","2019-11-14",41.060001
"789","2019-11-15",42.150002
"790","2019-11-18",40.73
"791","2019-11-19",41.369999
"792","2019-11-20",43.240002
"793","2019-11-21",41.669998
"794","2019-11-22",42.849998
"795","2019-11-25",43.779999
"796","2019-11-26",44.48
"797","2019-11-27",44.5
"798","2019-11-29",44.610001
"799","2019-12-02",43.610001
"800","2019-12-03",43.869999
"801","2019-12-04",44.630001
"802","2019-12-05",41.630001
"803","2019-12-06",42.599998
"804","2019-12-09",40.380001
"805","2019-12-10",39.84
"806","2019-12-11",38.810001
"807","2019-12-12",38.209999
"808","2019-12-13",38.200001
"809","2019-12-16",40.23
"810","2019-12-17",41.740002
"811","2019-12-18",43.759998
"812","2019-12-19",44.610001
"813","2019-12-20",46.560001
"814","2019-12-23",47.669998
"815","2019-12-24",47.419998
"816","2019-12-26",49
"817","2019-12-27",49.779999
"818","2019-12-30",48.93
"819","2019-12-31",48.68
"820","2020-01-02",48.360001
"821","2020-01-03",47.029999
"822","2020-01-06",48.099998
"823","2020-01-07",47.880001
"824","2020-01-08",48.040001
"825","2020-01-09",47.32
"826","2020-01-10",48.439999
"827","2020-01-13",48.685001
"828","2020-01-14",50.290001
"829","2020-01-15",51.380001
"830","2020-01-16",51.34
"831","2020-01-17",54.880001
"832","2020-01-21",54.779999
"833","2020-01-22",57.009998
"834","2020-01-23",57.169998
"835","2020-01-24",53.009998
"836","2020-01-27",53.869999
"837","2020-01-28",55.130001
"838","2020-01-29",55.82
"839","2020-01-30",56.32
"840","2020-01-31",58.07
"841","2020-02-03",59.450001
"842","2020-02-04",61.080002
"843","2020-02-05",61.73
"844","2020-02-06",62.220001
"845","2020-02-07",61.990002
"846","2020-02-10",62.619999
"847","2020-02-11",63.41
"848","2020-02-12",64.699997
"849","2020-02-13",64.260002
"850","2020-02-14",64.379997
"851","2020-02-18",64.480003
"852","2020-02-19",67.510002
"853","2020-02-20",67.440002
"854","2020-02-21",69.199997
"855","2020-02-24",68.099998
"856","2020-02-25",63.959999
"857","2020-02-26",63.66
"858","2020-02-27",57.110001
"859","2020-02-28",56.169998
"860","2020-03-02",53.450001
"861","2020-03-03",52.029999
"862","2020-03-04",53.939999
"863","2020-03-05",54.610001
"864","2020-03-06",51.990002
"865","2020-03-09",49.650002
"866","2020-03-10",48.66
"867","2020-03-11",45.880001
"868","2020-03-12",38.68
"869","2020-03-13",43.689999
"870","2020-03-16",36.130001
"871","2020-03-17",41.34
"872","2020-03-18",42.25
"873","2020-03-19",43.169998
"874","2020-03-20",44.509998
"875","2020-03-23",44.610001
"876","2020-03-24",53
"877","2020-03-25",51.810001
"878","2020-03-26",53.049999
"879","2020-03-27",51.18
"880","2020-03-30",54
"881","2020-03-31",52.290001
"882","2020-04-01",47.709999
"883","2020-04-02",49.720001
"884","2020-04-03",48.630001
"885","2020-04-06",52.09
"886","2020-04-07",49.889999
"887","2020-04-08",48.509998
"888","2020-04-09",53.07
"889","2020-04-13",55.009998
"890","2020-04-14",58.509998
"891","2020-04-15",54.509998
"892","2020-04-16",56.560001
"893","2020-04-17",56.93
"894","2020-04-20",59.900002
"895","2020-04-21",60.970001
"896","2020-04-22",58.57
"897","2020-04-23",60.73
"898","2020-04-24",60.869999
"899","2020-04-27",62.310001
"900","2020-04-28",62.09
"901","2020-04-29",64.330002
"902","2020-04-30",63.34
"903","2020-05-01",60.009998
"904","2020-05-04",56.139999
"905","2020-05-05",57.18
"906","2020-05-06",59.41
"907","2020-05-07",62.07
"908","2020-05-08",58.810001
"909","2020-05-11",58.189999
"910","2020-05-12",55.23
"911","2020-05-13",55.799999
"912","2020-05-14",57.349998
"913","2020-05-15",58.689999
"914","2020-05-18",60.790001
"915","2020-05-19",58.389999
"916","2020-05-20",58.869999
"917","2020-05-21",59.639999
"918","2020-05-22",59.25
"919","2020-05-26",59.139999
"920","2020-05-27",63.459999
"921","2020-05-28",56.970001
"922","2020-05-29",53.43
"923","2020-06-01",53.580002
"924","2020-06-02",56
"925","2020-06-03",58.049999
"926","2020-06-04",57.869999
"927","2020-06-05",57.799999
"928","2020-06-08",60.959999
"929","2020-06-09",58.360001
"930","2020-06-10",55.880001
"931","2020-06-11",52.709999
"932","2020-06-12",53.16
"933","2020-06-15",56.27
"934","2020-06-16",58.209999
"935","2020-06-17",57.060001
"936","2020-06-18",57.060001
"937","2020-06-19",58
"938","2020-06-22",60.459999
"939","2020-06-23",60.880001
"940","2020-06-24",57.939999
"941","2020-06-25",57.5
"942","2020-06-26",54.540001
"943","2020-06-29",53.68
"944","2020-06-30",54.73
"945","2020-07-01",54.220001
"946","2020-07-02",57.049999
"947","2020-07-06",59.389999
"948","2020-07-07",54.759998
"949","2020-07-08",55.630001
"950","2020-07-09",57.299999
"951","2020-07-10",58.450001
"952","2020-07-13",55.599998
"953","2020-07-14",55.220001
"954","2020-07-15",58.619999
"955","2020-07-16",57.700001
"956","2020-07-17",58.040001
"957","2020-07-20",58.43
"958","2020-07-21",57.23
"959","2020-07-22",57.16
"960","2020-07-23",56.970001
"961","2020-07-24",55.98
"962","2020-07-27",56.110001
"963","2020-07-28",55.439999
