"","date","IAA"
"327","2020-09-30",52.07
"328","2020-10-01",52.349998
"329","2020-10-02",52.380001
"330","2020-10-05",53.400002
"331","2020-10-06",54.98
"332","2020-10-07",55.52
"333","2020-10-08",56.98
"334","2020-10-09",57.419998
"335","2020-10-12",57.799999
"336","2020-10-13",57.490002
"337","2020-10-14",56.939999
"338","2020-10-15",58.41
"339","2020-10-16",58.209999
"340","2020-10-19",56.869999
"341","2020-10-20",56.98
"342","2020-10-21",56.27
"343","2020-10-22",56.290001
"344","2020-10-23",56.790001
"345","2020-10-26",55.970001
"346","2020-10-27",56.689999
"347","2020-10-28",55.59
"348","2020-10-29",56.540001
"349","2020-10-30",56.59
"350","2020-11-02",57.990002
"351","2020-11-03",59.540001
"352","2020-11-04",60.540001
"353","2020-11-05",62.009998
"354","2020-11-06",61.380001
"355","2020-11-09",61.799999
"356","2020-11-10",62.32
"357","2020-11-11",64.010002
"358","2020-11-12",63.32
"359","2020-11-13",61.82
"360","2020-11-16",60.610001
"361","2020-11-17",60.790001
"362","2020-11-18",61.84
"363","2020-11-19",60.77
"364","2020-11-20",60.099998
"365","2020-11-23",60.02
"366","2020-11-24",59.549999
"367","2020-11-25",60.389999
"368","2020-11-27",59.98
