"","date","IAA"
"1","2019-06-17",36.57
"2","2019-06-18",38.200001
"3","2019-06-19",39.779999
"4","2019-06-20",40
"5","2019-06-21",39.650002
"6","2019-06-24",38.509998
"7","2019-06-25",37.650002
"8","2019-06-26",39.029999
"9","2019-06-27",38.59
"10","2019-06-28",38.779999
"11","2019-07-01",40.970001
"12","2019-07-02",41.610001
"13","2019-07-03",40.950001
"14","2019-07-05",40.48
"15","2019-07-08",39.98
"16","2019-07-09",40.299999
"17","2019-07-10",40
"18","2019-07-11",41.400002
"19","2019-07-12",43.040001
"20","2019-07-15",44.139999
"21","2019-07-16",43.939999
"22","2019-07-17",43.959999
"23","2019-07-18",45.09
"24","2019-07-19",45.200001
"25","2019-07-22",44.779999
"26","2019-07-23",45.060001
"27","2019-07-24",46.220001
"28","2019-07-25",46.669998
"29","2019-07-26",47.470001
"30","2019-07-29",46.970001
"31","2019-07-30",46.73
"32","2019-07-31",46.75
"33","2019-08-01",46.880001
"34","2019-08-02",47.5
"35","2019-08-05",46.73
"36","2019-08-06",47.759998
"37","2019-08-07",47.830002
"38","2019-08-08",47.009998
"39","2019-08-09",45.009998
"40","2019-08-12",43.580002
"41","2019-08-13",45.529999
"42","2019-08-14",45.419998
"43","2019-08-15",44.060001
"44","2019-08-16",43.299999
"45","2019-08-19",44.560001
"46","2019-08-20",46.650002
"47","2019-08-21",48.66
"48","2019-08-22",48.290001
"49","2019-08-23",47.07
"50","2019-08-26",47.240002
"51","2019-08-27",47.07
"52","2019-08-28",48.169998
"53","2019-08-29",48.279999
"54","2019-08-30",48.849998
"55","2019-09-03",47.950001
"56","2019-09-04",45.810001
"57","2019-09-05",47.529999
"58","2019-09-06",47.919998
"59","2019-09-09",48.610001
"60","2019-09-10",45.970001
"61","2019-09-11",45.740002
"62","2019-09-12",45.779999
"63","2019-09-13",44.790001
"64","2019-09-16",44.32
"65","2019-09-17",43.200001
"66","2019-09-18",42.130001
"67","2019-09-19",44.119999
"68","2019-09-20",44.900002
"69","2019-09-23",43.009998
"70","2019-09-24",42.450001
"71","2019-09-25",43.630001
"72","2019-09-26",43.419998
"73","2019-09-27",43
"74","2019-09-30",41.73
"75","2019-10-01",41.75
"76","2019-10-02",41.849998
"77","2019-10-03",40.349998
"78","2019-10-04",40.189999
"79","2019-10-07",40.23
"80","2019-10-08",39.919998
"81","2019-10-09",39.700001
"82","2019-10-10",38.799999
"83","2019-10-11",36.400002
"84","2019-10-14",36.040001
"85","2019-10-15",36.290001
"86","2019-10-16",37.799999
"87","2019-10-17",38.07
"88","2019-10-18",37.720001
"89","2019-10-21",39.25
"90","2019-10-22",37.860001
"91","2019-10-23",38.16
"92","2019-10-24",38.5
"93","2019-10-25",38.169998
"94","2019-10-28",37.540001
"95","2019-10-29",37.939999
"96","2019-10-30",38.41
"97","2019-10-31",38.150002
"98","2019-11-01",38.639999
"99","2019-11-04",38.700001
"100","2019-11-05",39.200001
"101","2019-11-06",38.200001
"102","2019-11-07",38.110001
"103","2019-11-08",38.240002
"104","2019-11-11",38.900002
"105","2019-11-12",43.099998
"106","2019-11-13",42.119999
"107","2019-11-14",42.450001
"108","2019-11-15",42.279999
"109","2019-11-18",43.060001
"110","2019-11-19",44.080002
"111","2019-11-20",44.240002
"112","2019-11-21",44.360001
"113","2019-11-22",44.349998
"114","2019-11-25",44.029999
"115","2019-11-26",44.360001
"116","2019-11-27",45.189999
"117","2019-11-29",45.330002
"118","2019-12-02",45.759998
"119","2019-12-03",46.32
"120","2019-12-04",46.490002
"121","2019-12-05",46.07
"122","2019-12-06",46.490002
"123","2019-12-09",45.950001
"124","2019-12-10",44.610001
"125","2019-12-11",45.650002
"126","2019-12-12",45.939999
"127","2019-12-13",45.540001
"128","2019-12-16",45.549999
"129","2019-12-17",45.299999
"130","2019-12-18",45.169998
"131","2019-12-19",44.990002
"132","2019-12-20",46.360001
"133","2019-12-23",46.98
"134","2019-12-24",46.650002
"135","2019-12-26",46.790001
"136","2019-12-27",46.380001
"137","2019-12-30",46.450001
"138","2019-12-31",47.060001
"139","2020-01-02",48.099998
"140","2020-01-03",48.25
"141","2020-01-06",48.32
"142","2020-01-07",48.27
"143","2020-01-08",47.779999
"144","2020-01-09",47
"145","2020-01-10",46.470001
"146","2020-01-13",46.299999
"147","2020-01-14",48.27
"148","2020-01-15",47.450001
"149","2020-01-16",47.259998
"150","2020-01-17",49.709999
"151","2020-01-21",49.43
"152","2020-01-22",48.950001
"153","2020-01-23",47.790001
"154","2020-01-24",48.529999
"155","2020-01-27",48.619999
"156","2020-01-28",48.459999
"157","2020-01-29",48.220001
"158","2020-01-30",47.470001
"159","2020-01-31",47.259998
"160","2020-02-03",46.869999
"161","2020-02-04",48
"162","2020-02-05",48.049999
"163","2020-02-06",47.880001
"164","2020-02-07",47.57
"165","2020-02-10",48.23
"166","2020-02-11",47.689999
"167","2020-02-12",47.43
"168","2020-02-13",48.73
"169","2020-02-14",50.34
"170","2020-02-18",50.830002
"171","2020-02-19",50.84
"172","2020-02-20",50.110001
"173","2020-02-21",48.959999
"174","2020-02-24",48.41
"175","2020-02-25",46.139999
"176","2020-02-26",45.09
"177","2020-02-27",43.709999
"178","2020-02-28",42.720001
"179","2020-03-02",43.619999
"180","2020-03-03",42.630001
"181","2020-03-04",44.82
"182","2020-03-05",43.810001
"183","2020-03-06",43.16
"184","2020-03-09",38.689999
"185","2020-03-10",41.290001
"186","2020-03-11",39.299999
"187","2020-03-12",33.869999
"188","2020-03-13",34.959999
"189","2020-03-16",29.389999
"190","2020-03-17",28.940001
"191","2020-03-18",28.620001
"192","2020-03-19",31
"193","2020-03-20",27.309999
"194","2020-03-23",25.299999
"195","2020-03-24",28.139999
"196","2020-03-25",30.58
"197","2020-03-26",32.73
"198","2020-03-27",32.310001
"199","2020-03-30",31.93
"200","2020-03-31",29.959999
"201","2020-04-01",27.59
"202","2020-04-02",27.66
"203","2020-04-03",25
"204","2020-04-06",26.01
"205","2020-04-07",28.1
"206","2020-04-08",28.83
"207","2020-04-09",32
"208","2020-04-13",31.940001
"209","2020-04-14",32.529999
"210","2020-04-15",32.759998
"211","2020-04-16",31.870001
"212","2020-04-17",33.84
"213","2020-04-20",32.720001
"214","2020-04-21",31.82
"215","2020-04-22",32.75
"216","2020-04-23",34.740002
"217","2020-04-24",35.98
"218","2020-04-27",37.959999
"219","2020-04-28",38.970001
"220","2020-04-29",39.669998
"221","2020-04-30",38.599998
"222","2020-05-01",37.110001
"223","2020-05-04",36.959999
"224","2020-05-05",37.689999
"225","2020-05-06",39.200001
"226","2020-05-07",38.110001
"227","2020-05-08",38.709999
"228","2020-05-11",36.049999
"229","2020-05-12",34.610001
"230","2020-05-13",33.220001
"231","2020-05-14",35.73
"232","2020-05-15",35.73
"233","2020-05-18",37.439999
"234","2020-05-19",35.790001
"235","2020-05-20",37.419998
"236","2020-05-21",36.470001
"237","2020-05-22",37.060001
"238","2020-05-26",39.259998
"239","2020-05-27",40.900002
"240","2020-05-28",40.540001
"241","2020-05-29",41
"242","2020-06-01",42.57
"243","2020-06-02",43.529999
"244","2020-06-03",45.110001
"245","2020-06-04",44.32
"246","2020-06-05",44.799999
"247","2020-06-08",44.990002
"248","2020-06-09",44.34
"249","2020-06-10",43.130001
"250","2020-06-11",40.73
"251","2020-06-12",41.98
"252","2020-06-15",42.16
"253","2020-06-16",43.439999
"254","2020-06-17",42.990002
"255","2020-06-18",42.259998
"256","2020-06-19",40.57
"257","2020-06-22",40.220001
"258","2020-06-23",40.349998
"259","2020-06-24",39.080002
"260","2020-06-25",38.759998
"261","2020-06-26",37.669998
"262","2020-06-29",38.380001
"263","2020-06-30",38.57
"264","2020-07-01",38.349998
"265","2020-07-02",38.919998
"266","2020-07-06",38.669998
"267","2020-07-07",38.040001
"268","2020-07-08",38.220001
"269","2020-07-09",38.139999
"270","2020-07-10",38.759998
"271","2020-07-13",38.470001
"272","2020-07-14",38.040001
"273","2020-07-15",40.279999
"274","2020-07-16",39.849998
"275","2020-07-17",40
"276","2020-07-20",39.490002
"277","2020-07-21",39.209999
"278","2020-07-22",39.599998
"279","2020-07-23",41.18
"280","2020-07-24",40.259998
"281","2020-07-27",39.970001
"282","2020-07-28",39.669998
"283","2020-07-29",44.950001
"284","2020-07-30",44.599998
"285","2020-07-31",43.349998
"286","2020-08-03",43.580002
"287","2020-08-04",45.73
"288","2020-08-05",46.419998
"289","2020-08-06",46.619999
"290","2020-08-07",47.439999
"291","2020-08-10",47.439999
"292","2020-08-11",46.119999
"293","2020-08-12",46.299999
"294","2020-08-13",46.529999
"295","2020-08-14",47.470001
"296","2020-08-17",48.43
"297","2020-08-18",48.209999
"298","2020-08-19",47.720001
"299","2020-08-20",48.119999
"300","2020-08-21",48.830002
"301","2020-08-24",50.560001
"302","2020-08-25",50.619999
"303","2020-08-26",50.419998
"304","2020-08-27",51.369999
"305","2020-08-28",51.970001
"306","2020-08-31",52.32
"307","2020-09-01",53.080002
"308","2020-09-02",53.619999
"309","2020-09-03",52.580002
"310","2020-09-04",52.560001
"311","2020-09-08",51.950001
"312","2020-09-09",53.029999
"313","2020-09-10",52.380001
"314","2020-09-11",52.220001
"315","2020-09-14",52.060001
"316","2020-09-15",51.849998
"317","2020-09-16",52.25
"318","2020-09-17",51.060001
"319","2020-09-18",51.049999
"320","2020-09-21",50.700001
"321","2020-09-22",51.560001
"322","2020-09-23",50.470001
"323","2020-09-24",49.849998
"324","2020-09-25",50.75
"325","2020-09-28",51.75
"326","2020-09-29",51.810001
