"","date","MRSN"
"154","2018-02-06",14.46
"155","2018-02-07",14.35
"156","2018-02-08",13.81
"157","2018-02-09",13.56
"158","2018-02-12",14.09
"159","2018-02-13",14.86
"160","2018-02-14",15.32
"161","2018-02-15",15.16
"162","2018-02-16",15.36
"163","2018-02-20",14.8
"164","2018-02-21",14.7
"165","2018-02-22",16.07
"166","2018-02-23",16.9
"167","2018-02-26",17.84
"168","2018-02-27",16.6
"169","2018-02-28",17.309999
"170","2018-03-01",17.32
"171","2018-03-02",14.18
"172","2018-03-05",13.63
"173","2018-03-06",13.96
"174","2018-03-07",14.01
"175","2018-03-08",14.2
"176","2018-03-09",13.98
"177","2018-03-12",13.97
"178","2018-03-13",14.76
"179","2018-03-14",16.700001
"180","2018-03-15",17.200001
"181","2018-03-16",17.5
"182","2018-03-19",17.379999
"183","2018-03-20",18.219999
"184","2018-03-21",18.200001
"185","2018-03-22",17.76
"186","2018-03-23",17.799999
"187","2018-03-26",18.48
"188","2018-03-27",17.309999
"189","2018-03-28",15.92
"190","2018-03-29",15.77
"191","2018-04-02",16.379999
"192","2018-04-03",14.88
"193","2018-04-04",16.18
"194","2018-04-05",15.84
"195","2018-04-06",14.97
"196","2018-04-09",16.049999
"197","2018-04-10",16.700001
"198","2018-04-11",16.389999
"199","2018-04-12",16.93
"200","2018-04-13",16.799999
"201","2018-04-16",16.809999
"202","2018-04-17",17.01
"203","2018-04-18",16.57
"204","2018-04-19",16.84
"205","2018-04-20",16.67
"206","2018-04-23",16.85
"207","2018-04-24",15.86
"208","2018-04-25",16.76
"209","2018-04-26",17.25
"210","2018-04-27",18.030001
"211","2018-04-30",17.02
"212","2018-05-01",16.65
"213","2018-05-02",17.52
"214","2018-05-03",16.780001
"215","2018-05-04",16.33
"216","2018-05-07",16.98
"217","2018-05-08",17.450001
"218","2018-05-09",16.99
"219","2018-05-10",16.68
"220","2018-05-11",16.610001
"221","2018-05-14",16.51
"222","2018-05-15",16
"223","2018-05-16",16.74
"224","2018-05-17",18.530001
"225","2018-05-18",19.01
"226","2018-05-21",19.16
"227","2018-05-22",20.059999
"228","2018-05-23",21.67
"229","2018-05-24",22
"230","2018-05-25",22.68
"231","2018-05-29",21.48
"232","2018-05-30",20.43
"233","2018-05-31",20.93
"234","2018-06-01",20.700001
"235","2018-06-04",15.94
"236","2018-06-05",14.69
"237","2018-06-06",15.08
"238","2018-06-07",14.2
"239","2018-06-08",14.68
"240","2018-06-11",15.28
"241","2018-06-12",16.040001
"242","2018-06-13",16.83
"243","2018-06-14",17.52
"244","2018-06-15",19.879999
"245","2018-06-18",19.370001
"246","2018-06-19",18.41
"247","2018-06-20",18.92
"248","2018-06-21",18.65
"249","2018-06-22",19.209999
"250","2018-06-25",19.889999
"251","2018-06-26",19.65
"252","2018-06-27",18.91
"253","2018-06-28",17.92
"254","2018-06-29",17.860001
"255","2018-07-02",19.02
"256","2018-07-03",18.969999
"257","2018-07-05",18.93
"258","2018-07-06",17.610001
"259","2018-07-09",18.08
"260","2018-07-10",17.43
"261","2018-07-11",16.639999
"262","2018-07-12",17.15
"263","2018-07-13",16.290001
"264","2018-07-16",15.42
"265","2018-07-17",15.99
"266","2018-07-18",16.459999
"267","2018-07-19",11.26
"268","2018-07-20",10.87
"269","2018-07-23",11.67
"270","2018-07-24",11.49
"271","2018-07-25",11.96
"272","2018-07-26",11.35
"273","2018-07-27",11.08
"274","2018-07-30",11.25
"275","2018-07-31",11.8
"276","2018-08-01",11.61
"277","2018-08-02",11.84
"278","2018-08-03",11.47
"279","2018-08-06",12.07
"280","2018-08-07",12.49
"281","2018-08-08",12.59
"282","2018-08-09",12.6
"283","2018-08-10",12.87
"284","2018-08-13",12.71
"285","2018-08-14",12.91
"286","2018-08-15",12.71
"287","2018-08-16",12.59
"288","2018-08-17",12.17
"289","2018-08-20",12.9
"290","2018-08-21",12.42
"291","2018-08-22",13.07
"292","2018-08-23",12.76
"293","2018-08-24",13.2
"294","2018-08-27",13.42
"295","2018-08-28",13.6
"296","2018-08-29",13.85
"297","2018-08-30",13.76
"298","2018-08-31",13.95
"299","2018-09-04",14.53
"300","2018-09-05",13.78
"301","2018-09-06",13.63
"302","2018-09-07",13.71
"303","2018-09-10",14.11
"304","2018-09-11",14.13
"305","2018-09-12",14.23
"306","2018-09-13",14.13
"307","2018-09-14",14.38
"308","2018-09-17",11.14
"309","2018-09-18",12.17
"310","2018-09-19",12.09
"311","2018-09-20",12.27
"312","2018-09-21",11.69
"313","2018-09-24",11.38
"314","2018-09-25",11.55
"315","2018-09-26",11.02
"316","2018-09-27",10.19
"317","2018-09-28",10
"318","2018-10-01",9.65
"319","2018-10-02",9.55
"320","2018-10-03",9.72
"321","2018-10-04",9.23
"322","2018-10-05",9.06
"323","2018-10-08",8.98
"324","2018-10-09",9.08
"325","2018-10-10",8.61
"326","2018-10-11",8.24
"327","2018-10-12",8.36
"328","2018-10-15",8
"329","2018-10-16",8.5
"330","2018-10-17",8.49
"331","2018-10-18",8.31
"332","2018-10-19",8.02
"333","2018-10-22",7.49
"334","2018-10-23",7.23
"335","2018-10-24",6.11
"336","2018-10-25",6.72
"337","2018-10-26",6.3
"338","2018-10-29",6.03
"339","2018-10-30",6.35
"340","2018-10-31",6.25
"341","2018-11-01",6.38
"342","2018-11-02",6.87
"343","2018-11-05",6.88
"344","2018-11-06",6.71
"345","2018-11-07",6.85
"346","2018-11-08",6.62
"347","2018-11-09",6.13
"348","2018-11-12",5.84
"349","2018-11-13",6.04
"350","2018-11-14",6.28
"351","2018-11-15",6.62
"352","2018-11-16",6.3
"353","2018-11-19",5.69
"354","2018-11-20",5.12
"355","2018-11-21",5.4
"356","2018-11-23",5.45
"357","2018-11-26",6
"358","2018-11-27",5.84
"359","2018-11-28",5.4
"360","2018-11-29",5.34
"361","2018-11-30",5.3
"362","2018-12-03",5.25
"363","2018-12-04",5.22
"364","2018-12-06",5.31
"365","2018-12-07",5.11
"366","2018-12-10",5.18
"367","2018-12-11",5.33
"368","2018-12-12",5.18
"369","2018-12-13",5
"370","2018-12-14",4.78
"371","2018-12-17",4.68
"372","2018-12-18",4.51
"373","2018-12-19",4.37
"374","2018-12-20",4.25
"375","2018-12-21",4.25
"376","2018-12-24",3.45
"377","2018-12-26",3.71
"378","2018-12-27",3.64
"379","2018-12-28",4.05
"380","2018-12-31",4.08
"381","2019-01-02",4.31
"382","2019-01-03",4.03
"383","2019-01-04",4.15
"384","2019-01-07",4.49
"385","2019-01-08",4.95
"386","2019-01-09",4.93
"387","2019-01-10",4.73
"388","2019-01-11",4.78
"389","2019-01-14",4.29
"390","2019-01-15",3.98
"391","2019-01-16",3.8
"392","2019-01-17",3.8
"393","2019-01-18",3.71
"394","2019-01-22",3.56
"395","2019-01-23",3.51
"396","2019-01-24",3.64
"397","2019-01-25",4.25
"398","2019-01-28",4.05
"399","2019-01-29",4.27
"400","2019-01-30",4.58
"401","2019-01-31",4.58
"402","2019-02-01",4.77
"403","2019-02-04",5.11
"404","2019-02-05",5.11
"405","2019-02-06",5.17
"406","2019-02-07",5.32
"407","2019-02-08",5.36
"408","2019-02-11",5.81
"409","2019-02-12",6.11
"410","2019-02-13",6.35
"411","2019-02-14",6.36
"412","2019-02-15",6.73
"413","2019-02-19",6.71
"414","2019-02-20",7.01
"415","2019-02-21",7.08
"416","2019-02-22",7.3
"417","2019-02-25",7.07
"418","2019-02-26",6.58
"419","2019-02-27",6.9
"420","2019-02-28",5.51
"421","2019-03-01",4.71
"422","2019-03-04",4.39
"423","2019-03-05",4.26
"424","2019-03-06",3.97
"425","2019-03-07",4.22
"426","2019-03-08",4.52
"427","2019-03-11",4.39
"428","2019-03-12",5.13
"429","2019-03-13",5.33
"430","2019-03-14",5.46
"431","2019-03-15",5.36
"432","2019-03-18",5.41
"433","2019-03-19",5.32
"434","2019-03-20",4.92
"435","2019-03-21",4.92
"436","2019-03-22",4.77
"437","2019-03-25",4.82
"438","2019-03-26",5.06
"439","2019-03-27",5
"440","2019-03-28",5.01
"441","2019-03-29",5.26
"442","2019-04-01",5.27
"443","2019-04-02",5.18
"444","2019-04-03",5.22
"445","2019-04-04",4.79
"446","2019-04-05",4.84
"447","2019-04-08",4.79
"448","2019-04-09",4.49
"449","2019-04-10",4.68
"450","2019-04-11",4.76
"451","2019-04-12",4.79
"452","2019-04-15",4.69
"453","2019-04-16",4.74
"454","2019-04-17",4.55
"455","2019-04-18",4.46
"456","2019-04-22",4.5
"457","2019-04-23",4.76
"458","2019-04-24",4.52
"459","2019-04-25",4.46
"460","2019-04-26",4.69
"461","2019-04-29",5.08
"462","2019-04-30",4.92
"463","2019-05-01",5.06
"464","2019-05-02",4.79
"465","2019-05-03",5.31
"466","2019-05-06",5.28
"467","2019-05-07",5.39
"468","2019-05-08",5.6
"469","2019-05-09",5.91
"470","2019-05-10",6.4
"471","2019-05-13",6.38
"472","2019-05-14",6.3
"473","2019-05-15",6
"474","2019-05-16",5.02
"475","2019-05-17",4.67
"476","2019-05-20",4.78
"477","2019-05-21",4.97
"478","2019-05-22",4.94
"479","2019-05-23",4.99
"480","2019-05-24",4.95
"481","2019-05-28",4.74
"482","2019-05-29",4.67
"483","2019-05-30",4.59
"484","2019-05-31",4.33
"485","2019-06-03",3.98
"486","2019-06-04",4.02
"487","2019-06-05",3.99
"488","2019-06-06",3.99
"489","2019-06-07",4.31
"490","2019-06-10",4.27
"491","2019-06-11",4.13
"492","2019-06-12",4.23
"493","2019-06-13",3.9
"494","2019-06-14",3.84
"495","2019-06-17",3.92
"496","2019-06-18",4.09
"497","2019-06-19",4.13
"498","2019-06-20",4.19
"499","2019-06-21",4.14
"500","2019-06-24",4.04
"501","2019-06-25",4.27
"502","2019-06-26",4.03
"503","2019-06-27",4.08
"504","2019-06-28",4.05
"505","2019-07-01",4.19
"506","2019-07-02",4.1
"507","2019-07-03",4.14
"508","2019-07-05",4.03
"509","2019-07-08",3.93
"510","2019-07-09",3.98
"511","2019-07-10",3.99
"512","2019-07-11",3.99
"513","2019-07-12",3.97
"514","2019-07-15",3.99
"515","2019-07-16",4.01
"516","2019-07-17",4
"517","2019-07-18",3.89
"518","2019-07-19",4.2
"519","2019-07-22",4.03
"520","2019-07-23",3.83
"521","2019-07-24",3.83
"522","2019-07-25",3.6
"523","2019-07-26",3.7
"524","2019-07-29",3.59
"525","2019-07-30",3.59
"526","2019-07-31",3.5
"527","2019-08-01",3.58
"528","2019-08-02",3.36
"529","2019-08-05",3.18
"530","2019-08-06",3.22
"531","2019-08-07",3.04
"532","2019-08-08",3.16
"533","2019-08-09",3.11
"534","2019-08-12",2.82
"535","2019-08-13",2.91
"536","2019-08-14",2.77
"537","2019-08-15",2.76
"538","2019-08-16",2.715
"539","2019-08-19",2.72
"540","2019-08-20",2.71
"541","2019-08-21",2.75
"542","2019-08-22",2.55
"543","2019-08-23",2.34
"544","2019-08-26",2.5
"545","2019-08-27",2.43
"546","2019-08-28",2.47
"547","2019-08-29",2.51
"548","2019-08-30",2.46
"549","2019-09-03",2.28
"550","2019-09-04",2.31
"551","2019-09-05",2.3
"552","2019-09-06",2.1
"553","2019-09-09",2.18
"554","2019-09-10",2.1
"555","2019-09-11",2.09
"556","2019-09-12",2
"557","2019-09-13",1.86
"558","2019-09-16",1.9
"559","2019-09-17",1.8
"560","2019-09-18",1.82
"561","2019-09-19",1.84
"562","2019-09-20",1.75
"563","2019-09-23",1.7
"564","2019-09-24",1.62
"565","2019-09-25",1.63
"566","2019-09-26",1.54
"567","2019-09-27",1.58
"568","2019-09-30",1.58
"569","2019-10-01",1.52
"570","2019-10-02",1.52
"571","2019-10-03",1.69
"572","2019-10-04",1.51
"573","2019-10-07",1.45
"574","2019-10-08",1.45
"575","2019-10-09",1.49
"576","2019-10-10",1.6
"577","2019-10-11",1.5
"578","2019-10-14",1.48
"579","2019-10-15",1.56
"580","2019-10-16",1.63
"581","2019-10-17",1.66
"582","2019-10-18",1.65
"583","2019-10-21",1.71
"584","2019-10-22",1.84
"585","2019-10-23",1.87
"586","2019-10-24",1.85
"587","2019-10-25",1.9
"588","2019-10-28",1.9
"589","2019-10-29",1.85
"590","2019-10-30",1.75
"591","2019-10-31",1.88
"592","2019-11-01",1.87
"593","2019-11-04",1.78
"594","2019-11-05",1.85
"595","2019-11-06",1.98
"596","2019-11-07",1.98
"597","2019-11-08",2.08
"598","2019-11-11",2.23
"599","2019-11-12",2.3
"600","2019-11-13",2.78
"601","2019-11-14",2.64
"602","2019-11-15",2.74
"603","2019-11-18",2.71
"604","2019-11-19",2.6
"605","2019-11-20",2.87
"606","2019-11-21",3.23
"607","2019-11-22",3.23
"608","2019-11-25",3.58
"609","2019-11-26",3.49
"610","2019-11-27",3.42
"611","2019-11-29",3.85
"612","2019-12-02",3.98
"613","2019-12-03",4.05
"614","2019-12-04",4.185
"615","2019-12-05",4.16
"616","2019-12-06",4.24
"617","2019-12-09",4.23
"618","2019-12-10",3.985
"619","2019-12-11",3.93
"620","2019-12-12",3.82
"621","2019-12-13",3.71
"622","2019-12-16",3.91
"623","2019-12-17",4.1
"624","2019-12-18",3.97
"625","2019-12-19",4.2
"626","2019-12-20",4.68
"627","2019-12-23",5.28
"628","2019-12-24",5.62
"629","2019-12-26",6.73
"630","2019-12-27",5.98
"631","2019-12-30",5.215
"632","2019-12-31",5.73
"633","2020-01-02",5.36
"634","2020-01-03",5.25
"635","2020-01-06",5.28
"636","2020-01-07",5.175
"637","2020-01-08",5.16
"638","2020-01-09",5.445
"639","2020-01-10",5.54
"640","2020-01-13",5.27
"641","2020-01-14",6.07
"642","2020-01-15",6.16
"643","2020-01-16",7.61
"644","2020-01-17",8.05
"645","2020-01-21",8.01
"646","2020-01-22",7.67
"647","2020-01-23",7.92
"648","2020-01-24",7.42
"649","2020-01-27",7.62
"650","2020-01-28",7.5
"651","2020-01-29",7.45
"652","2020-01-30",6.98
"653","2020-01-31",6.75
"654","2020-02-03",7.25
"655","2020-02-04",7.37
"656","2020-02-05",7.06
"657","2020-02-06",6.84
"658","2020-02-07",6.59
"659","2020-02-10",7.57
"660","2020-02-11",7.78
"661","2020-02-12",8.155
"662","2020-02-13",7.65
"663","2020-02-14",7.8
"664","2020-02-18",8.51
"665","2020-02-19",9.12
"666","2020-02-20",9.27
"667","2020-02-21",8.81
"668","2020-02-24",9.02
"669","2020-02-25",8.98
"670","2020-02-26",9.28
"671","2020-02-27",8.75
"672","2020-02-28",8.66
"673","2020-03-02",9.06
"674","2020-03-03",8.49
"675","2020-03-04",8.42
"676","2020-03-05",7.79
"677","2020-03-06",7.7
"678","2020-03-09",7.26
"679","2020-03-10",7.09
"680","2020-03-11",6.46
"681","2020-03-12",5.77
"682","2020-03-13",6.2
"683","2020-03-16",5.39
"684","2020-03-17",5.16
"685","2020-03-18",4.61
"686","2020-03-19",4.75
"687","2020-03-20",4.41
"688","2020-03-23",5.2
"689","2020-03-24",6.15
"690","2020-03-25",6.185
"691","2020-03-26",6.4
"692","2020-03-27",6.31
"693","2020-03-30",6.56
"694","2020-03-31",5.83
"695","2020-04-01",5.26
"696","2020-04-02",5.38
"697","2020-04-03",5.24
"698","2020-04-06",5.38
"699","2020-04-07",7.74
"700","2020-04-08",9.41
"701","2020-04-09",9.43
"702","2020-04-13",8.57
"703","2020-04-14",8.9
"704","2020-04-15",8.52
"705","2020-04-16",8.48
"706","2020-04-17",9.06
"707","2020-04-20",8.66
"708","2020-04-21",8.49
"709","2020-04-22",8.52
"710","2020-04-23",8.98
"711","2020-04-24",9.05
"712","2020-04-27",8.64
"713","2020-04-28",9.36
"714","2020-04-29",9.91
"715","2020-04-30",9.03
"716","2020-05-01",8.23
"717","2020-05-04",8.83
"718","2020-05-05",9.29
"719","2020-05-06",9.91
"720","2020-05-07",10.02
"721","2020-05-08",9.81
"722","2020-05-11",9.71
"723","2020-05-12",10.19
"724","2020-05-13",9.51
"725","2020-05-14",9.91
"726","2020-05-15",10.01
"727","2020-05-18",9.73
"728","2020-05-19",9.93
"729","2020-05-20",10.22
"730","2020-05-21",9.98
"731","2020-05-22",9.9
"732","2020-05-26",10.76
"733","2020-05-27",18.190001
"734","2020-05-28",19.690001
"735","2020-05-29",22.639999
"736","2020-06-01",21.17
"737","2020-06-02",21.74
"738","2020-06-03",20.200001
"739","2020-06-04",19.945
"740","2020-06-05",20.08
"741","2020-06-08",20.35
"742","2020-06-09",19.969999
"743","2020-06-10",19.99
"744","2020-06-11",19.059999
"745","2020-06-12",19.940001
"746","2020-06-15",21.200001
"747","2020-06-16",22
"748","2020-06-17",20.360001
"749","2020-06-18",20.950001
"750","2020-06-19",19.99
"751","2020-06-22",21.5
"752","2020-06-23",21.309999
"753","2020-06-24",21.33
"754","2020-06-25",22.9
"755","2020-06-26",22.379999
"756","2020-06-29",22.280001
"757","2020-06-30",23.4
"758","2020-07-01",22.66
"759","2020-07-02",22.1
"760","2020-07-06",22.209999
"761","2020-07-07",23.33
"762","2020-07-08",22.85
"763","2020-07-09",22.59
"764","2020-07-10",21.57
"765","2020-07-13",20.59
"766","2020-07-14",21.25
"767","2020-07-15",22.6
"768","2020-07-16",21.700001
"769","2020-07-17",22.59
"770","2020-07-20",23.33
"771","2020-07-21",21.68
"772","2020-07-22",22.34
"773","2020-07-23",22
"774","2020-07-24",20.559999
"775","2020-07-27",20.67
"776","2020-07-28",20
"777","2020-07-29",20.01
"778","2020-07-30",20.17
"779","2020-07-31",19.879999
"780","2020-08-03",20.66
"781","2020-08-04",20.33
"782","2020-08-05",20.809999
"783","2020-08-06",20.469999
"784","2020-08-07",20.27
"785","2020-08-10",20.08
"786","2020-08-11",18.58
"787","2020-08-12",18.190001
"788","2020-08-13",18.290001
"789","2020-08-14",18.58
"790","2020-08-17",19.48
"791","2020-08-18",18.639999
"792","2020-08-19",18.42
"793","2020-08-20",18.48
"794","2020-08-21",17.57
"795","2020-08-24",17.67
"796","2020-08-25",18.200001
"797","2020-08-26",18.299999
"798","2020-08-27",17.77
"799","2020-08-28",18.51
"800","2020-08-31",19.16
"801","2020-09-01",18.49
"802","2020-09-02",18.52
"803","2020-09-03",17.01
"804","2020-09-04",16.200001
"805","2020-09-08",17.360001
"806","2020-09-09",18.200001
"807","2020-09-10",18.42
"808","2020-09-11",18.65
"809","2020-09-14",24.17
"810","2020-09-15",22.91
"811","2020-09-16",25.700001
"812","2020-09-17",24.23
"813","2020-09-18",22.059999
"814","2020-09-21",21.73
"815","2020-09-22",20.860001
"816","2020-09-23",18.98
"817","2020-09-24",18.42
"818","2020-09-25",19.455
"819","2020-09-28",19.6
"820","2020-09-29",18.780001
"821","2020-09-30",18.620001
"822","2020-10-01",18.780001
"823","2020-10-02",17.74
"824","2020-10-05",18.280001
"825","2020-10-06",18.67
"826","2020-10-07",19.42
"827","2020-10-08",19.040001
"828","2020-10-09",19.469999
"829","2020-10-12",19.26
"830","2020-10-13",19.629999
"831","2020-10-14",19.110001
"832","2020-10-15",18.42
"833","2020-10-16",17.879999
"834","2020-10-19",16.844999
"835","2020-10-20",17.290001
"836","2020-10-21",17.889999
"837","2020-10-22",18.6
"838","2020-10-23",18.48
"839","2020-10-26",19.17
"840","2020-10-27",18.719999
"841","2020-10-28",17.57
"842","2020-10-29",17.879999
"843","2020-10-30",18.02
"844","2020-11-02",18.469999
"845","2020-11-03",20.09
"846","2020-11-04",21.76
"847","2020-11-05",23.33
"848","2020-11-06",22.379999
"849","2020-11-09",22.92
"850","2020-11-10",21.440001
"851","2020-11-11",21.959999
"852","2020-11-12",22.42
"853","2020-11-13",22.540001
"854","2020-11-16",23.77
"855","2020-11-17",23.870001
"856","2020-11-18",22.73
"857","2020-11-19",23.469999
"858","2020-11-20",23.35
"859","2020-11-23",23.870001
"860","2020-11-24",25.51
"861","2020-11-25",24.889999
"862","2020-11-27",25.110001
