"","date","SYNL"
"1","2007-01-03",18.639999
"2","2007-01-04",18.35
"3","2007-01-05",18.33
"4","2007-01-08",18.52
"5","2007-01-09",18.57
"6","2007-01-10",18.5
"7","2007-01-11",18.450001
"8","2007-01-12",18.440001
"9","2007-01-16",18.75
"10","2007-01-17",18.690001
"11","2007-01-18",18.73
"12","2007-01-19",18.51
"13","2007-01-22",18.59
"14","2007-01-23",18.75
"15","2007-01-24",18.280001
"16","2007-01-25",18.49
"17","2007-01-26",18.5
"18","2007-01-29",18.549999
"19","2007-01-30",18.75
"20","2007-01-31",18.68
"21","2007-02-01",18.75
"22","2007-02-02",20.6
"23","2007-02-05",20.27
"24","2007-02-06",19.93
"25","2007-02-07",20.370001
"26","2007-02-08",23.440001
"27","2007-02-09",25
"28","2007-02-12",24
"29","2007-02-13",24.200001
"30","2007-02-14",24.440001
"31","2007-02-15",24.48
"32","2007-02-16",26.4
"33","2007-02-20",27.1
"34","2007-02-21",26.940001
"35","2007-02-22",27
"36","2007-02-23",27.75
"37","2007-02-26",26.9
"38","2007-02-27",23.35
"39","2007-02-28",24.549999
"40","2007-03-01",24.700001
"41","2007-03-02",24.65
"42","2007-03-05",22.719999
"43","2007-03-06",22.969999
"44","2007-03-07",23.98
"45","2007-03-08",24.969999
"46","2007-03-09",26.889999
"47","2007-03-12",26.4
"48","2007-03-13",25.51
"49","2007-03-14",24.209999
"50","2007-03-15",25.33
"51","2007-03-16",26.27
"52","2007-03-19",26.08
"53","2007-03-20",26.24
"54","2007-03-21",27.35
"55","2007-03-22",28.799999
"56","2007-03-23",29.5
"57","2007-03-26",29.5
"58","2007-03-27",29.370001
"59","2007-03-28",29.34
"60","2007-03-29",28.860001
"61","2007-03-30",27.92
"62","2007-04-02",29.68
"63","2007-04-03",29.559999
"64","2007-04-04",31.16
"65","2007-04-05",31.299999
"66","2007-04-09",31
"67","2007-04-10",31.4
"68","2007-04-11",30.9
"69","2007-04-12",30.780001
"70","2007-04-13",31.23
"71","2007-04-16",31.23
"72","2007-04-17",32.580002
"73","2007-04-18",32.41
"74","2007-04-19",32.720001
"75","2007-04-20",35.75
"76","2007-04-23",36.82
"77","2007-04-24",39.299999
"78","2007-04-25",38.189999
"79","2007-04-26",41.200001
"80","2007-04-27",40.740002
"81","2007-04-30",37.259998
"82","2007-05-01",35.650002
"83","2007-05-02",37.400002
"84","2007-05-03",35.330002
"85","2007-05-04",36.380001
"86","2007-05-07",40.5
"87","2007-05-08",40.349998
"88","2007-05-09",40.540001
"89","2007-05-10",38.23
"90","2007-05-11",39.810001
"91","2007-05-14",42.380001
"92","2007-05-15",40.849998
"93","2007-05-16",39.990002
"94","2007-05-17",38.799999
"95","2007-05-18",39.650002
"96","2007-05-21",39.869999
"97","2007-05-22",40.400002
"98","2007-05-23",38.59
"99","2007-05-24",36.130001
"100","2007-05-25",37.240002
"101","2007-05-29",37.849998
"102","2007-05-30",38.200001
"103","2007-05-31",37.099998
"104","2007-06-01",36.560001
"105","2007-06-04",38.900002
"106","2007-06-05",40.220001
"107","2007-06-06",39.310001
"108","2007-06-07",38.189999
"109","2007-06-08",38.5
"110","2007-06-11",40.5
"111","2007-06-12",39.23
"112","2007-06-13",40.279999
"113","2007-06-14",43.91
"114","2007-06-15",44.599998
"115","2007-06-18",46.549999
"116","2007-06-19",46.400002
"117","2007-06-20",45.23
"118","2007-06-21",43.939999
"119","2007-06-22",41.740002
"120","2007-06-25",39.220001
"121","2007-06-26",37.040001
"122","2007-06-27",36.990002
"123","2007-06-28",36.02
"124","2007-06-29",34.900002
"125","2007-07-02",34.790001
"126","2007-07-03",35
"127","2007-07-05",35.330002
"128","2007-07-06",33.950001
"129","2007-07-09",34.689999
"130","2007-07-10",31.799999
"131","2007-07-11",30.5
"132","2007-07-12",30.5
"133","2007-07-13",30.139999
"134","2007-07-16",28.290001
"135","2007-07-17",27.77
"136","2007-07-18",28.17
"137","2007-07-19",28.200001
"138","2007-07-20",26.93
"139","2007-07-23",25.99
"140","2007-07-24",24.57
"141","2007-07-25",23.75
"142","2007-07-26",21.77
"143","2007-07-27",21.450001
"144","2007-07-30",22.82
"145","2007-07-31",21.18
"146","2007-08-01",21.459999
"147","2007-08-02",20.030001
"148","2007-08-03",18.610001
"149","2007-08-06",17.799999
"150","2007-08-07",18.98
"151","2007-08-08",20.110001
"152","2007-08-09",19.32
"153","2007-08-10",19.940001
"154","2007-08-13",21.1
"155","2007-08-14",20.85
"156","2007-08-15",20.34
"157","2007-08-16",18.6
"158","2007-08-17",18.799999
"159","2007-08-20",18.5
"160","2007-08-21",18.73
"161","2007-08-22",19.950001
"162","2007-08-23",19.450001
"163","2007-08-24",20.790001
"164","2007-08-27",20.07
"165","2007-08-28",19.25
"166","2007-08-29",19.799999
"167","2007-08-30",19.620001
"168","2007-08-31",20.049999
"169","2007-09-04",18.809999
"170","2007-09-05",19
"171","2007-09-06",19.030001
"172","2007-09-07",18.75
"173","2007-09-10",18.74
"174","2007-09-11",18.52
"175","2007-09-12",18.25
"176","2007-09-13",17.84
"177","2007-09-14",18.209999
"178","2007-09-17",17.700001
"179","2007-09-18",17.83
"180","2007-09-19",18.09
"181","2007-09-20",18.030001
"182","2007-09-21",17.860001
"183","2007-09-24",18.120001
"184","2007-09-25",18.299999
"185","2007-09-26",18.35
"186","2007-09-27",18.440001
"187","2007-09-28",21.1
"188","2007-10-01",22.719999
"189","2007-10-02",22.059999
"190","2007-10-03",20.549999
"191","2007-10-04",21.299999
"192","2007-10-05",21.790001
"193","2007-10-08",21.27
"194","2007-10-09",22.389999
"195","2007-10-10",22.02
"196","2007-10-11",20.959999
"197","2007-10-12",21.18
"198","2007-10-15",21.049999
"199","2007-10-16",20.290001
"200","2007-10-17",20.26
"201","2007-10-18",18.9
"202","2007-10-19",18.059999
"203","2007-10-22",17.73
"204","2007-10-23",17.280001
"205","2007-10-24",18
"206","2007-10-25",17.75
"207","2007-10-26",18.040001
"208","2007-10-29",17.950001
"209","2007-10-30",17.33
"210","2007-10-31",17.98
"211","2007-11-01",17.809999
"212","2007-11-02",17.52
"213","2007-11-05",17.370001
"214","2007-11-06",17.02
"215","2007-11-07",16.879999
"216","2007-11-08",16.639999
"217","2007-11-09",16.389999
"218","2007-11-12",16.17
"219","2007-11-13",17.370001
"220","2007-11-14",18.209999
"221","2007-11-15",17.190001
"222","2007-11-16",16.92
"223","2007-11-19",16
"224","2007-11-20",15.7
"225","2007-11-21",15.3
"226","2007-11-23",15.12
"227","2007-11-26",15.2
"228","2007-11-27",14.93
"229","2007-11-28",16.200001
"230","2007-11-29",17.709999
"231","2007-11-30",17.440001
"232","2007-12-03",17.42
"233","2007-12-04",17.049999
"234","2007-12-05",16.5
"235","2007-12-06",16.889999
"236","2007-12-07",17.16
"237","2007-12-10",17.370001
"238","2007-12-11",16.790001
"239","2007-12-12",17.049999
"240","2007-12-13",16.379999
"241","2007-12-14",16.379999
"242","2007-12-17",15.32
"243","2007-12-18",15.94
"244","2007-12-19",15.92
"245","2007-12-20",16.280001
"246","2007-12-21",16.65
"247","2007-12-24",16.860001
"248","2007-12-26",16.559999
"249","2007-12-27",16.48
"250","2007-12-28",17.67
"251","2007-12-31",17.190001
"252","2008-01-02",17.51
"253","2008-01-03",17.33
"254","2008-01-04",16.93
"255","2008-01-07",16.15
"256","2008-01-08",16.5
"257","2008-01-09",16
"258","2008-01-10",16
"259","2008-01-11",16
"260","2008-01-14",17.059999
"261","2008-01-15",16.049999
"262","2008-01-16",16.540001
"263","2008-01-17",16.23
"264","2008-01-18",16.059999
"265","2008-01-22",15.69
"266","2008-01-23",15.12
"267","2008-01-24",16.110001
"268","2008-01-25",16.35
"269","2008-01-28",15.97
"270","2008-01-29",16.040001
"271","2008-01-30",15.75
"272","2008-01-31",15.6
"273","2008-02-01",17.15
"274","2008-02-04",16.709999
"275","2008-02-05",16.530001
"276","2008-02-06",16.440001
"277","2008-02-07",13.05
"278","2008-02-08",13.34
"279","2008-02-11",13.86
"280","2008-02-12",14
"281","2008-02-13",13.89
"282","2008-02-14",13.76
"283","2008-02-15",13.2
"284","2008-02-19",13.2
"285","2008-02-20",13.5
"286","2008-02-21",13.31
"287","2008-02-22",13.64
"288","2008-02-25",13.27
"289","2008-02-26",13.25
"290","2008-02-27",13.34
"291","2008-02-28",13.28
"292","2008-02-29",13.04
"293","2008-03-03",12.43
"294","2008-03-04",12.14
"295","2008-03-05",12.6
"296","2008-03-06",12.46
"297","2008-03-07",12.63
"298","2008-03-10",11.56
"299","2008-03-11",11.94
"300","2008-03-12",12.24
"301","2008-03-13",12.17
"302","2008-03-14",12.24
"303","2008-03-17",11.87
"304","2008-03-18",12
"305","2008-03-19",12.05
"306","2008-03-20",12.04
"307","2008-03-24",11.64
"308","2008-03-25",12.14
"309","2008-03-26",12.2
"310","2008-03-27",12.1
"311","2008-03-28",12.16
"312","2008-03-31",12.16
"313","2008-04-01",12.9
"314","2008-04-02",11.87
"315","2008-04-03",12.77
"316","2008-04-04",13.24
"317","2008-04-07",13.21
"318","2008-04-08",14.24
"319","2008-04-09",14.25
"320","2008-04-10",14.24
"321","2008-04-11",14.24
"322","2008-04-14",14.04
"323","2008-04-15",14.1
"324","2008-04-16",13.92
"325","2008-04-17",15.17
"326","2008-04-18",15.7
"327","2008-04-21",16.440001
"328","2008-04-22",15.51
