"","date","PSA"
"1","2007-01-03",99.18
"2","2007-01-04",98.440002
"3","2007-01-05",97.050003
"4","2007-01-08",97.400002
"5","2007-01-09",98.800003
"6","2007-01-10",101.050003
"7","2007-01-11",102.32
"8","2007-01-12",102.980003
"9","2007-01-16",104.860001
"10","2007-01-17",104.440002
"11","2007-01-18",103.830002
"12","2007-01-19",104.120003
"13","2007-01-22",102.599998
"14","2007-01-23",103.040001
"15","2007-01-24",104.199997
"16","2007-01-25",104.889999
"17","2007-01-26",105.769997
"18","2007-01-29",106.010002
"19","2007-01-30",107.599998
"20","2007-01-31",108.760002
"21","2007-02-01",109.43
"22","2007-02-02",109.620003
"23","2007-02-05",110.230003
"24","2007-02-06",111.699997
"25","2007-02-07",115.260002
"26","2007-02-08",115.290001
"27","2007-02-09",112.400002
"28","2007-02-12",109.419998
"29","2007-02-13",110.870003
"30","2007-02-14",110.309998
"31","2007-02-15",111.620003
"32","2007-02-16",111.949997
"33","2007-02-20",112.779999
"34","2007-02-21",111.349998
"35","2007-02-22",109.940002
"36","2007-02-23",106.370003
"37","2007-02-26",106.349998
"38","2007-02-27",102
"39","2007-02-28",101.269997
"40","2007-03-01",100.519997
"41","2007-03-02",97.68
"42","2007-03-05",94.599998
"43","2007-03-06",97.839996
"44","2007-03-07",96.279999
"45","2007-03-08",97.669998
"46","2007-03-09",99.18
"47","2007-03-12",98.699997
"48","2007-03-13",94.900002
"49","2007-03-14",95.739998
"50","2007-03-15",97.470001
"51","2007-03-16",95.790001
"52","2007-03-19",96.650002
"53","2007-03-20",95.769997
"54","2007-03-21",97.790001
"55","2007-03-22",97.279999
"56","2007-03-23",97.480003
"57","2007-03-26",95.82
"58","2007-03-27",94.260002
"59","2007-03-28",93.760002
"60","2007-03-29",93.879997
"61","2007-03-30",94.669998
"62","2007-04-02",96.080002
"63","2007-04-03",97.559998
"64","2007-04-04",97.339996
"65","2007-04-05",96.629997
"66","2007-04-09",96.169998
"67","2007-04-10",96.599998
"68","2007-04-11",94.370003
"69","2007-04-12",93.400002
"70","2007-04-13",93.970001
"71","2007-04-16",93.5
"72","2007-04-17",96.330002
"73","2007-04-18",96.18
"74","2007-04-19",95.620003
"75","2007-04-20",95.709999
"76","2007-04-23",97.099998
"77","2007-04-24",96.040001
"78","2007-04-25",96.25
"79","2007-04-26",95.830002
"80","2007-04-27",95.309998
"81","2007-04-30",93.32
"82","2007-05-01",91.589996
"83","2007-05-02",91.650002
"84","2007-05-03",91.68
"85","2007-05-04",89.889999
"86","2007-05-07",90.360001
"87","2007-05-08",90.059998
"88","2007-05-09",89.82
"89","2007-05-10",87.900002
"90","2007-05-11",87.980003
"91","2007-05-14",88.949997
"92","2007-05-15",87.720001
"93","2007-05-16",86.18
"94","2007-05-17",83.739998
"95","2007-05-18",83.18
"96","2007-05-21",84.610001
"97","2007-05-22",85.050003
"98","2007-05-23",84.300003
"99","2007-05-24",82.089996
"100","2007-05-25",82.57
"101","2007-05-29",85.080002
"102","2007-05-30",89.400002
"103","2007-05-31",89.5
"104","2007-06-01",89.25
"105","2007-06-04",89.68
"106","2007-06-05",88.209999
"107","2007-06-06",87.050003
"108","2007-06-07",83.860001
"109","2007-06-08",84.25
"110","2007-06-11",82.510002
"111","2007-06-12",81.32
"112","2007-06-13",82.620003
"113","2007-06-14",81.830002
"114","2007-06-15",83.050003
"115","2007-06-18",82.650002
"116","2007-06-19",82.690002
"117","2007-06-20",80.339996
"118","2007-06-21",79.480003
"119","2007-06-22",79.050003
"120","2007-06-25",77.610001
"121","2007-06-26",77.550003
"122","2007-06-27",79.610001
"123","2007-06-28",78.120003
"124","2007-06-29",76.82
"125","2007-07-02",79.169998
"126","2007-07-03",79.25
"127","2007-07-05",80.309998
"128","2007-07-06",80.480003
"129","2007-07-09",80.669998
"130","2007-07-10",76.910004
"131","2007-07-11",76.550003
"132","2007-07-12",77.620003
"133","2007-07-13",78.75
"134","2007-07-16",78.75
"135","2007-07-17",77.949997
"136","2007-07-18",76.910004
"137","2007-07-19",78.110001
"138","2007-07-20",76.139999
"139","2007-07-23",74.800003
"140","2007-07-24",73.610001
"141","2007-07-25",72.43
"142","2007-07-26",70.769997
"143","2007-07-27",69.699997
"144","2007-07-30",70.830002
"145","2007-07-31",70.089996
