"","date","BMRA"
"142","2007-07-26",0.78
"143","2007-07-27",0.8
"144","2007-07-30",0.99
"145","2007-07-31",1.01
"146","2007-08-01",0.99
"147","2007-08-02",0.98
"148","2007-08-03",0.98
"149","2007-08-06",0.92
"150","2007-08-07",0.95
"151","2007-08-08",0.96
"152","2007-08-09",0.98
"153","2007-08-10",0.99
"154","2007-08-13",0.9
"155","2007-08-14",0.92
"156","2007-08-15",1.12
"157","2007-08-16",1.05
"158","2007-08-17",1.05
"159","2007-08-20",1.02
"160","2007-08-21",1
"161","2007-08-22",1.05
"162","2007-08-23",1.05
"163","2007-08-24",1.1
"164","2007-08-27",1.17
"165","2007-08-28",1.4
"166","2007-08-29",1.3
"167","2007-08-30",1.45
"168","2007-08-31",1.5
"169","2007-09-04",1.45
"170","2007-09-05",1.44
"171","2007-09-06",1.49
"172","2007-09-07",1.5
"173","2007-09-10",1.51
"174","2007-09-11",1.48
"175","2007-09-12",1.38
"176","2007-09-13",1.45
"177","2007-09-14",1.43
"178","2007-09-17",1.32
"179","2007-09-18",1.47
"180","2007-09-19",1.45
"181","2007-09-20",1.5
"182","2007-09-21",1.5
"183","2007-09-24",1.5
"184","2007-09-25",1.4
"185","2007-09-26",1.4
"186","2007-09-27",1.49
"187","2007-09-28",1.54
"188","2007-10-01",1.6
"189","2007-10-02",1.76
"190","2007-10-03",1.8
"191","2007-10-04",1.71
"192","2007-10-05",1.59
"193","2007-10-08",1.57
"194","2007-10-09",1.6
"195","2007-10-10",1.68
"196","2007-10-11",1.64
"197","2007-10-12",1.68
"198","2007-10-15",1.76
"199","2007-10-16",1.76
"200","2007-10-17",1.75
"201","2007-10-18",1.72
"202","2007-10-19",1.71
"203","2007-10-22",1.72
"204","2007-10-23",1.71
"205","2007-10-24",1.7
"206","2007-10-25",1.65
"207","2007-10-26",1.69
"208","2007-10-29",1.69
"209","2007-10-30",1.65
"210","2007-10-31",1.71
"211","2007-11-01",1.75
"212","2007-11-02",1.7
"213","2007-11-05",1.7
"214","2007-11-06",1.64
"215","2007-11-07",1.62
"216","2007-11-08",1.67
"217","2007-11-09",1.66
"218","2007-11-12",1.63
"219","2007-11-13",1.62
"220","2007-11-14",1.63
"221","2007-11-15",1.6
"222","2007-11-16",1.6
"223","2007-11-19",1.6
"224","2007-11-20",1.6
"225","2007-11-21",1.6
"226","2007-11-23",1.58
"227","2007-11-26",1.59
"228","2007-11-27",1.56
"229","2007-11-28",1.48
"230","2007-11-29",1.3
"231","2007-11-30",1.54
"232","2007-12-03",1.55
"233","2007-12-04",1.52
"234","2007-12-05",1.52
"235","2007-12-06",1.52
"236","2007-12-07",1.55
"237","2007-12-10",1.55
"238","2007-12-11",1.52
"239","2007-12-12",1.52
"240","2007-12-13",1.45
"241","2007-12-14",1.37
"242","2007-12-17",1.4
"243","2007-12-18",1.36
"244","2007-12-19",1.34
"245","2007-12-20",1.4
"246","2007-12-21",1.35
"247","2007-12-24",1.37
"248","2007-12-26",1.37
"249","2007-12-27",1.37
"250","2007-12-28",1.35
"251","2007-12-31",1.55
"252","2008-01-02",1.45
"253","2008-01-03",1.47
"254","2008-01-04",1.41
"255","2008-01-07",1.37
"256","2008-01-08",1.37
"257","2008-01-09",1.4
"258","2008-01-10",1.35
"259","2008-01-11",1.48
"260","2008-01-14",1.35
"261","2008-01-15",1.28
"262","2008-01-16",1.25
"263","2008-01-17",1.2
"264","2008-01-18",1.2
"265","2008-01-22",1.25
"266","2008-01-23",1.2
"267","2008-01-24",1.12
"268","2008-01-25",1.12
"269","2008-01-28",1.15
"270","2008-01-29",1.15
"271","2008-01-30",1.05
"272","2008-01-31",1.4
"273","2008-02-01",1.35
"274","2008-02-04",1.25
"275","2008-02-05",1.28
"276","2008-02-06",1.28
"277","2008-02-07",1.1
"278","2008-02-08",1.15
"279","2008-02-11",1.1
"280","2008-02-12",1.18
"281","2008-02-13",1.11
"282","2008-02-14",1.11
"283","2008-02-15",1.12
"284","2008-02-19",1.13
"285","2008-02-20",1.15
"286","2008-02-21",1.15
"287","2008-02-22",1.05
"288","2008-02-25",1.15
"289","2008-02-26",1.15
"290","2008-02-27",1.15
"291","2008-02-28",1.15
"292","2008-02-29",1.4
"293","2008-03-03",1.3
"294","2008-03-04",1.3
"295","2008-03-05",1.3
"296","2008-03-06",1.3
"297","2008-03-07",1.22
"298","2008-03-10",1.25
"299","2008-03-11",1.25
"300","2008-03-12",1.15
"301","2008-03-13",1.21
"302","2008-03-14",1.25
"303","2008-03-17",1.25
"304","2008-03-18",1.3
"305","2008-03-19",1.25
"306","2008-03-20",1.2
"307","2008-03-24",1.2
"308","2008-03-25",1.25
"309","2008-03-26",1.18
"310","2008-03-27",1.25
"311","2008-03-28",1.12
"312","2008-03-31",1.26
"313","2008-04-01",1.15
"314","2008-04-02",1.15
"315","2008-04-03",1.15
"316","2008-04-04",1.15
"317","2008-04-07",1.15
"318","2008-04-08",1.1
"319","2008-04-09",1.1
"320","2008-04-10",1.1
"321","2008-04-11",1.05
"322","2008-04-14",1.15
"323","2008-04-15",1.05
"324","2008-04-16",1.1
"325","2008-04-17",1.08
"326","2008-04-18",1.1
"327","2008-04-21",1.1
"328","2008-04-22",1.09
"329","2008-04-23",1.09
"330","2008-04-24",0.99
"331","2008-04-25",1.1
"332","2008-04-28",1.1
"333","2008-04-29",1.1
"334","2008-04-30",1.15
"335","2008-05-01",1.15
"336","2008-05-02",1.1
"337","2008-05-05",1.1
"338","2008-05-06",0.98
"339","2008-05-07",1.1
"340","2008-05-08",1.1
"341","2008-05-09",1.1
"342","2008-05-12",1.1
"343","2008-05-13",1.1
"344","2008-05-14",1.1
"345","2008-05-15",1.1
"346","2008-05-16",1
"347","2008-05-19",1
"348","2008-05-20",1
"349","2008-05-21",0.98
"350","2008-05-22",0.98
"351","2008-05-23",1
"352","2008-05-27",0.97
"353","2008-05-28",0.97
"354","2008-05-29",1
"355","2008-05-30",1.05
"356","2008-06-02",0.98
"357","2008-06-03",0.98
"358","2008-06-04",1.05
"359","2008-06-05",1.05
"360","2008-06-06",0.94
"361","2008-06-09",1.05
"362","2008-06-10",1.05
"363","2008-06-11",0.99
"364","2008-06-12",0.99
"365","2008-06-13",0.95
"366","2008-06-16",1
"367","2008-06-17",0.93
"368","2008-06-18",1.03
"369","2008-06-19",1
"370","2008-06-20",0.93
"371","2008-06-23",0.93
"372","2008-06-24",0.93
"373","2008-06-25",0.99
"374","2008-06-26",1
"375","2008-06-27",1
"376","2008-06-30",1.04
"377","2008-07-01",1
"378","2008-07-02",1
"379","2008-07-03",1
"380","2008-07-07",0.96
"381","2008-07-08",0.96
"382","2008-07-09",0.96
"383","2008-07-10",0.96
"384","2008-07-11",0.96
"385","2008-07-14",0.75
"386","2008-07-15",0.76
"387","2008-07-16",0.76
"388","2008-07-17",0.77
"389","2008-07-18",0.9
"390","2008-07-21",0.9
"391","2008-07-22",0.9
"392","2008-07-23",0.9
"393","2008-07-24",0.85
"394","2008-07-25",0.85
"395","2008-07-28",0.85
"396","2008-07-29",0.85
"397","2008-07-30",0.77
"398","2008-07-31",0.9
"399","2008-08-01",0.9
"400","2008-08-04",0.81
"401","2008-08-05",0.9
"402","2008-08-06",0.81
"403","2008-08-07",0.81
"404","2008-08-08",0.81
"405","2008-08-11",0.81
"406","2008-08-12",0.82
"407","2008-08-13",0.82
"408","2008-08-14",0.9
"409","2008-08-15",0.9
"410","2008-08-18",0.85
"411","2008-08-19",0.9
"412","2008-08-20",0.85
"413","2008-08-21",0.81
"414","2008-08-22",0.9
"415","2008-08-25",0.9
"416","2008-08-26",0.81
"417","2008-08-27",0.85
"418","2008-08-28",0.85
"419","2008-08-29",0.99
"420","2008-09-02",0.95
"421","2008-09-03",0.98
"422","2008-09-04",0.98
"423","2008-09-05",0.98
"424","2008-09-08",0.9
"425","2008-09-09",0.9
"426","2008-09-10",0.9
"427","2008-09-11",0.9
"428","2008-09-12",0.77
"429","2008-09-15",0.77
"430","2008-09-16",0.77
"431","2008-09-17",0.84
"432","2008-09-18",0.84
"433","2008-09-19",0.84
"434","2008-09-22",0.8
"435","2008-09-23",0.8
"436","2008-09-24",0.8
"437","2008-09-25",0.74
"438","2008-09-26",0.74
"439","2008-09-29",0.74
"440","2008-09-30",0.94
"441","2008-10-01",0.94
"442","2008-10-02",0.72
"443","2008-10-03",0.94
"444","2008-10-06",0.8
"445","2008-10-07",0.75
"446","2008-10-08",0.75
"447","2008-10-09",0.68
"448","2008-10-10",0.66
"449","2008-10-13",0.55
"450","2008-10-14",0.57
"451","2008-10-15",0.57
"452","2008-10-16",0.75
"453","2008-10-17",0.75
"454","2008-10-20",0.75
"455","2008-10-21",0.75
"456","2008-10-22",0.57
"457","2008-10-23",0.75
"458","2008-10-24",0.75
"459","2008-10-27",0.75
"460","2008-10-28",0.75
"461","2008-10-29",0.74
"462","2008-10-30",0.75
"463","2008-10-31",0.9
"464","2008-11-03",0.9
"465","2008-11-04",0.88
"466","2008-11-05",0.55
"467","2008-11-06",0.55
"468","2008-11-07",0.58
"469","2008-11-10",0.7
"470","2008-11-11",0.75
"471","2008-11-12",0.75
"472","2008-11-13",0.62
"473","2008-11-14",0.62
"474","2008-11-17",0.68
"475","2008-11-18",0.6
"476","2008-11-19",0.48
"477","2008-11-20",0.48
"478","2008-11-21",0.6
"479","2008-11-24",0.6
"480","2008-11-25",0.6
"481","2008-11-26",0.5
"482","2008-11-28",0.6
"483","2008-12-01",0.46
"484","2008-12-02",0.46
"485","2008-12-03",0.59
"486","2008-12-04",0.6
"487","2008-12-05",0.6
"488","2008-12-08",0.6
"489","2008-12-09",0.5
"490","2008-12-10",0.46
"491","2008-12-11",0.46
"492","2008-12-12",0.46
"493","2008-12-15",0.46
"494","2008-12-16",0.46
"495","2008-12-17",0.46
"496","2008-12-18",0.5
"497","2008-12-19",0.5
"498","2008-12-22",0.52
"499","2008-12-23",0.45
"500","2008-12-24",0.45
"501","2008-12-26",0.45
"502","2008-12-29",0.45
"503","2008-12-30",0.47
"504","2008-12-31",0.52
"505","2009-01-02",0.52
"506","2009-01-05",0.52
"507","2009-01-06",0.52
"508","2009-01-07",0.52
"509","2009-01-08",0.45
"510","2009-01-09",0.45
"511","2009-01-12",0.45
"512","2009-01-13",0.45
"513","2009-01-14",0.45
"514","2009-01-15",0.45
"515","2009-01-16",0.45
"516","2009-01-20",0.45
"517","2009-01-21",0.45
"518","2009-01-22",0.45
"519","2009-01-23",0.45
"520","2009-01-26",0.45
"521","2009-01-27",0.45
"522","2009-01-28",0.45
"523","2009-01-29",0.41
"524","2009-01-30",0.52
"525","2009-02-02",0.35
"526","2009-02-03",0.35
"527","2009-02-04",0.5
"528","2009-02-05",0.35
"529","2009-02-06",0.35
"530","2009-02-09",0.5
"531","2009-02-10",0.5
"532","2009-02-11",0.5
"533","2009-02-12",0.5
"534","2009-02-13",0.5
"535","2009-02-17",0.5
"536","2009-02-18",0.5
"537","2009-02-19",0.5
"538","2009-02-20",0.5
"539","2009-02-23",0.5
"540","2009-02-24",0.5
"541","2009-02-25",0.51
"542","2009-02-26",0.51
"543","2009-02-27",0.51
"544","2009-03-02",0.51
"545","2009-03-03",0.51
"546","2009-03-04",0.51
"547","2009-03-05",0.51
"548","2009-03-06",0.51
"549","2009-03-09",0.64
"550","2009-03-10",0.64
"551","2009-03-11",0.64
"552","2009-03-12",0.64
"553","2009-03-13",0.64
"554","2009-03-16",0.64
"555","2009-03-17",0.64
"556","2009-03-18",0.64
"557","2009-03-19",0.64
"558","2009-03-20",0.55
"559","2009-03-23",0.62
"560","2009-03-24",0.6
"561","2009-03-25",0.6
"562","2009-03-26",0.6
"563","2009-03-27",0.6
"564","2009-03-30",0.6
"565","2009-03-31",0.7
"566","2009-04-01",0.7
"567","2009-04-02",0.7
"568","2009-04-03",0.69
"569","2009-04-06",0.5
"570","2009-04-07",0.38
"571","2009-04-08",0.38
"572","2009-04-09",0.39
"573","2009-04-13",0.6
"574","2009-04-14",0.6
"575","2009-04-15",0.65
"576","2009-04-16",0.65
"577","2009-04-17",0.65
"578","2009-04-20",0.69
"579","2009-04-21",0.69
"580","2009-04-22",0.69
"581","2009-04-23",0.69
"582","2009-04-24",0.69
"583","2009-04-27",0.69
"584","2009-04-28",0.7
"585","2009-04-29",0.7
"586","2009-04-30",0.7
"587","2009-05-01",0.7
"588","2009-05-04",0.7
"589","2009-05-05",0.7
"590","2009-05-06",0.7
"591","2009-05-07",0.7
"592","2009-05-08",0.7
"593","2009-05-11",0.7
"594","2009-05-12",0.7
"595","2009-05-13",0.7
"596","2009-05-14",0.7
"597","2009-05-15",0.69
"598","2009-05-18",0.48
"599","2009-05-19",0.51
"600","2009-05-20",0.55
"601","2009-05-21",0.55
"602","2009-05-22",0.58
"603","2009-05-26",0.58
"604","2009-05-27",0.58
"605","2009-05-28",0.58
"606","2009-05-29",0.69
"607","2009-06-01",0.69
"608","2009-06-02",0.55
"609","2009-06-03",0.55
"610","2009-06-04",0.65
"611","2009-06-05",0.51
"612","2009-06-08",0.51
"613","2009-06-09",0.49
"614","2009-06-10",0.49
"615","2009-06-11",0.47
"616","2009-06-12",0.48
"617","2009-06-15",0.47
"618","2009-06-16",0.45
"619","2009-06-17",0.5
"620","2009-06-18",0.5
"621","2009-06-19",0.5
"622","2009-06-22",0.45
"623","2009-06-23",0.45
"624","2009-06-24",0.45
"625","2009-06-25",0.45
"626","2009-06-26",0.45
"627","2009-06-29",0.49
"628","2009-06-30",0.49
"629","2009-07-01",0.52
"630","2009-07-02",0.52
"631","2009-07-06",0.45
"632","2009-07-07",0.52
"633","2009-07-08",0.46
"634","2009-07-09",0.46
"635","2009-07-10",0.51
"636","2009-07-13",0.42
"637","2009-07-14",0.42
"638","2009-07-15",0.49
"639","2009-07-16",0.49
"640","2009-07-17",0.5
"641","2009-07-20",0.42
"642","2009-07-21",0.42
"643","2009-07-22",0.5
"644","2009-07-23",0.5
"645","2009-07-24",0.43
"646","2009-07-27",0.43
"647","2009-07-28",0.46
"648","2009-07-29",0.45
"649","2009-07-30",0.49
"650","2009-07-31",0.46
"651","2009-08-03",0.43
"652","2009-08-04",0.43
"653","2009-08-05",0.43
"654","2009-08-06",0.43
"655","2009-08-07",0.43
"656","2009-08-10",0.49
"657","2009-08-11",0.49
"658","2009-08-12",0.49
"659","2009-08-13",0.49
"660","2009-08-14",0.49
"661","2009-08-17",0.42
"662","2009-08-18",0.44
"663","2009-08-19",0.46
"664","2009-08-20",0.42
"665","2009-08-21",0.42
"666","2009-08-24",0.49
"667","2009-08-25",0.5
"668","2009-08-26",0.5
"669","2009-08-27",0.5
"670","2009-08-28",0.5
"671","2009-08-31",0.42
"672","2009-09-01",0.42
"673","2009-09-02",0.44
"674","2009-09-03",0.41
"675","2009-09-04",0.41
"676","2009-09-08",0.45
"677","2009-09-09",0.45
"678","2009-09-10",0.41
"679","2009-09-11",0.41
"680","2009-09-14",0.41
"681","2009-09-15",0.44
"682","2009-09-16",0.44
"683","2009-09-17",0.44
"684","2009-09-18",0.35
"685","2009-09-21",0.41
"686","2009-09-22",0.41
"687","2009-09-23",0.41
"688","2009-09-24",0.41
"689","2009-09-25",0.41
"690","2009-09-28",0.41
"691","2009-09-29",0.41
"692","2009-09-30",0.4
"693","2009-10-01",0.4
"694","2009-10-02",0.4
"695","2009-10-05",0.4
"696","2009-10-06",0.4
"697","2009-10-07",0.43
"698","2009-10-08",0.42
"699","2009-10-09",0.42
"700","2009-10-12",0.42
"701","2009-10-13",0.4
"702","2009-10-14",0.4
"703","2009-10-15",0.4
"704","2009-10-16",0.4
"705","2009-10-19",0.45
"706","2009-10-20",0.38
"707","2009-10-21",0.4
"708","2009-10-22",0.38
"709","2009-10-23",0.39
"710","2009-10-26",0.39
"711","2009-10-27",0.39
"712","2009-10-28",0.38
"713","2009-10-29",0.41
"714","2009-10-30",0.41
"715","2009-11-02",0.42
"716","2009-11-03",0.42
"717","2009-11-04",0.36
"718","2009-11-05",0.4
"719","2009-11-06",0.4
"720","2009-11-09",0.41
"721","2009-11-10",0.41
"722","2009-11-11",0.41
"723","2009-11-12",0.41
"724","2009-11-13",0.41
"725","2009-11-16",0.41
"726","2009-11-17",0.41
"727","2009-11-18",0.38
"728","2009-11-19",0.38
"729","2009-11-20",0.41
"730","2009-11-23",0.41
"731","2009-11-24",0.41
"732","2009-11-25",0.41
"733","2009-11-27",0.41
"734","2009-11-30",0.38
"735","2009-12-01",0.38
"736","2009-12-02",0.38
"737","2009-12-03",0.37
"738","2009-12-04",0.41
"739","2009-12-07",0.39
"740","2009-12-08",0.39
"741","2009-12-09",0.43
"742","2009-12-10",0.43
"743","2009-12-11",0.37
"744","2009-12-14",0.37
"745","2009-12-15",0.36
"746","2009-12-16",0.37
"747","2009-12-17",0.37
"748","2009-12-18",0.37
"749","2009-12-21",0.39
"750","2009-12-22",0.39
"751","2009-12-23",0.39
"752","2009-12-24",0.37
"753","2009-12-28",0.37
"754","2009-12-29",0.39
"755","2009-12-30",0.4
"756","2009-12-31",0.41
"757","2010-01-04",0.41
"758","2010-01-05",0.41
"759","2010-01-06",0.41
"760","2010-01-07",0.38
"761","2010-01-08",0.38
"762","2010-01-11",0.38
"763","2010-01-12",0.42
"764","2010-01-13",0.4
"765","2010-01-14",0.4
"766","2010-01-15",0.4
"767","2010-01-19",0.4
"768","2010-01-20",0.39
"769","2010-01-21",0.37
"770","2010-01-22",0.39
"771","2010-01-25",0.39
"772","2010-01-26",0.38
"773","2010-01-27",0.38
"774","2010-01-28",0.38
"775","2010-01-29",0.38
"776","2010-02-01",0.38
"777","2010-02-02",0.4
"778","2010-02-03",0.4
"779","2010-02-04",0.38
"780","2010-02-05",0.38
"781","2010-02-08",0.38
"782","2010-02-09",0.38
"783","2010-02-10",0.38
"784","2010-02-11",0.38
"785","2010-02-12",0.38
"786","2010-02-16",0.38
"787","2010-02-17",0.38
"788","2010-02-18",0.41
"789","2010-02-19",0.41
"790","2010-02-22",0.38
"791","2010-02-23",0.4
"792","2010-02-24",0.44
"793","2010-02-25",0.44
"794","2010-02-26",0.44
"795","2010-03-01",0.44
"796","2010-03-02",0.44
"797","2010-03-03",0.4
"798","2010-03-04",0.4
"799","2010-03-05",0.4
"800","2010-03-08",0.4
"801","2010-03-09",0.44
"802","2010-03-10",0.4
"803","2010-03-11",0.42
"804","2010-03-12",0.43
"805","2010-03-15",0.43
"806","2010-03-16",0.42
"807","2010-03-17",0.42
"808","2010-03-18",0.43
"809","2010-03-19",0.45
"810","2010-03-22",0.42
"811","2010-03-23",0.42
"812","2010-03-24",0.42
"813","2010-03-25",0.42
"814","2010-03-26",0.45
"815","2010-03-29",0.45
"816","2010-03-30",0.45
"817","2010-03-31",0.45
"818","2010-04-01",0.45
"819","2010-04-05",0.45
"820","2010-04-06",0.45
"821","2010-04-07",0.45
"822","2010-04-08",0.42
"823","2010-04-09",0.42
"824","2010-04-12",0.42
"825","2010-04-13",0.5
"826","2010-04-14",0.5
"827","2010-04-15",0.48
"828","2010-04-16",0.48
"829","2010-04-19",0.5
"830","2010-04-20",0.5
"831","2010-04-21",0.52
"832","2010-04-22",0.49
"833","2010-04-23",0.52
"834","2010-04-26",0.49
"835","2010-04-27",0.5
"836","2010-04-28",0.53
"837","2010-04-29",0.51
"838","2010-04-30",0.51
"839","2010-05-03",0.51
"840","2010-05-04",0.51
"841","2010-05-05",0.49
"842","2010-05-06",0.49
"843","2010-05-07",0.48
"844","2010-05-10",0.48
"845","2010-05-11",0.48
"846","2010-05-12",0.52
"847","2010-05-13",0.48
"848","2010-05-14",0.52
"849","2010-05-17",0.48
"850","2010-05-18",0.48
"851","2010-05-19",0.48
"852","2010-05-20",0.49
"853","2010-05-21",0.49
"854","2010-05-24",0.49
"855","2010-05-25",0.49
"856","2010-05-26",0.49
"857","2010-05-27",0.44
"858","2010-05-28",0.44
"859","2010-06-01",0.44
"860","2010-06-02",0.42
"861","2010-06-03",0.42
"862","2010-06-04",0.42
"863","2010-06-07",0.42
"864","2010-06-08",0.42
"865","2010-06-09",0.47
"866","2010-06-10",0.47
"867","2010-06-11",0.47
"868","2010-06-14",0.47
"869","2010-06-15",0.47
"870","2010-06-16",0.47
"871","2010-06-17",0.47
"872","2010-06-18",0.47
"873","2010-06-21",0.42
"874","2010-06-22",0.42
"875","2010-06-23",0.42
"876","2010-06-24",0.4
"877","2010-06-25",0.41
"878","2010-06-28",0.41
"879","2010-06-29",0.41
"880","2010-06-30",0.41
"881","2010-07-01",0.4
"882","2010-07-02",0.4
"883","2010-07-06",0.4
"884","2010-07-07",0.4
"885","2010-07-08",0.4
"886","2010-07-09",0.4
"887","2010-07-12",0.4
"888","2010-07-13",0.4
"889","2010-07-14",0.4
"890","2010-07-15",0.4
"891","2010-07-16",0.4
"892","2010-07-19",0.4
"893","2010-07-20",0.4
"894","2010-07-21",0.39
"895","2010-07-22",0.39
"896","2010-07-23",0.39
"897","2010-07-26",0.39
"898","2010-07-27",0.39
"899","2010-07-28",0.39
"900","2010-07-29",0.39
"901","2010-07-30",0.39
"902","2010-08-02",0.38
"903","2010-08-03",0.38
"904","2010-08-04",0.38
"905","2010-08-05",0.38
"906","2010-08-06",0.38
"907","2010-08-09",0.39
"908","2010-08-10",0.45
"909","2010-08-11",0.39
"910","2010-08-12",0.39
"911","2010-08-13",0.39
"912","2010-08-16",0.45
"913","2010-08-17",0.4
"914","2010-08-18",0.4
"915","2010-08-19",0.41
"916","2010-08-20",0.41
"917","2010-08-23",0.41
"918","2010-08-24",0.4
"919","2010-08-25",0.4
"920","2010-08-26",0.4
"921","2010-08-27",0.4
"922","2010-08-30",0.4
"923","2010-08-31",0.4
"924","2010-09-01",0.4
"925","2010-09-02",0.44
"926","2010-09-03",0.44
"927","2010-09-07",0.44
"928","2010-09-08",0.44
"929","2010-09-09",0.44
"930","2010-09-10",0.44
"931","2010-09-13",0.39
"932","2010-09-14",0.39
"933","2010-09-15",0.44
"934","2010-09-16",0.44
"935","2010-09-17",0.44
"936","2010-09-20",0.44
"937","2010-09-21",0.44
"938","2010-09-22",0.39
"939","2010-09-23",0.39
"940","2010-09-24",0.39
"941","2010-09-27",0.44
"942","2010-09-28",0.44
"943","2010-09-29",0.44
"944","2010-09-30",0.44
"945","2010-10-01",0.44
"946","2010-10-04",0.44
"947","2010-10-05",0.44
"948","2010-10-06",0.44
"949","2010-10-07",0.44
"950","2010-10-08",0.44
"951","2010-10-11",0.39
"952","2010-10-12",0.39
"953","2010-10-13",0.39
"954","2010-10-14",0.39
"955","2010-10-15",0.4
"956","2010-10-18",0.4
"957","2010-10-19",0.4
"958","2010-10-20",0.39
"959","2010-10-21",0.39
"960","2010-10-22",0.39
"961","2010-10-25",0.43
"962","2010-10-26",0.43
"963","2010-10-27",0.43
"964","2010-10-28",0.43
"965","2010-10-29",0.43
"966","2010-11-01",0.45
"967","2010-11-02",0.44
"968","2010-11-03",0.44
"969","2010-11-04",0.39
"970","2010-11-05",0.39
"971","2010-11-08",0.39
"972","2010-11-09",0.43
"973","2010-11-10",0.39
"974","2010-11-11",0.39
"975","2010-11-12",0.39
"976","2010-11-15",0.43
"977","2010-11-16",0.43
"978","2010-11-17",0.43
"979","2010-11-18",0.39
"980","2010-11-19",0.43
"981","2010-11-22",0.43
"982","2010-11-23",0.39
"983","2010-11-24",0.39
"984","2010-11-26",0.39
"985","2010-11-29",0.39
"986","2010-11-30",0.39
"987","2010-12-01",0.42
"988","2010-12-02",0.39
"989","2010-12-03",0.39
"990","2010-12-06",0.39
"991","2010-12-07",0.39
"992","2010-12-08",0.39
"993","2010-12-09",0.4
"994","2010-12-10",0.4
"995","2010-12-13",0.43
"996","2010-12-14",0.43
"997","2010-12-15",0.43
"998","2010-12-16",0.43
"999","2010-12-17",0.41
"1000","2010-12-20",0.41
