"","date","AY"
"1","2014-06-13",37
"2","2014-06-16",36.52
"3","2014-06-17",36.5
"4","2014-06-18",36.900002
"5","2014-06-19",37.360001
"6","2014-06-20",40
"7","2014-06-23",39.220001
"8","2014-06-24",38.400002
"9","2014-06-25",38.23
"10","2014-06-26",38.16
"11","2014-06-27",38.07
"12","2014-06-30",37.82
"13","2014-07-01",37.389999
"14","2014-07-02",37.299999
"15","2014-07-03",37.27
"16","2014-07-07",37.389999
"17","2014-07-08",37.400002
"18","2014-07-09",37.380001
"19","2014-07-10",37.419998
"20","2014-07-11",37.459999
"21","2014-07-14",38.630001
"22","2014-07-15",39.220001
"23","2014-07-16",40.380001
"24","2014-07-17",40.130001
"25","2014-07-18",39.900002
"26","2014-07-21",40.310001
"27","2014-07-22",39.689999
"28","2014-07-23",39.790001
"29","2014-07-24",40.07
"30","2014-07-25",39.799999
"31","2014-07-28",39.34
"32","2014-07-29",38.869999
"33","2014-07-30",37.830002
"34","2014-07-31",36.18
"35","2014-08-01",36.139999
"36","2014-08-04",36.5
"37","2014-08-05",36.169998
"38","2014-08-06",34.929001
"39","2014-08-07",34.52
"40","2014-08-08",35.490002
"41","2014-08-11",35.279999
"42","2014-08-12",35.43
"43","2014-08-13",37.09
"44","2014-08-14",36.700001
"45","2014-08-15",36.66
"46","2014-08-18",37.400002
"47","2014-08-19",36.91
"48","2014-08-20",37.939999
"49","2014-08-21",37.310001
"50","2014-08-22",38.470001
"51","2014-08-25",38.169998
"52","2014-08-26",38.599998
"53","2014-08-27",38.700001
"54","2014-08-28",38.939999
"55","2014-08-29",40.110001
"56","2014-09-02",38.91
"57","2014-09-03",40.099998
"58","2014-09-04",38.73
"59","2014-09-05",38.59
"60","2014-09-08",38.16
"61","2014-09-09",37.73
"62","2014-09-10",37.889999
"63","2014-09-11",37.650002
"64","2014-09-12",37.66
"65","2014-09-15",36.740002
"66","2014-09-16",37.150002
"67","2014-09-17",37.439999
"68","2014-09-18",36.82
"69","2014-09-19",37.68
"70","2014-09-22",36.299999
"71","2014-09-23",37.240002
"72","2014-09-24",36.84
"73","2014-09-25",35.27
"74","2014-09-26",36.380001
"75","2014-09-29",35.59
"76","2014-09-30",35.580002
"77","2014-10-01",33.91
"78","2014-10-02",32.990002
"79","2014-10-03",34.009998
"80","2014-10-06",33.41
"81","2014-10-07",32.619999
"82","2014-10-08",32.59
"83","2014-10-09",31.34
"84","2014-10-10",31.16
"85","2014-10-13",30.93
"86","2014-10-14",30.16
"87","2014-10-15",29.82
"88","2014-10-16",30.92
"89","2014-10-17",31.799999
"90","2014-10-20",31.52
"91","2014-10-21",32.5
"92","2014-10-22",31.879999
"93","2014-10-23",32.66
"94","2014-10-24",32.73
"95","2014-10-27",32.799999
"96","2014-10-28",33.150002
"97","2014-10-29",33.150002
"98","2014-10-30",32.950001
"99","2014-10-31",32.5
"100","2014-11-03",33.740002
"101","2014-11-04",31.219999
"102","2014-11-05",31.530001
"103","2014-11-06",32.48
"104","2014-11-07",32.400002
"105","2014-11-10",32.639999
"106","2014-11-11",31.83
"107","2014-11-12",32.369999
"108","2014-11-13",29.959999
"109","2014-11-14",26.870001
"110","2014-11-17",27.870001
"111","2014-11-18",28.129999
"112","2014-11-19",28.91
"113","2014-11-20",28.73
"114","2014-11-21",29.129999
"115","2014-11-24",29.18
"116","2014-11-25",29.66
"117","2014-11-26",29.790001
"118","2014-11-28",28.200001
"119","2014-12-01",25.870001
"120","2014-12-02",27.73
"121","2014-12-03",27.67
"122","2014-12-04",27.59
"123","2014-12-05",28.200001
"124","2014-12-08",27.1
"125","2014-12-09",27.059999
"126","2014-12-10",26.950001
"127","2014-12-11",26.719999
"128","2014-12-12",25.799999
"129","2014-12-15",26.040001
"130","2014-12-16",25.290001
"131","2014-12-17",25.870001
"132","2014-12-18",25.77
"133","2014-12-19",25.629999
"134","2014-12-22",25.49
"135","2014-12-23",25.74
"136","2014-12-24",25.74
"137","2014-12-26",25.93
"138","2014-12-29",26.4
"139","2014-12-30",27.15
"140","2014-12-31",27.32
"141","2015-01-02",27.85
"142","2015-01-05",26.57
"143","2015-01-06",27.23
"144","2015-01-07",27.889999
"145","2015-01-08",27.08
"146","2015-01-09",29.16
"147","2015-01-12",28.35
"148","2015-01-13",31.299999
"149","2015-01-14",31.75
"150","2015-01-15",31.5
"151","2015-01-16",31.879999
"152","2015-01-20",31.67
"153","2015-01-21",32.380001
"154","2015-01-22",32.540001
"155","2015-01-23",34.080002
"156","2015-01-26",35
"157","2015-01-27",34.990002
"158","2015-01-28",34.470001
"159","2015-01-29",33.849998
"160","2015-01-30",32.919998
"161","2015-02-02",33.330002
"162","2015-02-03",33.200001
"163","2015-02-04",33.189999
"164","2015-02-05",33.139999
"165","2015-02-06",32.200001
"166","2015-02-09",32.57
"167","2015-02-10",34.02
"168","2015-02-11",33.299999
"169","2015-02-12",34.32
"170","2015-02-13",34.400002
"171","2015-02-17",33.93
"172","2015-02-18",34.700001
"173","2015-02-19",34.669998
"174","2015-02-20",34.73
"175","2015-02-23",33.419998
"176","2015-02-24",34.029999
"177","2015-02-25",33.099998
"178","2015-02-26",32.279999
"179","2015-02-27",32.790001
"180","2015-03-02",32.57
"181","2015-03-03",32.610001
"182","2015-03-04",32.619999
"183","2015-03-05",33.41
"184","2015-03-06",33.02
"185","2015-03-09",32.799999
"186","2015-03-10",32.509998
"187","2015-03-11",32.439999
"188","2015-03-12",33.209999
"189","2015-03-13",32.240002
"190","2015-03-16",32.84
"191","2015-03-17",33.439999
"192","2015-03-18",33.959999
"193","2015-03-19",33.189999
"194","2015-03-20",34
"195","2015-03-23",33.68
"196","2015-03-24",33.380001
"197","2015-03-25",32.66
"198","2015-03-26",32.549999
"199","2015-03-27",33.869999
"200","2015-03-30",33.68
"201","2015-03-31",33.779999
"202","2015-04-01",34.139999
"203","2015-04-02",34.290001
"204","2015-04-06",34.25
"205","2015-04-07",34.209999
"206","2015-04-08",34.41
"207","2015-04-09",34.669998
"208","2015-04-10",35.169998
"209","2015-04-13",35.439999
"210","2015-04-14",35.23
"211","2015-04-15",35.540001
"212","2015-04-16",35.424999
"213","2015-04-17",35.009998
"214","2015-04-20",35.27
"215","2015-04-21",35.209999
"216","2015-04-22",35.18
"217","2015-04-23",34.849998
"218","2015-04-24",34.73
"219","2015-04-27",34.73
"220","2015-04-28",34.799999
"221","2015-04-29",34.459999
"222","2015-04-30",33.91
"223","2015-05-01",33.529999
"224","2015-05-04",34.049999
"225","2015-05-05",34.119999
"226","2015-05-06",33.540001
"227","2015-05-07",34.169998
"228","2015-05-08",35.400002
"229","2015-05-11",36.169998
"230","2015-05-12",36.419998
"231","2015-05-13",36.450001
"232","2015-05-14",37.130001
"233","2015-05-15",37.27
"234","2015-05-18",37.27
"235","2015-05-19",37.240002
"236","2015-05-20",38.310001
"237","2015-05-21",37.990002
"238","2015-05-22",38.400002
"239","2015-05-26",38.41
"240","2015-05-27",38.619999
"241","2015-05-28",38.799999
"242","2015-05-29",38.439999
"243","2015-06-01",38.099998
"244","2015-06-02",37.560001
"245","2015-06-03",36.900002
"246","2015-06-04",36.279999
"247","2015-06-05",36.200001
"248","2015-06-08",35.669998
"249","2015-06-09",35.610001
"250","2015-06-10",35.919998
"251","2015-06-11",35.990002
"252","2015-06-12",35.509998
"253","2015-06-15",36.119999
"254","2015-06-16",36.48
"255","2015-06-17",36.689999
"256","2015-06-18",36.580002
"257","2015-06-19",36.119999
"258","2015-06-22",36.240002
"259","2015-06-23",35.330002
"260","2015-06-24",35.009998
"261","2015-06-25",35.040001
"262","2015-06-26",33.860001
"263","2015-06-29",32.220001
"264","2015-06-30",31.32
"265","2015-07-01",31.959999
"266","2015-07-02",31.66
"267","2015-07-06",32
"268","2015-07-07",32.299999
"269","2015-07-08",31.959999
"270","2015-07-09",32.23
"271","2015-07-10",32.220001
"272","2015-07-13",32.290001
"273","2015-07-14",32.169998
"274","2015-07-15",31.709999
"275","2015-07-16",31.52
"276","2015-07-17",30.83
"277","2015-07-20",29.82
"278","2015-07-21",29.49
"279","2015-07-22",28.889999
"280","2015-07-23",28.41
"281","2015-07-24",27.09
"282","2015-07-27",26.9
"283","2015-07-28",27.1
"284","2015-07-29",27
"285","2015-07-30",27.049999
"286","2015-07-31",25.379999
"287","2015-08-03",24.68
"288","2015-08-04",23.209999
"289","2015-08-05",23.969999
"290","2015-08-06",21.549999
"291","2015-08-07",22.530001
"292","2015-08-10",23.190001
"293","2015-08-11",22.709999
"294","2015-08-12",23.610001
"295","2015-08-13",23.99
"296","2015-08-14",22.52
"297","2015-08-17",22.200001
"298","2015-08-18",21.469999
"299","2015-08-19",21.190001
"300","2015-08-20",20.389999
"301","2015-08-21",19.85
"302","2015-08-24",19.200001
"303","2015-08-25",20.040001
"304","2015-08-26",21.299999
"305","2015-08-27",21.889999
"306","2015-08-28",23.040001
"307","2015-08-31",22.76
"308","2015-09-01",21.91
"309","2015-09-02",22.540001
"310","2015-09-03",22.360001
"311","2015-09-04",21.5
"312","2015-09-08",19.780001
"313","2015-09-09",19.639999
"314","2015-09-10",18.91
"315","2015-09-11",18.790001
"316","2015-09-14",19.209999
"317","2015-09-15",19.33
"318","2015-09-16",19.299999
"319","2015-09-17",19.67
"320","2015-09-18",19.34
"321","2015-09-21",18.41
"322","2015-09-22",17.540001
"323","2015-09-23",18.559999
"324","2015-09-24",18.52
"325","2015-09-25",17.18
"326","2015-09-28",16.52
"327","2015-09-29",16.4
"328","2015-09-30",16.549999
"329","2015-10-01",16.549999
"330","2015-10-02",18.059999
"331","2015-10-05",19.040001
"332","2015-10-06",19.66
"333","2015-10-07",19.85
"334","2015-10-08",20.74
"335","2015-10-09",21.1
"336","2015-10-12",20.08
"337","2015-10-13",19.85
"338","2015-10-14",19.639999
"339","2015-10-15",19.58
"340","2015-10-16",19.74
"341","2015-10-19",20.16
"342","2015-10-20",20.219999
"343","2015-10-21",19.139999
"344","2015-10-22",18.6
"345","2015-10-23",18.84
"346","2015-10-26",18.65
"347","2015-10-27",18.280001
"348","2015-10-28",19.25
"349","2015-10-29",18.780001
"350","2015-10-30",18.530001
"351","2015-11-02",19.27
"352","2015-11-03",20.34
"353","2015-11-04",20.610001
"354","2015-11-05",19.5
"355","2015-11-06",20.809999
"356","2015-11-09",21.059999
"357","2015-11-10",21.01
"358","2015-11-11",20.959999
"359","2015-11-12",20.120001
"360","2015-11-13",19.530001
"361","2015-11-16",19.389999
"362","2015-11-17",17.799999
"363","2015-11-18",18.9
"364","2015-11-19",18.49
"365","2015-11-20",17.08
"366","2015-11-23",17.5
"367","2015-11-24",17.450001
"368","2015-11-25",15.28
"369","2015-11-27",14.85
"370","2015-11-30",14.48
"371","2015-12-01",16.02
"372","2015-12-02",15.2
"373","2015-12-03",15.25
"374","2015-12-04",14.83
"375","2015-12-07",14.15
"376","2015-12-08",14.15
"377","2015-12-09",14.45
"378","2015-12-10",15.35
"379","2015-12-11",15.01
"380","2015-12-14",14.7
"381","2015-12-15",15.99
"382","2015-12-16",17.030001
"383","2015-12-17",17.299999
"384","2015-12-18",17.82
"385","2015-12-21",18.4
"386","2015-12-22",18.459999
"387","2015-12-23",18.82
"388","2015-12-24",18.98
"389","2015-12-28",19.02
"390","2015-12-29",19.110001
"391","2015-12-30",19.219999
"392","2015-12-31",19.290001
"393","2016-01-04",18.620001
"394","2016-01-05",18.370001
"395","2016-01-06",17.99
"396","2016-01-07",17.5
"397","2016-01-08",17.65
"398","2016-01-11",17.57
"399","2016-01-12",17.59
"400","2016-01-13",17.26
"401","2016-01-14",17.290001
"402","2016-01-15",16.620001
"403","2016-01-19",16.780001
"404","2016-01-20",17.25
"405","2016-01-21",17.32
"406","2016-01-22",18.27
"407","2016-01-25",17.559999
"408","2016-01-26",17.559999
"409","2016-01-27",17.450001
"410","2016-01-28",17.799999
"411","2016-01-29",16.950001
"412","2016-02-01",17.25
"413","2016-02-02",15.91
"414","2016-02-03",16.43
"415","2016-02-04",16.85
"416","2016-02-05",16.93
"417","2016-02-08",16.02
"418","2016-02-09",15.31
"419","2016-02-10",14.86
"420","2016-02-11",13.65
"421","2016-02-12",13.73
"422","2016-02-16",14.61
"423","2016-02-17",15.82
"424","2016-02-18",16.25
"425","2016-02-19",15.96
"426","2016-02-22",15.96
"427","2016-02-23",15.68
"428","2016-02-24",15.49
"429","2016-02-25",16.07
"430","2016-02-26",16.16
"431","2016-02-29",16.77
"432","2016-03-01",15.89
"433","2016-03-02",16.91
"434","2016-03-03",16.75
"435","2016-03-04",16
"436","2016-03-07",16.25
"437","2016-03-08",15.98
"438","2016-03-09",16.75
"439","2016-03-10",18
"440","2016-03-11",17.870001
"441","2016-03-14",17.76
"442","2016-03-15",17.719999
"443","2016-03-16",17.780001
"444","2016-03-17",18.209999
"445","2016-03-18",17.59
"446","2016-03-21",17.735001
"447","2016-03-22",17.93
"448","2016-03-23",17.41
"449","2016-03-24",17.57
"450","2016-03-28",17.74
"451","2016-03-29",18.450001
"452","2016-03-30",17.9
"453","2016-03-31",17.780001
"454","2016-04-01",17.18
"455","2016-04-04",16.639999
"456","2016-04-05",16.48
"457","2016-04-06",16.719999
"458","2016-04-07",16.530001
"459","2016-04-08",16.74
"460","2016-04-11",16.49
"461","2016-04-12",17.040001
"462","2016-04-13",17.450001
"463","2016-04-14",18.030001
"464","2016-04-15",18.42
"465","2016-04-18",18.48
"466","2016-04-19",18.290001
"467","2016-04-20",18.42
"468","2016-04-21",18.549999
"469","2016-04-22",18.67
"470","2016-04-25",18.25
"471","2016-04-26",18.59
"472","2016-04-27",18.75
"473","2016-04-28",18.629999
"474","2016-04-29",18.030001
"475","2016-05-02",17.889999
"476","2016-05-03",17.18
"477","2016-05-04",17.01
"478","2016-05-05",16.870001
"479","2016-05-06",16.84
"480","2016-05-09",16.559999
"481","2016-05-10",16.969999
"482","2016-05-11",16.41
"483","2016-05-12",16.1
"484","2016-05-13",16.450001
"485","2016-05-16",16.48
"486","2016-05-17",16.639999
"487","2016-05-18",16.83
"488","2016-05-19",17.99
"489","2016-05-20",17.950001
"490","2016-05-23",17.889999
"491","2016-05-24",17.790001
"492","2016-05-25",17.52
"493","2016-05-26",17.6
"494","2016-05-27",17.83
"495","2016-05-31",17.98
"496","2016-06-01",17.84
"497","2016-06-02",17.959999
"498","2016-06-03",18
"499","2016-06-06",17.959999
"500","2016-06-07",17.93
"501","2016-06-08",17.99
"502","2016-06-09",17.84
"503","2016-06-10",17.1
"504","2016-06-13",17
"505","2016-06-14",17.09
"506","2016-06-15",17.16
"507","2016-06-16",17.34
"508","2016-06-17",17.93
"509","2016-06-20",18.08
"510","2016-06-21",18.280001
"511","2016-06-22",18.139999
"512","2016-06-23",18.51
"513","2016-06-24",17.34
"514","2016-06-27",16.26
"515","2016-06-28",17.129999
"516","2016-06-29",18.360001
"517","2016-06-30",18.58
"518","2016-07-01",19.01
"519","2016-07-05",19.1
"520","2016-07-06",19.309999
"521","2016-07-07",19.360001
"522","2016-07-08",20.32
"523","2016-07-11",20.76
"524","2016-07-12",20.24
"525","2016-07-13",20
"526","2016-07-14",19.9
"527","2016-07-15",20
"528","2016-07-18",20.110001
"529","2016-07-19",19.84
"530","2016-07-20",20.209999
"531","2016-07-21",20.549999
"532","2016-07-22",20.77
"533","2016-07-25",20.67
"534","2016-07-26",20.780001
"535","2016-07-27",20.540001
"536","2016-07-28",20.35
"537","2016-07-29",20.15
"538","2016-08-01",19.76
"539","2016-08-02",19.59
"540","2016-08-03",19.73
"541","2016-08-04",19.83
"542","2016-08-05",20.389999
"543","2016-08-08",20.139999
"544","2016-08-09",20.209999
"545","2016-08-10",19.84
"546","2016-08-11",19.77
"547","2016-08-12",19.440001
"548","2016-08-15",19.67
"549","2016-08-16",19.26
"550","2016-08-17",19.309999
"551","2016-08-18",19.43
"552","2016-08-19",19.25
"553","2016-08-22",19.129999
"554","2016-08-23",19.51
"555","2016-08-24",19.26
"556","2016-08-25",19.219999
"557","2016-08-26",19.129999
"558","2016-08-29",18.41
"559","2016-08-30",18.620001
"560","2016-08-31",18.91
"561","2016-09-01",18.790001
"562","2016-09-02",19.02
"563","2016-09-06",19.16
"564","2016-09-07",19.42
"565","2016-09-08",19.690001
"566","2016-09-09",19.049999
"567","2016-09-12",18.889999
"568","2016-09-13",18.75
"569","2016-09-14",19
"570","2016-09-15",18.690001
"571","2016-09-16",18.360001
"572","2016-09-19",18.219999
"573","2016-09-20",18.26
"574","2016-09-21",18.41
"575","2016-09-22",18.82
"576","2016-09-23",19
"577","2016-09-26",19.01
"578","2016-09-27",19.01
"579","2016-09-28",19.299999
"580","2016-09-29",19.01
"581","2016-09-30",19.01
"582","2016-10-03",19.01
"583","2016-10-04",18.77
"584","2016-10-05",19
"585","2016-10-06",18.75
"586","2016-10-07",18.49
"587","2016-10-10",18.51
"588","2016-10-11",18.32
"589","2016-10-12",17.790001
"590","2016-10-13",17.940001
"591","2016-10-14",18.07
"592","2016-10-17",18.07
"593","2016-10-18",18.549999
"594","2016-10-19",18.66
"595","2016-10-20",18.610001
"596","2016-10-21",18.59
"597","2016-10-24",18.440001
"598","2016-10-25",18.23
"599","2016-10-26",17.790001
"600","2016-10-27",17.799999
"601","2016-10-28",17.76
"602","2016-10-31",17.98
"603","2016-11-01",17.74
"604","2016-11-02",17.459999
"605","2016-11-03",17.17
"606","2016-11-04",17.879999
"607","2016-11-07",17.99
"608","2016-11-08",17.99
"609","2016-11-09",17.139999
"610","2016-11-10",16.83
"611","2016-11-11",16.889999
"612","2016-11-14",17.969999
