"","date","ESXB"
"383","2008-07-10",4.47
"384","2008-07-11",4.55
"385","2008-07-14",4.55
"386","2008-07-15",4.49
"387","2008-07-16",4.4
"388","2008-07-17",4.48
"389","2008-07-18",4.51
"390","2008-07-21",4.42
"391","2008-07-22",4.3
"392","2008-07-23",4.26
"393","2008-07-24",4.6
"394","2008-07-25",4.55
"395","2008-07-28",4.56
"396","2008-07-29",4.24
"397","2008-07-30",4.2
"398","2008-07-31",4.36
"399","2008-08-01",4.34
"400","2008-08-04",4.5
"401","2008-08-05",4.5
"402","2008-08-06",4.5
"403","2008-08-07",4.5
"404","2008-08-08",4.48
"405","2008-08-11",4.5
"406","2008-08-12",4.46
"407","2008-08-13",4.45
"408","2008-08-14",4.3
"409","2008-08-15",4.3
"410","2008-08-18",4.26
"411","2008-08-19",4.5
"412","2008-08-20",4.52
"413","2008-08-21",4.49
"414","2008-08-22",4.31
"415","2008-08-25",4.49
"416","2008-08-26",4.4
"417","2008-08-27",4.39
"418","2008-08-28",4.45
"419","2008-08-29",4.51
"420","2008-09-02",4.35
"421","2008-09-03",4.35
"422","2008-09-04",4.25
"423","2008-09-05",4.24
"424","2008-09-08",4.49
"425","2008-09-09",4.37
"426","2008-09-10",4.35
"427","2008-09-11",4.06
"428","2008-09-12",4.1
"429","2008-09-15",3.96
"430","2008-09-16",3.9
"431","2008-09-17",3.89
"432","2008-09-18",3.89
"433","2008-09-19",4.3
"434","2008-09-22",3.87
"435","2008-09-23",4
"436","2008-09-24",4
"437","2008-09-25",4.12
"438","2008-09-26",4.12
"439","2008-09-29",4.01
"440","2008-09-30",4
"441","2008-10-01",4.22
"442","2008-10-02",4.15
"443","2008-10-03",4.15
"444","2008-10-06",3.91
"445","2008-10-07",3.48
"446","2008-10-08",3.6
"447","2008-10-09",3.4
"448","2008-10-10",3.35
"449","2008-10-13",3.4
"450","2008-10-14",3.8
"451","2008-10-15",3.74
"452","2008-10-16",3.64
"453","2008-10-17",3.75
"454","2008-10-20",3.4
"455","2008-10-21",3.55
"456","2008-10-22",3.55
"457","2008-10-23",3.55
"458","2008-10-24",3.36
"459","2008-10-27",3.36
"460","2008-10-28",3.54
"461","2008-10-29",3.3
"462","2008-10-30",3.31
"463","2008-10-31",3.5
"464","2008-11-03",3.25
"465","2008-11-04",3.3
"466","2008-11-05",3.15
"467","2008-11-06",3.2
"468","2008-11-07",3.4
"469","2008-11-10",3.32
"470","2008-11-11",3.6
"471","2008-11-12",3.3
"472","2008-11-13",3.3
"473","2008-11-14",3.17
"474","2008-11-17",3.23
"475","2008-11-18",3.1
"476","2008-11-19",3.1
"477","2008-11-20",3.05
"478","2008-11-21",2.8
"479","2008-11-24",2.99
"480","2008-11-25",3.3
"481","2008-11-26",3.36
"482","2008-11-28",3.55
"483","2008-12-01",3.42
"484","2008-12-02",3.35
"485","2008-12-03",3.35
"486","2008-12-04",3.05
"487","2008-12-05",3.22
"488","2008-12-08",3.05
"489","2008-12-09",3.05
"490","2008-12-10",3.05
"491","2008-12-11",2.9
"492","2008-12-12",3
"493","2008-12-15",3
"494","2008-12-16",3
"495","2008-12-17",3
"496","2008-12-18",3.1
"497","2008-12-19",3
"498","2008-12-22",3.01
"499","2008-12-23",3
"500","2008-12-24",3.09
"501","2008-12-26",2.8
"502","2008-12-29",2.9
"503","2008-12-30",2.97
"504","2008-12-31",3
"505","2009-01-02",3.11
"506","2009-01-05",3.33
"507","2009-01-06",3.33
"508","2009-01-07",3.3
"509","2009-01-08",3.15
"510","2009-01-09",3.06
"511","2009-01-12",3.13
"512","2009-01-13",3.19
"513","2009-01-14",3.19
"514","2009-01-15",3.1
"515","2009-01-16",2.97
"516","2009-01-20",2.96
"517","2009-01-21",2.94
"518","2009-01-22",2.58
"519","2009-01-23",2.67
"520","2009-01-26",2.99
"521","2009-01-27",3.05
"522","2009-01-28",3.05
"523","2009-01-29",3.1
"524","2009-01-30",3.05
"525","2009-02-02",3.1
"526","2009-02-03",3.05
"527","2009-02-04",3.1
"528","2009-02-05",3.1
"529","2009-02-06",3.15
"530","2009-02-09",3.15
"531","2009-02-10",3.15
"532","2009-02-11",3.3
"533","2009-02-12",3.35
"534","2009-02-13",3.35
"535","2009-02-17",3.55
"536","2009-02-18",3.5
"537","2009-02-19",3.65
"538","2009-02-20",3.5
"539","2009-02-23",3.62
"540","2009-02-24",3.5
"541","2009-02-25",3.56
"542","2009-02-26",3.55
"543","2009-02-27",3.5
"544","2009-03-02",3.2
"545","2009-03-03",3.37
"546","2009-03-04",3.32
"547","2009-03-05",3.31
"548","2009-03-06",3.49
"549","2009-03-09",3.31
"550","2009-03-10",3.5
"551","2009-03-11",3.5
"552","2009-03-12",3.55
"553","2009-03-13",3.5
"554","2009-03-16",3.46
"555","2009-03-17",3.5
"556","2009-03-18",3.62
"557","2009-03-19",3.62
"558","2009-03-20",3.45
"559","2009-03-23",3.33
"560","2009-03-24",3.37
"561","2009-03-25",3.43
"562","2009-03-26",3.35
"563","2009-03-27",3.4
"564","2009-03-30",3.35
"565","2009-03-31",3.4
"566","2009-04-01",3.45
"567","2009-04-02",3.49
"568","2009-04-03",3.5
"569","2009-04-06",3.6
"570","2009-04-07",3.57
"571","2009-04-08",3.57
"572","2009-04-09",3.57
"573","2009-04-13",3.57
"574","2009-04-14",3.6
"575","2009-04-15",3.6
"576","2009-04-16",3.65
"577","2009-04-17",3.69
"578","2009-04-20",3.65
"579","2009-04-21",3.7
"580","2009-04-22",3.73
"581","2009-04-23",3.75
"582","2009-04-24",3.71
"583","2009-04-27",3.65
"584","2009-04-28",3.64
"585","2009-04-29",3.65
"586","2009-04-30",3.65
"587","2009-05-01",3.55
"588","2009-05-04",3.6
"589","2009-05-05",3.6
"590","2009-05-06",3.7
"591","2009-05-07",3.79
"592","2009-05-08",4.08
"593","2009-05-11",4.27
"594","2009-05-12",3.84
"595","2009-05-13",4.03
"596","2009-05-14",4.2
"597","2009-05-15",4.25
"598","2009-05-18",4.2
"599","2009-05-19",4.33
"600","2009-05-20",4.2
"601","2009-05-21",4.25
"602","2009-05-22",3.8
"603","2009-05-26",3.85
"604","2009-05-27",3.69
"605","2009-05-28",3.61
"606","2009-05-29",3.1
"607","2009-06-01",3.22
"608","2009-06-02",3.14
"609","2009-06-03",3.54
"610","2009-06-04",3.54
"611","2009-06-05",3.54
"612","2009-06-08",3.46
"613","2009-06-09",3.49
"614","2009-06-10",3.5
"615","2009-06-11",3.52
"616","2009-06-12",3.55
"617","2009-06-15",3.68
"618","2009-06-16",3.73
"619","2009-06-17",3.67
"620","2009-06-18",3.67
"621","2009-06-19",3.63
"622","2009-06-22",3.5
"623","2009-06-23",3.5
"624","2009-06-24",3.41
"625","2009-06-25",3.51
"626","2009-06-26",3.3
"627","2009-06-29",3.34
"628","2009-06-30",3.7
"629","2009-07-01",3.53
"630","2009-07-02",3.45
"631","2009-07-06",3.4
"632","2009-07-07",3.4
"633","2009-07-08",3.4
"634","2009-07-09",3.4
"635","2009-07-10",3.39
"636","2009-07-13",3.4
"637","2009-07-14",3.49
"638","2009-07-15",3.45
"639","2009-07-16",3.35
"640","2009-07-17",3.5
"641","2009-07-20",3.59
"642","2009-07-21",3.65
"643","2009-07-22",3.68
"644","2009-07-23",3.68
"645","2009-07-24",3.7
"646","2009-07-27",3.64
"647","2009-07-28",3.71
"648","2009-07-29",3.3
"649","2009-07-30",3.36
"650","2009-07-31",3.34
"651","2009-08-03",3.32
"652","2009-08-04",3.4
"653","2009-08-05",3.5
"654","2009-08-06",3.52
"655","2009-08-07",3.3
"656","2009-08-10",3.3
"657","2009-08-11",3.28
"658","2009-08-12",3.28
"659","2009-08-13",3.28
"660","2009-08-14",3.3
"661","2009-08-17",3.4
"662","2009-08-18",3.38
"663","2009-08-19",3.25
"664","2009-08-20",3.2
"665","2009-08-21",3.25
"666","2009-08-24",3.36
"667","2009-08-25",3.35
"668","2009-08-26",3.36
"669","2009-08-27",3.42
"670","2009-08-28",3.47
"671","2009-08-31",3.35
"672","2009-09-01",3.3
"673","2009-09-02",3.3
"674","2009-09-03",3.33
"675","2009-09-04",3.28
"676","2009-09-08",3.24
"677","2009-09-09",3.25
"678","2009-09-10",3.21
"679","2009-09-11",3.3
"680","2009-09-14",3.49
"681","2009-09-15",3.45
"682","2009-09-16",3.38
"683","2009-09-17",3.5
"684","2009-09-18",3.46
"685","2009-09-21",3.39
"686","2009-09-22",3.43
"687","2009-09-23",3.42
"688","2009-09-24",3.4
"689","2009-09-25",3.47
"690","2009-09-28",3.47
"691","2009-09-29",3.43
"692","2009-09-30",3.44
"693","2009-10-01",3.5
"694","2009-10-02",3.42
"695","2009-10-05",3.42
"696","2009-10-06",3.51
"697","2009-10-07",3.49
"698","2009-10-08",3.47
"699","2009-10-09",3.4
"700","2009-10-12",3.45
"701","2009-10-13",3.41
"702","2009-10-14",3.49
"703","2009-10-15",3.5
"704","2009-10-16",3.48
"705","2009-10-19",3.45
"706","2009-10-20",3.45
"707","2009-10-21",3.44
"708","2009-10-22",3.37
"709","2009-10-23",3.39
"710","2009-10-26",3.2
"711","2009-10-27",3.31
"712","2009-10-28",3.31
"713","2009-10-29",3.25
"714","2009-10-30",3.14
"715","2009-11-02",3.1
"716","2009-11-03",3.14
"717","2009-11-04",3.14
"718","2009-11-05",3.11
"719","2009-11-06",3.04
"720","2009-11-09",3.04
"721","2009-11-10",3
"722","2009-11-11",2.95
"723","2009-11-12",2.9
"724","2009-11-13",2.9
"725","2009-11-16",2.88
"726","2009-11-17",2.87
"727","2009-11-18",2.86
"728","2009-11-19",2.75
"729","2009-11-20",2.77
"730","2009-11-23",2.75
"731","2009-11-24",2.8
"732","2009-11-25",2.75
"733","2009-11-27",2.73
"734","2009-11-30",2.7
"735","2009-12-01",2.55
"736","2009-12-02",2.47
"737","2009-12-03",2.63
"738","2009-12-04",2.7
"739","2009-12-07",2.73
"740","2009-12-08",2.73
"741","2009-12-09",2.6
"742","2009-12-10",2.57
"743","2009-12-11",2.59
"744","2009-12-14",2.69
"745","2009-12-15",2.7
"746","2009-12-16",2.74
"747","2009-12-17",2.7
"748","2009-12-18",2.68
"749","2009-12-21",2.87
"750","2009-12-22",2.98
"751","2009-12-23",3.03
"752","2009-12-24",3.07
"753","2009-12-28",3.09
"754","2009-12-29",3.14
"755","2009-12-30",3.04
"756","2009-12-31",3.26
"757","2010-01-04",3.26
"758","2010-01-05",3.25
"759","2010-01-06",2.98
"760","2010-01-07",3.09
"761","2010-01-08",3.15
"762","2010-01-11",3.25
"763","2010-01-12",3.23
"764","2010-01-13",3
"765","2010-01-14",3.06
"766","2010-01-15",3.1
"767","2010-01-19",3.17
"768","2010-01-20",3.11
"769","2010-01-21",3.1
"770","2010-01-22",3.15
"771","2010-01-25",3.08
"772","2010-01-26",2.99
"773","2010-01-27",3
"774","2010-01-28",3.01
"775","2010-01-29",2.99
"776","2010-02-01",3
"777","2010-02-02",3
"778","2010-02-03",3
"779","2010-02-04",2.99
"780","2010-02-05",3
"781","2010-02-08",3
"782","2010-02-09",2.84
"783","2010-02-10",2.9
"784","2010-02-11",2.89
"785","2010-02-12",2.97
"786","2010-02-16",2.97
"787","2010-02-17",2.94
"788","2010-02-18",3.03
"789","2010-02-19",2.99
"790","2010-02-22",3.1
"791","2010-02-23",3.01
"792","2010-02-24",3.04
"793","2010-02-25",3.05
"794","2010-02-26",3.13
"795","2010-03-01",3.13
"796","2010-03-02",3.09
"797","2010-03-03",3.05
"798","2010-03-04",2.96
"799","2010-03-05",2.88
"800","2010-03-08",2.94
"801","2010-03-09",2.9
"802","2010-03-10",2.96
"803","2010-03-11",2.88
"804","2010-03-12",3.1
"805","2010-03-15",2.97
"806","2010-03-16",3.01
"807","2010-03-17",3.02
"808","2010-03-18",3.08
"809","2010-03-19",2.91
"810","2010-03-22",2.96
"811","2010-03-23",2.96
"812","2010-03-24",2.93
"813","2010-03-25",3.09
"814","2010-03-26",2.95
"815","2010-03-29",3.01
"816","2010-03-30",2.97
"817","2010-03-31",2.91
"818","2010-04-01",2.97
"819","2010-04-05",2.88
"820","2010-04-06",2.75
"821","2010-04-07",2.69
"822","2010-04-08",2.66
"823","2010-04-09",2.76
"824","2010-04-12",2.74
"825","2010-04-13",2.74
"826","2010-04-14",2.75
"827","2010-04-15",2.8
"828","2010-04-16",2.87
"829","2010-04-19",2.9
"830","2010-04-20",2.92
"831","2010-04-21",2.94
"832","2010-04-22",2.9
"833","2010-04-23",3
"834","2010-04-26",2.97
"835","2010-04-27",2.94
"836","2010-04-28",2.92
"837","2010-04-29",2.95
"838","2010-04-30",2.87
"839","2010-05-03",2.89
"840","2010-05-04",2.88
"841","2010-05-05",2.78
"842","2010-05-06",2.76
"843","2010-05-07",2.74
"844","2010-05-10",2.76
"845","2010-05-11",2.77
"846","2010-05-12",2.81
"847","2010-05-13",2.78
"848","2010-05-14",2.78
"849","2010-05-17",2.76
"850","2010-05-18",2.73
"851","2010-05-19",2.75
"852","2010-05-20",2.78
"853","2010-05-21",2.72
"854","2010-05-24",2.78
"855","2010-05-25",2.71
"856","2010-05-26",2.35
"857","2010-05-27",2.72
"858","2010-05-28",2.7
"859","2010-06-01",2.59
"860","2010-06-02",2.74
"861","2010-06-03",2.6
"862","2010-06-04",2.61
"863","2010-06-07",2.61
"864","2010-06-08",2.55
"865","2010-06-09",2.51
"866","2010-06-10",2.54
"867","2010-06-11",2.49
"868","2010-06-14",2.43
"869","2010-06-15",2.41
"870","2010-06-16",2.36
"871","2010-06-17",2.34
"872","2010-06-18",2.35
"873","2010-06-21",2.3
"874","2010-06-22",2.2
"875","2010-06-23",2.16
"876","2010-06-24",2.13
"877","2010-06-25",2.45
"878","2010-06-28",2.23
"879","2010-06-29",2.21
"880","2010-06-30",2.24
"881","2010-07-01",2.32
"882","2010-07-02",2.25
"883","2010-07-06",2.22
"884","2010-07-07",2.25
"885","2010-07-08",2.15
"886","2010-07-09",2.12
"887","2010-07-12",2.09
"888","2010-07-13",2.09
"889","2010-07-14",1.98
"890","2010-07-15",2
"891","2010-07-16",1.99
"892","2010-07-19",1.98
"893","2010-07-20",1.91
"894","2010-07-21",1.95
"895","2010-07-22",1.92
"896","2010-07-23",1.82
"897","2010-07-26",1.75
"898","2010-07-27",1.85
"899","2010-07-28",1.8
"900","2010-07-29",1.81
"901","2010-07-30",1.83
"902","2010-08-02",1.85
"903","2010-08-03",1.8
"904","2010-08-04",1.76
"905","2010-08-05",1.7
"906","2010-08-06",1.64
"907","2010-08-09",1.7
"908","2010-08-10",1.72
"909","2010-08-11",1.71
"910","2010-08-12",1.7
"911","2010-08-13",1.65
"912","2010-08-16",1.65
"913","2010-08-17",1.65
"914","2010-08-18",1.65
"915","2010-08-19",1.56
"916","2010-08-20",1.47
"917","2010-08-23",1.29
"918","2010-08-24",1.15
"919","2010-08-25",1.03
"920","2010-08-26",0.99
"921","2010-08-27",1.1
"922","2010-08-30",1.33
"923","2010-08-31",1.22
"924","2010-09-01",1.25
"925","2010-09-02",1.19
"926","2010-09-03",1.16
"927","2010-09-07",1.05
"928","2010-09-08",1.05
"929","2010-09-09",1.15
"930","2010-09-10",1.19
"931","2010-09-13",1.23
"932","2010-09-14",1.17
"933","2010-09-15",1.15
"934","2010-09-16",1.11
"935","2010-09-17",1.07
"936","2010-09-20",1
"937","2010-09-21",1.02
"938","2010-09-22",1.02
"939","2010-09-23",1.05
"940","2010-09-24",1.04
"941","2010-09-27",1.03
"942","2010-09-28",1.05
"943","2010-09-29",1.06
"944","2010-09-30",0.99
"945","2010-10-01",1
"946","2010-10-04",1
"947","2010-10-05",1.04
"948","2010-10-06",1.02
"949","2010-10-07",1
"950","2010-10-08",0.95
"951","2010-10-11",0.99
"952","2010-10-12",1
"953","2010-10-13",0.95
"954","2010-10-14",0.95
"955","2010-10-15",0.96
"956","2010-10-18",0.94
"957","2010-10-19",0.93
"958","2010-10-20",0.96
"959","2010-10-21",0.94
"960","2010-10-22",1.02
"961","2010-10-25",1.02
"962","2010-10-26",1.07
"963","2010-10-27",1.1
"964","2010-10-28",1.08
"965","2010-10-29",1.06
"966","2010-11-01",1.08
"967","2010-11-02",1.05
"968","2010-11-03",1.01
"969","2010-11-04",1.04
"970","2010-11-05",1
"971","2010-11-08",0.94
"972","2010-11-09",0.9
"973","2010-11-10",0.9
"974","2010-11-11",0.94
"975","2010-11-12",0.9
"976","2010-11-15",0.87
"977","2010-11-16",0.87
"978","2010-11-17",0.87
"979","2010-11-18",0.86
"980","2010-11-19",0.84
"981","2010-11-22",0.82
"982","2010-11-23",0.81
"983","2010-11-24",0.8
"984","2010-11-26",0.8
"985","2010-11-29",0.78
"986","2010-11-30",0.76
"987","2010-12-01",0.75
"988","2010-12-02",0.73
"989","2010-12-03",0.74
"990","2010-12-06",0.74
"991","2010-12-07",0.72
"992","2010-12-08",0.72
"993","2010-12-09",0.73
"994","2010-12-10",0.75
"995","2010-12-13",0.74
"996","2010-12-14",0.74
"997","2010-12-15",0.74
"998","2010-12-16",0.74
"999","2010-12-17",0.75
"1000","2010-12-20",0.83
"1001","2010-12-21",0.89
"1002","2010-12-22",0.96
