"","date","CBT"
"1","2007-01-03",44.209999
"2","2007-01-04",44.369999
"3","2007-01-05",43.900002
"4","2007-01-08",44.049999
"5","2007-01-09",44.950001
"6","2007-01-10",45.52
"7","2007-01-11",46.459999
"8","2007-01-12",46.380001
"9","2007-01-16",46.700001
"10","2007-01-17",46.73
"11","2007-01-18",46.48
"12","2007-01-19",46.490002
"13","2007-01-22",45.57
"14","2007-01-23",45.75
"15","2007-01-24",45.830002
"16","2007-01-25",43.389999
"17","2007-01-26",43.950001
"18","2007-01-29",43.610001
"19","2007-01-30",43.919998
"20","2007-01-31",44.740002
"21","2007-02-01",45.220001
"22","2007-02-02",45.830002
"23","2007-02-05",45.549999
"24","2007-02-06",46.25
"25","2007-02-07",46.580002
"26","2007-02-08",47.099998
"27","2007-02-09",46.869999
"28","2007-02-12",46.849998
"29","2007-02-13",46.959999
"30","2007-02-14",47
"31","2007-02-15",46.799999
"32","2007-02-16",47.060001
"33","2007-02-20",47.810001
"34","2007-02-21",47.369999
"35","2007-02-22",47.400002
"36","2007-02-23",47.310001
"37","2007-02-26",47
"38","2007-02-27",45.259998
"39","2007-02-28",44.669998
"40","2007-03-01",44.189999
"41","2007-03-02",44.16
"42","2007-03-05",43.849998
"43","2007-03-06",45.169998
"44","2007-03-07",45.220001
"45","2007-03-08",44.880001
"46","2007-03-09",45.25
"47","2007-03-12",47.049999
"48","2007-03-13",45.779999
"49","2007-03-14",45.740002
"50","2007-03-15",46.610001
"51","2007-03-16",46.189999
"52","2007-03-19",46.5
"53","2007-03-20",46.950001
"54","2007-03-21",48.009998
"55","2007-03-22",48.299999
"56","2007-03-23",48.02
"57","2007-03-26",47.82
"58","2007-03-27",47.919998
"59","2007-03-28",47.150002
"60","2007-03-29",47.580002
"61","2007-03-30",47.73
"62","2007-04-02",47.52
"63","2007-04-03",48
"64","2007-04-04",48.200001
"65","2007-04-05",47.73
"66","2007-04-09",48.34
"67","2007-04-10",48.59
"68","2007-04-11",48.669998
"69","2007-04-12",49.099998
"70","2007-04-13",48.009998
"71","2007-04-16",48.73
"72","2007-04-17",49.02
"73","2007-04-18",48.75
"74","2007-04-19",48.25
"75","2007-04-20",48.830002
"76","2007-04-23",48.919998
"77","2007-04-24",49.040001
"78","2007-04-25",49.77
"79","2007-04-26",46.25
"80","2007-04-27",46.009998
"81","2007-04-30",45.299999
"82","2007-05-01",44
"83","2007-05-02",45.700001
"84","2007-05-03",45.860001
"85","2007-05-04",46.02
"86","2007-05-07",46.299999
"87","2007-05-08",46.240002
"88","2007-05-09",46.610001
"89","2007-05-10",46.029999
"90","2007-05-11",45.990002
"91","2007-05-14",45.700001
"92","2007-05-15",45.360001
"93","2007-05-16",45.619999
"94","2007-05-17",46.25
"95","2007-05-18",46.610001
"96","2007-05-21",47.130001
"97","2007-05-22",47.369999
"98","2007-05-23",47.18
"99","2007-05-24",46.18
"100","2007-05-25",46.689999
"101","2007-05-29",46.990002
"102","2007-05-30",47.689999
"103","2007-05-31",48.310001
"104","2007-06-01",48.400002
"105","2007-06-04",48.25
"106","2007-06-05",48.049999
"107","2007-06-06",46.970001
"108","2007-06-07",45.990002
"109","2007-06-08",46.220001
"110","2007-06-11",47.610001
"111","2007-06-12",47.66
"112","2007-06-13",48.330002
"113","2007-06-14",47.950001
"114","2007-06-15",47.779999
"115","2007-06-18",47.990002
"116","2007-06-19",48.02
"117","2007-06-20",47.560001
"118","2007-06-21",47.119999
"119","2007-06-22",47.439999
"120","2007-06-25",46.75
"121","2007-06-26",47.369999
"122","2007-06-27",47.900002
"123","2007-06-28",47.540001
"124","2007-06-29",47.68
"125","2007-07-02",48.02
"126","2007-07-03",48.200001
"127","2007-07-05",48.25
"128","2007-07-06",47.869999
"129","2007-07-09",47.209999
"130","2007-07-10",46.380001
"131","2007-07-11",46.509998
"132","2007-07-12",47.16
"133","2007-07-13",47.459999
"134","2007-07-16",47.669998
"135","2007-07-17",48.23
"136","2007-07-18",47.939999
"137","2007-07-19",48.860001
"138","2007-07-20",48.110001
"139","2007-07-23",47.970001
"140","2007-07-24",47.200001
"141","2007-07-25",47.459999
"142","2007-07-26",41.290001
"143","2007-07-27",39.25
"144","2007-07-30",40.16
"145","2007-07-31",40.380001
"146","2007-08-01",40.41
"147","2007-08-02",40.700001
"148","2007-08-03",39.220001
"149","2007-08-06",39.560001
"150","2007-08-07",38.869999
"151","2007-08-08",38.130001
"152","2007-08-09",35.549999
"153","2007-08-10",39.799999
"154","2007-08-13",39.099998
"155","2007-08-14",37.91
"156","2007-08-15",37.27
"157","2007-08-16",38.419998
"158","2007-08-17",38.540001
"159","2007-08-20",39.23
"160","2007-08-21",38.290001
"161","2007-08-22",39.25
"162","2007-08-23",39.02
"163","2007-08-24",39.830002
"164","2007-08-27",39.369999
"165","2007-08-28",38.34
"166","2007-08-29",39.540001
"167","2007-08-30",40.060001
"168","2007-08-31",40.34
"169","2007-09-04",40.009998
"170","2007-09-05",39.459999
"171","2007-09-06",39.299999
"172","2007-09-07",37.299999
"173","2007-09-10",37.389999
"174","2007-09-11",38.110001
"175","2007-09-12",37.529999
"176","2007-09-13",37.099998
"177","2007-09-14",37.529999
"178","2007-09-17",37.200001
"179","2007-09-18",39.98
"180","2007-09-19",39.48
"181","2007-09-20",38.470001
"182","2007-09-21",39.34
"183","2007-09-24",38.009998
"184","2007-09-25",36.59
"185","2007-09-26",36.91
"186","2007-09-27",36.740002
"187","2007-09-28",35.529999
"188","2007-10-01",36.330002
"189","2007-10-02",36.380001
"190","2007-10-03",36.130001
"191","2007-10-04",36.639999
"192","2007-10-05",37.720001
"193","2007-10-08",37.299999
"194","2007-10-09",37.93
"195","2007-10-10",37.610001
"196","2007-10-11",37.75
