"","date","SPXC"
"1","2007-01-03",15.494838
"2","2007-01-04",15.527575
"3","2007-01-05",15.356334
"4","2007-01-08",15.384034
"5","2007-01-09",15.386553
"6","2007-01-10",15.552757
"7","2007-01-11",15.739108
"8","2007-01-12",15.739108
"9","2007-01-16",16.222614
"10","2007-01-17",16.76404
"11","2007-01-18",16.859734
"12","2007-01-19",17.194662
"13","2007-01-22",17.365902
"14","2007-01-23",17.690758
"15","2007-01-24",17.736086
"16","2007-01-25",17.325611
"17","2007-01-26",17.386049
"18","2007-01-29",17.597582
"19","2007-01-30",17.595064
"20","2007-01-31",17.675648
"21","2007-02-01",17.778896
"22","2007-02-02",17.801561
"23","2007-02-05",17.816671
"24","2007-02-06",17.804079
"25","2007-02-07",17.794006
"26","2007-02-08",17.70335
"27","2007-02-09",17.539663
"28","2007-02-12",17.509443
"29","2007-02-13",17.592546
"30","2007-02-14",17.741123
"31","2007-02-15",17.710903
"32","2007-02-16",17.610174
"33","2007-02-20",18.098715
"34","2007-02-21",18.076052
"35","2007-02-22",17.967766
"36","2007-02-23",18.096197
"37","2007-02-26",17.975321
"38","2007-02-27",17.300428
"39","2007-02-28",17.622765
"40","2007-03-01",17.610174
"41","2007-03-02",17.19718
"42","2007-03-05",17.116596
"43","2007-03-06",17.270208
"44","2007-03-07",17.285318
"45","2007-03-08",17.39864
"46","2007-03-09",17.539663
"47","2007-03-12",17.736086
"48","2007-03-13",17.416267
"49","2007-03-14",17.496853
"50","2007-03-15",17.549736
"51","2007-03-16",17.552254
"52","2007-03-19",17.741123
"53","2007-03-20",17.751196
"54","2007-03-21",17.907328
"55","2007-03-22",17.980358
"56","2007-03-23",17.96273
"57","2007-03-26",17.912365
"58","2007-03-27",17.723495
"59","2007-03-28",17.627802
"60","2007-03-29",17.635357
"61","2007-03-30",17.678167
"62","2007-04-02",17.680685
"63","2007-04-03",17.693275
"64","2007-04-04",17.642912
"65","2007-04-05",17.600101
"66","2007-04-09",17.61521
"67","2007-04-10",17.627802
"68","2007-04-11",17.637875
"69","2007-04-12",17.63032
"70","2007-04-13",17.627802
"71","2007-04-16",17.829262
"72","2007-04-17",17.723495
"73","2007-04-18",17.562326
"74","2007-04-19",17.403677
"75","2007-04-20",17.554771
"76","2007-04-23",17.763788
"77","2007-04-24",17.70335
"78","2007-04-25",17.899773
"79","2007-04-26",17.64543
