"","date","SMTX"
"210","2007-10-31",2.23
"211","2007-11-01",2.21
"212","2007-11-02",2.18
"213","2007-11-05",2.16
"214","2007-11-06",2.1
"215","2007-11-07",2.14
"216","2007-11-08",2.11
"217","2007-11-09",2.01
"218","2007-11-12",1.71
"219","2007-11-13",1.72
"220","2007-11-14",1.64
"221","2007-11-15",1.6
"222","2007-11-16",1.54
"223","2007-11-19",1.54
"224","2007-11-20",1.48
"225","2007-11-21",1.52
"226","2007-11-23",1.54
"227","2007-11-26",1.54
"228","2007-11-27",1.51
"229","2007-11-28",1.53
"230","2007-11-29",1.57
"231","2007-11-30",1.72
"232","2007-12-03",1.67
"233","2007-12-04",1.72
"234","2007-12-05",1.69
"235","2007-12-06",1.67
"236","2007-12-07",1.71
"237","2007-12-10",1.75
"238","2007-12-11",1.73
"239","2007-12-12",1.74
"240","2007-12-13",1.64
"241","2007-12-14",1.7
"242","2007-12-17",1.65
"243","2007-12-18",1.64
"244","2007-12-19",1.59
"245","2007-12-20",1.6
"246","2007-12-21",1.6
"247","2007-12-24",1.6
"248","2007-12-26",1.69
"249","2007-12-27",1.63
"250","2007-12-28",1.61
"251","2007-12-31",1.58
"252","2008-01-02",1.66
"253","2008-01-03",1.59
"254","2008-01-04",1.53
"255","2008-01-07",1.57
"256","2008-01-08",1.42
"257","2008-01-09",1.37
"258","2008-01-10",1.37
"259","2008-01-11",1.37
"260","2008-01-14",1.35
"261","2008-01-15",1.27
"262","2008-01-16",1.24
"263","2008-01-17",1.19
"264","2008-01-18",1.2
"265","2008-01-22",1.16
"266","2008-01-23",1.2
"267","2008-01-24",1.26
"268","2008-01-25",1.3
"269","2008-01-28",1.3
"270","2008-01-29",1.35
"271","2008-01-30",1.39
"272","2008-01-31",1.31
"273","2008-02-01",1.31
"274","2008-02-04",1.3
"275","2008-02-05",1.3
"276","2008-02-06",1.26
"277","2008-02-07",1.25
"278","2008-02-08",1.27
"279","2008-02-11",1.26
"280","2008-02-12",1.3
"281","2008-02-13",1.3
"282","2008-02-14",1.39
"283","2008-02-15",1.59
"284","2008-02-19",1.72
"285","2008-02-20",1.76
"286","2008-02-21",2.38
"287","2008-02-22",2.38
"288","2008-02-25",1.95
"289","2008-02-26",1.92
"290","2008-02-27",1.99
"291","2008-02-28",1.93
"292","2008-02-29",1.8
"293","2008-03-03",1.74
"294","2008-03-04",1.72
"295","2008-03-05",1.8
"296","2008-03-06",1.83
"297","2008-03-07",1.9
"298","2008-03-10",1.53
"299","2008-03-11",1.63
"300","2008-03-12",1.56
"301","2008-03-13",1.61
"302","2008-03-14",1.52
"303","2008-03-17",1.45
"304","2008-03-18",1.53
"305","2008-03-19",1.47
"306","2008-03-20",1.43
"307","2008-03-24",1.87
"308","2008-03-25",1.77
"309","2008-03-26",1.8
"310","2008-03-27",1.8
"311","2008-03-28",1.84
"312","2008-03-31",1.83
"313","2008-04-01",1.82
"314","2008-04-02",1.86
"315","2008-04-03",1.97
"316","2008-04-04",1.98
"317","2008-04-07",1.81
"318","2008-04-08",1.96
"319","2008-04-09",1.89
"320","2008-04-10",1.85
"321","2008-04-11",1.74
"322","2008-04-14",1.68
"323","2008-04-15",1.69
"324","2008-04-16",1.76
"325","2008-04-17",1.71
"326","2008-04-18",1.72
"327","2008-04-21",1.7
"328","2008-04-22",1.87
"329","2008-04-23",1.77
"330","2008-04-24",1.87
"331","2008-04-25",1.93
"332","2008-04-28",2.05
"333","2008-04-29",2.06
"334","2008-04-30",2.02
"335","2008-05-01",2.09
"336","2008-05-02",2.21
"337","2008-05-05",2.29
"338","2008-05-06",2.24
"339","2008-05-07",2
"340","2008-05-08",1.95
"341","2008-05-09",2
"342","2008-05-12",2.11
"343","2008-05-13",2.07
"344","2008-05-14",2.02
"345","2008-05-15",2.02
"346","2008-05-16",2.04
"347","2008-05-19",2.11
"348","2008-05-20",2.23
"349","2008-05-21",2.33
"350","2008-05-22",2.3
"351","2008-05-23",2.25
"352","2008-05-27",2.32
"353","2008-05-28",2.37
"354","2008-05-29",2.64
"355","2008-05-30",2.57
"356","2008-06-02",2.62
"357","2008-06-03",2.51
"358","2008-06-04",2.43
"359","2008-06-05",2.47
"360","2008-06-06",2.57
"361","2008-06-09",2.44
"362","2008-06-10",2.38
"363","2008-06-11",2.31
"364","2008-06-12",2.34
"365","2008-06-13",2.47
"366","2008-06-16",2.5
"367","2008-06-17",2.54
"368","2008-06-18",2.62
"369","2008-06-19",2.56
"370","2008-06-20",2.45
"371","2008-06-23",2.44
"372","2008-06-24",2.54
"373","2008-06-25",2.58
"374","2008-06-26",2.39
"375","2008-06-27",2.29
"376","2008-06-30",2.25
"377","2008-07-01",2.15
"378","2008-07-02",2.18
"379","2008-07-03",2.17
"380","2008-07-07",1.98
"381","2008-07-08",2.02
"382","2008-07-09",2.08
"383","2008-07-10",1.81
"384","2008-07-11",1.7
"385","2008-07-14",1.65
"386","2008-07-15",1.68
"387","2008-07-16",1.73
"388","2008-07-17",1.81
"389","2008-07-18",1.69
"390","2008-07-21",1.71
"391","2008-07-22",1.74
"392","2008-07-23",1.86
"393","2008-07-24",2.11
"394","2008-07-25",2.01
"395","2008-07-28",2.05
"396","2008-07-29",2.01
"397","2008-07-30",2.04
"398","2008-07-31",2.11
"399","2008-08-01",2.25
"400","2008-08-04",2.19
"401","2008-08-05",2.24
"402","2008-08-06",2.1
"403","2008-08-07",2.08
"404","2008-08-08",2.03
"405","2008-08-11",2.03
"406","2008-08-12",2.17
"407","2008-08-13",1.76
"408","2008-08-14",1.72
"409","2008-08-15",1.69
"410","2008-08-18",1.7
"411","2008-08-19",1.61
"412","2008-08-20",1.75
"413","2008-08-21",1.68
"414","2008-08-22",1.81
"415","2008-08-25",1.7
"416","2008-08-26",1.74
"417","2008-08-27",1.71
"418","2008-08-28",1.81
"419","2008-08-29",1.77
"420","2008-09-02",1.81
"421","2008-09-03",1.79
"422","2008-09-04",1.79
"423","2008-09-05",1.74
"424","2008-09-08",1.7
"425","2008-09-09",1.66
"426","2008-09-10",1.62
"427","2008-09-11",1.58
"428","2008-09-12",1.52
"429","2008-09-15",1.54
"430","2008-09-16",1.39
"431","2008-09-17",1.34
"432","2008-09-18",1.23
"433","2008-09-19",1.3
"434","2008-09-22",1.3
"435","2008-09-23",1.35
"436","2008-09-24",1.34
"437","2008-09-25",1.35
"438","2008-09-26",1.15
"439","2008-09-29",1.07
"440","2008-09-30",1.15
"441","2008-10-01",1.12
"442","2008-10-02",1.05
"443","2008-10-03",1.08
"444","2008-10-06",1
"445","2008-10-07",0.94
"446","2008-10-08",0.85
"447","2008-10-09",0.81
"448","2008-10-10",0.8
"449","2008-10-13",0.9
"450","2008-10-14",0.88
"451","2008-10-15",0.86
"452","2008-10-16",0.91
"453","2008-10-17",0.89
"454","2008-10-20",0.83
"455","2008-10-21",0.79
"456","2008-10-22",0.79
"457","2008-10-23",0.8
"458","2008-10-24",0.79
"459","2008-10-27",0.8
"460","2008-10-28",0.79
"461","2008-10-29",0.78
"462","2008-10-30",0.81
"463","2008-10-31",0.78
"464","2008-11-03",0.83
"465","2008-11-04",0.88
"466","2008-11-05",0.87
"467","2008-11-06",0.62
"468","2008-11-07",0.7
"469","2008-11-10",0.7
"470","2008-11-11",0.67
"471","2008-11-12",0.63
"472","2008-11-13",0.63
"473","2008-11-14",0.68
"474","2008-11-17",0.67
"475","2008-11-18",0.65
"476","2008-11-19",0.61
"477","2008-11-20",0.53
"478","2008-11-21",0.55
"479","2008-11-24",0.5
"480","2008-11-25",0.52
"481","2008-11-26",0.65
"482","2008-11-28",0.65
"483","2008-12-01",0.63
"484","2008-12-02",0.63
"485","2008-12-03",0.62
"486","2008-12-04",0.57
"487","2008-12-05",0.55
"488","2008-12-08",0.57
"489","2008-12-09",0.58
"490","2008-12-10",0.58
"491","2008-12-11",0.61
"492","2008-12-12",0.61
"493","2008-12-15",0.62
"494","2008-12-16",0.63
"495","2008-12-17",0.69
"496","2008-12-18",0.6
"497","2008-12-19",0.57
"498","2008-12-22",0.55
"499","2008-12-23",0.53
"500","2008-12-24",0.58
"501","2008-12-26",0.53
"502","2008-12-29",0.5
"503","2008-12-30",0.5
"504","2008-12-31",0.54
"505","2009-01-02",0.7
"506","2009-01-05",0.7
"507","2009-01-06",0.7
"508","2009-01-07",0.7
"509","2009-01-08",0.67
"510","2009-01-09",0.8
"511","2009-01-12",0.8
"512","2009-01-13",0.71
"513","2009-01-14",0.56
"514","2009-01-15",0.55
"515","2009-01-16",0.57
"516","2009-01-20",0.57
"517","2009-01-21",0.58
"518","2009-01-22",0.7
"519","2009-01-23",0.57
"520","2009-01-26",0.57
"521","2009-01-27",0.59
"522","2009-01-28",0.6
"523","2009-01-29",0.62
"524","2009-01-30",0.6
"525","2009-02-02",0.56
"526","2009-02-03",0.56
"527","2009-02-04",0.52
"528","2009-02-05",0.52
"529","2009-02-06",0.54
"530","2009-02-09",0.57
"531","2009-02-10",0.53
"532","2009-02-11",0.53
"533","2009-02-12",0.53
"534","2009-02-13",0.61
"535","2009-02-17",0.61
"536","2009-02-18",0.61
"537","2009-02-19",0.65
"538","2009-02-20",0.49
"539","2009-02-23",0.36
"540","2009-02-24",0.43
"541","2009-02-25",0.48
"542","2009-02-26",0.5
"543","2009-02-27",0.48
"544","2009-03-02",0.39
"545","2009-03-03",0.36
"546","2009-03-04",0.36
"547","2009-03-05",0.36
"548","2009-03-06",0.32
"549","2009-03-09",0.35
"550","2009-03-10",0.34
"551","2009-03-11",0.48
"552","2009-03-12",0.46
"553","2009-03-13",0.42
"554","2009-03-16",0.41
"555","2009-03-17",0.4
"556","2009-03-18",0.35
"557","2009-03-19",0.45
"558","2009-03-20",0.51
"559","2009-03-23",0.38
"560","2009-03-24",0.41
"561","2009-03-25",0.43
"562","2009-03-26",0.42
"563","2009-03-27",0.43
"564","2009-03-30",0.45
"565","2009-03-31",0.41
"566","2009-04-01",0.4
"567","2009-04-02",0.43
"568","2009-04-03",0.43
"569","2009-04-06",0.41
"570","2009-04-07",0.43
"571","2009-04-08",0.41
"572","2009-04-09",0.44
"573","2009-04-13",0.42
"574","2009-04-14",0.41
"575","2009-04-15",0.4
"576","2009-04-16",0.39
"577","2009-04-17",0.42
"578","2009-04-20",0.44
"579","2009-04-21",0.44
"580","2009-04-22",0.48
"581","2009-04-23",0.52
"582","2009-04-24",0.67
"583","2009-04-27",0.65
"584","2009-04-28",0.62
"585","2009-04-29",0.66
"586","2009-04-30",0.63
"587","2009-05-01",0.58
"588","2009-05-04",0.61
"589","2009-05-05",0.61
"590","2009-05-06",0.67
"591","2009-05-07",0.63
"592","2009-05-08",0.62
"593","2009-05-11",0.63
"594","2009-05-12",0.6
"595","2009-05-13",0.7
"596","2009-05-14",0.62
"597","2009-05-15",0.53
"598","2009-05-18",0.6
"599","2009-05-19",0.61
"600","2009-05-20",0.65
"601","2009-05-21",0.65
"602","2009-05-22",0.58
"603","2009-05-26",0.61
"604","2009-05-27",0.55
"605","2009-05-28",0.62
"606","2009-05-29",0.64
"607","2009-06-01",0.68
"608","2009-06-02",0.67
"609","2009-06-03",0.7
"610","2009-06-04",0.67
"611","2009-06-05",0.68
"612","2009-06-08",0.68
"613","2009-06-09",0.66
"614","2009-06-10",0.69
"615","2009-06-11",0.67
"616","2009-06-12",0.64
"617","2009-06-15",0.67
"618","2009-06-16",0.7
"619","2009-06-17",0.62
"620","2009-06-18",0.66
"621","2009-06-19",0.66
"622","2009-06-22",0.64
"623","2009-06-23",0.59
"624","2009-06-24",0.58
"625","2009-06-25",0.59
"626","2009-06-26",0.7
"627","2009-06-29",0.7
"628","2009-06-30",0.87
"629","2009-07-01",0.78
"630","2009-07-02",0.83
"631","2009-07-06",0.82
"632","2009-07-07",0.71
"633","2009-07-08",0.68
"634","2009-07-09",0.65
"635","2009-07-10",0.71
"636","2009-07-13",0.72
"637","2009-07-14",0.72
"638","2009-07-15",0.74
"639","2009-07-16",0.68
"640","2009-07-17",0.68
"641","2009-07-20",0.67
"642","2009-07-21",0.68
"643","2009-07-22",0.7
"644","2009-07-23",0.72
"645","2009-07-24",0.71
"646","2009-07-27",0.73
"647","2009-07-28",0.83
"648","2009-07-29",0.72
"649","2009-07-30",0.76
"650","2009-07-31",0.8
"651","2009-08-03",0.94
"652","2009-08-04",0.9
"653","2009-08-05",0.85
"654","2009-08-06",0.9
"655","2009-08-07",0.8
"656","2009-08-10",0.75
"657","2009-08-11",0.86
"658","2009-08-12",0.86
"659","2009-08-13",0.81
"660","2009-08-14",0.79
"661","2009-08-17",0.76
"662","2009-08-18",0.76
"663","2009-08-19",0.76
"664","2009-08-20",0.75
"665","2009-08-21",0.82
"666","2009-08-24",0.89
"667","2009-08-25",0.75
"668","2009-08-26",0.85
"669","2009-08-27",0.85
"670","2009-08-28",0.82
"671","2009-08-31",0.76
"672","2009-09-01",0.79
"673","2009-09-02",0.79
"674","2009-09-03",0.8
"675","2009-09-04",0.73
"676","2009-09-08",0.73
"677","2009-09-09",0.75
"678","2009-09-10",0.78
"679","2009-09-11",0.7
"680","2009-09-14",0.8
"681","2009-09-15",0.82
"682","2009-09-16",0.75
"683","2009-09-17",0.85
"684","2009-09-18",0.78
"685","2009-09-21",0.8
"686","2009-09-22",0.81
"687","2009-09-23",0.83
"688","2009-09-24",0.85
"689","2009-09-25",0.88
"690","2009-09-28",0.72
"691","2009-09-29",0.77
"692","2009-09-30",0.78
"693","2009-10-01",0.78
"694","2009-10-02",0.83
"695","2009-10-05",0.82
"696","2009-10-06",0.84
"697","2009-10-07",0.82
"698","2009-10-08",0.81
"699","2009-10-09",0.8
"700","2009-10-12",0.82
"701","2009-10-13",0.86
"702","2009-10-14",0.85
"703","2009-10-15",0.87
"704","2009-10-16",0.93
"705","2009-10-19",1.05
"706","2009-10-20",1.02
"707","2009-10-21",1.02
"708","2009-10-22",1.07
"709","2009-10-23",1.06
"710","2009-10-26",1.04
"711","2009-10-27",1.1
"712","2009-10-28",0.98
"713","2009-10-29",1.02
"714","2009-10-30",0.9
"715","2009-11-02",0.81
"716","2009-11-03",0.99
"717","2009-11-04",1.04
"718","2009-11-05",1.04
"719","2009-11-06",1.02
"720","2009-11-09",0.99
"721","2009-11-10",1
"722","2009-11-11",0.93
"723","2009-11-12",0.85
"724","2009-11-13",0.92
"725","2009-11-16",0.92
"726","2009-11-17",0.9
"727","2009-11-18",0.91
"728","2009-11-19",0.91
"729","2009-11-20",0.9
"730","2009-11-23",0.88
"731","2009-11-24",0.91
"732","2009-11-25",0.9
"733","2009-11-27",0.88
"734","2009-11-30",0.83
"735","2009-12-01",0.85
"736","2009-12-02",0.93
"737","2009-12-03",0.87
"738","2009-12-04",0.88
"739","2009-12-07",0.88
"740","2009-12-08",0.87
"741","2009-12-09",0.85
"742","2009-12-10",0.83
"743","2009-12-11",0.84
"744","2009-12-14",0.83
"745","2009-12-15",0.85
"746","2009-12-16",0.85
"747","2009-12-17",0.85
"748","2009-12-18",0.83
"749","2009-12-21",0.83
"750","2009-12-22",0.89
"751","2009-12-23",0.89
"752","2009-12-24",0.9
"753","2009-12-28",1.09
"754","2009-12-29",0.93
"755","2009-12-30",0.88
"756","2009-12-31",0.88
"757","2010-01-04",0.85
"758","2010-01-05",0.87
"759","2010-01-06",0.83
"760","2010-01-07",0.87
"761","2010-01-08",0.92
"762","2010-01-11",0.89
"763","2010-01-12",0.92
"764","2010-01-13",0.89
"765","2010-01-14",0.88
"766","2010-01-15",0.89
"767","2010-01-19",0.88
"768","2010-01-20",1
"769","2010-01-21",1.06
"770","2010-01-22",1.19
"771","2010-01-25",1.54
"772","2010-01-26",1.38
"773","2010-01-27",1.36
"774","2010-01-28",1.24
"775","2010-01-29",1.23
"776","2010-02-01",1.4
"777","2010-02-02",1.4
"778","2010-02-03",1.37
"779","2010-02-04",1.35
"780","2010-02-05",1.29
"781","2010-02-08",1.36
"782","2010-02-09",1.34
"783","2010-02-10",1.26
"784","2010-02-11",1.33
"785","2010-02-12",1.34
"786","2010-02-16",1.32
"787","2010-02-17",1.3
"788","2010-02-18",1.3
"789","2010-02-19",1.34
"790","2010-02-22",1.35
"791","2010-02-23",1.32
"792","2010-02-24",1.28
"793","2010-02-25",1.35
"794","2010-02-26",1.39
"795","2010-03-01",1.65
"796","2010-03-02",1.59
"797","2010-03-03",1.59
"798","2010-03-04",1.58
"799","2010-03-05",1.59
"800","2010-03-08",1.6
"801","2010-03-09",1.6
"802","2010-03-10",1.65
"803","2010-03-11",2.4
"804","2010-03-12",2.2
"805","2010-03-15",2.5
"806","2010-03-16",2.41
"807","2010-03-17",2.24
"808","2010-03-18",2.28
"809","2010-03-19",2.3
"810","2010-03-22",2.29
"811","2010-03-23",2.59
"812","2010-03-24",2.43
"813","2010-03-25",2.58
"814","2010-03-26",2.6
"815","2010-03-29",2.85
"816","2010-03-30",2.77
"817","2010-03-31",2.79
"818","2010-04-01",2.66
"819","2010-04-05",2.56
"820","2010-04-06",2.7
"821","2010-04-07",2.75
"822","2010-04-08",2.76
"823","2010-04-09",3.15
"824","2010-04-12",3.23
"825","2010-04-13",3.11
"826","2010-04-14",3.07
"827","2010-04-15",3.06
"828","2010-04-16",3.05
"829","2010-04-19",3.14
"830","2010-04-20",3.66
"831","2010-04-21",3.83
"832","2010-04-22",3.84
"833","2010-04-23",3.67
"834","2010-04-26",3.67
"835","2010-04-27",3.76
"836","2010-04-28",3.85
"837","2010-04-29",4.11
"838","2010-04-30",4
"839","2010-05-03",3.95
"840","2010-05-04",3.8
"841","2010-05-05",3.74
"842","2010-05-06",3.45
"843","2010-05-07",3.21
"844","2010-05-10",3.42
"845","2010-05-11",3.6
"846","2010-05-12",3.98
"847","2010-05-13",4.08
"848","2010-05-14",3.77
"849","2010-05-17",3.65
"850","2010-05-18",3.66
"851","2010-05-19",3.74
"852","2010-05-20",3.47
"853","2010-05-21",3.38
"854","2010-05-24",3.38
"855","2010-05-25",3.22
"856","2010-05-26",3.35
"857","2010-05-27",3.55
"858","2010-05-28",3.69
"859","2010-06-01",3.5
"860","2010-06-02",3.7
"861","2010-06-03",3.73
"862","2010-06-04",3.7
"863","2010-06-07",3.57
"864","2010-06-08",3.39
"865","2010-06-09",3.61
"866","2010-06-10",3.63
"867","2010-06-11",3.42
"868","2010-06-14",3.46
"869","2010-06-15",3.63
"870","2010-06-16",3.56
"871","2010-06-17",3.56
"872","2010-06-18",3.54
"873","2010-06-21",3.42
"874","2010-06-22",3.32
"875","2010-06-23",3.45
"876","2010-06-24",3.38
"877","2010-06-25",3.37
"878","2010-06-28",3.29
"879","2010-06-29",3.06
"880","2010-06-30",3.02
"881","2010-07-01",2.75
"882","2010-07-02",2.74
"883","2010-07-06",2.8
"884","2010-07-07",2.8
"885","2010-07-08",2.81
"886","2010-07-09",2.91
"887","2010-07-12",2.85
"888","2010-07-13",2.7
"889","2010-07-14",2.69
"890","2010-07-15",2.7
"891","2010-07-16",2.62
"892","2010-07-19",2.57
"893","2010-07-20",2.6
"894","2010-07-21",2.59
"895","2010-07-22",2.66
"896","2010-07-23",2.71
"897","2010-07-26",2.68
"898","2010-07-27",2.64
"899","2010-07-28",2.53
"900","2010-07-29",2.51
"901","2010-07-30",2.63
"902","2010-08-02",3.24
"903","2010-08-03",3.56
"904","2010-08-04",3.37
"905","2010-08-05",3.48
"906","2010-08-06",3.21
"907","2010-08-09",3
"908","2010-08-10",3.16
"909","2010-08-11",3.07
"910","2010-08-12",2.98
"911","2010-08-13",2.97
"912","2010-08-16",3.07
"913","2010-08-17",3.1
"914","2010-08-18",2.99
"915","2010-08-19",2.9
"916","2010-08-20",2.82
"917","2010-08-23",2.73
"918","2010-08-24",2.64
"919","2010-08-25",2.55
"920","2010-08-26",2.57
"921","2010-08-27",2.61
"922","2010-08-30",2.9
"923","2010-08-31",2.81
"924","2010-09-01",2.97
"925","2010-09-02",2.96
"926","2010-09-03",3.1
"927","2010-09-07",3.29
"928","2010-09-08",3.5
"929","2010-09-09",3.37
"930","2010-09-10",3.39
"931","2010-09-13",3.49
"932","2010-09-14",3.35
"933","2010-09-15",3.29
"934","2010-09-16",3.27
"935","2010-09-17",3.34
"936","2010-09-20",3.5
"937","2010-09-21",3.44
"938","2010-09-22",3.41
"939","2010-09-23",3.32
"940","2010-09-24",3.42
"941","2010-09-27",3.42
"942","2010-09-28",3.4
"943","2010-09-29",3.47
"944","2010-09-30",3.44
"945","2010-10-01",3.48
"946","2010-10-04",3.38
"947","2010-10-05",3.4
"948","2010-10-06",3.46
"949","2010-10-07",3.29
"950","2010-10-08",3.29
"951","2010-10-11",3.3
"952","2010-10-12",3.3
"953","2010-10-13",3.39
"954","2010-10-14",3.32
"955","2010-10-15",3.26
"956","2010-10-18",3.43
"957","2010-10-19",3.35
"958","2010-10-20",3.38
"959","2010-10-21",3.37
"960","2010-10-22",3.34
"961","2010-10-25",3.93
"962","2010-10-26",3.85
"963","2010-10-27",3.85
"964","2010-10-28",3.88
"965","2010-10-29",3.82
"966","2010-11-01",4.14
"967","2010-11-02",4.12
"968","2010-11-03",4.13
"969","2010-11-04",4.03
"970","2010-11-05",4.03
"971","2010-11-08",4.49
"972","2010-11-09",4.2
"973","2010-11-10",3.95
"974","2010-11-11",3.8
"975","2010-11-12",3.75
"976","2010-11-15",3.8
"977","2010-11-16",3.51
"978","2010-11-17",3.57
"979","2010-11-18",3.63
"980","2010-11-19",3.58
"981","2010-11-22",3.86
"982","2010-11-23",3.83
"983","2010-11-24",3.76
"984","2010-11-26",3.78
"985","2010-11-29",3.8
"986","2010-11-30",3.79
"987","2010-12-01",3.7
"988","2010-12-02",3.59
"989","2010-12-03",3.55
"990","2010-12-06",3.49
"991","2010-12-07",3.6
"992","2010-12-08",3.52
"993","2010-12-09",3.47
"994","2010-12-10",3.41
"995","2010-12-13",3.43
"996","2010-12-14",3.46
"997","2010-12-15",3.42
"998","2010-12-16",3.39
"999","2010-12-17",3.41
